ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0030007,intracellular potassium ion homeostasis,5/668,15/21288,0.333333333333333,10.622754491018,6.71014331539741,6.92790958441852e-05,0.0015095738337634,0.00117188856370893,ENSG00000143153/ENSG00000018625/ENSG00000129244/ENSG00000132681/ENSG00000137731,5
GO:0010644,cell communication by electrical coupling,7/668,34/21288,0.205882352941176,6.56111306798168,5.84092966276589,7.45876515980061e-05,0.00158056437525821,0.00122699882188152,ENSG00000143153/ENSG00000018625/ENSG00000129244/ENSG00000165474/ENSG00000121742/ENSG00000198835/ENSG00000130528,7
GO:0030212,hyaluronan metabolic process,7/668,34/21288,0.205882352941176,6.56111306798168,5.84092966276589,7.45876515980061e-05,0.00158056437525821,0.00122699882188152,ENSG00000055955/ENSG00000072571/ENSG00000136011/ENSG00000068001/ENSG00000151655/ENSG00000133800/ENSG00000162267,7
GO:0032409,regulation of transporter activity,22/668,279/21288,0.0788530465949821,2.51290966454188,4.57839795722777,7.63217596178246e-05,0.00160240523879636,0.00124395397679307,ENSG00000143153/ENSG00000198523/ENSG00000018625/ENSG00000129244/ENSG00000137731/ENSG00000266964/ENSG00000078401/ENSG00000022267/ENSG00000089356/ENSG00000134443/ENSG00000137726/ENSG00000196296/ENSG00000221946/ENSG00000120049/ENSG00000120088/ENSG00000124134/ENSG00000130528/ENSG00000145708/ENSG00000163131/ENSG00000170290/ENSG00000181092/ENSG00000204314,22
GO:0045471,response to ethanol,15/668,150/21288,0.1,3.18682634730539,4.83759059542381,7.80279812232506e-05,0.00162326704316498,0.00126014908392272,ENSG00000184113/ENSG00000165215/ENSG00000066405/ENSG00000125166/ENSG00000174697/ENSG00000108688/ENSG00000118432/ENSG00000007372/ENSG00000120088/ENSG00000121691/ENSG00000145708/ENSG00000181092/ENSG00000147437/ENSG00000166006/ENSG00000183044,15
GO:0051216,cartilage development,19/668,222/21288,0.0855855855855856,2.72746399093705,4.65688572989075,7.90572530141716e-05,0.0016359456261058,0.00126999152158299,ENSG00000163132/ENSG00000106004/ENSG00000138696/ENSG00000143797/ENSG00000078401/ENSG00000105664/ENSG00000174483/ENSG00000174697/ENSG00000115844/ENSG00000120149/ENSG00000134532/ENSG00000068001/ENSG00000153162/ENSG00000139567/ENSG00000106809/ENSG00000112964/ENSG00000132031/ENSG00000164920/ENSG00000196843,19
GO:0001822,kidney development,25/668,340/21288,0.0735294117647059,2.34325466713632,4.49394408969739,7.93555714155799e-05,0.0016359456261058,0.00126999152158299,ENSG00000121361/ENSG00000117724/ENSG00000078401/ENSG00000128918/ENSG00000075891/ENSG00000184937/ENSG00000068001/ENSG00000136160/ENSG00000153162/ENSG00000198719/ENSG00000006016/ENSG00000048392/ENSG00000113971/ENSG00000121691/ENSG00000132386/ENSG00000165138/ENSG00000166224/ENSG00000176887/ENSG00000179222/ENSG00000181092/ENSG00000117318/ENSG00000117362/ENSG00000129757/ENSG00000164619/ENSG00000164920,25
GO:0043462,regulation of ATP-dependent activity,10/668,72/21288,0.138888888888889,4.42614770459082,5.24133245428737,8.02946599225087e-05,0.00164784896669797,0.00127923213532304,ENSG00000143153/ENSG00000198523/ENSG00000129244/ENSG00000137731/ENSG00000197616/ENSG00000160808/ENSG00000198336/ENSG00000196296/ENSG00000134571/ENSG00000170290,10
GO:1905954,positive regulation of lipid localization,13/668,118/21288,0.110169491525424,3.51091038262458,4.92280823006956,8.62191205807905e-05,0.00174925603396344,0.00135795487133616,ENSG00000069764/ENSG00000078401/ENSG00000100078/ENSG00000153246/ENSG00000147872/ENSG00000153162/ENSG00000176194/ENSG00000197696/ENSG00000214456/ENSG00000181092/ENSG00000240972/ENSG00000101188/ENSG00000104918,13
GO:0043434,response to peptide hormone,31/668,470/21288,0.0659574468085106,2.10194929290355,4.34802635929725,9.03016086117308e-05,0.00181301187455944,0.0014074488005452,ENSG00000057593/ENSG00000121361/ENSG00000123612/ENSG00000165474/ENSG00000170890/ENSG00000197594/ENSG00000078401/ENSG00000104267/ENSG00000174697/ENSG00000243678/ENSG00000160182/ENSG00000007372/ENSG00000120053/ENSG00000120088/ENSG00000122641/ENSG00000136160/ENSG00000148926/ENSG00000152270/ENSG00000159346/ENSG00000163083/ENSG00000167701/ENSG00000004799/ENSG00000069702/ENSG00000109163/ENSG00000121691/ENSG00000145708/ENSG00000180914/ENSG00000181092/ENSG00000104918/ENSG00000106113/ENSG00000112964,31
GO:0055010,ventricular cardiac muscle tissue morphogenesis,8/668,47/21288,0.170212765957447,5.42438527200917,5.46531902973492,9.60579491955292e-05,0.00190037620325617,0.00147527009910372,ENSG00000197616/ENSG00000092054/ENSG00000111245/ENSG00000160808/ENSG00000128917/ENSG00000134571/ENSG00000169946/ENSG00000069702,8
GO:0016053,organic acid biosynthetic process,26/668,365/21288,0.0712328767123288,2.27006808301206,4.40516913668959,9.67706934054941e-05,0.00190037620325617,0.00147527009910372,ENSG00000069764/ENSG00000165092/ENSG00000170890/ENSG00000078401/ENSG00000100078/ENSG00000125166/ENSG00000127472/ENSG00000128918/ENSG00000123684/ENSG00000166148/ENSG00000120053/ENSG00000123560/ENSG00000127129/ENSG00000139631/ENSG00000184254/ENSG00000188603/ENSG00000004799/ENSG00000161905/ENSG00000164687/ENSG00000240972/ENSG00000009950/ENSG00000113492/ENSG00000128683/ENSG00000179918/ENSG00000183044/ENSG00000187980,26
GO:0060485,mesenchyme development,26/668,367/21288,0.0708446866485014,2.25769713978039,4.37440527394918,0.00010572720210972,0.00202392072610036,0.00157117823568624,ENSG00000163132/ENSG00000106004/ENSG00000078401/ENSG00000128918/ENSG00000005102/ENSG00000075891/ENSG00000120149/ENSG00000156574/ENSG00000184937/ENSG00000204301/ENSG00000007372/ENSG00000090932/ENSG00000124205/ENSG00000136160/ENSG00000159346/ENSG00000168477/ENSG00000169946/ENSG00000069702/ENSG00000121068/ENSG00000130558/ENSG00000130700/ENSG00000136574/ENSG00000139567/ENSG00000179284/ENSG00000101447/ENSG00000125878,26
GO:0007204,positive regulation of cytosolic calcium ion concentration,16/668,172/21288,0.0930232558139535,2.96448962540036,4.6559602859756,0.000108256731783203,0.00205507362501779,0.00159536236312088,ENSG00000179934/ENSG00000186810/ENSG00000128285/ENSG00000156234/ENSG00000170890/ENSG00000078401/ENSG00000171517/ENSG00000166148/ENSG00000170498/ENSG00000004948/ENSG00000136160/ENSG00000148926/ENSG00000197696/ENSG00000180914/ENSG00000120907/ENSG00000187474,16
GO:0061351,neural precursor cell proliferation,16/668,172/21288,0.0930232558139535,2.96448962540036,4.6559602859756,0.000108256731783203,0.00205507362501779,0.00159536236312088,ENSG00000157766/ENSG00000132692/ENSG00000174483/ENSG00000134532/ENSG00000007372/ENSG00000106689/ENSG00000128917/ENSG00000165304/ENSG00000167325/ENSG00000198835/ENSG00000066279/ENSG00000075702/ENSG00000108576/ENSG00000132702/ENSG00000145681/ENSG00000187664,16
GO:0055075,potassium ion homeostasis,7/668,36/21288,0.194444444444444,6.19660678642715,5.61658497385315,0.000109606614836731,0.00206350304626507,0.00160190615855336,ENSG00000143153/ENSG00000018625/ENSG00000129244/ENSG00000132681/ENSG00000137731/ENSG00000116039/ENSG00000130037,7
GO:0007611,learning or memory,24/668,327/21288,0.073394495412844,2.33895511728836,4.39172388606409,0.000112681459168103,0.00207992273108947,0.00161465282945811,ENSG00000018625/ENSG00000184113/ENSG00000134138/ENSG00000146469/ENSG00000118160/ENSG00000118432/ENSG00000007372/ENSG00000114200/ENSG00000116147/ENSG00000126010/ENSG00000185900/ENSG00000188603/ENSG00000108576/ENSG00000132386/ENSG00000145708/ENSG00000174469/ENSG00000180914/ENSG00000079337/ENSG00000100678/ENSG00000101188/ENSG00000135298/ENSG00000157103/ENSG00000163064/ENSG00000204314,24
GO:0060259,regulation of feeding behavior,6/668,26/21288,0.230769230769231,7.35421464762782,5.83509094484501,0.000125616795382039,0.00228011999904609,0.00177006681687419,ENSG00000118432/ENSG00000116678/ENSG00000109255/ENSG00000174946/ENSG00000258839/ENSG00000104918,6
GO:0043588,skin development,25/668,351/21288,0.0712250712250712,2.2698193356876,4.31757010894566,0.000131199900605546,0.00237201090142408,0.00184140211376205,ENSG00000172867/ENSG00000205420/ENSG00000115657/ENSG00000205426/ENSG00000170442/ENSG00000170454/ENSG00000170465/ENSG00000170477/ENSG00000170523/ENSG00000122592/ENSG00000069764/ENSG00000105664/ENSG00000188910/ENSG00000243678/ENSG00000120149/ENSG00000143556/ENSG00000158813/ENSG00000007372/ENSG00000104763/ENSG00000106689/ENSG00000117632/ENSG00000122641/ENSG00000127863/ENSG00000198719/ENSG00000064195,25
GO:0044771,meiotic cell cycle phase transition,5/668,17/21288,0.294117647058824,9.37301866854526,6.2160385226133,0.000135497502876014,0.00244002617827321,0.00189420266138302,ENSG00000080986/ENSG00000122952/ENSG00000137812/ENSG00000157456/ENSG00000127564,5
GO:0045446,endothelial cell differentiation,14/668,142/21288,0.0985915492957746,3.14194146917433,4.60934046604751,0.000155759279188325,0.00276613045497484,0.00214735879319705,ENSG00000184113/ENSG00000105289/ENSG00000165215/ENSG00000119139/ENSG00000120075/ENSG00000152939/ENSG00000204301/ENSG00000136160/ENSG00000153162/ENSG00000198719/ENSG00000139567/ENSG00000170989/ENSG00000079337/ENSG00000132702,14
GO:0019216,regulation of lipid metabolic process,25/668,355/21288,0.0704225352112676,2.24424390655309,4.25505416851078,0.00015648728365835,0.00276613045497484,0.00214735879319705,ENSG00000101210/ENSG00000177666/ENSG00000100078/ENSG00000143418/ENSG00000153395/ENSG00000174697/ENSG00000118432/ENSG00000123684/ENSG00000166148/ENSG00000067992/ENSG00000104763/ENSG00000125505/ENSG00000148926/ENSG00000152270/ENSG00000153162/ENSG00000159346/ENSG00000176194/ENSG00000214456/ENSG00000004799/ENSG00000164687/ENSG00000181092/ENSG00000009950/ENSG00000070031/ENSG00000168000/ENSG00000187288,25
GO:0050878,regulation of body fluid levels,28/668,421/21288,0.0665083135391924,2.11950445901546,4.17578373613099,0.000169951858706755,0.00295534606209151,0.00229424767077017,ENSG00000057593/ENSG00000126218/ENSG00000117525/ENSG00000131187/ENSG00000146469/ENSG00000078401/ENSG00000100448/ENSG00000105664/ENSG00000167711/ENSG00000003436/ENSG00000101000/ENSG00000116039/ENSG00000128271/ENSG00000244734/ENSG00000068001/ENSG00000136160/ENSG00000148926/ENSG00000158006/ENSG00000170835/ENSG00000196839/ENSG00000198788/ENSG00000104760/ENSG00000108576/ENSG00000113494/ENSG00000180914/ENSG00000070031/ENSG00000078098/ENSG00000124491,28
GO:0006814,sodium ion transport,20/668,255/21288,0.0784313725490196,2.4994716449454,4.33569643949944,0.000171276374640807,0.00296705385119208,0.00230333647705868,ENSG00000143153/ENSG00000018625/ENSG00000129244/ENSG00000132681/ENSG00000137731/ENSG00000266964/ENSG00000078401/ENSG00000089356/ENSG00000116039/ENSG00000118160/ENSG00000134443/ENSG00000137726/ENSG00000221946/ENSG00000136160/ENSG00000108576/ENSG00000050438/ENSG00000066230/ENSG00000100678/ENSG00000157103/ENSG00000197375,20
GO:0007517,muscle organ development,26/668,379/21288,0.0686015831134565,2.18621332532824,4.19388872107302,0.000176799566120648,0.00300192454415368,0.00233040674376331,ENSG00000117724/ENSG00000163132/ENSG00000169245/ENSG00000197616/ENSG00000092054/ENSG00000106511/ENSG00000111245/ENSG00000122756/ENSG00000160808/ENSG00000022267/ENSG00000175084/ENSG00000184937/ENSG00000128917/ENSG00000134571/ENSG00000169946/ENSG00000198719/ENSG00000069702/ENSG00000135903/ENSG00000170989/ENSG00000176887/ENSG00000196092/ENSG00000117318/ENSG00000123213/ENSG00000125878/ENSG00000128710/ENSG00000184271,26
GO:0051384,response to glucocorticoid,14/668,145/21288,0.096551724137931,3.0769357836052,4.51673796392225,0.000194266558987639,0.00324204557783034,0.00251681371967792,ENSG00000165474/ENSG00000078401/ENSG00000166148/ENSG00000278195/ENSG00000004948/ENSG00000114200/ENSG00000120053/ENSG00000148926/ENSG00000153162/ENSG00000121068/ENSG00000132386/ENSG00000181092/ENSG00000112964/ENSG00000168309,14
GO:0014074,response to purine-containing compound,14/668,146/21288,0.0958904109589041,3.05586088097777,4.48640263814053,0.000208805482070533,0.00347196268727499,0.00269529934597384,ENSG00000069431/ENSG00000121361/ENSG00000197594/ENSG00000128271/ENSG00000184937/ENSG00000163083/ENSG00000196839/ENSG00000091138/ENSG00000108576/ENSG00000145708/ENSG00000172572/ENSG00000181092/ENSG00000079337/ENSG00000157103,14
GO:0046849,bone remodeling,11/668,96/21288,0.114583333333333,3.65157185628743,4.68655993542716,0.000209920735957381,0.00347781408371574,0.00269984180982507,ENSG00000066405/ENSG00000174697/ENSG00000099617/ENSG00000116678/ENSG00000135898/ENSG00000004799/ENSG00000164932/ENSG00000170989/ENSG00000105514/ENSG00000141696/ENSG00000197046,11
GO:0120162,positive regulation of cold-induced thermogenesis,12/668,113/21288,0.106194690265487,3.38424036881988,4.57381590163401,0.000226582832761795,0.00372675590636368,0.00289309640159465,ENSG00000174697/ENSG00000116678/ENSG00000159346/ENSG00000101405/ENSG00000113494/ENSG00000164687/ENSG00000170290/ENSG00000170323/ENSG00000180914/ENSG00000181092/ENSG00000123689/ENSG00000168000,12
GO:1990845,adaptive thermogenesis,16/668,184/21288,0.0869565217391304,2.77115334548295,4.34293987645229,0.000236490544691971,0.00386183126027463,0.0029979559711942,ENSG00000165092/ENSG00000174697/ENSG00000116678/ENSG00000159346/ENSG00000176194/ENSG00000080293/ENSG00000101405/ENSG00000113494/ENSG00000164687/ENSG00000170290/ENSG00000170323/ENSG00000180914/ENSG00000181092/ENSG00000070031/ENSG00000123689/ENSG00000168000,16
GO:0061448,connective tissue development,22/668,303/21288,0.0726072607260726,2.3138673148752,4.14590615280845,0.000249400192420535,0.00400094111502803,0.00310594754089325,ENSG00000163132/ENSG00000106004/ENSG00000138696/ENSG00000143797/ENSG00000078401/ENSG00000105664/ENSG00000174483/ENSG00000174697/ENSG00000115844/ENSG00000120149/ENSG00000134532/ENSG00000184937/ENSG00000068001/ENSG00000153162/ENSG00000139567/ENSG00000106809/ENSG00000112964/ENSG00000132031/ENSG00000164920/ENSG00000176485/ENSG00000196843/ENSG00000213145,22
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,11/668,98/21288,0.112244897959184,3.57704998166931,4.60226404831417,0.000252073747847369,0.00402964208839513,0.00312822822813355,ENSG00000205420/ENSG00000197561/ENSG00000138755/ENSG00000169245/ENSG00000156234/ENSG00000169248/ENSG00000170890/ENSG00000081041/ENSG00000143556/ENSG00000164047/ENSG00000171195,11
GO:1902692,regulation of neuroblast proliferation,8/668,54/21288,0.148148148148148,4.72122421823021,4.92796872544394,0.000262104347568379,0.00413199794990151,0.00320768751713624,ENSG00000157766/ENSG00000132692/ENSG00000007372/ENSG00000066279/ENSG00000075702/ENSG00000132702/ENSG00000145681/ENSG00000187664,8
GO:0010248,establishment or maintenance of transmembrane electrochemical gradient,4/668,11/21288,0.363636363636364,11.5884594447469,6.32229933677797,0.000265889662769808,0.00415954105639494,0.00322906934741625,ENSG00000143153/ENSG00000018625/ENSG00000132681/ENSG00000137731,4
GO:1903027,regulation of opsonization,4/668,11/21288,0.363636363636364,11.5884594447469,6.32229933677797,0.000265889662769808,0.00415954105639494,0.00322906934741625,ENSG00000184374/ENSG00000142748/ENSG00000127472/ENSG00000126759,4
GO:0032496,response to lipopolysaccharide,27/668,412/21288,0.0655339805825243,2.08845415964188,4.01546863695151,0.000279162932398402,0.00429684567569973,0.00333565950518717,ENSG00000121361/ENSG00000197561/ENSG00000138755/ENSG00000165474/ENSG00000169245/ENSG00000117586/ENSG00000156234/ENSG00000169248/ENSG00000078401/ENSG00000100448/ENSG00000121742/ENSG00000013725/ENSG00000081041/ENSG00000118432/ENSG00000143556/ENSG00000124107/ENSG00000129226/ENSG00000136160/ENSG00000148926/ENSG00000153162/ENSG00000164047/ENSG00000260314/ENSG00000131016/ENSG00000188822/ENSG00000240972/ENSG00000114698/ENSG00000196843,27
GO:0043473,pigmentation,12/668,117/21288,0.102564102564103,3.26853984339014,4.4286339702361,0.00031372034835122,0.00470167732594789,0.00364993203067902,ENSG00000115657/ENSG00000197594/ENSG00000158813/ENSG00000124205/ENSG00000136160/ENSG00000163093/ENSG00000121068/ENSG00000258839/ENSG00000101440/ENSG00000138771/ENSG00000163064/ENSG00000169554,12
GO:0032355,response to estradiol,12/668,118/21288,0.101694915254237,3.24084035319192,4.39331782181511,0.000339475204325231,0.00505440859773122,0.00392375881160226,ENSG00000057593/ENSG00000165474/ENSG00000128918/ENSG00000174697/ENSG00000120149/ENSG00000278195/ENSG00000108576/ENSG00000121691/ENSG00000145708/ENSG00000180914/ENSG00000139874/ENSG00000157103,12
GO:0042744,hydrogen peroxide catabolic process,6/668,31/21288,0.193548387096774,6.16805099478462,5.18272042248058,0.000351546604022021,0.00518332144959329,0.00402383440474873,ENSG00000188536/ENSG00000244734/ENSG00000206172/ENSG00000223609/ENSG00000121691/ENSG00000147485,6
GO:0071347,cellular response to interleukin-1,13/668,137/21288,0.0948905109489051,3.02399580401241,4.27765317336773,0.000385296029785969,0.00562630997341306,0.00436772827287738,ENSG00000078401/ENSG00000102962/ENSG00000102970/ENSG00000108688/ENSG00000276409/ENSG00000068001/ENSG00000163083/ENSG00000164047/ENSG00000276070/ENSG00000131016/ENSG00000275152/ENSG00000276085/ENSG00000274736,13
GO:0021554,optic nerve development,5/668,21/21288,0.238095238095238,7.58768177929855,5.43613551968856,0.000401512806841859,0.00578889983535288,0.00449394747164773,ENSG00000177301/ENSG00000075891/ENSG00000129159/ENSG00000177272/ENSG00000166006,5
GO:0002695,negative regulation of leukocyte activation,19/668,253/21288,0.075098814229249,2.39326879837164,4.01259238519352,0.000425629349104324,0.00605989785787282,0.00470432438483727,ENSG00000117215/ENSG00000188257/ENSG00000117586/ENSG00000154269/ENSG00000100448/ENSG00000127472/ENSG00000118432/ENSG00000128271/ENSG00000170298/ENSG00000002822/ENSG00000104951/ENSG00000122641/ENSG00000104760/ENSG00000122188/ENSG00000176887/ENSG00000186818/ENSG00000188822/ENSG00000134258/ENSG00000181847,19
GO:0032781,positive regulation of ATP-dependent activity,7/668,45/21288,0.155555555555556,4.95728542914172,4.78296099426876,0.00046667597516209,0.00660303025726237,0.00512596036791312,ENSG00000143153/ENSG00000129244/ENSG00000137731/ENSG00000160808/ENSG00000198336/ENSG00000196296/ENSG00000134571,7
GO:0035176,social behavior,8/668,59/21288,0.135593220338983,4.32112047092256,4.59776741135297,0.000486907881142743,0.00682569940457334,0.00529881937049268,ENSG00000134443/ENSG00000166148/ENSG00000126010/ENSG00000108576/ENSG00000174469/ENSG00000180914/ENSG00000128683/ENSG00000163064,8
GO:0015669,gas transport,5/668,22/21288,0.227272727272727,7.24278715296679,5.27288250918051,0.000506278650216178,0.00694760701923165,0.00539345676831439,ENSG00000104267/ENSG00000188536/ENSG00000244734/ENSG00000206172/ENSG00000223609,5
GO:0051383,kinetochore organization,5/668,22/21288,0.227272727272727,7.24278715296679,5.27288250918051,0.000506278650216178,0.00694760701923165,0.00539345676831439,ENSG00000080986/ENSG00000117724/ENSG00000143228/ENSG00000126787/ENSG00000138778,5
GO:0097254,renal tubular secretion,5/668,22/21288,0.227272727272727,7.24278715296679,5.27288250918051,0.000506278650216178,0.00694760701923165,0.00539345676831439,ENSG00000078401/ENSG00000105929/ENSG00000116039/ENSG00000136160/ENSG00000188603,5
GO:0040034,"regulation of development, heterochronic",4/668,13/21288,0.307692307692308,9.80561953017043,5.71607527416967,0.00054791738750472,0.00742949886152233,0.0057675514474181,ENSG00000163132/ENSG00000156574/ENSG00000007372/ENSG00000198719,4
GO:0048505,regulation of timing of cell differentiation,4/668,13/21288,0.307692307692308,9.80561953017043,5.71607527416967,0.00054791738750472,0.00742949886152233,0.0057675514474181,ENSG00000163132/ENSG00000156574/ENSG00000007372/ENSG00000198719,4
GO:0045765,regulation of angiogenesis,25/668,386/21288,0.0647668393782383,2.06400670162266,3.79704045980165,0.000550131303360435,0.00743738343652861,0.005773672276405,ENSG00000184113/ENSG00000117525/ENSG00000169245/ENSG00000106004/ENSG00000156234/ENSG00000131477/ENSG00000174697/ENSG00000183287/ENSG00000156574/ENSG00000204315/ENSG00000148926/ENSG00000152270/ENSG00000164047/ENSG00000198719/ENSG00000001631/ENSG00000122707/ENSG00000132386/ENSG00000136574/ENSG00000139567/ENSG00000167772/ENSG00000079337/ENSG00000113296/ENSG00000135298/ENSG00000164619/ENSG00000173482,25
GO:0009880,embryonic pattern specification,9/668,75/21288,0.12,3.82419161676647,4.4098607512188,0.000553483423706345,0.00743855598349884,0.00577458252958646,ENSG00000143995/ENSG00000134138/ENSG00000106511/ENSG00000005102/ENSG00000156574/ENSG00000184937/ENSG00000241186/ENSG00000198719/ENSG00000168772,9
GO:0008544,epidermis development,27/668,431/21288,0.0626450116009281,1.99638773497089,3.76133675903877,0.000562084642828405,0.00753193421390062,0.00584707244552149,ENSG00000172867/ENSG00000205420/ENSG00000205426/ENSG00000170442/ENSG00000170454/ENSG00000170465/ENSG00000170477/ENSG00000170523/ENSG00000122592/ENSG00000069764/ENSG00000094796/ENSG00000169692/ENSG00000243678/ENSG00000108759/ENSG00000120149/ENSG00000143556/ENSG00000158813/ENSG00000007372/ENSG00000104763/ENSG00000106689/ENSG00000117632/ENSG00000122641/ENSG00000127863/ENSG00000198719/ENSG00000064195/ENSG00000159184/ENSG00000164687,27
GO:0050678,regulation of epithelial cell proliferation,27/668,432/21288,0.0625,1.99176646706587,3.74832220171871,0.000582256409549584,0.00773399475774899,0.00600393290190763,ENSG00000117525/ENSG00000170477/ENSG00000146469/ENSG00000106004/ENSG00000128918/ENSG00000174697/ENSG00000243678/ENSG00000075891/ENSG00000156574/ENSG00000007372/ENSG00000054356/ENSG00000105880/ENSG00000128917/ENSG00000136160/ENSG00000153162/ENSG00000001631/ENSG00000069702/ENSG00000132386/ENSG00000139567/ENSG00000172889/ENSG00000176887/ENSG00000179222/ENSG00000006377/ENSG00000113296/ENSG00000129757/ENSG00000164920/ENSG00000173482,27
GO:0030534,adult behavior,14/668,162/21288,0.0864197530864198,2.75404746063429,4.03358618260676,0.000605011612360222,0.00801288635439876,0.00622043763014182,ENSG00000018625/ENSG00000174483/ENSG00000174697/ENSG00000116039/ENSG00000120088/ENSG00000145708/ENSG00000173267/ENSG00000174469/ENSG00000196092/ENSG00000101188/ENSG00000101440/ENSG00000128710/ENSG00000163064/ENSG00000183044,14
GO:0051703,biological process involved in intraspecies interaction between organisms,8/668,61/21288,0.131147540983607,4.17944438990871,4.47582370160324,0.000612097354830652,0.0080832334742274,0.00627504839734856,ENSG00000134443/ENSG00000166148/ENSG00000126010/ENSG00000108576/ENSG00000174469/ENSG00000180914/ENSG00000128683/ENSG00000163064,8
GO:1903035,negative regulation of response to wounding,11/668,110/21288,0.1,3.18682634730539,4.13875100437101,0.000684090198127125,0.00887952975118856,0.00689321657132146,ENSG00000165215/ENSG00000131187/ENSG00000164007/ENSG00000078401/ENSG00000143418/ENSG00000167711/ENSG00000003436/ENSG00000040608/ENSG00000116147/ENSG00000078098/ENSG00000182175,11
GO:0030336,negative regulation of cell migration,26/668,416/21288,0.0625,1.99176646706587,3.67684382302177,0.000730343007183153,0.00929453279532526,0.00721538519298851,ENSG00000129244/ENSG00000184113/ENSG00000165215/ENSG00000164007/ENSG00000122592/ENSG00000123612/ENSG00000156234/ENSG00000106511/ENSG00000143418/ENSG00000156574/ENSG00000068001/ENSG00000128917/ENSG00000159346/ENSG00000196839/ENSG00000001631/ENSG00000069702/ENSG00000119185/ENSG00000122707/ENSG00000132386/ENSG00000139567/ENSG00000181092/ENSG00000240972/ENSG00000100105/ENSG00000147437/ENSG00000169554/ENSG00000173482,26
GO:0044282,small molecule catabolic process,25/668,394/21288,0.0634517766497462,2.02209793610748,3.68579314429953,0.000739336419021441,0.00938277639292949,0.00728388907172568,ENSG00000111275/ENSG00000125166/ENSG00000174697/ENSG00000118432/ENSG00000140263/ENSG00000213930/ENSG00000104951/ENSG00000116882/ENSG00000120053/ENSG00000139631/ENSG00000155380/ENSG00000167701/ENSG00000196839/ENSG00000214456/ENSG00000181092/ENSG00000093072/ENSG00000101188/ENSG00000112294/ENSG00000113492/ENSG00000121310/ENSG00000128683/ENSG00000137124/ENSG00000168237/ENSG00000183044/ENSG00000205560,25
GO:0035810,positive regulation of urine volume,4/668,14/21288,0.285714285714286,9.10521813515825,5.46015886359234,0.000748120903298477,0.00946788565396628,0.00734995975170434,ENSG00000078401/ENSG00000128271/ENSG00000068001/ENSG00000136160,4
GO:0007059,chromosome segregation,29/668,486/21288,0.0596707818930041,1.90160419900939,3.61895051876546,0.00077547152961171,0.00965752003971601,0.00749717372890481,ENSG00000080986/ENSG00000122952/ENSG00000169679/ENSG00000117724/ENSG00000137812/ENSG00000157456/ENSG00000143228/ENSG00000161888/ENSG00000071539/ENSG00000152253/ENSG00000126787/ENSG00000138778/ENSG00000165480/ENSG00000088325/ENSG00000154839/ENSG00000182628/ENSG00000002822/ENSG00000101057/ENSG00000119408/ENSG00000066279/ENSG00000121101/ENSG00000124688/ENSG00000137804/ENSG00000148773/ENSG00000101447/ENSG00000123485/ENSG00000141696/ENSG00000149499/ENSG00000174442,29
GO:0071692,protein localization to extracellular region,26/668,419/21288,0.0620525059665871,1.97750560930645,3.63727871384266,0.000811161109442535,0.0100090628343596,0.00777007788998853,ENSG00000121361/ENSG00000123612/ENSG00000146469/ENSG00000158445/ENSG00000170890/ENSG00000176406/ENSG00000105664/ENSG00000174697/ENSG00000118432/ENSG00000128271/ENSG00000054356/ENSG00000130037/ENSG00000136160/ENSG00000153162/ENSG00000155380/ENSG00000163083/ENSG00000155093/ENSG00000173267/ENSG00000179284/ENSG00000050438/ENSG00000105514/ENSG00000136770/ENSG00000138829/ENSG00000152932/ENSG00000169213/ENSG00000183044,26
GO:0070555,response to interleukin-1,14/668,167/21288,0.0838323353293413,2.67159094983685,3.90330186685056,0.000817245692357722,0.0100090628343596,0.00777007788998853,ENSG00000078401/ENSG00000102962/ENSG00000102970/ENSG00000108688/ENSG00000276409/ENSG00000068001/ENSG00000163083/ENSG00000164047/ENSG00000276070/ENSG00000131016/ENSG00000275152/ENSG00000276085/ENSG00000112964/ENSG00000274736,14
GO:0055074,calcium ion homeostasis,23/668,353/21288,0.0651558073654391,2.07640243592136,3.67051220779031,0.000831834878831548,0.0101604281714652,0.00788758344256809,ENSG00000143153/ENSG00000198523/ENSG00000018625/ENSG00000197561/ENSG00000138755/ENSG00000169245/ENSG00000169248/ENSG00000078401/ENSG00000108688/ENSG00000116039/ENSG00000118160/ENSG00000118432/ENSG00000196296/ENSG00000276409/ENSG00000074370/ENSG00000124205/ENSG00000127129/ENSG00000188603/ENSG00000121764/ENSG00000130528/ENSG00000100678/ENSG00000101188/ENSG00000274736,23
GO:0010565,regulation of cellular ketone metabolic process,13/668,149/21288,0.087248322147651,2.78045251778323,3.92538665606752,0.000856695523450646,0.0104361091038533,0.0081015957185313,ENSG00000100078/ENSG00000118432/ENSG00000123684/ENSG00000166148/ENSG00000067992/ENSG00000148926/ENSG00000153162/ENSG00000188603/ENSG00000214456/ENSG00000004799/ENSG00000164687/ENSG00000181092/ENSG00000009950,13
GO:0034389,lipid droplet organization,6/668,37/21288,0.162162162162162,5.16782650914387,4.56690460336808,0.00094629035181506,0.0114358059492557,0.00887766461565993,ENSG00000177666/ENSG00000147872/ENSG00000176194/ENSG00000214456/ENSG00000168000/ENSG00000187288,6
