"data type","highlight","interaction","name","networks","normalized max weight","raw weights","selected","shared interaction","shared name"
"Co-expression","1",,"H__sapiens__1_-790320|H__sapiens__1_-790624|Co-expression","Wang-Cheung-2015","6.766839742761359E-4","0.022203905507922173","false",,"H__sapiens__1_-790320|H__sapiens__1_-790624|Co-expression"
"Co-expression","1",,"H__sapiens__1_-785961|H__sapiens__1_-780018|Co-expression","Wang-Cheung-2015","2.353330626455061E-4","0.00772194005548954","false",,"H__sapiens__1_-785961|H__sapiens__1_-780018|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773110|H__sapiens__1_-780018|Co-expression","Wang-Cheung-2015","4.271039484878333E-4","0.014014482498168945","false",,"H__sapiens__1_-773110|H__sapiens__1_-780018|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-787487|Co-expression","Wang-Cheung-2015","3.2750409320269464E-4","0.010746330954134464","false",,"H__sapiens__1_-778049|H__sapiens__1_-787487|Co-expression"
"Co-expression","1",,"H__sapiens__1_-786258|H__sapiens__1_-781544|Co-expression","Ross-Perou-2001","1.7396072243617324E-4","0.013714791275560856","false",,"H__sapiens__1_-786258|H__sapiens__1_-781544|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781619|H__sapiens__1_-783298|Co-expression","Ross-Perou-2001","2.506691443566206E-4","0.01976236328482628","false",,"H__sapiens__1_-781619|H__sapiens__1_-783298|Co-expression"
"Co-expression","1",,"H__sapiens__1_-789902|H__sapiens__1_-777568|Co-expression","Ross-Perou-2001","3.4207745697507197E-4","0.026968851685523987","false",,"H__sapiens__1_-789902|H__sapiens__1_-777568|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778247|H__sapiens__1_-815535|Co-expression","Ross-Perou-2001","2.1290846249431914E-4","0.01678537018597126","false",,"H__sapiens__1_-778247|H__sapiens__1_-815535|Co-expression"
"Co-expression","1",,"H__sapiens__1_-785351|H__sapiens__1_-774430|Co-expression","Ross-Perou-2001","1.3751185641604175E-4","0.010841219685971737","false",,"H__sapiens__1_-785351|H__sapiens__1_-774430|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777073|H__sapiens__1_-779501|Co-expression","Ross-Perou-2001","2.2002289692428232E-4","0.01734626106917858","false",,"H__sapiens__1_-777073|H__sapiens__1_-779501|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780506|H__sapiens__1_-781544|Co-expression","Ross-Perou-2001","2.1118987600603865E-4","0.01664987951517105","false",,"H__sapiens__1_-780506|H__sapiens__1_-781544|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-783810|Co-expression","Ross-Perou-2001","1.522744862353065E-4","0.012005082331597805","false",,"H__sapiens__1_-781083|H__sapiens__1_-783810|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-778247|Co-expression","Ross-Perou-2001","1.7038833726191866E-4","0.013433150015771389","false",,"H__sapiens__1_-781083|H__sapiens__1_-778247|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777596|H__sapiens__1_-777971|Co-expression","Wu-Garvey-2007","7.580474612052927E-5","0.006277704611420631","false",,"H__sapiens__1_-777596|H__sapiens__1_-777971|Co-expression"
"Co-expression","1",,"H__sapiens__1_-821758|H__sapiens__1_-775680|Co-expression","Wu-Garvey-2007","1.7612728831787174E-4","0.014585829339921474","false",,"H__sapiens__1_-821758|H__sapiens__1_-775680|Co-expression"
"Co-expression","1",,"H__sapiens__1_-776862|H__sapiens__1_-789928|Co-expression","Wu-Garvey-2007","1.2875865893183575E-4","0.010663037188351154","false",,"H__sapiens__1_-776862|H__sapiens__1_-789928|Co-expression"
"Co-expression","1",,"H__sapiens__1_-774617|H__sapiens__1_-776103|Co-expression","Wu-Garvey-2007","1.1624245947506634E-4","0.009626518934965134","false",,"H__sapiens__1_-774617|H__sapiens__1_-776103|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773835|H__sapiens__1_-779893|Co-expression","Wu-Garvey-2007","1.6606228705383448E-4","0.013752304948866367","false",,"H__sapiens__1_-773835|H__sapiens__1_-779893|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780914|H__sapiens__1_-775452|Co-expression","Wu-Garvey-2007","9.764531191441277E-5","0.008086412213742733","false",,"H__sapiens__1_-780914|H__sapiens__1_-775452|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780141|H__sapiens__1_-779501|Co-expression","Wu-Garvey-2007","6.543469881208145E-5","0.0054189180955290794","false",,"H__sapiens__1_-780141|H__sapiens__1_-779501|Co-expression"
"Co-expression","1",,"H__sapiens__1_-789926|H__sapiens__1_-774219|Co-expression","Wu-Garvey-2007","1.5730316400830246E-4","0.01302692573517561","false",,"H__sapiens__1_-789926|H__sapiens__1_-774219|Co-expression"
"Co-expression","1",,"H__sapiens__1_-789926|H__sapiens__1_-829125|Co-expression","Wu-Garvey-2007","8.383600400073917E-5","0.006942806299775839","false",,"H__sapiens__1_-789926|H__sapiens__1_-829125|Co-expression"
"Co-expression","1",,"H__sapiens__1_-774257|H__sapiens__1_-780914|Co-expression","Wu-Garvey-2007","1.0522884092298781E-4","0.008714435622096062","false",,"H__sapiens__1_-774257|H__sapiens__1_-780914|Co-expression"
"Co-expression","1",,"H__sapiens__1_-776305|H__sapiens__1_-829897|Co-expression","Wu-Garvey-2007","1.251141318593066E-4","0.010361218824982643","false",,"H__sapiens__1_-776305|H__sapiens__1_-829897|Co-expression"
"Co-expression","1",,"H__sapiens__1_-776305|H__sapiens__1_-773835|Co-expression","Wu-Garvey-2007","1.279766164644326E-4","0.010598273016512394","false",,"H__sapiens__1_-776305|H__sapiens__1_-773835|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780260|H__sapiens__1_-777971|Co-expression","Wu-Garvey-2007","9.324292676225945E-5","0.007721832487732172","false",,"H__sapiens__1_-780260|H__sapiens__1_-777971|Co-expression"
"Co-expression","1",,"H__sapiens__1_-785351|H__sapiens__1_-774189|Co-expression","Wu-Garvey-2007","1.6574011344718843E-4","0.013725624419748783","false",,"H__sapiens__1_-785351|H__sapiens__1_-774189|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777073|H__sapiens__1_-780260|Co-expression","Wu-Garvey-2007","1.6432017893440074E-4","0.013608033768832684","false",,"H__sapiens__1_-777073|H__sapiens__1_-780260|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777073|H__sapiens__1_-774189|Co-expression","Wu-Garvey-2007","9.379940946882416E-5","0.00776791712269187","false",,"H__sapiens__1_-777073|H__sapiens__1_-774189|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790246|H__sapiens__1_-779339|Co-expression","Wu-Garvey-2007","2.3379471075475608E-4","0.019361507147550583","false",,"H__sapiens__1_-790246|H__sapiens__1_-779339|Co-expression"
"Co-expression","1",,"H__sapiens__1_-775175|H__sapiens__1_-780342|Co-expression","Wu-Garvey-2007","1.8555370028842293E-4","0.015366469509899616","false",,"H__sapiens__1_-775175|H__sapiens__1_-780342|Co-expression"
"Co-expression","1",,"H__sapiens__1_-785885|H__sapiens__1_-790118|Co-expression","Wu-Garvey-2007","2.9099280649776447E-4","0.024098318070173264","false",,"H__sapiens__1_-785885|H__sapiens__1_-790118|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784202|H__sapiens__1_-785793|Co-expression","Wu-Garvey-2007","1.1865696217497226E-4","0.009826473891735077","false",,"H__sapiens__1_-784202|H__sapiens__1_-785793|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784202|H__sapiens__1_-779893|Co-expression","Wu-Garvey-2007","8.573040460066721E-5","0.0070996894501149654","false",,"H__sapiens__1_-784202|H__sapiens__1_-779893|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784202|H__sapiens__1_-783810|Co-expression","Wu-Garvey-2007","1.1190489028151063E-4","0.009267306886613369","false",,"H__sapiens__1_-784202|H__sapiens__1_-783810|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773005|H__sapiens__1_-779893|Co-expression","Wu-Garvey-2007","9.774506337667718E-5","0.008094673044979572","false",,"H__sapiens__1_-773005|H__sapiens__1_-779893|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773005|H__sapiens__1_-773362|Co-expression","Wu-Garvey-2007","1.108227499820302E-4","0.009177690371870995","false",,"H__sapiens__1_-773005|H__sapiens__1_-773362|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773005|H__sapiens__1_-783810|Co-expression","Wu-Garvey-2007","1.361678084394106E-4","0.011276619508862495","false",,"H__sapiens__1_-773005|H__sapiens__1_-783810|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778700|H__sapiens__1_-776305|Co-expression","Wu-Garvey-2007","1.3934774335759177E-4","0.011539963074028492","false",,"H__sapiens__1_-778700|H__sapiens__1_-776305|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790320|H__sapiens__1_-777971|Co-expression","Wu-Garvey-2007","8.084294844266831E-5","0.006694938987493515","false",,"H__sapiens__1_-790320|H__sapiens__1_-777971|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790320|H__sapiens__1_-784401|Co-expression","Wu-Garvey-2007","2.1007545493510274E-4","0.017397217452526093","false",,"H__sapiens__1_-790320|H__sapiens__1_-784401|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790320|H__sapiens__1_-773937|Co-expression","Wu-Garvey-2007","1.3169185798957942E-4","0.010905947536230087","false",,"H__sapiens__1_-790320|H__sapiens__1_-773937|Co-expression"
"Co-expression","1",,"H__sapiens__1_-785961|H__sapiens__1_-829897|Co-expression","Wu-Garvey-2007","1.5308204649363603E-4","0.012677357532083988","false",,"H__sapiens__1_-785961|H__sapiens__1_-829897|Co-expression"
"Co-expression","1",,"H__sapiens__1_-785961|H__sapiens__1_-776305|Co-expression","Wu-Garvey-2007","1.1373770812976338E-4","0.009419090114533901","false",,"H__sapiens__1_-785961|H__sapiens__1_-776305|Co-expression"
"Co-expression","1",,"H__sapiens__1_-779568|H__sapiens__1_-773937|Co-expression","Wu-Garvey-2007","7.09495545561309E-5","0.005875626113265753","false",,"H__sapiens__1_-779568|H__sapiens__1_-773937|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-829897|Co-expression","Wu-Garvey-2007","2.09562235348643E-4","0.01735471561551094","false",,"H__sapiens__1_-784199|H__sapiens__1_-829897|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-785793|Co-expression","Wu-Garvey-2007","1.9379246257742328E-4","0.01604875549674034","false",,"H__sapiens__1_-778049|H__sapiens__1_-785793|Co-expression"
"Co-expression","1",,"H__sapiens__1_-782268|H__sapiens__1_-779568|Co-expression","Wu-Garvey-2007","1.3850193642671183E-4","0.011469918303191662","false",,"H__sapiens__1_-782268|H__sapiens__1_-779568|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-781320|Co-expression","Wu-Garvey-2007","1.8603890624551396E-4","0.015406651422381401","false",,"H__sapiens__1_-781083|H__sapiens__1_-781320|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784698|H__sapiens__1_-780920|Co-expression","Perou-Botstein-1999","0.001060202348780441","0.019154632464051247","false",,"H__sapiens__1_-784698|H__sapiens__1_-780920|Co-expression"
"Co-expression","1",,"H__sapiens__1_-829125|H__sapiens__1_-784401|Co-expression","Perou-Botstein-1999","7.226101670202578E-4","0.013055368326604366","false",,"H__sapiens__1_-829125|H__sapiens__1_-784401|Co-expression"
"Co-expression","1",,"H__sapiens__1_-789926|H__sapiens__1_-777933|Co-expression","Perou-Botstein-1999","5.770520110648106E-4","0.010425575077533722","false",,"H__sapiens__1_-789926|H__sapiens__1_-777933|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790118|H__sapiens__1_-783298|Co-expression","Perou-Botstein-1999","9.371192374163355E-4","0.016930894926190376","false",,"H__sapiens__1_-790118|H__sapiens__1_-783298|Co-expression"
"Co-expression","1",,"H__sapiens__1_-776305|H__sapiens__1_-783298|Co-expression","Perou-Botstein-1999","7.191953442134316E-4","0.012993672862648964","false",,"H__sapiens__1_-776305|H__sapiens__1_-783298|Co-expression"
"Co-expression","1",,"H__sapiens__1_-776305|H__sapiens__1_-789926|Co-expression","Perou-Botstein-1999","6.981976248061917E-4","0.012614307925105095","false",,"H__sapiens__1_-776305|H__sapiens__1_-789926|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780260|H__sapiens__1_-777596|Co-expression","Perou-Botstein-1999","7.929174741322751E-4","0.014325607568025589","false",,"H__sapiens__1_-780260|H__sapiens__1_-777596|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777073|H__sapiens__1_-788157|Co-expression","Perou-Botstein-1999","6.287319997349303E-4","0.011359275318682194","false",,"H__sapiens__1_-777073|H__sapiens__1_-788157|Co-expression"
"Co-expression","1",,"H__sapiens__1_-775534|H__sapiens__1_-783298|Co-expression","Perou-Botstein-1999","8.812867685408587E-4","0.015922171995043755","false",,"H__sapiens__1_-775534|H__sapiens__1_-783298|Co-expression"
"Co-expression","1",,"H__sapiens__1_-775534|H__sapiens__1_-789926|Co-expression","Perou-Botstein-1999","6.757559835687458E-4","0.012208855710923672","false",,"H__sapiens__1_-775534|H__sapiens__1_-789926|Co-expression"
"Co-expression","1",,"H__sapiens__1_-775534|H__sapiens__1_-776305|Co-expression","Perou-Botstein-1999","6.684682274518965E-4","0.01207718811929226","false",,"H__sapiens__1_-775534|H__sapiens__1_-776305|Co-expression"
"Co-expression","1",,"H__sapiens__1_-775534|H__sapiens__1_-780342|Co-expression","Perou-Botstein-1999","8.484002903079451E-4","0.015328013338148594","false",,"H__sapiens__1_-775534|H__sapiens__1_-780342|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773937|H__sapiens__1_-775534|Co-expression","Perou-Botstein-1999","9.67517217332402E-4","0.017480093985795975","false",,"H__sapiens__1_-773937|H__sapiens__1_-775534|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780506|H__sapiens__1_-795977|Co-expression","Perou-Botstein-1999","6.420748354227816E-4","0.011600339785218239","false",,"H__sapiens__1_-780506|H__sapiens__1_-795977|Co-expression"
"Co-expression","1",,"H__sapiens__1_-785793|H__sapiens__1_-788986|Co-expression","Arijs-Rutgeerts-2009","0.0014683028796127794","0.016575824469327927","false",,"H__sapiens__1_-785793|H__sapiens__1_-788986|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784240|H__sapiens__1_-781377|Co-expression","Arijs-Rutgeerts-2009","7.149364585741829E-4","0.008070992305874825","false",,"H__sapiens__1_-784240|H__sapiens__1_-781377|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784449|H__sapiens__1_-785446|Co-expression","Arijs-Rutgeerts-2009","4.784940009266398E-4","0.00540176872164011","false",,"H__sapiens__1_-784449|H__sapiens__1_-785446|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784449|H__sapiens__1_-776098|Co-expression","Arijs-Rutgeerts-2009","4.0111953926377395E-4","0.004528280347585678","false",,"H__sapiens__1_-784449|H__sapiens__1_-776098|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784449|H__sapiens__1_-779920|Co-expression","Arijs-Rutgeerts-2009","2.116175245603244E-4","0.0023889723233878613","false",,"H__sapiens__1_-784449|H__sapiens__1_-779920|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784449|H__sapiens__1_-784240|Co-expression","Arijs-Rutgeerts-2009","3.4953910849392256E-4","0.0039459834806621075","false",,"H__sapiens__1_-784449|H__sapiens__1_-784240|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781567|H__sapiens__1_-805088|Co-expression","Arijs-Rutgeerts-2009","1.4791498741241439E-4","0.001669827732257545","false",,"H__sapiens__1_-781567|H__sapiens__1_-805088|Co-expression"
"Co-expression","1",,"H__sapiens__1_-795977|H__sapiens__1_-789899|Co-expression","Arijs-Rutgeerts-2009","0.001527821340902796","0.01724773459136486","false",,"H__sapiens__1_-795977|H__sapiens__1_-789899|Co-expression"
"Co-expression","1",,"H__sapiens__1_-795977|H__sapiens__1_-775318|Co-expression","Arijs-Rutgeerts-2009","0.0014510754274805328","0.016381341964006424","false",,"H__sapiens__1_-795977|H__sapiens__1_-775318|Co-expression"
"Co-expression","1",,"H__sapiens__1_-779893|H__sapiens__1_-781567|Co-expression","Arijs-Rutgeerts-2009","6.851316893245266E-4","0.00773452315479517","false",,"H__sapiens__1_-779893|H__sapiens__1_-781567|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777933|H__sapiens__1_-785446|Co-expression","Arijs-Rutgeerts-2009","5.24980419032545E-4","0.005926558747887611","false",,"H__sapiens__1_-777933|H__sapiens__1_-785446|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777933|H__sapiens__1_-776098|Co-expression","Arijs-Rutgeerts-2009","4.462925563637056E-4","0.005038243252784014","false",,"H__sapiens__1_-777933|H__sapiens__1_-776098|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777933|H__sapiens__1_-781377|Co-expression","Arijs-Rutgeerts-2009","1.5476175168265693E-4","0.0017471215687692165","false",,"H__sapiens__1_-777933|H__sapiens__1_-781377|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777933|H__sapiens__1_-779920|Co-expression","Arijs-Rutgeerts-2009","2.375401071393762E-4","0.002681615063920617","false",,"H__sapiens__1_-777933|H__sapiens__1_-779920|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777933|H__sapiens__1_-784240|Co-expression","Arijs-Rutgeerts-2009","3.647193446050808E-4","0.00411735475063324","false",,"H__sapiens__1_-777933|H__sapiens__1_-784240|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777933|H__sapiens__1_-784449|Co-expression","Arijs-Rutgeerts-2009","8.594676884185863E-5","9.702620445750654E-4","false",,"H__sapiens__1_-777933|H__sapiens__1_-784449|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780952|H__sapiens__1_-784240|Co-expression","Arijs-Rutgeerts-2009","8.474094144596334E-4","0.009566493332386017","false",,"H__sapiens__1_-780952|H__sapiens__1_-784240|Co-expression"
"Co-expression","1",,"H__sapiens__1_-783443|H__sapiens__1_-781544|Co-expression","Arijs-Rutgeerts-2009","5.754510938065196E-4","0.006496327463537455","false",,"H__sapiens__1_-783443|H__sapiens__1_-781544|Co-expression"
"Co-expression","1",,"H__sapiens__1_-783443|H__sapiens__1_-788986|Co-expression","Arijs-Rutgeerts-2009","4.0884208638658335E-4","0.004615460988134146","false",,"H__sapiens__1_-783443|H__sapiens__1_-788986|Co-expression"
"Co-expression","1",,"H__sapiens__1_-783443|H__sapiens__1_-785793|Co-expression","Arijs-Rutgeerts-2009","6.007001463982582E-4","0.006781366653740406","false",,"H__sapiens__1_-783443|H__sapiens__1_-785793|Co-expression"
"Co-expression","1",,"H__sapiens__1_-783443|H__sapiens__1_-776103|Co-expression","Arijs-Rutgeerts-2009","4.2148952635535296E-4","0.004758239258080721","false",,"H__sapiens__1_-783443|H__sapiens__1_-776103|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778832|H__sapiens__1_-783443|Co-expression","Arijs-Rutgeerts-2009","5.077273514351838E-4","0.005731787066906691","false",,"H__sapiens__1_-778832|H__sapiens__1_-783443|Co-expression"
"Co-expression","1",,"H__sapiens__1_-783298|H__sapiens__1_-784449|Co-expression","Arijs-Rutgeerts-2009","5.02869652780321E-4","0.005676947999745607","false",,"H__sapiens__1_-783298|H__sapiens__1_-784449|Co-expression"
"Co-expression","1",,"H__sapiens__1_-783298|H__sapiens__1_-777933|Co-expression","Arijs-Rutgeerts-2009","5.357477828588797E-4","0.006048112642019987","false",,"H__sapiens__1_-783298|H__sapiens__1_-777933|Co-expression"
"Co-expression","1",,"H__sapiens__1_-775452|H__sapiens__1_-782250|Co-expression","Arijs-Rutgeerts-2009","8.12320929608734E-4","0.009170375764369965","false",,"H__sapiens__1_-775452|H__sapiens__1_-782250|Co-expression"
"Co-expression","1",,"H__sapiens__1_-775452|H__sapiens__1_-776103|Co-expression","Arijs-Rutgeerts-2009","0.0013503519537566328","0.015244264155626297","false",,"H__sapiens__1_-775452|H__sapiens__1_-776103|Co-expression"
"Co-expression","1",,"H__sapiens__1_-786258|H__sapiens__1_-780018|Co-expression","Arijs-Rutgeerts-2009","0.0010261704645278486","0.011584545485675335","false",,"H__sapiens__1_-786258|H__sapiens__1_-780018|Co-expression"
"Co-expression","1",,"H__sapiens__1_-772983|H__sapiens__1_-784449|Co-expression","Arijs-Rutgeerts-2009","2.470275639334457E-4","0.002788719953969121","false",,"H__sapiens__1_-772983|H__sapiens__1_-784449|Co-expression"
"Co-expression","1",,"H__sapiens__1_-772983|H__sapiens__1_-777933|Co-expression","Arijs-Rutgeerts-2009","2.740200149805713E-4","0.0030934405513107777","false",,"H__sapiens__1_-772983|H__sapiens__1_-777933|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790624|H__sapiens__1_-781567|Co-expression","Arijs-Rutgeerts-2009","3.8100554182839526E-4","0.004301211331039667","false",,"H__sapiens__1_-790624|H__sapiens__1_-781567|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790624|H__sapiens__1_-776103|Co-expression","Arijs-Rutgeerts-2009","0.001003469222618437","0.01132826879620552","false",,"H__sapiens__1_-790624|H__sapiens__1_-776103|Co-expression"
"Co-expression","1",,"H__sapiens__1_-779339|H__sapiens__1_-778886|Co-expression","Arijs-Rutgeerts-2009","7.880056246559585E-4","0.008895877748727798","false",,"H__sapiens__1_-779339|H__sapiens__1_-778886|Co-expression"
"Co-expression","1",,"H__sapiens__1_-775680|H__sapiens__1_-784449|Co-expression","Arijs-Rutgeerts-2009","3.056684171143233E-4","0.0034507226664572954","false",,"H__sapiens__1_-775680|H__sapiens__1_-784449|Co-expression"
"Co-expression","1",,"H__sapiens__1_-786520|H__sapiens__1_-784449|Co-expression","Arijs-Rutgeerts-2009","1.3032946531431845E-4","0.0014713029377162457","false",,"H__sapiens__1_-786520|H__sapiens__1_-784449|Co-expression"
"Co-expression","1",,"H__sapiens__1_-786520|H__sapiens__1_-777933|Co-expression","Arijs-Rutgeerts-2009","1.421963142012425E-4","0.0016052690334618092","false",,"H__sapiens__1_-786520|H__sapiens__1_-777933|Co-expression"
"Co-expression","1",,"H__sapiens__1_-786520|H__sapiens__1_-783298|Co-expression","Arijs-Rutgeerts-2009","8.720861408380658E-4","0.009845071472227573","false",,"H__sapiens__1_-786520|H__sapiens__1_-783298|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777927|H__sapiens__1_-773664|Co-expression","Arijs-Rutgeerts-2009","0.0015748320304444577","0.017778443172574043","false",,"H__sapiens__1_-777927|H__sapiens__1_-773664|Co-expression"
"Co-expression","1",,"H__sapiens__1_-788491|H__sapiens__1_-789928|Co-expression","Arijs-Rutgeerts-2009","5.980232271719566E-4","0.006751146633177996","false",,"H__sapiens__1_-788491|H__sapiens__1_-789928|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781320|H__sapiens__1_-788986|Co-expression","Arijs-Rutgeerts-2009","7.362824320104853E-4","0.008311969228088856","false",,"H__sapiens__1_-781320|H__sapiens__1_-788986|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781320|H__sapiens__1_-785793|Co-expression","Arijs-Rutgeerts-2009","0.0010853236270110154","0.012252331711351871","false",,"H__sapiens__1_-781320|H__sapiens__1_-785793|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781320|H__sapiens__1_-780018|Co-expression","Arijs-Rutgeerts-2009","9.107682155774869E-4","0.010281757451593876","false",,"H__sapiens__1_-781320|H__sapiens__1_-780018|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781320|H__sapiens__1_-783443|Co-expression","Arijs-Rutgeerts-2009","3.1756327389305524E-4","0.003585004946216941","false",,"H__sapiens__1_-781320|H__sapiens__1_-783443|Co-expression"
"Co-expression","1",,"H__sapiens__1_-779240|H__sapiens__1_-783636|Co-expression","Arijs-Rutgeerts-2009","4.417408408331891E-4","0.004986858461052179","false",,"H__sapiens__1_-779240|H__sapiens__1_-783636|Co-expression"
"Co-expression","1",,"H__sapiens__1_-779501|H__sapiens__1_-775452|Co-expression","Arijs-Rutgeerts-2009","0.0013526920770527257","0.01527068205177784","false",,"H__sapiens__1_-779501|H__sapiens__1_-775452|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777568|H__sapiens__1_-779240|Co-expression","Arijs-Rutgeerts-2009","3.5823504329108154E-4","0.004044152796268463","false",,"H__sapiens__1_-777568|H__sapiens__1_-779240|Co-expression"
"Co-expression","1",,"H__sapiens__1_-831078|H__sapiens__1_-805088|Co-expression","Arijs-Rutgeerts-2009","2.8108293294013117E-4","0.0031731745693832636","false",,"H__sapiens__1_-831078|H__sapiens__1_-805088|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790432|H__sapiens__1_-775318|Co-expression","Arijs-Rutgeerts-2009","0.0013858323016004265","0.015644805505871773","false",,"H__sapiens__1_-790432|H__sapiens__1_-775318|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790432|H__sapiens__1_-795977|Co-expression","Arijs-Rutgeerts-2009","0.001688440289364613","0.019060978665947914","false",,"H__sapiens__1_-790432|H__sapiens__1_-795977|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777596|H__sapiens__1_-776103|Co-expression","Arijs-Rutgeerts-2009","0.0024681262089453274","0.02786293439567089","false",,"H__sapiens__1_-777596|H__sapiens__1_-776103|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777596|H__sapiens__1_-790624|Co-expression","Arijs-Rutgeerts-2009","9.227022999042444E-4","0.010416482575237751","false",,"H__sapiens__1_-777596|H__sapiens__1_-790624|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778351|H__sapiens__1_-777971|Co-expression","Arijs-Rutgeerts-2009","7.866214820675835E-4","0.0088802520185709","false",,"H__sapiens__1_-778351|H__sapiens__1_-777971|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778351|H__sapiens__1_-779240|Co-expression","Arijs-Rutgeerts-2009","1.3512072256751767E-4","0.001525391940958798","false",,"H__sapiens__1_-778351|H__sapiens__1_-779240|Co-expression"
"Co-expression","1",,"H__sapiens__1_-815535|H__sapiens__1_-779600|Co-expression","Arijs-Rutgeerts-2009","8.715037086844165E-4","0.009838496334850788","false",,"H__sapiens__1_-815535|H__sapiens__1_-779600|Co-expression"
"Co-expression","1",,"H__sapiens__1_-821758|H__sapiens__1_-778351|Co-expression","Arijs-Rutgeerts-2009","5.051876667538674E-4","0.005703116301447153","false",,"H__sapiens__1_-821758|H__sapiens__1_-778351|Co-expression"
"Co-expression","1",,"H__sapiens__1_-787487|H__sapiens__1_-774430|Co-expression","Arijs-Rutgeerts-2009","5.717670454397434E-4","0.0064547378569841385","false",,"H__sapiens__1_-787487|H__sapiens__1_-774430|Co-expression"
"Co-expression","1",,"H__sapiens__1_-776862|H__sapiens__1_-784240|Co-expression","Arijs-Rutgeerts-2009","3.786750707365484E-4","0.0042749023996293545","false",,"H__sapiens__1_-776862|H__sapiens__1_-784240|Co-expression"
"Co-expression","1",,"H__sapiens__1_-776862|H__sapiens__1_-784449|Co-expression","Arijs-Rutgeerts-2009","8.38199788527526E-5","9.462524903938174E-4","false",,"H__sapiens__1_-776862|H__sapiens__1_-784449|Co-expression"
"Co-expression","1",,"H__sapiens__1_-776862|H__sapiens__1_-777933|Co-expression","Arijs-Rutgeerts-2009","8.931610482051256E-5","0.0010082988301292062","false",,"H__sapiens__1_-776862|H__sapiens__1_-777933|Co-expression"
"Co-expression","1",,"H__sapiens__1_-776862|H__sapiens__1_-783298|Co-expression","Arijs-Rutgeerts-2009","5.625316596719452E-4","0.006350478623062372","false",,"H__sapiens__1_-776862|H__sapiens__1_-783298|Co-expression"
