"","external_gene_name","uniprot_gn_id","cluster","betweenness","degree_centrality","file_id","ID","pocket","druggability","num_drug_pockets","struct_score","logFC","regulation","citation_score"
"343","C4B","P0C0L5",2,0,1,"AF-P0C0L5-F1-model_v4","P0C0L5-F1",0.182,0.325,0,83.4692528185101,2.00131643728,"up_reg",3359
"344","OIP5","O43482",2,260,7,"AF-O43482-F1-model_v4","O43482-F1",0.193,0.324,0,76.3264083285136,1.59172984435624,"up_reg",272
"345","CLSPN","Q9HAW4",2,776,6,"AF-Q9HAW4-F1-model_v4","Q9HAW4-F1",0.285,0.322,0,51.8103624351109,1.27037546287277,"up_reg",151
"346","GINS2","Q9Y248",2,0,1,"AF-Q9Y248-F1-model_v4","Q9Y248-F1",0.258,0.318,0,93.4044784053156,1.56739955942503,"up_reg",87
"347","EME1","Q96AY2",2,0,1,"AF-Q96AY2-F1-model_v4","Q96AY2-F1",0.155,0.315,0,67.9034920993228,1.2761159836154,"up_reg",191
"348","SLC3A1","Q07837",2,0,1,"AF-Q07837-F1-model_v4","Q07837-F1",0.216,0.312,0,87.8210219503418,2.72960470254829,"up_reg",278
"349","MUC16","Q8WXI7",2,260,2,"AF-Q8WXI7-F65-model_v4","Q8WXI7-F65",0.065,0.305,0,75.3993635103926,4.63129909698087,"up_reg",1358
"350","RTN4R","Q9BZR6",3,60,2,"AF-Q9BZR6-F1-model_v4","Q9BZR6-F1",0.24,0.303,0,77.0629635854342,2.20887476758031,"up_reg",341
"351","DNAH7","Q8WXX0",7,0,1,"AF-Q8WXX0-F11-model_v4","Q8WXX0-F11",0.151,0.298,0,86.6613705673759,1.51626982452037,"up_reg",21
"352","E2F1","Q01094",2,530,5,"AF-Q01094-F1-model_v4","Q01094-F1",0.159,0.295,0,63.7350409463148,1.33548130030304,"up_reg",5151
"353","GINS1","Q14691",2,0,1,"AF-Q14691-F1-model_v4","Q14691-F1",0.241,0.287,0,93.3026906385617,1.6668855684273,"up_reg",69
"354","UBE2C","O00762",2,18,4,"AF-O00762-F1-model_v4","O00762-F1",0.355,0.286,0,89.6987066473989,1.85754856868375,"up_reg",444
"355","CCNE1","P24864",2,969,6,"AF-P24864-F1-model_v4","P24864-F1",0.101,0.284,0,79.9765767949106,1.8239189826825,"up_reg",1067
"356","DNAH7","Q8WXX0",7,0,1,"AF-Q8WXX0-F1-model_v4","Q8WXX0-F1",0.347,0.283,0,81.8619127693116,1.51626982452037,"up_reg",21
"357","DNAH9","Q9NYC9",2,0,1,"AF-Q9NYC9-F9-model_v4","Q9NYC9-F9",0.145,0.275,0,89.1094176313446,3.11272023648615,"up_reg",75
"358","LAMA5","O15230",5,3,2,"AF-O15230-F5-model_v4","O15230-F5",0.171,0.274,0,83.8314406137526,2.1981138834585,"up_reg",155
"359","SPRY1","O43609",2,0,1,"AF-O43609-F1-model_v4","O43609-F1",0.224,0.267,0,61.6194959016393,1.2406685632498,"up_reg",317
"360","DNAH7","Q8WXX0",7,0,1,"AF-Q8WXX0-F8-model_v4","Q8WXX0-F8",0.046,0.258,0,86.253427372556,1.51626982452037,"up_reg",21
"361","DNAH7","Q8WXX0",7,0,1,"AF-Q8WXX0-F2-model_v4","Q8WXX0-F2",0.207,0.256,0,87.7835046113307,1.51626982452037,"up_reg",21
"362","KIF18A","Q8NI77",2,0,2,"AF-Q8NI77-F1-model_v4","Q8NI77-F1",0.186,0.256,0,67.7410391061453,1.82178607648861,"up_reg",147
"363","E2F7","Q96AV8",2,260,2,"AF-Q96AV8-F1-model_v4","Q96AV8-F1",0.108,0.254,0,51.2724935952178,1.70830088980967,"up_reg",226
"364","PDLIM7","Q9NR12",2,519,3,"AF-Q9NR12-F1-model_v4","Q9NR12-F1",0.079,0.251,0,71.0318960593946,1.5326503984713,"up_reg",175
"365","WDR18","Q9BV38",2,0,1,"AF-Q9BV38-F1-model_v4","Q9BV38-F1",0.095,0.251,0,86.1008168168168,1.12561146390012,"up_reg",14
"366","BRCA2","P51587",2,769,5,"AF-P51587-F9-model_v4","P51587-F9",0.072,0.246,0,55.0772757624977,1.00050374334841,"up_reg",14413
"367","GGT1","P19440",3,0,1,"AF-P19440-F1-model_v4","P19440-F1",0.391,0.244,0,94.9407121387283,1.80070498413026,"up_reg",180
"368","CENPF","P49454",2,0,3,"AF-P49454-F3-model_v4","P49454-F3",0.328,0.243,0,70.3329779477147,1.54365764922885,"up_reg",391
"369","DNAH9","Q9NYC9",2,0,1,"AF-Q9NYC9-F8-model_v4","Q9NYC9-F8",0.233,0.242,0,87.9537472244427,3.11272023648615,"up_reg",75
"370","PARVB","Q9HBI1",5,1,2,"AF-Q9HBI1-F1-model_v4","Q9HBI1-F1",0.063,0.242,0,82.4581709809264,1.24813645482954,"up_reg",81
"371","RAD51AP1","Q96B01",2,614,5,"AF-Q96B01-F1-model_v4","Q96B01-F1",0.122,0.242,0,58.7984421364985,1.42545157800389,"up_reg",101
"372","IGFBP3","P17936",2,0,1,"AF-P17936-F1-model_v4","P17936-F1",0.282,0.235,0,67.7332911392405,2.10953239603222,"up_reg",8159
"373","KHDRBS3","O75525",9,0,1,"AF-O75525-F1-model_v4","O75525-F1",0.467,0.235,0,69.7784373859073,1.64927091851853,"up_reg",64
"374","CDT1","Q9H211",2,260,3,"AF-Q9H211-F1-model_v4","Q9H211-F1",0.393,0.234,0,74.9077927289896,2.40428470599714,"up_reg",661
"375","H2AC11","P0C0S8",2,0,1,"AF-P0C0S8-F1-model_v4","P0C0S8-F1",0.416,0.234,0,91.3035750251762,1.78929648130281,"up_reg",1
"376","H2AC13","P0C0S8",2,0,2,"AF-P0C0S8-F1-model_v4","P0C0S8-F1",0.416,0.234,0,91.3035750251762,1.68735176437509,"up_reg",1
"377","H2AC15","P0C0S8",2,0,1,"AF-P0C0S8-F1-model_v4","P0C0S8-F1",0.416,0.234,0,91.3035750251762,1.30087763623702,"up_reg",0
"378","H2AC16","P0C0S8",2,0,1,"AF-P0C0S8-F1-model_v4","P0C0S8-F1",0.416,0.234,0,91.3035750251762,2.10290999640754,"up_reg",0
"379","H2AC12","Q96KK5",2,0,8,"AF-Q96KK5-F1-model_v4","Q96KK5-F1",0.413,0.233,0,91.9079183673469,1.69417550211599,"up_reg",0
"380","H2AC4","P04908",2,0,1,"AF-P04908-F1-model_v4","P04908-F1",0.384,0.231,0,91.0890261044177,2.1257536200056,"up_reg",1
"381","H2AC8","P04908",2,5209,9,"AF-P04908-F1-model_v4","P04908-F1",0.384,0.231,0,91.0890261044177,1.23654494232622,"up_reg",1
"382","H2AC14","Q99878",2,5614,14,"AF-Q99878-F1-model_v4","Q99878-F1",0.443,0.23,0,91.9054989816701,1.61132249756978,"up_reg",0
"383","CDC25A","P30304",2,5900,3,"AF-P30304-F1-model_v4","P30304-F1",0.261,0.229,0,63.5796743849493,1.35105479679295,"up_reg",1245
"384","H3C13","Q71DI3",2,6617,7,"AF-Q71DI3-F1-model_v4","Q71DI3-F1",0.089,0.228,0,87.3041813135985,2.44096435941875,"up_reg",1
"385","UHRF1","Q96T88",2,270,9,"AF-Q96T88-F1-model_v4","Q96T88-F1",0.21,0.221,0,81.267136731777,1.64727739454844,"up_reg",703
"386","MUC16","Q8WXI7",2,260,2,"AF-Q8WXI7-F64-model_v4","Q8WXI7-F64",0.085,0.22,0,75.5409531293335,4.63129909698087,"up_reg",1358
"387","PSMD3","O43242",2,0,1,"AF-O43242-F1-model_v4","O43242-F1",0.208,0.219,0,73.4898509548207,2.62665551924483,"up_reg",45
"388","CDC20","Q12834",2,623,5,"AF-Q12834-F1-model_v4","Q12834-F1",0.319,0.217,0,84.8543494038362,2.104143295512,"up_reg",1658
"389","NHERF1","O14745",3,107,4,"AF-O14745-F1-model_v4","O14745-F1",0.202,0.212,0,72.4747214076246,1.16493659658182,"up_reg",466
"390","PLK4","O00444",2,299,3,"AF-O00444-F1-model_v4","O00444-F1",0.133,0.199,0,66.9229360313316,1.17900998471301,"up_reg",487
"391","EPHB2","P29323",2,260,2,"AF-P29323-F1-model_v4","P29323-F1",0.129,0.198,0,80.1209851797862,1.87597617641218,"up_reg",851
"392","LAMA5","O15230",5,3,2,"AF-O15230-F9-model_v4","O15230-F9",0.149,0.195,0,79.6042862512922,2.1981138834585,"up_reg",155
"393","CKS2","P33552",2,0,1,"AF-P33552-F1-model_v4","P33552-F1",0.368,0.194,0,92.8712195121951,1.09154857263129,"up_reg",172
"394","S100A9","P06702",2,0,1,"AF-P06702-F1-model_v4","P06702-F1",0.328,0.187,0,94.9059482758621,5.14857118461857,"up_reg",2221
"395","PCDHGA4","Q9Y5G9",13,0,1,"AF-Q9Y5G9-F1-model_v4","Q9Y5G9-F1",0.1,0.184,0,74.3877826324413,2.48394495709125,"up_reg",4
"396","ZNRF3","Q9ULT6",3,0,1,"AF-Q9ULT6-F1-model_v4","Q9ULT6-F1",0.232,0.183,0,51.3089213323884,1.45567970935641,"up_reg",160
"397","HMGA1","P17096",2,0,1,"AF-P17096-F1-model_v4","P17096-F1",0.159,0.181,0,65.4623716381418,1.40799396299651,"up_reg",1303
"398","H1-3","P16402",2,0,2,"AF-P16402-F1-model_v4","P16402-F1",0.228,0.176,0,63.9561107574793,1.23182037844798,"up_reg",153
"399","H2AC21","Q8IUE6",2,777,7,"AF-Q8IUE6-F1-model_v4","Q8IUE6-F1",0.379,0.174,0,91.071369168357,1.66875732194111,"up_reg",0
"400","PCLAF","Q15004",2,0,1,"AF-Q15004-F1-model_v4","Q15004-F1",0.264,0.167,0,66.1263971462545,1.29645321745476,"up_reg",103
"401","TNFRSF19","Q9NS68",3,42,2,"AF-Q9NS68-F1-model_v4","Q9NS68-F1",0.228,0.16,0,60.38073125,2.42698786328202,"up_reg",118
"402","CLDN7","O95471",3,76,2,"AF-O95471-F1-model_v4","O95471-F1",0.254,0.152,0,82.249462571977,1.35550512436402,"up_reg",303
"403","MUC16","Q8WXI7",2,260,2,"AF-Q8WXI7-F62-model_v4","Q8WXI7-F62",0.095,0.146,0,75.5181759078666,4.63129909698087,"up_reg",1358
"404","ESPN","B1AK53",2,0,1,"AF-B1AK53-F1-model_v4","B1AK53-F1",0.114,0.144,0,68.309967416602,2.79827573346464,"up_reg",203
"405","PITX1","P78337",3,0,1,"AF-P78337-F1-model_v4","P78337-F1",0.326,0.132,0,63.2664494569758,1.88932044981129,"up_reg",481
"406","USP44","Q9H0E7",2,0,1,"AF-Q9H0E7-F1-model_v4","Q9H0E7-F1",0.101,0.131,0,72.7060130144214,2.21807648967658,"up_reg",63
"407","SPINDOC","Q9BUA3",2,0,5,"AF-Q9BUA3-F1-model_v4","Q9BUA3-F1",0.062,0.118,0,51.1917800138793,1.08926057083871,"up_reg",9
"408","SKA1","Q96BD8",2,0,2,"AF-Q96BD8-F1-model_v4","Q96BD8-F1",0.218,0.102,0,85.822417794971,1.71454795650226,"up_reg",115
"409","CLDN2","P57739",3,0,3,"AF-P57739-F1-model_v4","P57739-F1",0.093,0.091,0,78.6734610917538,3.46647850690852,"up_reg",415
"410","E2F2","Q14209",2,0,1,"AF-Q14209-F1-model_v4","Q14209-F1",0.18,0.079,0,64.0825988023952,1.71961267865294,"up_reg",642
"411","H2AX","P16104",2,5479,14,"AF-P16104-F1-model_v4","P16104-F1",0.328,0.078,0,87.3299156513589,1.81439466400708,"up_reg",7263
"412","CCNB2","O95067",2,259,4,"AF-O95067-F1-model_v4","O95067-F1",0.089,0.073,0,80.3833301857098,1.68170190839947,"up_reg",456
"413","H1-10","Q92522",2,160,3,"AF-Q92522-F1-model_v4","Q92522-F1",0.065,0.06,0,66.4111630847029,1.40524086753908,"up_reg",41
"414","CCNF","P41002",2,1,2,"AF-P41002-F1-model_v4","P41002-F1",0.276,0.059,0,72.4470043909579,1.35811383724976,"up_reg",185
"415","A4GALT","Q9NPC4",1,0,1,"AF-Q9NPC4-F1-model_v4","Q9NPC4-F1",0.089,0.056,0,89.5696012591815,2.31788095261697,"up_reg",69
"416","CDH3","P22223",2,0,1,"AF-P22223-F1-model_v4","P22223-F1",0.256,0.053,0,76.6221830329397,1.56014877505848,"up_reg",267
"417","SGO1","Q5FBB7",2,0,1,"AF-Q5FBB7-F1-model_v4","Q5FBB7-F1",0.108,0.05,0,55.1732355555556,1.4521568019182,"up_reg",255
"418","JUP","P14923",2,518,2,"AF-P14923-F1-model_v4","P14923-F1",0.091,0.021,0,81.1056283866457,2.37950064307455,"up_reg",491
"419","MUC16","Q8WXI7",2,260,2,"AF-Q8WXI7-F60-model_v4","Q8WXI7-F60",0.186,0.021,0,67.4367753793949,4.63129909698087,"up_reg",1358
"420","MAD2L1","Q13257",2,1535,4,"AF-Q13257-F1-model_v4","Q13257-F1",0.178,0.019,0,93.7585265700483,1.48708194699007,"up_reg",687
