file_id,uniprot_id,ID,pocket,druggability,num_drug_pockets,struct_score
AF-P57771-F1-model_v4,P57771,P57771-F1,0.123,0.577,1,82.3665622872703
AF-Q14439-F1-model_v4,Q14439,Q14439-F1,0.058,0.577,1,66.0613574097136
AF-Q5T2W1-F1-model_v4,Q5T2W1,Q5T2W1-F1,0.169,0.577,2,78.6556868611319
AF-Q5VV52-F1-model_v4,Q5VV52,Q5VV52-F1,0.195,0.577,1,71.7818652849741
AF-Q6EMB2-F1-model_v4,Q6EMB2,Q6EMB2-F1,0.168,0.577,1,62.5307333267268
AF-Q6IEV9-F1-model_v4,Q6IEV9,Q6IEV9-F1,0.292,0.577,2,89.4916591928251
AF-Q86VH4-F1-model_v4,Q86VH4,Q86VH4-F1,0.229,0.577,1,73.9864940828402
AF-Q8NGT0-F1-model_v4,Q8NGT0,Q8NGT0-F1,0.011,0.577,2,81.2578392359729
AF-Q8TBZ6-F1-model_v4,Q8TBZ6,Q8TBZ6-F1,0.484,0.577,1,76.2757168458781
AF-Q8WXH0-F10-model_v4,Q8WXH0,Q8WXH0-F10,0.229,0.577,1,77.860834207765
AF-Q92905-F1-model_v4,Q92905,Q92905-F1,0.119,0.577,1,86.1381022727273
AF-Q96K78-F1-model_v4,Q96K78,Q96K78-F1,0.222,0.577,4,79.3450376180567
AF-Q9BW27-F1-model_v4,Q9BW27,Q9BW27-F1,0.183,0.577,1,84.5032212725546
AF-Q9BXJ2-F1-model_v4,Q9BXJ2,Q9BXJ2-F1,0.166,0.577,1,75.2914990774908
AF-Q9H4B8-F1-model_v4,Q9H4B8,Q9H4B8-F1,0.327,0.577,1,84.2355496688742
AF-Q9H772-F1-model_v4,Q9H772,Q9H772-F1,0.035,0.577,1,79.1037767923134
AF-Q9NYG5-F1-model_v4,Q9NYG5,Q9NYG5-F1,0.298,0.577,1,93.5167547723935
AF-Q9UHY7-F1-model_v4,Q9UHY7,Q9UHY7-F1,0.309,0.577,1,95.436226044226
AF-Q9UPN3-F21-model_v4,Q9UPN3,Q9UPN3-F21,0.187,0.577,2,82.0637381916329
AF-Q9Y2B5-F1-model_v4,Q9Y2B5,Q9Y2B5-F1,0.574,0.577,1,76.4176571546733
AF-Q9Y5I1-F1-model_v4,Q9Y5I1,Q9Y5I1-F1,0.178,0.577,1,73.8540631868132
AF-Q9Y6F6-F1-model_v4,Q9Y6F6,Q9Y6F6-F1,0.231,0.577,1,56.5228016300393
AF-A0A075B6N1-F1-model_v4,A0A075B6N1,A0A075B6N1-F1,0.012,0.576,1,90.7316089385475
AF-O14495-F1-model_v4,O14495,O14495-F1,0.134,0.576,1,84.2931429728635
AF-O43521-F1-model_v4,O43521,O43521-F1,0.044,0.576,1,61.0083676092545
AF-O60361-F1-model_v4,O60361,O60361-F1,-0.068,0.576,1,94.2418606782768
AF-O75807-F1-model_v4,O75807,O75807-F1,0.397,0.576,1,50.2733236770954
AF-O95149-F1-model_v4,O95149,O95149-F1,0.16,0.576,1,83.3357212037357
AF-P09471-F1-model_v4,P09471,P09471-F1,0.326,0.576,1,94.6837905236908
AF-P10912-F1-model_v4,P10912,P10912-F1,0.037,0.576,2,59.9434089552239
AF-P22466-F1-model_v4,P22466,P22466-F1,0.285,0.576,1,62.7357905982906
AF-P37173-F1-model_v4,P37173,P37173-F1,0.219,0.576,1,81.6712765486726
AF-P54577-F1-model_v4,P54577,P54577-F1,0.172,0.576,1,91.2136953387794
AF-Q05048-F1-model_v4,Q05048,Q05048-F1,0.266,0.576,1,90.6972617291236
AF-Q08ET2-F1-model_v4,Q08ET2,Q08ET2-F1,0.311,0.576,1,83.5395669036845
AF-Q13835-F1-model_v4,Q13835,Q13835-F1,0.103,0.576,1,68.8672548342541
AF-Q2NL68-F1-model_v4,Q2NL68,Q2NL68-F1,0.104,0.576,1,58.9552219755827
AF-Q5BKX6-F1-model_v4,Q5BKX6,Q5BKX6-F1,0.097,0.576,1,65.442609801594
AF-Q5JU69-F1-model_v4,Q5JU69,Q5JU69-F1,0.255,0.576,1,88.2283604605002
AF-Q5VU69-F1-model_v4,Q5VU69,Q5VU69-F1,0.442,0.576,1,93.6579127358491
AF-Q5VWK0-F1-model_v4,Q5VWK0,Q5VWK0-F1,0.267,0.576,1,51.3225763847822
AF-Q8N1F7-F1-model_v4,Q8N1F7,Q8N1F7-F1,0.195,0.576,2,80.6641697080292
AF-Q8WW35-F1-model_v4,Q8WW35,Q8WW35-F1,0.367,0.576,1,86.844712643678207
AF-Q9BUP3-F1-model_v4,Q9BUP3,Q9BUP3-F1,0.061,0.576,1,89.3425892857143
AF-Q9H9Q2-F1-model_v4,Q9H9Q2,Q9H9Q2-F1,0.204,0.576,1,85.3036254212807
AF-Q9Y693-F1-model_v4,Q9Y693,Q9Y693-F1,0.244,0.576,1,91.8468878566689
AF-Q9Y6P5-F1-model_v4,Q9Y6P5,Q9Y6P5-F1,0.227,0.576,1,85.2901181795323
AF-A6NHN6-F1-model_v4,A6NHN6,A6NHN6-F1,0.225,0.575,2,51.0399833841041
AF-O00469-F1-model_v4,O00469,O00469-F1,0.199,0.575,1,92.5138956696205
AF-O00476-F1-model_v4,O00476,O00476-F1,0.118,0.575,1,79.3525231053604
AF-O75445-F11-model_v4,O75445,O75445-F11,0.148,0.575,1,81.9018759804374
AF-O75717-F1-model_v4,O75717,O75717-F1,0.21,0.575,1,74.3476551724138
AF-P02765-F1-model_v4,P02765,P02765-F1,0.065,0.575,3,77.9224502352515
AF-P49441-F1-model_v4,P49441,P49441-F1,0.207,0.575,1,87.647359223301
AF-P80297-F1-model_v4,P80297,P80297-F1,0.248,0.575,1,80.4644611528822
AF-Q02224-F5-model_v4,Q02224,Q02224-F5,0.235,0.575,2,73.0695095601475
AF-Q10472-F1-model_v4,Q10472,Q10472-F1,0.454,0.575,1,91.7276180971391
AF-Q6UXZ3-F1-model_v4,Q6UXZ3,Q6UXZ3-F1,0.278,0.575,1,80.660105471325
AF-Q7L622-F1-model_v4,Q7L622,Q7L622-F1,0.304,0.575,1,85.6503825717322
AF-Q7Z4U5-F1-model_v4,Q7Z4U5,Q7Z4U5-F1,-0.018,0.575,1,56.9534652594547
AF-Q8N5H3-F1-model_v4,Q8N5H3,Q8N5H3-F1,0.249,0.575,1,70.3754872881356
AF-Q8NGH7-F1-model_v4,Q8NGH7,Q8NGH7-F1,0.032,0.575,2,84.9734523342487
AF-Q8TAZ6-F1-model_v4,Q8TAZ6,Q8TAZ6-F1,0.248,0.575,1,66.9838948995363
AF-Q8WZ42-F144-model_v4,Q8WZ42,Q8WZ42-F144,0.362,0.575,1,87.4932478632479
AF-Q92583-F1-model_v4,Q92583,Q92583-F1,0.199,0.575,1,89.7936598639456
AF-Q96B86-F1-model_v4,Q96B86,Q96B86-F1,0.136,0.575,1,79.2734832756632
AF-Q96LK0-F1-model_v4,Q96LK0,Q96LK0-F1,0.229,0.575,1,83.4410871183917
AF-Q96MH2-F1-model_v4,Q96MH2,Q96MH2-F1,0.426,0.575,1,73.4148503521127
AF-Q9NPF5-F1-model_v4,Q9NPF5,Q9NPF5-F1,0.145,0.575,1,75.1567238146263
AF-Q9NSI6-F1-model_v4,Q9NSI6,Q9NSI6-F1,0.213,0.575,3,56.3292021680217
AF-Q9Y5A7-F1-model_v4,Q9Y5A7,Q9Y5A7-F1,0.189,0.575,2,82.7700847799758
AF-A6NFE3-F1-model_v4,A6NFE3,A6NFE3-F1,0.239,0.574,1,83.6826356589147
AF-A6NK59-F1-model_v4,A6NK59,A6NK59-F1,0.091,0.574,1,86.8420496623829
AF-O14910-F1-model_v4,O14910,O14910-F1,0.207,0.574,1,83.3537171052632
AF-O43818-F1-model_v4,O43818,O43818-F1,0.349,0.574,1,84.3276399560922
AF-O75366-F1-model_v4,O75366,O75366-F1,0.078,0.574,1,82.2096362515413
AF-O76050-F1-model_v4,O76050,O76050-F1,0.068,0.574,1,70.3253281142068
AF-O94844-F1-model_v4,O94844,O94844-F1,0.189,0.574,2,83.800064516129
AF-O95273-F1-model_v4,O95273,O95273-F1,0.218,0.574,1,87.1042857142857
AF-P13682-F1-model_v4,P13682,P13682-F1,0.071,0.574,1,63.0442089985486
AF-P29218-F1-model_v4,P29218,P29218-F1,0.069,0.574,1,96.2463774300616
AF-P31949-F1-model_v4,P31949,P31949-F1,0.41,0.574,1,89.3851644336175
AF-P61550-F1-model_v4,P61550,P61550-F1,0.161,0.574,2,69.4779670558799
AF-Q02750-F1-model_v4,Q02750,Q02750-F1,0.15,0.574,1,83.7124835958005
AF-Q14206-F1-model_v4,Q14206,Q14206-F1,0.293,0.574,1,79.6811161290323
AF-Q5VST9-F31-model_v4,Q5VST9,Q5VST9-F31,0.15,0.574,1,56.0689814553328
AF-Q6NTF9-F1-model_v4,Q6NTF9,Q6NTF9-F1,0.15,0.574,2,68.3104706734251
AF-Q6ZV70-F1-model_v4,Q6ZV70,Q6ZV70-F1,0.219,0.574,1,93.5825375421391
AF-Q7Z5M5-F1-model_v4,Q7Z5M5,Q7Z5M5-F1,0.104,0.574,1,59.7741338449385
AF-Q8IUD2-F1-model_v4,Q8IUD2,Q8IUD2-F1,0.365,0.574,2,75.2702913922072
AF-Q8N3F9-F1-model_v4,Q8N3F9,Q8N3F9-F1,0.136,0.574,2,67.5739450648959
AF-Q8N5A5-F1-model_v4,Q8N5A5,Q8N5A5-F1,0.152,0.574,1,76.2445285359802
AF-Q8N7R7-F1-model_v4,Q8N7R7,Q8N7R7-F1,0.062,0.574,1,75.0072990915444
AF-Q8NGP8-F1-model_v4,Q8NGP8,Q8NGP8-F1,0.23,0.574,1,89.3914005602241
AF-Q8NGR4-F1-model_v4,Q8NGR4,Q8NGR4-F1,0.303,0.574,1,86.0155900367497
AF-Q8WW52-F1-model_v4,Q8WW52,Q8WW52-F1,0.305,0.574,2,92.0032815620146
AF-Q96M20-F1-model_v4,Q96M20,Q96M20-F1,0.162,0.574,2,68.8452693602694
AF-Q96PL1-F1-model_v4,Q96PL1,Q96PL1-F1,0.344,0.574,1,72.1020336605891
AF-Q9H3R0-F1-model_v4,Q9H3R0,Q9H3R0-F1,0.264,0.574,1,72.1351959154595
AF-Q9HA72-F1-model_v4,Q9HA72,Q9HA72-F1,0.159,0.574,2,81.967323943662
AF-Q9NR45-F1-model_v4,Q9NR45,Q9NR45-F1,0.273,0.574,1,96.0843827378847
AF-Q9UKZ4-F5-model_v4,Q9UKZ4,Q9UKZ4-F5,0.14,0.574,1,90.0889300597934
AF-Q9ULZ2-F1-model_v4,Q9ULZ2,Q9ULZ2-F1,0.333,0.574,1,79.4078598092078
AF-A5D6W6-F1-model_v4,A5D6W6,A5D6W6-F1,0.306,0.573,2,85.5718118161926
AF-C9JXX5-F1-model_v4,C9JXX5,C9JXX5-F1,0.185,0.573,1,70.4382207792208
AF-O60494-F11-model_v4,O60494,O60494-F11,0.34,0.573,2,81.8577971283001
AF-O95825-F1-model_v4,O95825,O95825-F1,0.216,0.573,1,91.858526277104
AF-P08F94-F11-model_v4,P08F94,P08F94-F11,0.18,0.573,1,84.1579403369855
AF-P09488-F1-model_v4,P09488,P09488-F1,0.28,0.573,1,98.29956401766
AF-P46063-F1-model_v4,P46063,P46063-F1,0.328,0.573,1,86.77449844479
AF-Q5DT21-F1-model_v4,Q5DT21,Q5DT21-F1,0.401,0.573,1,91.5019616519174
AF-Q5T7N2-F1-model_v4,Q5T7N2,Q5T7N2-F1,0.191,0.573,1,55.6467273252455
AF-Q8IWD5-F1-model_v4,Q8IWD5,Q8IWD5-F1,0.093,0.573,1,74.1730356747175
AF-Q8TE82-F1-model_v4,Q8TE82,Q8TE82-F1,0.162,0.573,1,78.1848801237432
AF-Q96EA4-F1-model_v4,Q96EA4,Q96EA4-F1,0.111,0.573,1,74.4122410623085
AF-Q96PE2-F1-model_v4,Q96PE2,Q96PE2-F1,0.25,0.573,2,51.6360899453903
AF-Q99613-F1-model_v4,Q99613,Q99613-F1,0.157,0.573,1,71.9741629449181
AF-Q9NXR8-F1-model_v4,Q9NXR8,Q9NXR8-F1,0.22,0.573,1,65.7174318947046
AF-Q9Y620-F1-model_v4,Q9Y620,Q9Y620-F1,0.092,0.573,1,71.8059425096739
AF-A6NCL1-F1-model_v4,A6NCL1,A6NCL1-F1,0.28,0.572,1,59.652997754491
AF-A6NGH7-F1-model_v4,A6NGH7,A6NGH7-F1,0.303,0.572,2,72.2512509307521
AF-O95487-F1-model_v4,O95487,O95487-F1,0.279,0.572,3,72.560007242628
AF-P04626-F1-model_v4,P04626,P04626-F1,0.179,0.572,1,74.9091822792672
AF-P07988-F1-model_v4,P07988,P07988-F1,0.13,0.572,1,72.8717109747785
AF-P52736-F1-model_v4,P52736,P52736-F1,0.208,0.572,2,73.1266108297624
AF-P63000-F1-model_v4,P63000,P63000-F1,0.38,0.572,1,93.6961885790173
AF-Q13371-F1-model_v4,Q13371,Q13371-F1,0.026,0.572,1,76.8065957446808
AF-Q15842-F1-model_v4,Q15842,Q15842-F1,0.124,0.572,2,83.568546373365
AF-Q52WX2-F1-model_v4,Q52WX2,Q52WX2-F1,0.229,0.572,1,77.654007985258
AF-Q5VTE0-F1-model_v4,Q5VTE0,Q5VTE0-F1,0.264,0.572,2,87.0910524822695
AF-Q6YP21-F1-model_v4,Q6YP21,Q6YP21-F1,0.393,0.572,2,91.8807341981783
AF-Q7Z407-F13-model_v4,Q7Z407,Q7Z407-F13,0.119,0.572,1,77.4956606425703
AF-Q8NGH9-F1-model_v4,Q8NGH9,Q8NGH9-F1,0.208,0.572,1,87.5989471577262
AF-Q8WVV5-F1-model_v4,Q8WVV5,Q8WVV5-F1,0.182,0.572,1,86.2847412755716
AF-Q969H0-F1-model_v4,Q969H0,Q969H0-F1,0.108,0.572,1,77.2307516105941
AF-Q969H9-F1-model_v4,Q969H9,Q969H9-F1,0.43,0.572,2,54.2227352572146
AF-Q96BZ9-F1-model_v4,Q96BZ9,Q96BZ9-F1,0.311,0.572,1,81.6512627669452
AF-Q96M32-F1-model_v4,Q96M32,Q96M32-F1,0.12,0.572,1,80.5427000516262
AF-Q99941-F1-model_v4,Q99941,Q99941-F1,0.165,0.572,1,55.3090863509749
AF-Q9NP87-F1-model_v4,Q9NP87,Q9NP87-F1,0.375,0.572,2,89.4463582166926
AF-Q9P0U1-F1-model_v4,Q9P0U1,Q9P0U1-F1,0.281,0.572,1,92.7972171945701
AF-B3KNS4-F1-model_v4,B3KNS4,B3KNS4-F1,0.386,0.571,1,73.2409665427509
AF-O00468-F1-model_v4,O00468,O00468-F1,0.141,0.571,2,70.4313814487399
AF-O14978-F1-model_v4,O14978,O14978-F1,0.017,0.571,1,60.7623394833948
AF-O15342-F1-model_v4,O15342,O15342-F1,0.424,0.571,1,93.0734036144578
AF-O75319-F1-model_v4,O75319,O75319-F1,0.307,0.571,1,66.0622750809061
AF-O75449-F1-model_v4,O75449,O75449-F1,0.338,0.571,1,74.6434106551109
AF-O75529-F1-model_v4,O75529,O75529-F1,0.234,0.571,2,76.1376681710724
AF-P08253-F1-model_v4,P08253,P08253-F1,0.69,0.571,3,90.153411967779
AF-P0C7V7-F1-model_v4,P0C7V7,P0C7V7-F1,0.318,0.571,3,89.5881892091648
AF-P13385-F1-model_v4,P13385,P13385-F1,0.328,0.571,1,68.1271273712737
AF-P15086-F1-model_v4,P15086,P15086-F1,0.254,0.571,1,95.7967224380042
AF-P20929-F4-model_v4,P20929,P20929-F4,0.103,0.571,2,54.951669459388
AF-P35638-F1-model_v4,P35638,P35638-F1,0.286,0.571,1,70.8478990348924
AF-P84085-F1-model_v4,P84085,P84085-F1,0.354,0.571,1,85.0805128205128
AF-Q53S08-F1-model_v4,Q53S08,Q53S08-F1,0.305,0.571,1,73.1168816120907
AF-Q5FWF7-F1-model_v4,Q5FWF7,Q5FWF7-F1,0.381,0.571,1,82.9631821735731
AF-Q5PT55-F1-model_v4,Q5PT55,Q5PT55-F1,0.262,0.571,4,80.2943893908482
AF-Q6ZMB0-F1-model_v4,Q6ZMB0,Q6ZMB0-F1,0.154,0.571,1,86.7252022546419
AF-Q8NF91-F10-model_v4,Q8NF91,Q8NF91-F10,0.298,0.571,2,83.6485500401034
AF-Q8WW12-F1-model_v4,Q8WW12,Q8WW12-F1,0.369,0.571,1,63.5075885455916
AF-Q8WZ42-F47-model_v4,Q8WZ42,Q8WZ42-F47,0.111,0.571,1,58.2776047797396
AF-Q92736-F7-model_v4,Q92736,Q92736-F7,0.161,0.571,2,81.5009555414128
AF-Q969W8-F1-model_v4,Q969W8,Q969W8-F1,0.143,0.571,2,67.2046182764604
AF-Q96SI1-F1-model_v4,Q96SI1,Q96SI1-F1,0.242,0.571,1,83.2944390026714
AF-Q9H0Q0-F1-model_v4,Q9H0Q0,Q9H0Q0-F1,0.239,0.571,1,93.0765212399541
AF-Q9NUW8-F1-model_v4,Q9NUW8,Q9NUW8-F1,0.198,0.571,1,81.0436943466556
AF-Q9Y5Q9-F1-model_v4,Q9Y5Q9,Q9Y5Q9-F1,0.104,0.571,1,80.9574472276949
AF-O15357-F1-model_v4,O15357,O15357-F1,0.132,0.57,1,71.3171408104789
AF-O95388-F1-model_v4,O95388,O95388-F1,0.174,0.57,2,77.1048894436519
AF-P07327-F1-model_v4,P07327,P07327-F1,0.283,0.57,1,97.9806072583543
AF-P07686-F1-model_v4,P07686,P07686-F1,0.079,0.57,1,93.317697309417
AF-P0DP04-F1-model_v4,P0DP04,P0DP04-F1,0.252,0.57,2,90.6147816593886
AF-P48169-F1-model_v4,P48169,P48169-F1,0.287,0.57,2,73.9881345353675
AF-P49207-F1-model_v4,P49207,P49207-F1,0.381,0.57,1,90.6374165769645
AF-Q00889-F1-model_v4,Q00889,Q00889-F1,0.283,0.57,2,85.7208536585366
AF-Q16706-F1-model_v4,Q16706,Q16706-F1,0.33,0.57,2,90.4981518330269
AF-Q3L8U1-F1-model_v4,Q3L8U1,Q3L8U1-F1,0.01,0.57,1,59.5010260282491
AF-Q6V0I7-F4-model_v4,Q6V0I7,Q6V0I7-F4,0.147,0.57,1,84.5766815062141
AF-Q8N2E2-F1-model_v4,Q8N2E2,Q8N2E2-F1,0.105,0.57,1,71.787178261926
AF-Q8N398-F1-model_v4,Q8N398,Q8N398-F1,0.105,0.57,2,65.7980680345572
AF-Q8WZ42-F13-model_v4,Q8WZ42,Q8WZ42-F13,0.323,0.57,1,80.4864620971403
AF-Q96PD6-F1-model_v4,Q96PD6,Q96PD6-F1,0.112,0.57,1,94.0585247093023
AF-Q9NT68-F8-model_v4,Q9NT68,Q9NT68-F8,0.168,0.57,1,95.864223074815
AF-Q9P2D7-F15-model_v4,Q9P2D7,Q9P2D7-F15,0.061,0.57,1,86.3215244282282
AF-Q9UN42-F1-model_v4,Q9UN42,Q9UN42-F1,0.255,0.57,1,81.6929195088677
AF-Q9Y4H4-F1-model_v4,Q9Y4H4,Q9Y4H4-F1,0.281,0.57,1,71.626796812749
AF-P02788-F1-model_v4,P02788,P02788-F1,0.41,0.569,1,95.0600127597521
AF-P0C860-F1-model_v4,P0C860,P0C860-F1,0.168,0.569,1,62.1500974387528
AF-P13984-F1-model_v4,P13984,P13984-F1,0.282,0.569,1,83.3385457271364
AF-P14222-F1-model_v4,P14222,P14222-F1,0.083,0.569,1,91.076287037037
AF-P20645-F1-model_v4,P20645,P20645-F1,0.406,0.569,1,85.0849425815342
AF-P51659-F1-model_v4,P51659,P51659-F1,0.181,0.569,2,89.7363424193836
AF-P52594-F1-model_v4,P52594,P52594-F1,0.371,0.569,1,57.2059031158715
AF-Q02817-F20-model_v4,Q02817,Q02817-F20,0.256,0.569,1,63.3492751057342
AF-Q06187-F1-model_v4,Q06187,Q06187-F1,0.156,0.569,1,84.987751490313
AF-Q14320-F1-model_v4,Q14320,Q14320-F1,0.132,0.569,1,76.5694692144374
AF-Q5VST9-F16-model_v4,Q5VST9,Q5VST9-F16,0.292,0.569,2,84.7494955156951
AF-Q6ZV89-F1-model_v4,Q6ZV89,Q6ZV89-F1,0.046,0.569,2,71.4006865127582
AF-Q7L523-F1-model_v4,Q7L523,Q7L523-F1,0.357,0.569,1,92.3644271239283
AF-Q7Z5P9-F3-model_v4,Q7Z5P9,Q7Z5P9-F3,0.126,0.569,4,76.7733206397563
AF-Q86WI1-F12-model_v4,Q86WI1,Q86WI1-F12,0.299,0.569,1,92.2056343181195
AF-Q8IWZ8-F1-model_v4,Q8IWZ8,Q8IWZ8-F1,0.136,0.569,2,65.418128310771
AF-Q8N9K5-F1-model_v4,Q8N9K5,Q8N9K5-F1,0.055,0.569,2,72.3736394790953
AF-Q8N9W8-F1-model_v4,Q8N9W8,Q8N9W8-F1,0.156,0.569,1,55.1720859824402
AF-Q8NEE6-F1-model_v4,Q8NEE6,Q8NEE6-F1,0.357,0.569,1,88.9417737263588
AF-Q96DR8-F1-model_v4,Q96DR8,Q96DR8-F1,0.373,0.569,1,67.2255118110236
AF-Q96SZ5-F1-model_v4,Q96SZ5,Q96SZ5-F1,0.17,0.569,1,87.3420803443329
AF-Q96T58-F1-model_v4,Q96T58,Q96T58-F1,0.357,0.569,1,52.7859557202082
AF-Q99929-F1-model_v4,Q99929,Q99929-F1,0.449,0.569,1,72.8968428470754
AF-Q9NXC5-F1-model_v4,Q9NXC5,Q9NXC5-F1,0.146,0.569,1,83.3009731058415
AF-Q9UN70-F1-model_v4,Q9UN70,Q9UN70-F1,0.291,0.569,1,74.8665838596491
AF-A6NIX2-F1-model_v4,A6NIX2,A6NIX2-F1,0.162,0.568,1,65.4043862987631
AF-A6NLX4-F1-model_v4,A6NLX4,A6NLX4-F1,0.148,0.568,1,62.0432656826568
AF-O15054-F1-model_v4,O15054,O15054-F1,0.063,0.568,1,58.2699092733842
AF-O43414-F1-model_v4,O43414,O43414-F1,0.133,0.568,1,75.3000801526718
AF-P01906-F1-model_v4,P01906,P01906-F1,0.146,0.568,1,89.4776127724278
AF-P12314-F1-model_v4,P12314,P12314-F1,0.35,0.568,2,84.9618617021277
AF-P27469-F1-model_v4,P27469,P27469-F1,0.345,0.568,1,77.3664810126582
AF-P33176-F1-model_v4,P33176,P33176-F1,0.174,0.568,2,79.4234140309775
AF-Q3Y452-F1-model_v4,Q3Y452,Q3Y452-F1,0.223,0.568,1,54.8515918367347
AF-Q6Y7W6-F1-model_v4,Q6Y7W6,Q6Y7W6-F1,0.143,0.568,2,57.1194368066749
AF-Q8IV08-F1-model_v4,Q8IV08,Q8IV08-F1,0.237,0.568,2,90.973117219917
AF-Q96JB1-F9-model_v4,Q96JB1,Q96JB1-F9,0.247,0.568,2,89.0585807256842
AF-Q96JQ0-F6-model_v4,Q96JQ0,Q96JQ0-F6,0.224,0.568,1,81.6623326941515
AF-Q96PZ7-F5-model_v4,Q96PZ7,Q96PZ7-F5,0.106,0.568,1,83.3407504395299
AF-Q96T54-F1-model_v4,Q96T54,Q96T54-F1,0.277,0.568,2,76.9715878508266
AF-Q9H1Q7-F1-model_v4,Q9H1Q7,Q9H1Q7-F1,0.141,0.568,1,70.8898553098553
AF-Q9Y5E7-F1-model_v4,Q9Y5E7,Q9Y5E7-F1,0.287,0.568,1,81.4881447154471
AF-A6NM45-F1-model_v4,A6NM45,A6NM45-F1,0.346,0.567,2,85.3435993011066
AF-O00303-F1-model_v4,O00303,O00303-F1,0.284,0.567,1,75.8353884046987
AF-O75038-F1-model_v4,O75038,O75038-F1,0.042,0.567,2,63.1789579305901
AF-Q14204-F11-model_v4,Q14204,Q14204-F11,0.298,0.567,1,85.4689548672566
AF-Q15772-F10-model_v4,Q15772,Q15772-F10,0.12,0.567,1,53.5511400037686
AF-Q5HYL7-F1-model_v4,Q5HYL7,Q5HYL7-F1,0.319,0.567,1,77.5065256797583
AF-Q6ZRI0-F9-model_v4,Q6ZRI0,Q6ZRI0-F9,0.206,0.567,2,65.1050907052589
AF-Q8IVG9-F1-model_v4,Q8IVG9,Q8IVG9-F1,0.4,0.567,1,72.6230481283422
AF-Q8N0W4-F1-model_v4,Q8N0W4,Q8N0W4-F1,0.194,0.567,1,78.9547769717549
AF-Q8N7M2-F1-model_v4,Q8N7M2,Q8N7M2-F1,0.075,0.567,1,62.1277773715957
AF-Q8WXG9-F14-model_v4,Q8WXG9,Q8WXG9-F14,0.105,0.567,1,84.3425342276946
AF-Q92185-F1-model_v4,Q92185,Q92185-F1,0.203,0.567,1,88.5692626404494
AF-Q92911-F1-model_v4,Q92911,Q92911-F1,0.181,0.567,1,81.5800911728139
AF-Q96AT9-F1-model_v4,Q96AT9,Q96AT9-F1,0.403,0.567,2,96.6651436781609
AF-Q96BJ8-F1-model_v4,Q96BJ8,Q96BJ8-F1,0.169,0.567,2,89.1967652204339
AF-Q99715-F1-model_v4,Q99715,Q99715-F1,0.115,0.567,1,82.573383917831
AF-Q9BYP8-F1-model_v4,Q9BYP8,Q9BYP8-F1,0.234,0.567,1,50.4611650485437
AF-Q9NP61-F1-model_v4,Q9NP61,Q9NP61-F1,0.313,0.567,3,66.2060535535536
AF-Q9Y320-F1-model_v4,Q9Y320,Q9Y320-F1,0.222,0.567,1,85.9667849686848
AF-O15444-F1-model_v4,O15444,O15444-F1,0.328,0.566,1,70.6624871794872
AF-P09001-F1-model_v4,P09001,P09001-F1,0.309,0.566,1,87.3616685001834
AF-P0DPA3-F1-model_v4,P0DPA3,P0DPA3-F1,0.402,0.566,1,55.7169988610478
AF-P19823-F1-model_v4,P19823,P19823-F1,0.269,0.566,3,82.5736792327161
AF-P27701-F1-model_v4,P27701,P27701-F1,0.21,0.566,2,87.2413041385948
AF-P35443-F1-model_v4,P35443,P35443-F1,0.093,0.566,2,84.7642702994335
AF-P56747-F1-model_v4,P56747,P56747-F1,0.114,0.566,1,80.7301104294478
AF-P82932-F1-model_v4,P82932,P82932-F1,0.532,0.566,1,92.6026926926927
AF-Q07954-F11-model_v4,Q07954,Q07954-F11,0.493,0.566,2,83.0133678234594
AF-Q17RN3-F1-model_v4,Q17RN3,Q17RN3-F1,0.142,0.566,1,79.0386294027565
AF-Q3KQV3-F1-model_v4,Q3KQV3,Q3KQV3-F1,0.187,0.566,2,64.9996509076401
AF-Q3SXZ7-F1-model_v4,Q3SXZ7,Q3SXZ7-F1,0.171,0.566,1,79.544944812362
AF-Q5HYI7-F1-model_v4,Q5HYI7,Q5HYI7-F1,0.168,0.566,2,84.7507754442649
AF-Q5JRA6-F1-model_v4,Q5JRA6,Q5JRA6-F1,0.167,0.566,1,52.4757710249234
AF-Q5SQ80-F1-model_v4,Q5SQ80,Q5SQ80-F1,0.305,0.566,1,71.8956005459509
AF-Q6UXC1-F1-model_v4,Q6UXC1,Q6UXC1-F1,0.105,0.566,1,79.6354610158525
AF-Q6UYE1-F1-model_v4,Q6UYE1,Q6UYE1-F1,0.317,0.566,2,75.7889630512515
AF-Q7Z7G8-F2-model_v4,Q7Z7G8,Q7Z7G8-F2,0.14,0.566,1,67.8345396419437
AF-Q8N4P3-F1-model_v4,Q8N4P3,Q8N4P3-F1,0.349,0.566,1,97.9145188284519
AF-Q8NH41-F1-model_v4,Q8NH41,Q8NH41-F1,0.209,0.566,2,78.6710396219557
AF-Q96DU7-F1-model_v4,Q96DU7,Q96DU7-F1,0.16,0.566,1,59.7717898317898
AF-Q96E22-F1-model_v4,Q96E22,Q96E22-F1,0.131,0.566,1,81.5701283697047
AF-Q96EU6-F1-model_v4,Q96EU6,Q96EU6-F1,0.216,0.566,1,82.4797902764538
AF-Q96EY1-F1-model_v4,Q96EY1,Q96EY1-F1,0.302,0.566,1,74.9589042582045
AF-Q96NY9-F1-model_v4,Q96NY9,Q96NY9-F1,0.157,0.566,2,79.1725464252553
AF-Q99619-F1-model_v4,Q99619,Q99619-F1,0.366,0.566,1,88.5093613861386
