"TARGETID","all_target_genes","uniprotswissprot","INDICATION","DRUGTYPE","UNIPROID","TARGNAME","TARGTYPE"
"T56418","ALK","Q9UM73","Mammary analogue secretory carcinoma","Small molecular drug","ALK_HUMAN","ALK tyrosine kinase receptor (ALK)","Successful target"
"T56418","ALK","Q9UM73","Non-small-cell lung cancer","Small molecular drug","ALK_HUMAN","ALK tyrosine kinase receptor (ALK)","Successful target"
"T56418","ALK","Q9UM73","Solid tumour/cancer","Small molecular drug","ALK_HUMAN","ALK tyrosine kinase receptor (ALK)","Successful target"
"T56418","ALK","Q9UM73","Colorectal cancer","Small molecular drug","ALK_HUMAN","ALK tyrosine kinase receptor (ALK)","Successful target"
"T56923","CXCR2","P25025","Solid tumour/cancer","Small molecular drug","CXCR2_HUMAN","C-X-C chemokine receptor type 2 (CXCR2)","Successful target"
"T57585",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Chloride channel unspecific (ClC)","Successful target"
"T57680","GUCY1A1; GUCY1B1",NA,"Solid tumour/cancer","Small molecular drug","GCYA1_HUMAN; GCYB1_HUMAN","Soluble guanylate cyclase (GCS)","Successful target"
"T57700","KIT","P10721","Lung cancer","Small molecular drug","KIT_HUMAN","Tyrosine-protein kinase Kit (KIT)","Successful target"
"T57700","KIT","P10721","Acute lymphoblastic leukaemia","Small molecular drug","KIT_HUMAN","Tyrosine-protein kinase Kit (KIT)","Successful target"
"T57700","KIT","P10721","Metastatic colorectal cancer","Small molecular drug","KIT_HUMAN","Tyrosine-protein kinase Kit (KIT)","Successful target"
"T57700","KIT","P10721","Intestinal cancer","Small molecular drug","KIT_HUMAN","Tyrosine-protein kinase Kit (KIT)","Successful target"
"T57700","KIT","P10721","Hepatocellular carcinoma","Small molecular drug","KIT_HUMAN","Tyrosine-protein kinase Kit (KIT)","Successful target"
"T57700","KIT","P10721","Chronic myelogenous leukaemia","Small molecular drug","KIT_HUMAN","Tyrosine-protein kinase Kit (KIT)","Successful target"
"T57700","KIT","P10721","Gastrointestinal stromal tumour","Small molecular drug","KIT_HUMAN","Tyrosine-protein kinase Kit (KIT)","Successful target"
"T57700","KIT","P10721","Renal cell carcinoma","Small molecular drug","KIT_HUMAN","Tyrosine-protein kinase Kit (KIT)","Successful target"
"T57700","KIT","P10721","Non-small-cell lung cancer","Small molecular drug","KIT_HUMAN","Tyrosine-protein kinase Kit (KIT)","Successful target"
"T57700","KIT","P10721","Solid tumour/cancer","Small molecular drug","KIT_HUMAN","Tyrosine-protein kinase Kit (KIT)","Successful target"
"T58454","FGFR2","P21802","Gastric adenocarcinoma","Small molecular drug","FGFR2_HUMAN","Fibroblast growth factor receptor 2 (FGFR2)","Successful target"
"T58454","FGFR2","P21802","Solid tumour/cancer","Small molecular drug","FGFR2_HUMAN","Fibroblast growth factor receptor 2 (FGFR2)","Successful target"
"T58921","PPARG","P37231","Advanced solid tumour","Combination drug (small molecular drug)","PPARG_HUMAN","Peroxisome proliferator-activated receptor gamma (PPAR-gamma)","Successful target"
"T59102","PDGFRB","P09619","Solid tumour/cancer","Small molecular drug","PGFRB_HUMAN","Platelet-derived growth factor receptor beta (PDGFRB)","Successful target"
"T59102","PDGFRB","P09619","Hepatocellular carcinoma","Small molecular drug","PGFRB_HUMAN","Platelet-derived growth factor receptor beta (PDGFRB)","Successful target"
"T59102","PDGFRB","P09619","Renal cell carcinoma","Small molecular drug","PGFRB_HUMAN","Platelet-derived growth factor receptor beta (PDGFRB)","Successful target"
"T59328","EGFR","P00533","Colon cancer","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","HER2-positive breast cancer","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Head and neck cancer","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Gastric adenocarcinoma","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Esophageal cancer","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Pancreatic cancer","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Non-small-cell lung cancer","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Solid tumour/cancer","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Breast cancer","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Renal cell carcinoma","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Metastatic biliary tract neoplasms","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Lung cancer","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Chronic lymphocytic leukaemia","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Urethral cancer","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59328","EGFR","P00533","Hepatocellular carcinoma","Small molecular drug","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","Successful target"
"T59480","KRAS","P01116","Non-small-cell lung cancer","Small molecular drug","RASK_HUMAN","KRAS G12C mutant (KRAS G12C)","Successful target"
"T59480","KRAS","P01116","Non-small-cell lung cancer","Small molecule","RASK_HUMAN","KRAS G12C mutant (KRAS G12C)","Successful target"
"T59480","KRAS","P01116","Solid tumour/cancer","Small molecular drug","RASK_HUMAN","KRAS G12C mutant (KRAS G12C)","Successful target"
"T59631","PDCD1","Q15116","Solid tumour/cancer","Small molecule immunotherapy ","PDCD1_HUMAN","Programmed cell death protein 1 (PD-1)","Successful target"
"T60077","RXRB","P28702","Kaposi sarcoma","Small molecular drug","RXRB_HUMAN","Retinoic acid receptor RXR-beta (RXRB)","Successful target"
"T60529","PTGS1","P23219","Solid tumour/cancer","Small molecular drug","PGH1_HUMAN","Prostaglandin G/H synthase 1 (COX-1)","Successful target"
"T60529","PTGS1","P23219","Colorectal cancer","Small molecular drug","PGH1_HUMAN","Prostaglandin G/H synthase 1 (COX-1)","Successful target"
"T60631","RET","P07949","Aggressive cancer","Small molecule","RET_HUMAN","Proto-oncogene c-Ret (RET)","Successful target"
"T60631","RET","P07949","Acute lymphoblastic leukaemia","Small molecular drug","RET_HUMAN","Proto-oncogene c-Ret (RET)","Successful target"
"T60631","RET","P07949","Metastatic colorectal cancer","Small molecular drug","RET_HUMAN","Proto-oncogene c-Ret (RET)","Successful target"
"T60631","RET","P07949","Solid tumour/cancer","Small molecular drug","RET_HUMAN","Proto-oncogene c-Ret (RET)","Successful target"
"T61400","DHODH","Q02127","Acute myeloid leukaemia","Small molecular drug","PYRD_HUMAN","Dihydroorotate dehydrogenase (DHODH)","Successful target"
"T61657","RARB","P10826","Kaposi sarcoma","Small molecular drug","RARB_HUMAN","Retinoic acid receptor beta (RARB)","Successful target"
"T61657","RARB","P10826","T-cell leukaemia","Small molecular drug","RARB_HUMAN","Retinoic acid receptor beta (RARB)","Successful target"
"T62151",NA,NA,"Prostate cancer","Small molecular drug","NOUNIPROTAC","Monoamine oxidase (MAO)","Successful target"
"T62431","SYK","P43405","Acute myeloid leukaemia","Small molecular drug","KSYK_HUMAN","Tyrosine-protein kinase SYK (SYK)","Successful target"
"T62431","SYK","P43405","Solid tumour/cancer","Small molecular drug","KSYK_HUMAN","Tyrosine-protein kinase SYK (SYK)","Successful target"
"T62431","SYK","P43405","Chronic lymphocytic leukaemia","Small molecular drug","KSYK_HUMAN","Tyrosine-protein kinase SYK (SYK)","Successful target"
"T62460","JAK1","P23458","Non-small-cell lung cancer","Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Malignant neoplasm","Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Pancreatic cancer","Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T63505","ABL1","P00519","Acute lymphoblastic leukaemia","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Chronic myeloid leukaemia","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Breast cancer","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Acute myeloid leukaemia","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Solid tumour/cancer","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Chronic myelogenous leukaemia","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Hematologic tumour","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Osteosarcoma","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63966","FLT1","P17948","Solid tumour/cancer","Small molecular drug","VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","Renal cell carcinoma","Small molecular drug","VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T64258","MAP1A; MAP1B",NA,"Solid tumour/cancer","Small molecular drug","MAP1A_HUMAN; MAP1B_HUMAN","Microtubule-associated protein (MAP)","Successful target"
"T64795","CACNA1G","O43497","Solid tumour/cancer","Small molecular drug","CAC1G_HUMAN","Voltage-gated calcium channel alpha Cav3.1 (CACNA1G)","Successful target"
"T64795","CACNA1G","O43497","Pancreatic cancer","Small molecular drug","CAC1G_HUMAN","Voltage-gated calcium channel alpha Cav3.1 (CACNA1G)","Successful target"
"T65236","GPER1","Q99527","Solid tumour/cancer","Small molecular drug","GPER1_HUMAN","G-protein coupled estrogen receptor 1 (GPER1)","Successful target"
"T65755",NA,NA,"Colorectal cancer","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65755",NA,NA,"Ovarian cancer","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65755",NA,NA,"Acute myelogenous leukaemia","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65755",NA,NA,"Renal cell carcinoma","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65755",NA,NA,"Acute myeloid leukaemia","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65755",NA,NA,"Merkel cell carcinoma","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65755",NA,NA,"Gynecologic cancer","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65755",NA,NA,"Non-small-cell lung cancer","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65755",NA,NA,"Hematologic tumour","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65755",NA,NA,"Breast cancer","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65755",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65755",NA,NA,"leukaemia","Small molecular drug","NOUNIPROTAC","Histone deacetylase (HDAC)","Successful target"
"T65868",NA,NA,"Lung cancer","Small molecular drug","NOUNIPROTAC","RNA synthesis (hRNA synth)","Successful target"
"T65868",NA,NA,"Testicular cancer","Small molecular drug","NOUNIPROTAC","RNA synthesis (hRNA synth)","Successful target"
"T65868",NA,NA,"Ovarian cancer","Small molecular drug","NOUNIPROTAC","RNA synthesis (hRNA synth)","Successful target"
"T65868",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","RNA synthesis (hRNA synth)","Successful target"
"T66505","SMO","Q99835","Basal cell carcinoma","Small molecular drug","SMO_HUMAN","Smoothened homolog (SMO)","Successful target"
"T66505","SMO","Q99835","Chronic myelomonocytic leukaemia","Small molecular drug","SMO_HUMAN","Smoothened homolog (SMO)","Successful target"
"T66505","SMO","Q99835","Solid tumour/cancer","Small molecular drug","SMO_HUMAN","Smoothened homolog (SMO)","Successful target"
"T66505","SMO","Q99835","Skin cancer","Small molecular drug","SMO_HUMAN","Smoothened homolog (SMO)","Successful target"
"T66505","SMO","Q99835","Ovarian cancer","Small molecular drug","SMO_HUMAN","Smoothened homolog (SMO)","Successful target"
"T66505","SMO","Q99835","Primitive neuroectodermal tumour medulloblastoma","Small molecular drug","SMO_HUMAN","Smoothened homolog (SMO)","Successful target"
"T66665","PTGS2","P35354","Metastatic colorectal cancer","Small molecular drug","PGH2_HUMAN","Prostaglandin G/H synthase 2 (COX-2)","Successful target"
"T66665","PTGS2","P35354","Non-small-cell lung cancer","Small molecular drug","PGH2_HUMAN","Prostaglandin G/H synthase 2 (COX-2)","Successful target"
"T66665","PTGS2","P35354","Pancreatic cancer","Small molecular drug","PGH2_HUMAN","Prostaglandin G/H synthase 2 (COX-2)","Successful target"
"T66665","PTGS2","P35354","Solid tumour/cancer","Small molecular drug","PGH2_HUMAN","Prostaglandin G/H synthase 2 (COX-2)","Successful target"
"T67162","DRD2","P14416","Breast cancer","Small molecular drug","DRD2_HUMAN","Dopamine D2 receptor (D2R)","Successful target"
"T67162","DRD2","P14416","Pancreatic cancer","Small molecular drug","DRD2_HUMAN","Dopamine D2 receptor (D2R)","Successful target"
"T67162","DRD2","P14416","Brain and central nervous system tumour","Small molecular drug","DRD2_HUMAN","Dopamine D2 receptor (D2R)","Successful target"
"T67162","DRD2","P14416","Pituitary adenoma","Small molecular drug","DRD2_HUMAN","Dopamine D2 receptor (D2R)","Successful target"
"T67619","AKT1","P31749","Prostate cancer","Small molecular drug","AKT1_HUMAN","RAC-alpha serine/threonine-protein kinase (AKT1)","Successful target"
"T67619","AKT1","P31749","Gastric adenocarcinoma","Small molecular drug","AKT1_HUMAN","RAC-alpha serine/threonine-protein kinase (AKT1)","Successful target"
"T67619","AKT1","P31749","Colorectal cancer","Small molecular drug","AKT1_HUMAN","RAC-alpha serine/threonine-protein kinase (AKT1)","Successful target"
"T67619","AKT1","P31749","Breast cancer","Small molecular drug","AKT1_HUMAN","RAC-alpha serine/threonine-protein kinase (AKT1)","Successful target"
"T67619","AKT1","P31749","leukaemia","Small molecular drug","AKT1_HUMAN","RAC-alpha serine/threonine-protein kinase (AKT1)","Successful target"
"T67619","AKT1","P31749","Triple negative breast cancer","Small molecular drug","AKT1_HUMAN","RAC-alpha serine/threonine-protein kinase (AKT1)","Successful target"
"T67619","AKT1","P31749","Solid tumour/cancer","Small molecular drug","AKT1_HUMAN","RAC-alpha serine/threonine-protein kinase (AKT1)","Successful target"
"T67849","PIK3CD","O00329","Chronic lymphocytic leukaemia","Small molecule","PK3CD_HUMAN","PI3-kinase delta (PIK3CD)","Successful target"
"T67849","PIK3CD","O00329","Colorectal cancer","Small molecular drug","PK3CD_HUMAN","PI3-kinase delta (PIK3CD)","Successful target"
"T67849","PIK3CD","O00329","Solid tumour/cancer","Small molecular drug","PK3CD_HUMAN","PI3-kinase delta (PIK3CD)","Successful target"
"T67849","PIK3CD","O00329","Chronic lymphocytic leukaemia","Small molecular drug","PK3CD_HUMAN","PI3-kinase delta (PIK3CD)","Successful target"
"T67849","PIK3CD","O00329","Stomach cancer","Small molecular drug","PK3CD_HUMAN","PI3-kinase delta (PIK3CD)","Successful target"
"T67849","PIK3CD","O00329","Breast cancer","Small molecular drug","PK3CD_HUMAN","PI3-kinase delta (PIK3CD)","Successful target"
"T67952",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Potassium channel unspecific (KC)","Successful target"
"T68066","ESRRA; ESRRB; ESRRG",NA,"Solid tumour/cancer","Small molecular drug","ERR1_HUMAN; ERR2_HUMAN; ERR3_HUMAN","Steroid hormone receptor ERR (ESRR)","Successful target"
"T68251","MMP2","P08253","Pancreatic cancer","Small molecular drug","MMP2_HUMAN","Matrix metalloproteinase-2 (MMP-2)","Successful target"
"T68251","MMP2","P08253","Prostate cancer","Small molecular drug","MMP2_HUMAN","Matrix metalloproteinase-2 (MMP-2)","Successful target"
"T68251","MMP2","P08253","Kaposi sarcoma","Small molecular drug","MMP2_HUMAN","Matrix metalloproteinase-2 (MMP-2)","Successful target"
"T68251","MMP2","P08253","Brain cancer","Small molecular drug","MMP2_HUMAN","Matrix metalloproteinase-2 (MMP-2)","Successful target"
"T68251","MMP2","P08253","Solid tumour/cancer","Small molecular drug","MMP2_HUMAN","Matrix metalloproteinase-2 (MMP-2)","Successful target"
"T68251","MMP2","P08253","Ovarian cancer","Small molecular drug","MMP2_HUMAN","Matrix metalloproteinase-2 (MMP-2)","Successful target"
"T68251","MMP2","P08253","Lung cancer","Small molecular drug","MMP2_HUMAN","Matrix metalloproteinase-2 (MMP-2)","Successful target"
"T68251","MMP2","P08253","Non-small-cell lung cancer","Small molecular drug","MMP2_HUMAN","Matrix metalloproteinase-2 (MMP-2)","Successful target"
"T68536",NA,NA,"Acute lymphoblastic leukaemia","Small molecular drug","NOUNIPROTAC","Tubulin beta (TUBB)","Successful target"
"T68536",NA,NA,"Non-small-cell lung cancer","Small molecular drug","NOUNIPROTAC","Tubulin beta (TUBB)","Successful target"
"T68536",NA,NA,"Brain metastases","Small molecular drug","NOUNIPROTAC","Tubulin beta (TUBB)","Successful target"
"T68536",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Tubulin beta (TUBB)","Successful target"
"T68536",NA,NA,"Ovarian cancer","Small molecular drug","NOUNIPROTAC","Tubulin beta (TUBB)","Successful target"
"T68536",NA,NA,"Breast cancer","Small molecular drug","NOUNIPROTAC","Tubulin beta (TUBB)","Successful target"
"T68536",NA,NA,"Pancreatic cancer","Small molecular drug","NOUNIPROTAC","Tubulin beta (TUBB)","Successful target"
"T68536",NA,NA,"Gastric adenocarcinoma","Small molecular drug","NOUNIPROTAC","Tubulin beta (TUBB)","Successful target"
"T68547","HDAC1","Q13547","Breast cancer","Small molecular drug","HDAC1_HUMAN","Histone deacetylase 1 (HDAC1)","Successful target"
"T68547","HDAC1","Q13547","leukaemia","Small molecular drug","HDAC1_HUMAN","Histone deacetylase 1 (HDAC1)","Successful target"
"T68547","HDAC1","Q13547","Renal cell carcinoma","Small molecular drug","HDAC1_HUMAN","Histone deacetylase 1 (HDAC1)","Successful target"
"T68547","HDAC1","Q13547","Acute myeloid leukaemia","Small molecular drug","HDAC1_HUMAN","Histone deacetylase 1 (HDAC1)","Successful target"
"T68547","HDAC1","Q13547","Ovarian cancer","Small molecular drug","HDAC1_HUMAN","Histone deacetylase 1 (HDAC1)","Successful target"
"T68547","HDAC1","Q13547","Colorectal cancer","Small molecular drug","HDAC1_HUMAN","Histone deacetylase 1 (HDAC1)","Successful target"
"T68547","HDAC1","Q13547","Non-small-cell lung cancer","Small molecular drug","HDAC1_HUMAN","Histone deacetylase 1 (HDAC1)","Successful target"
"T68547","HDAC1","Q13547","Solid tumour/cancer","Small molecular drug","HDAC1_HUMAN","Histone deacetylase 1 (HDAC1)","Successful target"
"T68547","HDAC1","Q13547","Merkel cell carcinoma","Small molecular drug","HDAC1_HUMAN","Histone deacetylase 1 (HDAC1)","Successful target"
"T68547","HDAC1","Q13547","Hepatocellular carcinoma","Small molecular drug","HDAC1_HUMAN","Histone deacetylase 1 (HDAC1)","Successful target"
"T69128","ROS1","P08922","Non-small-cell lung cancer","Small molecular drug","ROS1_HUMAN","Proto-oncogene c-Ros (ROS1)","Successful target"
"T69128","ROS1","P08922","Solid tumour/cancer","Small molecular drug","ROS1_HUMAN","Proto-oncogene c-Ros (ROS1)","Successful target"
"T69128","ROS1","P08922","Colorectal cancer","Small molecular drug","ROS1_HUMAN","Proto-oncogene c-Ros (ROS1)","Successful target"
"T69128","ROS1","P08922","Brain metastases","Small molecular drug","ROS1_HUMAN","Proto-oncogene c-Ros (ROS1)","Successful target"
"T69128","ROS1","P08922","Mammary analogue secretory carcinoma","Small molecular drug","ROS1_HUMAN","Proto-oncogene c-Ros (ROS1)","Successful target"
"T69189",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Hedgehog signaling pathway (HS pathway)","Successful target"
"T69189",NA,NA,"Chronic myelomonocytic leukaemia","Small molecular drug","NOUNIPROTAC","Hedgehog signaling pathway (HS pathway)","Successful target"
"T69494",NA,NA,"Cancer related pain","Small molecular drug","NOUNIPROTAC","N-methyl-D-aspartate receptor (NMDAR)","Successful target"
"T69563","IDH1","O75874","Solid tumour/cancer","Small molecular drug","IDHC_HUMAN","Oxalosuccinate decarboxylase (IDH1)","Successful target"
"T69707",NA,NA,"Small-cell lung cancer","Small molecular drug","NOUNIPROTAC","Proteasome (PS)","Successful target"
"T69707",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Proteasome (PS)","Successful target"
"T71266","AKT3","Q9Y243","Nasopharyngeal carcinoma","Small molecular drug","AKT3_HUMAN","RAC-gamma serine/threonine-protein kinase (AKT3)","Successful target"
"T71266","AKT3","Q9Y243","Colorectal cancer","Small molecular drug","AKT3_HUMAN","RAC-gamma serine/threonine-protein kinase (AKT3)","Successful target"
"T71266","AKT3","Q9Y243","Breast cancer","Small molecular drug","AKT3_HUMAN","RAC-gamma serine/threonine-protein kinase (AKT3)","Successful target"
"T71266","AKT3","Q9Y243","Rectal adenocarcinoma","Small molecular drug","AKT3_HUMAN","RAC-gamma serine/threonine-protein kinase (AKT3)","Successful target"
"T71266","AKT3","Q9Y243","Triple negative breast cancer","Small molecular drug","AKT3_HUMAN","RAC-gamma serine/threonine-protein kinase (AKT3)","Successful target"
"T71266","AKT3","Q9Y243","Solid tumour/cancer","Small molecular drug","AKT3_HUMAN","RAC-gamma serine/threonine-protein kinase (AKT3)","Successful target"
"T71266","AKT3","Q9Y243","Acute myeloid leukaemia","Small molecular drug","AKT3_HUMAN","RAC-gamma serine/threonine-protein kinase (AKT3)","Successful target"
"T71398",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Guanylate cyclase (GC)","Successful target"
"T71536",NA,NA,"leukaemia","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid minor groove (hDNA min)","Successful target"
"T71536",NA,NA,"Breast cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid minor groove (hDNA min)","Successful target"
"T71536",NA,NA,"Endometrial cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid minor groove (hDNA min)","Successful target"
"T71536",NA,NA,"Small-cell lung cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid minor groove (hDNA min)","Successful target"
"T71536",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid minor groove (hDNA min)","Successful target"
"T71536",NA,NA,"Ovarian cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid minor groove (hDNA min)","Successful target"
"T72168","NR3C2","P08235","Solid tumour/cancer","Small molecular drug","MCR_HUMAN","Mineralocorticoid receptor  (MR)","Successful target"
"T72458","MC4R","P32245","Breast cancer","Small molecular drug","MC4R_HUMAN","Melanocortin receptor 4 (MC4R)","Successful target"
"T73342","RIR",NA,"Solid tumour/cancer","Small molecular drug","RIR1_HUMAN; RIR2_HUMAN; RIR2B_HUMAN","Ribonucleotide reductase (RIR)","Successful target"
"T73342","RIR",NA,"Acute lymphoblastic leukaemia","Small molecular drug","RIR1_HUMAN; RIR2_HUMAN; RIR2B_HUMAN","Ribonucleotide reductase (RIR)","Successful target"
"T73342","RIR",NA,"Bladder cancer","Small molecular drug","RIR1_HUMAN; RIR2_HUMAN; RIR2B_HUMAN","Ribonucleotide reductase (RIR)","Successful target"
"T73475","MMP7","P09237","Kaposi sarcoma","Small molecular drug","MMP7_HUMAN","Matrix metalloproteinase-7 (MMP-7)","Successful target"
"T73475","MMP7","P09237","Prostate cancer","Small molecular drug","MMP7_HUMAN","Matrix metalloproteinase-7 (MMP-7)","Successful target"
"T73475","MMP7","P09237","Solid tumour/cancer","Small molecular drug","MMP7_HUMAN","Matrix metalloproteinase-7 (MMP-7)","Successful target"
"T73475","MMP7","P09237","Lung cancer","Small molecular drug","MMP7_HUMAN","Matrix metalloproteinase-7 (MMP-7)","Successful target"
"T73475","MMP7","P09237","Brain cancer","Small molecular drug","MMP7_HUMAN","Matrix metalloproteinase-7 (MMP-7)","Successful target"
"T73475","MMP7","P09237","Pancreatic cancer","Small molecular drug","MMP7_HUMAN","Matrix metalloproteinase-7 (MMP-7)","Successful target"
"T73475","MMP7","P09237","Non-small-cell lung cancer","Small molecular drug","MMP7_HUMAN","Matrix metalloproteinase-7 (MMP-7)","Successful target"
"T73726","Candi ERG11",NA,"Solid tumour/cancer","Small molecular drug","CP51_CANAL","Candida Cytochrome P450 51 (Candi ERG11)","Successful target"
"T74312","FLT3","P36888","Solid tumour/cancer","Small molecular drug","FLT3_HUMAN","Fms-like tyrosine kinase 3 (FLT-3)","Successful target"
"T74312","FLT3","P36888","Chronic myelomonocytic leukaemia","Small molecular drug","FLT3_HUMAN","Fms-like tyrosine kinase 3 (FLT-3)","Successful target"
"T74312","FLT3","P36888","Colorectal cancer","Small molecular drug","FLT3_HUMAN","Fms-like tyrosine kinase 3 (FLT-3)","Successful target"
"T74312","FLT3","P36888","Myeloid leukaemia","Small molecular drug","FLT3_HUMAN","Fms-like tyrosine kinase 3 (FLT-3)","Successful target"
"T74312","FLT3","P36888","Acute lymphoblastic leukaemia","Small molecular drug","FLT3_HUMAN","Fms-like tyrosine kinase 3 (FLT-3)","Successful target"
"T74312","FLT3","P36888","leukaemia","Small molecular drug","FLT3_HUMAN","Fms-like tyrosine kinase 3 (FLT-3)","Successful target"
"T74312","FLT3","P36888","Acute myeloid leukaemia","Small molecular drug","FLT3_HUMAN","Fms-like tyrosine kinase 3 (FLT-3)","Successful target"
"T74312","FLT3","P36888","Non-small-cell lung cancer","Small molecular drug","FLT3_HUMAN","Fms-like tyrosine kinase 3 (FLT-3)","Successful target"
"T74312","FLT3","P36888","Ovarian cancer","Small molecular drug","FLT3_HUMAN","Fms-like tyrosine kinase 3 (FLT-3)","Successful target"
"T74363","PLAUR","Q03405","Pancreatic cancer","Small molecular drug","UPAR_HUMAN","Urokinase plasminogen activator surface receptor (PLAUR)","Successful target"
"T75243","MTOR","P42345","Solid tumour/cancer","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75243","MTOR","P42345","Hepatocellular carcinoma","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75243","MTOR","P42345","Chronic myelomonocytic leukaemia","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75243","MTOR","P42345","Endometrial cancer","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
