"TARGETID","all_target_genes","uniprotswissprot","DRUGNAME","INDICATION","DRUGTYPE","UNIPROID","TARGNAME","TARGTYPE"
"T62460","JAK1","P23458","AZD4604","Asthma","Small molecule","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Ruxolitinib","Atopic dermatitis","Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Cerdulatinib","Atopic dermatitis",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458",NA,NA,NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Ruxolitinib","Vitiligo","Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Upadacitinib","Ulcerative colitis",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Upadacitinib","Atopic dermatitis",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","GDC-0214","Asthma","Small molecule","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","INCB47986","Rheumatoid arthritis",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","ALXN2075","Non-hodgkin lymphoma","Small molecule","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","PF-06700841","Asthma",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","ATI-502","Alopecia","Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","ASP-015K","Psoriasis vulgaris","Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","A223","Rheumatoid arthritis","Small molecule","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Cerdulatinib","Vitiligo",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","GLPG-0634","Crohn disease","Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Upadacitinib","Crohn disease",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","GSK2586184","Arthritis",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","AZD0449","Asthma",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Upadacitinib","Psoriatic arthritis",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","PF-06700841","Plaque psoriasis",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Momelotinib","Thrombocythemia","Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","ATI-501","Alopecia","Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","GLPG-0634","Rheumatoid arthritis","Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458",NA,NA,"Small molecular drug","JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62460","JAK1","P23458","Cerdulatinib","Non-hodgkin lymphoma",NA,"JAK1_HUMAN","Janus kinase 1 (JAK-1)","Successful target"
"T62501",NA,NA,"Glucarpidase","Delayed methotrexate clearance","Small molecular drug","NOUNIPROTAC","Toxic methotrexate (TM)","Successful target"
"T62905","SLC5A6","Q9Y289","Gabapentin enacarbil","Alcohol dependence","Small molecular drug","SC5A6_HUMAN","Sodium-dependent multivitamin transporter (SLC5A6)","Successful target"
"T62945",NA,NA,"Tolperisone","Muscle spasm","Small molecular drug","NOUNIPROTAC","Voltage-gated calcium channel (Cav)","Successful target"
"T62945",NA,NA,"GCC-1290K","Parkinson disease",NA,"NOUNIPROTAC","Voltage-gated calcium channel (Cav)","Successful target"
"T62945",NA,NA,"Eperisone","Muscle spasm","Small molecular drug","NOUNIPROTAC","Voltage-gated calcium channel (Cav)","Successful target"
"T63068","ALB","P02768","Activated recombinant FVII-albumin fusion protein","Hemophilia",NA,"ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","Gadofosveset","Imaging","Small molecular drug","ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","Albumin Human","Hypoalbuminemia",NA,"ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","SPI-1005","Reperfusion injury","Small molecular drug","ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","Vobarilizumab","Systemic lupus erythematosus","Antibody","ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","RU-101","Xerophthalmia",NA,"ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","Vobarilizumab","Rheumatoid arthritis","Antibody","ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","Oxyphenbutazone","Arthritis","Small molecular drug","ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","Bismuth","Diarrhea","Small molecular drug","ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","Iodipamide","Gallbladder disease","Small molecular drug","ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","Sodium lauryl sulfate","Constipation","Small molecular drug","ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","Gadobenate Dimeglumine","Schizophrenia","Small molecular drug","ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63068","ALB","P02768","EVANS BLUE","Abdominal aortic aneurysm","Small molecular drug","ALBU_HUMAN","Serum albumin (ALB)","Successful target"
"T63140","Bact lmrP",NA,"Quinupristin","Bacterial infection","Small molecular drug","Q9CDQ3_LACLA","Bacterial Integral membrane LmrP (Bact lmrP)","Successful target"
"T63155","PKLR","P30613","RP-L301","Pyruvate kinase deficiency","Gene therapy","KPYR_HUMAN","Pyruvate kinase PKLR (PKLR)","Successful target"
"T63155","PKLR","P30613","Olipudase alfa","Sphingolipidosis",NA,"KPYR_HUMAN","Pyruvate kinase PKLR (PKLR)","Successful target"
"T63155","PKLR","P30613","Mitapivat","Pyruvate kinase deficiency",NA,"KPYR_HUMAN","Pyruvate kinase PKLR (PKLR)","Successful target"
"T63155","PKLR","P30613","Mitapivat","Hereditary haemolytic anemia",NA,"KPYR_HUMAN","Pyruvate kinase PKLR (PKLR)","Successful target"
"T63155","PKLR","P30613","Olipudase alfa","Gaucher disease",NA,"KPYR_HUMAN","Pyruvate kinase PKLR (PKLR)","Successful target"
"T63156","MAN2B1","O00754","Velmanase alfa","Alpha-mannosidosis",NA,"MA2B1_HUMAN","Lysosomal alpha-mannosidase (MAN2B1)","Successful target"
"T63158","SMPD1","P17405","Olipudase alfa","Gaucher disease",NA,"ASM_HUMAN","Sphingomyelin phosphodiesterase (SMPD1)","Successful target"
"T63158","SMPD1","P17405","Olipudase alfa","Sphingolipidosis",NA,"ASM_HUMAN","Sphingomyelin phosphodiesterase (SMPD1)","Successful target"
"T63484","G6PD","P11413",NA,NA,"Small molecular drug","G6PD_HUMAN","Glucose-6-phosphate dehydrogenase (G6PD)","Successful target"
"T63484","G6PD","P11413","Prasterone","Cardiovascular disease","Small molecular drug","G6PD_HUMAN","Glucose-6-phosphate dehydrogenase (G6PD)","Successful target"
"T63484","G6PD","P11413","CBF-BS2","Rheumatoid arthritis",NA,"G6PD_HUMAN","Glucose-6-phosphate dehydrogenase (G6PD)","Successful target"
"T63484","G6PD","P11413","Prasterone","Chronic obstructive pulmonary disease","Small molecular drug","G6PD_HUMAN","Glucose-6-phosphate dehydrogenase (G6PD)","Successful target"
"T63505","ABL1","P00519","Ponatinib","Acute lymphoblastic leukaemia","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","SKI-758","Ischemia","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","IkT-148009","Parkinson disease",NA,"ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Adenosine triphosphate","Bradycardia","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Flumatinib","Chronic myelogenous leukaemia","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","ISIS-CRP","Inflammation","Antisense drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Bosutinib","Breast cancer","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","DCC-2036","Breast cancer","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","KW-2449","Acute myeloid leukaemia","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Saracatinib","Solid tumour/cancer","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519",NA,NA,"Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","ISIS-CRP","Cardiovascular disease","Antisense drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Adenosine triphosphate","Heart disease","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","MC-2001","leukaemia",NA,"ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Saracatinib","Osteosarcoma","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","DCC-2036","Acute lymphoblastic leukaemia","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","DCC-2036","Chronic myeloid leukaemia","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Saracatinib","Hematologic tumour","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63505","ABL1","P00519","Adenosine triphosphate","Malnutrition","Small molecular drug","ABL1_HUMAN","Tyrosine-protein kinase ABL1 (ABL)","Successful target"
"T63598","Pedhc nAChR",NA,"Spinosad","Head and body lice","Small molecular drug","E0VDF4_PEDHC","Pediculus humanus Nicotinic acetylcholine receptor (Pedhc nAChR)","Successful target"
"T63609","ADCY1","Q08828","Adenosine monophosphate","Malnutrition","Small molecular drug","ADCY1_HUMAN","Adenylate cyclase type 1 (ADCY1)","Successful target"
"T63934","IFNA2","P01563","Albinterferon alfa-2b","Hepatitis C virus infection",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","P-1101","Essential thrombocythemia",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","CIGB-128","Basal cell carcinoma",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","Novaferon","Colorectal cancer",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","Peginterferon alfa-2a","Hairy cell leukaemia",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","Hebergel","Virus infection",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","Interferon Alfa-2b","Melanoma","Small molecular drug","IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","P-1101","Hepatitis B virus infection",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","Interferon alpha-2b","Hepatitis C virus infection",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","HAp-IFN","Hepatitis C virus infection",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","P-1101","Myelofibrosis",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","Interferon alpha 2a","Hepatitis C virus infection",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","Peginterferon alfa-2b","Hepatitis C virus infection",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","Instiladrin","Bladder cancer",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563",NA,NA,NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63934","IFNA2","P01563","SCH-721015","Mesothelioma",NA,"IFNA2_HUMAN","Interferon-alpha 2 (IFNA2)","Successful target"
"T63966","FLT1","P17948","Tivozanib","Renal cell carcinoma","Small molecular drug","VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","Telbermin","Diabetic foot ulcer",NA,"VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","Sulfatinib","Neuroendocrine cancer",NA,"VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","CEP-11981","Solid tumour/cancer","Small molecular drug","VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","LY3012212","Arteriosclerosis",NA,"VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","OCV-101","Pancreatic cancer",NA,"VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","Angiozyme","Solid tumour/cancer",NA,"VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948",NA,NA,"Small molecular drug","VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","Sulfatinib","Solid tumour/cancer",NA,"VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","EW-A-401","Peripheral vascular disease",NA,"VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","LY3012212","Bladder cancer",NA,"VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","Famitinib","Solid tumour/cancer","Small molecular drug","VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","X-82","Age-related macular degeneration",NA,"VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","E-3810","Solid tumour/cancer","Small molecular drug","VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","OTSGC-A24","Colorectal cancer","Vaccine","VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","X-82","Macular degeneration",NA,"VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63966","FLT1","P17948","X-82","Solid tumour/cancer",NA,"VGFR1_HUMAN","Vascular endothelial growth factor receptor 1 (FLT-1)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"TC-2696","Pain",NA,"ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"Ispronicline","Alzheimer disease","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"Metocurine Iodide","Anaesthesia","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"A-366833","Pain","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"Ispronicline","Schizophrenia","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"TC-6499-12","Irritable bowel syndrome",NA,"ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"CP-601927","Gastrointestinal disease","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"SIB-1508Y","Parkinson disease","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"Sofinicline","Attention deficit hyperactivity disorder","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"ABT-089","Attention deficit hyperactivity disorder","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"Dianicline","Tobacco dependence","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"ABT-089","Anxiety disorder","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"ABT-089","Schizophrenia","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"Varenicline","Smoking dependence","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"SUVN 911","Major depressive disorder","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"AZD-1446","Alzheimer disease","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"TC-2216","Mood disorder","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T63967","CHRNA4-CHRNB2",NA,"ABT-089","Dementia","Small molecular drug","ACHA4_HUMAN; ACHB2_HUMAN","Neuronal acetylcholine receptor alpha-4/beta-2 (CHRNA4/B2)","Successful target"
"T64258","MAP1A; MAP1B",NA,"RG7304","Solid tumour/cancer",NA,"MAP1A_HUMAN; MAP1B_HUMAN","Microtubule-associated protein (MAP)","Successful target"
"T64258","MAP1A; MAP1B",NA,NA,NA,"Small molecular drug","MAP1A_HUMAN; MAP1B_HUMAN","Microtubule-associated protein (MAP)","Successful target"
"T64258","MAP1A; MAP1B",NA,"Demecolcine","Solid tumour/cancer","Small molecular drug","MAP1A_HUMAN; MAP1B_HUMAN","Microtubule-associated protein (MAP)","Successful target"
"T64382",NA,NA,"[3H]CGS8216","Inflammation","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Phenylbutyrate","Urea cycle disorder","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Piperazine","Ascariasis","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Gedocarnil","Anxiety disorder","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"CGS-17867A","Alcohol dependence","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,NA,NA,NA,"NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"ELTANOLONE","Premenstrual syndrome","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Phentermine+topiramate","Obesity","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Allopregnanolone","Postpartum depression","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"XR-368","Anxiety disorder",NA,"NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"BL-1020","Schizophrenia","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Allopregnanolone","Essential tremor or related tremors","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"PIKAMILONE","Anxiety disorder","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Phenobarbital","Seizure disorder","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Dezinamide","Epileptic seizures","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"U-90042","Anxiety disorder","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Clonazepam","Epilepsy","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"C-202","Epilepsy",NA,"NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"THIOCOLCHICOSIDE","Muscle spasm","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Dextofisopam","Irritable bowel syndrome","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"ZK-93423","Epileptic seizures","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Piperazine","Enterobiasis","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Clonazepam","Seizure disorder","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,NA,NA,"Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"U-78875","Anxiety disorder","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Moxidectin ","River blindness",NA,"NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Moxidectin ","Onchocerciasis",NA,"NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Allopregnanolone","Depression","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Allopregnanolone","Status epilepticus seizure","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"Alpidem","Anxiety disorder","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"DP-VPA","Bipolar disorder",NA,"NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"BNC-210","Anxiety disorder",NA,"NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64382",NA,NA,"GSK683699","Inflammatory bowel disease","Small molecular drug","NOUNIPROTAC","Gamma-aminobutyric acid receptor (GAR)","Successful target"
"T64410","Bact vanYB",NA,"B-Lactams","Bacterial infection","Small molecular drug","VANY_ENTFA","Bacterial DD-carboxypeptidase (Bact vanYB)","Successful target"
"T64410","Bact vanYB",NA,NA,NA,NA,"VANY_ENTFA","Bacterial DD-carboxypeptidase (Bact vanYB)","Successful target"
"T64410","Bact vanYB",NA,"TD-1792","Gram-positive bacterial infection","Small molecular drug","VANY_ENTFA","Bacterial DD-carboxypeptidase (Bact vanYB)","Successful target"
"T64410","Bact vanYB",NA,"Cefotaxime","Bacterial infection","Small molecular drug","VANY_ENTFA","Bacterial DD-carboxypeptidase (Bact vanYB)","Successful target"
"T64410","Bact vanYB",NA,"Cephalosporin","Bacterial infection","Small molecular drug","VANY_ENTFA","Bacterial DD-carboxypeptidase (Bact vanYB)","Successful target"
"T64410","Bact vanYB",NA,"TD-1792","Skin infection","Small molecular drug","VANY_ENTFA","Bacterial DD-carboxypeptidase (Bact vanYB)","Successful target"
"T64410","Bact vanYB",NA,NA,NA,"Small molecular drug","VANY_ENTFA","Bacterial DD-carboxypeptidase (Bact vanYB)","Successful target"
"T64410","Bact vanYB",NA,"Cefalotin","Bacterial infection","Small molecular drug","VANY_ENTFA","Bacterial DD-carboxypeptidase (Bact vanYB)","Successful target"
"T64591","HTR3A","P46098","Procaine","Anaesthesia","Small molecular drug","5HT3A_HUMAN","5-HT 3A receptor (HTR3A)","Successful target"
"T64591","HTR3A","P46098","Norcisapride","Gastroesophageal reflux disease","Small molecular drug","5HT3A_HUMAN","5-HT 3A receptor (HTR3A)","Successful target"
"T64591","HTR3A","P46098","BP4.879a","Schizophrenia","Small molecular drug","5HT3A_HUMAN","5-HT 3A receptor (HTR3A)","Successful target"
"T64591","HTR3A","P46098","AS-8112","Vomiting",NA,"5HT3A_HUMAN","5-HT 3A receptor (HTR3A)","Successful target"
