"","uniprotswissprot","external_gene_name","description","druggability","Fpocket_method","CP_score","PocketMiner_method","highest_score","source"
"7716","Q13360","ZNF177","zinc finger protein 177",0.312,"AF",0.317709523809524,"AF",0.317709523809524,"AF"
"7717","Q13361","MFAP5","microfibril associated protein 5",0.327,"AF",0.68232380952381,"AF",0.68232380952381,"AF"
"7718","Q13362","PPP2R5C","protein phosphatase 2 regulatory subunit B'gamma",0.822,"SM",0.780427272727273,"AF",0.822,"SM"
"7719","Q13363","CTBP1","C-terminal binding protein 1",0.359,"SM",0.547976190476191,"AF",0.547976190476191,"AF"
"7720","Q13367","AP3B2","adaptor related protein complex 3 subunit beta 2",0.886,"AF",0.966895238095238,"AF",0.966895238095238,"AF"
"7721","Q13368","MPP3","MAGUK p55 scaffold protein 3",0.75,"AF",0.44402380952381,"AF",0.75,"AF"
"7722","Q13370","PDE3B","phosphodiesterase 3B",0.99,"AF",0.377404761904762,"AF",0.99,"AF"
"7723","Q13371","PDCL","phosducin like",0.572,"AF",0.974080952380952,"SM",0.974080952380952,"SM"
"7724","Q13387","MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2",0.869,"AF",0.642585714285714,"AF",0.869,"AF"
"7725","Q13393","PLD1","phospholipase D1",0.873,"AF",0.256719047619048,"AF",0.873,"AF"
"7726","Q13394","MAB21L1","mab-21 like 1",0.777,"SM",0.217228571428571,"AF",0.777,"SM"
"7727","Q13395","TARBP1","TAR (HIV-1) RNA binding protein 1",0.483,"SM",0.856371428571429,"AF",0.856371428571429,"AF"
"7728","Q13398","ZNF211","zinc finger protein 211",0.024,"AF",0.227972380952381,"AF",0.227972380952381,"AF"
"7729","Q13401",NA,NA,0.01,"SM",0.712219047619048,"AF",0.712219047619048,"AF"
"7730","Q13402","MYO7A","myosin VIIA",0.682,"AF",0.134887142857143,"AF",0.682,"AF"
"7731","Q13404","UBE2V1","ubiquitin conjugating enzyme E2 V1",0.872,"SM",0.649919047619048,"AF",0.872,"SM"
"7732","Q13405","MRPL49","mitochondrial ribosomal protein L49",0.184,"SM",0.694247619047619,"SM",0.694247619047619,"SM"
"7733","Q13409","DYNC1I2","dynein cytoplasmic 1 intermediate chain 2",0.511,"SM",0.693590909090909,"SM",0.693590909090909,"SM"
"7734","Q13410","BTN1A1","butyrophilin subfamily 1 member A1",0.595,"AF",0.867042857142857,"AF",0.867042857142857,"AF"
"7735","Q13415","ORC1","origin recognition complex subunit 1",0.765,"AF",0.825447619047619,"SM",0.825447619047619,"SM"
"7736","Q13416","ORC2","origin recognition complex subunit 2",0.798,"AF",0.658623529411765,"AF",0.798,"AF"
"7737","Q13418","ILK","integrin linked kinase",0.289,"SM",0.681409090909091,"SM",0.681409090909091,"SM"
"7738","Q13421","MSLN","mesothelin",0.275,"AF",0.8999,"AF",0.8999,"AF"
"7739","Q13423","NNT","nicotinamide nucleotide transhydrogenase",0.93,"SM",0.661785714285714,"SM",0.93,"SM"
"7740","Q13424","SNTA1","syntrophin alpha 1",0.389,"SM",0.507266666666667,"AF",0.507266666666667,"AF"
"7741","Q13425","SNTB2","syntrophin beta 2",0.871,"AF",0.788890909090909,"AF",0.871,"AF"
"7742","Q13426","XRCC4","X-ray repair cross complementing 4",0.835,"AF",0.995380952380952,"AF",0.995380952380952,"AF"
"7743","Q13427","PPIG","peptidylprolyl isomerase G",0.413,"AF",0.902595238095238,"SM",0.902595238095238,"SM"
"7744","Q13432","UNC119","unc-119 lipid binding chaperone",0.85,"AF",0.881885714285714,"AF",0.881885714285714,"AF"
"7745","Q13433","SLC39A6","solute carrier family 39 member 6",0.919,"AF",0.737247619047619,"AF",0.919,"AF"
"7746","Q13434",NA,NA,0.556,"AF",0.92755,"AF",0.92755,"AF"
"7747","Q13435","SF3B2","splicing factor 3b subunit 2",0.824,"AF",0.0956138095238095,"AF",0.824,"AF"
"7748","Q13438","OS9","OS9 endoplasmic reticulum lectin",0.018,"SM",0.911204761904762,"AF",0.911204761904762,"AF"
"7749","Q13439","GOLGA4","golgin A4",0.762,"AF",0.419963636363636,"AF",0.762,"AF"
"7750","Q13442","PDAP1","PDGFA associated protein 1",0.906,"AF",0.727285714285714,"AF",0.906,"AF"
"7751","Q13443","ADAM9","ADAM metallopeptidase domain 9",0.234,"AF",0.884952380952381,"AF",0.884952380952381,"AF"
"7752","Q13444","ADAM15","ADAM metallopeptidase domain 15",0.675,"AF",0.211590476190476,"AF",0.675,"AF"
"7753","Q13445","TMED1","transmembrane p24 trafficking protein 1",0.001,"SM",0.643842857142857,"AF",0.643842857142857,"AF"
"7754","Q13449","LSAMP","limbic system associated membrane protein",0.413,"AF",0.709733333333333,"AF",0.709733333333333,"AF"
"7755","Q13451","FKBP5","FKBP prolyl isomerase 5",0.173,"AF",0.648623809523809,"SM",0.648623809523809,"SM"
"7756","Q13454","TUSC3","tumor suppressor candidate 3",0.723,"AF",0.101939523809524,"SM",0.723,"AF"
"7757","Q13459","MYO9B","myosin IXB",0.957,"AF",0.521180952380952,"AF",0.957,"AF"
"7758","Q13461","FOXE3","forkhead box E3",0.086,"AF",0.193781818181818,"AF",0.193781818181818,"AF"
"7759","Q13464","ROCK1","Rho associated coiled-coil containing protein kinase 1",0.875,"AF",0.23477619047619,"SM",0.875,"AF"
"7760","Q13467","FZD5","frizzled class receptor 5",0.982,"SM",0.259190476190476,"SM",0.982,"SM"
"7761","Q13469","NFATC2","nuclear factor of activated T cells 2",0.215,"AF",0.680580952380952,"AF",0.680580952380952,"AF"
"7762","Q13470","TNK1","tyrosine kinase non receptor 1",0.084,"AF",0.375642857142857,"AF",0.375642857142857,"AF"
"7763","Q13472","TOP3A","DNA topoisomerase III alpha",0.446,"SM",0.729157142857143,"SM",0.729157142857143,"SM"
"7764","Q13474","DRP2","dystrophin related protein 2",0.641,"AF",0.905771428571429,"AF",0.905771428571429,"AF"
"7765","Q13477","MADCAM1","mucosal vascular addressin cell adhesion molecule 1",0.688,"AF",0.6973,"SM",0.6973,"SM"
"7766","Q13478","IL18R1","interleukin 18 receptor 1",0.217,"SM",0.740985714285714,"SM",0.740985714285714,"SM"
"7767","Q13480","GAB1","GRB2 associated binding protein 1",0.806,"AF",0.7037,"AF",0.806,"AF"
"7768","Q13485","SMAD4","SMAD family member 4",0.923,"SM",0.390366666666667,"SM",0.923,"SM"
"7769","Q13487","SNAPC2","small nuclear RNA activating complex polypeptide 2",0.635,"AF",0.849628571428571,"AF",0.849628571428571,"AF"
"7770","Q13488","TCIRG1","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",0.995,"AF",0.293285714285714,"AF",0.995,"AF"
"7771","Q13489","BIRC3","baculoviral IAP repeat containing 3",0.673,"SM",0.626528571428571,"AF",0.673,"SM"
"7772","Q13490","BIRC2","baculoviral IAP repeat containing 2",0.787,"SM",0.948742857142857,"SM",0.948742857142857,"SM"
"7773","Q13491","GPM6B","glycoprotein M6B",0.828,"AF",0.599309523809524,"AF",0.828,"AF"
"7774","Q13492","PICALM","phosphatidylinositol binding clathrin assembly protein",0.305,"SM",0.235153333333333,"AF",0.305,"SM"
"7775","Q13496","MTM1","myotubularin 1",0.575,"SM",0.677219047619048,"SM",0.677219047619048,"SM"
"7776","Q13501","SQSTM1","sequestosome 1",0.452,"AF",0.747690476190476,"AF",0.747690476190476,"AF"
"7777","Q13503","MED21","mediator complex subunit 21",0.527,"SM",0.797513333333333,"SM",0.797513333333333,"SM"
"7778","Q13505","MTX1","metaxin 1",0.786,"AF",0.669245,"AF",0.786,"AF"
"7779","Q13506","NAB1","NGFI-A binding protein 1",0.405,"AF",0.503528571428571,"AF",0.503528571428571,"AF"
"7780","Q13507","TRPC3","transient receptor potential cation channel subfamily C member 3",0.925,"SM",0.238869230769231,"AF",0.925,"SM"
"7781","Q13508","ART3","ADP-ribosyltransferase 3 (inactive)",0.442,"AF",0.730347619047619,"AF",0.730347619047619,"AF"
"7782","Q13509","TUBB3","tubulin beta 3 class III",0.422,"AF",0.454085714285714,"SM",0.454085714285714,"SM"
"7783","Q13510","ASAH1","N-acylsphingosine amidohydrolase 1",0.864,"AF",0.708164285714286,"SM",0.864,"AF"
"7784","Q13515","BFSP2","beaded filament structural protein 2",0.341,"AF",0.634590476190476,"AF",0.634590476190476,"AF"
"7785","Q13516","OLIG2","oligodendrocyte transcription factor 2",0.686,"AF",0.768761904761905,"AF",0.768761904761905,"AF"
"7786","Q13519","PNOC","prepronociceptin",0.23,"AF",0.268995238095238,"AF",0.268995238095238,"AF"
"7787","Q13520","AQP6","aquaporin 6",0.767,"AF",0.593509523809524,"AF",0.767,"AF"
"7788","Q13522","PPP1R1A","protein phosphatase 1 regulatory inhibitor subunit 1A",0.202,"AF",0.180942857142857,"AF",0.202,"AF"
"7789","Q13523","PRPF4B","pre-mRNA processing factor 4B",0.937,"AF",0.685485714285714,"AF",0.937,"AF"
"7790","Q13526","PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1",0.505,"SM",0.332172727272727,"SM",0.505,"SM"
"7791","Q13530","SERINC3","serine incorporator 3",0.944,"AF",0.426995238095238,"AF",0.944,"AF"
"7792","Q13535","ATR","ATR serine/threonine kinase",0.98,"SM",0.4026,"AF",0.98,"SM"
"7793","Q13541","EIF4EBP1","eukaryotic translation initiation factor 4E binding protein 1",0.379,"AF",0.674185714285714,"AF",0.674185714285714,"AF"
"7794","Q13542","EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2",0.147,"SM",0.0566445454545455,"AF",0.147,"SM"
"7795","Q13546","RIPK1","receptor interacting serine/threonine kinase 1",0.833,"SM",0.256690476190476,"SM",0.833,"SM"
"7796","Q13547","HDAC1","histone deacetylase 1",0.965,"SM",0.580368421052632,"SM",0.965,"SM"
"7797","Q13554","CAMK2B","calcium/calmodulin dependent protein kinase II beta",0.944,"AF",0.701757142857143,"SM",0.944,"AF"
"7798","Q13555","CAMK2G","calcium/calmodulin dependent protein kinase II gamma",0.775,"AF",0.345038461538462,"SM",0.775,"AF"
"7799","Q13557","CAMK2D","calcium/calmodulin dependent protein kinase II delta",0.879,"AF",0.583104761904762,"SM",0.879,"AF"
"7800","Q13561","DCTN2","dynactin subunit 2",0.21,"AF",0.542533333333333,"AF",0.542533333333333,"AF"
"7801","Q13562","NEUROD1","neuronal differentiation 1",0.295,"AF",0.523933333333333,"AF",0.523933333333333,"AF"
"7802","Q13563","PKD2","polycystin 2, transient receptor potential cation channel",0.696,"AF",0.964076190476191,"SM",0.964076190476191,"SM"
"7803","Q13564","NAE1","NEDD8 activating enzyme E1 subunit 1",0.489,"AF",0.608704761904762,"AF",0.608704761904762,"AF"
"7804","Q13568","IRF5","interferon regulatory factor 5",0.916,"AF",0.58147619047619,"SM",0.916,"AF"
"7805","Q13569","TDG","thymine DNA glycosylase",0.883,"AF",0.919685714285714,"AF",0.919685714285714,"AF"
"7806","Q13571","LAPTM5","lysosomal protein transmembrane 5",0.964,"AF",0.890038095238095,"AF",0.964,"AF"
"7807","Q13572","ITPK1","inositol-tetrakisphosphate 1-kinase",0.921,"SM",0.663119047619048,"AF",0.921,"SM"
"7808","Q13573","SNW1","SNW domain containing 1",0.705,"SM",0.295293333333333,"SM",0.705,"SM"
"7809","Q13574","DGKZ","diacylglycerol kinase zeta",0.944,"AF",0.615271428571429,"AF",0.944,"AF"
"7810","Q13576","IQGAP2","IQ motif containing GTPase activating protein 2",0.722,"SM",0.492542857142857,"AF",0.722,"SM"
"7811","Q13585","GPR50","G protein-coupled receptor 50",0.825,"AF",0.926514285714286,"AF",0.926514285714286,"AF"
"7812","Q13586","STIM1","stromal interaction molecule 1",0.582,"SM",0.752523809523809,"SM",0.752523809523809,"SM"
"7813","Q13588","GRAP","GRB2 related adaptor protein",0.184,"AF",0.345690476190476,"AF",0.345690476190476,"AF"
"7814","Q13591","SEMA5A","semaphorin 5A",0.152,"AF",0.838571428571429,"AF",0.838571428571429,"AF"
"7815","Q13595","TRA2A","transformer 2 alpha homolog",0.774,"AF",0.724023076923077,"AF",0.774,"AF"
"7816","Q13596","SNX1","sorting nexin 1",0.584,"SM",0.265038095238095,"AF",0.584,"SM"
"7817","Q13601","KRR1","KRR1 small subunit processome component homolog",0.846,"SM",0.255563636363636,"AF",0.846,"SM"
"7818","Q13606","OR5I1","olfactory receptor family 5 subfamily I member 1",0.558,"AF",0.393585714285714,"AF",0.558,"AF"
"7819","Q13607","OR2F1","olfactory receptor family 2 subfamily F member 1",0.68,"AF",0.4363,"AF",0.68,"AF"
"7820","Q13608","PEX6","peroxisomal biogenesis factor 6",0.739,"AF",0.352395238095238,"AF",0.739,"AF"
"7821","Q13609","DNASE1L3","deoxyribonuclease 1 like 3",0.279,"SM",0.880088235294118,"SM",0.880088235294118,"SM"
"7822","Q13610","PWP1","PWP1 homolog, endonuclein",0.517,"AF",0.856780952380952,"AF",0.856780952380952,"AF"
"7823","Q13613","MTMR1","myotubularin related protein 1",0.615,"SM",0.831295238095238,"SM",0.831295238095238,"SM"
"7824","Q13614","MTMR2","myotubularin related protein 2",0.99,"AF",0.770154545454545,"SM",0.99,"AF"
"7825","Q13615","MTMR3","myotubularin related protein 3",0.294,"AF",0.977285714285714,"AF",0.977285714285714,"AF"
"7826","Q13616","CUL1","cullin 1",0.73,"SM",0.657138095238095,"SM",0.73,"SM"
"7827","Q13617","CUL2","cullin 2",0.898,"SM",0.893245454545455,"SM",0.898,"SM"
"7828","Q13618","CUL3","cullin 3",0.147,"AF",0.816161904761905,"SM",0.816161904761905,"SM"
"7829","Q13619","CUL4A","cullin 4A",0.628,"SM",0.708633333333333,"AF",0.708633333333333,"AF"
"7830","Q13620","CUL4B","cullin 4B",0.892,"AF",0.77047619047619,"SM",0.892,"AF"
"7831","Q13621","SLC12A1","solute carrier family 12 member 1",0.7,"SM",0.588828571428571,"AF",0.7,"SM"
"7832","Q13625","TP53BP2","tumor protein p53 binding protein 2",0.588,"SM",0.83257619047619,"SM",0.83257619047619,"SM"
"7833","Q13627","DYRK1A","dual specificity tyrosine phosphorylation regulated kinase 1A",0.915,"AF",0.961385714285714,"AF",0.961385714285714,"AF"
"7834","Q13630","GFUS","GDP-L-fucose synthase",0.928,"SM",0.95777619047619,"AF",0.95777619047619,"AF"
"7835","Q13634","CDH18","cadherin 18",0.406,"AF",0.638909523809524,"AF",0.638909523809524,"AF"
"7836","Q13635","PTCH1","patched 1",0.998,"SM",0.879152380952381,"SM",0.998,"SM"
"7837","Q13636","RAB31","RAB31, member RAS oncogene family",0.74,"AF",0.478927272727273,"SM",0.74,"AF"
"7838","Q13637","RAB32","RAB32, member RAS oncogene family",0.481,"SM",0.557181818181818,"SM",0.557181818181818,"SM"
"7839","Q13639","HTR4","5-hydroxytryptamine receptor 4",0.927,"AF",0.871576190476191,"AF",0.927,"AF"
"7840","Q13641","TPBG","trophoblast glycoprotein",0.469,"SM",0.60772380952381,"AF",0.60772380952381,"AF"
"7841","Q13642","FHL1","four and a half LIM domains 1",0.232,"AF",0.202629523809524,"AF",0.232,"AF"
"7842","Q13643","FHL3","four and a half LIM domains 3",0.385,"AF",0.0914452380952381,"AF",0.385,"AF"
"7843","Q13651","IL10RA","interleukin 10 receptor subunit alpha",0.329,"SM",0.520147619047619,"SM",0.520147619047619,"SM"
"7844","Q13670",NA,NA,0.469,"SM",0,NA,0.469,"SM"
"7845","Q13671","RIN1","Ras and Rab interactor 1",0.638,"AF",0.438854545454545,"AF",0.638,"AF"
"7846","Q13683","ITGA7","integrin subunit alpha 7",0.684,"AF",0.546119047619048,"AF",0.684,"AF"
"7847","Q13685","AAMP","angio associated migratory cell protein",0.258,"AF",0.964814285714286,"AF",0.964814285714286,"AF"
"7848","Q13686","ALKBH1","alkB homolog 1, histone H2A dioxygenase",0.976,"AF",0.57982380952381,"AF",0.976,"AF"
"7849","Q13698","CACNA1S","calcium voltage-gated channel subunit alpha1 S",0.991,"SM",0.692719047619048,"SM",0.991,"SM"
"7850","Q13702","RAPSN","receptor associated protein of the synapse",0.222,"AF",0.741523809523809,"AF",0.741523809523809,"AF"
"7851","Q13705","ACVR2B","activin A receptor type 2B",0.838,"SM",0.43599375,"AF",0.838,"SM"
"7852","Q13724","MOGS","mannosyl-oligosaccharide glucosidase",0.471,"AF",0.632752380952381,"SM",0.632752380952381,"SM"
"7853","Q13733","ATP1A4","ATPase Na+/K+ transporting subunit alpha 4",0.324,"SM",0.838766666666667,"AF",0.838766666666667,"AF"
"7854","Q13740","ALCAM","activated leukocyte cell adhesion molecule",0.307,"SM",0.784866666666667,"SM",0.784866666666667,"SM"
"7855","Q13751","LAMB3","laminin subunit beta 3",0.844,"AF",0.185852727272727,"AF",0.844,"AF"
"7856","Q13753","LAMC2","laminin subunit gamma 2",0.822,"AF",0.30517619047619,"SM",0.822,"AF"
"7857","Q13761","RUNX3","RUNX family transcription factor 3",0.35,"AF",0.911585714285714,"AF",0.911585714285714,"AF"
"7858","Q13769","THOC5","THO complex subunit 5",0.674,"SM",0.91047619047619,"SM",0.91047619047619,"SM"
"7859","Q13772","NCOA4","nuclear receptor coactivator 4",0.887,"AF",0.462085714285714,"AF",0.887,"AF"
"7860","Q13790","APOF","apolipoprotein F",0.918,"AF",0.573157142857143,"AF",0.918,"AF"
"7861","Q13794","PMAIP1","phorbol-12-myristate-13-acetate-induced protein 1",0.667,"SM",0,NA,0.667,"SM"
"7862","Q13795","ARFRP1","ADP ribosylation factor related protein 1",0.342,"AF",0.146058095238095,"AF",0.342,"AF"
"7863","Q13796","SHROOM2","shroom family member 2",0.534,"SM",0.216216666666667,"SM",0.534,"SM"
"7864","Q13797","ITGA9","integrin subunit alpha 9",0.773,"AF",0.436336363636364,"AF",0.773,"AF"
"7865","Q13813","SPTAN1","spectrin alpha, non-erythrocytic 1",0.885,"AF",0.644704761904762,"AF",0.885,"AF"
"7866","Q13822","ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase 2",0.905,"AF",0.161404761904762,"SM",0.905,"AF"
"7867","Q13823","GNL2","G protein nucleolar 2",0.877,"SM",0.684321428571429,"AF",0.877,"SM"
"7868","Q13825","AUH","AU RNA binding methylglutaconyl-CoA hydratase",0.817,"AF",0.923380952380952,"SM",0.923380952380952,"SM"
"7869","Q13829","TNFAIP1","TNF alpha induced protein 1",0.26,"SM",0.661090476190476,"AF",0.661090476190476,"AF"
"7870","Q13835","PKP1","plakophilin 1",0.576,"AF",0.0422119047619048,"AF",0.576,"AF"
"7871","Q13838","DDX39B","DExD-box helicase 39B",0.357,"AF",0.617728571428571,"SM",0.617728571428571,"SM"
"7872","Q13867","BLMH","bleomycin hydrolase",0.219,"SM",0.965504761904762,"SM",0.965504761904762,"SM"
"7873","Q13868","EXOSC2","exosome component 2",0.581,"SM",0.0859966666666667,"AF",0.581,"SM"
"7874","Q13873","BMPR2","bone morphogenetic protein receptor type 2",0.758,"AF",0.3927,"AF",0.758,"AF"
"7875","Q13875","MOBP","myelin associated oligodendrocyte basic protein",0.773,"AF",0.605723076923077,"AF",0.773,"AF"
"7876","Q13882","PTK6","protein tyrosine kinase 6",0.427,"SM",0.242890476190476,"AF",0.427,"SM"
"7877","Q13884","SNTB1","syntrophin beta 1",0.156,"AF",0.284690909090909,"AF",0.284690909090909,"AF"
"7878","Q13885","TUBB2A","tubulin beta 2A class IIa",0.333,"SM",0.8433,"AF",0.8433,"AF"
"7879","Q13886","KLF9","KLF transcription factor 9",0.643,"SM",0.512457142857143,"AF",0.643,"SM"
"7880","Q13887","KLF5","KLF transcription factor 5",0.597,"SM",0.796,"SM",0.796,"SM"
"7881","Q13888","GTF2H2","general transcription factor IIH subunit 2",0.963,"SM",0.81957619047619,"SM",0.963,"SM"
"7882","Q13889","GTF2H3","general transcription factor IIH subunit 3",0.056,"AF",0.703471428571429,"AF",0.703471428571429,"AF"
"7883","Q13895","BYSL","bystin like",0.626,"SM",0.838028571428571,"SM",0.838028571428571,"SM"
"7884","Q13901","C1D","C1D nuclear receptor corepressor",0.87,"AF",0.910590476190476,"AF",0.910590476190476,"AF"
"7885","Q13905","RAPGEF1","Rap guanine nucleotide exchange factor 1",0.892,"AF",0.792819047619048,"AF",0.892,"AF"
"7886","Q13907","IDI1","isopentenyl-diphosphate delta isomerase 1",0.941,"AF",0.784152380952381,"SM",0.941,"AF"
"7887","Q13936","CACNA1C","calcium voltage-gated channel subunit alpha1 C",0.996,"AF",0.556028571428571,"AF",0.996,"AF"
"7888","Q13938","CAPS","calcyphosine",0.472,"SM",0.170457142857143,"AF",0.472,"SM"
"7889","Q13939","CCIN","calicin",0.405,"AF",0.808038095238095,"AF",0.808038095238095,"AF"
"7890","Q13946","PDE7A","phosphodiesterase 7A",0.936,"AF",0.465938095238095,"SM",0.936,"AF"
"7891","Q13950","RUNX2","RUNX family transcription factor 2",0.324,"SM",0.731009523809524,"SM",0.731009523809524,"SM"
"7892","Q13951","CBFB","core-binding factor subunit beta",0.523,"SM",0.300747619047619,"AF",0.523,"SM"
"7893","Q13952","NFYC","nuclear transcription factor Y subunit gamma",0.854,"SM",0.47017619047619,"SM",0.854,"SM"
"7894","Q13956","PDE6H","phosphodiesterase 6H",0.51,"AF",0.385257142857143,"AF",0.51,"AF"
"7895","Q13972","RASGRF1","Ras protein specific guanine nucleotide releasing factor 1",0.654,"AF",0.562666666666667,"AF",0.654,"AF"
"7896","Q13976","PRKG1","protein kinase cGMP-dependent 1",0.83,"SM",0.5906,"AF",0.83,"SM"
"7897","Q14002","CEACAM7","CEA cell adhesion molecule 7",0.186,"SM",0.537504761904762,"AF",0.537504761904762,"AF"
"7898","Q14003","KCNC3","potassium voltage-gated channel subfamily C member 3",0.966,"SM",0.448971428571429,"SM",0.966,"SM"
"7899","Q14004","CDK13","cyclin dependent kinase 13",0.713,"AF",0.9202,"SM",0.9202,"SM"
"7900","Q14005","IL16","interleukin 16",0.646,"AF",0.8213,"SM",0.8213,"SM"
"7901","Q14008","CKAP5","cytoskeleton associated protein 5",0.093,"AF",0.652380952380952,"AF",0.652380952380952,"AF"
"7902","Q14011","CIRBP","cold inducible RNA binding protein",0.208,"AF",0.655327272727273,"SM",0.655327272727273,"SM"
"7903","Q14012","CAMK1","calcium/calmodulin dependent protein kinase I",0.896,"SM",0.308633333333333,"SM",0.896,"SM"
"7904","Q14019","COTL1","coactosin like F-actin binding protein 1",0.261,"SM",0.0805409090909091,"SM",0.261,"SM"
"7905","Q14028","CNGB1","cyclic nucleotide gated channel subunit beta 1",0.933,"AF",0.201385714285714,"SM",0.933,"AF"
"7906","Q14031","COL4A6","collagen type IV alpha 6 chain",0.627,"SM",0.100138571428571,"SM",0.627,"SM"
"7907","Q14032","BAAT","bile acid-CoA:amino acid N-acyltransferase",0.876,"AF",0.639409523809524,"AF",0.876,"AF"
"7908","Q14050","COL9A3","collagen type IX alpha 3 chain",0.267,"AF",0.173847619047619,"AF",0.267,"AF"
"7909","Q14055","COL9A2","collagen type IX alpha 2 chain",0.14,"AF",0.338566666666667,"AF",0.338566666666667,"AF"
"7910","Q14061","COX17","cytochrome c oxidase copper chaperone COX17",0.306,"SM",0,NA,0.306,"SM"
"7911","Q14088","RAB33A","RAB33A, member RAS oncogene family",0.504,"SM",0.669452380952381,"AF",0.669452380952381,"AF"
"7912","Q14093","CYLC2","cylicin 2",0.08,"AF",0.573742857142857,"AF",0.573742857142857,"AF"
"7913","Q14094","CCNI","cyclin I",0.938,"AF",0.279604761904762,"AF",0.938,"AF"
"7914","Q14103","HNRNPD","heterogeneous nuclear ribonucleoprotein D",0.141,"AF",0.723657142857143,"AF",0.723657142857143,"AF"
"7915","Q14106","TOB2","transducer of ERBB2, 2",0.625,"SM",0.22888619047619,"AF",0.625,"SM"
"7916","Q14108","SCARB2","scavenger receptor class B member 2",0.999,"SM",0.672236363636364,"AF",0.999,"SM"
"7917","Q14112","NID2","nidogen 2",0.885,"AF",0.500104761904762,"AF",0.885,"AF"
"7918","Q14114","LRP8","LDL receptor related protein 8",0.239,"SM",0.793904761904762,"AF",0.793904761904762,"AF"
"7919","Q14116","IL18","interleukin 18",0.412,"SM",0.902261904761905,"AF",0.902261904761905,"AF"
"7920","Q14117","DPYS","dihydropyrimidinase",0.545,"AF",0.827609523809524,"AF",0.827609523809524,"AF"
"7921","Q14118","DAG1","dystroglycan 1",0.415,"SM",0.932238095238095,"AF",0.932238095238095,"AF"
"7922","Q14119","VEZF1","vascular endothelial zinc finger 1",0.963,"AF",0.710828571428571,"AF",0.963,"AF"
"7923","Q14123","PDE1C","phosphodiesterase 1C",0.933,"SM",0.763661904761905,"SM",0.933,"SM"
"7924","Q14126","DSG2","desmoglein 2",0.288,"SM",0.880047619047619,"SM",0.880047619047619,"SM"
"7925","Q14129","DGCR6","DiGeorge syndrome critical region gene 6",0.56,"AF",0.375757142857143,"AF",0.56,"AF"
"7926","Q14134","TRIM29","tripartite motif containing 29",0.357,"AF",0.717242857142857,"AF",0.717242857142857,"AF"
"7927","Q14135","VGLL4","vestigial like family member 4",0.108,"SM",0.418304761904762,"AF",0.418304761904762,"AF"
"7928","Q14137","BOP1","BOP1 ribosomal biogenesis factor",0.393,"AF",0.769385714285714,"AF",0.769385714285714,"AF"
"7929","Q14139","UBE4A","ubiquitination factor E4A",0.292,"AF",0.244072727272727,"AF",0.292,"AF"
"7930","Q14140","SERTAD2","SERTA domain containing 2",0.722,"AF",0.777504761904762,"AF",0.777504761904762,"AF"
"7931","Q14141","SEPTIN6","septin 6",0.894,"SM",0.798628571428571,"SM",0.894,"SM"
"7932","Q14142","TRIM14","tripartite motif containing 14",0.395,"AF",0.417452380952381,"AF",0.417452380952381,"AF"
"7933","Q14145","KEAP1","kelch like ECH associated protein 1",0.29,"SM",0.6477,"SM",0.6477,"SM"
"7934","Q14146","URB2","URB2 ribosome biogenesis homolog",0.763,"AF",0.773357142857143,"AF",0.773357142857143,"AF"
"7935","Q14147","DHX34","DExH-box helicase 34",0.63,"AF",0.798938095238095,"AF",0.798938095238095,"AF"
"7936","Q14149","MORC3","MORC family CW-type zinc finger 3",0.992,"SM",0.921725,"AF",0.992,"SM"
"7937","Q14151","SAFB2","scaffold attachment factor B2",0.77,"AF",0.591442857142857,"AF",0.77,"AF"
"7938","Q14152","EIF3A","eukaryotic translation initiation factor 3 subunit A",0.132,"SM",0.885447619047619,"SM",0.885447619047619,"SM"
"7939","Q14153","FAM53B","family with sequence similarity 53 member B",0.304,"AF",0.252985714285714,"AF",0.304,"AF"
"7940","Q14154","DELE1","DAP3 binding cell death enhancer 1",0.382,"AF",0.717542857142857,"AF",0.717542857142857,"AF"
"7941","Q14155","ARHGEF7","Rho guanine nucleotide exchange factor 7",0.619,"AF",0.473495238095238,"AF",0.619,"AF"
"7942","Q14156","EFR3A","EFR3 homolog A",0.039,"AF",0.838985714285714,"AF",0.838985714285714,"AF"
"7943","Q14157","UBAP2L","ubiquitin associated protein 2 like",0.151,"SM",0.124783333333333,"SM",0.151,"SM"
"7944","Q14159","SPIDR","scaffold protein involved in DNA repair",0.282,"AF",0.819747619047619,"AF",0.819747619047619,"AF"
"7945","Q14160","SCRIB","scribble planar cell polarity protein",0.929,"AF",0.611666666666667,"AF",0.929,"AF"
"7946","Q14161","GIT2","GIT ArfGAP 2",0.615,"SM",0.791019047619048,"SM",0.791019047619048,"SM"
"7947","Q14162","SCARF1","scavenger receptor class F member 1",0.484,"AF",0.946876190476191,"AF",0.946876190476191,"AF"
"7948","Q14164","IKBKE","inhibitor of nuclear factor kappa B kinase subunit epsilon",0.44,"AF",0.798728571428571,"AF",0.798728571428571,"AF"
"7949","Q14165","MLEC","malectin",0.364,"AF",0.769586666666667,"AF",0.769586666666667,"AF"
"7950","Q14166","TTLL12","tubulin tyrosine ligase like 12",0.961,"AF",0.647573333333333,"AF",0.961,"AF"
