"","uniprotswissprot","hgnc_symbol","Prediction_Score","Prediction_Score_after_100","Prediction_Score_after_1000","Label","validation"
"10182","Q9UBL6","CPNE7",0.1179525,0.11844,0.11966,"0","0"
"10183","Q9Y6A5","TACC3",0.1179105,0.11958,0.116537,"0","0"
"10184","P43251","BTD",0.117892,0.12518,0.117495,"0","0"
"10185","Q9HC78","ZBTB20",0.1178707,0.12253,0.116822,"0","0"
"10186","Q14802","FXYD3",0.1178634,0.1171,0.117934,"0","0"
"10187","P06315","IGKV5-2",0.1178544,0.12073,0.11898,"0","0"
"10188","Q96LA6","FCRL1",0.1178507,0.11874,0.119229,"0","0"
"10189","Q96T75",NA,0.1178383,0.1185,0.119231,"0","0"
"10190","Q9H1A7","POLR2J3",0.1178274,0.11624,0.118066,"0","0"
"10191","P46778","RPL21",0.1177988,0.11408,0.118455,"0","0"
"10192","P39687","ANP32A",0.1177897,0.11821,0.116767,"0","0"
"10193","Q3LXA3","TKFC",0.1177813,0.11756,0.117817,"0","0"
"10194","Q9BXW3",NA,0.1177618,0.12094,0.118031,"0","0"
"10195","Q7L2H7","EIF3M",0.1177541,0.1169,0.116863,"0","0"
"10196","P06312","IGKV4-1",0.1177272,0.11878,0.118467,"0","0"
"10197","Q8N1E6","FBXL14",0.1176914,0.1165,0.118483,"0","0"
"10198","P55010","EIF5",0.1176856,0.11444,0.116707,"0","0"
"10199","Q9BRG1","VPS25",0.1176799,0.11832,0.118262,"0","0"
"10200","Q96G79","SLC35A4",0.1176793,0.12139,0.119321,"0","0"
"10201","Q8TBG9","SYNPR",0.1176779,0.12026,0.118572,"0","0"
"10202","Q9Y3Q0","NAALAD2",0.1176736,0.11851,0.117568,"0","0"
"10203","O94888","UBXN7",0.1176589,0.11638,0.11634,"0","0"
"10204","Q9Y5L4","TIMM13",0.117653,0.12023,0.117951,"0","0"
"10205","Q16568","CARTPT",0.1176526,0.1174,0.119302,"0","0"
"10206","Q5TB80","CEP162",0.117651,0.11887,0.115748,"0","0"
"10207","Q5TEZ4",NA,0.1176441,0.12317,0.116239,"0","0"
"10208","Q9NQG7","HPS4",0.117608,0.11941,0.117352,"0","0"
"10209","Q9H009","NACA2",0.1175955,0.12001,0.11671,"0","0"
"10210","Q8N7R0",NA,0.1175855,0.11648,0.118518,"0","0"
"10211","P58499","FAM3B",0.1175683,0.11712,0.117705,"0","0"
"10212","Q8NDZ9",NA,0.1175666,0.11996,0.116698,"0","0"
"10213","Q3T906","GNPTAB",0.1175625,0.11863,0.116141,"0","0"
"10214","Q9H156","SLITRK2",0.1175617,0.11411,0.117694,"0","0"
"10215","Q13112","CHAF1B",0.1175551,0.1174,0.116983,"0","0"
"10216","P98153","DGCR2",0.1175428,0.11537,0.11959,"0","0"
"10217","Q9Y2I6","NINL",0.1175393,0.12051,0.115035,"0","0"
"10218","Q8WYA1","BMAL2",0.1175239,0.1162,0.11744,"0","0"
"10219","A2RUU4","CLPSL1",0.1174736,0.11775,0.119493,"0","0"
"10220","Q9Y2U2","KCNK7",0.1174652,0.12301,0.118467,"0","0"
"10221","Q66LE6","PPP2R2D",0.1174509,0.11697,0.117027,"0","0"
"10222","Q14764","MVP",0.1174337,0.11923,0.11796,"0","0"
"10223","Q7Z5J8","ANKAR",0.1174275,0.11654,0.116759,"0","0"
"10224","Q96FN5",NA,0.1174221,0.11927,0.117768,"0","0"
"10225","A8MWL7",NA,0.1174214,0.11841,0.117861,"0","0"
"10226","Q9BY07","SLC4A5",0.1174156,0.11908,0.117941,"0","0"
"10227","Q8N976",NA,0.1173946,0.12014,0.11681,"0","0"
"10228","Q6UX46","ALKAL2",0.1173564,0.11805,0.119717,"0","0"
"10229","Q9Y6F8","CDY1B",0.1173196,0.11103,0.116271,"0","0"
"10230","Q9Y6F8","CDY1",0.1173196,0.11103,0.116271,"0","0"
"10231","Q9NTQ9","GJB4",0.1173154,0.11674,0.118232,"0","0"
"10232","O95298","NDUFC2",0.117283,0.11633,0.11787,"0","0"
"10233","Q9BZ97",NA,0.1172597,0.11581,0.116002,"0","0"
"10234","Q9HBL7","PLGRKT",0.1172349,0.11492,0.11838,"0","0"
"10235","Q68DE3","USF3",0.1172155,0.11799,0.115772,"0","0"
"10236","Q96SL8","FIZ1",0.1172134,0.11857,0.117348,"0","0"
"10237","Q9P2X7",NA,0.117196,0.11814,0.118869,"0","0"
"10238","Q8IVM8","SLC22A9",0.1171905,0.12084,0.118198,"0","0"
"10239","Q92539","LPIN2",0.1171874,0.12233,0.116391,"0","0"
"10240","Q9H1M3","DEFB129",0.1171265,0.1136,0.117453,"0","0"
"10241","Q6ZWT7","MBOAT2",0.1170784,0.11717,0.116589,"0","0"
"10242","P48050","KCNJ4",0.1170774,0.11345,0.118305,"0","0"
"10243","P0DOX6",NA,0.1170695,0.11855,0.116369,"0","0"
"10244","Q86WI0","LHFPL1",0.1170544,0.11856,0.118503,"0","0"
"10245","Q9BTC0","DIDO1",0.1170376,0.12084,0.115259,"0","0"
"10246","Q15555","MAPRE2",0.1170337,0.11871,0.116664,"0","0"
"10247","Q9H5Y7","SLITRK6",0.1170274,0.11468,0.117195,"0","1"
"10248","O95169","NDUFB8",0.1170202,0.11711,0.117288,"0","0"
"10249","Q6PIL6","KCNIP4",0.1169926,0.11994,0.116856,"0","0"
"10250","Q8N2Y8","RUSC2",0.1169837,0.11953,0.116237,"0","0"
"10251","Q14677","CLINT1",0.1169759,0.11622,0.115569,"0","0"
"10252","Q6NXT4","SLC30A6",0.1169629,0.11139,0.117513,"0","0"
"10253","P18615","NELFE",0.1169325,0.11059,0.11612,"0","0"
"10254","Q8HWS3","RFX6",0.1169071,0.11993,0.115758,"0","0"
"10255","Q17RF5","ODAPH",0.116885,0.11678,0.117767,"0","0"
"10256","Q8TAA9","VANGL1",0.1168766,0.11703,0.117587,"0","0"
"10257","O94913","PCF11",0.1168297,0.11354,0.114587,"0","0"
"10258","Q96C01","FAM136A",0.1168025,0.1211,0.116416,"0","0"
"10259","Q5VVC0","C1orf146",0.1167655,0.11571,0.117138,"0","0"
"10260","Q6UWT2","ENHO",0.1167305,0.12034,0.116901,"0","0"
"10261","P04003","C4BPA",0.1167027,0.11791,0.117025,"0","0"
"10262","Q5QFB9",NA,0.1166843,0.11504,0.116161,"0","0"
"10263","Q8N114","SHISA5",0.1166481,0.11834,0.115674,"0","0"
"10264","Q8NBF4",NA,0.1166318,0.11759,0.115614,"0","0"
"10265","Q9Y646","CPQ",0.1166219,0.1184,0.11786,"0","0"
"10266","Q86UP9","LHFPL3",0.1166193,0.11799,0.11737,"0","0"
"10267","O15432","SLC31A2",0.116583,0.11816,0.117419,"0","0"
"10268","Q86TA4",NA,0.1165784,0.12145,0.116625,"0","0"
"10269","Q9Y2D2","SLC35A3",0.1165371,0.12254,0.11762,"0","0"
"10270","P62495","ETF1",0.1165293,0.11672,0.116296,"0","0"
"10271","Q9ULB5","CDH7",0.1165184,0.12127,0.11735,"0","0"
"10272","Q8TF40","FNIP1",0.1165122,0.1168,0.115408,"0","0"
"10273","Q9NRE1","MMP26",0.1165045,0.1188,0.11739,"0","0"
"10274","Q8TAD7","C12orf75",0.1165035,0.1134,0.115278,"0","0"
"10275","O75110","ATP9A",0.1165009,0.11796,0.115703,"0","0"
"10276","O75934","BCAS2",0.1164802,0.11408,0.116703,"0","0"
"10277","Q5TCY1","TTBK1",0.1164269,0.11955,0.116159,"0","0"
"10278","Q96DU7","ITPKC",0.1164091,0.11819,0.1164,"0","0"
"10279","Q86VI4","LAPTM4B",0.1163839,0.11588,0.116556,"0","0"
"10280","Q8NF64","ZMIZ2",0.1163518,0.12136,0.1147,"0","0"
"10281","Q7Z5Q5","POLN",0.1163185,0.11754,0.11631,"0","0"
"10282","A0A0B4J266","TRAV41",0.1162607,0.11756,0.117573,"0","0"
"10283","Q9UNY4","TTF2",0.1162487,0.11446,0.114411,"0","0"
"10284","P49207","RPL34",0.1162343,0.11525,0.117046,"0","0"
"10285","O95996","APC2",0.1162077,0.12418,0.115262,"0","0"
"10286","P13674","P4HA1",0.1162077,0.11685,0.116378,"0","0"
"10287","Q7Z6W1","TMCO2",0.1162062,0.11752,0.116808,"0","0"
"10288","P55197","MLLT10",0.116202,0.11815,0.114468,"0","0"
"10289","Q8N7S2","DNAJC5G",0.1161687,0.11939,0.116386,"0","0"
"10290","Q06265","EXOSC9",0.1161653,0.11076,0.115357,"0","0"
"10291","A0A0B4J248","TRAV1-1",0.1161507,0.1152,0.11737,"0","0"
"10292","Q5TF39","MFSD4B",0.1161139,0.12031,0.116942,"0","0"
"10293","Q9UPR0","PLCL2",0.1161014,0.11463,0.115834,"0","0"
"10294","Q8NEA6","GLIS3",0.1160498,0.12128,0.114352,"0","0"
"10295","O43805","SSNA1",0.116047,0.11468,0.115241,"0","0"
"10296","Q15111","PLCL1",0.1160277,0.11686,0.115662,"0","0"
"10297","Q96IV0","NGLY1",0.1160213,0.11968,0.114385,"0","0"
"10298","Q9Y5T5","USP16",0.1160007,0.11928,0.114803,"0","0"
"10299","Q96HY6","DDRGK1",0.1159966,0.11827,0.11679,"0","0"
"10300","Q5TZF3","ANKRD45",0.1159667,0.11674,0.115558,"0","0"
"10301","Q99747","NAPG",0.1158869,0.11646,0.115574,"0","0"
"10302","Q6ZW61","BBS12",0.1158429,0.11721,0.116617,"0","0"
"10303","Q86YV5","PRAG1",0.1157123,0.1173,0.115202,"0","0"
"10304","Q16612","NREP",0.1156949,0.11652,0.115453,"0","0"
"10305","Q9H354",NA,0.1156854,0.11934,0.116682,"0","0"
"10306","Q9BX46","RBM24",0.1156772,0.11417,0.116117,"0","0"
"10307","Q96AP7","ESAM",0.1156654,0.12041,0.114671,"0","0"
"10308","Q9NS26","SPANXA2",0.1156588,0.11381,0.115712,"0","0"
"10309","Q9NS26","SPANXA1",0.1156588,0.11381,0.115712,"0","0"
"10310","P01715","IGLV3-1",0.1156586,0.11767,0.116462,"0","0"
"10311","P07998","RNASE1",0.1156351,0.11808,0.116087,"0","0"
"10312","Q6UW56","ATRAID",0.1155991,0.11255,0.116832,"0","0"
"10313","O95178","NDUFB2",0.1155984,0.11489,0.115384,"0","0"
"10314","Q15544","TAF11",0.1155983,0.11856,0.114636,"0","0"
"10315","Q86VF5","MOGAT3",0.1155677,0.11877,0.115878,"0","0"
"10316","A2RU49","HYKK",0.1155447,0.1187,0.116252,"0","0"
"10317","Q9Y262","EIF3L",0.1155311,0.11679,0.115506,"0","0"
"10318","P28698","MZF1",0.1155143,0.1174,0.1154,"0","0"
"10319","Q2NKJ3","CTC1",0.1154789,0.11424,0.115013,"0","0"
"10320","Q8WXU2","DNAAF4",0.1154764,0.11543,0.114299,"0","0"
"10321","Q9NPH2","ISYNA1",0.115437,0.12402,0.114595,"0","0"
"10322","P58062","SPINK7",0.1154177,0.11592,0.115323,"0","0"
"10323","O60218","AKR1B10",0.1154128,0.11647,0.115622,"0","0"
"10324","Q6NUQ1","RINT1",0.1154029,0.11996,0.115094,"0","0"
"10325","Q8N7C7","RNF148",0.1153038,0.11765,0.115653,"0","0"
"10326","Q4G0G5","SCGB2B2",0.1152657,0.11446,0.114933,"0","0"
"10327","Q92914","FGF11",0.1152462,0.11781,0.11536,"0","0"
"10328","Q9BRS2","RIOK1",0.1152443,0.11387,0.114908,"0","0"
"10329","Q5T6F2","UBAP2",0.1152441,0.11535,0.114198,"0","0"
"10330","Q9UHV9","PFDN2",0.1152297,0.11388,0.114303,"0","0"
"10331","P25325","MPST",0.1152148,0.11592,0.116378,"0","0"
"10332","Q96H96","COQ2",0.1151865,0.11887,0.115465,"0","0"
"10333","Q9Y2E8","SLC9A8",0.1151694,0.11568,0.115398,"0","0"
"10334","Q9NSV4","DIAPH3",0.1151595,0.11272,0.113697,"0","0"
"10335","P08133","ANXA6",0.1151475,0.11358,0.114939,"0","0"
"10336","Q8IVG5","SAMD9L",0.1151152,0.11465,0.112962,"0","0"
"10337","Q8NG68","TTL",0.1151105,0.11394,0.115815,"0","0"
"10338","P31273","HOXC8",0.1150843,0.11801,0.11459,"0","0"
"10339","Q8NGN8",NA,0.1150744,0.11442,0.115028,"0","0"
"10340","O43236","SEPTIN4",0.1150661,0.11889,0.115428,"0","0"
"10341","Q8N814",NA,0.1150612,0.1175,0.113609,"0","0"
"10342","Q2M3R5","SLC35G1",0.1150434,0.11774,0.115703,"0","0"
"10343","O15537","RS1",0.1150349,0.11464,0.11591,"0","0"
"10344","P22459","KCNA4",0.1150184,0.12445,0.11568,"0","0"
"10345","Q7RTY0","SLC16A13",0.115015,0.11885,0.115396,"0","0"
"10346","Q8N687","DEFB125",0.115015,0.11402,0.115295,"0","0"
"10347","P22570","FDXR",0.1149991,0.11838,0.114671,"0","0"
"10348","P0C6P0",NA,0.1149941,0.11865,0.115751,"0","0"
"10349","Q5J5C9","DEFB121",0.1149895,0.11559,0.116347,"0","0"
"10350","Q9NZJ4","SACS",0.1149889,0.11868,0.114263,"0","0"
"10351","P13598","ICAM2",0.1149826,0.11848,0.116554,"0","0"
"10352","Q14679","TTLL4",0.1149748,0.11437,0.113594,"0","0"
"10353","Q30KQ6","DEFB114",0.1149641,0.11201,0.116065,"0","0"
"10354","Q6PIS1","SLC23A3",0.1149616,0.12233,0.11595,"0","0"
"10355","O95365","ZBTB7A",0.1149563,0.11879,0.115105,"0","0"
"10356","Q8IXF0","NPAS3",0.1149563,0.11494,0.113012,"0","0"
"10357","Q9UKY0","PRND",0.1149399,0.11518,0.115585,"0","0"
"10358","Q4LDG9","DNAL1",0.1149278,0.11458,0.11515,"0","0"
"10359","P07357","C8A",0.1149237,0.11302,0.114231,"0","0"
"10360","O95759","TBC1D8",0.1149229,0.11714,0.11516,"0","0"
"10361","Q9BYZ8","REG4",0.1149172,0.11241,0.115378,"0","0"
"10362","P01706","IGLV2-11",0.1149113,0.1143,0.115239,"0","0"
"10363","Q8TDM5","SPACA4",0.1149001,0.11458,0.114809,"0","0"
"10364","Q96R06","SPAG5",0.1148978,0.11746,0.113383,"0","0"
"10365","Q8N4G2","ARL14",0.1148653,0.1151,0.11656,"0","0"
"10366","Q6MZW2","FSTL4",0.1148594,0.11999,0.116333,"0","0"
"10367","Q8NC96","NECAP1",0.1148553,0.11389,0.113865,"0","0"
"10368","Q14055","COL9A2",0.1148402,0.11618,0.114576,"0","0"
"10369","Q6MZQ0","PRR5L",0.114836,0.11535,0.116946,"0","0"
"10370","O76036","NCR1",0.1148318,0.11477,0.115405,"0","0"
"10371","O95433","AHSA1",0.1148297,0.11709,0.114895,"0","0"
"10372","Q5VZ03","NXNL2",0.1148195,0.11624,0.11757,"0","0"
"10373","Q5TZA2","CROCC",0.1148159,0.11842,0.114639,"0","0"
"10374","P14314","PRKCSH",0.1148116,0.11404,0.11387,"0","0"
"10375","Q6UXE8","BTNL3",0.1148065,0.11575,0.11545,"0","0"
"10376","Q5T1S8","NCMAP",0.1147992,0.11184,0.114183,"0","0"
"10377","Q8IW35","CEP97",0.1147069,0.11634,0.113312,"0","0"
"10378","Q8N488","RYBP",0.1146787,0.11701,0.11285,"0","0"
"10379","Q8TCG2","PI4K2B",0.1146775,0.11775,0.115302,"0","0"
"10380","Q9Y4D8",NA,0.114645,0.11915,0.113627,"0","0"
"10381","Q53GL7","PARP10",0.1146306,0.11985,0.114588,"0","0"
"10382","Q86TD4","SRL",0.1146298,0.11664,0.113779,"0","0"
"10383","Q5VV63","ATRNL1",0.1146259,0.11168,0.113517,"0","0"
"10384","Q86UB9","TMEM135",0.1145837,0.10993,0.114453,"0","0"
"10385","Q8N2I9","STK40",0.1145417,0.1112,0.113938,"0","0"
"10386","Q8NCW5","NAXE",0.1145403,0.11653,0.115035,"0","0"
"10387","Q9BXR6","CFHR5",0.1145165,0.11412,0.115276,"0","0"
"10388","Q6VUC0","TFAP2E",0.1145054,0.11876,0.115163,"0","0"
"10389","Q9UK73","FEM1B",0.1144905,0.11909,0.115763,"0","0"
"10390","Q969K4","ABTB1",0.11447,0.12005,0.115548,"0","0"
"10391","P57054","PIGP",0.114427,0.11406,0.115438,"0","0"
"10392","Q6P179","ERAP2",0.1144207,0.11659,0.113138,"0","0"
"10393","Q9UI30","TRMT112",0.1144134,0.12098,0.115535,"0","0"
"10394","Q6P6B1","ERICH5",0.1143651,0.1162,0.11374,"0","0"
"10395","Q7Z4I7","LIMS2",0.1143581,0.11646,0.116331,"0","0"
"10396","P36980","CFHR2",0.1143538,0.11234,0.114506,"0","0"
"10397","Q9Y3Q3","TMED3",0.1143511,0.11729,0.115009,"0","0"
"10398","Q96D46","NMD3",0.1143486,0.11427,0.113641,"0","0"
"10399","P05423","POLR3D",0.1143482,0.11012,0.114089,"0","0"
"10400","P09228","CST2",0.1142837,0.1155,0.11541,"0","0"
"10401","Q8NBD8","TMEM229B",0.1142625,0.11333,0.114232,"0","0"
"10402","Q9NSA0","SLC22A11",0.11426,0.11855,0.114727,"0","0"
"10403","O15069","NACAD",0.1142371,0.12161,0.113431,"0","0"
"10404","P59074",NA,0.1142062,0.11165,0.113899,"0","0"
"10405","Q8WW35","DYNLT2B",0.1142051,0.11962,0.115364,"0","0"
"10406","O43920","NDUFS5",0.1141964,0.11289,0.113872,"0","0"
"10407","Q8TC59","PIWIL2",0.1141431,0.12534,0.114072,"0","0"
"10408","O95816","BAG2",0.1141178,0.11237,0.113919,"0","0"
"10409","Q9NVX0","HAUS2",0.1141146,0.11151,0.114618,"0","0"
"10410","Q9BQ48","MRPL34",0.1140889,0.11248,0.114032,"0","0"
"10411","Q4VC39","HIGD2B",0.1140816,0.1167,0.114904,"0","0"
"10412","A4D126","CRPPA",0.1140776,0.11177,0.11478,"0","0"
"10413","O75818","RPP40",0.1140405,0.11812,0.11405,"0","0"
"10414","Q6ICG8","WBP2NL",0.1140308,0.11727,0.115117,"0","0"
"10415","Q14691","GINS1",0.1140236,0.11719,0.114106,"0","0"
"10416","Q9H0E3","SAP130",0.1140157,0.11644,0.112416,"0","0"
"10417","Q9UJ55","MAGEL2",0.1140106,0.11851,0.11193,"0","0"
"10418","Q96PS6",NA,0.1139769,0.11332,0.115047,"0","0"
"10419","Q9H2B2","SYT4",0.1139142,0.1142,0.114485,"0","0"
"10420","O75954","TSPAN9",0.1138918,0.11128,0.114526,"0","0"
"10421","P20794","MAK",0.1138885,0.11653,0.114508,"0","0"
"10422","Q5W0Z9","ZDHHC20",0.113885,0.11277,0.113423,"0","0"
"10423","Q86W28","NLRP8",0.1138757,0.1114,0.113493,"0","0"
"10424","Q9Y2Z9","COQ6",0.1138718,0.11322,0.114121,"0","0"
"10425","Q8IUC1","KRTAP11-1",0.1138415,0.11233,0.112247,"0","0"
"10426","Q9NUP1","BLOC1S4",0.1138057,0.11582,0.114139,"0","0"
"10427","Q9BQY4","RHOXF2",0.1137931,0.11887,0.113863,"0","0"
"10428","Q8IZU8","DSEL",0.1137803,0.11435,0.112942,"0","0"
"10429","Q9GZZ1","NAA50",0.1137617,0.11337,0.113841,"0","0"
"10430","Q9BYR2","KRTAP4-5",0.1137539,0.11252,0.113919,"0","0"
"10431","Q7Z4L5","TTC21B",0.1136864,0.11378,0.112162,"0","0"
"10432","Q8NGI1",NA,0.1136823,0.11583,0.114206,"0","0"
"10433","Q9UKJ1","PILRA",0.1136639,0.11118,0.113075,"0","0"
"10434","Q8WWH4","ASZ1",0.1136631,0.11707,0.113914,"0","0"
"10435","Q8IWL1","SFTPA2",0.1136505,0.11688,0.114199,"0","0"
"10436","Q9UMX2","OAZ3",0.1136391,0.11951,0.114366,"0","0"
"10437","Q8IWJ2","GCC2",0.1136248,0.11627,0.112494,"0","0"
"10438","Q8TE85","GRHL3",0.1136169,0.11338,0.112985,"0","0"
"10439","Q9H3U5","MFSD1",0.1136169,0.11546,0.114335,"0","0"
"10440","P31268","HOXA7",0.1136161,0.12032,0.114536,"0","0"
"10441","Q9BXU0","TEX12",0.1135877,0.11205,0.113314,"0","0"
"10442","Q02878","RPL6",0.113578,0.10989,0.113897,"0","0"
"10443","Q96D42","HAVCR1",0.1135773,0.11335,0.1128,"0","0"
"10444","Q969F0","FATE1",0.113566,0.11336,0.114316,"0","0"
"10445","O15427","SLC16A3",0.113556,0.11829,0.113512,"0","0"
"10446","Q7Z7G8","VPS13B",0.1135429,0.11825,0.112724,"0","0"
"10447","Q96RY7","IFT140",0.1135262,0.11835,0.112833,"0","0"
"10448","Q8TD46","CD200R1",0.1135187,0.11231,0.113719,"0","0"
"10449","O94829","IPO13",0.1135139,0.11731,0.11316,"0","0"
"10450","Q9Y2A9","B3GNT3",0.1135133,0.11807,0.113031,"0","0"
"10451","P55058","PLTP",0.1135063,0.11288,0.11436,"0","0"
"10452","Q5VYY2","LIPM",0.1134779,0.11639,0.115269,"0","0"
"10453","Q9H1N7","SLC35B3",0.1134638,0.11421,0.113717,"0","0"
"10454","Q13724","MOGS",0.1134245,0.11814,0.112324,"0","0"
"10455","O75147","OBSL1",0.1134138,0.11857,0.112363,"0","0"
"10456","O75840","KLF7",0.1134012,0.11327,0.113551,"0","0"
"10457","Q96BT7","ALKBH8",0.1133795,0.11902,0.112531,"0","0"
"10458","A0A539","TRBV4-2",0.11337,0.11528,0.115124,"0","0"
"10459","O76027","ANXA9",0.1133504,0.11067,0.114451,"0","0"
"10460","Q9UBQ0","VPS29",0.1133387,0.1168,0.114529,"0","0"
"10461","Q13115","DUSP4",0.1132443,0.11979,0.113009,"0","0"
"10462","Q9UIA0","CYTH4",0.1132432,0.11541,0.11417,"0","0"
"10463","Q9BYQ6","KRTAP4-11",0.1132356,0.10979,0.113458,"0","0"
"10464","Q96FF9","CDCA5",0.1132337,0.10937,0.112285,"0","0"
"10465","Q92628","KIAA0232",0.1131227,0.11377,0.111884,"0","0"
"10466","Q8TB37","NUBPL",0.1130905,0.1155,0.114179,"0","0"
"10467","O76080","ZFAND5",0.1130789,0.11375,0.111963,"0","0"
"10468","Q9NUQ2","AGPAT5",0.1130601,0.11659,0.113357,"0","0"
"10469","Q96MC6","MFSD14A",0.1130478,0.11669,0.113958,"0","0"
"10470","Q96BY6","DOCK10",0.1130384,0.11554,0.111472,"0","0"
"10471","Q9H6D3","XKR8",0.1130382,0.11402,0.112816,"0","0"
"10472","Q2I0M5","RSPO4",0.1130264,0.1137,0.113959,"0","0"
"10473","Q9NX45","SOHLH2",0.113023,0.1152,0.11338,"0","0"
"10474","Q96PN7","TRERF1",0.1130197,0.11274,0.111485,"0","0"
"10475","Q8IX95",NA,0.1130045,0.11089,0.11309,"0","0"
"10476","O95081","AGFG2",0.1129762,0.11347,0.111736,"0","0"
"10477","Q8TF74","WIPF2",0.1129726,0.1136,0.111659,"0","0"
"10478","Q8WXD2","SCG3",0.1129373,0.11084,0.11323,"0","0"
"10479","Q8N2Z9","CENPS",0.1129283,0.11257,0.111943,"0","0"
"10480","Q8N1T3",NA,0.1128723,0.11397,0.112195,"0","0"
"10481","Q8N187","CARF",0.1128508,0.11098,0.112207,"0","0"
"10482","Q9BYW1","SLC2A11",0.1127928,0.11917,0.114644,"0","0"
"10483","Q9NQV7","PRDM9",0.112753,0.11721,0.111355,"0","0"
"10484","Q9HCF6","TRPM3",0.112735,0.11306,0.112325,"0","0"
"10485","Q9Y2G5","POFUT2",0.1127342,0.11402,0.112677,"0","0"
"10486","P55103","INHBC",0.1126958,0.11788,0.114663,"0","0"
"10487","Q96C11","FGGY",0.1126925,0.11529,0.113491,"0","0"
"10488","Q9NRR6","INPP5E",0.1126895,0.11868,0.111539,"0","0"
"10489","Q9UMY4","SNX12",0.1126832,0.11247,0.112994,"0","0"
"10490","Q9UBR1","UPB1",0.1126792,0.12003,0.113604,"0","0"
"10491","Q9H4Z2","ZNF335",0.112671,0.11586,0.112721,"0","0"
"10492","P04259","KRT6B",0.1126077,0.1163,0.111984,"0","0"
"10493","Q9H1K0","RBSN",0.1125798,0.11262,0.111358,"0","0"
"10494","Q96T23","RSF1",0.1125736,0.11724,0.111215,"0","0"
"10495","Q8TAT5","NEIL3",0.1125644,0.1199,0.113395,"0","0"
"10496","Q86VE3","SATL1",0.1125506,0.11555,0.112026,"0","0"
"10497","Q9UNF1","MAGED2",0.1125153,0.1083,0.110896,"0","0"
"10498","O60812","HNRNPCL1",0.1125135,0.1157,0.112431,"0","0"
"10499","Q9UBV7","B4GALT7",0.1125044,0.1144,0.113781,"0","0"
"10500","Q9H1B5","XYLT2",0.1124707,0.11463,0.110903,"0","0"
"10501","P31948","STIP1",0.1124467,0.10974,0.111383,"0","0"
"10502","A0A0U1RRN3","MISFA",0.1124361,0.1117,0.1122,"0","0"
"10503","Q12947","FOXF2",0.1124154,0.11177,0.110741,"0","0"
"10504","Q86UY5","FAM83A",0.1123589,0.11343,0.112806,"0","0"
"10505","O15400","STX7",0.1123548,0.11181,0.11179,"0","0"
"10506","Q9UKV3","ACIN1",0.1123424,0.11192,0.111538,"0","0"
"10507","Q10472","GALNT1",0.1123227,0.11851,0.112485,"0","0"
"10508","P0C7Q6","SLC35G6",0.1123042,0.11952,0.113339,"0","0"
"10509","Q8TED0","UTP15",0.1123009,0.1081,0.111931,"0","0"
"10510","Q7L014","DDX46",0.1122915,0.11333,0.110221,"0","0"
"10511","Q9Y6J3",NA,0.1122913,0.11705,0.113494,"0","0"
"10512","O95453","PARN",0.1122777,0.11267,0.111734,"0","0"
"10513","Q9H0C8","ILKAP",0.1122745,0.11143,0.110436,"0","0"
"10514","Q6P0Q8","MAST2",0.1122113,0.1134,0.111261,"0","0"
"10515","Q13394","MAB21L1",0.1121979,0.1149,0.1142,"0","0"
"10516","Q96PX9","PLEKHG4B",0.1121801,0.11211,0.112144,"0","0"
"10517","O43292","GPAA1",0.1121618,0.11516,0.113489,"0","0"
"10518","Q9NP73","ALG13",0.1121566,0.11535,0.109863,"0","0"
"10519","P07360","C8G",0.1121375,0.1096,0.112361,"0","0"
"10520","O75608","LYPLA1",0.1121252,0.11782,0.111996,"0","0"
"10521","Q8N4V2","SVOP",0.112098,0.11316,0.112445,"0","0"
"10522","P45378","TNNT3",0.1120952,0.11222,0.111867,"0","0"
"10523","O95359","TACC2",0.1120937,0.11915,0.111456,"0","0"
"10524","Q8IUZ5","PHYKPL",0.112071,0.11464,0.11317,"0","0"
"10525","Q6IWH7","ANO7",0.112064,0.11581,0.111707,"0","0"
"10526","P16562","CRISP2",0.1120501,0.11357,0.112807,"0","0"
"10527","Q86VP1","TAX1BP1",0.1120249,0.11326,0.111364,"0","0"
"10528","Q6ZTC4",NA,0.1120201,0.11532,0.111717,"0","0"
"10529","A8MXK9",NA,0.1120179,0.11411,0.111076,"0","0"
"10530","Q5VTB9","RNF220",0.1120134,0.10982,0.111833,"0","0"
"10531","O95985","TOP3B",0.1119933,0.11506,0.111005,"0","0"
"10532","P56179","DLX6",0.1119785,0.11348,0.112408,"0","0"
"10533","Q12829","RAB40B",0.1119715,0.11004,0.112537,"0","0"
"10534","P0DN82","OR12D1",0.1119712,0.10969,0.112415,"0","0"
"10535","Q58F21","BRDT",0.111955,0.11514,0.110355,"0","0"
"10536","Q2WEN9","CEACAM16",0.1119162,0.11437,0.112261,"0","0"
"10537","Q9H313","TTYH1",0.1118986,0.11777,0.111847,"0","0"
"10538","A8MWP6",NA,0.1118904,0.11433,0.110889,"0","0"
"10539","Q5PT55","SLC10A5",0.1118692,0.11266,0.112688,"0","0"
"10540","Q9Y285","FARSA",0.1118447,0.11143,0.111159,"0","0"
"10541","Q8WTR4","GDPD5",0.1118369,0.11065,0.110782,"0","0"
"10542","Q8NB12","SMYD1",0.1118261,0.11705,0.112537,"0","0"
"10543","Q9HCC8","GDPD2",0.1118197,0.11294,0.112085,"0","0"
"10544","Q9BT22","ALG1",0.111803,0.11578,0.112742,"0","0"
