symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
PTGS1	0.4968249631963946	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8097604829798243	No data	No data	No data	No data	No data	No data	0.1320934547056428	0.039338247711448046	No data	1	0	0	0	0	0	0.48247	1	-0.15784538445509477	-0.9397369417042986	0	-1	No data	-0.035892499999999924	0.5	0
GABRB3	0.4965073737931379	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7734230702947845	No data	No data	0.3441893342750761	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0.6511650000000003	No data	-0.7032715148989372	-0.9013792487197583	0	-1	No data	-0.4608875000000001	0.5	0
GABRA4	0.4963431160799447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7734230702947845	No data	No data	0.3441893342750761	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.52166	No data	-0.6210668889351949	No data	0	-1	No data	0	0.75	0.5
GABRB2	0.4963431160799447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7734230702947845	No data	No data	0.3441893342750761	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9707050000000003	No data	-0.6455511564909355	-0.2859799453667586	0	No data	No data	-0.33105499999999993	1	0.5
GABRP	0.49525357502208656	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7734230702947845	No data	No data	No data	No data	No data	No data	0.6173217074667703	0.4664416096395638	No data	1	1	0	1	0	0	0.636365	No data	0.5429256095019797	No data	0	No data	No data	0	0.5	-1
NTRK1	0.4933700151518727	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7001778390862753	0.23043447142697934	No data	No data	0.12158615952232422	No data	No data	0.5941514886097825	No data	No data	No data	0.48830893975864026	No data	No data	1	0	0	1	1	1	0.34044999999999986	1	-0.308189206084601	-0.8611362711768386	0	-1	-1	0	0.5	0.5
GABRD	0.4902836086140179	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7734230702947845	No data	No data	No data	No data	No data	No data	0.6611247424026379	No data	No data	1	0	0	1	1	0	0.6017699999999998	No data	-0.8321525317774536	-0.6917524958398502	0	No data	No data	0	1	0.5
ATP1A1	0.4878321512398561	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6612513946521403	0.26521447706377377	No data	No data	0.15536009272296983	No data	No data	0.8161373640363875	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8435949999999999	No data	-0.9647843300687643	-0.8935168801823736	0	-1	-1	-0.6725325000000002	0.5	-1
MPL	0.4819130486494955	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6940504501635887	No data	No data	No data	0.12158615952232422	No data	No data	0.6767952891734096	No data	No data	No data	0.044074982826842524	No data	No data	1	1	0	1	1	0	0.047245000000000203	No data	-0.18087101479474887	-0.2366697240320162	0	No data	-1	0	-1	0.5
GABRG1	0.47731238232529233	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7851426251154086	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7634399999999999	No data	-0.127318191289852	No data	0	-1	No data	-0.3494624999999999	1	0.5
BTK	0.4754724635233148	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6799959275784986	No data	No data	No data	0.06079307976116211	No data	No data	0.7548683121413452	No data	No data	No data	0.052627174492555044	0.04362568493054641	No data	1	1	0	1	1	1	0.9165399999999998	1	-0.9771827464055012	-0.5041779802036722	0	-1	-1	0	0.5	0
GRIN3B	0.47536182198112303	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7810222052649298	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	1	0	1	1	0	0	No data	0.08533027714107111	-0.2780626372451733	0	-1	No data	0	0.5	0.5
GRIN3A	0.47480745219909604	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7810222052649298	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.6681600000000003	No data	-0.6444050843925817	-0.05905544609812324	0	-1	No data	0	1	0.5
GABRE	0.47346288533964137	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7734230702947845	No data	No data	No data	No data	No data	No data	0.03343619386863916	0.09288796106120518	No data	1	1	0	1	0	0	0	No data	0.14232131694102934	-0.022060910089015118	0	No data	No data	0	0.5	0
ALK	0.4717063262699614	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7001778390862753	0.19028173499468506	No data	No data	0.13678442946261474	No data	No data	No data	No data	No data	No data	0.8756787802025338	0.02053255803860371	No data	1	1	0	1	1	1	0.35185000000000033	1	-0.5622004584288394	-0.8168579577794307	0	No data	-1	0	0.5	0.5
PTHLH	0.47149443879188263	0.7160189788734495	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.913463698436539	0.4536368323694546	No data	0.5	0	1	0	0	0	0.26553499999999985	No data	-0.521671181496145	-0.92565299598313	0	No data	No data	No data	0.5	0
CXCR4	0.471279623311544	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6395938599872263	No data	No data	No data	0.45130418239362696	No data	No data	No data	No data	No data	No data	0.9710564073654853	0.09762062107800988	No data	1	1	0	1	1	1	0.5596600000000003	0	0.1749322775578246	-0.9770166353304166	0	No data	-1	0	0.5	-1
PLG	0.4695529295221063	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6450821241323312	No data	No data	0.8677562932650833	No data	No data	No data	0.7637546110317088	0.14839431787413374	No data	1	0	1	1	1	0	0	No data	-0.5695978328818504	-0.949973222022459	0	No data	No data	0	1	0.5
PDPK1	0.4682125683918868	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	0.07599134970145263	No data	No data	No data	No data	0.607930797611621	No data	0.14537134858928746	No data	No data	0.5	0	0	1	1	1	0.7661850000000001	1	-0.7713065221921234	-0.8948945893478268	-1	-1	No data	0	-1	-1
PPARG	0.46579299107768957	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6940504501635887	No data	No data	No data	0.06079307976116211	No data	No data	0.35376320397354755	No data	No data	No data	0.9569258851726876	0.10553474713128491	No data	1	0	0	0	0	0	0.9157899999999998	1	-0.34007084809335275	-0.9812391714898461	0	-1	-1	0	0.5	0
LHCGR	0.4652921400852492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7143186871936548	No data	No data	0.3306969083779346	No data	No data	No data	0.2635751520911584	No data	0.2888887150250423	1	1	0	0	1	0	0.1130200000000002	1	-0.029068555949156027	-0.8288106907448872	0	No data	No data	0	0.5	0.5
FGFR3	0.46092125202501366	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6893009908072479	No data	No data	No data	0.19432487586336258	No data	No data	No data	No data	No data	No data	0.8956568335638772	0.03158123499345965	No data	1	0	1	1	1	0	0.36724499999999977	1	-0.3719524901021046	-0.9425062525911276	0	-1	-1	-0.16252999999999992	0.5	0
PIK3R3	0.46034131823308444	0.28840347935991306	No data	0.18237923928348632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5914307887836519	No data	No data	0.9733045213215894	No data	No data	No data	0.07284008664944525	0.019152938161628538	No data	0.75	0	0	1	1	0	0.7939250000000001	No data	0.1191914982287976	No data	0	No data	No data	-0.3709325	-1	0
SRC	0.46003209723465943	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6867270207705914	No data	No data	No data	0.19410749914493278	No data	No data	No data	No data	No data	No data	0.965878772856254	No data	No data	1	1	0	1	1	1	0.9347000000000001	1	-0.8332986038758075	-0.8192627862114793	0	-1	-1	-0.3656725000000002	-1	0
NFE2L2	0.45884838413178797	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6978031094081049	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.8691613485476889	No data	No data	0.75	1	0	1	1	0	0.049584999999999727	0	-0.30402167118149614	-0.9658247188547081	0	-1	-1	0	-1	-1
BRD4	0.4554366835553057	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6964251798417591	No data	No data	No data	0.06839221473130737	No data	No data	No data	No data	No data	No data	0.9026889383307367	No data	No data	0.75	0	0	1	1	0	0.7797350000000002	1	-0.9988539279016462	-0.8891646963324109	-1	No data	-1	0	-1	-1
KCNK9	0.452602500650026	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6383273374922022	No data	No data	0.738518212014835	No data	No data	No data	0.6234584428574335	No data	No data	1	1	0	1	1	0	0	0	-0.7465096895186497	0	0	No data	No data	-0.024065000000000048	1	0.5
ROS1	0.4517965151124046	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6964251798417591	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.5303369820641962	0.36511800469730143	No data	1	0	0	1	1	0	0.011104999999999875	0	0.2518232965201084	0	0	No data	-1	0	0.75	0.5
KCNK10	0.44691791290915395	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6383273374922022	No data	No data	0.738518212014835	No data	No data	No data	No data	0.20267625951645274	No data	1	0	0	1	1	0	0.6685099999999998	No data	-0.29297770368826836	No data	0	No data	No data	0	0.5	0.5
PIK3CD	0.44508699803641605	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.592040854191583	No data	No data	0.9678449821121378	No data	No data	No data	0.8322186756470326	0.04952717042234984	No data	1	0	0	1	1	0	0.7222200000000001	1	-0.8910189622838092	-0.21684534671589678	0	No data	No data	0	0.75	0
KCNK3	0.44500113169501376	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6383273374922022	No data	No data	0.738518212014835	No data	No data	No data	0.06079307976116211	No data	No data	1	1	0	1	1	0	0.5939100000000004	1	-0.625963742446343	-0.05377051238253633	0	No data	No data	0	1	0
SMO	0.44456449594124686	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6947014216651883	No data	No data	No data	0.14353921610274387	No data	No data	No data	No data	No data	No data	0.030987583711592354	No data	No data	1	1	0	1	1	0	0.6505699999999998	0	-0.28026672223379867	-0.9346021927630868	0	No data	-1	0	-1	0
KCNK2	0.44434410084224096	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6383273374922022	No data	No data	0.738518212014835	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0.8122050000000002	No data	-0.288705980412586	0	0	No data	No data	0	1	0
KCNK18	0.44417984312904774	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6383273374922022	No data	No data	0.738518212014835	No data	No data	No data	No data	No data	No data	1	1	0	0	1	0	0	No data	0.2389039383204834	-0.1317761340245982	0	No data	No data	0	No data	No data
HDAC1	0.44155057957505256	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5749517185164034	No data	0.2796481669013457	0.9179296902169392	No data	No data	No data	0.4301963941910016	0.021846478796141853	No data	1	0	0	1	1	0	0.9688800000000001	1	-0.6219003959158158	-0.7478343859031513	0	-1	No data	-0.6576775000000001	-1	-1
TUBA4A	0.4398398524934709	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6069316835845873	No data	No data	0.9002020297949123	No data	No data	No data	0.17055836266326035	0.02048286412564145	No data	1	0	0	1	1	0	0.9888399999999997	No data	-0.35444884350906436	0	0	No data	No data	-0.921875	0.5	-1
PIK3CG	0.43877783388927993	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5916076509077876	No data	No data	0.8985512976669524	No data	No data	No data	0.6212740541808204	0.3218852621513596	No data	1	1	0	1	1	1	0.7050800000000003	1	-0.3818503854969786	-0.8895205097458677	0	-1	No data	0	0.75	0
PGR	0.43874671212134964	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6252438391539178	No data	No data	0.5937847692078307	No data	No data	No data	0.9768837253693692	0.042365080444462105	No data	1	0	0	1	1	1	0.008574999999999732	0	-0.5358408001667014	-0.8141382146234721	0	-1	No data	0	0.75	0
NPM1	0.4377461700537463	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6696948779523016	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.8721909144301453	No data	No data	1	0	0	1	1	0	0.7108849999999997	No data	-0.9306105438633049	-0.9140972064396476	-1	No data	-1	0	-1	-1
TACR1	0.43764595885020563	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	0.8237827004361482	No data	No data	No data	0.3817476545992861	0.04059632912033066	No data	1	1	0	1	1	1	0.72973	1	-0.0053136070014586645	-0.7233277132258803	0	-1	No data	0	0.5	0
TUBA1A	0.4341499234742485	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6069316835845873	No data	No data	0.8478788368582205	No data	No data	No data	0.05522038078305557	No data	No data	1	0	0	1	1	0	1	No data	-0.7318191289852052	-0.8698268980064422	0	No data	No data	-0.9889125	0.5	-1
NR3C1	0.43267664085579277	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.628524139968623	No data	No data	0.4889001599518172	No data	No data	No data	0.9363845888756795	0.10200106770569335	No data	1	0	0	1	1	1	0.5109400000000001	1	-0.7278599708272557	-0.9536043719349752	0	-1	No data	0	-1	-1
HDAC2	0.4313321631716905	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5749517185164034	No data	No data	0.9179296902169392	No data	No data	No data	0.8917076805692652	No data	No data	1	0	0	1	1	0	0.9795099999999998	1	-0.9789539487393207	-0.9524831938258721	0	No data	No data	-0.6311475000000002	-1	-1
TUBA1C	0.42787527693416577	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6069316835845873	No data	No data	0.741504556724663	No data	No data	No data	0.1413040192940083	0.08499985335559737	No data	1	0	0	1	1	0	0.9665900000000001	No data	-0.14711398207959991	0	-1	No data	No data	-0.961025	0.5	-1
PTK6	0.42751470426559784	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6395938599872263	No data	No data	No data	0.17964355069423402	No data	No data	No data	No data	No data	No data	0.842601525236178	No data	No data	1	1	0	1	1	0	0.0022150000000003443	0	0.49093561158574706	0	0	No data	-1	0	0.5	0
TUBA1B	0.427263642369105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6069316835845873	No data	No data	0.741504556724663	No data	No data	No data	0.14384227807684385	No data	No data	1	0	0	1	1	0	1	No data	-0.7350489685351115	No data	-1	No data	No data	-0.9889125	-1	-1
HDAC3	0.42667252044693316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5749517185164034	No data	No data	0.9260137889880176	No data	No data	No data	0.5013204942324246	No data	No data	1	0	0	1	1	0	0.9883200000000002	1	-0.613356949364451	0	-1	-1	No data	0	-1	-1
TUBA3C	0.42548465228581983	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6069316835845873	No data	No data	0.741504556724663	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	1	1	0	1	No data	-0.05667847468222542	0	0	No data	No data	-1	1	1
TUBA3E	0.4253203945726266	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6069316835845873	No data	No data	0.741504556724663	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	No data	No data	0.5113565326109606	0	0	No data	No data	-0.9666675000000001	0.75	0.5
ESRRG	0.4251309355904695	0.6488769117524376	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17309140765330877	No data	No data	No data	No data	No data	No data	0.31559206792855266	0.011614944390886733	No data	0.75	0	0	1	1	1	1	No data	-0.4230047926651386	-0.9088359317956071	0	-1	No data	-0.41594000000000014	0.5	0
CSF2RA	0.42325130910057024	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5749985567053428	No data	No data	0.9542573521577107	No data	No data	No data	0.07599134970145263	0.019747384050089575	No data	1	1	1	0	0	0	0	No data	0.2559908314232131	-0.20363345368340835	0	No data	No data	0	0.5	0
HDAC8	0.4209715414200425	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5727094349345695	No data	No data	0.8690533635939943	No data	No data	No data	0.5006301559766752	No data	No data	1	0	0	1	1	1	0.8143250000000002	1	-0.760158366326318	-0.8570411298824795	0	No data	No data	0	-1	-1
HDAC6	0.42065673127303993	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.574979922096038	No data	No data	0.8267578027898603	No data	No data	No data	0.6130680178049702	No data	No data	1	0	0	1	1	0	0	1	-0.9932277557824547	-0.16399645081650704	0	-1	No data	0	-1	-1
HDAC9	0.4198323434933629	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5727094349345695	No data	No data	0.7757844420260136	No data	No data	No data	0.9273835843656473	0.024104927174933427	No data	1	0	0	1	1	0	0.6024299999999997	No data	-0.8277766201291936	-0.48385841815699465	0	No data	No data	-0.034145	-1	-1
VDR	0.41846626385749436	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6399217821437531	No data	No data	No data	No data	No data	No data	0.9501301497211881	0.04126225384665356	No data	1	0	0	1	1	1	0.4028100000000002	0	-0.038653886226297174	-0.9585967063703432	0	-1	No data	0	1	0
BRD3	0.41809941447595267	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6696948779523016	No data	No data	No data	0.06839221473130737	No data	No data	No data	No data	No data	No data	0.04269859165932479	No data	No data	0.75	0	0	1	1	0	0.7727249999999998	1	-0.7328610127109815	-0.6647584635678294	0	No data	No data	-0.09435249999999992	-1	-1
HDAC10	0.4151663185517475	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5727094349345695	No data	No data	0.8690533635939943	No data	No data	No data	0.06383273374922022	0.012596685845266986	No data	1	0	0	1	1	0	0	1	0.6201291935819961	0	0	No data	No data	0	-1	0
HDAC5	0.4145048270807541	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5727094349345695	No data	No data	0.7757844420260136	No data	No data	No data	0.546591407526248	No data	No data	1	0	0	1	1	0	0.6613199999999999	0	-0.9487393206918108	-0.11718971696957875	0	No data	No data	0	-1	-1
GLRA1	0.4142142594833444	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6383273374922022	No data	No data	0.3441893342750761	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9443199999999997	No data	-0.1828505938737237	-0.9085767026966859	0	No data	No data	-0.5601324999999999	1	1
HDAC4	0.4140215809695346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5727094349345695	No data	No data	0.7757844420260136	No data	No data	No data	0.510820765390153	No data	No data	1	0	0	0	0	0	0.6602400000000003	No data	-0.9979162325484476	-0.7251321466631494	0	No data	No data	-0.008264999999999922	0.5	0
SSTR2	0.41148824958386154	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5963036041593416	No data	No data	0.5579092950751711	No data	No data	No data	0.48710965241639675	No data	No data	1	0	0	1	1	0	0.6883450000000003	0	-0.32840175036465935	-0.8448185661326157	0	No data	No data	0	0.5	0
DNMT1	0.40875664672656375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17465293511588148	No data	No data	No data	No data	0.607930797611621	No data	0.9007393282796786	No data	No data	1	0	0	1	1	1	0	0	-0.9469681183579912	-0.8853965938530053	-1	No data	No data	0	-1	-1
HDAC11	0.4081694643458712	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5727094349345695	No data	No data	0.7757844420260136	No data	No data	No data	0.0776378289449841	No data	No data	1	0	0	1	1	0	0.5821350000000003	No data	-0.2754740570952282	0	0	No data	No data	0	0.5	0
SSTR3	0.40714196322952334	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5963036041593416	No data	No data	0.5579092950751711	No data	No data	No data	0.03647584785669726	0.14487299183229793	No data	1	1	0	1	1	0	0.28229499999999985	1	No data	No data	0	No data	No data	0	0.5	0.5
FLT1	0.40611139609950353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5785527765083607	No data	No data	0.5927003297650847	No data	No data	No data	0.6921941200524955	No data	No data	1	1	1	1	1	0	0.08071500000000001	0	-0.8306938945613669	-0.9299248067901646	0	-1	No data	0	1	0
SSTR5	0.4057904912474346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5963036041593416	No data	No data	0.5579092950751711	No data	No data	No data	0.06535256074324927	No data	No data	1	1	0	1	1	0	0	1	0.6752448426755575	-0.26377254530739247	0	No data	No data	0	0.75	0.5
EML4	0.4051065719431851	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6487854100603841	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.09287399117053394	0.02576027014867739	No data	1	0	0	1	1	0	0.4240549999999999	1	-0.5533444467597416	No data	0	No data	No data	0	-1	-1
PARP3	0.40391675518151776	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6573051037558364	No data	No data	No data	No data	No data	No data	0.14214575731374895	No data	No data	1	0	0	1	1	0	0.005630000000000024	No data	0.39153990414669715	No data	0	No data	No data	0	-1	-1
GSR	0.40341429519615435	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5584092511082173	No data	No data	0.8120727165530065	No data	No data	No data	0.16503940897214128	No data	No data	1	0	0	1	1	1	0.04214500000000001	0	-0.002917274432173378	-0.5725010561256749	0	-1	No data	0	-1	-1
RARB	0.39394566762430294	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5386942345502975	No data	No data	0.738422853285633	No data	No data	No data	0.7098047859322044	0.09921430617021655	No data	1	0	0	1	1	0	0.921875	0	-0.9656178370493853	-0.7086560822574619	0	-1	No data	-0.36941999999999986	-1	0
MUC1	0.390683594839968	0.10761686568314262	No data	No data	No data	No data	No data	No data	No data	No data	0.4232296004205904	No data	No data	No data	0.468934175524364	No data	No data	0.8803784485279302	No data	No data	No data	0.9386123542001052	0.10809466048072225	No data	0.75	1	1	0	0	0	0	No data	-0.28672640133361116	-0.6797644396463925	0	No data	No data	No data	0.5	0
RARG	0.38735899142891306	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5386942345502975	No data	No data	0.738422853285633	No data	No data	No data	0.2780566343931325	No data	No data	1	0	0	1	1	0	0.9008800000000001	1	-0.842779745780371	-0.7868117977957109	0	-1	No data	-0.26762000000000014	0.5	-1
HSP90AA1	0.38215904905654274	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45643230612858215	0.19989608096479544	No data	No data	0.18894247817333937	No data	No data	0.9488426662836842	No data	No data	No data	0.7592033691845964	No data	No data	0.75	0	0	1	1	1	0.9590150000000002	1	-0.6866013752865181	-0.7022370127587535	0	No data	No data	-0.648225	-1	-1
CACNA2D1	0.37739241469807083	No data	No data	0.4377101742803672	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	0.838089857500526	No data	No data	No data	0.6482062129533909	0.09288731525694692	No data	1	1	0	1	1	0	0.7891849999999998	No data	-0.8323609085226089	-0.7041181806021576	0	No data	No data	0	0.5	0
EPOR	0.3755952080571595	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5916855357421105	No data	No data	No data	No data	No data	No data	0.5228012280552764	No data	No data	1	1	0	0	1	0	0.06495999999999995	No data	-0.31569076891018966	-0.9544269809368163	0	No data	No data	0	-1	-1
IL2RB	0.37519919145817415	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.49094882765998543	No data	No data	0.9542573521577107	No data	No data	No data	0.2937309068002347	0.033266379693055174	No data	1	1	0	0	0	0	0	No data	-0.50218795582413	-0.7368998508903792	0	No data	No data	0	0.5	0
LYN	0.37413431516670775	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.46190872354966905	No data	No data	No data	0.1910988499917195	No data	No data	0.9398029677533902	No data	No data	No data	0.6543322824381163	0.07893942762316053	No data	1	1	0	1	1	1	0.8046900000000001	1	-0.8611168993540321	-0.8309889296828362	0	-1	No data	-0.2578125	0.5	-1
PRKCB	0.3683460542886106	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4661597828500975	No data	No data	No data	0.1649687767185535	No data	No data	0.900064261519086	No data	No data	No data	0.6738921694464859	0.05999473855481912	No data	1	0	0	1	1	0	0.9405650000000001	0	-0.9889560325067722	-0.19643079818522036	0	-1	No data	-0.5059425000000001	0.5	0
SSTR1	0.3636354644199388	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5963036041593416	No data	No data	No data	No data	No data	No data	0.03698245685470695	No data	No data	1	0	0	1	1	0	0.9360599999999998	0	-0.45301104396749325	-0.2299108817756393	0	No data	No data	0	0.5	0
PIK3R2	0.3620865444660633	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5914307887836519	No data	No data	No data	No data	No data	No data	0.08348165017192682	No data	No data	0.75	No data	No data	1	1	0	0.4436799999999998	No data	-0.5117732861012712	-0.25996739303217	0	-1	No data	0	-1	-1
PIK3R5	0.36091385848881863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5914307887836519	No data	No data	No data	No data	No data	No data	0.03495602086266821	0.022378593536053336	No data	0.75	0	0	1	1	0	0.30113500000000004	No data	-0.637737028547614	0	0	-1	No data	0	1	0
SSTR4	0.35970385967896057	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5916855357421105	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.3685549999999999	0	0.9919774953115232	-0.2524243370072718	0	No data	No data	0	No data	No data
TNC	0.3555681237393512	No data	No data	0.19453785523571876	No data	No data	No data	No data	No data	No data	0.45458529415667187	No data	No data	No data	0.06079307976116211	No data	No data	0.8122351175345329	No data	No data	No data	0.3687337172461203	0.02010031340155813	No data	0.5	0	1	0	0	0	0.020900000000000318	No data	-0.5664721817045217	-0.2990712457542502	0	No data	No data	0	0.5	-1
MMP9	0.35549440935040005	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	0.8515662338160289	No data	No data	No data	0.9395432020996053	0.11909554624747119	No data	0.75	0	1	1	1	1	0	No data	0.35465722025421953	-0.9750241352135316	0	-1	No data	0	0.75	0
