gene_id,citation_score
PLEKHA5,31
SDCBP,164
ACOX3,60
C2CD5,5
DIP2A,52
XYLT1,69
C4orf19,6
PNP,6806
TNIK,135
TBCA,149
ABCA1,4626
DLG5,148
MRPL37,12
VDAC2,308
FRYL,18
PHF6,309
BLVRA,58
AFAP1,206
CXXC1,78
AKAP1,136
MSH3,728
MBNL2,111
PRPF31,189
IGF2,5129
FUT8,333
PFKFB3,662
TMEM183A,6
ESYT1,48
TARBP1,33
ATP6V0A2,79
ING3,79
GPR39,249
PTPRG,165
SERPINH1,454
NLRX1,187
ANK3,384
PTCD3,16
MYCBP,188
NLRP1,862
BIN1,636
EBAG9,188
ITPKB,86
ADAM9,451
AASS,691
ITFG1,11
ACLY,515
ANLN,228
PLEK2,44
CHKA,162
AP2M1,51
SLC38A10,17
NR1D2,162
TNPO3,110
SASH1,137
HCLS1,142
GRK5,500
RHOA,12680
SLC11A2,139
RIF1,876
GFM1,40
MYH11,952
SLC1A1,574
MSL2,175
SNX14,37
CYP2S1,92
GPATCH1,13
PSMC3,86
PMS1,507
PNMA2,22
DRG2,48
LMNB2,73
TAP2,1030
TLE4,111
SLC3A1,278
CDC20,1655
RCN2,60
TIAL1,150
TBX18,226
ATP6V1F,11
DDX24,35
C1GALT1,158
OSBPL8,17
SIPA1L2,23
LLPH,13
ANKRD13C,4
PELI1,149
ST7,883
DNAJB11,74
PAK4,466
ACTN1,200
EMILIN2,62
HNRNPUL2,6
CEP57L1,4
FAM117B,5
AKAP13,134
GOLGA4,62
RBCK1,134
BNIP3L,431
UNC13C,37
USP25,108
ELMO2,48
TRIM27,230
OSGEP,35
PPM1L,21
DBNL,59
METTL7A,34
MLLT10,169
CXADR,84
PAN2,119
NEO1,126
IBTK,28
USP31,20
ZNF814,3
GGT6,14
CCDC50,39
MDH1,322
GLG1,41
GPR107,21
RNASEH2B,78
CWC25,22
USP6NL,23
DSP,5486
OS9,124
FOXJ2,60
INTS9,13
NR5A2,565
SERPINB9,163
HSPA4L,58
ALKBH5,639
RPL37,42
REV3L,150
SUZ12,776
MBOAT2,31
ARHGAP44,18
PYROXD2,20
ADCY6,59
DPM1,100
HEXB,363
ERP29,177
TM4SF4,27
CTDSPL,53
CPSF6,148
MDN1,47
MXRA8,54
ZNF329,2
BTAF1,26
CREB1,3063
CPOX,94
EPB41L1,506
SMURF2,412
IK,8755
TRIM35,37
ANXA2,973
SKA2,84
TNFAIP2,99
GLIS3,215
ENAH,279
CLRN3,5
LRP12,51
RGL1,83
OXCT1,88
JAG1,1875
LIPG,344
C2CD3,32
CADM1,583
PTK7,295
CDK6,3675
FBXL2,48
SLC7A7,200
AMMECR1L,2
NCAPG,257
SPON2,82
RBX1,558
SLC25A20,88
PLEKHH2,19
JUP,488
IPP,4460
ALKBH8,33
CTSO,24
CDK4,10684
DCAF8,14
NFKBIZ,217
ERMAP,33
COL5A1,578
PES1,120
GTF2A1,15
EGLN3,296
SPOP,490
BAHD1,26
EHMT2,517
INF2,325
ELAC2,121
MKLN1,76
ERI3,33
PPP1R15A,368
ERH,892
ADRM1,123
HGS,3530
MICU1,236
PACS1,111
ZNF594,1
PPP1R13B,61
BAIAP2L1,46
AVL9,17
DPP8,211
FUBP1,226
EIF3J,50
PDXK,86
RND3,271
TPP2,84
SHQ1,35
VIM,6067
SLC5A1,814
KBTBD4,17
CLCA1,221
CYBA,1045
PABPC1,249
CAST,36562
RNF187,18
FOXQ1,209
PTBP3,56
PHACTR4,21
SH3PXD2A,104
KHNYN,15
PLCG1,333
BICD1,49
BCR,31024
NASP,333
CTSA,1206
PABPC1L,32
STK16,29
COL1A2,1966
AKIRIN1,20
CCDC66,32
YWHAE,352
NAA35,12
RABAC1,41
DBR1,84
LZTS2,36
AAK1,133
RABGAP1,32
KPNA7,30
ELP2,80
CD22,2784
DNAJC1,31
FRMD4A,40
DMTF1,65
ZNF25,7
FMN1,63
IMP4,160
DNAJC7,42
HELZ2,30
POLR1E,15
FBXO9,30
MYO9A,39
FLRT2,64
IGFBP2,2729
PI4KB,104
CCDC174,4
RPS6KA2,61
HLCS,498
PARP9,95
SFMBT1,34
HSDL2,32
ZNF836,0
BBS2,167
PITRM1,30
RASGRP3,92
ZNF805,0
TPD52L2,38
OXR1,192
SLC37A3,12
INTS8,20
SSU72,95
ZSWIM6,15
EEF2,965
ZBTB11,15
SMAD4,5820
LRSAM1,70
HAUS6,19
TSC2,3261
TLE1,350
SOS1,1221
PICK1,392
MCM8,119
TSPAN3,33
PIGQ,18
RGS1,312
PURB,165
BRD9,137
GOLGA5,28
CNST,144
LFNG,272
TMEM163,43
LATS2,604
PKP3,93
FHOD1,100
CDKL5,640
TM7SF2,41
SUMO1,1662
CCNT2,40
TAF13,19
IFT46,33
INO80,410
FAF1,169
STK10,38
ACVR1,686
PIBF1,126
MCPH1,251
SEC24B,35
DAXX,935
FBXL17,18
ERBB3,2714
PABPN1,279
DCBLD1,24
JUN,3492696
DMTN,62
DHX34,22
QRICH1,13
ITGAV,325
GNG12,46
NADK2,37
HSPD1,499
KLF7,179
NUP98,712
CCAR1,81
CDIPT,56
MYADM,32
MST1R,112
MTHFD2,180
MICAL2,50
LEPR,11685
ARHGEF10,70
FUBP3,29
SLC43A2,36
HTATIP2,113
ILF3,269
TRANK1,27
GMDS,265
CTCF,2854
DUS1L,1
SEZ6L2,42
KYNU,129
SPATA5,31
SNX33,18
RCC1,557
DPYD,720
ZFYVE1,61
PBRM1,571
TM9SF3,12
NUP37,32
RHOBTB2,75
SUOX,107
LAPTM4B,179
ASCC3,35
RAB33B,59
GPAM,191
MRPL49,9
ADAMTS16,58
AP1G2,9
IQGAP3,86
RBM25,44
MAP3K3,191
RPGR,548
CEP192,75
RBBP9,30
CHIC1,21
NSUN4,37
CHST11,81
LIMCH1,29
GDA,3825
YIPF5,22
SLIT3,258
MME,2290
PPM1A,218
RABEP2,22
ESPN,202
TMEM41A,4
INIP,20
PI4K2B,12
FNIP1,71
S100A6,631
LONRF3,1
GTF2F1,9
RASAL2,67
ABCG2,5994
RICTOR,1204
MED24,47
GNG5,28
TTF1,2743
SMOC2,133
SLC52A2,81
PCSK6,226
MYLK,296
ZMYM3,40
TTBK2,83
MOB1A,75
RIOK1,57
YTHDF1,486
ATG16L2,54
TBC1D7,34
GPC6,91
PLOD1,152
THBS3,42
USP34,55
SDAD1,15
KLK10,178
HSF1,2962
GNL3L,26
KDM5B,400
RNF24,10
ITGA1,185
MAP3K2,154
MED18,41
NR2C1,72
IFITM3,584
STMN1,705
IRAK4,882
RALY,74
ZNF347,3
HNRNPD,321
CNOT3,76
AGAP1,41
REST,191176
SENP6,89
MRPS30,38
STX18,22
KPNA3,64
AKAP8L,42
ARHGAP10,51
UNC13D,274
CD46,4956
ZBTB7C,25
NYNRIN,10
SUB1,503
MOB2,82
MCM5,416
PKHD1,1521
ZNF133,16
HSD17B10,168
CBLC,383
BMP1,635
ARRDC4,33
DIS3L,13
ISCU,449
ANXA10,114
RNF169,27
NAV1,7402
LAS1L,26
POLR3B,80
ERLIN1,48
GFM2,13
PUS7,44
MATR3,152
MAL2,176
PTPN13,262
CCDC146,7
YY1AP1,491
CASC3,55
SLC2A3,769
ATXN1,691
PTK2,4136
DNAL1,25
HEYL,638
GRAMD1A,18
LUC7L,21
SLC37A1,27
TBL1XR1,189
HYAL1,309
CCT8,62
DCHS1,57
ACSL3,186
FBXW8,55
SIK3,129
FHAD1,5
NWD1,17
STAT6,4266
KIAA0753,14
ARHGAP29,69
GNB4,59
PTPRH,42
PLEKHM2,25
CHGA,818
NME7,38
LAMC3,61
SOX9,7032
NIF3L1,8
GNPTAB,144
JMY,193
EPAS1,574
REV1,620
NCAPD3,24
GNL1,83
SEC22C,5
MCM4,450
CLN6,204
ISG20,181
KLHL3,132
PHF20L1,21
YTHDC2,169
LIG3,228
ANAPC5,37
MFN2,2252
LGR5,2032
GRK6,231
GDI2,73
CDS1,336
KLHL28,1
SULF1,301
PACSIN3,31
MAPRE2,34
DKC1,406
KLHDC10,11
RBBP4,194
AGMO,198
EHMT1,270
ACP6,28
CIAPIN1,88
UPF1,707
LDLRAP1,206
NCAPD2,36
E2F4,791
BIRC6,168
GRSF1,61
LPIN3,22
PDIA5,32
TRIM37,123
SNX2,91
TMEM164,11
KDR,6250
CD163,5577
SMC3,584
AGTPBP1,64
VNN2,70
EXOC3,77
CHST15,69
ALDH16A1,10
ACTA2,2966
TJP2,266
COG3,50
APEX2,266
CUL2,489
ZNF606,5
PER3,740
CMIP,157
MIPEP,53
DPP9,235
TRIM33,244
MRPS10,11
PLXNA1,163
FARS2,43
EIF3E,104
FMR1,4367
ARL6IP6,7
RASSF3,23
BIRC3,694
WWC2,31
FCGBP,118
PPP1R9A,24
RIPK4,101
LIN54,33
ZNF585B,2
ENG,187792
PRTFDC1,13
HACE1,118
PHF11,51
AASDHPPT,4
FAM98A,17
ZFC3H1,21
REPS1,23
MBTPS1,57
CBR4,138
PSMD14,107
CDKN1A,10911
TMEM131,7
SMC1A,256
ST6GALNAC1,42
AP2A1,31
ADAM19,152
COBLL1,49
MMS19,63
GSTP1,4286
CDK8,602
CNP,5193
GUK1,28
CCNDBP1,41
VSIG1,19
PDCD4,1132
BCAS1,52
NOL9,9
MFSD9,4
GABRB3,442
AMFR,329
NUP205,58
RRP12,29
PLEKHA6,14
CTTN,539
CLASP2,103
CABLES1,61
FAXDC2,9
KCNK6,45
NDUFV3,13
NUCB1,268
ATG9A,239
HOOK3,47
MYRF,132
RCC2,82
IDI1,94
PLEKHA8,32
KIN,10954
RANBP9,79
AHCYL1,36
BSPRY,12
ZNF850,0
DIXDC1,61
CPEB4,128
ARID5B,186
ZBTB7B,82
CASP3,84932
SLC1A3,689
GRIK2,163
PKM,1029
CAPN13,9
EDC4,69
LCLAT1,17
CASZ1,92
FANCD2,1128
GIT1,317
SNRNP40,10
ZNF229,2
SLC35A3,51
C3,86898
TSGA10,52
KCNK10,115
PCNT,214
VPS36,60
SMG1,215
C5orf15,1
ITGB5,157
WDR19,56
ZNF687,21
CLIP1,55
CRIP2,50
OSBPL2,51
GALE,8929
BCAS3,55
FLVCR1,116
KRT23,48
TDP1,392
GNPTG,72
CREG1,78
MEGF8,20
BECN1,3005
STXBP5,98
BTNL8,23
PIEZO1,1033
PCSK7,92
PIK3R4,73
FAM76A,2
MFF,1074
ASAP2,52
ZNF746,42
SEC24A,48
CIRBP,270
INCENP,349
FGGY,26
AZI2,23
ZNF274,15
ALDH5A1,210
SCAI,1267
LYSMD3,10
DDRGK1,36
VPS45,97
AIP,5286
TANGO2,73
ANP32E,92
SMARCAD1,77
MBTD1,26
NCDN,43
IKBKB,6353
BRWD3,39
LMF2,7
ABLIM3,19
SEC24D,70
TCF3,967
POC5,34
PTPN12,176
CTBP2,373
THSD4,37
RPS18,176
RNF168,245
SNRNP200,84
PIGK,35
PTBP2,112
CA2,225196
KMT2A,2414
SPAG1,54
ZER1,12
CCPG1,45
KHSRP,196
LRRFIP2,29
SMTN,149
ZFYVE9,27
ZMYM2,84
PRSS23,43
ZNF589,14
CD302,22
CEP350,26
EIF1AX,143
DYNLT3,23
TLR1,1857
ARL2BP,38
ACACA,611
LRRC32,173
SCARB1,2047
RPL38,36
BRPF3,14
DNAH14,14
MARVELD2,78
ALDH1A2,395
ARL14EP,11
VWA2,24
CTTNBP2NL,8
MCFD2,77
MAP3K8,418
EXOSC2,26
TIMM50,32
ANKLE2,23
MYO1E,89
LYN,3606
CDC27,232
MTBP,92
CRISPLD1,19
NUP93,103
EPS8L3,13
EPB41L5,45
CREBBP,2290
TMCO1,68
OTUD3,37
ABCA8,63
KIT,92173
PRNP,2262
SFPQ,256
USO1,52
FYCO1,102
CRBN,616
ARSD,157
C2orf68,2
DOCK1,214
PRMT6,184
GZF1,12
PDGFC,288
GNA11,538
HEATR3,11
ANO9,23
SLC35A5,4
TAOK1,63
RBBP7,114
MOCOS,39
PRPS1,149
TBC1D13,5
DCUN1D4,3
MGMT,5484
HAUS3,7
SREK1IP1,2
CSNK2B,74
PHAX,45
SLC8A1,109
DCDC2,157
ZDHHC6,18
APOC1,382
NOM1,27
PIGV,42
HYOU1,91
PANX1,782
SLC26A9,108
MAP3K5,748
TNKS2,150
RFX5,167
RHPN2,38
PARP4,47
PTGS2,41232
ECI2,47
PACSIN2,101
LGALS8,170
RBM19,17
PNO1,45
PAFAH1B1,464
AKR1A1,106
CD36,8254
ACBD6,18
CCNL2,35
PEPD,257
TTC5,16
FNBP1L,50
NHLRC2,24
CRELD1,50
DPAGT1,86
NAPEPLD,253
CDK19,135
CLCN6,55
ABCA2,138
COG1,86
IPMK,111
QRSL1,9
ZFAT,104
FRMD3,31
SLC44A1,72
FAM83G,19
TEAD1,518
RBMS1,59
ANKMY2,12
NUAK2,72
ATP13A3,29
ACTR10,7
NEK7,229
PRPF19,100
LIPA,2129
KDM6B,682
PLXNA2,109
DTL,632
KPNA1,114
NEK9,87
WDR26,47
HELLS,190
MAK16,21
ZFYVE16,65
EFCAB13,7
TPM3,489
RHOBTB1,33
SRA1,241
FLII,333
BLZF1,16
LRP8,140
ADAM17,2799
PPT1,355
CPSF4,46
SMARCA5,229
UGP2,68
BMP2K,37
AGPAT5,14
XDH,804
A2M,1261
TRIP6,87
GTF3C5,7
PFDN1,17
TAF4B,69
MGME1,31
COX6C,63
SPATA7,45
ACTL6A,94
CAPZA1,63
ZNF397,6
SPATA18,41
ETV6,1819
METTL4,54
LPAR1,291
SSX2IP,44
EME2,28
LATS1,938
MTMR1,24
SLC39A11,18
CAP1,587
ZC3HAV1,108
ZC3H18,13
EPHB3,242
SMPDL3A,19
PCCA,575
NADK,110
NLRC5,284
TRAF7,136
RETSAT,40
DROSHA,1244
PFKM,176
AKT1S1,142
DLAT,217
PFKP,222
HERPUD1,151
HS1BP3,19
SLC27A1,190
DPP3,94
SUN1,343
CCDC85C,12
ENO2,306
MYO10,170
DNAJB12,22
IL15RA,366
LASP1,281
PREP,14033
LDB1,279
DDX59,13
HEATR6,4
NANS,204
RASGEF1B,34
ACSL4,685
GCNT3,33
LCN2,3673
BNIP2,68
GSTM3,354
SIRT1,14237
ZMIZ2,14
EFR3A,21
POLRMT,123
EPCAM,9856
TPK1,191
SHOC2,164
RPA2,316
DHX37,37
TACC2,71
BCL2L11,1842
PGPEP1,10
SMARCC1,158
CCDC171,4
FLNA,831
SCG2,116
CDK14,107
DPH7,23
IL1B,9867
TLE3,117
BORA,4826
PUS10,30
SGTA,99
RAB8A,340
GTF2E2,17
MTHFSD,6
VWA8,22
NEK4,48
ITGA6,408
MORC4,29
GOPC,224
ATP6V1A,85
SIPA1L1,40
AMOTL2,65
BCAM,426
RASSF2,126
ARHGEF28,32
SKAP2,47
PTPN3,82
PPFIA1,98
RPS27L,27
RMDN3,37
CHML,57
RRP1,80
RNF150,8
POU2F1,775
NSMF,72
HERC1,85
CCSAP,8
INPP4B,178
LCP1,206
SHC2,39
VPS39,78
SGSM1,15
PPP6C,65
COG7,46
FRK,358
AP2B1,40
FADS2,785
SPRYD3,1
TMED4,6
TM4SF5,74
DPH2,34
GANAB,77
KLHL12,48
MTCH1,26
USP14,345
NCOA4,484
GALC,744
GALNT2,122
MDFIC,37
SMAP1,43
MBD3,298
RRAS2,107
CALD1,108
PLCD3,44
DHX38,28
LY6E,178
SLC9A7,21
SLC38A11,5
CLIP2,125
ARHGAP6,55
SLC25A36,13
PRKACB,137
PPP2R5A,63
KIF5C,100
ADK,879
PYGO2,100
DYNC2LI1,22
OGDH,180
TCN1,103
PRMT3,101
NPRL3,94
MMP16,252
C9orf64,7
VPS28,89
EIF4A3,241
NUDT12,19
TSC22D3,244
WRN,1333
RBM14,66
TM2D3,14
SLC17A9,96
ZNF629,0
KCTD10,38
TPCN2,143
ZBED5,8
TRAPPC12,18
NPHP4,116
EFCAB7,5
DENND1B,34
CLDN11,235
MYH9,995
BTN3A1,136
SH3TC1,1
TPD52,184
CYP11A1,3758
PITPNA,37
GALNT3,167
ANKRD17,38
ADAM15,235
CRYBG3,12
FAM8A1,7
HSP90B1,210
CDK12,470
GPD1L,70
KCTD1,35
ZMYM4,10
PGC,10305
RNF38,33
HDAC6,2329
ID1,1948
MAGOHB,15
AHSA1,71
STAT1,12107
GAB1,681
DLG1,785
RPA1,815
SBNO1,14
EIF2D,36
DCUN1D1,63
CDC37,503
PTPRE,90
RHNO1,12
SDHB,1655
ECH1,72
SLC6A6,72
RIPK1,2042
ZMYM1,4
NEDD1,64
FHDC1,15
PDS5A,38
SBF2,139
ULK2,170
FBXL5,80
PAK1,1938
ANKRD27,20
PIGX,13
SLU7,58
AAGAB,40
G6PC3,137
HLA-C,4440
ARID2,227
CYB561A3,6
PRIM2,47
DEAF1,124
SLC25A3,42
DIP2C,38
KCTD9,16
DDX39A,50
ZCCHC2,8
POLR2E,29
EPHA4,758
SH3BGRL2,13
RPL23,162
SYNJ2,34
FNTA,51
CMYA5,45
NCKAP1,66
COL3A1,1646
TNFRSF10B,977
TTC39C,11
HHAT,91
MAP1S,59
BAD,61794
MOV10,126
YWHAZ,643
ARFGAP2,22
TBK1,2248
C2CD2,6
FBP1,552
OAS3,201
C1orf174,2
TIMMDC1,24
RORA,743
FBN1,2449
LRRC41,3
LPGAT1,24
PSMD11,47
LRPAP1,71
SLC30A7,51
TEX9,6
ATXN7L1,7
MRPL1,6
TRAFD1,22
ZNF573,5
USP22,264
GNAS,1888
KLHL42,9
SGMS1,142
SLC38A9,63
CDYL2,20
UBN1,32
BCKDHB,100
FLYWCH1,7
QKI,386
DNAH6,19
CLSPN,151
CD93,211
IMPDH2,230
CEP135,75
UQCRH,47
UBR3,24
CAPZA2,
MECOM,
CHERP,296
LRP5,1558
VPS25,60
ATG4B,356
TMEM245,8
CTNNB1,10890
PSAP,897
CEP89,17
HNRNPA1,557
CAMTA1,189
CRNKL1,7
INPPL1,512
DDHD2,55
DTYMK,38
ZNF704,13
CC2D1B,22
EHD2,158
PDE3B,318
DNAJA3,80
TECPR2,127
CCDC25,24
LCORL,130
SH3BP4,31
RCAN3,26
ZNF567,1
TNFRSF19,118
SDC2,354
ZNFX1,68
CBL,5414
PLEC,
EPN3,21
RWDD1,8
FCGRT,71
KLHL13,15
PARM1,36
ZCCHC7,15
PHTF1,17
TANC1,14
CYP2C9,5912
POF1B,23
USP30,104
SPTLC3,49
TBL1X,78
DMBT1,437
P4HB,352
EDEM3,42
PLCH1,25
GALNT10,24
AGR3,109
VCAM1,10866
PXN,1129
GOLGA3,50
KLHL25,10
DDX56,29
ANXA7,114
STRIP1,22
COBL,104
HADH,241
NEK11,22
NSMAF,45
ZDHHC20,25
CADPS2,48
C2orf88,2
URB1,24
PRDX3,357
DALRD3,5
SMAP2,31
MMP28,128
POLR2D,14
BAP1,1829
CREB3,202
ZNF334,6
ARHGEF12,131
STIM1,
CHCHD3,40
KIAA0319L,35
TFB2M,113
STIM2,395
ARL1,153
PRPF6,45
BRD2,545
PRRG4,20
MAF,5883
TCEA3,20
ZNF429,7
FREM2,96
IQSEC1,68
SYNE2,159
GSE1,44
LTBP3,107
TAF9B,18
HNF1B,1340
SLC16A7,193
CISD3,20
HSPA12A,42
TBC1D9,18
SPIRE2,23
SPECC1,25
SIDT2,50
RPL19,131
TPM1,601
BCL7B,29
METTL22,6
PTPN23,59
NPC1L1,707
GGA1,188
HEXIM1,224
SULF2,236
SRRD,18
DNAJA1,174
SIK2,187
SAMD4A,40
LMAN1,219
MAPK3,1320
CAPZA2,31
MECOM,651
PLEC,515
STIM1,2237
