"","external_gene_name","ensembl_gene_id","description","gene_biotype","cluster","betweenness","degree_centrality","eigen_centrality","closeness","prize","type","counts","druggability","CP_score","highest_score"
"2498","HPCA","ENSG00000121905","hippocalcin ","protein_coding","1",6317,2,4.67262032082882e-08,2.64745672070126e-06,2,"Steiner",332,0.491,0.8954,0.8954
"2499","HPCAL1","ENSG00000115756","hippocalcin like 1 ","protein_coding","1",5612,2,1.29853655405526e-08,1.39545333394733e-06,50,"Steiner",332,0.503,0.561238095238095,0.561238095238095
"2500","HPN","ENSG00000105707","hepsin ","protein_coding","1",0,1,4.86304861663672e-08,7.31995830551749e-07,50,"Terminal",985,0.705,0.782561904761905,0.782561904761905
"2501","HPR","ENSG00000261701","haptoglobin-related protein ","protein_coding","1",18194,10,3.27646568918669e-07,2.28917813926444e-06,50,"Terminal",1100,0.516,0.877653846153846,0.877653846153846
"2502","HPRT1","ENSG00000165704","hypoxanthine phosphoribosyltransferase 1 ","protein_coding","1",0,1,1.28599245815792e-06,9.14019134076553e-07,50,"Terminal",16184,0.209,0.883542857142857,0.883542857142857
"2503","HPSE","ENSG00000173083","heparanase ","protein_coding","1",0,1,8.24100380878248e-08,1.43813502649764e-06,50,"Terminal",4471,0.755,0.856804761904762,0.856804761904762
"2504","HPSE2","ENSG00000172987","heparanase 2 (inactive) ","protein_coding","1",24729,5,1.40775029900837e-07,2.22022895000933e-06,50,"Terminal",563,0.774,0.0487719047619048,0.774
"2505","HPX","ENSG00000110169","hemopexin ","protein_coding","1",6316,2,3.47183217919387e-08,1.61988440504886e-06,50,"Terminal",5827,0.534,0.729990476190476,0.729990476190476
"2506","HRAS","ENSG00000174775","HRas proto-oncogene, GTPase ","protein_coding","1",16341,3,2.54596123317056e-08,2.47232235127745e-06,7,"Steiner",19306,0.757,0.875890476190476,0.875890476190476
"2507","HRC","ENSG00000130528","histidine rich calcium binding protein ","protein_coding","1",0,2,4.69519792263854e-08,1.02476865847535e-06,50,"Terminal",430,0.987,0.639285714285714,0.987
"2508","HRH2","ENSG00000113749","histamine receptor H2 ","protein_coding","1",0,1,1.13078084209902e-08,1.20402867996316e-06,50,"Terminal",2211,0.814,0.251172727272727,0.814
"2509","HRK","ENSG00000135116","harakiri, BCL2 interacting protein ","protein_coding","1",0,1,2.11204096355106e-07,9.81253158408604e-07,50,"Terminal",1735,0.27,0.0696163636363636,0.27
"2510","HSBP1","ENSG00000230989","heat shock factor binding protein 1 ","protein_coding","1",0,1,5.84323486458503e-07,1.19701416785969e-06,50,"Terminal",322,0.401,0,0.401
"2511","HSCB","ENSG00000100209","HscB mitochondrial iron-sulfur cluster cochaperone ","protein_coding","1",340276,15,1.04417189369343e-06,2.44766284912851e-06,50,"Steiner",296,0.187,0.925185714285714,0.925185714285714
"2512","HSD11B1","ENSG00000117594","hydroxysteroid 11-beta dehydrogenase 1 ","protein_coding","1",0,1,4.01992930839499e-08,1.35140613808668e-06,50,"Terminal",2658,0.98,0.334847619047619,0.98
"2513","HSD17B10","ENSG00000072506","hydroxysteroid 17-beta dehydrogenase 10 ","protein_coding","1",25,2,3.41598900069473e-08,1.54519621674158e-06,50,"Terminal",1260,0.865,0.558145454545455,0.865
"2514","HSD17B13","ENSG00000170509","hydroxysteroid 17-beta dehydrogenase 13 ","protein_coding","15",0,1,5.14824574684087e-17,0.02,50,"Terminal",1920,0.929,0.0165701818181818,0.929
"2515","HSD17B2","ENSG00000086696","hydroxysteroid 17-beta dehydrogenase 2 ","protein_coding","1",31385,5,4.08607103111818e-08,1.68529195155123e-06,50,"Terminal",1197,0.702,0.414038095238095,0.702
"2516","HSD17B3","ENSG00000130948","hydroxysteroid 17-beta dehydrogenase 3 ","protein_coding","1",0,3,6.02807570763746e-07,1.63302365761373e-06,50,"Terminal",985,0.934,0.523009090909091,0.934
"2517","HSD17B6","ENSG00000025423","hydroxysteroid 17-beta dehydrogenase 6 ","protein_coding","1",43994,5,2.57647405060389e-07,1.97982949708371e-06,50,"Terminal",1369,0.79,0.389447619047619,0.79
"2518","HSD17B8","ENSG00000204228","hydroxysteroid 17-beta dehydrogenase 8 ","protein_coding","1",8,3,6.37735259253424e-08,1.38512212621787e-06,50,"Steiner",369,0.895,0.547426315789474,0.895
"2519","HSF1","ENSG00000185122","heat shock transcription factor 1 ","protein_coding","1",12632,3,3.4886141385896e-07,2.62807254531454e-06,50,"Steiner",7498,0.753,0.397352380952381,0.753
"2520","HSF2BP","ENSG00000160207","heat shock transcription factor 2 binding protein ","protein_coding","1",0,1,1.13516379544203e-06,1.45088816118787e-06,50,"Terminal",127,0.89,0.0704736363636364,0.89
"2521","HSF4","ENSG00000102878","heat shock transcription factor 4 ","protein_coding","1",0,1,5.37643648321899e-08,1.4360450171392e-06,50,"Terminal",928,0.167,0.820680952380952,0.820680952380952
"2522","HSH2D","ENSG00000196684","hematopoietic SH2 domain containing ","protein_coding","1",0,2,3.1257405569583e-08,1.35419882888885e-06,50,"Terminal",961,0.357,0.816172727272727,0.816172727272727
"2523","HSP90AA1","ENSG00000080824","heat shock protein 90 alpha family class A member 1 ","protein_coding","1",696269,57,7.01986906667196e-05,2.67593610934945e-06,50,"Terminal",30828,0.733,0.91462380952381,0.91462380952381
"2524","HSP90AB1","ENSG00000096384","heat shock protein 90 alpha family class B member 1 ","protein_coding","1",529005,9,7.52794203684446e-07,2.66032445317031e-06,50,"Steiner",4235,0.537,0.423295238095238,0.537
"2525","HSPA12B","ENSG00000132622","heat shock protein family A (Hsp70) member 12B ","protein_coding","1",0,6,1.85052562955095e-06,2.58637857857806e-06,50,"Terminal",210,0.884,0.129578888888889,0.884
"2526","HSPA13","ENSG00000155304","heat shock protein family A (Hsp70) member 13 ","protein_coding","1",75139,6,7.68219630794095e-07,2.38122452089763e-06,50,"Terminal",298,0.105,0.336242857142857,0.336242857142857
"2527","HSPA14","ENSG00000187522","heat shock protein family A (Hsp70) member 14 ","protein_coding","1",6317,2,2.21068676234511e-06,1.44121084770581e-06,50,"Steiner",430,0.361,0.0450590476190476,0.361
"2528","HSPA1L","ENSG00000204390","heat shock protein family A (Hsp70) member 1 like ","protein_coding","1",135288,12,8.58880616913666e-07,2.63520582275079e-06,50,"Terminal",935,0.741,0.103913333333333,0.741
"2529","HSPA2","ENSG00000126803","heat shock protein family A (Hsp70) member 2 ","protein_coding","1",168194,13,7.15271103121899e-06,2.7102694820946e-06,50,"Terminal",2073,0.449,0.633347619047619,0.633347619047619
"2530","HSPA4","ENSG00000170606","heat shock protein family A (Hsp70) member 4 ","protein_coding","1",338519,34,8.68119962283104e-06,2.58061186307273e-06,50,"Terminal",28114,0.931,0.122261818181818,0.931
"2531","HSPA5","ENSG00000044574","heat shock protein family A (Hsp70) member 5 ","protein_coding","1",52468,7,4.35174003781147e-07,1.78424546935469e-06,50,"Steiner",18284,0.902,0.4537,0.902
"2532","HSPA6","ENSG00000173110","heat shock protein family A (Hsp70) member 6 ","protein_coding","1",0,3,1.52402940913939e-07,2.18412143715191e-06,50,"Terminal",1714,0.452,0.244604761904762,0.452
"2533","HSPA8","ENSG00000109971","heat shock protein family A (Hsp70) member 8 ","protein_coding","1",2417645,31,9.31298284676824e-05,2.73320377947419e-06,50,"Terminal",9096,0.471,0.656990476190476,0.656990476190476
"2534","HSPA9","ENSG00000113013","heat shock protein family A (Hsp70) member 9 ","protein_coding","1",44927,5,2.78862545291051e-06,2.27330593241916e-06,50,"Steiner",3264,0.492,0.599247619047619,0.599247619047619
"2535","HSPB2","ENSG00000170276","heat shock protein family B (small) member 2 ","protein_coding","1",18945,2,3.25485281801857e-06,1.45887007594878e-06,50,"Terminal",3138,0.762,0.833538095238095,0.833538095238095
"2536","HSPB6","ENSG00000004776","heat shock protein family B (small) member 6 ","protein_coding","1",0,2,4.04553937732929e-08,2.29310989270539e-06,50,"Terminal",1166,0.591,0.598057142857143,0.598057142857143
"2537","HSPB7","ENSG00000173641","heat shock protein family B (small) member 7 ","protein_coding","1",0,1,1.15578587911357e-08,1.42754767295454e-06,50,"Terminal",408,0.236,0.928571428571429,0.928571428571429
"2538","HSPB8","ENSG00000152137","heat shock protein family B (small) member 8 ","protein_coding","1",25243,2,2.16479959057471e-07,2.63150969711323e-06,1,"Steiner",1414,0.419,0.891085714285714,0.891085714285714
"2539","HSPB9","ENSG00000260325","heat shock protein family B (small) member 9 ","protein_coding","1",0,1,6.54279139275668e-08,1.26357873295906e-06,50,"Terminal",173,0.372,0.696795238095238,0.696795238095238
"2540","HSPD1","ENSG00000144381","heat shock protein family D (Hsp60) member 1 ","protein_coding","1",92147,13,1.93456627419115e-05,2.51754096668538e-06,50,"Terminal",16802,0.726,0.699161904761905,0.726
"2541","HSPE1","ENSG00000115541","heat shock protein family E (Hsp10) member 1 ","protein_coding","1",0,2,2.43452114219319e-06,1.79201192763139e-06,50,"Terminal",3379,0.136,0.524681818181818,0.524681818181818
"2542","HSPH1","ENSG00000120694","heat shock protein family H (Hsp110) member 1 ","protein_coding","1",96502,6,6.40059630696562e-06,2.62720258096382e-06,50,"Terminal",1285,0.565,0.618557142857143,0.618557142857143
"2543","HTR1D","ENSG00000179546","5-hydroxytryptamine receptor 1D ","protein_coding","1",0,2,2.57992183413081e-08,2.11019434889953e-06,50,"Terminal",1126,0.95,0.831371428571429,0.95
"2544","HTR2A","ENSG00000102468","5-hydroxytryptamine receptor 2A ","protein_coding","1",0,2,0.000545674916460717,1.86746942952544e-06,50,"Terminal",10832,0.995,0.859281818181818,0.995
"2545","HTR3A","ENSG00000166736","5-hydroxytryptamine receptor 3A ","protein_coding","1",0,3,6.79182503759468e-09,2.15008912119407e-06,50,"Terminal",5151,0.978,0.841452380952381,0.978
"2546","HTR6","ENSG00000158748","5-hydroxytryptamine receptor 6 ","protein_coding","1",0,1,7.350753288571e-07,1.45121662745963e-06,50,"Terminal",1221,0.989,0.564023809523809,0.989
"2547","HUS1B","ENSG00000188996","HUS1 checkpoint clamp component B ","protein_coding","1",2654,2,1.05554815860692e-07,2.5592858568745e-06,50,"Terminal",79,0.61,0.263885714285714,0.61
"2548","HUWE1","ENSG00000086758","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 ","protein_coding","1",31724,5,1.25464519169804e-06,2.50074397133147e-06,21,"Steiner",1772,0.943,0.9533,0.9533
"2549","HYAL2","ENSG00000068001","hyaluronidase 2 ","protein_coding","1",8136,4,3.43283019862042e-08,1.90880857894928e-06,50,"Terminal",916,0.426,0.690828571428571,0.690828571428571
"2550","HYCC1","ENSG00000122591","hyccin PI4KA lipid kinase complex subunit 1 ","protein_coding","1",18947,3,1.19208325526704e-05,1.03643160743287e-06,50,"Terminal",183,0.718,0.960280952380952,0.960280952380952
"2551","HYLS1","ENSG00000198331","HYLS1 centriolar and ciliogenesis associated ","protein_coding","1",0,1,8.97359912846920e-09,7.28273242294323e-07,50,"Terminal",211,0.552,0.663,0.663
"2552","HYOU1","ENSG00000149428","hypoxia up-regulated 1 ","protein_coding","1",360164,8,4.17042994627584e-07,2.67965764693903e-06,50,"Terminal",1139,0.615,0.122215238095238,0.615
"2553","HYPK","ENSG00000242028","huntingtin interacting protein K ","protein_coding","1",6317,2,1.16665329703804e-06,9.92401184133093e-07,50,"Terminal",152,0.063,0.614185714285714,0.614185714285714
"2554","IARS2","ENSG00000067704","isoleucyl-tRNA synthetase 2, mitochondrial ","protein_coding","1",12110,4,5.07194716167627e-08,1.71420735052112e-06,50,"Terminal",341,0.956,0.223409523809524,0.956
"2555","IBSP","ENSG00000029559","integrin binding sialoprotein ","protein_coding","1",66,3,2.08259911703314e-07,2.1369850133241e-06,50,"Terminal",4286,0.088,0.275761904761905,0.275761904761905
"2556","ICA1L","ENSG00000163596","islet cell autoantigen 1 like ","protein_coding","1",0,1,5.23920835190299e-09,1.4366474395351e-06,50,"Terminal",124,0.9,0.950038095238095,0.950038095238095
"2557","ICAM1","ENSG00000090339","intercellular adhesion molecule 1 ","protein_coding","1",305060,7,2.02585995520706e-08,2.50046883790711e-06,39,"Steiner",54752,0.596,0.686833333333333,0.686833333333333
"2558","ICAM2","ENSG00000108622","intercellular adhesion molecule 2 ","protein_coding","1",13478,3,0.000308842731354891,1.95338824958832e-06,50,"Terminal",1967,0.34,0.969481818181818,0.969481818181818
"2559","ICAM3","ENSG00000076662","intercellular adhesion molecule 3 ","protein_coding","1",0,2,4.59255687931038e-07,1.44631147185333e-06,50,"Terminal",1735,0.698,0.556857142857143,0.698
"2560","ICOS","ENSG00000163600","inducible T cell costimulator ","protein_coding","1",0,1,4.53101068603933e-07,1.30540463627511e-06,50,"Terminal",9303,0.946,0.224072727272727,0.946
"2561","ID1","ENSG00000125968","inhibitor of DNA binding 1 ","protein_coding","1",0,1,1.53245387094884e-06,1.2286717935045e-06,50,"Terminal",4579,0.628,0.534428571428571,0.628
"2562","ID3","ENSG00000117318","inhibitor of DNA binding 3 ","protein_coding","1",0,1,5.93941597814698e-07,1.3550851603269e-06,50,"Terminal",2756,0.778,0.475778571428571,0.778
"2563","ID4","ENSG00000172201","inhibitor of DNA binding 4 ","protein_coding","1",18941,4,5.27028954696459e-06,1.5943623347842e-06,50,"Terminal",1606,0.518,0.857627272727273,0.857627272727273
"2564","IDE","ENSG00000119912","insulin degrading enzyme ","protein_coding","1",6317,2,5.82270895305643e-08,9.458402419081e-07,50,"Terminal",2618,0.793,0.961745454545455,0.961745454545455
"2565","IDH2","ENSG00000182054","isocitrate dehydrogenase (NADP(+)) 2 ","protein_coding","1",0,1,5.7604360653261e-08,9.52483457743548e-07,50,"Terminal",10012,0.161,0.920958333333333,0.920958333333333
"2566","IDH3A","ENSG00000166411","isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha ","protein_coding","1",6297,3,2.80650347173854e-08,1.76030615244603e-06,45,"Steiner",661,0.888,0.906163636363636,0.906163636363636
"2567","IDO1","ENSG00000131203","indoleamine 2,3-dioxygenase 1 ","protein_coding","1",0,2,1.28647054124627e-06,1.46375165403937e-06,50,"Terminal",19853,0.991,0.887328571428571,0.991
"2568","IDO2","ENSG00000188676","indoleamine 2,3-dioxygenase 2 ","protein_coding","1",0,2,1.90765430872158e-08,1.33575015060583e-06,50,"Terminal",1261,0.947,0.568719047619048,0.947
"2569","IDS","ENSG00000010404","iduronate 2-sulfatase ","protein_coding","1",6317,3,1.02095057416454e-07,1.26349731001423e-06,50,"Terminal",1326,0.615,0.833447619047619,0.833447619047619
"2570","IFFO1","ENSG00000010295","intermediate filament family orphan 1 ","protein_coding","1",0,2,8.03974149904925e-07,1.20739553915644e-06,50,"Terminal",124,0.54,0.348814285714286,0.54
"2571","IFI16","ENSG00000163565","interferon gamma inducible protein 16 ","protein_coding","1",6375,2,8.33847184851701e-08,1.88908787281149e-06,22,"Steiner",2674,0.518,0.949214285714286,0.949214285714286
"2572","IFI27","ENSG00000165949","interferon alpha inducible protein 27 ","protein_coding","1",0,1,4.44728663010513e-07,1.13500678734059e-06,50,"Terminal",9229,0.942,0.412233333333333,0.942
"2573","IFI30","ENSG00000216490","IFI30 lysosomal thiol reductase ","protein_coding","1",0,1,8.52431009374512e-06,1.45369966564908e-06,50,"Terminal",871,0.14,0.769638095238095,0.769638095238095
"2574","IFI44L","ENSG00000137959","interferon induced protein 44 like ","protein_coding","1",0,4,2.326076700393e-07,2.49237333758698e-06,50,"Terminal",1646,0.59,0.790305882352941,0.790305882352941
"2575","IFIH1","ENSG00000115267","interferon induced with helicase C domain 1 ","protein_coding","1",53412,7,2.34682200457309e-06,2.40376525789997e-06,50,"Terminal",11943,0.898,0.911328571428571,0.911328571428571
"2576","IFIT1","ENSG00000185745","interferon induced protein with tetratricopeptide repeats 1 ","protein_coding","1",0,1,3.61677701802789e-07,1.36637408043024e-06,50,"Terminal",5284,0.987,0.2894,0.987
"2577","IFIT2","ENSG00000119922","interferon induced protein with tetratricopeptide repeats 2 ","protein_coding","1",0,2,1.77952553122872e-06,2.11486687970426e-06,50,"Terminal",3539,0.424,0.456842857142857,0.456842857142857
"2578","IFIT3","ENSG00000119917","interferon induced protein with tetratricopeptide repeats 3 ","protein_coding","1",6317,3,2.88571567222291e-06,1.76927894805751e-06,50,"Terminal",3041,0.152,0.876885714285714,0.876885714285714
"2579","IFNA1","ENSG00000197919","interferon alpha 1 ","protein_coding","1",6317,2,1.02491702763989e-08,1.11590578630627e-06,5,"Steiner",71493,0.141,0.520004761904762,0.520004761904762
"2580","IFNA17","ENSG00000234829","interferon alpha 17 ","protein_coding","1",6317,3,1.66266603443021e-06,1.73227964536771e-06,50,"Steiner",2382,0.903,0.711595238095238,0.903
"2581","IFNAR2","ENSG00000159110","interferon alpha and beta receptor subunit 2 ","protein_coding","1",0,2,1.1632389085506e-06,1.89325810787785e-06,50,"Terminal",3821,0.355,0.755690909090909,0.755690909090909
"2582","IFNG","ENSG00000111537","interferon gamma ","protein_coding","1",5715,3,6.6121406114372e-07,2.26908127168391e-06,50,"Terminal",229755,0.835,0.669142105263158,0.835
"2583","IFNGR1","ENSG00000027697","interferon gamma receptor 1 ","protein_coding","1",42305,5,4.44384354066672e-08,2.13238712208769e-06,50,"Steiner",3839,0.288,0.721466666666667,0.721466666666667
"2584","IFRD1","ENSG00000006652","interferon related developmental regulator 1 ","protein_coding","1",0,1,1.28220383113354e-07,7.94401061319818e-07,50,"Terminal",472,0.079,0.0415961904761905,0.079
"2585","IFT22","ENSG00000128581","intraflagellar transport 22 ","protein_coding","1",64,3,1.19756338067664e-08,9.60161921706476e-07,50,"Terminal",123,0.782,0.128038095238095,0.782
"2586","IFT43","ENSG00000119650","intraflagellar transport 43 ","protein_coding","1",6419,2,1.04466920948858e-09,1.28240147630058e-06,50,"Steiner",532,0.434,0.754661904761905,0.754661904761905
"2587","IFT56","ENSG00000105948","intraflagellar transport 56 ","protein_coding","1",6382,3,6.61756054029088e-10,7.81837599821116e-07,50,"Terminal",125,0.217,0.540447619047619,0.540447619047619
"2588","IFT70A","ENSG00000197557","intraflagellar transport 70A ","protein_coding","1",18700,4,2.64565308832413e-09,8.7588299954892e-07,50,"Terminal",59,0.28,0.07032,0.28
"2589","IFT70B","ENSG00000196659","intraflagellar transport 70B ","protein_coding","1",0,1,4.07731703162492e-10,6.86080456655152e-07,50,"Terminal",102,0.535,0.357957142857143,0.535
"2590","IFT80","ENSG00000068885","intraflagellar transport 80 ","protein_coding","1",24891,2,1.02815467621807e-07,8.90517150024534e-07,50,"Terminal",305,0.864,0.476561904761905,0.864
"2591","IGDCC4","ENSG00000103742","immunoglobulin superfamily DCC subclass member 4 ","protein_coding","1",0,2,1.17243607870803e-06,1.33800922958767e-06,39,"Steiner",129,0.105,0.615109523809524,0.615109523809524
"2592","IGF1","ENSG00000017427","insulin like growth factor 1 ","protein_coding","1",2606,8,2.06625130307575e-07,1.89252716722749e-06,50,"Terminal",88717,0.703,0.944971428571429,0.944971428571429
"2593","IGF1R","ENSG00000140443","insulin like growth factor 1 receptor ","protein_coding","1",213786,16,6.60063283278285e-06,2.35215527988296e-06,50,"Terminal",27140,0.738,0.867447619047619,0.867447619047619
"2594","IGF2","ENSG00000167244","insulin like growth factor 2 ","protein_coding","1",85149,5,3.28901868724378e-07,2.30337259815822e-06,50,"Terminal",21799,0.651,0.158980952380952,0.651
"2595","IGF2BP1","ENSG00000159217","insulin like growth factor 2 mRNA binding protein 1 ","protein_coding","1",0,3,6.32282446313464e-07,1.62510197514894e-06,50,"Terminal",3622,0.576,0.130642857142857,0.576
"2596","IGF2BP2","ENSG00000073792","insulin like growth factor 2 mRNA binding protein 2 ","protein_coding","1",111780,6,1.63344395490211e-05,2.21834258751916e-06,50,"Terminal",3185,0.64,0.186436363636364,0.64
"2597","IGF2BP3","ENSG00000136231","insulin like growth factor 2 mRNA binding protein 3 ","protein_coding","1",60065,6,1.82015552952589e-06,2.30420586696898e-06,50,"Terminal",2650,0.604,0.783357142857143,0.783357142857143
"2598","IGFALS","ENSG00000099769","insulin like growth factor binding protein acid labile subunit ","protein_coding","1",6385,4,3.02507454677832e-06,1.93858936606189e-06,50,"Terminal",706,0.843,0.37597619047619,0.843
"2599","IGFBP2","ENSG00000115457","insulin like growth factor binding protein 2 ","protein_coding","1",6319,5,2.38806120865234e-07,1.76983006091755e-06,50,"Terminal",6506,0.647,0.527771428571429,0.647
"2600","IGFBP3","ENSG00000146674","insulin like growth factor binding protein 3 ","protein_coding","1",6472,4,3.03007547605868e-07,2.14638334406525e-06,50,"Terminal",15588,0.767,0.567919047619048,0.767
"2601","IGFBP5","ENSG00000115461","insulin like growth factor binding protein 5 ","protein_coding","1",31155,5,4.81906283622711e-07,1.95635374788469e-06,50,"Steiner",3984,0.736,0.660042857142857,0.736
"2602","IGFBP6","ENSG00000167779","insulin like growth factor binding protein 6 ","protein_coding","1",195,3,7.88232188668385e-05,1.93262856811549e-06,50,"Terminal",1698,0.195,0.688828571428571,0.688828571428571
"2603","IGFBP7","ENSG00000163453","insulin like growth factor binding protein 7 ","protein_coding","1",0,1,6.25401721379216e-08,1.29002795490578e-06,50,"Terminal",3585,0.536,0.6423875,0.6423875
"2604","IGFBPL1","ENSG00000137142","insulin like growth factor binding protein like 1 ","protein_coding","1",48,2,3.24151025295798e-08,1.59612078803676e-06,50,"Terminal",140,0.56,0.4662125,0.56
"2605","IGFL1","ENSG00000188293","IGF like family member 1 ","protein_coding","1",18945,2,8.61871149117638e-09,1.32410169630668e-06,50,"Terminal",99,0.396,0.669006666666667,0.669006666666667
"2606","IGFL2","ENSG00000204866","IGF like family member 2 ","protein_coding","1",0,1,2.14912418242922e-10,7.2112143035878e-07,50,"Terminal",119,0.387,0.425442857142857,0.425442857142857
"2607","IGFL3","ENSG00000188624","IGF like family member 3 ","protein_coding","1",0,1,2.14912419466823e-10,7.2112143035878e-07,50,"Terminal",34,0.427,0.223104761904762,0.427
"2608","IGFLR1","ENSG00000126246","IGF like family receptor 1 ","protein_coding","1",12633,3,1.39450456519215e-09,9.33812316797696e-07,50,"Terminal",88,0.747,0.8805,0.8805
"2609","IGFN1","ENSG00000163395","immunoglobulin like and fibronectin type III domain containing 1 ","protein_coding","1",0,1,3.53200947233742e-08,1.32388257691096e-06,50,"Terminal",167,0.45,0.454380952380952,0.454380952380952
"2610","IGHV3-72","ENSG00000225698","immunoglobulin heavy variable 3-72 ","IG_V_gene","1",0,6,7.44200791396185e-08,2.31518460124418e-06,50,"Terminal",27,0.642,0.801266666666667,0.801266666666667
"2611","IGHV3OR16-17","ENSG00000259680","immunoglobulin heavy variable 3/OR16-17 (non-functional) ","protein_coding","1",7202,6,4.34597629073387e-07,2.39310594040688e-06,50,"Steiner",420,0.793,0.885261538461538,0.885261538461538
"2612","IGKV1-33","ENSG00000242076","immunoglobulin kappa variable 1-33 ","IG_V_gene","1",39961,15,4.6375064777283e-07,2.56389219346105e-06,50,"Terminal",86,0.248,0.905395238095238,0.905395238095238
"2613","IGKV2D-28","ENSG00000242534","immunoglobulin kappa variable 2D-28 ","IG_V_gene","1",9152,11,6.10602664401451e-07,2.54072786771954e-06,50,"Terminal",1353,0.535,0.609123076923077,0.609123076923077
"2614","IGKV2D-29","ENSG00000243264","immunoglobulin kappa variable 2D-29 ","IG_V_gene","1",0,3,5.54685725876774e-08,2.21807688298092e-06,50,"Terminal",3612,0.524,0.53427619047619,0.53427619047619
"2615","IGKV2D-40","ENSG00000251039","immunoglobulin kappa variable 2D-40 ","IG_V_gene","1",80454,13,6.28447381459782e-07,2.57786439402142e-06,50,"Terminal",29,0.422,0.84762380952381,0.84762380952381
"2616","IGLL5","ENSG00000254709","immunoglobulin lambda like polypeptide 5 ","protein_coding","1",6317,2,3.15549159966162e-07,9.52128864929095e-07,50,"Steiner",479,0.123,0.748641176470588,0.748641176470588
"2617","IGLON5","ENSG00000142549","IgLON family member 5 ","protein_coding","1",0,1,1.78605816654698e-12,4.95065190184244e-07,50,"Terminal",593,0.356,0.409309523809524,0.409309523809524
"2618","IGSF21","ENSG00000117154","immunoglobin superfamily member 21 ","protein_coding","1",0,1,2.41664868605773e-09,1.4251551281357e-06,50,"Terminal",116,0.453,0.689509523809524,0.689509523809524
"2619","IGSF3","ENSG00000143061","immunoglobulin superfamily member 3 ","protein_coding","1",9,2,1.8075684461411e-08,1.20485266459191e-06,50,"Terminal",240,0.617,0.455666666666667,0.617
"2620","IGSF5","ENSG00000183067","immunoglobulin superfamily member 5 ","protein_coding","1",16,2,5.63470632814249e-07,2.05759623377585e-06,50,"Terminal",146,0.052,0.584019047619048,0.584019047619048
"2621","IGSF8","ENSG00000162729","immunoglobulin superfamily member 8 ","protein_coding","1",0,1,4.47336262530353e-07,1.44242696992251e-06,50,"Terminal",336,0.389,0.72557619047619,0.72557619047619
"2622","IHO1","ENSG00000173421","interactor of HORMAD1 1 ","protein_coding","1",3,2,2.22361636602078e-08,1.12121701379545e-06,50,"Terminal",68,0.537,0.420209523809524,0.537
"2623","IKBKE","ENSG00000263528","inhibitor of nuclear factor kappa B kinase subunit epsilon ","protein_coding","1",6317,2,7.91803989187238e-07,1.33355914934929e-06,50,"Terminal",4681,0.44,0.798728571428571,0.798728571428571
"2624","IL10","ENSG00000136634","interleukin 10 ","protein_coding","1",6328,4,7.03467823672665e-07,1.67221843186044e-06,50,"Terminal",154556,0.768,0.958909523809524,0.958909523809524
"2625","IL10RA","ENSG00000110324","interleukin 10 receptor subunit alpha ","protein_coding","1",6574,3,1.94591947641116e-08,2.28638321611809e-06,50,"Steiner",3378,0.329,0.520147619047619,0.520147619047619
"2626","IL10RB","ENSG00000243646","interleukin 10 receptor subunit beta ","protein_coding","1",12104,3,8.78085056794311e-06,2.01277710908849e-06,50,"Terminal",2518,0.313,0.756981818181818,0.756981818181818
"2627","IL11","ENSG00000095752","interleukin 11 ","protein_coding","1",18932,5,4.22780609148888e-06,1.82140736504282e-06,50,"Terminal",7584,0.796,0.562061904761905,0.796
"2628","IL11RA","ENSG00000137070","interleukin 11 receptor subunit alpha ","protein_coding","1",12,2,9.70339921698851e-08,1.32830172639375e-06,50,"Terminal",714,0.589,0.799809090909091,0.799809090909091
"2629","IL12B","ENSG00000113302","interleukin 12B ","protein_coding","1",0,1,1.7000538373562e-07,1.07967808318272e-06,50,"Terminal",64099,0.304,0.675881818181818,0.675881818181818
"2630","IL12RB1","ENSG00000096996","interleukin 12 receptor subunit beta 1 ","protein_coding","1",0,2,2.17404712857666e-06,1.45179812456718e-06,50,"Terminal",2017,0.495,0.5969,0.5969
"2631","IL12RB2","ENSG00000081985","interleukin 12 receptor subunit beta 2 ","protein_coding","1",0,1,2.12984572880062e-06,1.41083720490576e-06,50,"Terminal",1958,0.882,0.886971428571429,0.886971428571429
"2632","IL15","ENSG00000164136","interleukin 15 ","protein_coding","1",6317,4,9.13150962715114e-06,2.14299796843793e-06,50,"Terminal",27089,0.72,0.951394444444444,0.951394444444444
"2633","IL15RA","ENSG00000134470","interleukin 15 receptor subunit alpha ","protein_coding","1",0,2,9.95247408847706e-06,1.92023350039365e-06,50,"Terminal",2231,0.899,0.565109523809524,0.899
"2634","IL16","ENSG00000172349","interleukin 16 ","protein_coding","1",211,2,1.30986875561163e-07,1.40987447887515e-06,50,"Terminal",4637,0.646,0.8213,0.8213
"2635","IL17A","ENSG00000112115","interleukin 17A ","protein_coding","1",8624,3,4.87112798016158e-07,1.46720072773156e-06,50,"Steiner",73604,0.53,0.438485714285714,0.53
"2636","IL17D","ENSG00000172458","interleukin 17D ","protein_coding","1",0,1,1.60216265249786e-07,1.4140071548762e-06,50,"Terminal",733,0.722,0.629042857142857,0.722
"2637","IL17REL","ENSG00000188263","interleukin 17 receptor E like ","protein_coding","1",0,1,7.50708136345603e-08,1.00258667361793e-06,50,"Terminal",101,0.47,0.72317619047619,0.72317619047619
