"ensembl_gene_id","external_gene_name","description","gene_biotype","cluster","betweenness","degree_centrality","prize","type"
"ENSG00000104951","IL4I1","interleukin 4 induced 1 ","protein_coding","1",69,2,50,"Terminal"
"ENSG00000104960","PTOV1","PTOV1 extended AT-hook containing adaptor protein ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000104967","NOVA2","NOVA alternative splicing regulator 2 ","protein_coding","1",1,2,50,"Terminal"
"ENSG00000105048","TNNT1","troponin T1, slow skeletal type ","protein_coding","1",12632,2,50,"Terminal"
"ENSG00000105219","CCNP","cyclin P ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000105223","PLD3","phospholipase D family member 3 ","protein_coding","1",0,2,36,"Steiner"
"ENSG00000105270","CLIP3","CAP-Gly domain containing linker protein 3 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000105281","SLC1A5","solute carrier family 1 member 5 ","protein_coding","1",0,2,48,"Steiner"
"ENSG00000105327","BBC3","BCL2 binding component 3 ","protein_coding","1",182,2,50,"Terminal"
"ENSG00000105374","NKG7","natural killer cell granule protein 7 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000105388","CEACAM5","CEA cell adhesion molecule 5 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000105404","RABAC1","Rab acceptor 1 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000105426","PTPRS","protein tyrosine phosphatase receptor type S ","protein_coding","1",12632,2,50,"Terminal"
"ENSG00000105501","SIGLEC5","sialic acid binding Ig like lectin 5 ","lncRNA","1",0,2,50,"Terminal"
"ENSG00000105610","KLF1","KLF transcription factor 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000105677","TMEM147","transmembrane protein 147 ","protein_coding","1",62,2,12,"Steiner"
"ENSG00000105697","HAMP","hepcidin antimicrobial peptide ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000105700","KXD1","KxDL motif containing 1 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000105737","GRIK5","glutamate ionotropic receptor kainate type subunit 5 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000105808","RASA4","RAS p21 protein activator 4 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000105880","DLX5","distal-less homeobox 5 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000106003","LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000106012","IQCE","IQ motif containing E ","protein_coding","1",6079,2,50,"Terminal"
"ENSG00000106078","COBL","cordon-bleu WH2 repeat protein ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000106246","PTCD1","pentatricopeptide repeat domain 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000106263","EIF3B","eukaryotic translation initiation factor 3 subunit B ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000106327","TFR2","transferrin receptor 2 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000106355","LSM5","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000106460","TMEM106B","transmembrane protein 106B ","protein_coding","1",12604,2,50,"Terminal"
"ENSG00000106605","BLVRA","biliverdin reductase A ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000106683","LIMK1","LIM domain kinase 1 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000106689","LHX2","LIM homeobox 2 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000106823","ECM2","extracellular matrix protein 2 ","protein_coding","1",19,2,50,"Terminal"
"ENSG00000106927","AMBP","alpha-1-microglobulin/bikunin precursor ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000107018","RLN1","relaxin 1 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000107263","RAPGEF1","Rap guanine nucleotide exchange factor 1 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000107290","SETX","senataxin ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000107537","PHYH","phytanoyl-CoA 2-hydroxylase ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000107551","RASSF4","Ras association domain family member 4 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000107611","CUBN","cubilin ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000107672","NSMCE4A","NSE4 homolog A, SMC5-SMC6 complex component ","protein_coding","1",662,2,11,"Steiner"
"ENSG00000107738","VSIR","V-set immunoregulatory receptor ","protein_coding","1",449,2,50,"Terminal"
"ENSG00000107745","MICU1","mitochondrial calcium uptake 1 ","protein_coding","1",170,2,27,"Steiner"
"ENSG00000107758","PPP3CB","protein phosphatase 3 catalytic subunit beta ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000107789","MINPP1","multiple inositol-polyphosphate phosphatase 1 ","protein_coding","1",0,2,38,"Steiner"
"ENSG00000107807","TLX1","T cell leukemia homeobox 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000107815","TWNK","twinkle mtDNA helicase ","protein_coding","1",18945,2,50,"Terminal"
"ENSG00000107902","LHPP","phospholysine phosphohistidine inorganic pyrophosphate phosphatase ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000107984","DKK1","dickkopf WNT signaling pathway inhibitor 1 ","protein_coding","1",0,2,40,"Steiner"
"ENSG00000108091","CCDC6","coiled-coil domain containing 6 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000108094","CUL2","cullin 2 ","protein_coding","1",12632,2,50,"Steiner"
"ENSG00000108176","DNAJC12","DnaJ heat shock protein family (Hsp40) member C12 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000108349","CASC3","CASC3 exon junction complex subunit ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000108405","P2RX1","purinergic receptor P2X 1 ","protein_coding","1",12632,2,50,"Terminal"
"ENSG00000108509","CAMTA2","calmodulin binding transcription activator 2 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000108551","RASD1","ras related dexamethasone induced 1 ","protein_coding","1",5355,2,50,"Terminal"
"ENSG00000108556","CHRNE","cholinergic receptor nicotinic epsilon subunit ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000108602","ALDH3A1","aldehyde dehydrogenase 3 family member A1 ","protein_coding","1",18937,2,20,"Steiner"
"ENSG00000108688","CCL7","C-C motif chemokine ligand 7 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000108797","CNTNAP1","contactin associated protein 1 ","protein_coding","1",28236,2,50,"Terminal"
"ENSG00000108799","EZH1","enhancer of zeste 1 polycomb repressive complex 2 subunit ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000108813","DLX4","distal-less homeobox 4 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000108823","SGCA","sarcoglycan alpha ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000108854","SMURF2","SMAD specific E3 ubiquitin protein ligase 2 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000108984","MAP2K6","mitogen-activated protein kinase kinase 6 ","protein_coding","1",6063,2,50,"Terminal"
"ENSG00000109084","TMEM97","transmembrane protein 97 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000109089","CDR2L","cerebellar degeneration related protein 2 like ","protein_coding","1",12,2,38,"Steiner"
"ENSG00000109163","GNRHR","gonadotropin releasing hormone receptor ","protein_coding","1",12632,2,50,"Terminal"
"ENSG00000109180","OCIAD1","OCIA domain containing 1 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000109424","UCP1","uncoupling protein 1 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000109466","KLHL2","kelch like family member 2 ","protein_coding","1",12632,2,50,"Steiner"
"ENSG00000109610","SOD3","superoxide dismutase 3 ","protein_coding","1",18942,2,50,"Terminal"
"ENSG00000109920","FNBP4","formin binding protein 4 ","protein_coding","1",6,2,50,"Terminal"
"ENSG00000109929","SC5D","sterol-C5-desaturase ","protein_coding","1",4972,2,3,"Steiner"
"ENSG00000110025","SNX15","sorting nexin 15 ","protein_coding","1",12508,2,50,"Terminal"
"ENSG00000110031","LPXN","leupaxin ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000110063","DCPS","decapping enzyme, scavenger ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000110080","ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000110169","HPX","hemopexin ","protein_coding","1",6316,2,50,"Terminal"
"ENSG00000110237","ARHGEF17","Rho guanine nucleotide exchange factor 17 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000110375","UPK2","uroplakin 2 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000110436","SLC1A2","solute carrier family 1 member 2 ","protein_coding","1",6314,2,50,"Terminal"
"ENSG00000110660","SLC35F2","solute carrier family 35 member F2 ","protein_coding","1",18906,2,50,"Terminal"
"ENSG00000110721","CHKA","choline kinase alpha ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000110844","PRPF40B","pre-mRNA processing factor 40 homolog B ","protein_coding","1",2,2,23,"Steiner"
"ENSG00000110852","CLEC2B","C-type lectin domain family 2 member B ","protein_coding","1",24,2,50,"Terminal"
"ENSG00000110911","SLC11A2","solute carrier family 11 member 2 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000110921","MVK","mevalonate kinase ","protein_coding","1",151,2,18,"Steiner"
"ENSG00000110944","IL23A","interleukin 23 subunit alpha ","protein_coding","1",5,2,50,"Terminal"
"ENSG00000111186","WNT5B","Wnt family member 5B ","protein_coding","1",5,2,22,"Steiner"
"ENSG00000111196","MAGOHB","mago homolog B, exon junction complex subunit ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000111199","TRPV4","transient receptor potential cation channel subfamily V member 4 ","protein_coding","1",6317,2,2,"Steiner"
"ENSG00000111331","OAS3","2'-5'-oligoadenylate synthetase 3 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000111335","OAS2","2'-5'-oligoadenylate synthetase 2 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000111348","ARHGDIB","Rho GDP dissociation inhibitor beta ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000111361","EIF2B1","eukaryotic translation initiation factor 2B subunit alpha ","protein_coding","1",36,2,10,"Steiner"
"ENSG00000111371","SLC38A1","solute carrier family 38 member 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000111450","STX2","syntaxin 2 ","protein_coding","1",25,2,50,"Terminal"
"ENSG00000111602","TIMELESS","timeless circadian regulator ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000111670","GNPTAB","N-acetylglucosamine-1-phosphate transferase subunits alpha and beta ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000111725","PRKAB1","protein kinase AMP-activated non-catalytic subunit beta 1 ","protein_coding","1",39274,2,10,"Steiner"
"ENSG00000111775","COX6A1","cytochrome c oxidase subunit 6A1 ","protein_coding","1",18497,2,50,"Terminal"
"ENSG00000112029","FBXO5","F-box protein 5 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000112118","MCM3","minichromosome maintenance complex component 3 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000112183","RBM24","RNA binding motif protein 24 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000112242","E2F3","E2F transcription factor 3 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000112290","WASF1","WASP family member 1 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000112294","ALDH5A1","aldehyde dehydrogenase 5 family member A1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000112319","EYA4","EYA transcriptional coactivator and phosphatase 4 ","protein_coding","1",30,2,50,"Terminal"
"ENSG00000112599","GUCA1B","guanylate cyclase activator 1B ","protein_coding","1",11,2,33,"Steiner"
"ENSG00000112837","TBX18","T-box transcription factor 18 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000113108","APBB3","amyloid beta precursor protein binding family B member 3 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000113231","PDE8B","phosphodiesterase 8B ","protein_coding","2",1,2,50,"Terminal"
"ENSG00000113240","CLK4","CDC like kinase 4 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000113312","TTC1","tetratricopeptide repeat domain 1 ","protein_coding","1",12632,2,50,"Steiner"
"ENSG00000113387","SUB1","SUB1 regulator of transcription ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000113621","TXNDC15","thioredoxin domain containing 15 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000113739","STC2","stanniocalcin 2 ","protein_coding","1",2,2,50,"Terminal"
"ENSG00000113761","ZNF346","zinc finger protein 346 ","protein_coding","1",3,2,50,"Steiner"
"ENSG00000113763","UNC5A","unc-5 netrin receptor A ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000113946","CLDN16","claudin 16 ","protein_coding","1",35,2,50,"Terminal"
"ENSG00000113971","NPHP3","nephrocystin 3 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000114113","RBP2","retinol binding protein 2 ","protein_coding","1",6,2,50,"Terminal"
"ENSG00000114115","RBP1","retinol binding protein 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000114200","BCHE","butyrylcholinesterase ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000114473","IQCG","IQ motif containing G ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000114646","CSPG5","chondroitin sulfate proteoglycan 5 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000114698","PLSCR4","phospholipid scramblase 4 ","protein_coding","1",6297,2,50,"Terminal"
"ENSG00000114757","PEX5L","peroxisomal biogenesis factor 5 like ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000114812","VIPR1","vasoactive intestinal peptide receptor 1 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000114857","NKTR","natural killer cell triggering receptor ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000114948","ADAM23","ADAM metallopeptidase domain 23 ","protein_coding","1",25256,2,50,"Steiner"
"ENSG00000115263","GCG","glucagon ","protein_coding","1",18942,2,12,"Steiner"
"ENSG00000115290","GRB14","growth factor receptor bound protein 14 ","protein_coding","1",2,2,50,"Terminal"
"ENSG00000115295","CLIP4","CAP-Gly domain containing linker protein family member 4 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000115363","EVA1A","eva-1 homolog A, regulator of programmed cell death ","protein_coding","1",163,2,50,"Terminal"
"ENSG00000115365","LANCL1","LanC like glutathione S-transferase 1 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000115541","HSPE1","heat shock protein family E (Hsp10) member 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000115590","IL1R2","interleukin 1 receptor type 2 ","protein_coding","1",37,2,50,"Terminal"
"ENSG00000115593","SMYD1","SET and MYND domain containing 1 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000115598","IL1RL2","interleukin 1 receptor like 2 ","protein_coding","1",6682,2,1,"Steiner"
"ENSG00000115602","IL1RL1","interleukin 1 receptor like 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000115607","IL18RAP","interleukin 18 receptor accessory protein ","protein_coding","1",7842,2,50,"Terminal"
"ENSG00000115756","HPCAL1","hippocalcin like 1 ","protein_coding","1",5612,2,50,"Steiner"
"ENSG00000115844","DLX2","distal-less homeobox 2 ","protein_coding","1",18,2,50,"Terminal"
"ENSG00000115902","SLC1A4","solute carrier family 1 member 4 ","protein_coding","1",6316,2,50,"Terminal"
"ENSG00000116014","KISS1R","KISS1 receptor ","protein_coding","1",23,2,50,"Terminal"
"ENSG00000116017","ARID3A","AT-rich interaction domain 3A ","protein_coding","1",31565,2,50,"Steiner"
"ENSG00000116096","SPR","sepiapterin reductase ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000116133","DHCR24","24-dehydrocholesterol reductase ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000116199","FAM20B","FAM20B glycosaminoglycan xylosylkinase ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000116213","WRAP73","WD repeat containing, antisense to TP73 ","protein_coding","1",12630,2,6,"Steiner"
"ENSG00000116260","QSOX1","quiescin sulfhydryl oxidase 1 ","protein_coding","1",12273,2,50,"Terminal"
"ENSG00000116285","ERRFI1","ERBB receptor feedback inhibitor 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000116521","SCAMP3","secretory carrier membrane protein 3 ","protein_coding","1",1,2,50,"Terminal"
"ENSG00000116661","FBXO2","F-box protein 2 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000116690","PRG4","proteoglycan 4 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000116874","WARS2","tryptophanyl tRNA synthetase 2, mitochondrial ","protein_coding","1",6321,2,4,"Steiner"
"ENSG00000117010","ZNF684","zinc finger protein 684 ","protein_coding","1",6317,2,3,"Steiner"
"ENSG00000117152","RGS4","regulator of G protein signaling 4 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000117155","SSX2IP","SSX family member 2 interacting protein ","protein_coding","1",6316,2,50,"Terminal"
"ENSG00000117322","CR2","complement C3d receptor 2 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000117362","APH1A","aph-1 homolog A, gamma-secretase subunit ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000117475","BLZF1","basic leucine zipper nuclear factor 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000117528","ABCD3","ATP binding cassette subfamily D member 3 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000117569","PTBP2","polypyrimidine tract binding protein 2 ","protein_coding","1",6316,2,50,"Terminal"
"ENSG00000117593","DARS2","aspartyl-tRNA synthetase 2, mitochondrial ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000117616","RSRP1","arginine and serine rich protein 1 ","protein_coding","1",8,2,50,"Terminal"
"ENSG00000117697","NSL1","NSL1 component of MIS12 kinetochore complex ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000117707","PROX1","prospero homeobox 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000117877","POLR1G","RNA polymerase I subunit G ","protein_coding","1",33117,2,50,"Terminal"
"ENSG00000117971","CHRNB4","cholinergic receptor nicotinic beta 4 subunit ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000118194","TNNT2","troponin T2, cardiac type ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000118200","CAMSAP2","calmodulin regulated spectrin associated protein family member 2 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000118217","ATF6","activating transcription factor 6 ","protein_coding","1",49859,2,50,"Terminal"
"ENSG00000118242","MREG","melanoregulin ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000118276","B4GALT6","beta-1,4-galactosyltransferase 6 ","protein_coding","1",57,2,23,"Steiner"
"ENSG00000118434","SPACA1","sperm acrosome associated 1 ","protein_coding","1",12632,2,50,"Steiner"
"ENSG00000118520","ARG1","arginase 1 ","protein_coding","1",12632,2,50,"Terminal"
"ENSG00000118702","GHRH","growth hormone releasing hormone ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000119650","IFT43","intraflagellar transport 43 ","protein_coding","1",6419,2,50,"Steiner"
"ENSG00000119714","GPR68","G protein-coupled receptor 68 ","protein_coding","1",16,2,50,"Terminal"
"ENSG00000119865","CNRIP1","cannabinoid receptor interacting protein 1 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000119888","EPCAM","epithelial cell adhesion molecule ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000119912","IDE","insulin degrading enzyme ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000119915","ELOVL3","ELOVL fatty acid elongase 3 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000119922","IFIT2","interferon induced protein with tetratricopeptide repeats 2 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000119950","MXI1","MAX interactor 1, dimerization protein ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000119969","HELLS","helicase, lymphoid specific ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000120049","KCNIP2","potassium voltage-gated channel interacting protein 2 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000120057","SFRP5","secreted frizzled related protein 5 ","protein_coding","1",6312,2,50,"Terminal"
"ENSG00000120094","HOXB1","homeobox B1 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000120156","TEK","TEK receptor tyrosine kinase ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000120509","PDZD11","PDZ domain containing 11 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000120699","EXOSC8","exosome component 8 ","protein_coding","1",24148,2,4,"Steiner"
"ENSG00000120729","MYOT","myotilin ","protein_coding","1",1,2,50,"Terminal"
"ENSG00000120860","WASHC3","WASH complex subunit 3 ","protein_coding","1",31565,2,50,"Steiner"
"ENSG00000120875","DUSP4","dual specificity phosphatase 4 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000121057","AKAP1","A-kinase anchoring protein 1 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000121068","TBX2","T-box transcription factor 2 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000121101","TEX14","testis expressed 14, intercellular bridge forming factor ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000121289","CEP89","centrosomal protein 89 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000121413","ZSCAN18","zinc finger and SCAN domain containing 18 ","protein_coding","1",56709,2,12,"Steiner"
"ENSG00000121653","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1 ","protein_coding","1",12705,2,5,"Steiner"
"ENSG00000121671","CRY2","cryptochrome circadian regulator 2 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000121691","CAT","catalase ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000121742","GJB6","gap junction protein beta 6 ","protein_coding","1",5985,2,50,"Terminal"
"ENSG00000121743","GJA3","gap junction protein alpha 3 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000121807","CCR2","C-C motif chemokine receptor 2 ","protein_coding","1",21,2,50,"Terminal"
"ENSG00000121905","HPCA","hippocalcin ","protein_coding","1",6317,2,2,"Steiner"
"ENSG00000122378","PRXL2A","peroxiredoxin like 2A ","protein_coding","1",12632,2,50,"Terminal"
"ENSG00000122547","EEPD1","endonuclease/exonuclease/phosphatase family domain containing 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000122729","ACO1","aconitase 1 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000122966","CIT","citron rho-interacting serine/threonine kinase ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000123104","ITPR2","inositol 1,4,5-trisphosphate receptor type 2 ","protein_coding","1",2,2,50,"Terminal"
"ENSG00000123268","ATF1","activating transcription factor 1 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000123352","SPATS2","spermatogenesis associated serine rich 2 ","protein_coding","1",70,2,50,"Terminal"
"ENSG00000123360","PDE1B","phosphodiesterase 1B ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000123685","BATF3","basic leucine zipper ATF-like transcription factor 3 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000123975","CKS2","CDC28 protein kinase regulatory subunit 2 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000123989","CHPF","chondroitin polymerizing factor ","protein_coding","1",5,2,50,"Terminal"
"ENSG00000124102","PI3","peptidase inhibitor 3 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000124104","SNX21","sorting nexin family member 21 ","protein_coding","1",207,2,50,"Terminal"
"ENSG00000124107","SLPI","secretory leukocyte peptidase inhibitor ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000124134","KCNS1","potassium voltage-gated channel modifier subfamily S member 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000124243","BCAS4","breast carcinoma amplified sequence 4 ","protein_coding","1",7,2,50,"Terminal"
"ENSG00000124302","CHST8","carbohydrate sulfotransferase 8 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000124334","IL9R","interleukin 9 receptor ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000124466","LYPD3","LY6/PLAUR domain containing 3 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000124479","NDP","norrin cystine knot growth factor NDP ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000124507","PACSIN1","protein kinase C and casein kinase substrate in neurons 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000124575","H1-3","H1.3 linker histone, cluster member ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000124664","SPDEF","SAM pointed domain containing ETS transcription factor ","protein_coding","1",12632,2,50,"Terminal"
"ENSG00000124688","MAD2L1BP","MAD2L1 binding protein ","protein_coding","1",14,2,50,"Terminal"
"ENSG00000124713","GNMT","glycine N-methyltransferase ","protein_coding","1",146,2,12,"Steiner"
"ENSG00000124721","DNAH8","dynein axonemal heavy chain 8 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000124731","TREM1","triggering receptor expressed on myeloid cells 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000124788","ATXN1","ataxin 1 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000124839","RAB17","RAB17, member RAS oncogene family ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000125245","GPR18","G protein-coupled receptor 18 ","protein_coding","1",12631,2,50,"Terminal"
"ENSG00000125355","TMEM255A","transmembrane protein 255A ","protein_coding","1",12632,2,50,"Terminal"
"ENSG00000125414","MYH2","myosin heavy chain 2 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000125503","PPP1R12C","protein phosphatase 1 regulatory subunit 12C ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000125637","PSD4","pleckstrin and Sec7 domain containing 4 ","protein_coding","1",12450,2,50,"Terminal"
"ENSG00000125744","RTN2","reticulon 2 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000125813","PAX1","paired box 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000125851","PCSK2","proprotein convertase subtilisin/kexin type 2 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000125971","DYNLRB1","dynein light chain roadblock-type 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000125977","EIF2S2","eukaryotic translation initiation factor 2 subunit beta ","protein_coding","1",6462,2,40,"Steiner"
"ENSG00000126088","UROD","uroporphyrinogen decarboxylase ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000126218","F10","coagulation factor X ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000126231","PROZ","protein Z, vitamin K dependent plasma glycoprotein ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000126233","SLURP1","secreted LY6/PLAUR domain containing 1 ","protein_coding","1",6317,2,50,"Terminal"
"ENSG00000126261","UBA2","ubiquitin like modifier activating enzyme 2 ","protein_coding","1",56356,2,1,"Steiner"
"ENSG00000126262","FFAR2","free fatty acid receptor 2 ","protein_coding","1",6317,2,50,"Steiner"
"ENSG00000126264","HCST","hematopoietic cell signal transducer ","protein_coding","1",6707,2,1,"Steiner"
"ENSG00000126266","FFAR1","free fatty acid receptor 1 ","protein_coding","1",0,2,38,"Steiner"
"ENSG00000126368","NR1D1","nuclear receptor subfamily 1 group D member 1 ","protein_coding","1",0,2,50,"Terminal"
"ENSG00000126458","RRAS","RAS related ","protein_coding","1",12626,2,50,"Terminal"
"ENSG00000126467","TSKS","testis specific serine kinase substrate ","protein_coding","1",11,2,50,"Terminal"
"ENSG00000126562","WNK4","WNK lysine deficient protein kinase 4 ","protein_coding","1",0,2,50,"Terminal"
