"","GAMuT_23836","GAMuT_51163"
"ENSG00000150990",620,646
"ENSG00000150991",14391,19472
"ENSG00000150995",896,1603
"ENSG00000151012",7382,61
"ENSG00000151014",260,29
"ENSG00000151062",28,470
"ENSG00000151065",682,362
"ENSG00000151067",85,108
"ENSG00000151090",794,5067
"ENSG00000151092",2268,2387
"ENSG00000151093",403,374
"ENSG00000151116",1920,1117
"ENSG00000151117",229,109
"ENSG00000151131",372,339
"ENSG00000151135",1741,1658
"ENSG00000151148",2690,2968
"ENSG00000151150",7185,5223
"ENSG00000151151",812,651
"ENSG00000151176",1422,984
"ENSG00000151208",6233,3308
"ENSG00000151229",659,596
"ENSG00000151233",1896,1832
"ENSG00000151239",3097,2136
"ENSG00000151240",1784,1124
"ENSG00000151247",1842,597
"ENSG00000151276",6870,8158
"ENSG00000151287",279,327
"ENSG00000151292",2749,2530
"ENSG00000151304",1233,932
"ENSG00000151320",86,609
"ENSG00000151327",2922,1792
"ENSG00000151332",1340,863
"ENSG00000151338",1420,711
"ENSG00000151348",3376,1830
"ENSG00000151353",810,772
"ENSG00000151360",33,69
"ENSG00000151364",161,331
"ENSG00000151366",918,2166
"ENSG00000151376",171,553
"ENSG00000151388",519,751
"ENSG00000151413",465,471
"ENSG00000151414",2097,3589
"ENSG00000151422",2809,1450
"ENSG00000151445",987,1035
"ENSG00000151458",3663,822
"ENSG00000151461",2830,2932
"ENSG00000151465",1946,1206
"ENSG00000151466",1345,773
"ENSG00000151468",68,199
"ENSG00000151470",396,287
"ENSG00000151474",387,772
"ENSG00000151490",30,59
"ENSG00000151491",4419,12144
"ENSG00000151498",1019,1122
"ENSG00000151500",988,858
"ENSG00000151502",1617,1668
"ENSG00000151503",1742,3086
"ENSG00000151532",2209,898
"ENSG00000151552",496,412
"ENSG00000151553",2692,1103
"ENSG00000151575",588,1892
"ENSG00000151576",1551,1604
"ENSG00000151611",626,894
"ENSG00000151612",1433,1224
"ENSG00000151617",98,94
"ENSG00000151623",800,2912
"ENSG00000151632",38,4027
"ENSG00000151651",91,166
"ENSG00000151657",1075,493
"ENSG00000151665",803,749
"ENSG00000151687",778,544
"ENSG00000151689",607,467
"ENSG00000151690",2970,2897
"ENSG00000151692",569,207
"ENSG00000151693",6746,6175
"ENSG00000151694",3140,2082
"ENSG00000151702",122,220
"ENSG00000151715",1036,11387
"ENSG00000151718",3258,499
"ENSG00000151725",1036,2050
"ENSG00000151726",1933,1754
"ENSG00000151729",935,252
"ENSG00000151743",327,371
"ENSG00000151746",12294,808
"ENSG00000151748",1346,1075
"ENSG00000151773",769,50
"ENSG00000151778",20,38
"ENSG00000151779",6654,6193
"ENSG00000151790",40,15
"ENSG00000151806",2288,1425
"ENSG00000151835",555,1813
"ENSG00000151849",1105,1035
"ENSG00000151876",290,749
"ENSG00000151881",482,577
"ENSG00000151882",408,1635
"ENSG00000151883",1279,581
"ENSG00000151892",10,104
"ENSG00000151893",6627,2695
"ENSG00000151914",5850,25787
"ENSG00000151923",5822,2648
"ENSG00000151929",656,123
"ENSG00000152049",52,47
"ENSG00000152056",1011,587
"ENSG00000152061",4041,5918
"ENSG00000152078",1864,1040
"ENSG00000152082",484,608
"ENSG00000152092",37,101
"ENSG00000152102",3075,4620
"ENSG00000152104",4911,2081
"ENSG00000152117",261,858
"ENSG00000152127",9519,5231
"ENSG00000152128",117,36
"ENSG00000152133",476,568
"ENSG00000152147",303,419
"ENSG00000152193",1196,1532
"ENSG00000152207",61,19
"ENSG00000152217",203,5028
"ENSG00000152219",1095,784
"ENSG00000152223",5775,4466
"ENSG00000152229",812,331
"ENSG00000152234",10607,13284
"ENSG00000152240",549,372
"ENSG00000152242",2270,1448
"ENSG00000152253",245,404
"ENSG00000152256",2338,1662
"ENSG00000152270",24,387
"ENSG00000152284",33,101
"ENSG00000152291",10240,11692
"ENSG00000152292",3,1
"ENSG00000152332",9811,11020
"ENSG00000152348",465,455
"ENSG00000152359",577,231
"ENSG00000152377",39,15
"ENSG00000152380",160,119
"ENSG00000152382",546,1244
"ENSG00000152402",825,1604
"ENSG00000152404",1398,2184
"ENSG00000152409",2996,455
"ENSG00000152413",1216,45
"ENSG00000152422",395,232
"ENSG00000152433",160,116
"ENSG00000152439",446,236
"ENSG00000152443",1675,1642
"ENSG00000152454",366,662
"ENSG00000152455",745,561
"ENSG00000152457",665,833
"ENSG00000152464",484,416
"ENSG00000152465",175,612
"ENSG00000152484",1869,3943
"ENSG00000152492",3771,1594
"ENSG00000152495",4,24
"ENSG00000152503",604,978
"ENSG00000152518",8241,15586
"ENSG00000152520",4927,3151
"ENSG00000152527",8085,254
"ENSG00000152556",464,571
"ENSG00000152558",16983,13058
"ENSG00000152580",117,78
"ENSG00000152582",1322,1543
"ENSG00000152583",2065,2550
"ENSG00000152601",6841,9924
"ENSG00000152620",1280,3861
"ENSG00000152642",1906,1497
"ENSG00000152661",2780,2415
"ENSG00000152669",23,4
"ENSG00000152683",2312,1716
"ENSG00000152684",703,932
"ENSG00000152689",217,249
"ENSG00000152700",2415,2924
"ENSG00000152749",1791,721
"ENSG00000152763",1328,177
"ENSG00000152766",378,179
"ENSG00000152767",9264,8220
"ENSG00000152778",1275,912
"ENSG00000152782",1020,783
"ENSG00000152785",59,6604
"ENSG00000152795",10583,6918
"ENSG00000152804",29,20
"ENSG00000152818",28573,1972
"ENSG00000152894",5220,15297
"ENSG00000152904",1401,1482
"ENSG00000152926",2533,719
"ENSG00000152932",0,9
"ENSG00000152939",2840,3499
"ENSG00000152942",1766,1325
"ENSG00000152944",1432,1137
"ENSG00000152952",675,4921
"ENSG00000152953",241,14
"ENSG00000152990",4419,3263
"ENSG00000153006",1468,544
"ENSG00000153015",1074,618
"ENSG00000153029",789,758
"ENSG00000153037",433,156
"ENSG00000153044",318,442
"ENSG00000153046",1243,987
"ENSG00000153048",1267,1458
"ENSG00000153064",188,18
"ENSG00000153066",1395,1604
"ENSG00000153071",10786,2646
"ENSG00000153094",2328,1816
"ENSG00000153107",1294,1357
"ENSG00000153113",6345,5953
"ENSG00000153130",3270,847
"ENSG00000153140",557,248
"ENSG00000153147",9003,6289
"ENSG00000153162",48,117
"ENSG00000153179",3203,2300
"ENSG00000153187",20890,27330
"ENSG00000153201",22394,12219
"ENSG00000153207",3226,4185
"ENSG00000153208",326,2243
"ENSG00000153214",3270,4701
"ENSG00000153233",122,120
"ENSG00000153234",348,290
"ENSG00000153237",968,103
"ENSG00000153246",1351,7329
"ENSG00000153250",2234,655
"ENSG00000153283",3,46
"ENSG00000153291",1207,74
"ENSG00000153292",43,513
"ENSG00000153294",24,7
"ENSG00000153310",2328,2029
"ENSG00000153317",2632,1937
"ENSG00000153339",5030,4036
"ENSG00000153363",332,364
"ENSG00000153391",166,190
"ENSG00000153395",1869,1575
"ENSG00000153404",410,17
"ENSG00000153406",592,415
"ENSG00000153443",94,119
"ENSG00000153485",390,490
"ENSG00000153487",500,406
"ENSG00000153531",102,79
"ENSG00000153551",3721,149
"ENSG00000153558",1380,517
"ENSG00000153560",4132,3822
"ENSG00000153561",5313,12662
"ENSG00000153574",565,1417
"ENSG00000153707",53,82
"ENSG00000153714",782,11
"ENSG00000153721",1705,1889
"ENSG00000153767",911,680
"ENSG00000153774",1429,800
"ENSG00000153786",4488,1769
"ENSG00000153790",13,243
"ENSG00000153814",372,96
"ENSG00000153815",1037,2767
"ENSG00000153822",42,95
"ENSG00000153823",111,500
"ENSG00000153827",15666,12899
"ENSG00000153832",361,242
"ENSG00000153879",1905,3692
"ENSG00000153885",199,205
"ENSG00000153896",161,126
"ENSG00000153898",5,104
"ENSG00000153904",5122,21006
"ENSG00000153914",7449,6214
"ENSG00000153922",7839,6075
"ENSG00000153930",53,0
"ENSG00000153933",1477,1042
"ENSG00000153936",2229,2910
"ENSG00000153944",5022,6688
"ENSG00000153956",178,251
"ENSG00000153975",922,484
"ENSG00000153982",173,100
"ENSG00000153989",764,608
"ENSG00000153993",564,38
"ENSG00000154001",4347,3411
"ENSG00000154016",26,17
"ENSG00000154040",414,45
"ENSG00000154059",2475,5091
"ENSG00000154065",206,570
"ENSG00000154079",417,163
"ENSG00000154096",217,470
"ENSG00000154114",1482,914
"ENSG00000154122",1149,3000
"ENSG00000154124",1756,2772
"ENSG00000154127",378,88
"ENSG00000154133",52,187
"ENSG00000154134",7,61
"ENSG00000154144",1800,906
"ENSG00000154153",279,2213
"ENSG00000154174",3753,5257
"ENSG00000154175",28,88
"ENSG00000154188",98,73
"ENSG00000154217",2091,147
"ENSG00000154222",1155,2076
"ENSG00000154229",939,7018
"ENSG00000154237",658,1868
"ENSG00000154240",283,99
"ENSG00000154258",430,523
"ENSG00000154262",733,847
"ENSG00000154263",636,581
"ENSG00000154265",4387,4673
"ENSG00000154274",246,705
"ENSG00000154277",7,30
"ENSG00000154305",7144,3341
"ENSG00000154309",522,772
"ENSG00000154310",134,4483
"ENSG00000154319",17,5
"ENSG00000154328",345,106
"ENSG00000154330",548,251
"ENSG00000154358",266,2732
"ENSG00000154359",2321,251
"ENSG00000154370",720,887
"ENSG00000154380",6951,8926
"ENSG00000154429",1006,859
"ENSG00000154447",3007,4348
"ENSG00000154451",58,60
"ENSG00000154473",3537,2958
"ENSG00000154511",49,348
"ENSG00000154518",2874,4000
"ENSG00000154553",78,101
"ENSG00000154556",8342,759
"ENSG00000154582",648,578
"ENSG00000154639",6938,9393
"ENSG00000154640",1547,884
"ENSG00000154642",885,353
"ENSG00000154655",54,1062
"ENSG00000154678",15,60
"ENSG00000154710",167,108
"ENSG00000154719",903,751
"ENSG00000154721",32,75
"ENSG00000154723",1189,1689
"ENSG00000154727",998,842
"ENSG00000154734",499,592
"ENSG00000154736",234,566
"ENSG00000154743",831,886
"ENSG00000154760",3938,53
"ENSG00000154764",222,5
"ENSG00000154767",2288,1879
"ENSG00000154781",868,902
"ENSG00000154783",209,183
"ENSG00000154803",1293,1139
"ENSG00000154813",710,497
"ENSG00000154814",625,1079
"ENSG00000154822",142,2782
"ENSG00000154832",659,532
"ENSG00000154839",354,451
"ENSG00000154845",4543,5444
"ENSG00000154856",963,60
"ENSG00000154864",611,238
"ENSG00000154874",451,962
"ENSG00000154889",818,1143
"ENSG00000154898",92,334
"ENSG00000154914",634,700
"ENSG00000154917",68,17
"ENSG00000154920",171,251
"ENSG00000154928",23,16
"ENSG00000154930",210,5777
"ENSG00000154945",1532,2527
"ENSG00000154957",441,299
"ENSG00000154978",391,721
"ENSG00000155008",1677,1091
"ENSG00000155016",151,220
"ENSG00000155034",181,341
"ENSG00000155066",93,867
"ENSG00000155085",665,457
"ENSG00000155090",1253,1916
"ENSG00000155093",59,83
"ENSG00000155096",8143,5891
"ENSG00000155097",3202,2565
"ENSG00000155099",89,105
"ENSG00000155100",1203,717
"ENSG00000155111",2317,2177
"ENSG00000155115",1507,686
"ENSG00000155158",1832,1047
"ENSG00000155189",2638,848
"ENSG00000155229",2269,1667
"ENSG00000155252",681,336
"ENSG00000155254",372,159
"ENSG00000155256",952,652
"ENSG00000155265",2,212
"ENSG00000155275",499,442
"ENSG00000155287",350,356
"ENSG00000155304",1316,996
"ENSG00000155307",98,59
"ENSG00000155313",5140,2909
"ENSG00000155324",2545,1480
"ENSG00000155329",586,357
"ENSG00000155330",667,94
"ENSG00000155363",1192,3826
"ENSG00000155366",2118,2184
"ENSG00000155368",2457,4275
"ENSG00000155380",499,5870
"ENSG00000155393",1568,967
"ENSG00000155438",1449,1263
"ENSG00000155463",2066,3045
"ENSG00000155465",112,5240
"ENSG00000155506",10244,6619
"ENSG00000155508",3446,1770
"ENSG00000155530",151,29
"ENSG00000155542",166,274
"ENSG00000155545",2195,2933
"ENSG00000155561",6406,8951
"ENSG00000155592",743,448
"ENSG00000155621",331,373
"ENSG00000155629",746,1049
"ENSG00000155636",597,582
"ENSG00000155640",1251,1706
"ENSG00000155657",272,405
"ENSG00000155659",261,158
"ENSG00000155660",9239,7285
"ENSG00000155666",48,131
"ENSG00000155729",668,617
"ENSG00000155744",2219,4564
"ENSG00000155749",19,152
"ENSG00000155754",8,39
"ENSG00000155755",505,464
"ENSG00000155760",31,481
"ENSG00000155761",763,25
"ENSG00000155792",4945,5935
"ENSG00000155827",2703,2652
"ENSG00000155846",222,4268
"ENSG00000155849",550,289
"ENSG00000155850",17877,2851
"ENSG00000155858",494,747
"ENSG00000155868",753,447
"ENSG00000155876",1665,534
"ENSG00000155893",772,553
"ENSG00000155903",2991,2416
"ENSG00000155906",1223,588
"ENSG00000155926",198,178
"ENSG00000155957",420,372
"ENSG00000155959",1430,1042
"ENSG00000155962",53,71
"ENSG00000155966",1523,322
"ENSG00000155970",211,94
"ENSG00000155974",986,2
"ENSG00000155975",2469,838
"ENSG00000156011",6408,3323
"ENSG00000156017",1893,1922
"ENSG00000156026",2318,944
"ENSG00000156030",1435,2237
"ENSG00000156042",901,60
"ENSG00000156049",49,33
"ENSG00000156050",215,479
"ENSG00000156052",5006,5266
"ENSG00000156103",513,188
"ENSG00000156110",867,606
"ENSG00000156113",3234,853
"ENSG00000156127",6,1
"ENSG00000156136",967,696
"ENSG00000156162",2937,2437
"ENSG00000156170",812,853
"ENSG00000156171",1865,1728
"ENSG00000156172",224,132
"ENSG00000156218",141,151
"ENSG00000156232",553,869
"ENSG00000156239",837,710
"ENSG00000156253",848,697
"ENSG00000156256",2107,3595
"ENSG00000156261",5309,3487
"ENSG00000156265",24,5
"ENSG00000156273",2693,4399
"ENSG00000156298",320,1083
"ENSG00000156299",765,414
"ENSG00000156304",1439,2715
"ENSG00000156313",1875,591
"ENSG00000156345",331,229
"ENSG00000156374",306,169
"ENSG00000156381",384,1201
"ENSG00000156384",190,246
"ENSG00000156398",714,903
"ENSG00000156411",1600,1846
"ENSG00000156413",140,221
"ENSG00000156453",2818,3535
"ENSG00000156463",604,3251
"ENSG00000156467",3477,1976
"ENSG00000156469",784,686
"ENSG00000156471",1962,2941
"ENSG00000156482",12888,10741
"ENSG00000156500",75,115
"ENSG00000156502",1001,817
"ENSG00000156504",1143,623
"ENSG00000156508",25221,5919
"ENSG00000156510",1000,1006
"ENSG00000156515",4617,838
"ENSG00000156521",558,521
"ENSG00000156531",3230,1785
"ENSG00000156535",3541,188
"ENSG00000156587",94,928
"ENSG00000156599",4536,5161
"ENSG00000156603",443,548
"ENSG00000156639",1451,1198
"ENSG00000156642",3488,4869
"ENSG00000156650",2643,1576
"ENSG00000156671",1809,1091
"ENSG00000156675",10043,3802
"ENSG00000156697",1372,617
"ENSG00000156709",3181,991
"ENSG00000156711",2758,3467
"ENSG00000156735",1825,849
"ENSG00000156787",602,1338
"ENSG00000156795",256,472
"ENSG00000156802",3497,9658
"ENSG00000156804",221,1287
"ENSG00000156831",741,1087
"ENSG00000156853",222,350
"ENSG00000156858",280,273
"ENSG00000156860",627,843
"ENSG00000156869",764,1113
"ENSG00000156873",411,397
"ENSG00000156875",2659,1837
"ENSG00000156876",681,1014
"ENSG00000156928",1063,534
"ENSG00000156931",5632,2274
"ENSG00000156958",2592,2727
"ENSG00000156966",252,4705
"ENSG00000156968",106,309
"ENSG00000156970",1155,2269
"ENSG00000156973",547,266
"ENSG00000156976",19808,9754
"ENSG00000156983",756,1625
"ENSG00000156990",422,601
"ENSG00000157014",430,1016
"ENSG00000157020",1992,2071
"ENSG00000157036",413,698
"ENSG00000157045",662,496
"ENSG00000157077",2788,3817
"ENSG00000157106",15011,14199
"ENSG00000157107",3313,3129
"ENSG00000157110",797,698
"ENSG00000157111",3,1155
"ENSG00000157152",6,58
"ENSG00000157181",2380,2133
"ENSG00000157184",1376,1521
"ENSG00000157191",1873,1108
"ENSG00000157193",979,57
"ENSG00000157212",1363,1797
"ENSG00000157214",1536,2989
"ENSG00000157216",1122,2635
"ENSG00000157224",3113,2362
"ENSG00000157227",6900,4235
"ENSG00000157240",2330,686
"ENSG00000157259",2127,2674
"ENSG00000157303",46,359
"ENSG00000157326",94,222
"ENSG00000157349",358,351
"ENSG00000157350",209,769
"ENSG00000157353",493,569
"ENSG00000157379",555,449
"ENSG00000157388",54,3635
"ENSG00000157399",1132,690
"ENSG00000157404",57,162
"ENSG00000157426",1396,1041
"ENSG00000157429",313,168
"ENSG00000157445",19,30
"ENSG00000157450",1789,3334
"ENSG00000157456",754,1648
"ENSG00000157470",407,191
"ENSG00000157483",4013,5761
"ENSG00000157500",4389,3856
"ENSG00000157502",165,164
"ENSG00000157510",131,254
"ENSG00000157514",994,446
"ENSG00000157538",1920,2385
"ENSG00000157540",5741,6979
"ENSG00000157551",10,3
"ENSG00000157554",305,90
"ENSG00000157557",3691,8849
"ENSG00000157570",25,110
"ENSG00000157578",197,72
"ENSG00000157593",1517,845
"ENSG00000157600",1175,2566
"ENSG00000157601",352,2123
"ENSG00000157613",898,1730
"ENSG00000157617",916,1842
"ENSG00000157625",2074,1409
"ENSG00000157637",1777,2467
"ENSG00000157657",1642,780
"ENSG00000157680",35,32
"ENSG00000157693",1259,406
"ENSG00000157741",6121,5638
"ENSG00000157764",4072,6996
"ENSG00000157765",1131,6
"ENSG00000157778",501,852
"ENSG00000157796",3626,802
"ENSG00000157800",3116,2053
"ENSG00000157823",640,978
"ENSG00000157827",6399,1441
"ENSG00000157833",25,738
"ENSG00000157837",1746,3380
"ENSG00000157869",842,475
"ENSG00000157870",564,3063
"ENSG00000157873",329,2790
"ENSG00000157881",202,623
"ENSG00000157895",369,444
"ENSG00000157911",580,880
"ENSG00000157916",2864,3540
"ENSG00000157933",1347,2196
"ENSG00000157954",2144,2282
"ENSG00000157978",605,1673
"ENSG00000157985",1915,5735
"ENSG00000157992",300,454
"ENSG00000158006",1140,1166
"ENSG00000158019",806,836
"ENSG00000158023",2710,77
"ENSG00000158042",997,918
"ENSG00000158055",229,32
"ENSG00000158062",462,436
"ENSG00000158079",1188,855
"ENSG00000158089",912,1208
"ENSG00000158092",1259,967
"ENSG00000158106",525,79
"ENSG00000158109",2187,3185
"ENSG00000158122",182,374
"ENSG00000158125",296,2868
"ENSG00000158156",137,291
"ENSG00000158158",627,1865
"ENSG00000158161",2381,3359
"ENSG00000158163",49,44
"ENSG00000158169",622,1707
"ENSG00000158186",268,405
"ENSG00000158195",3141,8262
"ENSG00000158201",1331,1038
"ENSG00000158220",28,19
"ENSG00000158234",1163,263
"ENSG00000158258",33,161
"ENSG00000158270",192,192
"ENSG00000158286",132,981
"ENSG00000158290",4591,2531
"ENSG00000158292",27,493
"ENSG00000158296",217,34
"ENSG00000158301",231,204
"ENSG00000158315",3,705
"ENSG00000158321",1667,4305
"ENSG00000158352",1834,693
"ENSG00000158373",2530,2323
"ENSG00000158402",183,327
"ENSG00000158406",1119,2473
"ENSG00000158411",1053,614
"ENSG00000158417",3992,4126
"ENSG00000158435",2544,1837
"ENSG00000158457",196,1381
"ENSG00000158467",1504,13477
"ENSG00000158470",4747,19706
"ENSG00000158480",246,959
"ENSG00000158483",167,232
"ENSG00000158486",574,182
"ENSG00000158526",560,362
"ENSG00000158528",9475,713
"ENSG00000158545",668,1015
"ENSG00000158552",326,578
"ENSG00000158555",45,1196
"ENSG00000158560",1047,23
"ENSG00000158604",4208,5304
"ENSG00000158615",4817,6165
"ENSG00000158623",2261,2202
"ENSG00000158636",2184,1957
"ENSG00000158669",2915,799
"ENSG00000158683",9,58
"ENSG00000158691",421,385
"ENSG00000158710",4428,2016
"ENSG00000158711",4153,7878
"ENSG00000158714",41,12
"ENSG00000158715",193,340
"ENSG00000158716",274,508
"ENSG00000158717",152,152
"ENSG00000158747",296,1248
"ENSG00000158769",2694,6435
"ENSG00000158773",830,1067
"ENSG00000158792",224,159
"ENSG00000158793",577,1258
"ENSG00000158796",716,965
"ENSG00000158805",641,726
"ENSG00000158813",155,31
"ENSG00000158828",1497,906
"ENSG00000158850",793,693
"ENSG00000158856",364,257
"ENSG00000158859",244,99
"ENSG00000158863",787,329
"ENSG00000158864",2054,3054
"ENSG00000158869",187,178
"ENSG00000158882",58,357
"ENSG00000158941",2405,1083
"ENSG00000158966",1524,526
"ENSG00000158985",4791,2962
"ENSG00000158987",718,475
"ENSG00000159023",4201,11864
"ENSG00000159055",372,388
"ENSG00000159063",1335,1190
"ENSG00000159069",1384,1580
"ENSG00000159079",567,385
"ENSG00000159082",795,1969
"ENSG00000159086",5006,5432
"ENSG00000159110",570,985
"ENSG00000159111",677,778
"ENSG00000159128",3224,1389
"ENSG00000159131",4941,5392
"ENSG00000159140",19799,25188
"ENSG00000159147",359,1044
"ENSG00000159164",94,74
"ENSG00000159166",3019,8283
"ENSG00000159167",2006,258
"ENSG00000159176",3756,2316
"ENSG00000159189",404,478
"ENSG00000159199",754,2117
"ENSG00000159200",573,624
"ENSG00000159202",4313,4399
"ENSG00000159208",89,9
"ENSG00000159210",1050,1392
"ENSG00000159212",2303,110
"ENSG00000159214",179,398
"ENSG00000159216",4483,830
"ENSG00000159228",834,2513
"ENSG00000159231",27,26
"ENSG00000159239",81,63
"ENSG00000159256",3119,3582
"ENSG00000159259",315,1029
"ENSG00000159263",56,3
"ENSG00000159267",1627,1536
"ENSG00000159307",140,1057
"ENSG00000159314",1479,4341
"ENSG00000159322",2104,2239
"ENSG00000159335",966,290
"ENSG00000159346",3512,2788
"ENSG00000159348",1676,728
"ENSG00000159352",1679,1753
"ENSG00000159363",1339,1281
"ENSG00000159377",2835,3262
"ENSG00000159388",2103,10345
"ENSG00000159399",4036,327
"ENSG00000159403",356,1085
"ENSG00000159423",223,143
"ENSG00000159433",358,655
"ENSG00000159445",1094,1215
"ENSG00000159459",4812,4218
"ENSG00000159461",3501,4285
"ENSG00000159479",691,1488
"ENSG00000159579",3045,1848
"ENSG00000159588",59,250
"ENSG00000159592",5710,13928
"ENSG00000159593",3163,1490
"ENSG00000159596",700,1307
"ENSG00000159640",619,819
"ENSG00000159658",5983,10311
"ENSG00000159674",266,250
"ENSG00000159685",125,114
"ENSG00000159692",2118,2566
"ENSG00000159713",573,44
"ENSG00000159714",209,105
"ENSG00000159720",1923,993
"ENSG00000159733",87,68
"ENSG00000159788",1672,1056
"ENSG00000159792",603,691
"ENSG00000159840",968,1331
"ENSG00000159842",2275,6890
"ENSG00000159873",2806,2749
"ENSG00000159882",268,303
"ENSG00000159884",178,287
"ENSG00000159885",186,119
"ENSG00000159899",233,313
"ENSG00000159905",406,236
"ENSG00000159915",147,405
"ENSG00000159917",794,1136
"ENSG00000159921",1896,3376
"ENSG00000160007",4514,9354
"ENSG00000160014",2226,6098
"ENSG00000160049",2565,2609
"ENSG00000160050",32,24
"ENSG00000160051",159,277
"ENSG00000160055",523,441
"ENSG00000160058",2449,3049
"ENSG00000160062",473,409
"ENSG00000160072",369,963
"ENSG00000160075",2652,3161
"ENSG00000160087",657,964
"ENSG00000160094",543,1064
"ENSG00000160111",95,16
"ENSG00000160113",1040,847
"ENSG00000160124",443,810
"ENSG00000160131",2756,1479
"ENSG00000160145",1223,3956
"ENSG00000160172",137,100
"ENSG00000160179",3095,133
"ENSG00000160180",2776,612
"ENSG00000160181",4,1
"ENSG00000160182",179,11
"ENSG00000160183",510,4780
"ENSG00000160188",241,412
"ENSG00000160190",1061,4592
"ENSG00000160191",680,208
"ENSG00000160193",328,513
"ENSG00000160194",1586,1323
"ENSG00000160199",870,703
"ENSG00000160201",82,37
"ENSG00000160208",2266,3499
"ENSG00000160209",3503,12557
"ENSG00000160211",729,279
"ENSG00000160213",2116,1399
"ENSG00000160214",588,638
"ENSG00000160216",1961,3803
"ENSG00000160218",2505,2093
"ENSG00000160219",67,61
"ENSG00000160226",100,126
"ENSG00000160229",315,312
"ENSG00000160233",55,100
"ENSG00000160255",319,354
"ENSG00000160256",110,56
"ENSG00000160271",1817,1801
"ENSG00000160285",1471,1657
"ENSG00000160293",1362,3751
"ENSG00000160294",3340,4354
"ENSG00000160298",188,599
"ENSG00000160299",1678,3456
"ENSG00000160305",2397,2002
"ENSG00000160310",2286,1801
"ENSG00000160321",57,50
"ENSG00000160323",107,285
"ENSG00000160325",390,652
"ENSG00000160326",73,24
"ENSG00000160336",1403,2331
"ENSG00000160352",1878,1926
"ENSG00000160360",156,235
"ENSG00000160392",146,394
"ENSG00000160404",169,299
"ENSG00000160408",362,403
"ENSG00000160410",651,771
"ENSG00000160439",743,510
"ENSG00000160445",1144,1130
"ENSG00000160446",326,713
"ENSG00000160447",107,461
"ENSG00000160469",60,44
"ENSG00000160551",15508,11779
"ENSG00000160563",255,143
"ENSG00000160570",212,807
"ENSG00000160584",2357,1639
"ENSG00000160588",847,678
"ENSG00000160593",34,72
"ENSG00000160602",182,488
"ENSG00000160606",116,417
"ENSG00000160613",1409,1370
"ENSG00000160633",2050,1456
"ENSG00000160679",2824,3369
"ENSG00000160685",654,3002
"ENSG00000160688",907,946
"ENSG00000160691",1176,1675
"ENSG00000160695",1604,1662
"ENSG00000160703",525,712
"ENSG00000160710",10917,22219
"ENSG00000160712",1797,6289
"ENSG00000160714",1773,2040
"ENSG00000160741",273,527
"ENSG00000160746",1403,1832
"ENSG00000160752",4298,4263
"ENSG00000160753",423,1625
"ENSG00000160766",43,70
"ENSG00000160767",283,413
"ENSG00000160783",278,547
"ENSG00000160785",1055,1388
"ENSG00000160789",4689,8253
"ENSG00000160791",10,59
"ENSG00000160796",1420,3759
"ENSG00000160799",525,880
"ENSG00000160803",748,662
"ENSG00000160813",223,233
"ENSG00000160818",625,963
"ENSG00000160862",3,48
"ENSG00000160867",572,1940
"ENSG00000160868",12,7622
"ENSG00000160877",1469,405
"ENSG00000160888",878,409
"ENSG00000160908",736,2120
"ENSG00000160917",504,1023
"ENSG00000160932",1202,5505
"ENSG00000160948",1022,1305
"ENSG00000160949",292,591
"ENSG00000160953",1574,955
"ENSG00000160957",164,585
"ENSG00000160959",402,501
"ENSG00000160961",753,877
"ENSG00000160972",467,908
"ENSG00000160991",943,101
"ENSG00000160993",149,291
"ENSG00000161010",639,680
"ENSG00000161011",5772,6759
"ENSG00000161013",3068,4908
"ENSG00000161016",14431,10030
"ENSG00000161021",2044,2011
"ENSG00000161036",360,342
"ENSG00000161040",316,50
"ENSG00000161048",1362,2120
"ENSG00000161057",2007,2255
"ENSG00000161091",966,329
"ENSG00000161179",183,429
"ENSG00000161202",1678,1895
"ENSG00000161203",4062,5225
"ENSG00000161204",1081,1288
"ENSG00000161217",2038,3518
"ENSG00000161249",11308,127
"ENSG00000161265",41,64
"ENSG00000161267",1351,2219
"ENSG00000161277",104,106
"ENSG00000161298",816,71
"ENSG00000161328",116,10
"ENSG00000161381",97,135
"ENSG00000161395",578,779
"ENSG00000161405",23,149
"ENSG00000161513",359,608
"ENSG00000161526",1281,1725
"ENSG00000161533",4975,14040
"ENSG00000161542",2370,2079
"ENSG00000161544",66,169
"ENSG00000161547",6158,7433
"ENSG00000161551",1069,653
"ENSG00000161558",52,232
"ENSG00000161618",393,380
"ENSG00000161638",905,320
"ENSG00000161640",23,114
"ENSG00000161642",57,101
"ENSG00000161647",115,376
"ENSG00000161653",13,326
"ENSG00000161654",197,209
"ENSG00000161671",3516,2066
"ENSG00000161677",54,96
"ENSG00000161692",199,239
"ENSG00000161714",1498,588
"ENSG00000161791",685,803
"ENSG00000161798",3340,14
"ENSG00000161800",1635,3229
"ENSG00000161813",4783,3750
"ENSG00000161835",34,40
"ENSG00000161847",327,1538
"ENSG00000161888",544,209
"ENSG00000161904",1273,920
"ENSG00000161912",362,177
"ENSG00000161914",69,35
"ENSG00000161920",302,259
"ENSG00000161921",488,1367
"ENSG00000161940",55,71
"ENSG00000161955",17,126
"ENSG00000161956",268,211
"ENSG00000161960",509,156
"ENSG00000161970",9535,1816
"ENSG00000161980",198,144
"ENSG00000161981",361,344
"ENSG00000161996",494,874
"ENSG00000161999",1003,571
