file_id,uniprot_id,ID,hydrophobicity_score,volume_score,alpha_max_dist,pocket,druggability,num_drug_pockets,struct_score
AF-O75882-F1-model_v4,O75882,O75882-F1,17.568,3.795,26.372,0.105,0.638,2,79.5503064719668
AF-O95347-F1-model_v4,O95347,O95347-F1,31,4.182,12.247,0.347,0.638,3,83.097965745508
AF-P35555-F8-model_v4,P35555,P35555-F8,23.4,4.04,18.404,0.134,0.638,2,73.1871268621311
AF-P50539-F1-model_v4,P50539,P50539-F1,8.714,4,13.184,0.218,0.638,1,73.2164457831325
AF-P56159-F1-model_v4,P56159,P56159-F1,29.667,3.833,25.527,0.1,0.638,1,73.8963423473655
AF-Q00978-F1-model_v4,Q00978,Q00978-F1,3.5,4,10.941,0.369,0.638,1,76.0178648033799
AF-Q13671-F1-model_v4,Q13671,Q13671-F1,39.727,3.5,17.955,0.115,0.638,2,67.9096176619861
AF-Q4ZIN3-F1-model_v4,Q4ZIN3,Q4ZIN3-F1,79.143,4.429,11.503,0.149,0.638,2,65.490496868476
AF-Q5JXB2-F1-model_v4,Q5JXB2,Q5JXB2-F1,39.438,5.062,15.791,0.261,0.638,1,91.5407510204082
AF-Q5XPI4-F1-model_v4,Q5XPI4,Q5XPI4-F1,21.7,3.95,13.806,0.128,0.638,1,81.9843029490617
AF-Q6P1K2-F1-model_v4,Q6P1K2,Q6P1K2-F1,79.167,5.5,10.262,0.457,0.638,1,88.2711958511287
AF-Q6ZPD8-F1-model_v4,Q6ZPD8,Q6ZPD8-F1,64.28,4.2,16.881,0.123,0.638,1,92.5752788917244
AF-Q8IV32-F1-model_v4,Q8IV32,Q8IV32-F1,37.6,4.1,38.8,0.091,0.638,1,53.9502924311927
AF-Q8WZ42-F146-model_v4,Q8WZ42,Q8WZ42-F146,46.364,4.273,11.827,0.316,0.638,1,87.4037610294118
AF-Q96JE7-F1-model_v4,Q96JE7,Q96JE7-F1,35.3,4.8,12.92,0.213,0.638,2,55.0780034046693
AF-Q96LB1-F1-model_v4,Q96LB1,Q96LB1-F1,40.889,4.167,10.504,0.245,0.638,1,82.4810214231064
AF-Q96LW4-F1-model_v4,Q96LW4,Q96LW4-F1,3.125,3.75,9.102,0.036,0.638,1,74.9184419014085
AF-Q96M86-F1-model_v4,Q96M86,Q96M86-F1,34.909,4.227,23.316,0.303,0.638,4,69.8957141595265
AF-Q9H2B2-F1-model_v4,Q9H2B2,Q9H2B2-F1,37.733,4.933,13.796,0.235,0.638,1,73.5643825880959
AF-Q9HCZ1-F1-model_v4,Q9HCZ1,Q9HCZ1-F1,23.765,3.471,16.231,0.207,0.638,3,63.3263848083124
AF-Q9NUY8-F1-model_v4,Q9NUY8,Q9NUY8-F1,43.188,4.75,16.958,0.133,0.638,1,80.1243612574959
AF-Q9Y493-F3-model_v4,Q9Y493,Q9Y493-F3,15.167,3.5,13.14,0.215,0.638,1,64.4782562747688
AF-Q9Y6H3-F1-model_v4,Q9Y6H3,Q9Y6H3-F1,27.71,4.032,19.353,0.16,0.638,1,80.9380993411049
AF-A0A024R1R8-F1-model_v4,A0A024R1R8,A0A024R1R8-F1,31.75,5.25,7.172,0.417,0.637,1,73.2133669354839
AF-O00294-F1-model_v4,O00294,O00294-F1,17.405,4,25.794,0.171,0.637,3,65.843449003517
AF-O00533-F1-model_v4,O00533,O00533-F1,48.167,4.25,11.723,0.157,0.637,2,77.9826843100189
AF-O43513-F1-model_v4,O43513,O43513-F1,41.778,5,12.678,0.457,0.637,1,80.555501312336
AF-O75335-F1-model_v4,O75335,O75335-F1,59.556,4.444,11.574,0.213,0.637,3,66.8916406664544
AF-O75351-F1-model_v4,O75351,O75351-F1,32.143,3.214,8.944,0.294,0.637,1,86.2014495677233
AF-P0DML3-F1-model_v4,P0DML3,P0DML3-F1,24.2,4.1,13.622,0.315,0.637,2,82.8751908831909
AF-P39059-F1-model_v4,P39059,P39059-F1,13.222,3.444,11.163,0.265,0.637,1,56.0322628834971
AF-Q03001-F18-model_v4,Q03001,Q03001-F18,8.143,4,19.082,0.234,0.637,2,79.3778649159097
AF-Q14643-F5-model_v4,Q14643,Q14643-F5,35.526,4,17.778,0.104,0.637,1,73.8001401113706
AF-Q15393-F1-model_v4,Q15393,Q15393-F1,19.233,4.326,32.884,0.034,0.637,3,92.530070230608
AF-Q49MI3-F1-model_v4,Q49MI3,Q49MI3-F1,28.55,3.575,20.672,0.213,0.637,1,79.4956113636364
AF-Q567U6-F1-model_v4,Q567U6,Q567U6-F1,50.455,5.091,11.742,0.266,0.637,1,78.6064810126582
AF-Q5H9E4-F1-model_v4,Q5H9E4,Q5H9E4-F1,34.944,4.944,17.925,0.254,0.637,2,85.745515970516
AF-Q5T3Y7-F1-model_v4,Q5T3Y7,Q5T3Y7-F1,12.667,4.222,12.828,-0.004,0.637,2,55.6152745849298
AF-Q5VU92-F1-model_v4,Q5VU92,Q5VU92-F1,40.688,4.875,14.477,0.269,0.637,1,78.8160941828255
AF-Q5VVH5-F1-model_v4,Q5VVH5,Q5VVH5-F1,14.5,4.682,22.694,0.158,0.637,1,82.2988111545988
AF-Q6JVE6-F1-model_v4,Q6JVE6,Q6JVE6-F1,37.091,4.636,14.261,0.322,0.637,2,72.6433038147139
AF-Q6X784-F1-model_v4,Q6X784,Q6X784-F1,49.8,5,14.016,0.226,0.637,1,86.7827380073801
AF-Q8IYS0-F1-model_v4,Q8IYS0,Q8IYS0-F1,56.65,4.8,12.263,0.118,0.637,2,68.7324205607477
AF-Q8IZJ6-F1-model_v4,Q8IZJ6,Q8IZJ6-F1,63.312,5.125,14.476,0.213,0.637,1,77.7162360178971
AF-Q8N8V8-F1-model_v4,Q8N8V8,Q8N8V8-F1,20.333,3.5,9.59,0.533,0.637,1,55.4857825203252
AF-Q8WXI3-F1-model_v4,Q8WXI3,Q8WXI3-F1,2.154,4.308,14.67,0.366,0.637,2,81.6837587461517
AF-Q8WZ42-F36-model_v4,Q8WZ42,Q8WZ42-F36,21.333,3.944,18.001,0.16,0.637,1,87.7278122388337
AF-Q9H2M9-F1-model_v4,Q9H2M9,Q9H2M9-F1,6.167,3.583,18.483,0.151,0.637,5,79.9693756835581
AF-Q9H2S6-F1-model_v4,Q9H2S6,Q9H2S6-F1,26.6,4.65,16.441,0.1,0.637,1,69.5717899578382
AF-Q9H4B6-F1-model_v4,Q9H4B6,Q9H4B6-F1,30.111,4.222,8.277,0.177,0.637,1,59.9292297939778
AF-Q9NVM1-F1-model_v4,Q9NVM1,Q9NVM1-F1,77.714,5.143,7.173,0.333,0.637,1,63.1673374613003
AF-Q9NYW6-F1-model_v4,Q9NYW6,Q9NYW6-F1,34.471,4.382,19.988,0.141,0.637,2,86.9511853022521
AF-Q9Y216-F1-model_v4,Q9Y216,Q9Y216-F1,22.824,4.529,14.449,0.124,0.637,1,84.4660907897205
AF-Q9Y4K3-F1-model_v4,Q9Y4K3,Q9Y4K3-F1,19.357,4.214,12.235,0.253,0.637,1,86.191801107633
AF-A0A087X1L8-F1-model_v4,A0A087X1L8,A0A087X1L8-F1,79,4.2,7.93,0.318,0.636,3,74.1735728813559
AF-A8MXV4-F1-model_v4,A8MXV4,A8MXV4-F1,37.75,4.5,9.831,0.138,0.636,1,88.401418534627
AF-P0CL83-F1-model_v4,P0CL83,P0CL83-F1,49.737,4.789,23.797,0.063,0.636,1,83.4018573996405
AF-P0CW21-F1-model_v4,P0CW21,P0CW21-F1,8.5,4.167,8.945,0.4,0.636,1,71.113986013986
AF-P25391-F6-model_v4,P25391,P25391-F6,34.667,4.5,14.698,0.121,0.636,2,77.9351055555556
AF-P56192-F1-model_v4,P56192,P56192-F1,66.333,5.6,9.601,0.313,0.636,1,90.4715347923681
AF-P78369-F1-model_v4,P78369,P78369-F1,51.5,4.25,8.048,0.4,0.636,1,79.6963308095515
AF-Q00537-F1-model_v4,Q00537,Q00537-F1,31.125,4.688,12.421,0.07,0.636,2,70.0645022678444
AF-Q2TBA0-F1-model_v4,Q2TBA0,Q2TBA0-F1,53.818,4.182,9.148,0.138,0.636,1,89.9627861105404
AF-Q53RT3-F1-model_v4,Q53RT3,Q53RT3-F1,17.182,3.636,14.035,0.353,0.636,2,70.9349731800766
AF-Q53T94-F1-model_v4,Q53T94,Q53T94-F1,13.235,4.706,20.476,0.29,0.636,1,79.0631724422442
AF-Q6NX49-F1-model_v4,Q6NX49,Q6NX49-F1,43.556,4.111,9.824,0.208,0.636,1,62.8450034940601
AF-Q6UWU2-F1-model_v4,Q6UWU2,Q6UWU2-F1,23.615,4.154,13.129,0.462,0.636,1,91.1459576901086
AF-Q6ZUT1-F1-model_v4,Q6ZUT1,Q6ZUT1-F1,7.632,5,27.303,0.187,0.636,1,62.6771881518565
AF-Q8IYS8-F1-model_v4,Q8IYS8,Q8IYS8-F1,56.286,5,8.052,0.369,0.636,1,75.2143956043956
AF-Q8NCM8-F15-model_v4,Q8NCM8,Q8NCM8-F15,10.718,4.205,26.4,0.089,0.636,1,83.8109423572253
AF-Q8TE54-F1-model_v4,Q8TE54,Q8TE54-F1,75.769,4.538,7.6,0.138,0.636,1,80.1989693978282
AF-Q8WYR4-F1-model_v4,Q8WYR4,Q8WYR4-F1,11.885,4.385,19.297,0.091,0.636,1,74.8063508064516
AF-Q96HB5-F1-model_v4,Q96HB5,Q96HB5-F1,35.118,3.941,17.733,0.168,0.636,1,56.0614123581337
AF-Q9Y3A6-F1-model_v4,Q9Y3A6,Q9Y3A6-F1,46.333,4.333,10.435,0.315,0.636,2,82.2561475409836
AF-A4FU01-F1-model_v4,A4FU01,A4FU01-F1,20.538,4.385,7.157,0.315,0.635,2,74.8174951041481
AF-O15492-F1-model_v4,O15492,O15492-F1,44.5,3.8,8.467,0.392,0.635,1,82.3178347934919
AF-O75264-F1-model_v4,O75264,O75264-F1,-25.286,5.429,13.945,0.47,0.635,2,66.1311417697431
AF-O95147-F1-model_v4,O95147,O95147-F1,16.923,4.692,12.896,0.239,0.635,2,88.8170689655172
AF-P00797-F1-model_v4,P00797,P00797-F1,19.185,3.926,19.297,0.229,0.635,1,85.6055127800568
AF-P02763-F1-model_v4,P02763,P02763-F1,53.2,4.65,10.462,0.337,0.635,1,90.0906148282098
AF-P78527-F9-model_v4,P78527,P78527-F9,38.308,4.769,7.155,0.203,0.635,1,75.7743399398337
AF-Q03001-F2-model_v4,Q03001,Q03001-F2,17.167,4.917,8.687,0.257,0.635,1,83.0387642719129
AF-Q13487-F1-model_v4,Q13487,Q13487-F1,38.778,4,11.693,0.27,0.635,2,66.3523512974052
AF-Q5JX69-F1-model_v4,Q5JX69,Q5JX69-F1,78.444,5.111,8.027,0.127,0.635,1,58.1120145985401
AF-Q5T280-F1-model_v4,Q5T280,Q5T280-F1,3.118,4.176,18.455,0.303,0.635,1,88.084883248731
AF-Q6ZRI0-F1-model_v4,Q6ZRI0,Q6ZRI0-F1,23.111,3.667,13.35,0.143,0.635,2,78.1368123128743
AF-Q7L804-F1-model_v4,Q7L804,Q7L804-F1,24.8,3.933,13.315,0.183,0.635,1,61.957684981685
AF-Q7Z5A9-F1-model_v4,Q7Z5A9,Q7Z5A9-F1,44.25,4.75,11.591,0.191,0.635,1,86.3454457364341
AF-Q8IVE3-F1-model_v4,Q8IVE3,Q8IVE3-F1,27.458,4.375,16.847,0.339,0.635,2,67.2379315891965
AF-Q8ND83-F1-model_v4,Q8ND83,Q8ND83-F1,60.333,4.667,9.792,0.39,0.635,1,54.6800352195351
AF-Q8TAE6-F1-model_v4,Q8TAE6,Q8TAE6-F1,34.545,5.182,10.694,0.431,0.635,1,63.328816
AF-Q8WTX7-F1-model_v4,Q8WTX7,Q8WTX7-F1,24.083,3.833,22.162,0.248,0.635,1,88.941453125
AF-Q8WVB3-F1-model_v4,Q8WVB3,Q8WVB3-F1,21.571,5.214,9.795,0.316,0.635,1,93.5139262187088
AF-Q96GK7-F1-model_v4,Q96GK7,Q96GK7-F1,56.909,4.727,10.452,0.051,0.635,1,92.2220410677618
AF-Q9BRT9-F1-model_v4,Q9BRT9,Q9BRT9-F1,20.333,4.333,8.693,0.324,0.635,1,90.748319649699
AF-Q9H0U6-F1-model_v4,Q9H0U6,Q9H0U6-F1,73.5,5,9.578,0.299,0.635,1,86.888432320442
AF-Q9NR71-F1-model_v4,Q9NR71,Q9NR71-F1,42.114,3.914,26.507,0.162,0.635,1,91.4153419654714
AF-Q9NWM8-F1-model_v4,Q9NWM8,Q9NWM8-F1,55.818,5.091,8.265,0.46,0.635,1,88.6630052724077
AF-G9CGD6-F1-model_v4,G9CGD6,G9CGD6-F1,30.438,3.25,14.89,0.109,0.634,1,63.6104353992341
AF-H0YL09-F1-model_v4,H0YL09,H0YL09-F1,27,3.167,12.664,0.21,0.634,1,51.509729468599
AF-O14735-F1-model_v4,O14735,O14735-F1,74.714,5.143,7.142,0.16,0.634,3,89.8429685610641
AF-O14936-F1-model_v4,O14936,O14936-F1,41.25,3.65,15.06,0.159,0.634,1,79.404588855829
AF-O43320-F1-model_v4,O43320,O43320-F1,44.25,4.75,8.681,0.279,0.634,1,81.8861213563355
AF-O75541-F1-model_v4,O75541,O75541-F1,16,4.643,18.917,0.139,0.634,1,60.8322184822521
AF-O75616-F1-model_v4,O75616,O75616-F1,2.478,3.435,19.411,0.298,0.634,1,77.9528781636257
AF-O95382-F1-model_v4,O95382,O95382-F1,52.278,4.778,13.612,0.282,0.634,1,75.4406410767697
AF-P15374-F1-model_v4,P15374,P15374-F1,35.786,3.571,10.235,0.296,0.634,1,94.813237370994
AF-P24462-F1-model_v4,P24462,P24462-F1,31.595,4.622,24.972,0.3,0.634,2,92.4269918498395
AF-P42680-F1-model_v4,P42680,P42680-F1,21.5,4.812,19.307,0.096,0.634,1,85.8854218961189
AF-P49641-F1-model_v4,P49641,P49641-F1,13.13,4.783,15.31,0.276,0.634,2,91.2903154471545
AF-P56279-F1-model_v4,P56279,P56279-F1,39.4,4.5,9.131,0.326,0.634,1,91.6834141201264
AF-P58107-F5-model_v4,P58107,P58107-F5,36.75,5,9.717,0.182,0.634,2,80.5469190528634
AF-Q07954-F10-model_v4,Q07954,Q07954-F10,47.636,3.758,19.328,0.389,0.634,3,80.7773413063478
AF-Q6V1P9-F1-model_v4,Q6V1P9,Q6V1P9-F1,36.192,4.692,17.988,0.073,0.634,1,77.8181620718463
AF-Q86XN8-F1-model_v4,Q86XN8,Q86XN8-F1,13.273,4.364,13.509,0.103,0.634,1,61.8663941253836
AF-Q8IYB1-F1-model_v4,Q8IYB1,Q8IYB1-F1,23.706,4.294,22.16,0.048,0.634,1,84.1041301020408
AF-Q8N5C7-F1-model_v4,Q8N5C7,Q8N5C7-F1,42.389,4.556,13.071,0.318,0.634,1,80.3457741935484
AF-Q8TB05-F1-model_v4,Q8TB05,Q8TB05-F1,59.6,5,7.144,0.459,0.634,2,64.216071964018
AF-Q96BY7-F1-model_v4,Q96BY7,Q96BY7-F1,4.652,3.985,30.547,0.068,0.634,3,65.4777322988576
AF-Q96JB1-F7-model_v4,Q96JB1,Q96JB1-F7,55.222,4.111,7.577,0.3,0.634,1,88.5448178101671
AF-Q9H6R0-F1-model_v4,Q9H6R0,Q9H6R0-F1,19.826,3.826,25.725,0.084,0.634,1,86.1698970561676
AF-Q9P055-F1-model_v4,Q9P055,Q9P055-F1,63.455,4.273,7.577,0.263,0.634,2,86.8951471180975
AF-Q9UBB6-F1-model_v4,Q9UBB6,Q9UBB6-F1,33.214,3.286,13.366,0.455,0.634,1,87.7823228488792
AF-A6NI86-F1-model_v4,A6NI86,A6NI86-F1,54.333,5.167,10.773,0.419,0.633,1,75.9407146204311
AF-P06729-F1-model_v4,P06729,P06729-F1,77.833,4.333,8.303,0.375,0.633,2,78.2975917926566
AF-P10646-F1-model_v4,P10646,P10646-F1,66,4.727,9.779,0.114,0.633,1,73.547876684361
AF-P11940-F1-model_v4,P11940,P11940-F1,37.118,4.294,17.599,0.156,0.633,1,77.7344616935484
AF-Q5U4N7-F1-model_v4,Q5U4N7,Q5U4N7-F1,28.143,4.714,14.005,0.258,0.633,1,60.1444796380091
AF-Q6P4I2-F1-model_v4,Q6P4I2,Q6P4I2-F1,59.923,3.769,7.125,0.224,0.633,2,87.5960122490643
AF-Q7L2H7-F1-model_v4,Q7L2H7,Q7L2H7-F1,24.1,4.5,12.647,0.307,0.633,1,54.990157665213
AF-Q7Z4H4-F1-model_v4,Q7Z4H4,Q7Z4H4-F1,29.857,4.429,10.916,0.228,0.633,2,59.61
AF-Q7Z6G3-F1-model_v4,Q7Z6G3,Q7Z6G3-F1,38.7,4.5,8.684,0.13,0.633,2,74.7360724876442
AF-Q86UP3-F8-model_v4,Q86UP3,Q86UP3-F8,33.824,4.529,18.621,0.141,0.633,1,52.7959220376118
AF-Q86WJ1-F1-model_v4,Q86WJ1,Q86WJ1-F1,10.536,4.143,24.567,0.1,0.633,2,73.0535348706412
AF-Q86YT9-F1-model_v4,Q86YT9,Q86YT9-F1,50.583,5.333,13.978,0.11,0.633,1,73.4770244215938
AF-Q8NA57-F1-model_v4,Q8NA57,Q8NA57-F1,55.111,4.333,10.695,0.252,0.633,1,53.1482556390977
AF-Q8WXB4-F1-model_v4,Q8WXB4,Q8WXB4-F1,40.091,5.182,19.572,0.118,0.633,2,58.9676248062015
AF-Q96C01-F1-model_v4,Q96C01,Q96C01-F1,34.188,3.75,22.654,0.18,0.633,1,95.4906586270872
AF-Q9BYG7-F1-model_v4,Q9BYG7,Q9BYG7-F1,74.2,5.2,7.992,0.362,0.633,1,79.7854341463415
AF-Q9NU22-F8-model_v4,Q9NU22,Q9NU22-F8,22.8,4.2,25.013,0.493,0.633,1,79.2595179088278
AF-Q9NWC5-F1-model_v4,Q9NWC5,Q9NWC5-F1,74.909,5.273,7.13,0.214,0.633,1,91.8591059454627
AF-A0A0B4J1X5-F1-model_v4,A0A0B4J1X5,A0A0B4J1X5-F1,32.158,3.789,15.717,0.373,0.632,1,91.0366223698782
AF-O14519-F1-model_v4,O14519,O14519-F1,12.889,4.333,9.099,0.451,0.632,1,76.3677598152425
AF-O14556-F1-model_v4,O14556,O14556-F1,9.062,4.188,25.374,0.106,0.632,3,89.6529859335038
AF-O15554-F1-model_v4,O15554,O15554-F1,46.333,4.167,10.634,0.429,0.632,1,84.8505162638019
AF-O60308-F1-model_v4,O60308,O60308-F1,16.333,5,16.426,0.27,0.632,2,76.6956988954043
AF-O95071-F7-model_v4,O95071,O95071-F7,39.5,4.667,10.588,0.535,0.632,2,63.9691295991214
AF-P19544-F1-model_v4,P19544,P19544-F1,24.074,3.889,23.91,0.106,0.632,1,51.9366792016199
AF-P21912-F1-model_v4,P21912,P21912-F1,19.75,4,12.836,0.441,0.632,1,92.2609288627096
AF-P25063-F1-model_v4,P25063,P25063-F1,68.667,4,7.343,0.228,0.632,1,63.8901060070671
AF-P28566-F1-model_v4,P28566,P28566-F1,31.556,4.778,14.73,0.488,0.632,3,78.7344213041994
AF-P54289-F1-model_v4,P54289,P54289-F1,11.036,4.393,18.654,0.119,0.632,2,86.8897357028936
AF-P80365-F1-model_v4,P80365,P80365-F1,46.421,3.947,13.487,0.099,0.632,1,86.6351223438506
AF-Q14517-F17-model_v4,Q14517,Q14517-F17,24.786,3.5,11.962,0.142,0.632,1,69.1875303341422
AF-Q14520-F1-model_v4,Q14520,Q14520-F1,13.611,2.722,11.607,0.114,0.632,1,78.6195071868583
AF-Q53GD3-F1-model_v4,Q53GD3,Q53GD3-F1,79.5,4.75,7.645,0.128,0.632,1,83.7654938160961
AF-Q5JVG2-F1-model_v4,Q5JVG2,Q5JVG2-F1,32.7,4.1,10.219,0.089,0.632,1,60.3122352941176
AF-Q6V0I7-F16-model_v4,Q6V0I7,Q6V0I7-F16,51.5,4,10.193,0.077,0.632,1,85.6543391474676
AF-Q6V0I7-F18-model_v4,Q6V0I7,Q6V0I7-F18,62.857,4.429,9.552,0.244,0.632,2,73.8896787186212
AF-Q7RTU0-F1-model_v4,Q7RTU0,Q7RTU0-F1,27.833,4.278,16.167,0.054,0.632,1,67.8087358184765
AF-Q8IWZ3-F1-model_v4,Q8IWZ3,Q8IWZ3-F1,40,4.4,14.242,0.196,0.632,2,54.1712307529499
AF-Q8N4W9-F1-model_v4,Q8N4W9,Q8N4W9-F1,65.222,5.556,8.219,0.278,0.632,1,68.9214108674929
AF-Q8N806-F1-model_v4,Q8N806,Q8N806-F1,40.75,5.25,14.494,0.183,0.632,1,76.661564646163
AF-Q8N883-F1-model_v4,Q8N883,Q8N883-F1,48.929,4.929,9.975,0.33,0.632,1,64.7627363501169
AF-Q8ND23-F1-model_v4,Q8ND23,Q8ND23-F1,24.222,3.833,16.089,0.827,0.632,1,64.8973041583783
AF-Q8NGQ1-F1-model_v4,Q8NGQ1,Q8NGQ1-F1,43.417,4,10.632,0.273,0.632,2,85.8561095890411
AF-Q8TCS8-F1-model_v4,Q8TCS8,Q8TCS8-F1,3.062,4,13.069,0.129,0.632,2,87.5320557029178
AF-Q92616-F1-model_v4,Q92616,Q92616-F1,57.364,4.636,9.974,0.443,0.632,3,82.5934476042072
AF-Q96C86-F1-model_v4,Q96C86,Q96C86-F1,74.25,4.625,8.906,0.147,0.632,3,88.6473167155425
AF-Q96DT5-F14-model_v4,Q96DT5,Q96DT5-F14,49.971,4.176,25.835,0.134,0.632,2,85.792709128005
AF-Q9BQJ4-F1-model_v4,Q9BQJ4,Q9BQJ4-F1,20.444,5.222,9.101,0.279,0.632,1,85.9957234042553
AF-Q9BS18-F1-model_v4,Q9BS18,Q9BS18-F1,-8.833,4.167,14.591,0.388,0.632,1,72.89
AF-Q9BSF4-F1-model_v4,Q9BSF4,Q9BSF4-F1,34,3.583,13.71,0.317,0.632,2,87.8709539951574
AF-Q9BV97-F1-model_v4,Q9BV97,Q9BV97-F1,63.533,4.533,13.335,0.196,0.632,2,53.115138121547
AF-Q9BWV3-F1-model_v4,Q9BWV3,Q9BWV3-F1,43.059,4.471,11.514,0.416,0.632,1,79.6073894993895
AF-Q9H079-F1-model_v4,Q9H079,Q9H079-F1,66.222,4.444,8.012,0.33,0.632,1,70.6876759410802
AF-Q9NWH9-F1-model_v4,Q9NWH9,Q9NWH9-F1,40.333,5.5,10.246,0.27,0.632,1,53.4419425860601
AF-Q9UKF5-F1-model_v4,Q9UKF5,Q9UKF5-F1,44.571,4.857,11.956,0.239,0.632,1,76.9633806292412
AF-Q9UL58-F1-model_v4,Q9UL58,Q9UL58-F1,50,4.091,11.547,0.057,0.632,1,51.045098551413
AF-Q9Y6N1-F1-model_v4,Q9Y6N1,Q9Y6N1-F1,41.857,4.143,8.656,0.123,0.632,1,73.483930661864
AF-O15551-F1-model_v4,O15551,O15551-F1,38.6,3.6,9.87,0.271,0.631,1,81.4275857843137
AF-P02538-F1-model_v4,P02538,P02538-F1,50.6,4.6,9.548,0.307,0.631,1,69.5078710289237
AF-P27144-F1-model_v4,P27144,P27144-F1,28.028,3.944,25.161,0.047,0.631,1,90.222037037037
AF-P32004-F1-model_v4,P32004,P32004-F1,24.2,4.55,15.266,0.068,0.631,1,79.3527939240506
AF-P42025-F1-model_v4,P42025,P42025-F1,11.268,3.634,32.334,0.233,0.631,1,93.0140207914152
AF-P51508-F1-model_v4,P51508,P51508-F1,60.571,5.286,8.874,0.194,0.631,2,62.5930239970004
AF-Q2T9L4-F1-model_v4,Q2T9L4,Q2T9L4-F1,66.8,5.2,8.892,0.222,0.631,1,62.1942633928571
AF-Q4G0M1-F1-model_v4,Q4G0M1,Q4G0M1-F1,-10.5,3.6,9.52,0.289,0.631,1,71.404060952381
AF-Q4VCS5-F1-model_v4,Q4VCS5,Q4VCS5-F1,46.333,4.333,12.3,0.285,0.631,2,57.5854782294054
AF-Q5BKY6-F1-model_v4,Q5BKY6,Q5BKY6-F1,74.429,4.143,7.103,0.396,0.631,2,59.5809126466754
AF-Q5T011-F10-model_v4,Q5T011,Q5T011-F10,33.077,4.231,10.63,0.179,0.631,1,69.1407175094409
AF-Q66GS9-F1-model_v4,Q66GS9,Q66GS9-F1,27.833,4.333,11.342,0.126,0.631,5,76.5102458315519
AF-Q6ZVK1-F1-model_v4,Q6ZVK1,Q6ZVK1-F1,27.778,3.889,9.085,0.147,0.631,2,88.8904501607717
AF-Q8N129-F1-model_v4,Q8N129,Q8N129-F1,36.667,4.667,9.962,0.358,0.631,1,79.547404233871
AF-Q8N442-F1-model_v4,Q8N442,Q8N442-F1,54.067,4.8,10.851,0.28,0.631,1,81.7806443594646
AF-Q8N4L8-F1-model_v4,Q8N4L8,Q8N4L8-F1,32.789,4.211,28.101,0.023,0.631,1,67.5302411642412
AF-Q8NC67-F1-model_v4,Q8NC67,Q8NC67-F1,13.6,3.6,11.764,0.302,0.631,1,72.4228047024952
AF-Q8NCF0-F1-model_v4,Q8NCF0,Q8NCF0-F1,61.692,4.923,12.432,0.25,0.631,1,78.5120765027322
AF-Q8WXH0-F17-model_v4,Q8WXH0,Q8WXH0-F17,33.111,4.333,10.18,0.203,0.631,5,71.0492895109851
AF-Q92485-F1-model_v4,Q92485,Q92485-F1,12.417,4.167,11.942,0.268,0.631,1,93.0020189626325
AF-Q96DG6-F1-model_v4,Q96DG6,Q96DG6-F1,43.938,4.688,11.103,0.27,0.631,1,92.4894186046512
AF-Q96IP4-F1-model_v4,Q96IP4,Q96IP4-F1,36.286,4.357,17.566,0.288,0.631,1,81.3213520481237
AF-Q96L91-F2-model_v4,Q96L91,Q96L91-F2,66.133,4.867,12.823,0.109,0.631,1,56.6450134197131
AF-Q9BZW8-F1-model_v4,Q9BZW8,Q9BZW8-F1,31.615,3.923,13.081,0.278,0.631,1,71.2339822707126
AF-Q9H0X4-F1-model_v4,Q9H0X4,Q9H0X4-F1,34.625,3.438,16.38,0.352,0.631,1,81.0956803044719
AF-Q9NQ66-F1-model_v4,Q9NQ66,Q9NQ66-F1,32.889,5,8.441,0.252,0.631,1,84.4981950868537
AF-Q9NYV4-F1-model_v4,Q9NYV4,Q9NYV4-F1,19.296,4,17.938,0.199,0.631,3,51.307606341505704
AF-Q9Y285-F1-model_v4,Q9Y285,Q9Y285-F1,52,4.667,8.2,0.371,0.631,1,87.6630352303523
AF-Q9Y5Q3-F1-model_v4,Q9Y5Q3,Q9Y5Q3-F1,11.778,5.333,11.114,0.262,0.631,1,64.8506381292113
AF-A2VEC9-F8-model_v4,A2VEC9,A2VEC9-F8,20.833,3.542,14.168,0.082,0.63,1,60.534114893202
AF-O14709-F1-model_v4,O14709,O14709-F1,29.8,5,12.637,0.177,0.63,1,66.9933521363418
AF-P20783-F1-model_v4,P20783,P20783-F1,46.167,5.167,11.549,0.15,0.63,1,73.7230082484231
AF-P78364-F1-model_v4,P78364,P78364-F1,48.6,5.4,8.418,0.321,0.63,1,50.2706800054076
AF-Q14147-F1-model_v4,Q14147,Q14147-F1,8.739,3.87,20.217,0.262,0.63,2,80.8316594660463
AF-Q15822-F1-model_v4,Q15822,Q15822-F1,64,5.833,7.535,0.186,0.63,1,77.9525943508189
AF-Q16690-F1-model_v4,Q16690,Q16690-F1,27.875,3.5,10.191,0.044,0.63,1,78.6835435740929
AF-Q5T871-F1-model_v4,Q5T871,Q5T871-F1,41.714,4.286,9.516,0.241,0.63,1,58.1565893587995
AF-Q7RTU1-F1-model_v4,Q7RTU1,Q7RTU1-F1,49.867,4.2,11.932,0.053,0.63,1,62.7049513381995
AF-Q96GS4-F1-model_v4,Q96GS4,Q96GS4-F1,44.4,3.8,9.29,0.365,0.63,1,66.472416570771
AF-Q96JW4-F1-model_v4,Q96JW4,Q96JW4-F1,17.974,3.632,23.374,0.256,0.63,2,73.1611678004535
AF-Q96NF6-F1-model_v4,Q96NF6,Q96NF6-F1,53.667,3.917,14.154,0.14,0.63,2,57.3595984383714
