"","gene_id","gene_name","unstranded_1"
"35843","ENSG00000241156.3","RN7SL582P",0
"35844","ENSG00000241157.1","AC104763.1",24
"35845","ENSG00000241158.7","ADAMTS9-AS1",151
"35846","ENSG00000241159.3","RN7SL160P",4
"35847","ENSG00000241162.3","RN7SL617P",1
"35848","ENSG00000241163.8","LINC00877",13
"35849","ENSG00000241168.1","AC128685.1",1
"35850","ENSG00000241169.1","FO393419.2",21
"35851","ENSG00000241170.3","AP001992.1",84
"35852","ENSG00000241172.3","RN7SL70P",1
"35853","ENSG00000241174.3","RN7SL570P",0
"35854","ENSG00000241175.3","RN7SL494P",0
"35855","ENSG00000241179.1","AC010301.1",1
"35856","ENSG00000241180.1","AL645608.4",3
"35857","ENSG00000241183.1","AC009022.1",1
"35858","ENSG00000241185.2","AC005410.1",7
"35859","ENSG00000241186.10","TDGF1",6
"35860","ENSG00000241187.1","AC008379.1",1
"35861","ENSG00000241188.3","RN7SL165P",1
"35862","ENSG00000241198.3","RN7SL191P",0
"35863","ENSG00000241200.1","ZNF736P7Y",0
"35864","ENSG00000241202.1","ZIC4-AS1",0
"35865","ENSG00000241203.1","HMGN2P26",0
"35866","ENSG00000241204.1","AC022730.2",0
"35867","ENSG00000241207.1","AC245047.5",2
"35868","ENSG00000241211.1","IQCJ-SCHIP1-AS1",4
"35869","ENSG00000241213.2","LINC02024",0
"35870","ENSG00000241216.1","SNAPC5P1",0
"35871","ENSG00000241217.3","RN7SL809P",17
"35872","ENSG00000241218.1","CSP2",1
"35873","ENSG00000241219.1","AC078785.2",14
"35874","ENSG00000241220.1","AC078788.1",1
"35875","ENSG00000241221.2","MTND4LP17",0
"35876","ENSG00000241223.3","RN7SL39P",5
"35877","ENSG00000241224.8","C3orf85",0
"35878","ENSG00000241225.2","NMTRS-TGA3-1",0
"35879","ENSG00000241226.3","RN7SL836P",1
"35880","ENSG00000241227.3","RN7SL553P",0
"35881","ENSG00000241228.1","RPL12P31",3
"35882","ENSG00000241229.3","RN7SL443P",0
"35883","ENSG00000241230.3","RN7SL801P",0
"35884","ENSG00000241231.2","AC068308.1",1
"35885","ENSG00000241233.4","KRTAP5-8",1
"35886","ENSG00000241241.1","KRTAP4-16",0
"35887","ENSG00000241243.3","RN7SL629P",1
"35888","ENSG00000241244.1","IGKV1D-16",8
"35889","ENSG00000241246.3","RN7SL302P",1
"35890","ENSG00000241248.3","RN7SL727P",0
"35891","ENSG00000241250.1","RPL17P20",3
"35892","ENSG00000241251.2","AC090525.1",1
"35893","ENSG00000241255.1","AL136126.1",66
"35894","ENSG00000241257.1","AC124945.1",0
"35895","ENSG00000241258.7","CRCP",3275
"35896","ENSG00000241261.1","RPL17P19",0
"35897","ENSG00000241269.1","AC093620.1",30
"35898","ENSG00000241278.1","ENPP7P4",15
"35899","ENSG00000241280.1","AC106712.1",0
"35900","ENSG00000241281.1","AC010683.1",2
"35901","ENSG00000241282.1","RPL34P33",12
"35902","ENSG00000241286.2","RPL29P25",3
"35903","ENSG00000241288.8","LINC02614",95
"35904","ENSG00000241291.3","RN7SL791P",0
"35905","ENSG00000241293.1","PPATP1",7
"35906","ENSG00000241294.1","IGKV2-24",206
"35907","ENSG00000241295.1","ZBTB20-AS2",0
"35908","ENSG00000241305.1","ACTG1P13",0
"35909","ENSG00000241307.1","AC104472.2",4
"35910","ENSG00000241313.3","WWTR1-AS1",27
"35911","ENSG00000241316.8","SUCLG2-AS1",308
"35912","ENSG00000241317.1","AL133481.3",0
"35913","ENSG00000241318.3","WDR82P2",3
"35914","ENSG00000241319.1","SETP6",2
"35915","ENSG00000241322.11","CDRT1",10
"35916","ENSG00000241324.1","AC004930.1",1
"35917","ENSG00000241326.1","AL603962.1",0
"35918","ENSG00000241328.1","LINC02070",0
"35919","ENSG00000241333.3","RN7SL385P",1
"35920","ENSG00000241334.2","RPL35AP33",2
"35921","ENSG00000241336.2","LINC01487",4
"35922","ENSG00000241343.10","RPL36A",433
"35923","ENSG00000241344.1","RPL21P47",1
"35924","ENSG00000241345.1","AC004690.2",1
"35925","ENSG00000241346.1","SNRPCP11",0
"35926","ENSG00000241347.3","RN7SL466P",0
"35927","ENSG00000241350.1","PMS2P11",0
"35928","ENSG00000241351.3","IGKV3-11",1485
"35929","ENSG00000241352.3","AC007688.2",36
"35930","ENSG00000241353.3","PPP1R2P4",0
"35931","ENSG00000241354.2","AL049874.1",0
"35932","ENSG00000241356.2","OR5G3",0
"35933","ENSG00000241357.1","AC092849.1",0
"35934","ENSG00000241358.1","AC069528.1",1
"35935","ENSG00000241359.1","SYNPR-AS1",7
"35936","ENSG00000241360.2","PDXP",280
"35937","ENSG00000241361.8","SLC25A24P1",0
"35938","ENSG00000241362.2","RPL36AP43",14
"35939","ENSG00000241367.1","RPL7AP23",0
"35940","ENSG00000241369.6","LINC01192",1
"35941","ENSG00000241370.6","RPP21",57
"35942","ENSG00000241383.2","LINC01997",1
"35943","ENSG00000241385.1","AC023245.1",0
"35944","ENSG00000241388.5","HNF1A-AS1",10
"35945","ENSG00000241391.3","RN7SL234P",0
"35946","ENSG00000241392.3","RN7SL205P",0
"35947","ENSG00000241395.3","RN7SL344P",2
"35948","ENSG00000241397.1","LINC00903",0
"35949","ENSG00000241399.7","CD302",102
"35950","ENSG00000241400.1","AC022215.1",0
"35951","ENSG00000241404.7","EGFL8",39
"35952","ENSG00000241406.3","RN7SL515P",0
"35953","ENSG00000241409.1","AC064852.1",2
"35954","ENSG00000241411.1","AC104619.1",30
"35955","ENSG00000241413.3","RN7SL441P",10
"35956","ENSG00000241416.1","KRT8P13",15
"35957","ENSG00000241418.1","MCRIP2P1",0
"35958","ENSG00000241420.3","RN7SL505P",2
"35959","ENSG00000241423.2","RPL21P103",0
"35960","ENSG00000241429.1","EEF1A1P25",47
"35961","ENSG00000241431.1","RPL37P6",67
"35962","ENSG00000241434.1","AC022137.1",0
"35963","ENSG00000241438.1","TDGF1P6",14
"35964","ENSG00000241439.1","AC092903.1",21
"35965","ENSG00000241449.6","AC092666.1",1
"35966","ENSG00000241451.2","RPS27P22",0
"35967","ENSG00000241456.1","AC005996.1",0
"35968","ENSG00000241457.1","PLSCR5-AS1",0
"35969","ENSG00000241458.1","RPL7P19",16
"35970","ENSG00000241461.3","RN7SL182P",13
"35971","ENSG00000241462.1","AC100832.1",0
"35972","ENSG00000241464.3","RPL39P38",10
"35973","ENSG00000241468.8","ATP5MF",8405
"35974","ENSG00000241469.9","LINC00635",101
"35975","ENSG00000241472.7","PTPRG-AS1",170
"35976","ENSG00000241473.1","AC108734.2",2
"35977","ENSG00000241475.1","AL160408.4",0
"35978","ENSG00000241476.8","SSX2",10
"35979","ENSG00000241478.1","HSPA8P9",24
"35980","ENSG00000241479.1","MECOM-AS1",98
"35981","ENSG00000241484.10","ARHGAP8",479
"35982","ENSG00000241487.3","RN7SL586P",1
"35983","ENSG00000241489.8","AC244197.3",23
"35984","ENSG00000241490.1","AC093010.1",2
"35985","ENSG00000241493.1","AC018638.3",1
"35986","ENSG00000241494.1","AL355032.1",60
"35987","ENSG00000241499.1","AL132838.2",10
"35988","ENSG00000241505.1","AL391645.1",0
"35989","ENSG00000241506.1","PSMC1P1",156
"35990","ENSG00000241511.1","RPS15AP24",32
"35991","ENSG00000241520.1","AC098820.1",13
"35992","ENSG00000241524.3","RN7SL632P",0
"35993","ENSG00000241525.4","AC141424.1",1
"35994","ENSG00000241526.1","AC112771.1",0
"35995","ENSG00000241527.1","CA15P1",3
"35996","ENSG00000241529.3","RN7SL767P",12
"35997","ENSG00000241532.1","AGGF1P3",9
"35998","ENSG00000241535.1","CBX5P1",4
"35999","ENSG00000241537.1","AC134050.1",6
"36000","ENSG00000241539.1","AC079804.1",1
"36001","ENSG00000241542.3","RN7SL369P",0
"36002","ENSG00000241544.2","LINC02029",3
"36003","ENSG00000241546.1","AC092910.2",1
"36004","ENSG00000241547.1","ACTG1P20",161
"36005","ENSG00000241549.8","GUSBP2",62
"36006","ENSG00000241550.3","RN7SL41P",0
"36007","ENSG00000241552.3","RN7SL58P",0
"36008","ENSG00000241553.12","ARPC4",8686
"36009","ENSG00000241556.1","AC018475.1",160
"36010","ENSG00000241560.7","ZBTB20-AS1",20
"36011","ENSG00000241562.2","RPL7P5",0
"36012","ENSG00000241563.4","CORT",17
"36013","ENSG00000241566.1","IGKV2D-24",8
"36014","ENSG00000241568.3","RN7SL338P",9
"36015","ENSG00000241570.8","PAQR9-AS1",1
"36016","ENSG00000241571.2","ATP5F1AP7",0
"36017","ENSG00000241572.1","PRICKLE2-AS1",0
"36018","ENSG00000241573.1","AC011005.3",0
"36019","ENSG00000241577.1","AC060234.3",2
"36020","ENSG00000241582.1","RPL23AP8",1
"36021","ENSG00000241587.3","RN7SL482P",2
"36022","ENSG00000241588.3","RN7SL484P",0
"36023","ENSG00000241590.1","RPL17P37",1
"36024","ENSG00000241592.1","AC021074.2",0
"36025","ENSG00000241593.5","AC099542.1",0
"36026","ENSG00000241595.2","KRTAP9-4",0
"36027","ENSG00000241596.1","AC092468.1",0
"36028","ENSG00000241597.2","AC022121.1",0
"36029","ENSG00000241598.5","KRTAP5-4",1
"36030","ENSG00000241599.1","AL627309.4",0
"36031","ENSG00000241604.3","RN7SL340P",0
"36032","ENSG00000241607.1","AC245096.1",0
"36033","ENSG00000241612.1","AC114728.1",128
"36034","ENSG00000241613.3","RN7SL618P",0
"36035","ENSG00000241621.1","GOLGA2P6",0
"36036","ENSG00000241622.1","RARRES2P1",5
"36037","ENSG00000241625.3","RN7SL18P",2
"36038","ENSG00000241627.3","UBQLN4P1",51
"36039","ENSG00000241631.3","RN7SL316P",1
"36040","ENSG00000241634.1","AC069499.1",60
"36041","ENSG00000241635.8","UGT1A1",0
"36042","ENSG00000241636.1","LINC01323",0
"36043","ENSG00000241640.2","AC092757.1",2
"36044","ENSG00000241641.1","RPS23P6",19
"36045","ENSG00000241644.2","INMT",6
"36046","ENSG00000241648.1","CADM2-AS2",0
"36047","ENSG00000241651.4","AC099340.1",16
"36048","ENSG00000241652.3","RN7SL253P",2
"36049","ENSG00000241654.1","RPL19P18",3
"36050","ENSG00000241656.1","UBA52P7",4
"36051","ENSG00000241657.1","TRBV11-2",9
"36052","ENSG00000241661.1","PPP1R2P6",2
"36053","ENSG00000241665.3","RN7SL418P",0
"36054","ENSG00000241666.2","AL031733.2",7
"36055","ENSG00000241667.1","AC104445.1",0
"36056","ENSG00000241668.2","RPL19P11",19
"36057","ENSG00000241669.1","LINC01327",0
"36058","ENSG00000241671.1","AC117394.1",0
"36059","ENSG00000241673.1","RPS27P12",3
"36060","ENSG00000241678.1","AC091564.1",3
"36061","ENSG00000241679.2","AC018450.1",2
"36062","ENSG00000241680.1","RPL31P49",41
"36063","ENSG00000241684.6","ADAMTS9-AS2",49
"36064","ENSG00000241685.10","ARPC1A",2099
"36065","ENSG00000241690.3","AL035460.1",0
"36066","ENSG00000241693.2","RN7SL704P",3
"36067","ENSG00000241695.1","GM2AP1",0
"36068","ENSG00000241696.2","LINC02053",2
"36069","ENSG00000241697.5","TMEFF1",108
"36070","ENSG00000241709.3","RN7SL265P",2
"36071","ENSG00000241717.1","VWFP1",89
"36072","ENSG00000241720.2","AL158847.1",1
"36073","ENSG00000241721.1","SUMO1P1",0
"36074","ENSG00000241722.2","AC083795.1",0
"36075","ENSG00000241723.1","AC074276.1",3
"36076","ENSG00000241728.5","AP001062.3",0
"36077","ENSG00000241735.2","FABP5P3",12
"36078","ENSG00000241738.1","ZNF90P1",6
"36079","ENSG00000241739.1","AC010469.2",1
"36080","ENSG00000241741.1","RPL7AP30",120
"36081","ENSG00000241743.4","XACT",177
"36082","ENSG00000241744.1","AC079953.1",0
"36083","ENSG00000241745.3","RN7SL788P",0
"36084","ENSG00000241746.1","AC104212.3",14
"36085","ENSG00000241749.4","RPSAP52",200
"36086","ENSG00000241754.2","AC063938.1",0
"36087","ENSG00000241755.1","IGKV1-9",110
"36088","ENSG00000241756.3","RN7SL83P",0
"36089","ENSG00000241757.3","RN7SL714P",0
"36090","ENSG00000241764.4","AC002467.1",142
"36091","ENSG00000241765.2","RPS26P45",6
"36092","ENSG00000241767.2","LINC01324",0
"36093","ENSG00000241769.7","LINC00893",123
"36094","ENSG00000241770.1","AC104411.1",7
"36095","ENSG00000241772.2","AC092620.1",28
"36096","ENSG00000241776.1","AC117482.1",0
"36097","ENSG00000241777.1","AC092185.1",0
"36098","ENSG00000241782.1","AP002812.1",21
"36099","ENSG00000241785.3","RN7SL390P",0
"36100","ENSG00000241787.1","MTND4P16",0
"36101","ENSG00000241788.2","COX6B1P2",0
"36102","ENSG00000241789.3","RN7SL504P",0
"36103","ENSG00000241790.2","ENO1P4",0
"36104","ENSG00000241791.3","RN7SL817P",2
"36105","ENSG00000241792.1","AC092958.2",0
"36106","ENSG00000241794.2","SPRR2A",0
"36107","ENSG00000241804.1","AC126121.1",0
"36108","ENSG00000241807.3","RN7SL319P",0
"36109","ENSG00000241808.1","RPS15AP34",0
"36110","ENSG00000241809.1","AC022133.1",0
"36111","ENSG00000241810.1","HMGN2P13",2
"36112","ENSG00000241815.1","AC107015.1",0
"36113","ENSG00000241818.1","SCG5-AS1",4
"36114","ENSG00000241821.3","RN7SL170P",0
"36115","ENSG00000241825.2","RPL7P42",0
"36116","ENSG00000241828.2","AC006517.1",0
"36117","ENSG00000241829.1","RPL21P54",26
"36118","ENSG00000241832.1","CECR3",0
"36119","ENSG00000241834.3","RN7SL149P",1
"36120","ENSG00000241837.7","ATP5PO",2889
"36121","ENSG00000241838.3","AP000529.1",3
"36122","ENSG00000241839.10","PLEKHO2",1320
"36123","ENSG00000241846.1","AC092451.1",0
"36124","ENSG00000241852.10","C8orf58",515
"36125","ENSG00000241853.1","AC097484.1",0
"36126","ENSG00000241859.7","ANOS2P",0
"36127","ENSG00000241860.7","AL627309.5",11
"36128","ENSG00000241861.2","GAPDHP50",0
"36129","ENSG00000241866.3","RN7SL401P",0
"36130","ENSG00000241868.3","RN7SL434P",5
"36131","ENSG00000241869.3","RN7SL363P",0
"36132","ENSG00000241870.1","AC008620.1",1
"36133","ENSG00000241874.1","TOMM22P6",0
"36134","ENSG00000241877.1","AC095041.1",5
"36135","ENSG00000241878.11","PISD",4424
"36136","ENSG00000241879.1","KLF3P2",0
"36137","ENSG00000241881.1","AC245088.1",0
"36138","ENSG00000241882.1","AC124893.1",0
"36139","ENSG00000241884.2","AC114401.1",0
"36140","ENSG00000241886.1","AC112496.1",6
"36141","ENSG00000241888.2","RPSAP37",0
"36142","ENSG00000241889.1","AC079944.2",52
"36143","ENSG00000241890.1","RPL13P4",7
"36144","ENSG00000241891.1","RPL9P6",0
"36145","ENSG00000241899.1","TPT1P3",0
"36146","ENSG00000241905.1","NDUFS6P1",0
"36147","ENSG00000241907.1","RPS20P4",11
"36148","ENSG00000241911.1","TRBVB",0
"36149","ENSG00000241912.1","AC078788.2",9
"36150","ENSG00000241913.1","RPS29P21",1
"36151","ENSG00000241917.1","AC084398.1",0
"36152","ENSG00000241921.1","AC000372.1",0
"36153","ENSG00000241923.2","RPL14P3",49
"36154","ENSG00000241926.1","MTCO1P55",1
"36155","ENSG00000241929.1","AC108751.3",1
"36156","ENSG00000241932.1","RPL35AP34",11
"36157","ENSG00000241933.1","DENND6A-DT",4
"36158","ENSG00000241935.9","HOGA1",96
"36159","ENSG00000241939.3","RN7SL517P",0
"36160","ENSG00000241941.2","RPL32P26",10
"36161","ENSG00000241942.2","RPS20P20",0
"36162","ENSG00000241943.2","RN7SL188P",1
"36163","ENSG00000241945.8","PWP2",21
"36164","ENSG00000241946.1","AC068298.1",0
"36165","ENSG00000241947.1","HNRNPA1P24",0
"36166","ENSG00000241950.1","RPL29P23",0
"36167","ENSG00000241954.1","AL021937.4",2
"36168","ENSG00000241956.10","AC109466.1",0
"36169","ENSG00000241959.3","RN7SL76P",1
"36170","ENSG00000241961.1","AC011037.1",1
"36171","ENSG00000241962.9","AC079447.1",44
"36172","ENSG00000241963.3","RN7SL655P",1
"36173","ENSG00000241964.3","RN7SL135P",0
"36174","ENSG00000241965.2","RPS2P25",1
"36175","ENSG00000241973.11","PI4KA",4697
"36176","ENSG00000241975.1","ELOCP19",13
"36177","ENSG00000241981.2","AF213884.1",0
"36178","ENSG00000241983.3","RN7SL566P",19
"36179","ENSG00000241984.2","RPL7AP2",3
"36180","ENSG00000241985.1","WWTR1-IT1",9
"36181","ENSG00000241990.5","PRR34-AS1",66
"36182","ENSG00000241991.1","AC114982.1",1
"36183","ENSG00000241992.3","RN7SL831P",0
"36184","ENSG00000241993.1","RPL38P1",0
"36185","ENSG00000241997.3","RN7SL323P",0
"36186","ENSG00000242001.1","AF186996.2",0
"36187","ENSG00000242009.2","AC129807.1",0
"36188","ENSG00000242012.1","AC084211.1",0
"36189","ENSG00000242014.3","RN7SL26P",0
"36190","ENSG00000242017.1","ALG1L15P",22
"36191","ENSG00000242019.1","KIR3DL3",0
"36192","ENSG00000242020.3","RN7SL68P",1
"36193","ENSG00000242021.2","AC112493.1",15
"36194","ENSG00000242028.8","HYPK",38
"36195","ENSG00000242029.1","AC078980.1",0
"36196","ENSG00000242034.1","AC097493.1",0
"36197","ENSG00000242036.1","AC128713.1",0
"36198","ENSG00000242041.1","RPL35AP28",5
"36199","ENSG00000242042.1","LINC01743",0
"36200","ENSG00000242048.3","AC093583.1",11
"36201","ENSG00000242049.1","DNAJB8-AS1",0
"36202","ENSG00000242052.1","RPL10P7",10
"36203","ENSG00000242058.2","RPS4XP19",4
"36204","ENSG00000242060.1","RPS3AP49",36
"36205","ENSG00000242061.1","AL160314.1",0
"36206","ENSG00000242062.1","MARK2P6",1
"36207","ENSG00000242065.3","RN7SL291P",0
"36208","ENSG00000242066.3","RN7SL214P",1
"36209","ENSG00000242067.1","RPL9P28",3
"36210","ENSG00000242068.1","AC108734.3",1
"36211","ENSG00000242070.1","NPM1P17",1
"36212","ENSG00000242071.3","RPL7AP6",807
"36213","ENSG00000242072.1","AC092590.1",0
"36214","ENSG00000242073.2","AC211429.1",0
"36215","ENSG00000242076.2","IGKV1-33",14
"36216","ENSG00000242078.1","AC084864.1",1
"36217","ENSG00000242079.1","RN7SL318P",0
"36218","ENSG00000242080.1","AC008571.1",0
"36219","ENSG00000242082.2","SLC5A4-AS1",73
"36220","ENSG00000242083.2","RPL7AP31",29
"36221","ENSG00000242085.1","RPS20P33",69
"36222","ENSG00000242086.8","MUC20-OT1",4753
"36223","ENSG00000242087.2","RPL36AP41",7
"36224","ENSG00000242088.1","AC090602.1",7
"36225","ENSG00000242094.1","FOXP1-IT1",8
"36226","ENSG00000242097.1","AC068647.1",1
"36227","ENSG00000242100.2","RPL9P32",23
"36228","ENSG00000242101.3","RN7SL416P",1
"36229","ENSG00000242102.3","RN7SL152P",0
"36230","ENSG00000242103.1","AC079841.1",0
"36231","ENSG00000242104.5","LINC02618",0
"36232","ENSG00000242107.2","LINC01100",0
"36233","ENSG00000242109.1","NPM1P23",0
"36234","ENSG00000242110.8","AMACR",66
"36235","ENSG00000242111.1","TOPORSLP",1
"36236","ENSG00000242113.3","RN7SL124P",0
"36237","ENSG00000242114.6","MTFP1",72
"36238","ENSG00000242118.3","RN7SL201P",1
"36239","ENSG00000242119.1","AC117454.1",0
"36240","ENSG00000242120.4","MDFIC2",2
"36241","ENSG00000242121.3","RN7SL267P",0
"36242","ENSG00000242123.1","AC053481.1",0
"36243","ENSG00000242125.3","SNHG3",4045
"36244","ENSG00000242134.2","RPL5P13",5
"36245","ENSG00000242135.2","RPL17P2",0
"36246","ENSG00000242136.1","AC093904.2",21
"36247","ENSG00000242137.1","RPL11P5",1
"36248","ENSG00000242140.1","AC083904.1",9
"36249","ENSG00000242142.1","SERBP1P3",26
"36250","ENSG00000242145.1","AC099542.2",0
"36251","ENSG00000242147.3","LASTR",18
"36252","ENSG00000242151.1","DYNLL1P5",0
"36253","ENSG00000242152.1","AC108729.1",0
"36254","ENSG00000242153.7","OFD1P6Y",0
"36255","ENSG00000242154.1","AC004884.2",22
"36256","ENSG00000242156.1","AC000041.1",0
"36257","ENSG00000242158.3","RN7SL361P",0
"36258","ENSG00000242159.1","ABCF2P1",6
"36259","ENSG00000242162.1","AC018639.1",1
"36260","ENSG00000242163.1","AL121769.1",14
"36261","ENSG00000242165.3","RN7SL222P",0
"36262","ENSG00000242169.2","AC093789.1",12
"36263","ENSG00000242170.3","RN7SL329P",21
"36264","ENSG00000242173.10","ARHGDIG",66
"36265","ENSG00000242175.3","RN7SL127P",0
"36266","ENSG00000242176.1","RPL39P31",0
"36267","ENSG00000242178.1","MTND4P17",0
"36268","ENSG00000242182.3","RN7SL745P",2
"36269","ENSG00000242186.2","AC231760.1",0
"36270","ENSG00000242190.1","AC017015.2",2
"36271","ENSG00000242193.11","CRYZL2P",354
"36272","ENSG00000242195.1","SRRM1P2",0
"36273","ENSG00000242197.2","AC098869.1",0
"36274","ENSG00000242198.1","AC008897.1",22
"36275","ENSG00000242199.1","AC022336.1",7
"36276","ENSG00000242201.3","RN7SL215P",0
"36277","ENSG00000242206.2","RPS26P35",7
"36278","ENSG00000242207.1","HOXB-AS4",0
"36279","ENSG00000242208.1","RPL5P29",13
"36280","ENSG00000242209.1","AC006445.1",2
"36281","ENSG00000242214.1","MTND3P6",0
"36282","ENSG00000242216.3","RN7SL97P",0
"36283","ENSG00000242220.9","TCP10L",53
"36284","ENSG00000242221.9","PSG2",2
"36285","ENSG00000242222.1","AC092989.1",2
"36286","ENSG00000242229.1","RPS3AP14",2
"36287","ENSG00000242236.2","RN7SL594P",0
"36288","ENSG00000242241.3","RN7SL306P",1
"36289","ENSG00000242242.6","NECTIN3-AS1",86
"36290","ENSG00000242244.1","ATP5MC1P3",2
"36291","ENSG00000242246.2","AL603908.1",0
"36292","ENSG00000242247.11","ARFGAP3",3445
"36293","ENSG00000242248.2","RPL7AP57",2
"36294","ENSG00000242251.3","RN7SL20P",1
"36295","ENSG00000242252.2","BGLAP",18
"36296","ENSG00000242255.1","RPL39P34",0
"36297","ENSG00000242256.3","RN7SL57P",0
"36298","ENSG00000242258.1","LINC00996",8
"36299","ENSG00000242259.9","C22orf39",1034
"36300","ENSG00000242261.1","AC018635.1",0
"36301","ENSG00000242262.1","AC092597.1",68
"36302","ENSG00000242265.6","PEG10",33973
"36303","ENSG00000242266.3","RN7SL456P",1
"36304","ENSG00000242267.6","SKINT1L",4
"36305","ENSG00000242268.3","LINC02082",7
"36306","ENSG00000242272.1","AK2P2",6
"36307","ENSG00000242276.2","RPL5P3",16
"36308","ENSG00000242278.1","RPS3AP48",2
"36309","ENSG00000242279.1","AP000893.1",0
"36310","ENSG00000242280.1","SLC16A1P1",0
"36311","ENSG00000242281.3","RN7SL159P",0
"36312","ENSG00000242282.6","AC108488.1",0
"36313","ENSG00000242285.1","RPL6P8",0
"36314","ENSG00000242288.9","BMS1P4-AGAP5",2
"36315","ENSG00000242290.2","ZBTB20-AS5",0
"36316","ENSG00000242291.1","RPL36AP51",3
"36317","ENSG00000242292.2","AC010631.1",0
"36318","ENSG00000242293.1","RPS29P1",0
"36319","ENSG00000242294.6","STAG3L5P",376
"36320","ENSG00000242295.1","AC087477.1",3
"36321","ENSG00000242296.2","DEFB109A",0
"36322","ENSG00000242299.1","AC073861.1",1252
"36323","ENSG00000242307.1","RPS26P52",3
"36324","ENSG00000242308.2","AC048334.1",5
"36325","ENSG00000242314.1","RPL12P32",24
"36326","ENSG00000242315.3","RN7SL685P",0
"36327","ENSG00000242317.1","AC121764.1",0
"36328","ENSG00000242318.1","AC058823.1",1
"36329","ENSG00000242320.2","RPL21P126",0
"36330","ENSG00000242321.1","RPL23AP40",1
"36331","ENSG00000242324.1","AL049634.1",2
"36332","ENSG00000242325.1","RPS12P31",11
"36333","ENSG00000242326.1","MCUR1P2",0
"36334","ENSG00000242327.1","AC023906.1",20
"36335","ENSG00000242329.1","AC007215.1",6
"36336","ENSG00000242330.3","RN7SL683P",4
"36337","ENSG00000242337.5","INHCAP",8
"36338","ENSG00000242338.6","BMS1P4",72
"36339","ENSG00000242339.2","LINC02025",0
"36340","ENSG00000242341.3","RN7SL646P",0
"36341","ENSG00000242348.3","RN7SL561P",0
"36342","ENSG00000242352.2","FAM91A3P",8
"36343","ENSG00000242353.1","RPL12P30",30
"36344","ENSG00000242358.1","RPS21P4",0
"36345","ENSG00000242360.3","RN7SL272P",1
"36346","ENSG00000242362.2","CT47A2",0
"36347","ENSG00000242364.1","AC108725.1",0
"36348","ENSG00000242365.1","NDUFA5P5",0
"36349","ENSG00000242366.3","UGT1A8",0
"36350","ENSG00000242370.1","KCNAB1-AS1",0
"36351","ENSG00000242371.1","IGKV1-39",94
"36352","ENSG00000242372.9","EIF6",7129
"36353","ENSG00000242375.1","AL590705.3",21
"36354","ENSG00000242381.3","RN7SL741P",0
"36355","ENSG00000242385.1","LINC00901",0
"36356","ENSG00000242387.1","H2AC3P",0
"36357","ENSG00000242389.8","RBMY1E",0
"36358","ENSG00000242390.1","RPL6P9",1
"36359","ENSG00000242391.2","AC099677.3",3
"36360","ENSG00000242393.1","AC010141.2",0
"36361","ENSG00000242396.1","AC096536.2",3
"36362","ENSG00000242398.3","RN7SL800P",0
"36363","ENSG00000242399.1","RPS20P23",2
"36364","ENSG00000242405.2","AC007537.1",6
"36365","ENSG00000242407.1","AC091179.1",0
"36366","ENSG00000242411.2","AC011506.1",12
"36367","ENSG00000242412.1","DBIL5P2",12
"36368","ENSG00000242417.1","RPL18P1",0
"36369","ENSG00000242419.5","PCDHGC4",3
"36370","ENSG00000242423.2","RPL12P36",0
"36371","ENSG00000242428.6","CFAP20DC-AS1",1
"36372","ENSG00000242430.3","RN7SL274P",0
"36373","ENSG00000242431.2","AC107398.1",0
"36374","ENSG00000242435.1","UPK3BP1",5
"36375","ENSG00000242436.3","RN7SL789P",2
"36376","ENSG00000242439.1","AC127024.1",7
"36377","ENSG00000242440.2","LINC02046",1
"36378","ENSG00000242441.8","GTF2A1L",0
"36379","ENSG00000242444.3","AC007207.1",0
"36380","ENSG00000242445.1","RPL7AP11",63
"36381","ENSG00000242456.1","MTCO3P38",1
"36382","ENSG00000242457.1","RBBP4P2",36
"36383","ENSG00000242461.1","RPS15AP32",0
"36384","ENSG00000242472.1","IGHJ5",6
"36385","ENSG00000242473.1","KIR2DP1",0
"36386","ENSG00000242474.3","AC093627.5",69
"36387","ENSG00000242477.1","AC091429.1",39
"36388","ENSG00000242479.1","AC109992.1",0
"36389","ENSG00000242482.3","RN7SL392P",0
"36390","ENSG00000242483.3","RN7SL293P",0
"36391","ENSG00000242485.6","MRPL20",3754
"36392","ENSG00000242488.2","AF107885.1",9
"36393","ENSG00000242493.3","RN7SL37P",8
"36394","ENSG00000242498.8","ARPIN",1906
"36395","ENSG00000242507.6","FO393401.1",3
"36396","ENSG00000242509.3","RN7SL156P",0
"36397","ENSG00000242510.1","NDUFB4P1",1
"36398","ENSG00000242512.9","LINC01206",17
"36399","ENSG00000242515.5","UGT1A10",0
"36400","ENSG00000242516.2","LINC00960",54
"36401","ENSG00000242520.5","MAGEA5",0
"36402","ENSG00000242522.1","KLHL6-AS1",2
"36403","ENSG00000242524.1","OR2U2P",0
"36404","ENSG00000242525.1","OR7E100P",7
"36405","ENSG00000242527.1","AC100771.1",3
"36406","ENSG00000242529.1","AHCYP8",0
"36407","ENSG00000242531.1","AC083798.1",16
"36408","ENSG00000242534.2","IGKV2D-28",41
"36409","ENSG00000242536.2","AC079943.2",0
"36410","ENSG00000242537.1","MRE11P1",2
"36411","ENSG00000242539.2","AC007620.2",0
"36412","ENSG00000242540.3","AC010729.2",0
"36413","ENSG00000242545.1","AC126121.2",0
