"gene","p.fisher","q.fisher"
"METTL7A",NA,NA
"METTL7B",NA,NA
"METTL8",NA,NA
"METTL9",NA,NA
"MEX3A",NA,NA
"MEX3B",NA,NA
"MEX3C",NA,NA
"MEX3D",NA,NA
"MFAP1",NA,NA
"MFAP2",NA,NA
"MFAP3",NA,NA
"MFAP3L",NA,NA
"MFAP4",NA,NA
"MFAP5",NA,NA
"MFF",NA,NA
"MFGE8",NA,NA
"MFHAS1",NA,NA
"MFI2",NA,NA
"MFN1",NA,NA
"MFN2",NA,NA
"MFNG",NA,NA
"MFRP",NA,NA
"MFSD1",NA,NA
"MFSD10",NA,NA
"MFSD11",NA,NA
"MFSD2A",NA,NA
"MFSD2B",NA,NA
"MFSD3",NA,NA
"MFSD4",NA,NA
"MFSD5",NA,NA
"MFSD6",NA,NA
"MFSD6L",NA,NA
"MFSD7",NA,NA
"MFSD8",NA,NA
"MFSD9",NA,NA
"MGA",NA,NA
"MGAM",NA,NA
"MGAT1",NA,NA
"MGAT2",NA,NA
"MGAT3",NA,NA
"MGAT4A",NA,NA
"MGAT4B",NA,NA
"MGAT4C",NA,NA
"MGAT5",NA,NA
"MGAT5B",NA,NA
"MGC26647",NA,NA
"MGC29506",NA,NA
"MGC42105",NA,NA
"MGC70857",NA,NA
"MGC87042",NA,NA
"MGEA5",NA,NA
"MGLL",NA,NA
"MGMT",NA,NA
"MGP",NA,NA
"MGRN1",NA,NA
"MGST1",NA,NA
"MGST2",NA,NA
"MGST3",NA,NA
"MIA",NA,NA
"MIA2",NA,NA
"MIA3",NA,NA
"MIB1",NA,NA
"MIB2",NA,NA
"MICA",NA,NA
"MICAL1",NA,NA
"MICAL2",NA,NA
"MICAL3",NA,NA
"MICALCL",NA,NA
"MICALL1",NA,NA
"MICALL2",NA,NA
"MICB",NA,NA
"MID1",NA,NA
"MID1IP1",NA,NA
"MID2",NA,NA
"MIDN",NA,NA
"MIER1",NA,NA
"MIER2",NA,NA
"MIER3",NA,NA
"MIF",NA,NA
"MIF4GD",NA,NA
"MIIP",NA,NA
"MINA",NA,NA
"MINK1",NA,NA
"MINPP1",NA,NA
"MIOS",NA,NA
"MIOX",NA,NA
"MIP",NA,NA
"MIPEP",NA,NA
"MIPOL1",NA,NA
"MIS12",NA,NA
"MITD1",NA,NA
"MITF",NA,NA
"MIXL1",NA,NA
"MKI67",NA,NA
"MKI67IP",NA,NA
"MKKS",NA,NA
"MKL1",NA,NA
"MKL2",NA,NA
"MKLN1",NA,NA
"MKNK1",NA,NA
"MKNK2",NA,NA
"MKRN1",NA,NA
"MKRN2",NA,NA
"MKRN3",NA,NA
"MKS1",NA,NA
"MKX",NA,NA
"MLANA",NA,NA
"MLC1",NA,NA
"MLEC",NA,NA
"MLF1",NA,NA
"MLF1IP",NA,NA
"MLF2",NA,NA
"MLH1",NA,NA
"MLH3",NA,NA
"MLKL",NA,NA
"MLL",NA,NA
"MLL2",NA,NA
"MLL3",NA,NA
"MLL4",NA,NA
"MLL5",NA,NA
"MLLT1",NA,NA
"MLLT10",NA,NA
"MLLT11",NA,NA
"MLLT3",NA,NA
"MLLT4",NA,NA
"MLLT6",NA,NA
"MLN",NA,NA
"MLNR",NA,NA
"MLPH",NA,NA
"MLST8",NA,NA
"MLX",NA,NA
"MLXIP",NA,NA
"MLXIPL",NA,NA
"MLYCD",NA,NA
"MMAA",NA,NA
"MMAB",NA,NA
"MMACHC",NA,NA
"MMADHC",NA,NA
"MMD",NA,NA
"MMD2",NA,NA
"MME",NA,NA
"MMEL1",NA,NA
"MMGT1",NA,NA
"MMP1",NA,NA
"MMP10",NA,NA
"MMP11",NA,NA
"MMP12",NA,NA
"MMP13",NA,NA
"MMP14",NA,NA
"MMP15",NA,NA
"MMP16",NA,NA
"MMP17",NA,NA
"MMP19",NA,NA
"MMP2",NA,NA
"MMP20",NA,NA
"MMP21",NA,NA
"MMP23B",NA,NA
"MMP24",NA,NA
"MMP25",NA,NA
"MMP26",NA,NA
"MMP27",NA,NA
"MMP28",NA,NA
"MMP3",NA,NA
"MMP7",NA,NA
"MMP8",NA,NA
"MMP9",NA,NA
"MMRN1",NA,NA
"MMRN2",NA,NA
"MMS19",NA,NA
"MN1",NA,NA
"MNAT1",NA,NA
"MND1",NA,NA
"MNDA",NA,NA
"MNS1",NA,NA
"MNT",NA,NA
"MNX1",NA,NA
"MOAP1",NA,NA
"MOB2",NA,NA
"MOBKL1A",NA,NA
"MOBKL1B",NA,NA
"MOBKL2A",NA,NA
"MOBKL2B",NA,NA
"MOBKL2C",NA,NA
"MOBKL3",NA,NA
"MOBP",NA,NA
"MOCOS",NA,NA
"MOCS1",NA,NA
"MOCS2",NA,NA
"MOCS3",NA,NA
"MOG",NA,NA
"MOGAT1",NA,NA
"MOGAT2",NA,NA
"MOGAT3",NA,NA
"MOGS",NA,NA
"MON1A",NA,NA
"MON1B",NA,NA
"MON2",NA,NA
"MORC1",NA,NA
"MORC2",NA,NA
"MORC3",NA,NA
"MORC4",NA,NA
"MORF4",NA,NA
"MORF4L1",NA,NA
"MORF4L2",NA,NA
"MORN1",NA,NA
"MORN2",NA,NA
"MORN3",NA,NA
"MORN4",NA,NA
"MORN5",NA,NA
"MOS",NA,NA
"MOSC1",NA,NA
"MOSC2",NA,NA
"MOSPD1",NA,NA
"MOSPD2",NA,NA
"MOSPD3",NA,NA
"MOV10",NA,NA
"MOV10L1",NA,NA
"MOXD1",NA,NA
"MPDU1",NA,NA
"MPDZ",NA,NA
"MPEG1",NA,NA
"MPG",NA,NA
"MPHOSPH10",NA,NA
"MPHOSPH6",NA,NA
"MPHOSPH8",NA,NA
"MPHOSPH9",NA,NA
"MPI",NA,NA
"MPL",NA,NA
"MPND",NA,NA
"MPO",NA,NA
"MPP1",NA,NA
"MPP2",NA,NA
"MPP3",NA,NA
"MPP4",NA,NA
"MPP5",NA,NA
"MPP6",NA,NA
"MPP7",NA,NA
"MPPE1",NA,NA
"MPPED1",NA,NA
"MPPED2",NA,NA
"MPRIP",NA,NA
"MPST",NA,NA
"MPV17",NA,NA
"MPV17L",NA,NA
"MPV17L2",NA,NA
"MPZ",NA,NA
"MPZL1",NA,NA
"MPZL2",NA,NA
"MPZL3",NA,NA
"MR1",NA,NA
"MRAP",NA,NA
"MRAP2",NA,NA
"MRAS",NA,NA
"MRC1",NA,NA
"MRC1L1",NA,NA
"MRC2",NA,NA
"MRE11A",NA,NA
"MREG",NA,NA
"MRFAP1",NA,NA
"MRFAP1L1",NA,NA
"MRGPRD",NA,NA
"MRGPRE",NA,NA
"MRGPRF",NA,NA
"MRGPRG",NA,NA
"MRGPRX1",NA,NA
"MRGPRX2",NA,NA
"MRGPRX3",NA,NA
"MRGPRX4",NA,NA
"MRI1",NA,NA
"MRM1",NA,NA
"MRO",NA,NA
"MRP63",NA,NA
"MRPL1",NA,NA
"MRPL10",NA,NA
"MRPL11",NA,NA
"MRPL12",NA,NA
"MRPL13",NA,NA
"MRPL14",NA,NA
"MRPL15",NA,NA
"MRPL16",NA,NA
"MRPL17",NA,NA
"MRPL18",NA,NA
"MRPL19",NA,NA
"MRPL2",NA,NA
"MRPL20",NA,NA
"MRPL21",NA,NA
"MRPL22",NA,NA
"MRPL23",NA,NA
"MRPL24",NA,NA
"MRPL27",NA,NA
"MRPL28",NA,NA
"MRPL3",NA,NA
"MRPL30",NA,NA
"MRPL32",NA,NA
"MRPL33",NA,NA
"MRPL34",NA,NA
"MRPL35",NA,NA
"MRPL36",NA,NA
"MRPL37",NA,NA
"MRPL38",NA,NA
"MRPL39",NA,NA
"MRPL4",NA,NA
"MRPL40",NA,NA
"MRPL41",NA,NA
"MRPL42",NA,NA
"MRPL43",NA,NA
"MRPL44",NA,NA
"MRPL45",NA,NA
"MRPL46",NA,NA
"MRPL47",NA,NA
"MRPL48",NA,NA
"MRPL49",NA,NA
"MRPL50",NA,NA
"MRPL51",NA,NA
"MRPL52",NA,NA
"MRPL53",NA,NA
"MRPL54",NA,NA
"MRPL55",NA,NA
"MRPL9",NA,NA
"MRPS10",NA,NA
"MRPS11",NA,NA
"MRPS12",NA,NA
"MRPS14",NA,NA
"MRPS15",NA,NA
"MRPS16",NA,NA
"MRPS17",NA,NA
"MRPS18A",NA,NA
"MRPS18B",NA,NA
"MRPS18C",NA,NA
"MRPS2",NA,NA
"MRPS21",NA,NA
"MRPS22",NA,NA
"MRPS23",NA,NA
"MRPS24",NA,NA
"MRPS25",NA,NA
"MRPS26",NA,NA
"MRPS27",NA,NA
"MRPS28",NA,NA
"MRPS30",NA,NA
"MRPS31",NA,NA
"MRPS33",NA,NA
"MRPS34",NA,NA
"MRPS35",NA,NA
"MRPS36",NA,NA
"MRPS5",NA,NA
"MRPS6",NA,NA
"MRPS7",NA,NA
"MRPS9",NA,NA
"MRRF",NA,NA
"MRS2",NA,NA
"MRTO4",NA,NA
"MRVI1",NA,NA
"MS4A1",NA,NA
"MS4A10",NA,NA
"MS4A12",NA,NA
"MS4A13",NA,NA
"MS4A14",NA,NA
"MS4A15",NA,NA
"MS4A2",NA,NA
"MS4A3",NA,NA
"MS4A4A",NA,NA
"MS4A5",NA,NA
"MS4A6A",NA,NA
"MS4A6E",NA,NA
"MS4A7",NA,NA
"MS4A8B",NA,NA
"MSC",NA,NA
"MSGN1",NA,NA
"MSH2",NA,NA
"MSH3",NA,NA
"MSH4",NA,NA
"MSH5",NA,NA
"MSH6",NA,NA
"MSI1",NA,NA
"MSI2",NA,NA
"MSL1",NA,NA
"MSL2",NA,NA
"MSL3",NA,NA
"MSL3L2",NA,NA
"MSLN",NA,NA
"MSLNL",NA,NA
"MSMB",NA,NA
"MSMP",NA,NA
"MSN",NA,NA
"MSR1",NA,NA
"MSRA",NA,NA
"MSRB2",NA,NA
"MSRB3",NA,NA
"MST1",NA,NA
"MST1R",NA,NA
"MST4",NA,NA
"MSTN",NA,NA
"MSTO1",NA,NA
"MSX1",NA,NA
"MSX2",NA,NA
"MT1A",NA,NA
"MT1B",NA,NA
"MT1E",NA,NA
"MT1F",NA,NA
"MT1G",NA,NA
"MT1H",NA,NA
"MT1M",NA,NA
"MT1X",NA,NA
"MT2A",NA,NA
"MT3",NA,NA
"MT4",NA,NA
"MTA1",NA,NA
"MTA2",NA,NA
"MTA3",NA,NA
"MTAP",NA,NA
"MTBP",NA,NA
"MTCH1",NA,NA
"MTCH2",NA,NA
"MTCP1",NA,NA
"MTCP1NB",NA,NA
"MTDH",NA,NA
"MTERF",NA,NA
"MTERFD1",NA,NA
"MTERFD2",NA,NA
"MTERFD3",NA,NA
"MTF1",NA,NA
"MTF2",NA,NA
"MTFMT",NA,NA
"MTFR1",NA,NA
"MTG1",NA,NA
"MTHFD1",NA,NA
"MTHFD1L",NA,NA
"MTHFD2",NA,NA
"MTHFD2L",NA,NA
"MTHFR",NA,NA
"MTHFS",NA,NA
"MTHFSD",NA,NA
"MTIF2",NA,NA
"MTIF3",NA,NA
"MTL5",NA,NA
"MTM1",NA,NA
"MTMR1",NA,NA
"MTMR10",NA,NA
"MTMR11",NA,NA
"MTMR12",NA,NA
"MTMR14",NA,NA
"MTMR15",NA,NA
"MTMR2",NA,NA
"MTMR3",NA,NA
"MTMR4",NA,NA
"MTMR6",NA,NA
"MTMR7",NA,NA
"MTMR8",NA,NA
"MTMR9",NA,NA
"MTNR1A",NA,NA
"MTNR1B",NA,NA
"MTO1",NA,NA
"MTOR",NA,NA
"MTP18",NA,NA
"MTPAP",NA,NA
"MTPN",NA,NA
"MTR",NA,NA
"MTRF1",NA,NA
"MTRF1L",NA,NA
"MTRR",NA,NA
"MTSS1",NA,NA
"MTSS1L",NA,NA
"MTTP",NA,NA
"MTUS1",NA,NA
"MTUS2",NA,NA
"MTX1",NA,NA
"MTX2",NA,NA
"MTX3",NA,NA
"MUC1",NA,NA
"MUC12",NA,NA
"MUC13",NA,NA
"MUC15",NA,NA
"MUC16",NA,NA
"MUC17",NA,NA
"MUC2",NA,NA
"MUC20",NA,NA
"MUC21",NA,NA
"MUC4",NA,NA
"MUC5B",NA,NA
"MUC6",NA,NA
"MUC7",NA,NA
"MUCL1",NA,NA
"MUDENG",NA,NA
"MUL1",NA,NA
"MUM1",NA,NA
"MUM1L1",NA,NA
"MURC",NA,NA
"MUS81",NA,NA
"MUSK",NA,NA
"MUSTN1",NA,NA
"MUT",NA,NA
"MUTED",NA,NA
"MUTYH",NA,NA
"MVD",NA,NA
"MVK",NA,NA
"MVP",NA,NA
"MX1",NA,NA
"MX2",NA,NA
"MXD1",NA,NA
"MXD3",NA,NA
"MXD4",NA,NA
"MXI1",NA,NA
"MXRA5",NA,NA
"MXRA7",NA,NA
"MXRA8",NA,NA
"MYADM",NA,NA
"MYADML2",NA,NA
"MYB",NA,NA
"MYBBP1A",NA,NA
"MYBL1",NA,NA
"MYBL2",NA,NA
"MYBPC1",NA,NA
"MYBPC2",NA,NA
"MYBPC3",NA,NA
"MYBPH",NA,NA
"MYBPHL",NA,NA
"MYC",NA,NA
"MYCBP",NA,NA
"MYCBP2",NA,NA
"MYCBPAP",NA,NA
"MYCL1",NA,NA
"MYCN",NA,NA
"MYCT1",NA,NA
"MYD88",NA,NA
"MYEF2",NA,NA
"MYEOV",NA,NA
"MYEOV2",NA,NA
"MYF5",NA,NA
"MYF6",NA,NA
"MYH1",NA,NA
"MYH10",NA,NA
"MYH11",NA,NA
"MYH13",NA,NA
"MYH14",NA,NA
"MYH15",NA,NA
"MYH2",NA,NA
"MYH3",NA,NA
"MYH4",NA,NA
"MYH6",NA,NA
"MYH7",NA,NA
"MYH7B",NA,NA
"MYH8",NA,NA
"MYH9",NA,NA
"MYL1",NA,NA
"MYL10",NA,NA
"MYL12A",NA,NA
"MYL12B",NA,NA
"MYL2",NA,NA
"MYL3",NA,NA
"MYL4",NA,NA
"MYL5",NA,NA
"MYL6",NA,NA
"MYL6B",NA,NA
"MYL7",NA,NA
"MYL9",NA,NA
"MYLIP",NA,NA
"MYLK",NA,NA
"MYLK2",NA,NA
"MYLK3",NA,NA
"MYLK4",NA,NA
"MYLPF",NA,NA
"MYNN",NA,NA
"MYO10",NA,NA
"MYO15A",NA,NA
"MYO16",NA,NA
"MYO18A",NA,NA
"MYO18B",NA,NA
"MYO19",NA,NA
"MYO1A",NA,NA
"MYO1B",NA,NA
"MYO1C",NA,NA
"MYO1D",NA,NA
"MYO1E",NA,NA
"MYO1F",NA,NA
"MYO1G",NA,NA
"MYO1H",NA,NA
"MYO3A",NA,NA
"MYO3B",NA,NA
"MYO5A",NA,NA
"MYO5B",NA,NA
"MYO5C",NA,NA
"MYO6",NA,NA
"MYO7A",NA,NA
"MYO7B",NA,NA
"MYO9A",NA,NA
"MYO9B",NA,NA
"MYOC",NA,NA
"MYOCD",NA,NA
"MYOD1",NA,NA
"MYOF",NA,NA
"MYOG",NA,NA
"MYOM1",NA,NA
"MYOM2",NA,NA
"MYOM3",NA,NA
"MYOT",NA,NA
"MYOZ1",NA,NA
"MYOZ2",NA,NA
"MYOZ3",NA,NA
"MYPN",NA,NA
"MYPOP",NA,NA
"MYRIP",NA,NA
"MYSM1",NA,NA
"MYST1",NA,NA
"MYST2",NA,NA
"MYST3",NA,NA
"MYST4",NA,NA
"MYT1",NA,NA
"MYT1L",NA,NA
"MZF1",NA,NA
"N4BP1",NA,NA
"N4BP2",NA,NA
"N4BP2L1",NA,NA
"N4BP2L2",NA,NA
"N4BP3",NA,NA
"N6AMT1",NA,NA
"N6AMT2",NA,NA
"NAA10",NA,NA
"NAA11",NA,NA
"NAA15",NA,NA
"NAA16",NA,NA
"NAA20",NA,NA
"NAA25",NA,NA
"NAA30",NA,NA
"NAA35",NA,NA
"NAA38",NA,NA
"NAA40",NA,NA
"NAA50",NA,NA
"NAAA",NA,NA
"NAALAD2",NA,NA
"NAALADL1",NA,NA
"NAALADL2",NA,NA
"NAB1",NA,NA
"NAB2",NA,NA
"NACA",NA,NA
"NACA2",NA,NA
"NACAD",NA,NA
"NACC1",NA,NA
"NACC2",NA,NA
"NADK",NA,NA
"NADSYN1",NA,NA
"NAE1",NA,NA
"NAF1",NA,NA
"NAGA",NA,NA
"NAGK",NA,NA
"NAGLU",NA,NA
"NAGPA",NA,NA
"NAGS",NA,NA
"NAIF1",NA,NA
"NAIP",NA,NA
"NALCN",NA,NA
"NAMPT",NA,NA
"NANOG",NA,NA
"NANOS1",NA,NA
"NANOS2",NA,NA
"NANOS3",NA,NA
"NANP",NA,NA
"NANS",NA,NA
"NAP1L1",NA,NA
"NAP1L2",NA,NA
"NAP1L3",NA,NA
"NAP1L4",NA,NA
"NAP1L5",NA,NA
"NAPA",NA,NA
"NAPB",NA,NA
"NAPEPLD",NA,NA
"NAPG",NA,NA
"NAPRT1",NA,NA
"NAPSA",NA,NA
"NARF",NA,NA
"NARFL",NA,NA
"NARG2",NA,NA
"NARS",NA,NA
"NARS2",NA,NA
"NASP",NA,NA
"NAT1",NA,NA
"NAT10",NA,NA
"NAT14",NA,NA
"NAT15",NA,NA
"NAT2",NA,NA
"NAT6",NA,NA
"NAT8",NA,NA
"NAT8B",NA,NA
"NAT8L",NA,NA
"NAT9",NA,NA
"NAV1",NA,NA
"NAV2",NA,NA
"NAV3",NA,NA
"NBAS",NA,NA
"NBEA",NA,NA
"NBEAL1",NA,NA
"NBEAL2",NA,NA
"NBL1",NA,NA
"NBN",NA,NA
"NBPF1",NA,NA
"NBPF10",NA,NA
"NBPF11",NA,NA
"NBPF14",NA,NA
"NBPF15",NA,NA
"NBPF16",NA,NA
"NBPF3",NA,NA
"NBPF4",NA,NA
"NBPF6",NA,NA
"NBPF7",NA,NA
"NBPF9",NA,NA
"NBR1",NA,NA
"NCALD",NA,NA
"NCAM1",NA,NA
"NCAM2",NA,NA
"NCAN",NA,NA
"NCAPD2",NA,NA
"NCAPD3",NA,NA
"NCAPG",NA,NA
"NCAPG2",NA,NA
"NCAPH",NA,NA
"NCAPH2",NA,NA
"NCBP1",NA,NA
"NCBP2",NA,NA
"NCCRP1",NA,NA
"NCDN",NA,NA
"NCEH1",NA,NA
"NCF1",NA,NA
"NCF2",NA,NA
"NCF4",NA,NA
"NCK1",NA,NA
"NCK2",NA,NA
"NCKAP1",NA,NA
"NCKAP1L",NA,NA
"NCKAP5",NA,NA
"NCKAP5L",NA,NA
"NCKIPSD",NA,NA
"NCL",NA,NA
"NCLN",NA,NA
"NCOA1",NA,NA
"NCOA2",NA,NA
"NCOA3",NA,NA
"NCOA4",NA,NA
"NCOA5",NA,NA
"NCOA6",NA,NA
"NCOA7",NA,NA
"NCOR2",NA,NA
"NCR1",NA,NA
"NCR2",NA,NA
"NCR3",NA,NA
"NCS1",NA,NA
"NCSTN",NA,NA
"NDC80",NA,NA
"NDE1",NA,NA
"NDEL1",NA,NA
"NDFIP1",NA,NA
"NDFIP2",NA,NA
"NDN",NA,NA
"NDNL2",NA,NA
"NDOR1",NA,NA
"NDP",NA,NA
"NDRG1",NA,NA
"NDRG2",NA,NA
"NDRG3",NA,NA
"NDRG4",NA,NA
"NDST1",NA,NA
"NDST2",NA,NA
"NDST3",NA,NA
"NDST4",NA,NA
"NDUFA1",NA,NA
"NDUFA10",NA,NA
"NDUFA11",NA,NA
"NDUFA12",NA,NA
"NDUFA13",NA,NA
"NDUFA2",NA,NA
"NDUFA3",NA,NA
"NDUFA4",NA,NA
"NDUFA4L2",NA,NA
"NDUFA5",NA,NA
"NDUFA6",NA,NA
"NDUFA7",NA,NA
"NDUFA8",NA,NA
"NDUFA9",NA,NA
"NDUFAB1",NA,NA
"NDUFAF1",NA,NA
"NDUFAF2",NA,NA
"NDUFAF3",NA,NA
"NDUFAF4",NA,NA
"NDUFB1",NA,NA
"NDUFB10",NA,NA
"NDUFB11",NA,NA
"NDUFB2",NA,NA
"NDUFB3",NA,NA
"NDUFB4",NA,NA
"NDUFB5",NA,NA
"NDUFB6",NA,NA
"NDUFB7",NA,NA
"NDUFB8",NA,NA
"NDUFB9",NA,NA
"NDUFC1",NA,NA
"NDUFC2",NA,NA
"NDUFS1",NA,NA
"NDUFS2",NA,NA
"NDUFS3",NA,NA
"NDUFS4",NA,NA
"NDUFS5",NA,NA
"NDUFS6",NA,NA
"NDUFS7",NA,NA
"NDUFS8",NA,NA
"NDUFV1",NA,NA
"NDUFV2",NA,NA
"NDUFV3",NA,NA
"NEB",NA,NA
"NEBL",NA,NA
"NECAB1",NA,NA
"NECAB2",NA,NA
"NECAB3",NA,NA
"NECAP1",NA,NA
"NECAP2",NA,NA
"NEDD1",NA,NA
"NEDD4",NA,NA
"NEDD4L",NA,NA
"NEDD8",NA,NA
"NEDD9",NA,NA
"NEFH",NA,NA
"NEFL",NA,NA
"NEFM",NA,NA
"NEGR1",NA,NA
"NEIL1",NA,NA
"NEIL2",NA,NA
"NEIL3",NA,NA
"NEK1",NA,NA
"NEK10",NA,NA
"NEK11",NA,NA
"NEK2",NA,NA
"NEK3",NA,NA
"NEK4",NA,NA
"NEK5",NA,NA
"NEK6",NA,NA
"NEK7",NA,NA
"NEK8",NA,NA
"NEK9",NA,NA
"NELF",NA,NA
"NELL1",NA,NA
"NELL2",NA,NA
"NENF",NA,NA
"NEO1",NA,NA
"NES",NA,NA
"NET1",NA,NA
"NETO1",NA,NA
"NETO2",NA,NA
"NEU1",NA,NA
"NEU2",NA,NA
"NEU3",NA,NA
"NEU4",NA,NA
"NEURL",NA,NA
"NEURL1B",NA,NA
"NEURL2",NA,NA
"NEURL4",NA,NA
"NEUROD1",NA,NA
"NEUROD2",NA,NA
"NEUROD4",NA,NA
"NEUROD6",NA,NA
"NEUROG1",NA,NA
"NEUROG2",NA,NA
"NEUROG3",NA,NA
"NEXN",NA,NA
"NF1",NA,NA
"NF2",NA,NA
"NFAM1",NA,NA
"NFASC",NA,NA
"NFAT5",NA,NA
"NFATC1",NA,NA
"NFATC2",NA,NA
"NFATC2IP",NA,NA
"NFATC3",NA,NA
"NFATC4",NA,NA
"NFE2",NA,NA
"NFE2L1",NA,NA
"NFE2L2",NA,NA
"NFE2L3",NA,NA
"NFIA",NA,NA
"NFIB",NA,NA
"NFIC",NA,NA
"NFIL3",NA,NA
"NFIX",NA,NA
"NFKB1",NA,NA
"NFKB2",NA,NA
"NFKBIA",NA,NA
"NFKBIB",NA,NA
"NFKBID",NA,NA
"NFKBIE",NA,NA
"NFKBIL1",NA,NA
"NFKBIL2",NA,NA
"NFKBIZ",NA,NA
"NFRKB",NA,NA
"NFS1",NA,NA
"NFU1",NA,NA
"NFX1",NA,NA
"NFXL1",NA,NA
"NFYA",NA,NA
"NFYB",NA,NA
"NFYC",NA,NA
"NGB",NA,NA
"NGDN",NA,NA
"NGEF",NA,NA
"NGF",NA,NA
"NGFR",NA,NA
"NGFRAP1",NA,NA
"NGLY1",NA,NA
"NGRN",NA,NA
"NHEDC1",NA,NA
"NHEDC2",NA,NA
"NHEJ1",NA,NA
"NHLH1",NA,NA
"NHLH2",NA,NA
"NHLRC1",NA,NA
"NHLRC2",NA,NA
"NHLRC3",NA,NA
"NHLRC4",NA,NA
"NHP2",NA,NA
"NHP2L1",NA,NA
"NHS",NA,NA
"NHSL1",NA,NA
"NHSL2",NA,NA
"NICN1",NA,NA
"NID1",NA,NA
"NID2",NA,NA
"NIF3L1",NA,NA
"NIN",NA,NA
"NINJ1",NA,NA
"NINJ2",NA,NA
"NINL",NA,NA
"NIP7",NA,NA
"NIPA1",NA,NA
"NIPA2",NA,NA
"NIPAL1",NA,NA
"NIPAL2",NA,NA
"NIPAL3",NA,NA
"NIPAL4",NA,NA
"NIPBL",NA,NA
"NIPSNAP1",NA,NA
"NIPSNAP3A",NA,NA
"NIPSNAP3B",NA,NA
"NISCH",NA,NA
"NIT1",NA,NA
"NIT2",NA,NA
"NKAIN1",NA,NA
"NKAIN2",NA,NA
"NKAIN3",NA,NA
"NKAIN4",NA,NA
"NKAP",NA,NA
"NKAPL",NA,NA
"NKD1",NA,NA
"NKD2",NA,NA
"NKG7",NA,NA
"NKIRAS1",NA,NA
"NKIRAS2",NA,NA
"NKPD1",NA,NA
"NKRF",NA,NA
"NKTR",NA,NA
"NKX1-2",NA,NA
"NKX2-1",NA,NA
"NKX2-2",NA,NA
"NKX2-3",NA,NA
"NKX2-4",NA,NA
"NKX2-5",NA,NA
"NKX2-6",NA,NA
"NKX2-8",NA,NA
"NKX3-1",NA,NA
"NKX3-2",NA,NA
"NKX6-1",NA,NA
"NKX6-2",NA,NA
"NKX6-3",NA,NA
"NLE1",NA,NA
"NLGN1",NA,NA
"NLGN2",NA,NA
"NLGN3",NA,NA
"NLGN4X",NA,NA
"NLGN4Y",NA,NA
"NLK",NA,NA
"NLN",NA,NA
"NLRC3",NA,NA
"NLRC4",NA,NA
"NLRC5",NA,NA
"NLRP1",NA,NA
"NLRP10",NA,NA
"NLRP11",NA,NA
"NLRP12",NA,NA
"NLRP13",NA,NA
"NLRP14",NA,NA
"NLRP2",NA,NA
"NLRP3",NA,NA
"NLRP4",NA,NA
"NLRP5",NA,NA
"NLRP6",NA,NA
"NLRP7",NA,NA
"NLRP8",NA,NA
"NLRP9",NA,NA
"NLRX1",NA,NA
"NMB",NA,NA
"NMBR",NA,NA
"NMD3",NA,NA
"NME1",NA,NA
"NME1-NME2",NA,NA
"NME2",NA,NA
"NME3",NA,NA
"NME4",NA,NA
"NME5",NA,NA
"NME6",NA,NA
"NME7",NA,NA
"NMI",NA,NA
"NMNAT1",NA,NA
"NMNAT2",NA,NA
"NMNAT3",NA,NA
"NMRAL1",NA,NA
"NMS",NA,NA
"NMT1",NA,NA
"NMT2",NA,NA
"NMU",NA,NA
"NMUR1",NA,NA
"NMUR2",NA,NA
"NNAT",NA,NA
"NNMT",NA,NA
"NNT",NA,NA
"NOB1",NA,NA
"NOBOX",NA,NA
"NOC2L",NA,NA
"NOC3L",NA,NA
"NOC4L",NA,NA
"NOD1",NA,NA
"NOD2",NA,NA
"NODAL",NA,NA
"NOG",NA,NA
"NOL10",NA,NA
"NOL11",NA,NA
"NOL12",NA,NA
"NOL3",NA,NA
"NOL4",NA,NA
"NOL6",NA,NA
"NOL7",NA,NA
"NOL8",NA,NA
"NOL9",NA,NA
"NOLC1",NA,NA
"NOM1",NA,NA
"NOMO1",NA,NA
"NOMO2",NA,NA
"NOMO3",NA,NA
"NONO",NA,NA
"NOP10",NA,NA
"NOP14",NA,NA
"NOP16",NA,NA
"NOP2",NA,NA
"NOP56",NA,NA
"NOP58",NA,NA
"NOS1",NA,NA
"NOS1AP",NA,NA
"NOS2",NA,NA
"NOS3",NA,NA
"NOSIP",NA,NA
"NOSTRIN",NA,NA
"NOTCH1",NA,NA
"NOTCH2",NA,NA
"NOTCH2NL",NA,NA
"NOTCH3",NA,NA
"NOTCH4",NA,NA
"NOTO",NA,NA
"NOTUM",NA,NA
"NOV",NA,NA
"NOVA1",NA,NA
"NOVA2",NA,NA
"NOX1",NA,NA
"NOX3",NA,NA
"NOX4",NA,NA
"NOX5",NA,NA
"NOXA1",NA,NA
"NOXO1",NA,NA
"NPAS1",NA,NA
"NPAS2",NA,NA
"NPAS3",NA,NA
"NPAS4",NA,NA
"NPAT",NA,NA
"NPB",NA,NA
"NPBWR1",NA,NA
"NPBWR2",NA,NA
"NPC1",NA,NA
"NPC1L1",NA,NA
"NPC2",NA,NA
"NPDC1",NA,NA
"NPEPL1",NA,NA
"NPEPPS",NA,NA
"NPFF",NA,NA
"NPFFR1",NA,NA
"NPFFR2",NA,NA
"NPHP1",NA,NA
"NPHP3",NA,NA
"NPHP4",NA,NA
"NPHS1",NA,NA
"NPHS2",NA,NA
"NPIP",NA,NA
"NPIPL3",NA,NA
"NPL",NA,NA
"NPLOC4",NA,NA
"NPM1",NA,NA
