"","uniprot_gn_id","external_gene_name","ensembl_gene_id","cluster","betweenness","degree_centrality","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"2467","Q15436","SEC23A","ENSG00000100934","1",12492,4,"AF-Q15436-F1-model_v4","Q15436-F1",0.247,0.663,2,92.7213278282411
"2468","Q15438","CYTH1","ENSG00000108669","1",79182,6,"AF-Q15438-F1-model_v4","Q15438-F1",0.202,0.951,2,85.1367330677291
"2469","Q15468","STIL","ENSG00000123473","1",63,2,"AF-Q15468-F1-model_v4","Q15468-F1",0.163,0.693,1,53.6494972568579
"2470","Q15528","MED22","ENSG00000148297","1",7591,4,"AF-Q15528-F1-model_v4","Q15528-F1",0.186,0.532,1,79.9832498394348
"2471","Q15543","TAF13","ENSG00000197780","1",480,3,"AF-Q15543-F1-model_v4","Q15543-F1",0.073,0.258,0,83.74009
"2472","Q15555","MAPRE2","ENSG00000166974","1",0,3,"AF-Q15555-F1-model_v4","Q15555-F1",0.071,0.545,1,74.7585347142309
"2473","Q15573","TAF1A","ENSG00000143498","1",3473,4,"AF-Q15573-F1-model_v4","Q15573-F1",0.329,0.77,1,86.1163426423201
"2474","Q15582","TGFBI","ENSG00000120708","1",13079,3,"AF-Q15582-F1-model_v4","Q15582-F1",0.419,0.55,1,90.3115312738368
"2475","Q155Q3","DIXDC1","ENSG00000150764","1",64600,4,"AF-Q155Q3-F1-model_v4","Q155Q3-F1",0.05,0.694,2,71.0104430147059
"2476","Q15629","TRAM1","ENSG00000067167","1",29056,5,"AF-Q15629-F1-model_v4","Q15629-F1",0.09,1,2,84.3789078386356
"2477","Q15637","SF1","ENSG00000168066","1",141247,16,"AF-Q15637-F1-model_v4","Q15637-F1",0.041,0.028,0,65.0198392484342
"2478","Q15643","TRIP11","ENSG00000100815","1",89318,5,"AF-Q15643-F1-model_v4","Q15643-F1",0.22,0.194,0,66.7786958158208
"2479","Q15648","MED1","ENSG00000125686","1",60,4,"AF-Q15648-F1-model_v4","Q15648-F1",0.111,0.507,1,51.2956233579117
"2480","Q15649","ZNHIT3","ENSG00000273611","1",870,2,"AF-Q15649-F1-model_v4","Q15649-F1",0.14,0.032,0,74.1424264705882
"2481","Q15650","TRIP4","ENSG00000103671","1",92512,2,"AF-Q15650-F1-model_v4","Q15650-F1",0.193,0.704,1,71.664680713825
"2482","Q15651","HMGN3","ENSG00000118418","1",0,1,"AF-Q15651-F1-model_v4","Q15651-F1",0.291,0.115,0,65.2285809906292
"2483","Q15652","JMJD1C","ENSG00000171988","1",9448,5,"AF-Q15652-F1-model_v4","Q15652-F1",0.074,0.43,1,50.4452635
"2484","Q15654","TRIP6","ENSG00000087077","1",59345,6,"AF-Q15654-F1-model_v4","Q15654-F1",0.062,0.173,0,63.1542172433352
"2485","Q15678","PTPN14","ENSG00000152104","1",9183,3,"AF-Q15678-F1-model_v4","Q15678-F1",0.17,0.404,1,64.151687519714
"2486","Q15723","ELF2","ENSG00000109381","1",3384,6,"AF-Q15723-F1-model_v4","Q15723-F1",0.145,0.332,0,50.8123871256147
"2487","Q15746","MYLK","ENSG00000065534","1",966,7,"AF-Q15746-F1-model_v4","Q15746-F1",0.039,0.868,1,64.5680691428185
"2488","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F9-model_v4","Q15751-F9",0.03,0.878,1,64.7770838745593
"2489","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F6-model_v4","Q15751-F6",0.04,0.26,0,71.0251017975055
"2490","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F14-model_v4","Q15751-F14",0.02,0.649,1,66.0732459696427
"2491","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F16-model_v4","Q15751-F16",0.064,0.602,2,79.765849468489
"2492","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F3-model_v4","Q15751-F3",0.088,0.154,0,70.1218498883929
"2493","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F12-model_v4","Q15751-F12",0.115,0.056,0,61.9059346319535
"2494","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F19-model_v4","Q15751-F19",0.203,0.948,1,88.0729475960053
"2495","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F1-model_v4","Q15751-F1",0.144,0.988,1,77.1864227264274
"2496","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F5-model_v4","Q15751-F5",0.092,0.539,2,69.7479485998526
"2497","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F18-model_v4","Q15751-F18",0.142,0.56,3,87.1178723997028
"2498","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F11-model_v4","Q15751-F11",0.068,0.872,2,63.2309515360911
"2499","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F17-model_v4","Q15751-F17",0.217,0.149,0,83.2926075066013
"2500","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F2-model_v4","Q15751-F2",0.23,0.324,0,71.4217948479494
"2501","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F10-model_v4","Q15751-F10",0.137,0.802,1,64.9962252946089
"2502","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F15-model_v4","Q15751-F15",0.084,0.84,1,72.7591212836244
"2503","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F8-model_v4","Q15751-F8",0.069,0.756,1,65.1040042628116
"2504","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F4-model_v4","Q15751-F4",0.096,0.474,1,67.2247291917415
"2505","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F7-model_v4","Q15751-F7",0.079,0.441,1,67.0974489702517
"2506","Q15751","HERC1","ENSG00000103657","1",2,4,"AF-Q15751-F13-model_v4","Q15751-F13",0.075,0.933,1,62.1280540897098
"2507","Q15758","SLC1A5","ENSG00000105281","1",7473,3,"AF-Q15758-F1-model_v4","Q15758-F1",0.051,0.866,2,79.5913765385582
"2508","Q15771","RAB30","ENSG00000137502","1",9113,5,"AF-Q15771-F1-model_v4","Q15771-F1",0.32,0.215,0,87.5041841779975
"2509","Q15796","SMAD2","ENSG00000175387","1",39033,9,"AF-Q15796-F1-model_v4","Q15796-F1",0.066,0.713,1,78.1575224367691
"2510","Q15797","SMAD1","ENSG00000170365","1",1062,3,"AF-Q15797-F1-model_v4","Q15797-F1",0.24,0.801,1,81.7802447647539
"2511","Q15811","ITSN1","ENSG00000205726","1",0,2,"AF-Q15811-F1-model_v4","Q15811-F1",0.093,0.073,0,73.0863319761524
"2512","Q15831","STK11","ENSG00000118046","1",14287,8,"AF-Q15831-F1-model_v4","Q15831-F1",0.024,0.51,1,79.6477901524033
"2513","Q15833","STXBP2","ENSG00000076944","1",5636,4,"AF-Q15833-F1-model_v4","Q15833-F1",0.122,0.43,1,90.5337283051211
"2514","Q15843","NEDD8","ENSG00000129559","1",0,1,"AF-Q15843-F1-model_v4","Q15843-F1",0.107,0.288,0,91.126320754717
"2515","Q15858","SCN9A","ENSG00000169432","1",9051,4,"AF-Q15858-F1-model_v4","Q15858-F1",0.314,0.992,3,69.2428030160226
"2516","Q15907","RAB11B","ENSG00000185236","1",4243,4,"AF-Q15907-F1-model_v4","Q15907-F1",0.297,0.781,1,86.0853739130435
"2517","Q15910","EZH2","ENSG00000106462","1",10171,3,"AF-Q15910-F1-model_v4","Q15910-F1",0.054,0.711,4,76.5958989797625
"2518","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F1-model_v4","Q15911-F1",0.149,0.725,1,54.5495130875317
"2519","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F2-model_v4","Q15911-F2",0.084,0.811,1,56.778362388724
"2520","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F12-model_v4","Q15911-F12",0.101,0.304,0,53.3204536159137
"2521","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F10-model_v4","Q15911-F10",0.127,0.015,0,53.9436709209439
"2522","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F13-model_v4","Q15911-F13",0.106,0.919,1,51.7022662199208
"2523","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F6-model_v4","Q15911-F6",0.109,0.249,0,58.6338665090479
"2524","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F4-model_v4","Q15911-F4",0.118,0.791,1,58.3747080630213
"2525","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F3-model_v4","Q15911-F3",0.17,0.542,2,57.6254190307878
"2526","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F9-model_v4","Q15911-F9",0.205,0.578,2,54.0614604369378
"2527","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F5-model_v4","Q15911-F5",0.063,0.481,1,58.8663546527587
"2528","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F7-model_v4","Q15911-F7",0.051,0.007,0,55.0433117593437
"2529","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F11-model_v4","Q15911-F11",0.134,0.309,0,54.5307831821929
"2530","Q15911","ZFHX3","ENSG00000140836","1",32088,4,"AF-Q15911-F8-model_v4","Q15911-F8",0.087,0.252,0,54.851776867031
"2531","Q15942","ZYX","ENSG00000159840","1",4935,3,"AF-Q15942-F1-model_v4","Q15942-F1",0.152,0.76,2,63.5433449477352
"2532","Q15973","ZNF124","ENSG00000196418","1",105075,5,"AF-Q15973-F1-model_v4","Q15973-F1",0.036,0.017,0,74.7497116411534
"2533","Q16134","ETFDH","ENSG00000171503","1",34146,4,"AF-Q16134-F1-model_v4","Q16134-F1",0.373,0.977,2,93.5730933167805
"2534","Q16186","ADRM1","ENSG00000130706","1",70651,9,"AF-Q16186-F1-model_v4","Q16186-F1",0.157,0.825,1,64.3942276422764
"2535","Q16204","CCDC6","ENSG00000108091","1",23387,5,"AF-Q16204-F1-model_v4","Q16204-F1",0.565,0.678,2,76.0367961425127
"2536","Q16206","ENOX2","ENSG00000165675","1",2884,3,"AF-Q16206-F1-model_v4","Q16206-F1",0.171,0.165,0,77.5727506112469
"2537","Q16236","NFE2L2","ENSG00000116044","1",14005,4,"AF-Q16236-F1-model_v4","Q16236-F1",0.318,0.899,2,61.9903293475981
"2538","Q16254","E2F4","ENSG00000205250","1",7831,3,"AF-Q16254-F1-model_v4","Q16254-F1",0.247,0.36,0,66.830907323396
"2539","Q16270","IGFBP7","ENSG00000163453","1",5865,5,"AF-Q16270-F1-model_v4","Q16270-F1",0.276,0.274,0,85.0364151873767
"2540","Q16342","PDCD2","ENSG00000071994","1",8271,4,"AF-Q16342-F1-model_v4","Q16342-F1",0.064,0.171,0,85.5165422977466
"2541","Q16348","SLC15A2","ENSG00000163406","1",5099,3,"AF-Q16348-F1-model_v4","Q16348-F1",0.086,0.549,1,83.5613698630137
"2542","Q16394","EXT1","ENSG00000182197","1",921,3,"AF-Q16394-F1-model_v4","Q16394-F1",0.218,0.768,1,84.9787298982606
"2543","Q16512","PKN1","ENSG00000123143","1",3934,4,"AF-Q16512-F1-model_v4","Q16512-F1",0.106,0.495,2,72.8790016411379
"2544","Q16514","TAF12","ENSG00000120656","1",1328,2,"AF-Q16514-F1-model_v4","Q16514-F1",0.097,0.223,0,78.2279060509554
"2545","Q16526","CRY1","ENSG00000008405","1",5110,4,"AF-Q16526-F1-model_v4","Q16526-F1",0.125,0.374,0,85.0233390301218
"2546","Q16531","DDB1","ENSG00000167986","1",3642,4,"AF-Q16531-F1-model_v4","Q16531-F1",0.164,0.489,1,91.9635781565373
"2547","Q16537","PPP2R5E","ENSG00000154001","1",0,2,"AF-Q16537-F1-model_v4","Q16537-F1",0.081,0.366,0,89.0373229571984
"2548","Q16543","CDC37","ENSG00000105401","1",3063,3,"AF-Q16543-F1-model_v4","Q16543-F1",0.333,0.604,1,81.3712748876044
"2549","Q16549","PCSK7","ENSG00000160613","1",0,3,"AF-Q16549-F1-model_v4","Q16549-F1",0.309,0.273,0,82.3637963420662
"2550","Q16553","LY6E","ENSG00000160932","1",11293,4,"AF-Q16553-F1-model_v4","Q16553-F1",0.375,0.859,1,77.6313539445629
"2551","Q16555","DPYSL2","ENSG00000092964","1",35758,4,"AF-Q16555-F1-model_v4","Q16555-F1",0.343,0.76,1,90.3754304635762
"2552","Q16563","SYPL1","ENSG00000008282","1",1,3,"AF-Q16563-F1-model_v4","Q16563-F1",0.34,0.784,1,83.1512289395441
"2553","Q16576","RBBP7","ENSG00000102054","1",22,2,"AF-Q16576-F1-model_v4","Q16576-F1",0.414,0.52,1,91.2677705306849
"2554","Q16584","MAP3K11","ENSG00000173327","1",48672,6,"AF-Q16584-F1-model_v4","Q16584-F1",0.021,0.91,1,63.6964784205693
"2555","Q16589","CCNG2","ENSG00000138764","1",41632,4,"AF-Q16589-F1-model_v4","Q16589-F1",0.156,0.722,1,80.5731555719014
"2556","Q16594","TAF9","ENSG00000273841","1",5306,3,"AF-Q16594-F1-model_v4","Q16594-F1",0.184,0.256,0,67.9799456790123
"2557","Q16610","ECM1","ENSG00000143369","1",2607,3,"AF-Q16610-F1-model_v4","Q16610-F1",0.196,0.839,2,68.8825199624237
"2558","Q16630","CPSF6","ENSG00000111605","1",127671,18,"AF-Q16630-F1-model_v4","Q16630-F1",0.226,0.176,0,64.927854580244
"2559","Q16647","PTGIS","ENSG00000124212","1",84462,4,"AF-Q16647-F1-model_v4","Q16647-F1",0.099,0.982,1,94.5614158194892
"2560","Q16656","NRF1","ENSG00000106459","1",0,5,"AF-Q16656-F1-model_v4","Q16656-F1",0.12,0.555,1,62.3695340788072
"2561","Q16658","FSCN1","ENSG00000075618","1",65429,5,"AF-Q16658-F1-model_v4","Q16658-F1",0.417,0.108,0,94.8080687142113
"2562","Q16665","HIF1A","ENSG00000100644","1",1812,6,"AF-Q16665-F1-model_v4","Q16665-F1",0.102,0.702,3,61.0109727146601
"2563","Q16666","IFI16","ENSG00000163565","1",5848,3,"AF-Q16666-F1-model_v4","Q16666-F1",0.277,0.518,1,68.9099531426725
"2564","Q16678","CYP1B1","ENSG00000138061","1",19885,4,"AF-Q16678-F1-model_v4","Q16678-F1",0.5,0.994,1,92.2863456156716
"2565","Q16698","DECR1","ENSG00000104325","1",0,2,"AF-Q16698-F1-model_v4","Q16698-F1",0.213,0.193,0,89.4411597633136
"2566","Q16706","MAN2A1","ENSG00000112893","1",0,3,"AF-Q16706-F1-model_v4","Q16706-F1",0.33,0.57,2,90.4981518330269
"2567","Q16718","NDUFA5","ENSG00000128609","1",11569,7,"AF-Q16718-F1-model_v4","Q16718-F1",0.162,0.316,0,88.5783210137276
"2568","Q16719","KYNU","ENSG00000115919","1",225,2,"AF-Q16719-F1-model_v4","Q16719-F1",0.263,0.43,1,95.6274301978856
"2569","Q16760","DGKD","ENSG00000077044","1",14848,5,"AF-Q16760-F1-model_v4","Q16760-F1",0.083,0.787,1,72.1026618552324
"2570","Q16774","GUK1","ENSG00000143774","1",5237,3,"AF-Q16774-F1-model_v4","Q16774-F1",0.27,0.888,1,94.4620628683694
"2571","Q16787","LAMA3","ENSG00000053747","1",37587,5,"AF-Q16787-F5-model_v4","Q16787-F5",0.12,0.721,3,80.146426644339
"2572","Q16787","LAMA3","ENSG00000053747","1",37587,5,"AF-Q16787-F7-model_v4","Q16787-F7",0.122,0.427,1,77.7825692648689
"2573","Q16787","LAMA3","ENSG00000053747","1",37587,5,"AF-Q16787-F8-model_v4","Q16787-F8",0.094,0.995,3,79.0257372826787
"2574","Q16787","LAMA3","ENSG00000053747","1",37587,5,"AF-Q16787-F1-model_v4","Q16787-F1",0.117,0.532,1,83.4386426308925
"2575","Q16787","LAMA3","ENSG00000053747","1",37587,5,"AF-Q16787-F2-model_v4","Q16787-F2",0.067,0.345,0,82.4836650824713
"2576","Q16787","LAMA3","ENSG00000053747","1",37587,5,"AF-Q16787-F10-model_v4","Q16787-F10",0.115,0.868,2,75.840378580551
"2577","Q16787","LAMA3","ENSG00000053747","1",37587,5,"AF-Q16787-F6-model_v4","Q16787-F6",0.177,0.582,1,76.9919487274754
"2578","Q16787","LAMA3","ENSG00000053747","1",37587,5,"AF-Q16787-F9-model_v4","Q16787-F9",0.168,0.987,2,74.5793167018252
"2579","Q16787","LAMA3","ENSG00000053747","1",37587,5,"AF-Q16787-F3-model_v4","Q16787-F3",0.112,0.3,0,83.6626866233644
"2580","Q16787","LAMA3","ENSG00000053747","1",37587,5,"AF-Q16787-F4-model_v4","Q16787-F4",0.119,0.728,1,82.7856953642384
"2581","Q16787","LAMA3","ENSG00000053747","1",37587,5,"AF-Q16787-F11-model_v4","Q16787-F11",0.115,0.86,2,80.656903362559
"2582","Q16795","NDUFA9","ENSG00000139180","1",0,2,"AF-Q16795-F1-model_v4","Q16795-F1",0.196,0.438,1,90.4299333999334
"2583","Q16825","PTPN21","ENSG00000070778","1",3597,4,"AF-Q16825-F1-model_v4","Q16825-F1",0.066,0.922,2,63.9698348252344
"2584","Q16832","DDR2","ENSG00000162733","1",1228,4,"AF-Q16832-F1-model_v4","Q16832-F1",0.116,0.588,1,77.1312424643435
"2585","Q16836","HADH","ENSG00000138796","1",59052,5,"AF-Q16836-F1-model_v4","Q16836-F1",0.15,0.867,2,96.8554684908789
"2586","Q16851","UGP2","ENSG00000169764","1",86672,4,"AF-Q16851-F1-model_v4","Q16851-F1",0.14,0.743,1,86.6942418952618
"2587","Q16854","DGUOK","ENSG00000114956","1",0,1,"AF-Q16854-F1-model_v4","Q16854-F1",0.299,0.769,2,87.4167872903795
"2588","Q16864","ATP6V1F","ENSG00000128524","1",39399,3,"AF-Q16864-F1-model_v4","Q16864-F1",0.183,0.03,0,87.4900743889479
"2589","Q16875","PFKFB3","ENSG00000170525","1",8572,3,"AF-Q16875-F1-model_v4","Q16875-F1",0.182,0.7,1,87.1352712066906
"2590","Q16890","TPD52L1","ENSG00000111907","1",200898,6,"AF-Q16890-F1-model_v4","Q16890-F1",0.335,0.203,0,65.608974522293
"2591","Q16891","IMMT","ENSG00000132305","1",8796,4,"AF-Q16891-F1-model_v4","Q16891-F1",0.196,0.379,0,75.0670210956108
"2592","Q17R89","ARHGAP44","ENSG00000006740","1",0,1,"AF-Q17R89-F1-model_v4","Q17R89-F1",0.111,0.704,1,66.2265238932396
"2593","Q17RB8","LONRF1","ENSG00000154359","1",22121,4,"AF-Q17RB8-F1-model_v4","Q17RB8-F1",0.132,0.134,0,73.3110539296284
"2594","Q17RD7","SYT16","ENSG00000139973","1",44669,5,"AF-Q17RD7-F1-model_v4","Q17RD7-F1",0.019,0.785,1,60.6303429923122
"2595","Q17RS7","GEN1","ENSG00000178295","1",5749,3,"AF-Q17RS7-F1-model_v4","Q17RS7-F1",0.023,0.61,2,61.6134776575076
"2596","Q17RY0","CPEB4","ENSG00000113742","1",16,2,"AF-Q17RY0-F1-model_v4","Q17RY0-F1",0.112,0.412,1,57.5190095338983
"2597","Q1KMD3","HNRNPUL2","ENSG00000214753","1",11360,3,"AF-Q1KMD3-F1-model_v4","Q1KMD3-F1",0.021,0.397,0,70.1935352018685
"2598","Q1L5Z9","LONRF2","ENSG00000170500","1",0,2,"AF-Q1L5Z9-F1-model_v4","Q1L5Z9-F1",0.165,0.932,2,80.6625012813942
"2599","Q1MSJ5","CSPP1","ENSG00000104218","1",0,3,"AF-Q1MSJ5-F1-model_v4","Q1MSJ5-F1",0.269,0.158,0,57.4051359280266
"2600","Q27J81","INF2","ENSG00000203485","1",63076,11,"AF-Q27J81-F1-model_v4","Q27J81-F1",0.04,0.523,1,67.5061094193006
"2601","Q29RF7","PDS5A","ENSG00000121892","1",5479,6,"AF-Q29RF7-F1-model_v4","Q29RF7-F1",0.05,0.626,2,82.679760846961
"2602","Q2KHM9","KIAA0753","ENSG00000198920","1",76983,5,"AF-Q2KHM9-F1-model_v4","Q2KHM9-F1",0.023,0.607,1,59.8875959911493
"2603","Q2KHT3","CLEC16A","ENSG00000038532","1",54,4,"AF-Q2KHT3-F1-model_v4","Q2KHT3-F1",0.151,0.671,1,72.1262782819117
"2604","Q2M296","MTHFSD","ENSG00000103248","1",6582,3,"AF-Q2M296-F1-model_v4","Q2M296-F1",0.214,0.315,0,85.1166160081054
"2605","Q2M2I3","FAM83E","ENSG00000105523","1",12110,5,"AF-Q2M2I3-F1-model_v4","Q2M2I3-F1",0.265,0.278,0,70.0106810722101
"2606","Q2M2I8","AAK1","ENSG00000115977","1",86,3,"AF-Q2M2I8-F1-model_v4","Q2M2I8-F1",0.085,0.106,0,58.8173514919244
"2607","Q2M3G4","SHROOM1","ENSG00000164403","1",316106,8,"AF-Q2M3G4-F1-model_v4","Q2M3G4-F1",0.187,0.378,0,54.9746813840614
"2608","Q2NKJ3","CTC1","ENSG00000178971","1",5720,3,"AF-Q2NKJ3-F1-model_v4","Q2NKJ3-F1",0.141,0.882,1,77.6559186906019
"2609","Q2NKQ1","SGSM1","ENSG00000167037","1",41578,5,"AF-Q2NKQ1-F1-model_v4","Q2NKQ1-F1",0.283,0.456,1,67.221554506532
"2610","Q2NKX9","C2orf68","ENSG00000168887","1",3825,3,"AF-Q2NKX9-F1-model_v4","Q2NKX9-F1",0.278,0.314,0,77.1610773899848
"2611","Q2NL67","PARP6","ENSG00000137817","1",1115,3,"AF-Q2NL67-F1-model_v4","Q2NL67-F1",0.141,0.981,2,72.9521095780844
"2612","Q2PPJ7","RALGAPA2","ENSG00000188559","1",6020,4,"AF-Q2PPJ7-F1-model_v4","Q2PPJ7-F1",0.107,0.673,1,72.7867984616423
"2613","Q2PZI1","DPY19L1","ENSG00000173852","1",1252,4,"AF-Q2PZI1-F1-model_v4","Q2PZI1-F1",0.09,0.995,2,88.4741556534508
"2614","Q2QGD7","ZXDC","ENSG00000070476","1",12500,3,"AF-Q2QGD7-F1-model_v4","Q2QGD7-F1",0.077,0.279,0,53.1112074695363
"2615","Q2T9K0","TMEM44","ENSG00000145014","1",0,1,"AF-Q2T9K0-F1-model_v4","Q2T9K0-F1",0.018,0.894,1,58.930894952251
"2616","Q2TAA5","ALG11","ENSG00000253710","1",455,2,"AF-Q2TAA5-F1-model_v4","Q2TAA5-F1",0.198,0.436,1,91.2164396837541
"2617","Q2TAC2","CCDC57","ENSG00000176155","1",73677,7,"AF-Q2TAC2-F1-model_v4","Q2TAC2-F1",0.204,0.343,0,72.110995162405
"2618","Q2TAL8","QRICH1","ENSG00000198218","1",40422,5,"AF-Q2TAL8-F1-model_v4","Q2TAL8-F1",0.047,0.126,0,58.3640309058031
"2619","Q2TAY7","SMU1","ENSG00000122692","1",6427,5,"AF-Q2TAY7-F1-model_v4","Q2TAY7-F1",0.196,0.409,1,82.2958207477098
"2620","Q2TAZ0","ATG2A","ENSG00000110046","1",7890,9,"AF-Q2TAZ0-F1-model_v4","Q2TAZ0-F1",0.175,0.787,5,68.5295178631052
"2621","Q2TB18","ASTE1","ENSG00000034533","1",481,2,"AF-Q2TB18-F1-model_v4","Q2TB18-F1",0.15,0.851,1,85.5692367399741
"2622","Q2TB90","HKDC1","ENSG00000156510","1",40338,4,"AF-Q2TB90-F1-model_v4","Q2TB90-F1",0.299,0.642,1,93.4483835425384
"2623","Q2TBE0","CWF19L2","ENSG00000152404","1",43471,6,"AF-Q2TBE0-F1-model_v4","Q2TBE0-F1",0.077,0.504,2,65.554373970346
"2624","Q2UY09","COL28A1","ENSG00000215018","1",5864,3,"AF-Q2UY09-F1-model_v4","Q2UY09-F1",0.23,0.524,1,62.4526693469786
"2625","Q2WGJ9","FER1L6","ENSG00000214814","1",12226,4,"AF-Q2WGJ9-F1-model_v4","Q2WGJ9-F1",0.237,0.67,1,76.9973964898014
"2626","Q2Y0W8","SLC4A8","ENSG00000050438","1",32153,6,"AF-Q2Y0W8-F1-model_v4","Q2Y0W8-F1",0.253,0.915,2,72.9215543981481
"2627","Q2YD98","UVSSA","ENSG00000163945","1",11214,7,"AF-Q2YD98-F1-model_v4","Q2YD98-F1",0.3,0.681,2,73.9813831478537
"2628","Q30201","HFE","ENSG00000010704","1",0,1,"AF-Q30201-F1-model_v4","Q30201-F1",0.226,0.202,0,88.6447206506365
"2629","Q32MZ4","LRRFIP1","ENSG00000124831","1",33238,5,"AF-Q32MZ4-F1-model_v4","Q32MZ4-F1",0.135,0.125,0,55.8109522282783
"2630","Q32NB8","PGS1","ENSG00000087157","1",4868,5,"AF-Q32NB8-F1-model_v4","Q32NB8-F1",0.091,0.873,1,85.2461482820976
"2631","Q32P44","EML3","ENSG00000149499","1",10356,4,"AF-Q32P44-F1-model_v4","Q32P44-F1",0.122,0.397,0,80.6720937173556
"2632","Q3B7J2","GFOD2","ENSG00000141098","1",2703,3,"AF-Q3B7J2-F1-model_v4","Q3B7J2-F1",0.177,0.542,1,91.9172693477526
"2633","Q3B7T1","EDRF1","ENSG00000107938","1",14,2,"AF-Q3B7T1-F1-model_v4","Q3B7T1-F1",0.127,0.912,2,76.1298714388563
"2634","Q3KNV8","PCGF3","ENSG00000185619","1",13,4,"AF-Q3KNV8-F1-model_v4","Q3KNV8-F1",0.202,0.273,0,85.1253940010168
"2635","Q3KQU3","MAP7D1","ENSG00000116871","1",25822,6,"AF-Q3KQU3-F1-model_v4","Q3KQU3-F1",0.527,0.592,1,60.5229204353825
"2636","Q3KR16","PLEKHG6","ENSG00000008323","1",8311,4,"AF-Q3KR16-F1-model_v4","Q3KR16-F1",0.067,0.216,0,68.0253129990418
"2637","Q3L8U1","CHD9","ENSG00000177200","1",606,3,"AF-Q3L8U1-F6-model_v4","Q3L8U1-F6",0.067,0.472,1,63.9725253158885
"2638","Q3L8U1","CHD9","ENSG00000177200","1",606,3,"AF-Q3L8U1-F4-model_v4","Q3L8U1-F4",0.091,0.269,0,74.0754745289602
"2639","Q3L8U1","CHD9","ENSG00000177200","1",606,3,"AF-Q3L8U1-F7-model_v4","Q3L8U1-F7",0.088,0.703,1,61.4929532374101
"2640","Q3L8U1","CHD9","ENSG00000177200","1",606,3,"AF-Q3L8U1-F1-model_v4","Q3L8U1-F1",0.01,0.57,1,59.5010260282491
"2641","Q3L8U1","CHD9","ENSG00000177200","1",606,3,"AF-Q3L8U1-F5-model_v4","Q3L8U1-F5",0.094,0.805,3,70.0313209558497
"2642","Q3L8U1","CHD9","ENSG00000177200","1",606,3,"AF-Q3L8U1-F3-model_v4","Q3L8U1-F3",0.057,0.956,2,68.0344713521102
"2643","Q3L8U1","CHD9","ENSG00000177200","1",606,3,"AF-Q3L8U1-F9-model_v4","Q3L8U1-F9",0.12,0.06,0,56.8656086132988
"2644","Q3L8U1","CHD9","ENSG00000177200","1",606,3,"AF-Q3L8U1-F2-model_v4","Q3L8U1-F2",0.028,0.113,0,63.0909306440198
"2645","Q3L8U1","CHD9","ENSG00000177200","1",606,3,"AF-Q3L8U1-F8-model_v4","Q3L8U1-F8",0.222,0.234,0,59.3899195244627
"2646","Q3MIT2","PUS10","ENSG00000162927","1",10556,4,"AF-Q3MIT2-F1-model_v4","Q3MIT2-F1",0.049,0.085,0,88.6175731132075
"2647","Q3MJ13","WDR72","ENSG00000166415","1",134,2,"AF-Q3MJ13-F1-model_v4","Q3MJ13-F1",0.104,0.725,1,67.7078240258989
"2648","Q3SYG4","BBS9","ENSG00000122507","1",25315,6,"AF-Q3SYG4-F1-model_v4","Q3SYG4-F1",0.133,0.465,2,85.2414250896057
"2649","Q3T906","GNPTAB","ENSG00000111670","1",5917,3,"AF-Q3T906-F1-model_v4","Q3T906-F1",0.102,0.663,1,73.1249510531
