"","gene_id","avg_seg_mean"
"OR7E15P","OR7E15P",-0.01516
"OR7E161P","OR7E161P",-0.08628
"OR7E162P","OR7E162P",0.12528
"OR7E163P","OR7E163P",0.12528
"OR7E16P","OR7E16P",0.01815
"OR7E18P","OR7E18P",0.01815
"OR7E19P","OR7E19P",0.01815
"OR7E1P","OR7E1P",0.05751
"OR7E21P","OR7E21P",0.18215
"OR7E22P","OR7E22P",-0.00285
"OR7E23P","OR7E23P",0.02257
"OR7E24","OR7E24",0.01815
"OR7E25P","OR7E25P",0.01815
"OR7E26P","OR7E26P",0.16519
"OR7E28P","OR7E28P",0.06564
"OR7E29P","OR7E29P",0.21715
"OR7E2P","OR7E2P",0.06522
"OR7E31P","OR7E31P",-0.02153
"OR7E33P","OR7E33P",-0.04517
"OR7E35P","OR7E35P",0.07711
"OR7E36P","OR7E36P",-0.11079
"OR7E37P","OR7E37P",-0.11079
"OR7E38P","OR7E38P",0.07312
"OR7E39P","OR7E39P",-0.03299
"OR7E41P","OR7E41P",-0.14154
"OR7E43P","OR7E43P",0.10157
"OR7E46P","OR7E46P",0.07638
"OR7E47P","OR7E47P",0.01954
"OR7E4P","OR7E4P",0.07903
"OR7E53P","OR7E53P",0.21715
"OR7E55P","OR7E55P",-0.00285
"OR7E59P","OR7E59P",-0.03299
"OR7E5P","OR7E5P",0.00955
"OR7E62P","OR7E62P",0.07638
"OR7E66P","OR7E66P",-0.07676
"OR7E7P","OR7E7P",0.07312
"OR7E83P","OR7E83P",NA
"OR7E84P","OR7E84P",0.29152
"OR7E85BP","OR7E85BP",NA
"OR7E85P","OR7E85P",-0.00209000000000001
"OR7E86P","OR7E86P",0.29152
"OR7E87P","OR7E87P",0.07903
"OR7E89P","OR7E89P",0.06564
"OR7E8P","OR7E8P",-0.01516
"OR7E90P","OR7E90P",0.06564
"OR7E91P","OR7E91P",0.07638
"OR7E93P","OR7E93P",0.21715
"OR7E94P","OR7E94P",0.06703
"OR7E96P","OR7E96P",0.14109
"OR7E97P","OR7E97P",0.1615
"OR7E99P","OR7E99P",NA
"OR7G1","OR7G1",0.0239
"OR7G15P","OR7G15P",0.0239
"OR7G2","OR7G2",0.0239
"OR7G3","OR7G3",0.0239
"OR7H1P","OR7H1P",0.01815
"OR7H2P","OR7H2P",-0.20949
"OR7K1P","OR7K1P",-0.0731
"OR7L1P","OR7L1P",-0.01569
"OR7M1P","OR7M1P",NA
"OR8A1","OR8A1",-0.11023
"OR8A2P","OR8A2P",-0.11023
"OR8A3P","OR8A3P",-0.11023
"OR8B10P","OR8B10P",-0.11023
"OR8B12","OR8B12",-0.11023
"OR8B1P","OR8B1P",-0.11023
"OR8B2","OR8B2",-0.11023
"OR8B3","OR8B3",-0.11023
"OR8B4","OR8B4",-0.11023
"OR8B5P","OR8B5P",-0.11023
"OR8B6P","OR8B6P",-0.11023
"OR8B7P","OR8B7P",-0.11023
"OR8B8","OR8B8",-0.11023
"OR8B9P","OR8B9P",-0.11023
"OR8C1P","OR8C1P",-0.11023
"OR8D1","OR8D1",-0.11023
"OR8D2","OR8D2",-0.11023
"OR8D4","OR8D4",-0.10304
"OR8F1P","OR8F1P",-0.11023
"OR8G1","OR8G1",-0.11023
"OR8G2P","OR8G2P",-0.11023
"OR8G3P","OR8G3P",-0.11023
"OR8G5","OR8G5",-0.11023
"OR8G7P","OR8G7P",-0.11023
"OR8H1","OR8H1",0.0467928182038115
"OR8H2","OR8H2",0.00955
"OR8H3","OR8H3",0.00955
"OR8I1P","OR8I1P",0.04896
"OR8I2","OR8I2",0.00955
"OR8I4P","OR8I4P",0.00955
"OR8J1","OR8J1",0.04896
"OR8J2","OR8J2",0.04407
"OR8J3","OR8J3",0.04407
"OR8K1","OR8K1",0.04896
"OR8K2P","OR8K2P",0.04896
"OR8K3","OR8K3",0.04896
"OR8K4P","OR8K4P",0.04407
"OR8K5","OR8K5",0.04407
"OR8L1P","OR8L1P",0.04896
"OR8Q1P","OR8Q1P",-0.11023
"OR8R1P","OR8R1P",0.06482
"OR8S1","OR8S1",0.05528
"OR8S21P","OR8S21P",0.05645
"OR8T1P","OR8T1P",0.05645
"OR8U1","OR8U1",0.04896
"OR8U3","OR8U3",0.04896
"OR8V1P","OR8V1P",0.04407
"OR8X1P","OR8X1P",-0.11023
"OR9A1P","OR9A1P",0.22467
"OR9A2","OR9A2",0.22485
"OR9A3P","OR9A3P",0.22467
"OR9A4","OR9A4",0.22467
"OR9G1","OR9G1",0.04896
"OR9G2P","OR9G2P",0.04896
"OR9G3P","OR9G3P",0.04896
"OR9G4","OR9G4",0.04896
"OR9H1P","OR9H1P",NA
"OR9I1","OR9I1",0.0492
"OR9I2P","OR9I2P",0.0492
"OR9I3P","OR9I3P",0.0492
"OR9K1P","OR9K1P",0.04922
"OR9K2","OR9K2",0.04922
"OR9L1P","OR9L1P",0.0492
"OR9M1P","OR9M1P",0.00955
"OR9N1P","OR9N1P",0.22467
"OR9P1P","OR9P1P",0.22485
"OR9Q1","OR9Q1",0.0492
"OR9Q2","OR9Q2",0.0492
"OR9R1P","OR9R1P",0.04922
"OR9S24P","OR9S24P",-0.01832
"ORAI1","ORAI1",0.01707
"ORAI2","ORAI2",0.0867716241978892
"ORAI3","ORAI3",0.01619
"ORC1","ORC1",0.09749
"ORC1P1","ORC1P1",0.08491
"ORC2","ORC2",0.05621
"ORC3","ORC3",0.08633
"ORC4","ORC4",0.00868
"ORC5","ORC5",-0.04906
"ORC6","ORC6",0.04404
"ORM1","ORM1",0.19114
"ORM2","ORM2",-0.05819
"ORMDL1","ORMDL1",0.13989
"ORMDL2","ORMDL2",0.04006
"ORMDL3","ORMDL3",-0.20112
"OS9","OS9",0.03964
"OSBP","OSBP",0.04958
"OSBP2","OSBP2",-0.20283
"OSBPL10","OSBPL10",-0.00897288035439149
"OSBPL10-AS1","OSBPL10-AS1",-0.0290973131341072
"OSBPL11","OSBPL11",0.139873717046495
"OSBPL1A","OSBPL1A",0.0417174937334879
"OSBPL2","OSBPL2",0.18983
"OSBPL3","OSBPL3",-0.14709
"OSBPL5","OSBPL5",-0.13668
"OSBPL6","OSBPL6",0.0575613643436126
"OSBPL7","OSBPL7",-0.16319
"OSBPL8","OSBPL8",0.06725
"OSBPL9","OSBPL9",0.09751322876323
"OSBPL9P1","OSBPL9P1",-0.071
"OSBPL9P2","OSBPL9P2",0.02917
"OSBPL9P3","OSBPL9P3",0.02917
"OSBPL9P4","OSBPL9P4",0.09922
"OSBPL9P5","OSBPL9P5",0.09922
"OSCAR","OSCAR",-0.05396
"OSCP1","OSCP1",-0.0267835783928591
"OSER1","OSER1",0.21844
"OSER1-DT","OSER1-DT",0.21844
"OSGEP","OSGEP",-0.0523
"OSGEPL1","OSGEPL1",0.13989
"OSGEPL1-AS1","OSGEPL1-AS1",0.13989
"OSGIN1","OSGIN1",-0.214819270898356
"OSGIN2","OSGIN2",0.29467
"OSM","OSM",-0.20283
"OSMR","OSMR",0.0370573329285918
"OSMR-DT","OSMR-DT",0.0425075280538002
"OSR1","OSR1",0.02382
"OSR2","OSR2",0.39752
"OST4","OST4",0.03077
"OSTC","OSTC",-0.04669
"OSTCP1","OSTCP1",-0.14813
"OSTCP2","OSTCP2",-0.10115
"OSTCP3","OSTCP3",0.02358
"OSTCP4","OSTCP4",-0.05028
"OSTCP5","OSTCP5",0.09959
"OSTCP6","OSTCP6",0.09074
"OSTCP8","OSTCP8",0.03207
"OSTF1","OSTF1",-0.0789
"OSTF1P1","OSTF1P1",-0.07345
"OSTM1","OSTM1",0.0084
"OSTM1-AS1","OSTM1-AS1",0.0084
"OSTN","OSTN",0.30837
"OSTN-AS1","OSTN-AS1",0.30837
"OTC","OTC",0.08576
"OTOA","OTOA",0.03517
"OTOAP1","OTOAP1",0.0607498074151066
"OTOF","OTOF",0.03385
"OTOG","OTOG",-0.14325
"OTOGL","OTOGL",0.0668
"OTOL1","OTOL1",0.12267
"OTOP1","OTOP1",0.10157
"OTOP2","OTOP2",0.10706
"OTOP3","OTOP3",0.10706
"OTOR","OTOR",-0.02418
"OTOS","OTOS",-0.01832
"OTP","OTP",-0.23037
"OTUB1","OTUB1",0.0319940940651399
"OTUB2","OTUB2",0.04779
"OTUD1","OTUD1",0.14232
"OTUD3","OTUD3",0.02624
"OTUD4","OTUD4",0.04308
"OTUD4P1","OTUD4P1",0.15599
"OTUD5","OTUD5",0.21805
"OTUD6A","OTUD6A",-0.00531
"OTUD6B","OTUD6B",0.33463
"OTUD6B-AS1","OTUD6B-AS1",0.33463
"OTUD7A","OTUD7A",-0.0487221701957317
"OTUD7B","OTUD7B",0.11231
"OTULIN","OTULIN",0.21244
"OTULIN-DT","OTULIN-DT",0.21244
"OTULINL","OTULINL",0.21244
"OTX1","OTX1",0.07165
"OTX2","OTX2",-0.14326
"OTX2-AS1","OTX2-AS1",-0.14326
"OTX2P1","OTX2P1",-0.0789
"OTX2P2","OTX2P2",0.00868
"OVAAL","OVAAL",0.1675
"OVCA2","OVCA2",-0.16818
"OVCH1","OVCH1",0.09937
"OVCH1-AS1","OVCH1-AS1",0.09937
"OVCH2","OVCH2",-0.13017
"OVGP1","OVGP1",0.08805
"OVOL1","OVOL1",0.15211
"OVOL1-AS1","OVOL1-AS1",0.15211
"OVOL2","OVOL2",-0.02741
"OVOL3","OVOL3",0.02537
"OXA1L","OXA1L",-0.000819999999999998
"OXA1L-DT","OXA1L-DT",-0.000819999999999998
"OXCT1","OXCT1",0.02977
"OXCT1-AS1","OXCT1-AS1",0.02977
"OXCT2","OXCT2",-0.03826
"OXCT2P1","OXCT2P1",-0.05231
"OXER1","OXER1",0.04553
"OXGR1","OXGR1",-0.01985
"OXLD1","OXLD1",0.06941
"OXNAD1","OXNAD1",-0.03869
"OXR1","OXR1",0.240775364009494
"OXR1-AS1","OXR1-AS1",0.38344
"OXSM","OXSM",-0.04504
"OXSR1","OXSR1",-0.09171
"OXT","OXT",0.09507
"OXTR","OXTR",0.01243
"P2RX1","P2RX1",-0.16431
"P2RX2","P2RX2",NA
"P2RX3","P2RX3",0.04896
"P2RX4","P2RX4",-0.03094
"P2RX5","P2RX5",-0.16431
"P2RX5-TAX1BP3","P2RX5-TAX1BP3",-0.136238879971296
"P2RX6","P2RX6",-0.0238314489247885
"P2RX6P","P2RX6P",0.02917
"P2RX7","P2RX7",-0.03094
"P2RY1","P2RY1",0.11293
"P2RY10","P2RY10",-0.016
"P2RY10BP","P2RY10BP",-0.016
"P2RY11","P2RY11",0.01815
"P2RY12","P2RY12",0.08552
"P2RY13","P2RY13",0.08552
"P2RY14","P2RY14",0.08552
"P2RY2","P2RY2",0.06482
"P2RY4","P2RY4",-0.00531
"P2RY6","P2RY6",0.06482
"P2RY8","P2RY8",NA
"P3H1","P3H1",0.05481
"P3H2","P3H2",0.242384331297296
"P3H2-AS1","P3H2-AS1",0.30029
"P3H3","P3H3",0.07802
"P3H4","P3H4",-0.1981
"P3R3URF","P3R3URF",0.10703
"P3R3URF-PIK3R3","P3R3URF-PIK3R3",0.10703
"P4HA1","P4HA1",0.0846795853551069
"P4HA2","P4HA2",-0.02392
"P4HA2-AS1","P4HA2-AS1",-0.02392
"P4HA3","P4HA3",0.0614926726477342
"P4HA3-AS1","P4HA3-AS1",0.0736706779587887
"P4HB","P4HB",0.06941
"P4HTM","P4HTM",0.0055
"PA2G4","PA2G4",0.04006
"PA2G4P1","PA2G4P1",-0.02083
"PA2G4P2","PA2G4P2",0.0374
"PA2G4P3","PA2G4P3",0.05308
"PA2G4P4","PA2G4P4",0.11548
"PA2G4P5","PA2G4P5",0.05992
"PA2G4P6","PA2G4P6",-0.00954
"PAAF1","PAAF1",0.06482
"PABIR1","PABIR1",-0.07979
"PABIR2","PABIR2",-0.01849
"PABIR3","PABIR3",-0.01849
"PABPC1","PABPC1",0.37387
"PABPC1L","PABPC1L",0.22142
"PABPC1L2A","PABPC1L2A",-0.00531
"PABPC1L2B","PABPC1L2B",-0.00531
"PABPC1L2B-AS1","PABPC1L2B-AS1",-0.00531
"PABPC1P1","PABPC1P1",-0.04517
"PABPC1P10","PABPC1P10",0.11048
"PABPC1P11","PABPC1P11",-0.10102
"PABPC1P12","PABPC1P12",0.06806
"PABPC1P13","PABPC1P13",0.01686
"PABPC1P2","PABPC1P2",0.00868
"PABPC1P3","PABPC1P3",0.05373
"PABPC1P4","PABPC1P4",0.10189
"PABPC1P5","PABPC1P5",NA
"PABPC1P6","PABPC1P6",0.12409
"PABPC1P7","PABPC1P7",-0.09036
"PABPC1P8","PABPC1P8",0.04109
"PABPC1P9","PABPC1P9",NA
"PABPC3","PABPC3",-0.11256
"PABPC4","PABPC4",-0.0205
"PABPC4-AS1","PABPC4-AS1",-0.0205
"PABPC4L","PABPC4L",-0.01322
"PABPC5","PABPC5",-0.01958
"PABPC5-AS1","PABPC5-AS1",-0.01958
"PABPN1","PABPN1",-0.0582
"PABPN1L","PABPN1L",-0.11464
"PABPN1P1","PABPN1P1",-0.00531
"PABPN1P2","PABPN1P2",0.02202
"PACC1","PACC1",0.00931
"PACERR","PACERR",0.25437
"PACRG","PACRG",-0.142522167148985
"PACRG-AS1","PACRG-AS1",-0.15997
"PACRG-AS2","PACRG-AS2",-0.17421
"PACRG-AS3","PACRG-AS3",-0.16174
"PACRGL","PACRGL",-0.0707
"PACS1","PACS1",0.02912
"PACS2","PACS2",0.1001
"PACSIN1","PACSIN1",0.09151
"PACSIN2","PACSIN2",-0.116181469647195
"PACSIN3","PACSIN3",-0.04237
"PADI1","PADI1",-0.0763711825503356
"PADI2","PADI2",-0.09174
"PADI3","PADI3",-0.0714684682695888
"PADI4","PADI4",-0.09281
"PADI6","PADI6",-0.09281
"PAEP","PAEP",-0.07317
"PAEPP1","PAEPP1",-0.07317
"PAF1","PAF1",-0.02953
"PAFAH1B1","PAFAH1B1",-0.16086
"PAFAH1B1P1","PAFAH1B1P1",0.16327
"PAFAH1B1P2","PAFAH1B1P2",0.08642
"PAFAH1B2","PAFAH1B2",0.01454
"PAFAH1B2P1","PAFAH1B2P1",0.21202
"PAFAH1B2P2","PAFAH1B2P2",0.08421
"PAFAH1B3","PAFAH1B3",-0.10898
"PAFAH2","PAFAH2",-0.10071
"PAG1","PAG1",0.27716
"PAGE1","PAGE1",0.16766
"PAGE2","PAGE2",0.08063
"PAGE2B","PAGE2B",0.08063
"PAGE3","PAGE3",0.08063
"PAGE4","PAGE4",0.16766
"PAGE5","PAGE5",0.08063
"PAGR1","PAGR1",0.11372
"PAH","PAH",0.03972
"PAICS","PAICS",0.08774
"PAICSP1","PAICSP1",0.02831
"PAICSP2","PAICSP2",-0.03985
"PAICSP3","PAICSP3",0.108
"PAICSP4","PAICSP4",-0.04789
"PAICSP5","PAICSP5",0.21332
"PAICSP6","PAICSP6",0.25206
"PAICSP7","PAICSP7",-0.0164
"PAIP1","PAIP1",0.04534
"PAIP1P1","PAIP1P1",0.01357
"PAIP1P2","PAIP1P2",-0.1655
"PAIP2","PAIP2",-0.02345
"PAIP2B","PAIP2B",0.07638
"PAK1","PAK1",0.0668416442749857
"PAK1IP1","PAK1IP1",0.17987
"PAK2","PAK2",0.38641
"PAK3","PAK3",-0.01965
"PAK4","PAK4",-0.01032
"PAK5","PAK5",0.00226
"PAK6","PAK6",-0.03236
"PAK6-AS1","PAK6-AS1",-0.03236
"PALB2","PALB2",0.01138
"PALD1","PALD1",0.10102
"PALLD","PALLD",-0.19941
"PALLD-AS1","PALLD-AS1",-0.19941
"PALM","PALM",-0.21276
"PALM2AKAP2","PALM2AKAP2",-0.00497
"PALM3","PALM3",0.02443
"PALMD","PALMD",0.00534
"PALS1","PALS1",-0.09406
"PALS2","PALS2",-0.126353462718837
"PAM","PAM",-0.177709277211037
"PAM16","PAM16",-0.02905
"PAMR1","PAMR1",-0.04656
"PAN2","PAN2",0.04006
"PAN3","PAN3",-0.03622
"PAN3-AS1","PAN3-AS1",-0.03622
"PANCR","PANCR",-0.05419
"PANDAR","PANDAR",0.11476
"PANK1","PANK1",0.0753340950182135
"PANK1-AS1","PANK1-AS1",0.0790379229086325
"PANK2","PANK2",0.16391
"PANK2-AS1","PANK2-AS1",0.22193
"PANK3","PANK3",0.04771
"PANK4","PANK4",NA
"PANO1","PANO1",-0.13245
"PANTR1","PANTR1",0.09257
"PANX1","PANX1",0.1068
"PANX2","PANX2",NA
"PANX3","PANX3",-0.11023
"PAOX","PAOX",0.01193
"PAPLN","PAPLN",0.04585
"PAPLN-AS1","PAPLN-AS1",0.04585
"PAPOLA","PAPOLA",0.04602
"PAPOLA-DT","PAPOLA-DT",0.04602
"PAPOLB","PAPOLB",-0.12052
"PAPOLG","PAPOLG",0.07165
"PAPPA","PAPPA",-0.0818949680026221
"PAPPA-AS1","PAPPA-AS1",-0.07878
"PAPPA-AS2","PAPPA-AS2",-0.07878
"PAPPA2","PAPPA2",0.146365322307369
"PAPSS1","PAPSS1",-0.05122
"PAPSS2","PAPSS2",0.0720899460727533
"PAQR3","PAQR3",0.08122
"PAQR4","PAQR4",-0.09182
"PAQR5","PAQR5",-0.06499
"PAQR5-DT","PAQR5-DT",-0.06499
"PAQR6","PAQR6",0.15907
"PAQR7","PAQR7",-0.10071
"PAQR8","PAQR8",0.102458335108706
"PAQR9","PAQR9",0.0852
"PAQR9-AS1","PAQR9-AS1",0.0852
"PARAL1","PARAL1",0.00226
"PARD3","PARD3",0.0698452833568529
"PARD3-DT","PARD3-DT",0.16135
"PARD3B","PARD3B",-0.09017
"PARD6A","PARD6A",-0.25621
"PARD6B","PARD6B",0.25468
"PARD6BP1","PARD6BP1",-0.01794
"PARD6G","PARD6G",NA
"PARD6G-AS1","PARD6G-AS1",NA
"PARG","PARG",0.08728
"PARGP1","PARGP1",-0.09501
"PARK7","PARK7",-0.08333
"PARK7P1","PARK7P1",0.05528
"PARK7P2","PARK7P2",-0.01186
"PARL","PARL",0.261580847886306
"PARM1","PARM1",0.0801
"PARM1-AS1","PARM1-AS1",0.0801
"PARN","PARN",-0.00302
"PARP1","PARP1",0.00639
"PARP10","PARP10",0.40276
"PARP11","PARP11",0.076170463764031
"PARP11-AS1","PARP11-AS1",0.08439
"PARP12","PARP12",0.22297
"PARP14","PARP14",0.14585
"PARP15","PARP15",0.14585
"PARP16","PARP16",-0.08421
"PARP1P1","PARP1P1",-0.0634
"PARP1P2","PARP1P2",-0.14124
"PARP2","PARP2",-0.0523
"PARP3","PARP3",-0.05831
"PARP4","PARP4",-0.108943271091668
"PARP4P1","PARP4P1",NA
"PARP4P2","PARP4P2",-0.101990787332739
"PARP4P3","PARP4P3",NA
"PARP6","PARP6",-0.0642
"PARP8","PARP8",-0.0778262274240002
"PARP9","PARP9",0.14585
"PARPBP","PARPBP",0.04392
"PARS2","PARS2",0.1981
"PART1","PART1",-0.15678
"PARTICL","PARTICL",0.10458
"PARVA","PARVA",-0.06792
"PARVB","PARVB",-0.118109356086933
"PARVG","PARVG",-0.1387
"PASD1","PASD1",-0.04153
"PASK","PASK",-0.00901
"PATE1","PATE1",-0.17833
"PATE2","PATE2",-0.17833
"PATE3","PATE3",-0.17833
"PATE4","PATE4",-0.17833
"PATJ","PATJ",0.0944089130873191
"PATJ-DT","PATJ-DT",0.09763
"PATL1","PATL1",0.04958
"PATL1-DT","PATL1-DT",0.04958
"PATL2","PATL2",-0.09599
"PATZ1","PATZ1",-0.20116
"PAUPAR","PAUPAR",-0.05145
"PAWR","PAWR",0.0607705311839366
"PAWRP1","PAWRP1",0.08759
"PAX1","PAX1",0.03436
"PAX2","PAX2",0.14517
"PAX3","PAX3",0.0224
"PAX4","PAX4",0.13703
"PAX5","PAX5",0.00863632412307441
"PAX6","PAX6",-0.05145
"PAX7","PAX7",-0.02752
"PAX8","PAX8",0.03987
"PAX8-AS1","PAX8-AS1",0.03987
"PAX9","PAX9",-0.0685
"PAXBP1","PAXBP1",0.05008
"PAXBP1-AS1","PAXBP1-AS1",0.05008
"PAXBP1P1","PAXBP1P1",0.17792
"PAXIP1","PAXIP1",0.21497
"PAXIP1-AS2","PAXIP1-AS2",0.21497
"PAXIP1-DT","PAXIP1-DT",0.21497
"PAXX","PAXX",-0.04401
"PBDC1","PBDC1",-0.016
"PBK","PBK",-0.03974
"PBLD","PBLD",0.09398
"PBOV1","PBOV1",-0.11495
"PBRM1","PBRM1",-0.05831
"PBX1","PBX1",0.12024
"PBX1-AS1","PBX1-AS1",0.12024
"PBX2","PBX2",NA
"PBX2P1","PBX2P1",0.08021
"PBX3","PBX3",-0.06358
"PBX3-DT","PBX3-DT",-0.06358
"PBX4","PBX4",0.094357447828129
"PBXIP1","PBXIP1",0.17139
"PC","PC",0.02912
"PCA3","PCA3",-0.0789
"PCARE","PCARE",0.07035
"PCAT1","PCAT1",0.425043610515366
"PCAT14","PCAT14",-0.07087
"PCAT18","PCAT18",0.04486
"PCAT19","PCAT19",-0.10848
"PCAT4","PCAT4",0.06703
"PCAT5","PCAT5",0.08895
"PCAT6","PCAT6",0.16337
"PCAT7","PCAT7",-0.00841
"PCBD1","PCBD1",0.09617
"PCBD2","PCBD2",-0.10994
"PCBP1","PCBP1",0.07576
"PCBP1-AS1","PCBP1-AS1",0.0659080036795076
"PCBP2","PCBP2",0.01201
"PCBP2-OT1","PCBP2-OT1",0.01201
"PCBP2P1","PCBP2P1",0.0212
"PCBP2P2","PCBP2P2",0.21385
"PCBP2P3","PCBP2P3",-0.19997
"PCBP3","PCBP3",-0.0149218435811273
"PCBP3-AS1","PCBP3-AS1",-0.02455
"PCBP4","PCBP4",-0.05831
"PCCA","PCCA",-0.05857
"PCCA-AS1","PCCA-AS1",-0.05857
"PCCA-DT","PCCA-DT",-0.05857
"PCCB","PCCB",0.134938031160195
"PCDH1","PCDH1",0.02235
"PCDH10","PCDH10",0.01242
"PCDH10-DT","PCDH10-DT",0.01242
"PCDH11X","PCDH11X",-0.01746
"PCDH11Y","PCDH11Y",NA
"PCDH12","PCDH12",0.00873
"PCDH15","PCDH15",0.00566005124508972
"PCDH17","PCDH17",-0.103881290467038
"PCDH18","PCDH18",0.01709
"PCDH19","PCDH19",-0.01879
"PCDH20","PCDH20",-0.09195
"PCDH7","PCDH7",-0.08189
"PCDH8","PCDH8",-0.09195
"PCDH8P1","PCDH8P1",-0.11838
"PCDH9","PCDH9",-0.0532979944449605
"PCDH9-AS1","PCDH9-AS1",-0.04555
"PCDH9-AS2","PCDH9-AS2",-0.04566
"PCDH9-AS3","PCDH9-AS3",-0.04566
"PCDH9-AS4","PCDH9-AS4",-0.04566
"PCDHA1","PCDHA1",0.0331842002402839
"PCDHA10","PCDHA10",0.0370198714606603
"PCDHA11","PCDHA11",0.0370198714606603
"PCDHA12","PCDHA12",0.01941
"PCDHA13","PCDHA13",0.01941
"PCDHA14","PCDHA14",0.1291
"PCDHA2","PCDHA2",0.0370198714606603
"PCDHA3","PCDHA3",0.0370198714606603
"PCDHA4","PCDHA4",0.0370198714606603
"PCDHA5","PCDHA5",0.0370198714606603
"PCDHA6","PCDHA6",0.0370198714606603
"PCDHA7","PCDHA7",0.0370198714606603
"PCDHA8","PCDHA8",0.0370198714606603
"PCDHA9","PCDHA9",0.0370198714606603
"PCDHAC1","PCDHAC1",0.01941
"PCDHAC2","PCDHAC2",0.01941
"PCDHB1","PCDHB1",0.01941
"PCDHB1-AS1","PCDHB1-AS1",0.01941
"PCDHB10","PCDHB10",0.07184
"PCDHB11","PCDHB11",0.07184
"PCDHB12","PCDHB12",0.07184
"PCDHB13","PCDHB13",0.07184
"PCDHB14","PCDHB14",0.07184
"PCDHB15","PCDHB15",0.07184
"PCDHB16","PCDHB16",0.07184
"PCDHB17P","PCDHB17P",0.07184
"PCDHB18P","PCDHB18P",0.07184
"PCDHB19P","PCDHB19P",0.07184
"PCDHB2","PCDHB2",0.09284
"PCDHB3","PCDHB3",0.09284
"PCDHB4","PCDHB4",0.07184
"PCDHB5","PCDHB5",0.07184
"PCDHB6","PCDHB6",0.07184
"PCDHB7","PCDHB7",0.07184
"PCDHB8","PCDHB8",0.07184
"PCDHB9","PCDHB9",0.07184
"PCDHGA1","PCDHGA1",0.0280459793814433
"PCDHGA10","PCDHGA10",0.0280459793814433
"PCDHGA11","PCDHGA11",0.0280459793814433
"PCDHGA12","PCDHGA12",0.0280459793814433
"PCDHGA2","PCDHGA2",0.0280459793814433
"PCDHGA3","PCDHGA3",0.0280459793814433
"PCDHGA4","PCDHGA4",0.0280459793814433
"PCDHGA5","PCDHGA5",0.0280459793814433
"PCDHGA6","PCDHGA6",0.0280459793814433
"PCDHGA7","PCDHGA7",0.0280459793814433
"PCDHGA8","PCDHGA8",0.0280459793814433
"PCDHGA9","PCDHGA9",0.0280459793814433
"PCDHGB1","PCDHGB1",0.0280459793814433
"PCDHGB2","PCDHGB2",0.0280459793814433
"PCDHGB3","PCDHGB3",0.0280459793814433
"PCDHGB4","PCDHGB4",0.0280459793814433
"PCDHGB5","PCDHGB5",0.0280459793814433
"PCDHGB6","PCDHGB6",0.0280459793814433
"PCDHGB7","PCDHGB7",0.0280459793814433
"PCDHGB8P","PCDHGB8P",0.05999
"PCDHGB9P","PCDHGB9P",0.05999
"PCDHGC3","PCDHGC3",0.01884
"PCDHGC4","PCDHGC4",0.01884
"PCDHGC5","PCDHGC5",0.01884
"PCED1A","PCED1A",0.09507
"PCED1B","PCED1B",0.0515
"PCED1B-AS1","PCED1B-AS1",0.0515
"PCED1CP","PCED1CP",-0.09451
"PCF11","PCF11",0.06165
"PCF11-AS1","PCF11-AS1",0.06165
"PCGEM1","PCGEM1",0.13141
"PCGF1","PCGF1",0.08087
"PCGF2","PCGF2",-0.20337
"PCGF3","PCGF3",NA
"PCGF3-AS1","PCGF3-AS1",NA
"PCGF5","PCGF5",0.0805046604908989
"PCGF6","PCGF6",0.0465919541665167
"PCGF7P","PCGF7P",NA
"PCID2","PCID2",-0.04965
"PCIF1","PCIF1",0.21515
"PCK1","PCK1",0.23516
"PCK2","PCK2",-0.04966
"PCLAF","PCLAF",-0.09552
"PCLO","PCLO",0.105767327978541
"PCM1","PCM1",-0.04726
"PCMT1","PCMT1",-0.06892
"PCMTD1","PCMTD1",0.12628
"PCMTD1-DT","PCMTD1-DT",0.12628
"PCMTD1P1","PCMTD1P1",NA
"PCMTD1P2","PCMTD1P2",0.01326
"PCMTD1P3","PCMTD1P3",-0.08055
"PCMTD1P7","PCMTD1P7",NA
"PCMTD2","PCMTD2",NA
"PCNA","PCNA",0.09618
"PCNAP1","PCNAP1",-0.06751
"PCNAP3","PCNAP3",0.17123
"PCNAP4","PCNAP4",-0.10086
"PCNP","PCNP",0.07334
"PCNPP1","PCNPP1",-0.05164
"PCNPP2","PCNPP2",-0.00954
"PCNPP3","PCNPP3",0.10189
"PCNPP4","PCNPP4",-0.016
"PCNPP5","PCNPP5",-0.11013
"PCNT","PCNT",NA
"PCNX1","PCNX1",0.04585
"PCNX2","PCNX2",0.04463
"PCNX3","PCNX3",0.15211
"PCNX4","PCNX4",-0.14326
"PCNX4-DT","PCNX4-DT",-0.14326
"PCOLCE","PCOLCE",0.07244
"PCOLCE-AS1","PCOLCE-AS1",0.07244
"PCOLCE2","PCOLCE2",0.0852
"PCOTH","PCOTH",-0.02061
"PCP2","PCP2",-0.08233
"PCP4","PCP4",0.00182516085500019
"PCP4L1","PCP4L1",0.14551
"PCSEAT","PCSEAT",0.01639
"PCSK1","PCSK1",-0.20105
"PCSK1N","PCSK1N",0.21805
"PCSK2","PCSK2",-0.0262983992306878
"PCSK4","PCSK4",-0.23122
"PCSK5","PCSK5",-0.0789
"PCSK6","PCSK6",0.105943454596171
"PCSK6-AS1","PCSK6-AS1",0.1001
"PCSK7","PCSK7",0.01454
"PCSK9","PCSK9",0.08177
