Gene,Essential CEG
YNL259C,Non-essential
YIL160C,Non-essential
YKL029C,Non-essential
YCL055W,Non-essential
YGL080W,Non-essential
YDR487C,Essential
YER136W,Essential
YKR071C,Essential
YGL066W,Non-essential
YFR053C,Non-essential
YKR105C,Non-essential
YIL020C,Non-essential
YCR044C,Non-essential
YDR216W,Non-essential
YLR014C,Non-essential
YGL128C,Essential
YGR067C,Non-essential
YLR253W,Non-essential
YML116W,Non-essential
YMR100W,Non-essential
YGL093W,Essential
YLR389C,Non-essential
YNL111C,Non-essential
YMR177W,Non-essential
YDR379C-A,Non-essential
YMR200W,Essential
YNL024C,Non-essential
YLR303W,Non-essential
YOR291W,Non-essential
YDL028C,Essential
YNL154C,Non-essential
YOR297C,Non-essential
YMR262W,Non-essential
YDR507C,Non-essential
YER068W,Non-essential
YGR256W,Non-essential
YML017W,Non-essential
YMR233W,Non-essential
YMR263W,Non-essential
YDR331W,Essential
YIL145C,Non-essential
YLR248W,Non-essential
YER081W,Non-essential
YJR148W,Non-essential
YMR017W,Non-essential
YGR277C,Essential
YCL033C,Non-essential
YLR263W,Non-essential
YDL123W,Non-essential
YOL071W,Non-essential
YOR375C,Non-essential
YPR040W,Non-essential
YDL015C,Essential
YMR145C,Non-essential
YJL076W,Essential
YDR363W-A,Non-essential
YKL077W,Non-essential
YJL151C,Non-essential
YJR112W,Essential
YGL253W,Non-essential
YDR470C,Non-essential
YKR016W,Non-essential
YBR290W,Non-essential
YIL005W,Non-essential
YNL323W,Non-essential
YML104C,Non-essential
YCR036W,Non-essential
YCL039W,Non-essential
YLR052W,Non-essential
YLR385C,Non-essential
YPL246C,Non-essential
YNL210W,Non-essential
YBR022W,Non-essential
YBR024W,Non-essential
YDR227W,Non-essential
YBR298C,Non-essential
YDR164C,Essential
YDR316W,Non-essential
YDL194W,Non-essential
YNL183C,Non-essential
YLR131C,Non-essential
YMR084W,Non-essential
YPL096W,Non-essential
YMR294W,Non-essential
YDR359C,Non-essential
YNL009W,Non-essential
YBL078C,Non-essential
YHR072W,Essential
YKL120W,Non-essential
YDR518W,Non-essential
YOR208W,Non-essential
YGR030C,Essential
YNL201C,Non-essential
YIL110W,Non-essential
YOL060C,Non-essential
YNL164C,Non-essential
YOR093C,Non-essential
YKR101W,Non-essential
YNL316C,Non-essential
YER055C,Non-essential
Q0275,Non-essential
YLR260W,Non-essential
YJL047C,Non-essential
YDR113C,Essential
YOL088C,Non-essential
YLR265C,Non-essential
YGL101W,Non-essential
YDL220C,Essential
YKL079W,Non-essential
YER069W,Non-essential
YDR110W,Non-essential
YKL179C,Non-essential
YIL004C,Essential
YEL054C,Non-essential
YJL097W,Essential
YDR288W,Essential
YIR025W,Non-essential
YER030W,Non-essential
YAL044W-A,Non-essential
YMR264W,Non-essential
YMR154C,Non-essential
YLR072W,Non-essential
YJL106W,Non-essential
YPR155C,Non-essential
YAR035W,Non-essential
YKL182W,Essential
YLR354C,Non-essential
YBR102C,Essential
YLR377C,Non-essential
YNL249C,Non-essential
YMR282C,Non-essential
YDR291W,Non-essential
YML058W,Non-essential
YJR067C,Essential
YPR145W,Non-essential
YHR183W,Non-essential
YLR218C,Non-essential
YDR182W,Essential
YGL209W,Non-essential
YDR115W,Non-essential
YNR050C,Non-essential
YLR068W,Non-essential
YBR261C,Non-essential
YGL220W,Non-essential
YDR425W,Non-essential
YNL277W,Non-essential
YIL090W,Non-essential
YLR209C,Non-essential
YNL199C,Non-essential
YBR281C,Non-essential
YOR180C,Non-essential
YGR167W,Non-essential
YDL013W,Non-essential
YKL085W,Non-essential
YHL002W,Non-essential
YDR025W,Non-essential
YKL020C,Non-essential
YHR204W,Non-essential
YOR211C,Non-essential
YPL268W,Non-essential
YNR022C,Non-essential
YAL054C,Non-essential
YDR027C,Non-essential
YAL062W,Non-essential
YFL034W,Non-essential
YMR064W,Non-essential
YDL022W,Non-essential
YJR110W,Non-essential
YMR018W,Non-essential
YLR166C,Essential
YMR139W,Non-essential
YER015W,Non-essential
YPL150W,Non-essential
YDR184C,Non-essential
YMR255W,Non-essential
YBR041W,Non-essential
Q0250,Non-essential
YPL005W,Non-essential
YGR207C,Non-essential
YGR217W,Non-essential
YAL046C,Non-essential
YAL048C,Non-essential
YNL157W,Non-essential
YNL129W,Non-essential
YER028C,Non-essential
YLR095C,Non-essential
YPL269W,Non-essential
YMR162C,Non-essential
YGR080W,Non-essential
YML082W,Non-essential
YKL110C,Non-essential
YHR108W,Non-essential
YOR054C,Non-essential
YLR176C,Non-essential
YKL039W,Non-essential
YLR246W,Non-essential
YDR516C,Non-essential
YDR256C,Non-essential
YIL009C-A,Non-essential
YJR090C,Non-essential
YPR095C,Non-essential
YOR037W,Non-essential
YDR456W,Non-essential
YER142C,Non-essential
YJL003W,Non-essential
YML038C,Non-essential
YGR096W,Non-essential
YPR179C,Non-essential
YMR132C,Non-essential
YOR359W,Non-essential
YDR202C,Non-essential
YNR009W,Non-essential
YLL050C,Essential
YML113W,Non-essential
YIL042C,Non-essential
YBR291C,Non-essential
YNR019W,Non-essential
YKL108W,Essential
YCL037C,Non-essential
YPL218W,Essential
YNL138W,Non-essential
YOR296W,Non-essential
YNL339C,Non-essential
YDR185C,Non-essential
YLR459W,Essential
YDR016C,Essential
YOR357C,Non-essential
YLR258W,Non-essential
YHR012W,Non-essential
YGL151W,Non-essential
YML121W,Non-essential
YPL181W,Non-essential
YOR032C,Non-essential
YKR088C,Non-essential
YNR021W,Non-essential
YOR022C,Non-essential
YMR036C,Non-essential
YDR320C-A,Essential
YBR288C,Non-essential
YPR167C,Non-essential
YML126C,Essential
YDL238C,Non-essential
YDR178W,Non-essential
YLR099W-A,Essential
YIL047C,Non-essential
YDR439W,Non-essential
YNL281W,Non-essential
YOL064C,Non-essential
YPL188W,Non-essential
YER147C,Essential
YKL052C,Essential
YKL207W,Non-essential
YPR085C,Essential
YHL020C,Non-essential
YPR117W,Non-essential
YKR089C,Non-essential
YPL002C,Non-essential
YJR053W,Non-essential
YBR214W,Non-essential
YER057C,Non-essential
YDR257C,Non-essential
YKR009C,Non-essential
YNL180C,Non-essential
YHL025W,Non-essential
YJR141W,Essential
YDR007W,Non-essential
YOR132W,Non-essential
YLR126C,Non-essential
YKR043C,Non-essential
YDR146C,Non-essential
YGL035C,Non-essential
YGR026W,Non-essential
YGL252C,Non-essential
YCR015C,Non-essential
YPR013C,Non-essential
YJR082C,Non-essential
YCL045C,Non-essential
YDR338C,Non-essential
YDR451C,Non-essential
YPL111W,Non-essential
YDR533C,Non-essential
YIR011C,Essential
YOR283W,Non-essential
YOL008W,Non-essential
YCR088W,Non-essential
YDR459C,Non-essential
YDR005C,Non-essential
YJR127C,Non-essential
YFL030W,Non-essential
YKR070W,Non-essential
YLR453C,Non-essential
YGL027C,Non-essential
YOL076W,Non-essential
YGL050W,Non-essential
YLR134W,Non-essential
YMR022W,Non-essential
YOR189W,Non-essential
YLR183C,Non-essential
YOR356W,Non-essential
YEL041W,Non-essential
YAL034W-A,Essential
YDR145W,Essential
YPL180W,Non-essential
YOR305W,Non-essential
YKL141W,Essential
YDR523C,Non-essential
YNR008W,Non-essential
YGL254W,Non-essential
YGR084C,Non-essential
YEL052W,Non-essential
YDL115C,Non-essential
YOR147W,Non-essential
YDR300C,Non-essential
YJL099W,Non-essential
YNL100W,Non-essential
YNL215W,Non-essential
YGR058W,Non-essential
YLR285W,Non-essential
YMR119W,Non-essential
YML129C,Non-essential
YIL124W,Non-essential
YLR179C,Non-essential
YGL154C,Non-essential
YGR001C,Non-essential
YNL149C,Essential
YKL011C,Non-essential
YDR009W,Non-essential
YDR067C,Non-essential
YLR206W,Non-essential
YPL023C,Non-essential
YNL280C,Non-essential
YOR114W,Non-essential
YCL064C,Non-essential
YEL066W,Non-essential
YBR253W,Essential
YGR104C,Non-essential
YGL098W,Essential
YPL075W,Non-essential
YPL065W,Non-essential
YOR083W,Non-essential
YPR165W,Essential
YDR358W,Non-essential
YER045C,Non-essential
YMR044W,Non-essential
YBR026C,Non-essential
YOR073W,Non-essential
YKL023W,Non-essential
YGL180W,Non-essential
YNL223W,Non-essential
YFR013W,Non-essential
YHR083W,Essential
YLR438W,Non-essential
YHR094C,Non-essential
YDR410C,Non-essential
YGR209C,Non-essential
YLR043C,Non-essential
YGL062W,Non-essential
YML111W,Non-essential
YDL138W,Non-essential
YNL071W,Non-essential
YOR086C,Non-essential
YLR109W,Non-essential
YBR171W,Non-essential
YOR344C,Non-essential
YDL052C,Non-essential
YDR233C,Non-essential
YHR113W,Non-essential
YEL012W,Non-essential
YFL041W,Non-essential
YLR262C,Non-essential
YOR350C,Non-essential
YJR105W,Non-essential
YNL103W,Essential
YKL218C,Non-essential
YMR010W,Non-essential
YLL032C,Non-essential
YPL271W,Non-essential
YMR168C,Essential
YGR088W,Non-essential
YOR181W,Essential
YJL133W,Non-essential
YHL006C,Non-essential
YOL018C,Non-essential
YPL059W,Non-essential
YDR142C,Non-essential
YJL056C,Non-essential
YKR072C,Non-essential
YBR049C,Essential
YDR345C,Non-essential
YBR176W,Non-essential
YNL127W,Non-essential
YPL060W,Non-essential
YNR027W,Non-essential
YMR140W,Non-essential
YMR101C,Non-essential
YNL083W,Non-essential
YJR080C,Non-essential
YJL131C,Non-essential
YNL121C,Non-essential
YBR072W,Non-essential
YER161C,Non-essential
YMR042W,Non-essential
YDR493W,Non-essential
YGR234W,Non-essential
YDR346C,Non-essential
YLR403W,Non-essential
YOR360C,Non-essential
YBL102W,Non-essential
YOR148C,Essential
YIR036C,Non-essential
YIL111W,Non-essential
YML108W,Non-essential
YGL179C,Non-essential
YBR172C,Non-essential
YMR199W,Non-essential
YDR511W,Non-essential
YJL031C,Essential
YOR136W,Non-essential
YLL029W,Non-essential
YOR100C,Non-essential
YML011C,Non-essential
YPR049C,Non-essential
YDR479C,Non-essential
YNR034W,Non-essential
YCL030C,Non-essential
YBL086C,Non-essential
YLR417W,Non-essential
YHL007C,Non-essential
YEL064C,Non-essential
YNL038W,Essential
YNL116W,Non-essential
YNL044W,Non-essential
YDR437W,Essential
YDR478W,Essential
YKL101W,Non-essential
YDR255C,Non-essential
YGR100W,Non-essential
YPR010C-A,Non-essential
YKL050C,Non-essential
YIR038C,Non-essential
YMR172W,Non-essential
YOL129W,Non-essential
Q0045,Non-essential
YKL008C,Non-essential
YML067C,Non-essential
YLR087C,Non-essential
YLL048C,Non-essential
YKR098C,Non-essential
YPL252C,Essential
YJL134W,Non-essential
YGL162W,Non-essential
YIL084C,Non-essential
YBR168W,Non-essential
YKL214C,Non-essential
YOR320C,Non-essential
YPL244C,Non-essential
YDR156W,Non-essential
YKR053C,Non-essential
YDR270W,Non-essential
YLR429W,Non-essential
YPR128C,Non-essential
YFR027W,Essential
YNL219C,Non-essential
YOR106W,Non-essential
YCL061C,Non-essential
YHR046C,Non-essential
YMR209C,Non-essential
YLR290C,Non-essential
YMR062C,Non-essential
YPL192C,Non-essential
YLL038C,Non-essential
YJL105W,Non-essential
YER182W,Non-essential
YPL203W,Non-essential
YDL226C,Non-essential
YCR020C-A,Non-essential
YER153C,Non-essential
YDR063W,Non-essential
YIR035C,Non-essential
YJR111C,Non-essential
YMR198W,Non-essential
YKR019C,Non-essential
YPR105C,Essential
YKL089W,Essential
YMR115W,Non-essential
YNL257C,Non-essential
YKL015W,Non-essential
YGR046W,Essential
YGL075C,Essential
YOL055C,Non-essential
YIL062C,Essential
YLR191W,Non-essential
YJL062W-A,Non-essential
YOL063C,Non-essential
YIL048W,Essential
YLR456W,Non-essential
YMR311C,Non-essential
YJR133W,Non-essential
YLR292C,Non-essential
YKR031C,Non-essential
YMR114C,Non-essential
YHR039C,Non-essential
YGR029W,Essential
YGR134W,Non-essential
YOR175C,Non-essential
YDR240C,Essential
YMR025W,Non-essential
YEL038W,Non-essential
YJL172W,Non-essential
YNL045W,Non-essential
YGL131C,Non-essential
YPL242C,Essential
YML030W,Non-essential
YBR044C,Non-essential
YDL090C,Non-essential
YPL134C,Non-essential
YHR118C,Essential
YDR141C,Essential
YGL107C,Non-essential
YPL214C,Non-essential
YMR029C,Non-essential
YHR102W,Essential
YHL010C,Non-essential
YIL036W,Non-essential
YKR083C,Essential
YER144C,Non-essential
YDR119W,Non-essential
YHR100C,Non-essential
YMR102C,Non-essential
YGR230W,Non-essential
YDR532C,Non-essential
YDL203C,Non-essential
YOL113W,Non-essential
YOR216C,Non-essential
YDL103C,Essential
YGR105W,Non-essential
YPL038W,Non-essential
YDR093W,Non-essential
YGL256W,Non-essential
YLR189C,Non-essential
YLR337C,Non-essential
YOR317W,Non-essential
YGR057C,Non-essential
YPR171W,Non-essential
YDR373W,Essential
YLR270W,Non-essential
YBR137W,Non-essential
YPL124W,Essential
YDR434W,Essential
YIL016W,Non-essential
YDR501W,Non-essential
YMR026C,Non-essential
YKL075C,Non-essential
YBR204C,Non-essential
YGL002W,Non-essential
YOR045W,Non-essential
YGR032W,Non-essential
YLR011W,Non-essential
YJL145W,Non-essential
YLL056C,Non-essential
YIL040W,Non-essential
YBR084C-A,Non-essential
YJR131W,Non-essential
YMR070W,Non-essential
YAL042W,Non-essential
YDL072C,Non-essential
YGR089W,Non-essential
YOR327C,Non-essential
YAR042W,Non-essential
YIL095W,Non-essential
YLR362W,Non-essential
YFL031W,Non-essential
YOR329C,Essential
YJR021C,Non-essential
YKL208W,Non-essential
YHR078W,Non-essential
YDR302W,Essential
YML064C,Essential
YAL041W,Essential
YLR119W,Non-essential
YML125C,Essential
YKR006C,Non-essential
YGR033C,Non-essential
YOL016C,Non-essential
YML057W,Non-essential
YJR073C,Non-essential
YOL130W,Essential
YGR165W,Non-essential
YJL204C,Non-essential
YGL192W,Non-essential
YCR076C,Non-essential
YCR033W,Non-essential
YFL049W,Non-essential
YHL038C,Non-essential
YJL005W,Essential
YOR140W,Non-essential
YNL320W,Non-essential
YHL019C,Non-essential
YDR181C,Non-essential
YHR134W,Non-essential
YJL044C,Non-essential
YDR272W,Non-essential
YKL146W,Non-essential
YGR175C,Essential
YDL002C,Non-essential
YFL028C,Non-essential
YOR023C,Non-essential
YDR231C,Non-essential
YJL062W,Non-essential
YDR118W,Essential
YLR393W,Non-essential
YJL023C,Non-essential
YFR044C,Non-essential
YNR047W,Non-essential
YBR220C,Non-essential
YFR045W,Non-essential
YPL144W,Non-essential
YGL144C,Non-essential
YMR281W,Essential
YBR278W,Non-essential
YLR452C,Non-essential
YPL273W,Non-essential
YBR167C,Essential
YNL318C,Non-essential
YNL315C,Non-essential
YDR284C,Non-essential
YGR174C,Non-essential
YGR044C,Non-essential
YKL157W,Non-essential
YBL064C,Non-essential
YHR206W,Non-essential
YMR257C,Non-essential
YHL027W,Non-essential
YCL029C,Non-essential
YDR436W,Non-essential
YNL309W,Non-essential
YML055W,Non-essential
YBL036C,Non-essential
YBR152W,Essential
YBL107C,Non-essential
YNL305C,Non-essential
YPL147W,Non-essential
YDR389W,Non-essential
YDR246W,Essential
YKR064W,Non-essential
YPL109C,Non-essential
YIR021W,Non-essential
YLR426W,Non-essential
YPL018W,Non-essential
YNL076W,Non-essential
YLL006W,Non-essential
YLR363C,Non-essential
YDL178W,Non-essential
YOL009C,Non-essential
YNL106C,Non-essential
YML081C-A,Non-essential
YEL031W,Non-essential
YHR209W,Non-essential
YJL094C,Non-essential
YNL333W,Non-essential
YKL124W,Non-essential
YJL004C,Non-essential
YPL199C,Non-essential
YOL065C,Non-essential
YGR024C,Essential
YDL095W,Non-essential
YPL036W,Non-essential
YDL171C,Non-essential
YLR114C,Non-essential
YDR468C,Essential
YHR082C,Non-essential
YFL046W,Non-essential
YBR156C,Non-essential
YDR411C,Non-essential
YNR073C,Non-essential
YDR506C,Non-essential
YML016C,Non-essential
YBL089W,Non-essential
YNL238W,Non-essential
YMR135C,Non-essential
YIR003W,Non-essential
YPR054W,Non-essential
YOL104C,Non-essential
YER119C,Non-essential
YGR289C,Non-essential
YCR019W,Non-essential
YLR201C,Non-essential
YJL068C,Non-essential
YGR038W,Non-essential
YER155C,Non-essential
YKL198C,Non-essential
YDR285W,Non-essential
YOR085W,Non-essential
YPL137C,Non-essential
YLR021W,Non-essential
YPL152W,Non-essential
YMR211W,Essential
YIL157C,Non-essential
YPL103C,Non-essential
YIL009W,Non-essential
YKR096W,Non-essential
YPL208W,Non-essential
YCR016W,Non-essential
YGL119W,Non-essential
YGL090W,Non-essential
YBR021W,Non-essential
YBL106C,Non-essential
YKL048C,Non-essential
YLR006C,Non-essential
YNL202W,Non-essential
YDR303C,Essential
YLR268W,Non-essential
YGL139W,Non-essential
YKL041W,Non-essential
YJR039W,Non-essential
YGL021W,Non-essential
YBR028C,Non-essential
YDR517W,Non-essential
YGR169C-A,Non-essential
YOR109W,Non-essential
YDL214C,Non-essential
YPL051W,Non-essential
YNR045W,Non-essential
YNL260C,Essential
YPL089C,Non-essential
YCL057W,Non-essential
YMR244C-A,Non-essential
YCR069W,Non-essential
YNR018W,Non-essential
YIL162W,Non-essential
YJR055W,Non-essential
YIR034C,Non-essential
YPL161C,Non-essential
YGR263C,Non-essential
YBL098W,Non-essential
YPL187W,Non-essential
YPL222W,Non-essential
YDR245W,Non-essential
YNR004W,Non-essential
YHR190W,Essential
YGR068C,Non-essential
YLR136C,Non-essential
YER027C,Non-essential
YBR254C,Essential
YGL198W,Non-essential
YIL027C,Non-essential
YDL005C,Non-essential
YJR143C,Non-essential
YFL024C,Essential
YLR457C,Essential
YKR097W,Non-essential
YNL304W,Non-essential
YIL046W,Essential
YCR091W,Non-essential
YNL289W,Non-essential
YIL023C,Non-essential
YGR040W,Non-essential
YLR450W,Non-essential
YER163C,Non-essential
YLR451W,Non-essential
YNL287W,Essential
YLR010C,Essential
YOL108C,Non-essential
YER083C,Non-essential
YLR215C,Essential
YIL053W,Non-essential
YGR152C,Non-essential
YCL001W-A,Non-essential
YMR096W,Non-essential
YOL049W,Non-essential
YDL088C,Non-essential
YMR123W,Non-essential
YOR246C,Non-essential
YFR046C,Non-essential
YOR374W,Non-essential
YDR084C,Non-essential
YPL004C,Non-essential
YGL023C,Non-essential
YDR319C,Non-essential
YMR058W,Non-essential
YHR037W,Non-essential
YCL034W,Non-essential
YOR352W,Non-essential
YOR212W,Non-essential
YOL078W,Essential
YIR033W,Non-essential
YJL071W,Non-essential
YDR322C-A,Non-essential
YJL149W,Non-essential
YGR275W,Non-essential
YDR503C,Non-essential
YKL206C,Non-essential
YGL181W,Non-essential
YJL210W,Non-essential
YLR368W,Non-essential
YPR063C,Non-essential
YDR071C,Non-essential
YKL140W,Non-essential
YHR116W,Non-essential
YCR045C,Non-essential
YDR443C,Non-essential
YLR039C,Non-essential
YDR143C,Non-essential
YER075C,Non-essential
YMR090W,Non-essential
YPL219W,Non-essential
YCR059C,Non-essential
YKR069W,Non-essential
YCR086W,Non-essential
YDL177C,Non-essential
YHR035W,Non-essential
YMR293C,Non-essential
YOR040W,Non-essential
YIR013C,Non-essential
YPL232W,Non-essential
YKL215C,Non-essential
YBL008W,Non-essential
YFR036W,Non-essential
YHR127W,Non-essential
YKL040C,Non-essential
YML019W,Non-essential
YLR204W,Non-essential
YMR009W,Non-essential
YBR070C,Essential
YKR007W,Non-essential
YGL202W,Non-essential
YJR118C,Non-essential
YOR256C,Essential
YHR192W,Non-essential
YGR216C,Essential
YDR207C,Non-essential
YKL130C,Non-essential
YPR061C,Non-essential
YNR058W,Non-essential
YDR295C,Non-essential
YLL060C,Non-essential
YIL134W,Non-essential
YGR059W,Non-essential
YOR097C,Non-essential
YDR514C,Non-essential
YHR107C,Essential
YLL010C,Non-essential
YMR054W,Non-essential
YPR021C,Non-essential
YDR171W,Non-essential
YJR001W,Non-essential
YCL069W,Non-essential
YPL206C,Non-essential
YDL113C,Non-essential
YER063W,Non-essential
YCR073W-A,Non-essential
YPL258C,Non-essential
YOR222W,Non-essential
YBL069W,Non-essential
YPL061W,Non-essential
YER071C,Non-essential
YPL189C-A,Non-essential
YJR005C-A,Non-essential
YPL068C,Non-essential
YLR100W,Essential
YCR079W,Non-essential
YDR072C,Non-essential
YOL086W-A,Non-essential
YLL001W,Non-essential
YLR190W,Non-essential
YNR031C,Non-essential
YLR096W,Non-essential
YKL109W,Non-essential
YGR249W,Non-essential
YDR137W,Non-essential
YOR354C,Non-essential
YOL128C,Non-essential
YGL161C,Non-essential
YLR133W,Non-essential
YFR021W,Non-essential
YMR291W,Non-essential
YPL227C,Non-essential
YOL045W,Non-essential
YKL035W,Essential
YLR084C,Non-essential
YDR297W,Non-essential
YPL140C,Non-essential
YPR007C,Non-essential
YHL034C,Non-essential
YPL117C,Essential
YOR081C,Non-essential
YGR223C,Non-essential
YER074W-A,Essential
YNL032W,Non-essential
YKL190W,Non-essential
YOR249C,Essential
YDR082W,Essential
YBR275C,Non-essential
YOR089C,Non-essential
YDR014W,Non-essential
YML110C,Non-essential
YJR008W,Non-essential
YHR005C,Non-essential
YOR351C,Non-essential
YJR091C,Non-essential
YOR158W,Non-essential
YOR070C,Non-essential
YDL182W,Non-essential
YOL017W,Non-essential
YNL080C,Non-essential
YPL141C,Non-essential
YHR163W,Non-essential
YDR279W,Non-essential
YIL015W,Non-essential
YBR217W,Non-essential
YML087C,Non-essential
YBR001C,Non-essential
YPL170W,Non-essential
YKR037C,Essential
YER157W,Essential
YHR195W,Non-essential
YNL294C,Non-essential
YGR113W,Essential
YJL213W,Non-essential
YBR110W,Essential
YEL011W,Non-essential
YGR127W,Non-essential
YNL155W,Non-essential
YGR031W,Non-essential
YBR161W,Non-essential
YOL067C,Non-essential
YLL033W,Non-essential
YCR020W-B,Non-essential
YMR272C,Non-essential
YLL021W,Non-essential
YGR248W,Non-essential
YKR027W,Non-essential
YLR118C,Non-essential
YDR201W,Essential
YAL002W,Non-essential
YNR072W,Non-essential
YEL002C,Essential
YJR100C,Non-essential
YGL045W,Non-essential
YCR094W,Non-essential
YJL201W,Non-essential
YLR394W,Non-essential
YOL056W,Non-essential
YIL002C,Non-essential
YNL003C,Non-essential
YLR137W,Non-essential
YPL135W,Non-essential
YPL011C,Essential
YHL023C,Non-essential
YML101C,Non-essential
YCR067C,Non-essential
YLR433C,Non-essential
YBL013W,Non-essential
YLR097C,Non-essential
YDR464W,Essential
YBL049W,Non-essential
YAL009W,Non-essential
YFR043C,Non-essential
YDR032C,Non-essential
YML071C,Non-essential
YGL055W,Essential
YKL061W,Non-essential
YPL149W,Non-essential
YNR071C,Non-essential
YHR162W,Non-essential
YBR244W,Non-essential
YPL099C,Non-essential
YPL154C,Non-essential
YIL051C,Essential
YGL164C,Non-essential
YOR286W,Non-essential
YNL233W,Non-essential
YLR088W,Essential
YOR304C-A,Non-essential
YGL157W,Non-essential
YDR179C,Non-essential
YDR350C,Non-essential
YKL137W,Non-essential
YBR098W,Non-essential
YJL070C,Non-essential
YIL002W-A,Non-essential
YGR015C,Non-essential
YHR043C,Non-essential
YNL050C,Non-essential
YMR297W,Non-essential
YBL018C,Essential
YGL001C,Essential
YEL042W,Non-essential
YIL134C-A,Non-essential
YER044C,Non-essential
YBR193C,Essential
YMR189W,Non-essential
YCR002C,Non-essential
YDR162C,Non-essential
YKL018C-A,Non-essential
YDR393W,Non-essential
YDR318W,Non-essential
YJL091C,Essential
YDL135C,Non-essential
YNL293W,Non-essential
YDR151C,Non-essential
YKL119C,Non-essential
YBL040C,Essential
YER020W,Non-essential
YGL039W,Non-essential
YLR299W,Non-essential
YHR032W,Non-essential
YGR042W,Non-essential
YOR241W,Non-essential
YHL035C,Non-essential
YLL051C,Non-essential
YJL164C,Non-essential
YBR038W,Essential
YLL015W,Non-essential
YEL029C,Non-essential
YOR165W,Non-essential
YLR373C,Non-essential
YNL068C,Non-essential
YJL141C,Non-essential
YER113C,Non-essential
YBR115C,Non-essential
YMR019W,Non-essential
YJR134C,Non-essential
YBR242W,Non-essential
YBR058C,Non-essential
YPR184W,Non-essential
YJR106W,Non-essential
YDL133W,Non-essential
YMR163C,Non-essential
YNL167C,Non-essential
YDL121C,Non-essential
YDR107C,Non-essential
YPL072W,Non-essential
YOR348C,Non-essential
YGR086C,Non-essential
YLR427W,Non-essential
YLR102C,Non-essential
YGL200C,Non-essential
YCL035C,Non-essential
YDR153C,Non-essential
YGR012W,Non-essential
YBL028C,Non-essential
YBR194W,Non-essential
YML051W,Non-essential
YDR081C,Essential
YGL020C,Non-essential
YLR034C,Non-essential
YMR274C,Non-essential
YPL076W,Essential
YDR488C,Non-essential
YPL019C,Non-essential
YDR182W-A,Non-essential
YNL181W,Essential
YMR170C,Non-essential
YMR243C,Non-essential
YHL024W,Non-essential
YAL059W,Non-essential
YDR166C,Essential
YJL083W,Non-essential
YLR284C,Non-essential
YNR007C,Non-essential
YJL137C,Non-essential
YCR032W,Non-essential
YJL100W,Non-essential
YOR090C,Non-essential
YBR004C,Essential
YGL082W,Non-essential
YPR058W,Non-essential
YGR052W,Non-essential
YER072W,Non-essential
YNL133C,Non-essential
YPL230W,Non-essential
YGR196C,Non-essential
YLR375W,Non-essential
YGL047W,Essential
YOL109W,Non-essential
YML123C,Non-essential
YDR380W,Non-essential
YGR212W,Non-essential
YOR322C,Non-essential
YOL082W,Non-essential
YNL200C,Non-essential
YPL145C,Non-essential
YMR256C,Non-essential
YLR309C,Non-essential
YOR129C,Non-essential
YOL057W,Non-essential
YCR082W,Non-essential
YHR067W,Non-essential
YJR149W,Non-essential
YNL008C,Non-essential
YPR185W,Non-essential
YDR206W,Non-essential
YJR003C,Non-essential
YAR002W,Non-essential
YNR020C,Non-essential
YPR193C,Non-essential
YDR495C,Non-essential
YCR081W,Non-essential
YER093C-A,Non-essential
YER132C,Non-essential
YLL031C,Essential
YDR253C,Non-essential
YOR228C,Non-essential
YOR285W,Non-essential
YLR188W,Non-essential
YDL144C,Non-essential
YNL054W,Non-essential
YIR007W,Non-essential
YBR069C,Non-essential
YGR016W,Non-essential
YLR187W,Non-essential
YDR377W,Non-essential
YPL077C,Non-essential
YGR157W,Non-essential
YGL134W,Non-essential
YLR307W,Non-essential
YIL039W,Non-essential
YER175C,Non-essential
YKL133C,Non-essential
YDL139C,Essential
YBR086C,Non-essential
YGR268C,Non-essential
YHL012W,Non-essential
YER019W,Non-essential
YDR498C,Essential
YEL009C,Non-essential
YKL185W,Non-essential
YDL085W,Non-essential
YHR132W-A,Non-essential
YLR404W,Non-essential
YFR024C-A,Non-essential
YKR042W,Non-essential
YPR089W,Non-essential
YKL062W,Non-essential
YJL118W,Non-essential
YPR159W,Non-essential
YPL096C-A,Non-essential
YOR289W,Non-essential
YER149C,Non-essential
YPL245W,Non-essential
YJR025C,Non-essential
YDR524C,Non-essential
YJL178C,Non-essential
YPL166W,Non-essential
YNL176C,Non-essential
YGL184C,Non-essential
YDR122W,Non-essential
YPL175W,Essential
YML100W,Non-essential
YBR126C,Non-essential
YLR238W,Non-essential
YFR034C,Non-essential
YJR092W,Non-essential
YMR295C,Non-essential
YCL050C,Non-essential
YBR030W,Non-essential
YOR153W,Non-essential
YOR372C,Essential
YDR073W,Non-essential
YBL014C,Essential
YNL085W,Non-essential
YLR139C,Non-essential
YML042W,Non-essential
YKL004W,Essential
YKL069W,Non-essential
YMR147W,Non-essential
YLR360W,Non-essential
YER128W,Non-essential
YDL067C,Non-essential
YNL237W,Non-essential
YKR068C,Essential
YOL112W,Non-essential
YPR147C,Non-essential
YOL025W,Non-essential
YBR210W,Non-essential
YLR412W,Non-essential
YGR125W,Non-essential
YGR055W,Non-essential
YBR211C,Essential
YLR250W,Non-essential
YDR282C,Non-essential
YPR004C,Non-essential
YBL015W,Non-essential
YDL018C,Non-essential
YLR110C,Non-essential
YNL158W,Essential
YKL165C,Essential
YDR306C,Non-essential
YKL055C,Non-essential
