uniprot_id,struct_score,pocket,druggability,num_drug_pockets
Q9BYV9,0.753323108384458,0.219,0.539,1
Q9H8M2,0.75117903930131,0.311,0.539,1
Q9Y303,0.923637267904509,0.52,0.539,1
Q9Y653,0.77331195602382,0.211,0.539,3
Q9Y6G9,0.641014388489209,0.298,0.539,2
O75078,0.775631838074398,0.037,0.538,1
P02750,0.88508545227178,0.31,0.538,1
P55773,0.655260586319218,0.435,0.538,1
Q12913,0.818713250958671,0.335,0.538,2
Q14117,0.88649827173624,0.511,0.538,1
Q58FF7,0.743043202033037,0.086,0.538,2
Q5U651,0.669860664523044,0.434,0.538,1
Q92952,0.645151898734177,0.484,0.538,1
Q9NYG5,0.658942731277533,0.264,0.538,1
D3W0D1,0.85013,0.281,0.537,1
P00749,0.82475156777617,0.225,0.537,1
P08238,0.782050216450216,0.203,0.537,1
P10244,0.694524886877828,0.439,0.537,1
P49773,0.896008918617614,0.252,0.537,1
Q8TBE9,0.892869066249348,0.206,0.537,1
Q8WV92,0.8698445998446,0.177,0.537,1
Q96QA5,0.778139467592593,0.078,0.537,1
Q9NPZ5,0.858625877632899,0.276,0.537,1
Q9UBC5,0.707496974935177,0.229,0.537,1
P25686,0.57795978710822,0.206,0.536,1
Q16270,0.636750285062714,0.4,0.536,2
Q6ZWJ1,0.763504155124654,0.349,0.536,1
Q9C005,0.681609977324263,0.338,0.536,2
Q9HAW0,0.785241773002015,0.228,0.536,1
Q9Y297,0.822144615384615,0.213,0.536,2
O14966,0.858307254623044,0.475,0.535,1
O95926,0.632605540897098,-0.018,0.535,2
P06310,0.827506426735218,0.207,0.535,1
P14778,0.830658991663358,0.461,0.535,1
Q03169,0.811519790072163,0.354,0.535,1
Q05193,0.700065546218487,0.129,0.535,3
Q14209,0.698201834862385,0.412,0.535,1
Q14657,0.709381598793363,0.297,0.535,1
Q2M238,0.81590319792567,0.278,0.535,2
Q99574,0.812807654239525,0.345,0.535,1
Q9NXR8,0.769782330345711,0.317,0.535,1
Q9P2J5,0.86274490426189,0.121,0.535,1
Q9Y231,0.902997987927565,0.296,0.535,1
O75113,0.805289655172414,0.375,0.534,1
O95169,0.755456638526477,0.34,0.534,1
P02790,0.877384105960265,0.287,0.534,1
P17028,0.832993377483444,0.288,0.534,1
P41159,0.790053380782918,0.354,0.534,1
P49959,0.831765629908891,0.363,0.534,2
Q13017,0.779911838790932,0.233,0.534,1
Q13077,0.817,0.277,0.534,1
Q13268,0.838934689507495,0.186,0.534,1
Q13796,0.706857610474632,0.392,0.534,1
Q16665,0.669928876244666,0.051,0.534,1
Q5VWK5,0.876517371285056,0.431,0.534,1
Q6NVU6,0.89617323852618,0.328,0.534,1
Q99502,0.784067333939945,0.21,0.534,1
Q9UMW8,0.801801242236025,0.247,0.534,1
Q9Y2E6,0.789552407932011,0.255,0.534,1
W6CW81,0.668216292134831,0.537,0.534,1
A6NK06,0.880465838509317,0.159,0.533,1
O14787,0.809934519572954,0.378,0.533,2
P08294,0.898043831168831,0.461,0.533,1
Q13263,0.705425459496256,0.433,0.533,1
Q5T2D3,0.881227915194346,0.316,0.533,1
Q6QNK2,0.857591036414566,0.236,0.533,1
Q86SZ2,0.786642512077295,0.415,0.533,1
Q8IYM2,0.866313504125054,0.16,0.533,1
Q8NEH6,0.71153547133139,0.494,0.533,2
Q9H0U6,0.835422106179286,0.388,0.533,1
Q9UKI9,0.68106531881804,0.311,0.533,1
O75391,0.781664190193165,0.201,0.532,1
O75815,0.890183748468763,0.153,0.532,1
P0C7P1,0.685953420669578,0.326,0.532,1
P11226,0.762978723404255,0.445,0.532,1
P43699,0.539341216216216,0.414,0.532,1
Q96IP4,0.783033457249071,0.238,0.532,1
Q9BQ87,0.853776249094859,0.263,0.532,1
Q12879,0.660573667711599,0.133,0.531,2
Q7Z3T8,0.791598639455782,0.323,0.531,1
Q92900,0.856109519261382,0.11,0.531,1
Q9Y5H8,0.783483036368074,0.425,0.531,1
P04180,0.878731196860693,0.373,0.53,2
P06396,0.86650940049662994,0.181,0.53,1
P07766,0.667054655870445,0.268,0.53,1
P54284,0.766086956521739,0.319,0.53,3
Q06265,0.841165562913907,0.325,0.53,1
Q16552,0.666130030959752,0.128,0.53,1
Q5JTH9,0.788921875,0.157,0.53,1
Q969H0,0.838415813424346,0.268,0.53,1
Q9UBU7,0.505625,0.154,0.53,1
P01861,0.853948161543098,0.357,0.529,1
P07478,0.895332541567696,0.283,0.529,1
P11532,0.860043082814744,0.286,0.529,2
P35247,0.776692506459948,0.351,0.529,1
P63133,0.820011052166225,0.395,0.529,2
P81274,0.833965945370699,0.351,0.529,1
Q15223,0.853380042462845,0.285,0.529,1
Q8N5K1,0.762975517890772,0.38,0.529,1
Q9H4P4,0.856714579055441,0.242,0.529,1
Q9NUQ7,0.812853290183387,0.217,0.529,1
Q9UBP6,0.791251833740831,0.285,0.529,1
P28676,0.803940774487471,0.029,0.528,1
P41208,0.790266444629475,0.168,0.528,1
P62979,0.569341216216216,0.239,0.528,1
P83111,0.80969611705121,0.065,0.528,1
Q06124,0.864646089579949,0.219,0.528,1
Q16798,0.8625215810995,0.346,0.528,1
Q9UKT7,0.908257287705957,0.414,0.528,1
O00463,0.747644953471725,0.189,0.527,1
O95843,0.89920177383592,0.404,0.527,1
P0C7T5,0.70109129066107,0.357,0.527,1
P20339,0.85255530129672,0.465,0.527,1
P49588,0.895366470092671,0.447,0.527,2
P51513,0.761989369779803,0.506,0.527,1
Q13503,0.741073558648111,0.559,0.527,1
Q16629,0.735102739726027,0.474,0.527,1
Q8TCE9,0.908898756660746,0.431,0.527,1
Q9H1K1,0.70634903640257,0.379,0.527,1
Q9UI32,0.819094368340944,0.16,0.527,1
Q9UKT5,0.650566465256798,0.383,0.527,1
Q9ULD4,0.762293054234063,0.175,0.527,1
O15235,0.807365911799762,0.416,0.526,1
O95498,0.870123822341857,0.226,0.526,1
P05062,0.839583635047067,0.234,0.526,1
P06280,0.937716938840858,0.34,0.526,1
P24864,0.877460247349823,0.509,0.526,1
P63252,0.777945413191812,0.246,0.526,2
Q13084,0.869165029469548,0.401,0.526,1
Q2M385,0.739198093659345,0.118,0.526,1
Q7L5D6,0.88402212166918,0.253,0.526,1
Q8N2Q7,0.806863319072281,0.348,0.526,1
Q8NAV1,0.781859395532195,0.293,0.526,1
Q99075,0.696068111455108,0.359,0.526,1
Q9H9J4,0.791958123303606,0.487,0.526,1
Q9UK08,0.742650334075724,0.333,0.526,1
O14559,0.772176616915423,0.274,0.525,1
P23258,0.764829625457618,0.158,0.525,2
P29401,0.939184919966302,0.229,0.525,1
P57081,0.82046286701209,0.05,0.525,1
Q08116,0.865792910447761,0.409,0.525,1
Q8TE85,0.712616525423729,0.121,0.525,1
Q9BVS4,0.775333601286174,0.261,0.525,2
Q9H6D7,0.815140562248996,0.323,0.525,1
Q9HBY8,0.811832635983264,0.068,0.525,1
Q9NRH3,0.76331641285956,0.158,0.525,2
A2A3N6,0.680284768211921,0.136,0.524,4
O43155,0.838763045999227,0.284,0.524,1
O43813,0.892145317882869,0.374,0.524,1
P06493,0.772024948024948,0.166,0.524,1
P0DJJ0,0.769351526614429,0.296,0.524,1
P23434,0.86520618556701,0.441,0.524,1
P45974,0.739740655987796,0.159,0.524,1
Q03426,0.875141700404858,0.148,0.524,2
Q14982,0.832026390197926,0.346,0.524,1
Q7Z4H4,0.607951070336391,0.278,0.524,1
Q9H993,0.907323904603439,0.306,0.524,1
Q9ULZ3,0.734257555847569,0.309,0.524,1
Q9Y4K3,0.702325396825397,0.342,0.524,1
Q9Y5J3,0.603227272727273,0.44,0.524,1
Q9Y6W5,0.685490494296578,0.294,0.524,1
P21579,0.840159574468085,0.454,0.523,1
P55957,0.726945500633714,0.286,0.523,1
Q13951,0.723907595927956,0.275,0.523,1
Q16854,0.892365023474178,0.425,0.523,1
Q8N5Y8,0.796817757009346,0.093,0.523,1
O75157,0.546729166666667,0.362,0.522,1
P08195,0.845671479160992,0.195,0.522,2
P63279,0.885914826498423,0.418,0.522,1
P84098,0.767134652201659,0.386,0.522,1
Q07011,0.72328431372549,0.441,0.522,1
Q14162,0.832195767195767,0.387,0.522,2
Q8NES3,0.774216643421664,0.329,0.522,1
Q8TDD1,0.828249346771183,0.064,0.522,2
Q96B02,0.864537540805223,0.404,0.522,1
Q96LB2,0.698161978661494,0.221,0.522,1
Q9P0M9,0.774988532110092,0.328,0.522,1
Q9QC07,0.846622545775425,0.344,0.522,2
Q9UBS3,0.831857638888889,0.532,0.522,1
Q9UQG0,0.827265901060071,0.334,0.522,2
Q9Y3B2,0.747947443181818,0.178,0.522,1
A6NHG4,0.829823113207547,0.444,0.521,1
P02774,0.906647855530474,0.254,0.521,2
Q12798,0.773862126245847,0.139,0.521,1
Q15435,0.810345381526104,0.231,0.521,1
Q6ZUJ8,0.830193370165746,0.478,0.521,1
Q8NCE0,0.665478044222984,0.08,0.521,2
Q8NFY4,0.828053801811694,0.37,0.521,1
P25713,0.534749455337691,0.474,0.52,1
P54253,0.745279241306639,0.455,0.52,1
Q15126,0.871726804123711,0.362,0.52,1
Q15784,0.539337474120083,0.4,0.52,1
Q8IWQ3,0.818367729831144,0.389,0.52,1
Q8NFK1,0.806895556837853,0.458,0.52,1
Q8TAT5,0.756456728590847,0.448,0.52,1
Q99962,0.738905680041688,0.308,0.52,2
Q9NX08,0.86062036412677,0.309,0.52,1
Q9NYB9,0.702590604026846,0.49,0.52,1
Q9UJW3,0.787384780278671,0.175,0.52,1
Q9ULW8,0.859425309229305,0.387,0.52,2
P18887,0.765420560747664,0.206,0.519,1
P78549,0.877519729425028,0.498,0.519,1
Q16644,0.743932128365917,0.183,0.519,2
Q32MZ4,0.525569985569986,0.403,0.519,2
Q8IUX4,0.56446227929374,0.28,0.519,1
Q969T4,0.898889809444905,0.337,0.519,1
Q96BR5,0.892105911330049,0.381,0.519,1
Q9NPB8,0.757282110091743,0.14,0.519,1
O95239,0.850380228136882,0.38,0.518,1
P06702,0.8196640537514,0.234,0.518,1
P08397,0.886811760213822,0.094,0.518,1
P14625,0.741423546834506,0.094,0.518,1
P32881,0.722596927578639,0.265,0.518,1
Q15058,0.721044467425026,0.124,0.518,1
Q15329,0.691457943925234,0.377,0.518,1
Q16832,0.743002680965147,0.291,0.518,1
Q92797,0.864207413249211,0.404,0.518,1
Q96PT4,0.794235611510791,0.372,0.518,1
Q99572,0.774105106593951,0.144,0.518,2
Q9BQ51,0.801259946949602,0.336,0.518,1
Q9H4A5,0.839569725246242,0.375,0.518,1
Q9NYV4,0.764875046624394,0.194,0.518,1
O43147,0.680255447032307,0.495,0.517,1
P09651,0.844458077709611,0.141,0.517,1
P10415,0.661154586273252,0.119,0.517,1
P41214,0.796060095478798,0.072,0.517,2
P49720,0.836279069767442,0.406,0.517,1
Q7Z5Q5,0.867406208341268,0.102,0.517,1
Q96EL3,0.826334196891192,0.264,0.517,1
Q9ULL4,0.727421755307507,0.175,0.517,1
Q9Y2G1,0.812995480955455,0.412,0.517,1
A2A288,0.805316780821918,0.224,0.516,1
P04440,0.729932735426009,0.204,0.516,1
P12235,0.809720157411456,0.467,0.516,1
P49755,0.765333333333333,0.591,0.516,1
Q2MKA7,0.765898089171975,0.4,0.516,1
Q8WZA1,0.885228300180832,0.19,0.516,1
Q96F15,0.899701014415376,0.266,0.516,1
Q96JM7,0.772811671087533,0.118,0.516,1
Q96RL1,0.765032967032967,0.335,0.516,1
Q9BY49,0.889612644701692,0.196,0.516,1
Q9P202,0.796027972027972,0.195,0.516,1
Q9Y4Z2,0.677738589211618,0.576,0.516,1
O94808,0.859484421364985,0.119,0.515,1
P23946,0.882691652470187,0.321,0.515,1
P41273,0.79758530183727006,0.343,0.515,1
P61601,0.864882943143813,0.188,0.515,1
P62841,0.763000968054211,0.31,0.515,2
Q15397,0.864121226874391,0.242,0.515,2
Q16653,0.82426638917794,0.506,0.515,1
Q8NFH5,0.685505390835579,0.249,0.515,2
Q99748,0.778938826466916,0.414,0.515,1
Q9NUU7,0.83605037037037,0.217,0.515,1
P02795,0.615994962216625,0.482,0.514,1
Q13873,0.84860055977609,0.303,0.514,2
O15524,0.776414182111201,0.305,0.513,1
O75106,0.833229936880072,0.183,0.513,2
P02748,0.63769305488101,0.04,0.513,1
P0C0S5,0.773219094247246,0.237,0.513,2
P26678,0.722836538461539,0.387,0.513,1
P81877,0.6399203187251,0.386,0.513,1
Q12873,0.712397537664021,0.135,0.513,1
Q70Z35,0.749094301221167,0.363,0.513,1
Q96RS0,0.80705066344994,0.188,0.513,1
Q9BQB4,0.599155585106383,0.129,0.513,1
Q9NXU5,0.781162608012569,0.326,0.513,1
Q9UMR2,0.833427049422906,0.201,0.513,1
Q9UPT6,0.649564270152506,0.607,0.513,1
O94817,0.88309219858156,0.34,0.512,1
P28331,0.855914183047981,0.406,0.512,1
P29474,0.83100332426715,0.124,0.512,1
P48357,0.783856082036775,0.245,0.512,1
P62820,0.829314574314574,0.268,0.512,2
Q14974,0.835339820138582,0.209,0.512,2
Q86TI0,0.812197928653625,0.351,0.512,2
Q96G04,0.878279233476731,0.05,0.512,1
Q9UH03,0.781774744027304,0.278,0.512,1
Q9UKA1,0.822509391435011,0.291,0.512,1
A6NHR9,0.758218262806236,0.382,0.511,1
O60248,0.594992743105951,0.28,0.511,1
O75140,0.731923178807947,0.276,0.511,1
P01615,0.839265091863517,0.218,0.511,1
P09132,0.817056019070322,0.378,0.511,1
P10721,0.810621193666261,0.149,0.511,1
P14635,0.842341306347746,0.396,0.511,1
P15927,0.769981167608286,0.323,0.511,1
P62491,0.828542402826855,0.29,0.511,1
Q13409,0.754230106786083,0.038,0.511,2
Q13501,0.589079118028534,0.465,0.511,1
Q14997,0.876847262247839,0.583,0.511,1
Q8N0Y7,0.886186653286503,0.269,0.511,1
Q92832,0.683454851374089,0.371,0.511,1
Q9NRM6,0.739243827160494,0.252,0.511,1
Q9NRX1,0.851837802485285,0.207,0.511,1
Q9NVP2,0.869265536723164,0.409,0.511,1
O75419,0.856347448425624,0.165,0.51,2
O94901,0.721128928800513,0.333,0.51,1
P31151,0.862569269521411,0.176,0.51,1
Q13618,0.763642526455027,0.151,0.51,1
Q14247,0.64671052631579,0.524,0.51,1
Q7Z3B1,0.838184865900383,0.455,0.51,2
Q86SE8,0.767812128418549,0.326,0.51,1
Q86Y78,0.768508655126498,0.454,0.51,1
Q8WVK7,0.743752711496746,0.351,0.51,1
Q9BY66,0.647068219633943,0.178,0.51,1
Q9GZQ4,0.789781729991916,0.122,0.51,1
Q9UK39,0.89435192780968,0.114,0.51,1
O60939,0.808687179487179,0.38,0.509,1
O95600,0.548532110091743,0.359,0.509,1
P00739,0.835249196141479,0.063,0.509,1
P40692,0.846272134203169,0.197,0.509,1
Q96AT9,0.917227488151659,0.21,0.509,1
O14657,0.813009883198562,0.166,0.508,1
O75764,0.766534954407295,0.437,0.508,1
P06744,0.893373060490218,0.254,0.508,2
P0DTE7,0.938743349379275,0.354,0.508,2
P0DTE8,0.938743349379275,0.354,0.508,2
P0DUB6,0.938743349379275,0.354,0.508,2
P50851,0.757837278106509,0.079,0.508,2
Q12905,0.918736964078795,0.315,0.508,1
Q16762,0.911859361518551,0.26,0.508,1
Q8IU54,0.74588141025641,0.308,0.508,1
Q9NV06,0.884813071171421,0.13,0.508,1
Q9UJU5,0.666422569027611,0.296,0.508,1
P56182,0.842525,0.096,0.507,2
P61289,0.773545636910732,0.202,0.507,1
Q01105,0.788475682087782,0.039,0.507,1
Q12778,0.647393736017897,0.341,0.507,1
Q16540,0.690080128205128,0.16,0.507,1
Q6P4F2,0.869840294840295,0.34,0.507,1
Q7Z6G8,0.774459677419355,0.251,0.507,1
Q96EH5,0.708784403669725,0.294,0.507,1
O14867,0.708470149253731,0.388,0.506,1
P58215,0.815355481727575,0.249,0.506,1
Q12824,0.742573687994249,0.241,0.506,1
Q3KRB8,0.745428845232391,0.219,0.506,1
Q5JS54,0.855657894736842,0.247,0.506,1
Q8IX03,0.837950738916256,0.339,0.506,1
Q8TBC4,0.871209179170344,0.1,0.506,1
Q92519,0.820372160463992,0.389,0.506,1
Q9Y4G6,0.731152694610778,0.343,0.506,1
O15151,0.809301972685888,0.403,0.505,1
O43567,0.740681063122924,0.332,0.505,1
O43614,0.726516973125884,0.154,0.505,1
P00568,0.84209549071618,0.184,0.505,1
P55895,0.801524745269287,0.065,0.505,2
Q13007,0.809064692127825,0.347,0.505,1
Q13526,0.817409493161706,0.361,0.505,1
Q3KNT9,0.829002123142251,0.408,0.505,1
Q4G0N4,0.828474347434743,0.097,0.505,2
Q6NSJ0,0.92094148089172,0.336,0.505,2
Q7Z5G4,0.881904761904762,0.4,0.505,1
Q86WK6,0.803648849294729,0.088,0.505,1
Q8IVF7,0.747682162875041,0.518,0.505,3
Q96MG7,0.760378830083565,0.457,0.505,1
Q9BSU3,0.825964777947933,0.209,0.505,1
Q9NQH7,0.936657231814322,0.332,0.505,1
Q9NWT6,0.933905865823674,0.345,0.505,1
Q9P298,0.550777202072539,0.023,0.505,1
O60760,0.909664224664225,0.152,0.504,1
O75367,0.883847795163585,0.382,0.504,1
P41238,0.831658742736397,0.345,0.504,1
P56915,0.684686274509804,0.495,0.504,1
Q14088,0.834629762760604,0.257,0.504,1
Q14957,0.621873614190687,0.178,0.504,1
Q92622,0.736340694006309,0.407,0.504,1
Q99497,0.897183908045977,0.274,0.504,1
Q9C035,0.711111111111111,0.209,0.504,1
Q9NRR6,0.913467299963464,0.405,0.504,1
O15342,0.691539634146341,0.274,0.503,1
P19484,0.62344674556213,0.319,0.503,1
P26232,0.774190628328009,0.327,0.503,1
P48304,0.873654688869413,0.324,0.503,1
Q15276,0.506176024279211,0.385,0.503,2
Q8NB37,0.827284427284427,0.401,0.503,1
O14782,0.793357400722022,0.209,0.502,1
O75390,0.867548161120841,0.224,0.502,1
P01031,0.734304115853659,0.176,0.502,1
P10606,0.773911290322581,0.16,0.502,1
P18621,0.866106194690266,0.334,0.502,1
Q00532,0.87931221719457,0.143,0.502,2
Q13144,0.758205415499533,0.23,0.502,2
Q13554,0.821123787792356,0.217,0.502,1
Q93096,0.836714285714286,0.452,0.502,1
Q9H0N5,0.803614906832298,0.507,0.502,2
O60870,0.697670727205611,0.252,0.501,1
O75943,0.747316455696203,0.157,0.501,2
O75976,0.870913028990337,0.413,0.501,1
P0DM35,0.598019801980198,0.312,0.501,1
P82930,0.775527065527066,0.275,0.501,1
Q14807,0.78054747647562,0.227,0.501,1
Q6ZVK8,0.753143107989464,0.359,0.501,1
Q8NHW5,0.641034482758621,0.239,0.501,1
Q92569,0.700038038884193,0.047,0.501,1
Q9UBU9,0.794642082429501,0.349,0.501,1
O95273,0.82328227571116,0.489,0.5,1
Q15672,0.572280373831776,0.36,0.5,1
Q5VV16,0.636881720430107,0.316,0.5,1
Q86U10,0.845673680324843,0.38,0.5,1
Q99578,0.782541062801932,0.102,0.5,1
Q9Y3E7,0.692475322703113,0.508,0.5,1
O43543,0.817937799043062,0.341,0.499,1
O43741,0.53246511627907,0.215,0.499,1
P16989,0.751828737300435,0.358,0.499,1
P20941,0.832395251396648,0.152,0.499,1
P62266,0.774886260236579,0.234,0.499,1
P98177,0.62729490022173,0.306,0.499,1
Q15437,0.838679338842975,0.244,0.499,1
Q16676,0.649644128113879,0.397,0.499,1
Q27J81,0.712041587901701,0.314,0.499,2
Q7Z5Q1,0.684207240948814,0.262,0.499,1
Q8TF65,0.755932362611555,0.024,0.499,1
Q99828,0.770461073318216,0.078,0.499,1
Q9NVL1,0.755204678362573,0.436,0.499,1
Q9UBD3,0.613578363384189,0.404,0.499,1
Q9ULC6,0.933265461465271,0.461,0.499,1
O14896,0.733724544480171,0.243,0.498,1
P05198,0.67866164784609,0.373,0.498,1
P15374,0.900840152755046,0.506,0.498,1
P23435,0.817365491651206,0.271,0.498,1
P31689,0.645447368421053,0.213,0.498,2
P33552,0.838912710566616,0.353,0.498,1
Q13098,0.78667154138637,0.32,0.498,1
Q14863,0.808617283950617,0.284,0.498,1
Q6PRD1,0.698883423512051,0.205,0.498,1
Q8IYB7,0.787076515505688,0.126,0.498,2
Q8IZD4,0.722745762711864,0.333,0.498,1
Q96K17,0.687268170426065,0.252,0.498,1
Q9UGJ0,0.815967808501857,0.102,0.498,1
Q9Y3V2,0.740830737279335,0.336,0.498,1
Q9Y5X0,0.862979053529868,0.381,0.498,1
O95876,0.811129895142307,0.385,0.497,1
P09382,0.900663414634146,0.337,0.497,1
P28698,0.809698630136986,0.331,0.497,1
Q8N9I0,0.83512118491921,0.467,0.497,1
Q8TF64,0.757579439252336,0.178,0.497,2
Q96G25,0.63462676529926,0.308,0.497,1
Q9BRA2,0.863860759493671,0.394,0.497,1
Q9UF33,0.646254752851711,0.324,0.497,1
Q9Y2T7,0.714328571428571,0.328,0.497,1
P08185,0.857145833333333,0.292,0.496,1
P19237,0.659713758079409,0.268,0.496,1
P22694,0.893584023029867,0.217,0.496,1
Q86UL8,0.827331947331947,0.289,0.496,2
Q8IXQ8,0.723006756756757,0.554,0.496,1
Q8N2C7,0.746466244725738,0.217,0.496,1
Q8NFZ8,0.844968833481745,0.187,0.496,1
Q9BT17,0.805793780687398,0.501,0.496,2
Q9H1J5,0.774814196242171,0.384,0.496,1
Q9H9S4,0.850261510128913,0.198,0.496,1
A8K7I4,0.837293103448276,0.432,0.495,1
O43583,0.783802612481858,0.125,0.495,1
P11831,0.748605697151424,0.291,0.495,1
P29034,0.774209809264305,0.359,0.495,2
P61266,0.731973161033797,0.308,0.495,1
Q02779,0.766900324149109,0.121,0.495,1
Q13956,0.520437158469945,0.285,0.495,2
Q16623,0.760884533898305,0.479,0.495,1
Q6UWI4,0.548736616702355,0.451,0.495,1
Q75N03,0.69356940509915,0.307,0.495,1
Q8TCF1,0.804390018484288,0.431,0.495,1
Q92556,0.747497432386169,0.377,0.495,1
Q9H082,0.876509831460674,0.437,0.495,1
Q9NRN9,0.910714285714286,0.412,0.495,1
O15269,0.818411764705882,0.208,0.494,1
P16591,0.805481185481186,0.241,0.494,1
P19404,0.832150988615938,0.02,0.494,1
P54317,0.823498724128154,0.294,0.494,1
Q00688,0.773682432432432,0.095,0.494,1
Q15084,0.798686327077748,0.299,0.494,1
Q6ZMI3,0.893929471032746,0.383,0.494,1
Q9BQA9,0.86735632183908,0.091,0.494,1
Q9BZX2,0.889336854460094,0.394,0.494,1
Q9C0F1,0.824091360476663,0.424,0.494,1
Q9HCN4,0.796420570264766,0.416,0.494,1
A6NHX0,0.805915436777024,0.361,0.493,2
O60667,0.662220843672457,0.493,0.493,1
O60678,0.882339544513458,0.364,0.493,1
O76096,0.885455465587045,0.41,0.493,1
O95639,0.649015317286652,0.303,0.493,1
P33763,0.765499316005472,0.279,0.493,1
Q15843,0.806016666666667,0.309,0.493,1
Q7Z6K3,0.740557620817844,0.131,0.493,1
Q9UN36,0.903437641723356,0.286,0.493,1
P0DPB6,0.790700116686114,0.291,0.492,1
P0DPK2,0.695354838709677,0.397,0.492,1
P22001,0.72888746803069,0.222,0.492,2
P38646,0.787244133799301,0.402,0.492,1
P54760,0.737976071784646,0.132,0.492,1
P86397,0.791086105675147,0.483,0.492,1
Q14435,0.901070683661645,0.247,0.492,2
Q6UXU4,0.630116618075802,0.157,0.492,1
Q8IVW6,0.717699203187251,0.457,0.492,2
Q8IYB8,0.871192933703851,0.107,0.492,1
Q9NSA1,0.777726358148893,0.17,0.492,1
Q9WJR5,0.828083424807903,0.398,0.492,1
O75151,0.819618834080717,0.073,0.491,1
P01700,0.84141061452514,0.317,0.491,2
P07359,0.791614794767704,0.175,0.491,1
P15289,0.948061140181768,0.463,0.491,1
P16278,0.92103616416091,0.273,0.491,1
P84074,0.87112292358804,0.212,0.491,1
Q8NE01,0.673965267727931,0.11,0.491,1
Q9UGV2,0.864728821156432,0.321,0.491,1
O00148,0.855509868421053,0.424,0.49,1
O60238,0.583917910447761,0.423,0.49,1
O75061,0.895456807678635,0.346,0.49,1
P00492,0.819103244837758,0.381,0.49,1
P16402,0.753880597014925,0.422,0.49,1
P20142,0.89600559776089606,0.336,0.49,1
P54803,0.917972190034762,0.325,0.49,1
P62195,0.670515740120563,0.304,0.49,1
Q8IYS1,0.902924676961866,0.145,0.49,1
Q9BX66,0.666121739130435,0.264,0.49,1
Q9H3K6,0.795112676056338,0.116,0.49,1
Q9H4A6,0.894365613671673,0.347,0.49,1
Q9ULX3,0.676720197652872,0.041,0.49,1
O15105,0.832972789115646,0.278,0.489,1
O75586,0.668794871794872,0.142,0.489,1
P53041,0.84805446451950806,0.251,0.489,1
P78371,0.70055570915123,0.085,0.489,1
Q6PGP7,0.84116699989477,0.164,0.489,1
Q8NHL6,0.767315327041978,0.174,0.489,1
Q8WWZ1,0.90171768707483,0.418,0.489,1
Q99814,0.678393047179851,0.174,0.489,1
Q9H0U4,0.825997099347353,0.272,0.489,2
P23467,0.841848421052632,0.305,0.488,1
P61326,0.845083612040134,0.312,0.488,1
Q01113,0.766608116293156,0.273,0.488,1
Q14678,0.797130977130977,0.369,0.488,1
O15273,0.744214092140921,0.369,0.487,1
O43324,0.870896501457726,0.357,0.487,1
O43414,0.899165109034268,0.346,0.487,1
O60260,0.807116564417178,0.438,0.487,1
P01566,0.722611885546588,0.167,0.487,1
P11172,0.914598577235772,0.422,0.487,1
P19532,0.642689450222883,0.411,0.487,1
P19876,0.581708253358925,0.349,0.487,1
P51671,0.702357414448669,0.379,0.487,1
P54619,0.841751269035533,0.052,0.487,1
P62269,0.766465155331654,0.292,0.487,1
Q5MIZ7,0.822740384615385,0.436,0.487,1
Q6UW63,0.641853107344633,0.457,0.487,1
Q7L1T6,0.919002086230876,0.084,0.487,1
Q9BQ48,0.603023872679045,0.373,0.487,1
Q9BTP7,0.807887767969735,0.339,0.487,1
Q9H6K1,0.789611307420495,0.334,0.487,1
Q9NW64,0.713002990175139,0.22,0.487,1
O43257,0.639161920260374,0.248,0.486,1
O75643,0.805913415794482,0.147,0.486,1
O94880,0.778161668839635,0.167,0.486,1
P09936,0.873801843317972,0.176,0.486,1
P12314,0.81424578313253,0.299,0.486,1
P49207,0.803970753655793,0.355,0.486,1
P85298,0.733941441441441,0.307,0.486,1
Q96B49,0.672344139650873,0.381,0.486,1
A6NH57,0.797605337078652,0.214,0.485,2
O75928,0.778232373386296,0.25,0.485,3
P01860,0.821404662283323,0.329,0.485,1
P09471,0.762977038796516,0.272,0.485,1
P13611,0.783155929038282,0.46,0.485,1
P20338,0.871956678700361,0.29,0.485,1
Q6A1A2,0.868336877924287,0.322,0.485,1
Q86UY6,0.900435052827843,0.318,0.485,1
Q8NHS0,0.643896247240618,0.27,0.485,2
Q9H6Z4,0.656744621141254,0.208,0.485,1
Q9UBU2,0.607849927849928,0.386,0.485,1
O95466,0.703463368220742,0.198,0.484,1
P03950,0.878710976837865,0.394,0.484,1
P15170,0.74957554170377,0.357,0.484,1
P41227,0.822847328244275,0.252,0.484,1
Q92888,0.842319946896781,0.359,0.484,1
Q96AP4,0.881233671988389,0.249,0.484,1
Q9H6Y7,0.615604203152364,0.268,0.484,1
Q9H9A7,0.765984759671747,0.421,0.484,1
O95747,0.79051804670913,0.299,0.483,1
P01624,0.835449515905947,0.256,0.483,1
P03956,0.83391206313416,0.168,0.483,1
P14867,0.729772036474164,0.366,0.483,1
P16435,0.885899207478155,0.073,0.483,1
P47897,0.825579015754426,0.197,0.483,1
P55198,0.721794510907811,0.373,0.483,1
P55211,0.847128953771289,0.265,0.483,1
Q04721,0.713899895724713,0.171,0.483,1
Q13395,0.824041493775934,0.125,0.483,1
Q2QD12,0.906286894923259,0.255,0.483,1
Q5VTM2,0.565038284839204,-0.001,0.483,1
