uniprot_id,struct_score,hydrophobicity_score,volume_score,alpha_max_dist,pocket,druggability,num_drug_pockets
Q9C035,0.711111111111111,13.143,4,16.269,0.209,0.504,1
Q9NRR6,0.913467299963464,78.7,4.9,5.7,0.405,0.504,1
O15342,0.691539634146341,46.571,4.286,6.122,0.274,0.503,1
P19484,0.62344674556213,74.857,4.857,6.788,0.319,0.503,1
P26232,0.774190628328009,31.5,4.125,9.369,0.327,0.503,1
P48304,0.873654688869413,40.75,4.583,11.901,0.324,0.503,1
Q15276,0.506176024279211,42.25,4.25,9.639,0.385,0.503,2
Q8NB37,0.827284427284427,70.1,5.2,5.687,0.401,0.503,1
O14782,0.793357400722022,21.667,4.583,9.639,0.209,0.502,1
O75390,0.867548161120841,29.933,4.4,15.836,0.224,0.502,1
P01031,0.734304115853659,69.385,4.692,7.025,0.176,0.502,1
P10606,0.773911290322581,29,3.867,10.965,0.16,0.502,1
P18621,0.866106194690266,25.75,4.375,10.999,0.334,0.502,1
Q00532,0.87931221719457,29.286,4,23.308,0.143,0.502,2
Q13144,0.758205415499533,49.6,4.6,8.487,0.23,0.502,2
Q13554,0.821123787792356,15.235,4.588,11.429,0.217,0.502,1
Q93096,0.836714285714286,30.182,4.364,7.907,0.452,0.502,1
Q9H0N5,0.803614906832298,9.667,4.667,13.729,0.507,0.502,2
O60870,0.697670727205611,-1.4,5.2,10.334,0.252,0.501,1
O75943,0.747316455696203,17.3,3.95,16.498,0.157,0.501,2
O75976,0.870913028990337,-1.444,4.111,14.272,0.413,0.501,1
P0DM35,0.598019801980198,23.8,3.1,8.974,0.312,0.501,1
P82930,0.775527065527066,14.167,4.333,8.539,0.275,0.501,1
Q14807,0.78054747647562,26.786,4.143,12.329,0.227,0.501,1
Q6ZVK8,0.753143107989464,55.3,5,8.996,0.359,0.501,1
Q8NHW5,0.641034482758621,53.375,5,7.217,0.239,0.501,1
Q92569,0.700038038884193,38.818,4.909,13.375,0.047,0.501,1
Q9UBU9,0.794642082429501,4.556,3.889,13.835,0.349,0.501,1
O95273,0.82328227571116,68.818,4,5.659,0.489,0.5,1
Q15672,0.572280373831776,85,4.857,6.532,0.36,0.5,1
Q5VV16,0.636881720430107,21,3.9,6.976,0.316,0.5,1
Q86U10,0.845673680324843,48.818,4.455,8.068,0.38,0.5,1
Q99578,0.782541062801932,78.4,4.6,6.096,0.102,0.5,1
Q9Y3E7,0.692475322703113,26.125,3.875,6.753,0.508,0.5,1
O43543,0.817937799043062,22.7,5,9.628,0.341,0.499,1
O43741,0.53246511627907,17.083,4.333,14.295,0.215,0.499,1
P16989,0.751828737300435,9.333,3.833,6.309,0.358,0.499,1
P20941,0.832395251396648,26.2,4.9,9.419,0.152,0.499,1
P62266,0.774886260236579,20.778,4.444,8.762,0.234,0.499,1
P98177,0.62729490022173,-0.727,3.818,7.42,0.306,0.499,1
Q15437,0.838679338842975,22.583,4.333,9.868,0.244,0.499,1
Q16676,0.649644128113879,26.1,3.7,6.964,0.397,0.499,1
Q27J81,0.712041587901701,53.688,4.562,14.943,0.314,0.499,2
Q7Z5Q1,0.684207240948814,31.941,4.647,15.689,0.262,0.499,1
Q8TF65,0.755932362611555,20.545,4.273,13.82,0.024,0.499,1
Q99828,0.770461073318216,62.7,5,6.309,0.078,0.499,1
Q9NVL1,0.755204678362573,76.727,4.909,8.059,0.436,0.499,1
Q9UBD3,0.613578363384189,9,5,8.523,0.404,0.499,1
Q9ULC6,0.933265461465271,30.9,5.1,8.303,0.461,0.499,1
O14896,0.733724544480171,13.846,4,12.251,0.243,0.498,1
P05198,0.67866164784609,51.182,4.818,11.597,0.373,0.498,1
P15374,0.900840152755046,23.273,5.091,9.837,0.506,0.498,1
P23435,0.817365491651206,47.182,4.636,5.636,0.271,0.498,1
P31689,0.645447368421053,45.5,4.8,12.019,0.213,0.498,2
P33552,0.838912710566616,4.833,4.167,6.728,0.353,0.498,1
Q13098,0.78667154138637,24.143,3.786,11.802,0.32,0.498,1
Q14863,0.808617283950617,29.556,5,10.984,0.284,0.498,1
Q6PRD1,0.698883423512051,48,6,8.085,0.205,0.498,1
Q8IYB7,0.787076515505688,36.364,4.545,9.612,0.126,0.498,2
Q8IZD4,0.722745762711864,40.875,4.875,11.664,0.333,0.498,1
Q96K17,0.687268170426065,10.8,5.5,9.609,0.252,0.498,1
Q9UGJ0,0.815967808501857,58.222,5.333,5.628,0.102,0.498,1
Q9Y3V2,0.740830737279335,30.273,4.182,7.629,0.336,0.498,1
Q9Y5X0,0.862979053529868,25.833,4.667,6.734,0.381,0.498,1
O95876,0.811129895142307,30.462,4.231,15.325,0.385,0.497,1
P09382,0.900663414634146,12.091,3.273,11.794,0.337,0.497,1
P28698,0.809698630136986,35,4.778,12.967,0.331,0.497,1
Q8N9I0,0.83512118491921,5.636,4.727,12.466,0.467,0.497,1
Q8TF64,0.757579439252336,20,4.091,12.48,0.178,0.497,2
Q96G25,0.63462676529926,63.625,4.5,6.063,0.308,0.497,1
Q9BRA2,0.863860759493671,2.429,3.143,8.04,0.394,0.497,1
Q9UF33,0.646254752851711,34.95,4,12.451,0.324,0.497,1
Q9Y2T7,0.714328571428571,12.625,4,9.367,0.328,0.497,1
P08185,0.857145833333333,61.933,4.8,11.547,0.292,0.496,1
P19237,0.659713758079409,31.833,5.667,11.166,0.268,0.496,1
P22694,0.893584023029867,55,5.167,9.819,0.217,0.496,1
Q86UL8,0.827331947331947,10.818,4.091,12.4,0.289,0.496,2
Q8IXQ8,0.723006756756757,82,4.333,5.612,0.554,0.496,1
Q8N2C7,0.746466244725738,89.75,4.75,5.609,0.217,0.496,1
Q8NFZ8,0.844968833481745,23.353,4.176,17.54,0.187,0.496,1
Q9BT17,0.805793780687398,10.267,4.6,16.894,0.501,0.496,2
Q9H1J5,0.774814196242171,62.5,3.667,7.146,0.384,0.496,1
Q9H9S4,0.850261510128913,8.517,3.759,25.734,0.198,0.496,1
A8K7I4,0.837293103448276,37.556,4.444,7.158,0.432,0.495,1
O43583,0.783802612481858,49.333,4.111,13.765,0.125,0.495,1
P11831,0.748605697151424,15.5,5.4,12.066,0.291,0.495,1
P29034,0.774209809264305,60.167,5.333,5.599,0.359,0.495,2
P61266,0.731973161033797,49.556,4.556,5.599,0.308,0.495,1
Q02779,0.766900324149109,55.909,4.545,17.749,0.121,0.495,1
Q13956,0.520437158469945,33.444,4.667,11.53,0.285,0.495,2
Q16623,0.760884533898305,47.714,3.714,8.899,0.479,0.495,1
Q6UWI4,0.548736616702355,-9.333,4.5,11.328,0.451,0.495,1
Q75N03,0.69356940509915,26.167,4.5,7.383,0.307,0.495,1
Q8TCF1,0.804390018484288,9.417,4.333,9.38,0.431,0.495,1
Q92556,0.747497432386169,58.6,4.867,13.792,0.377,0.495,1
Q9H082,0.876509831460674,17.556,3.889,5.602,0.437,0.495,1
Q9NRN9,0.910714285714286,24.312,4.562,16.399,0.412,0.495,1
O15269,0.818411764705882,84.7,4.5,6.271,0.208,0.494,1
P16591,0.805481185481186,14.375,4.125,14.231,0.241,0.494,1
P19404,0.832150988615938,29.286,4.314,24.99,0.02,0.494,1
P54317,0.823498724128154,30.125,4.125,5.592,0.294,0.494,1
Q00688,0.773682432432432,53.929,4.714,12.406,0.095,0.494,1
Q15084,0.798686327077748,22.273,3.364,6.697,0.299,0.494,1
Q6ZMI3,0.893929471032746,45.833,4.833,5.589,0.383,0.494,1
Q9BQA9,0.86735632183908,73.5,5,7.367,0.091,0.494,1
Q9BZX2,0.889336854460094,51.545,4.636,7.788,0.394,0.494,1
Q9C0F1,0.824091360476663,11.889,5.556,11.388,0.424,0.494,1
Q9HCN4,0.796420570264766,25.6,3.3,6.249,0.416,0.494,1
A6NHX0,0.805915436777024,27.667,3.75,15.034,0.361,0.493,2
O60667,0.662220843672457,68.333,4.667,5.576,0.493,0.493,1
O60678,0.882339544513458,23.538,4.154,8,0.364,0.493,1
O76096,0.885455465587045,34.5,4.25,18.557,0.41,0.493,1
O95639,0.649015317286652,46.182,4,9.096,0.303,0.493,1
P33763,0.765499316005472,60.818,4.636,7.775,0.279,0.493,1
Q15843,0.806016666666667,44.1,4.2,8.237,0.309,0.493,1
Q7Z6K3,0.740557620817844,30.214,4.643,12.665,0.131,0.493,1
Q9UN36,0.903437641723356,12,3.667,11.296,0.286,0.493,1
P0DPB6,0.790700116686114,30,4.875,11.775,0.291,0.492,1
P0DPK2,0.695354838709677,57,5.25,6.229,0.397,0.492,1
P22001,0.72888746803069,43.722,4.611,16.883,0.222,0.492,2
P38646,0.787244133799301,-2.75,4.417,10.199,0.402,0.492,1
P54760,0.737976071784646,9.1,4.5,9.086,0.132,0.492,1
P86397,0.791086105675147,31.833,4.667,8.905,0.483,0.492,1
Q14435,0.901070683661645,30.167,4.208,15.58,0.247,0.492,2
Q6UXU4,0.630116618075802,36.6,4.7,9.967,0.157,0.492,1
Q8IVW6,0.717699203187251,-4.125,4.375,7.331,0.457,0.492,2
Q8IYB8,0.871192933703851,25.067,4.311,28.365,0.107,0.492,1
Q9NSA1,0.777726358148893,-13.923,3.846,14.185,0.17,0.492,1
Q9WJR5,0.828083424807903,37.6,4.3,7.551,0.398,0.492,1
O75151,0.819618834080717,-14.125,3.625,7.882,0.073,0.491,1
P01700,0.84141061452514,14,3.789,19.95,0.317,0.491,2
P07359,0.791614794767704,44.182,5.091,9.117,0.175,0.491,1
P15289,0.948061140181768,-2.438,3.562,23.144,0.463,0.491,1
P16278,0.92103616416091,37.867,4.6,8.873,0.273,0.491,1
P84074,0.87112292358804,36.818,4.545,9.743,0.212,0.491,1
Q8NE01,0.673965267727931,20.615,4.385,9.114,0.11,0.491,1
Q9UGV2,0.864728821156432,9.875,4.25,9.731,0.321,0.491,1
O00148,0.855509868421053,9.121,4,25.332,0.424,0.49,1
O60238,0.583917910447761,65.167,4.167,7.552,0.423,0.49,1
O75061,0.895456807678635,7.75,4.5,9.315,0.346,0.49,1
P00492,0.819103244837758,52.846,4.462,5.547,0.381,0.49,1
P16402,0.753880597014925,47.857,3.429,5.542,0.422,0.49,1
P20142,0.89600559776089606,55.846,4,7.754,0.336,0.49,1
P54803,0.917972190034762,29.944,4.778,11.963,0.325,0.49,1
P62195,0.670515740120563,50.583,4,9.552,0.304,0.49,1
Q8IYS1,0.902924676961866,27.5,4.8,12.371,0.145,0.49,1
Q9BX66,0.666121739130435,42.4,5.1,9.287,0.264,0.49,1
Q9H3K6,0.795112676056338,27.3,4.5,9.977,0.116,0.49,1
Q9H4A6,0.894365613671673,16.727,4.818,10.867,0.347,0.49,1
Q9ULX3,0.676720197652872,19.75,4.5,9.979,0.041,0.49,1
O15105,0.832972789115646,22.143,4.714,8.842,0.278,0.489,1
O75586,0.668794871794872,54,5.4,7.09,0.142,0.489,1
P53041,0.84805446451950806,19.333,5.238,15.912,0.251,0.489,1
P78371,0.70055570915123,60.143,3.857,7.328,0.085,0.489,1
Q6PGP7,0.84116699989477,55.222,4,6.855,0.164,0.489,1
Q8NHL6,0.767315327041978,35.125,4.938,15.683,0.174,0.489,1
Q8WWZ1,0.90171768707483,88.727,4.636,5.535,0.418,0.489,1
Q99814,0.678393047179851,37.769,4.308,10.155,0.174,0.489,1
Q9H0U4,0.825997099347353,16.083,3.5,16.123,0.272,0.489,2
P23467,0.841848421052632,13.294,4.176,15.999,0.305,0.488,1
P61326,0.845083612040134,24.875,4.25,7.959,0.312,0.488,1
Q01113,0.766608116293156,61.545,5,9.919,0.273,0.488,1
Q14678,0.797130977130977,66.286,4.429,8.603,0.369,0.488,1
O15273,0.744214092140921,2.714,4.571,7.27,0.369,0.487,1
O43324,0.870896501457726,35.167,4,7.498,0.357,0.487,1
O43414,0.899165109034268,29.167,4.167,11.904,0.346,0.487,1
O60260,0.807116564417178,30.769,4.692,12.173,0.438,0.487,1
P01566,0.722611885546588,34.026,3.974,24.065,0.167,0.487,1
P11172,0.914598577235772,15,4,12.386,0.422,0.487,1
P19532,0.642689450222883,78.143,4.857,7.055,0.411,0.487,1
P19876,0.581708253358925,53.333,4.111,10.379,0.349,0.487,1
P51671,0.702357414448669,6.667,5.167,8.307,0.379,0.487,1
P54619,0.841751269035533,26.05,4,13.677,0.052,0.487,1
P62269,0.766465155331654,86,4.5,5.512,0.292,0.487,1
Q5MIZ7,0.822740384615385,80,7.5,8.604,0.436,0.487,1
Q6UW63,0.641853107344633,35.556,3.667,8.148,0.457,0.487,1
Q7L1T6,0.919002086230876,7.8,3.75,14.337,0.084,0.487,1
Q9BQ48,0.603023872679045,18,6,9.529,0.373,0.487,1
Q9BTP7,0.807887767969735,66.833,4.833,6.177,0.339,0.487,1
Q9H6K1,0.789611307420495,60.5,5,7.492,0.334,0.487,1
Q9NW64,0.713002990175139,30.25,4.875,5.963,0.22,0.487,1
O43257,0.639161920260374,13.789,4.684,17.23,0.248,0.486,1
O75643,0.805913415794482,41.143,4.214,9.522,0.147,0.486,1
O94880,0.778161668839635,32.04,3.64,14.085,0.167,0.486,1
P09936,0.873801843317972,45.6,5.067,12.252,0.176,0.486,1
P12314,0.81424578313253,46.833,5.417,10.845,0.299,0.486,1
P49207,0.803970753655793,32.111,5.222,9.701,0.355,0.486,1
P85298,0.733941441441441,14.545,4,13.041,0.307,0.486,1
Q96B49,0.672344139650873,62.8,4.2,5.499,0.381,0.486,1
A6NH57,0.797605337078652,65.9,4.8,6.59,0.214,0.485,2
O75928,0.778232373386296,28.455,4.727,10.127,0.25,0.485,3
P01860,0.821404662283323,34.417,4.25,9.269,0.329,0.485,1
P09471,0.762977038796516,66.727,4.455,5.493,0.272,0.485,1
P13611,0.783155929038282,37.875,5,11.924,0.46,0.485,1
P20338,0.871956678700361,30.889,3.778,5.714,0.29,0.485,1
Q6A1A2,0.868336877924287,43.462,3.462,8.128,0.322,0.485,1
Q86UY6,0.900435052827843,28.588,4,15.493,0.318,0.485,1
Q8NHS0,0.643896247240618,-5.111,4.111,10.199,0.27,0.485,2
Q9H6Z4,0.656744621141254,28.455,3.909,9.275,0.208,0.485,1
Q9UBU2,0.607849927849928,21.286,5.143,6.815,0.386,0.485,1
O95466,0.703463368220742,5.933,4.133,16.1,0.198,0.484,1
P03950,0.878710976837865,23.6,4.9,7.241,0.394,0.484,1
P15170,0.74957554170377,29,5,11.371,0.357,0.484,1
P41227,0.822847328244275,40.118,4,12.125,0.252,0.484,1
Q92888,0.842319946896781,0.667,3.933,20.562,0.359,0.484,1
Q96AP4,0.881233671988389,22.467,4.133,13.239,0.249,0.484,1
Q9H6Y7,0.615604203152364,33.6,4.8,5.924,0.268,0.484,1
Q9H9A7,0.765984759671747,47.273,4.636,9.016,0.421,0.484,1
O95747,0.79051804670913,-11.583,4.917,13.446,0.299,0.483,1
P01624,0.835449515905947,46.353,4.059,12.739,0.256,0.483,1
P03956,0.83391206313416,12.143,3.429,18.403,0.168,0.483,1
P14867,0.729772036474164,62.333,3.833,6.131,0.366,0.483,1
P16435,0.885899207478155,4.611,3.833,9.665,0.073,0.483,1
P47897,0.825579015754426,27.818,4.909,7.69,0.197,0.483,1
P55198,0.721794510907811,-23.5,4.5,8.118,0.373,0.483,1
P55211,0.847128953771289,16.778,4.333,10.756,0.265,0.483,1
Q04721,0.713899895724713,11.5,4,14.764,0.171,0.483,1
Q13395,0.824041493775934,39,5,7.688,0.125,0.483,1
Q2QD12,0.906286894923259,48.083,4.417,6.806,0.255,0.483,1
Q5VTM2,0.565038284839204,4.043,3.913,20.258,-0.001,0.483,1
Q96KV6,0.81912938331318,29.571,4.571,8.324,0.415,0.483,2
Q96T66,0.840525175961018,45.909,4.045,12.076,0.186,0.483,1
Q9C0D3,0.89223597359736,56.25,5.375,8.588,0.329,0.483,1
Q9H3Z4,0.749157232704402,37,3.889,6.584,0.45,0.483,1
Q9H4K1,0.603447833065811,55.75,4.25,5.689,0.367,0.483,1
Q9UM11,0.722787863070539,30.25,4.25,11.218,0.187,0.483,2
A8K4G0,0.770589569160998,41.429,4,8.099,0.336,0.482,1
O60759,0.685095367847411,29.625,3.938,13.952,0.309,0.482,1
O76038,0.803094582185491,75.333,5,5.462,0.391,0.482,2
P02647,0.673980132450331,-2.143,5,10.071,0.355,0.482,1
P32321,0.863141970519783,54.211,4.579,17.592,0.13,0.482,1
Q92542,0.862077922077922,13.647,4,8.407,0.346,0.482,1
Q9BV81,0.633548387096774,57.778,4.778,7.441,0.267,0.482,1
Q9BYM8,0.810609540636042,-4.8,3.267,14.045,0.325,0.482,1
Q9H190,0.833270524899058,33.812,3.688,15.136,0.185,0.482,1
A2RTX5,0.832921245421245,61.875,4.625,5.445,0.432,0.481,1
O95363,0.919540846750149,8.769,4.308,8.323,0.523,0.481,1
P02655,0.565885167464115,50.5,5,9.835,0.359,0.481,1
P14174,0.895497142857143,61.4,4.7,11.846,0.281,0.481,1
P51692,0.835168661588683,17.6,4.3,10.323,0.333,0.481,1
Q13637,0.868588483146067,81.2,4.6,5.445,0.124,0.481,1
Q7Z4W1,0.879670758928571,22.757,3.568,21.37,0.323,0.481,1
Q9BRK3,0.756773117254528,13.267,4.867,10.78,0.233,0.481,1
O14958,0.804015775034294,85.545,5.545,7.209,0.234,0.48,1
O75489,0.788844163312248,47.8,4.6,9.85,0.352,0.48,2
P03971,0.631198453608247,12.75,3.917,10.311,0.406,0.48,1
P09467,0.870219473264166,56.4,4,5.436,0.26,0.48,2
P58753,0.683229927007299,35.067,4.4,13.213,0.332,0.48,1
P62879,0.912954982685648,22.167,4.5,8.342,0.28,0.48,1
Q8IZP0,0.631710843373494,42.077,4.077,14.888,0.307,0.48,1
Q8WXT5,0.642881355932203,21,3.9,6.975,0.304,0.48,1
Q9BYG3,0.67551261829653,70.455,5.182,10.05,0.089,0.48,1
O75663,0.784543640897756,65.429,5.714,6.541,0.243,0.479,1
O95206,0.768619945033373,38.133,4,12.616,0.184,0.479,1
P12018,0.812530657748049,29.318,3.909,21.926,0.107,0.479,1
P35268,0.830830367734282,56.143,5.429,7.42,0.297,0.479,1
P47813,0.558289920724802,26,4.412,18.922,0.168,0.479,1
Q13342,0.768515151515151,10.312,3.312,17.547,0.133,0.479,1
Q5T6F0,0.826085223789086,48.5,5.875,8.091,0.27,0.479,1
Q8IWG1,0.716742333731581,36.875,4.5,6.609,0.069,0.479,1
Q8TAD8,0.676140757927301,94.6,5.4,5.429,0.401,0.479,1
O95319,0.753661360347323,-0.625,4.75,12.282,0.414,0.478,1
P12074,0.600964391691395,11.75,4.5,7.399,0.204,0.478,1
P25786,0.85858591248666,30.5,4.375,8.49,0.34,0.478,1
Q969M1,0.822250673854447,45.091,4.182,9.904,0.208,0.478,1
Q969M7,0.883789219629928,-4.5,3.1,10.047,0.259,0.478,1
Q9BTT0,0.755806962025316,9.5,4,8.269,0.327,0.478,1
Q9NZ63,0.505869432580842,5.154,4.538,14.23,0.051,0.478,1
P25705,0.837103267973856,43.714,4.429,10.288,0.164,0.477,2
P47974,0.530034662045061,36,4.364,15.564,0.199,0.477,1
Q15642,0.792752293577982,2.364,4,14.65,0.352,0.477,1
Q16821,0.710455390334573,29.429,4.857,8.942,0.284,0.477,1
Q5JXB2,0.834634551495017,27.455,4.455,11.166,0.315,0.477,2
Q5VW00,0.774845518507189,25.875,3.875,11.665,0.382,0.477,1
Q8IYT8,0.757520510483136,11.143,3.929,10.971,0.323,0.477,1
Q92688,0.795468873128448,16.733,3.933,10.935,0.347,0.477,1
Q96FX7,0.914789497510186,1,3.474,13.37,0.088,0.477,1
P51157,0.883864134404675,3.875,3.667,18.479,0.124,0.476,1
Q14684,0.570305555555556,20.857,3.571,8.925,0.342,0.476,1
Q5JR12,0.82988729952319,47.933,3.333,11.572,0.262,0.476,1
Q5S007,0.736016904935824,67,5,9.355,0.192,0.476,1
Q6Y7W6,0.667153846153846,20.7,5.5,11.406,0.38,0.476,1
Q99469,0.757914438502674,4.625,4.25,11.344,0.399,0.476,1
Q9UJX6,0.766159675713782,40.244,4.311,26.816,0.064,0.476,1
Q9Y2C4,0.870545073375262,74.625,5.125,6.722,0.116,0.476,1
O75446,0.724478976234004,44.667,4.556,10.021,0.365,0.475,1
P06331,0.830783532536521,4.667,3.167,7.593,0.321,0.475,1
P08709,0.863647416413374,30.588,4.118,11.402,0.337,0.475,2
P35240,0.879897510980966,53.909,4.636,7.362,0.234,0.475,1
P49753,0.882092231507273,41.263,4.5,22.026,0.371,0.475,2
P55786,0.936577220358757,14.667,3.889,5.387,0.118,0.475,1
Q86UW6,0.743712212817412,36.714,4.286,7.61,0.166,0.475,1
Q8TF47,0.609262981574539,52.125,3.875,6.045,0.359,0.475,1
Q96CB9,0.850860481586402,37.167,6.333,7.841,0.058,0.475,1
Q96LA8,0.898034508627157,29.182,3.909,8.023,0.172,0.475,2
Q9Y5H5,0.791504273504274,36.2,4.3,7.152,0.293,0.475,1
Q9Y6K8,0.896983606557377,19.1,3.8,6.705,0.421,0.475,1
O00548,0.808890855457227,45.125,6,8.489,0.42,0.474,1
O60462,0.839869555604687,14.5,3.808,19.232,0.138,0.474,1
P25963,0.855222496909765,27.25,3.625,9.776,0.411,0.474,1
P31946,0.845470711297071,10.545,4.091,11.718,0.312,0.474,3
P52952,0.645957066189624,41.333,4.833,14.257,0.352,0.474,1
P61604,0.81224570673712,53.429,4.857,8.902,0.283,0.474,1
Q03519,0.850505448643636,46.375,5,6.044,0.165,0.474,1
Q13838,0.851698423127464,10.788,3.848,25.15,0.427,0.474,1
Q96MD2,0.752051860202931,50.909,4.727,7.381,0.384,0.474,1
Q9UBD9,0.870781577110956,16,3.556,8.915,0.249,0.474,1
O14640,0.731873156342183,67.222,4.667,7.788,0.339,0.473,1
P06727,0.762568053415511,53.556,4.667,8.231,0.324,0.473,1
P12236,0.826017621145374,33.455,5.545,15.342,0.505,0.473,1
P16035,0.833450704225352,35.647,3.706,11.963,0.312,0.473,1
P35568,0.713942357179619,17,3.286,9.778,0.069,0.473,1
P62955,0.685352904434728,40.875,5.25,8.445,0.519,0.473,1
Q15078,0.857537313432836,44.125,4.125,9.319,0.299,0.473,1
Q15375,0.76281045751634,-8.357,4.143,12.445,0.144,0.473,1
Q15506,0.585226860254083,75.4,5.6,7.368,0.112,0.473,1
Q15678,0.816294736842105,17.75,4.5,15.555,0.281,0.473,2
Q6UXZ4,0.633860257680872,-8.636,4.273,9.114,0.385,0.473,1
Q8IUH4,0.827738835500283,26.9,4.4,13.295,0.411,0.473,1
Q8IUK8,0.82652052238806,39.364,4.455,5.577,0.404,0.473,1
Q8TAU0,0.623032490974729,41.333,4.833,14.238,0.328,0.473,1
Q9HBM1,0.684089754445385,71.091,4.273,6.021,0.439,0.473,1
Q9NRD5,0.741584615384615,54.083,4.25,10.001,0.357,0.473,1
Q9UPQ3,0.826497305619707,20.75,5.25,9.822,0.488,0.473,1
Q9Y232,0.863031358885017,16.5,4.9,6.017,0.426,0.473,1
O60243,0.821303611738149,32,4.737,9.812,0.337,0.472,1
O77932,0.908848022206801,18.273,4.364,7.995,0.308,0.472,1
P20062,0.836389148737138,20.65,3.5,11.99,0.26,0.472,1
Q13938,0.841597552685248,47.5,3.875,8.866,0.172,0.472,1
Q9H3M9,0.717678100263852,36.091,4.727,10.398,0.261,0.472,1
Q9NYB0,0.70370218579235,39.5,4.8,9.517,0.312,0.472,1
A9UHW6,0.852094361334868,55.667,4.778,7.338,0.294,0.471,1
F8VTS6,0.743059057730591,80.4,6,5.996,0.369,0.471,1
O00180,0.76999530956848,61.667,4.889,11.337,0.353,0.471,1
O43903,0.651807407407407,19.4,4.7,12.417,0.408,0.471,1
O95274,0.850940934065934,-7.636,3.727,10.885,0.282,0.471,1
O95470,0.889053857350801,32,4.167,12.991,0.313,0.471,2
P00367,0.860867096774194,41.667,4.833,8.585,0.12,0.471,2
P0DMS9,0.716122262773723,54.125,4.625,5.343,0.283,0.471,1
P10323,0.839805097451274,21.375,4,8.653,0.367,0.471,1
P15531,0.834784411276949,5.818,3.909,9.547,0.371,0.471,2
P26374,0.764664354213426,10.35,4,16.174,0.165,0.471,1
P37108,0.711232166018158,60.333,4.444,5.557,0.374,0.471,1
P49662,0.768391442155309,73.333,5.111,8.654,0.412,0.471,1
P49759,0.813362413667757,29,4.042,15.018,0.156,0.471,1
Q16576,0.844087795765878,39.462,4.154,10.572,0.28,0.471,2
Q7Z5K2,0.780230925967851,26.1,4.4,9.997,0.071,0.471,1
Q92583,0.770586011342155,30.75,5,7.094,0.243,0.471,1
O75319,0.92657469717362,42.714,4.857,5.326,0.393,0.47,1
P10266,0.836527593818985,37.6,4.3,7.309,0.39,0.47,1
P22914,0.837622667588113,35.111,5,7.757,0.446,0.47,1
P60520,0.865534787123572,40.538,5,8.456,0.303,0.47,1
P63135,0.807961165048544,37.6,4.3,7.316,0.422,0.47,1
Q13416,0.766120826709062,23,4.25,14.519,0.17,0.47,2
Q2M2I8,0.818979673176564,29.364,4,6.436,0.344,0.47,1
Q9H171,0.758150943396226,10.545,5,15.973,0.303,0.47,1
Q9H3M7,0.819083735203858,47.143,5,5.987,0.438,0.47,1
Q9UJH8,0.817838125665602,36.667,3.333,6.217,0.273,0.47,1
Q9UQ80,0.83918044572250206,15.231,4.615,11.651,0.106,0.47,1
A6NLU0,0.852654280026543,80.4,6,5.974,0.339,0.469,1
O15031,0.753276872964169,-1.312,3.875,10.403,0.104,0.469,1
P28074,0.841098454027665,60.167,4.25,8.617,0.327,0.469,1
P50479,0.740498392282958,30.214,4.286,18.166,0.304,0.469,1
P62258,0.868475120385233,63.444,4.778,12.549,0.393,0.469,1
Q13641,0.8660027100271,14.75,2.625,7.738,0.359,0.469,1
Q13670,0.519912739965096,38.667,4.167,7.964,0.404,0.469,1
Q17R31,0.907935823754789,13.083,3.667,10.608,0.302,0.469,1
Q9BV20,0.911862409730141,-0.722,3.5,13.761,0.174,0.469,2
Q9UHB9,0.786642246642247,43.929,5.143,12.156,0.215,0.469,1
A4GXA9,0.785077551020408,34.846,4.923,10.229,0.185,0.468,1
P01137,0.605987590486039,30.966,4.172,19.055,0.128,0.468,1
P18858,0.888440221694378,19.733,4.033,24.94,0.275,0.468,3
P32780,0.568794616734933,34.25,4.75,5.532,0.175,0.468,1
P43034,0.857693510555121,2.308,3.538,13.072,0.236,0.468,1
P52758,0.839272908366534,15.583,3.667,10.257,0.316,0.468,3
P53365,0.82322600619195,51.429,4.571,8.824,0.22,0.468,1
P68402,0.883621103117506,35,4.75,7.524,0.415,0.468,1
P80294,0.604836272040302,19.545,3.273,8.617,0.366,0.468,1
P84243,0.769264705882353,78.333,4.556,7.507,0.298,0.468,1
Q15054,0.761321428571429,19.6,4,11.715,0.372,0.468,1
Q17RY0,0.71536494073612,28.889,4.722,15.706,0.256,0.468,1
Q4U2R6,0.738200483091787,29.8,6,6.194,0.325,0.468,1
Q92905,0.747858880778589,19.271,4.583,27.83,0.156,0.468,1
Q9BXR3,0.83421494913755,37.6,4.3,7.292,0.393,0.468,1
Q9C026,0.758650472334683,31.05,3.9,12.56,0.284,0.468,1
Q9H633,0.766112244897959,48,5.25,6.426,0.466,0.468,1
Q9P1U0,0.610594837261504,17.714,4.429,6.183,0.347,0.468,1
O43353,0.778397943037975,15.205,3.523,24.899,0.111,0.467,1
O95067,0.770241788321168,62.857,5.571,9.482,0.358,0.467,1
P01178,0.744584040747029,10,3,9.471,0.293,0.467,1
P35790,0.898709677419355,49.909,6,9.951,0.478,0.467,1
P50897,0.913533180778032,18.182,4.909,14.823,0.289,0.467,1
Q14005,0.721115485564304,39.143,3.857,13.072,0.396,0.467,1
Q8N158,0.80292591727039,72.875,5.375,5.298,0.262,0.467,1
Q8NE35,0.681115288220551,28.889,4.722,15.705,0.26,0.467,1
Q8TEQ6,0.766798567591764,7.9,4,10.17,0.188,0.467,1
