"","Phase","Status","URL Name","URL","Disease ID","Disease Name","Drug ID","Drug Name","Mechanism of Action","Action Type","Target ID","Target Approved Name","Target Approved Symbol","Drug Type","NCT_ID"
"182",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00198250","MONDO_0007254","breast cancer","CHEMBL637","VENLAFAXINE","Norepinephrine transporter inhibitor","INHIBITOR","ENSG00000108576","solute carrier family 6 member 2","SLC6A2","Small molecule","NCT00198250"
"183",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04542135","MONDO_0007254","breast cancer","CHEMBL15770","SULINDAC","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 2","PTGS2","Small molecule","NCT04542135"
"184",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02839668","MONDO_0007254","breast cancer","CHEMBL517712","ATROPINE","Muscarinic acetylcholine receptor M2 antagonist","ANTAGONIST","ENSG00000133019","cholinergic receptor muscarinic 2","CHRM2","Small molecule","NCT02839668"
"185",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02402764","MONDO_0007254","breast cancer","CHEMBL3545185","SELINEXOR","Exportin-1 inhibitor","INHIBITOR","ENSG00000082898","exportin 1","XPO1","Small molecule","NCT02402764"
"186",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01262027","MONDO_0007254","breast cancer","CHEMBL522892","DOVITINIB","Fibroblast growth factor receptor 3 inhibitor","INHIBITOR","ENSG00000113721","fibroblast growth factor receptor 3","FGFR3","Small molecule","NCT01262027"
"187",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00077363","MONDO_0007254","breast cancer","CHEMBL289228","TIPIFARNIB","Protein farnesyltransferase inhibitor","INHIBITOR","ENSG00000168522","farnesyltransferase, CAAX box, alpha","FNTA","Small molecule","NCT00077363"
"188",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00006007","MONDO_0007254","breast cancer","CHEMBL2360464","PEMETREXED DISODIUM","Dihydrofolate reductase inhibitor","INHIBITOR","ENSG00000176890","dihydrofolate reductase","DHFR","Small molecule","NCT00006007"
"189",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04588935","MONDO_0007254","breast cancer","CHEMBL645","BISOPROLOL","Beta-1 adrenergic receptor antagonist","ANTAGONIST","ENSG00000043591","adrenoceptor beta 1","ADRB1","Small molecule","NCT04588935"
"190",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04059484","MONDO_0007254","breast cancer","CHEMBL4475463","AMCENESTRANT","Estrogen receptor alpha degrader","DEGRADER","ENSG00000091831","estrogen receptor 1","ESR1","Small molecule","NCT04059484"
"191",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02689427","EFO_0005537","triple-negative breast cancer","CHEMBL1082407","ENZALUTAMIDE","Androgen Receptor antagonist","ANTAGONIST","ENSG00000169083","androgen receptor","AR","Small molecule","NCT02689427"
"192",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04024436","MONDO_0007254","breast cancer","CHEMBL3701238","FUTIBATINIB","Fibroblast growth factor receptor inhibitor","INHIBITOR","ENSG00000068078","fibroblast growth factor receptor 4","FGFR4","Small molecule","NCT04024436"
"193",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00063102","MONDO_0007254","breast cancer","CHEMBL20684","ABT-751","Tubulin beta inhibitor","INHIBITOR","ENSG00000188229","tubulin beta 8B","TUBB8B","Small molecule","NCT00063102"
"194",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04551495","EFO_0000553","invasive lobular carcinoma","CHEMBL1983268","ENTRECTINIB","Neurotrophic tyrosine kinase receptor inhibitor","INHIBITOR","ENSG00000047936","neurotrophic receptor tyrosine kinase 2","NTRK2","Small molecule","NCT04551495"
"195",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03328884","MONDO_0007254","breast cancer","CHEMBL481","IRINOTECAN","DNA topoisomerase I inhibitor","INHIBITOR","ENSG00000198900","DNA topoisomerase I","TOP1","Small molecule","NCT03328884"
"196",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00028639","MONDO_0007254","breast cancer","CHEMBL325041","BORTEZOMIB","26S proteosome inhibitor","INHIBITOR","ENSG00000173692","proteasome 20S subunit beta 5","PSMB5","Small molecule","NCT00028639"
"197",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00166543","MONDO_0007254","breast cancer","CHEMBL3545211","SR16234","Estrogen receptor alpha antagonist","ANTAGONIST","ENSG00000091831","estrogen receptor 1","ESR1","Small molecule","NCT00166543"
"198",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03575065","MONDO_0007254","breast cancer","CHEMBL4112930","PAMIPARIB","Poly [ADP-ribose] polymerase 2 inhibitor","INHIBITOR","ENSG00000143799","poly(ADP-ribose) polymerase 2","PARP2","Small molecule","NCT03575065"
"199",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00559507","EFO_0006861","male breast carcinoma","CHEMBL217092","SARACATINIB","Tyrosine-protein kinase SRC inhibitor","INHIBITOR","ENSG00000097007","SRC proto-oncogene, non-receptor tyrosine kinase","SRC","Small molecule","NCT00559507"
"200",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00664781","Orphanet_145","Hereditary breast and ovarian cancer syndrome","CHEMBL1173055","RUCAPARIB","PARP 1, 2 and 3 inhibitor","INHIBITOR","ENSG00000143799","poly(ADP-ribose) polymerase 2","PARP2","Small molecule","NCT00664781"
"201",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01042379","EFO_0005537","triple-negative breast cancer","CHEMBL2103879","GANETESPIB","Heat shock protein HSP90 inhibitor","INHIBITOR","ENSG00000080824","heat shock protein 90 alpha family class A member 1","HSP90AA1","Small molecule","NCT01042379"
"202",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05090358","MONDO_0007254","breast cancer","CHEMBL4594217","CANAGLIFLOZIN","Sodium/glucose cotransporter 2 inhibitor","INHIBITOR","ENSG00000140675","solute carrier family 5 member 2","SLC5A2","Small molecule","NCT05090358"
"203",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04432454","MONDO_0007254","breast cancer","CHEMBL328190","LASOFOXIFENE","Estrogen receptor modulator","MODULATOR","ENSG00000140009","estrogen receptor 2","ESR2","Small molecule","NCT04432454"
"204",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04862585","MONDO_0004658","breast carcinoma in situ","CHEMBL902","FAMOTIDINE","Histamine H2 receptor antagonist","ANTAGONIST","ENSG00000113749","histamine receptor H2","HRH2","Small molecule","NCT04862585"
"205",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01441947","MONDO_0007254","breast cancer","CHEMBL2105717","CABOZANTINIB","Hepatocyte growth factor receptor inhibitor","INHIBITOR","ENSG00000128052","MET proto-oncogene, receptor tyrosine kinase","MET","Small molecule","NCT01441947"
"206",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04821141","MONDO_0007254","breast cancer","CHEMBL46740","BAZEDOXIFENE","Estrogen receptor modulator","MODULATOR","ENSG00000140009","estrogen receptor 2","ESR2","Small molecule","NCT04821141"
"207",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01332630","MONDO_0007254","breast cancer","CHEMBL1790041","RANITIDINE","Histamine H2 receptor antagonist","ANTAGONIST","ENSG00000113749","histamine receptor H2","HRH2","Small molecule","NCT01332630"
"208",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03454529","EFO_0000305","breast carcinoma","CHEMBL1064","SIMVASTATIN","HMG-CoA reductase inhibitor","INHIBITOR","ENSG00000113161","3-hydroxy-3-methylglutaryl-CoA reductase","HMGCR","Small molecule","NCT03454529"
"209",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01277757","EFO_0000305","breast carcinoma","CHEMBL1079175","MK-2206","Serine/threonine-protein kinase AKT inhibitor","INHIBITOR","ENSG00000105221","AKT serine/threonine kinase 1","AKT1","Small molecule","NCT01277757"
"210",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00416403","MONDO_0007254","breast cancer","CHEMBL2218894","FLUVASTATIN SODIUM","HMG-CoA reductase inhibitor","INHIBITOR","ENSG00000113161","3-hydroxy-3-methylglutaryl-CoA reductase","HMGCR","Small molecule","NCT00416403"
"211",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00198250","MONDO_0007254","breast cancer","CHEMBL1201066","VENLAFAXINE HYDROCHLORIDE","Norepinephrine transporter inhibitor","INHIBITOR","ENSG00000108576","solute carrier family 6 member 2","SLC6A2","Small molecule","NCT00198250"
"212",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01332630","MONDO_0007254","breast cancer","CHEMBL657","DIPHENHYDRAMINE","Histamine H1 receptor antagonist","ANTAGONIST","ENSG00000196639","histamine receptor H1","HRH1","Small molecule","NCT01332630"
"213",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01965522","MONDO_0007254","breast cancer","CHEMBL45","MELATONIN","Melatonin receptor agonist","AGONIST","ENSG00000168412","melatonin receptor 1B","MTNR1B","Small molecule","NCT01965522"
"214",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01964924","EFO_0005537","triple-negative breast cancer","CHEMBL3137336","UPROSERTIB","Serine/threonine-protein kinase AKT inhibitor","INHIBITOR","ENSG00000105221","AKT serine/threonine kinase 2","AKT2","Small molecule","NCT01964924"
"215",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03084536","MONDO_0007254","breast cancer","CHEMBL940","GABAPENTIN","Voltage-gated calcium channel modulator","MODULATOR","ENSG00000196557","calcium voltage-gated channel auxiliary subunit alpha2delta 1","CACNA2D1","Small molecule","NCT03084536"
"216",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01381874","MONDO_0007254","breast cancer","CHEMBL131","PREDNISOLONE","Glucocorticoid receptor agonist","AGONIST","ENSG00000113580","nuclear receptor subfamily 3 group C member 1","NR3C1","Small molecule","NCT01381874"
"217",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05186545","MONDO_0007254","breast cancer","CHEMBL4297190","SURUFATINIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000077782","fms related receptor tyrosine kinase 1","FLT1","Small molecule","NCT05186545"
"218",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01964924","EFO_0005537","triple-negative breast cancer","CHEMBL2103875","TRAMETINIB","Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor","INHIBITOR","ENSG00000126934","mitogen-activated protein kinase kinase 1","MAP2K1","Small molecule","NCT01964924"
"219",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00005817","EFO_0006861","male breast carcinoma","CHEMBL2107313","BECATECARIN","DNA topoisomerase I inhibitor","INHIBITOR","ENSG00000131747","DNA topoisomerase I","TOP1","Small molecule","NCT00005817"
"220",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02839668","MONDO_0007254","breast cancer","CHEMBL278020","NEOSTIGMINE","Acetylcholinesterase inhibitor","INHIBITOR","ENSG00000087085","acetylcholinesterase (Yt blood group)","ACHE","Small molecule","NCT02839668"
"221",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01004081","MONDO_0007254","breast cancer","CHEMBL467399","BIIB021","Heat shock protein HSP90 inhibitor","INHIBITOR","ENSG00000080824","heat shock protein 90 alpha family class B member 1","HSP90AB1","Small molecule","NCT01004081"
"222",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00555919","MONDO_0007254","breast cancer","CHEMBL146032","LONAPRISAN","Progesterone receptor antagonist","ANTAGONIST","ENSG00000082175","progesterone receptor","PGR","Small molecule","NCT00555919"
"223",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03032406","MONDO_0007254","breast cancer","CHEMBL1535","HYDROXYCHLOROQUINE","Toll-like receptor 9 antagonist","ANTAGONIST","ENSG00000196664","toll like receptor 9","TLR9","Small molecule","NCT03032406"
"224",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04356209","MONDO_0007254","breast cancer","CHEMBL1144","PRAVASTATIN","HMG-CoA reductase inhibitor","INHIBITOR","ENSG00000113161","3-hydroxy-3-methylglutaryl-CoA reductase","HMGCR","Small molecule","NCT04356209"
"225",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01422408","EFO_0000305","breast carcinoma","CHEMBL1501","FLUOCINONIDE","Glucocorticoid receptor agonist","AGONIST","ENSG00000113580","nuclear receptor subfamily 3 group C member 1","NR3C1","Small molecule","NCT01422408"
"226",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02595372","EFO_0000305","breast carcinoma","CHEMBL1503","OMEPRAZOLE","Potassium-transporting ATPase inhibitor","INHIBITOR","ENSG00000105675","ATPase H+/K+ transporting subunit alpha","ATP4A","Small molecule","NCT02595372"
"227",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00736970","MONDO_0007254","breast cancer","CHEMBL2103839","RIDAFOROLIMUS","Serine/threonine-protein kinase mTOR inhibitor","INHIBITOR","ENSG00000198793","mechanistic target of rapamycin kinase","MTOR","Small molecule","NCT00736970"
"228",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00079118","MONDO_0007254","breast cancer","CHEMBL3989514","IRINOTECAN HYDROCHLORIDE","DNA topoisomerase I inhibitor","INHIBITOR","ENSG00000198900","DNA topoisomerase I","TOP1","Small molecule","NCT00079118"
"229",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00777049","MONDO_0007254","breast cancer","CHEMBL483254","PANOBINOSTAT","Histone deacetylase inhibitor","INHIBITOR","ENSG00000116478","histone deacetylase 3","HDAC3","Small molecule","NCT00777049"
"230",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00376688","EFO_0000305","breast carcinoma","CHEMBL1201182","TEMSIROLIMUS","FK506-binding protein 1A inhibitor","INHIBITOR","ENSG00000088832","FKBP prolyl isomerase 1A","FKBP1A","Small molecule","NCT00376688"
"231",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04265274","MONDO_0007254","breast cancer","CHEMBL964","DISULFIRAM","Aldehyde dehydrogenase inhibitor","INHIBITOR","ENSG00000111275","aldehyde dehydrogenase 2 family member","ALDH2","Small molecule","NCT04265274"
"232",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01792050","MONDO_0007254","breast cancer","CHEMBL571209","INDOXIMOD","mTORC1 activator","ACTIVATOR","ENSG00000198793","mechanistic target of rapamycin kinase","MTOR","Small molecule","NCT01792050"
"233",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04603911","MONDO_0007254","breast cancer","CHEMBL134","CLONIDINE","Adrenergic receptor alpha-2 agonist","AGONIST","ENSG00000150594","adrenoceptor alpha 2A","ADRA2A","Small molecule","NCT04603911"
"234",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03383679","MONDO_0007254","breast cancer","CHEMBL4297185","DAROLUTAMIDE","Androgen Receptor antagonist","ANTAGONIST","ENSG00000169083","androgen receptor","AR","Small molecule","NCT03383679"
"235",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00070031","MONDO_0007254","breast cancer","CHEMBL435191","EDOTECARIN","DNA topoisomerase I inhibitor","INHIBITOR","ENSG00000198900","DNA topoisomerase I","TOP1","Small molecule","NCT00070031"
"236",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04676516","MONDO_0007254","breast cancer","CHEMBL4466233","PEMRAMETOSTAT","Protein arginine N-methyltransferase 5 inhibitor","INHIBITOR","ENSG00000100462","protein arginine methyltransferase 5","PRMT5","Small molecule","NCT04676516"
"237",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00080756","Orphanet_145","Hereditary breast and ovarian cancer syndrome","CHEMBL386630","TESTOSTERONE","Androgen Receptor agonist","AGONIST","ENSG00000169083","androgen receptor","AR","Small molecule","NCT00080756"
"238",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00081510","MONDO_0007254","breast cancer","CHEMBL298734","LONAFARNIB","Protein farnesyltransferase inhibitor","INHIBITOR","ENSG00000168522","farnesyltransferase, CAAX box, beta","FNTB","Small molecule","NCT00081510"
"239",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01299038","MONDO_0007254","breast cancer","CHEMBL1496","ROSUVASTATIN","HMG-CoA reductase inhibitor","INHIBITOR","ENSG00000113161","3-hydroxy-3-methylglutaryl-CoA reductase","HMGCR","Small molecule","NCT01299038"
"240",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03971409","EFO_0005537","triple-negative breast cancer","CHEMBL3187723","BINIMETINIB","Dual specificity mitogen-activated protein kinase kinase 2 inhibitor","INHIBITOR","ENSG00000126934","mitogen-activated protein kinase kinase 2","MAP2K2","Small molecule","NCT03971409"
"241",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00004906","MONDO_0007254","breast cancer","CHEMBL3989401","PAMIDRONATE DISODIUM","Farnesyl diphosphate synthase inhibitor","INHIBITOR","ENSG00000160752","farnesyl diphosphate synthase","FDPS","Small molecule","NCT00004906"
"242",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01105650","MONDO_0007254","breast cancer","CHEMBL650","METHYLPREDNISOLONE","Glucocorticoid receptor agonist","AGONIST","ENSG00000113580","nuclear receptor subfamily 3 group C member 1","NR3C1","Small molecule","NCT01105650"
"243",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02142959","MONDO_0007254","breast cancer","CHEMBL4303525","OMAVELOXOLONE","Nuclear factor erythroid 2-related factor 2 activator","ACTIVATOR","ENSG00000116044","NFE2 like bZIP transcription factor 2","NFE2L2","Small molecule","NCT02142959"
"244",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00003752","MONDO_0007254","breast cancer","CHEMBL1023","BEXAROTENE","Retinoid X receptor agonist","AGONIST","ENSG00000204231","retinoid X receptor beta","RXRB","Small molecule","NCT00003752"
"245",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03624543","MONDO_0007254","breast cancer","CHEMBL4297462","CFI-400945","Serine/threonine-protein kinase PLK4 inhibitor","INHIBITOR","ENSG00000142731","polo like kinase 4","PLK4","Small molecule","NCT03624543"
"246",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00451555","MONDO_0007254","breast cancer","CHEMBL300138","ENZASTAURIN","Protein kinase C beta inhibitor","INHIBITOR","ENSG00000166501","protein kinase C beta","PRKCB","Small molecule","NCT00451555"
"247",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02299999","MONDO_0007254","breast cancer","CHEMBL2336325","VISTUSERTIB","Serine/threonine-protein kinase mTOR inhibitor","INHIBITOR","ENSG00000198793","mechanistic target of rapamycin kinase","MTOR","Small molecule","NCT02299999"
"248",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00733408","EFO_0005537","triple-negative breast cancer","CHEMBL1079742","ERLOTINIB HYDROCHLORIDE","Epidermal growth factor receptor erbB1 inhibitor","INHIBITOR","ENSG00000146648","epidermal growth factor receptor","EGFR","Small molecule","NCT00733408"
"249",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00577122","MONDO_0007254","breast cancer","CHEMBL103","PROGESTERONE","Progesterone receptor agonist","AGONIST","ENSG00000082175","progesterone receptor","PGR","Small molecule","NCT00577122"
"250",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02988986","MONDO_0007254","breast cancer","CHEMBL3545097","SAPANISERTIB","Serine/threonine-protein kinase mTOR inhibitor","INHIBITOR","ENSG00000198793","mechanistic target of rapamycin kinase","MTOR","Small molecule","NCT02988986"
"251",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03768492","EFO_0000305","breast carcinoma","CHEMBL113","CAFFEINE","Adenosine receptor antagonist","ANTAGONIST","ENSG00000163485","adenosine A3 receptor","ADORA3","Small molecule","NCT03768492"
"252",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05025735","MONDO_0007254","breast cancer","CHEMBL429910","DAPAGLIFLOZIN","Sodium/glucose cotransporter 2 inhibitor","INHIBITOR","ENSG00000140675","solute carrier family 5 member 2","SLC5A2","Small molecule","NCT05025735"
"253",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04588935","MONDO_0007254","breast cancer","CHEMBL1581","PERINDOPRIL","Angiotensin-converting enzyme inhibitor","INHIBITOR","ENSG00000159640","angiotensin I converting enzyme","ACE","Small molecule","NCT04588935"
"254",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00416403","MONDO_0007254","breast cancer","CHEMBL2220442","FLUVASTATIN","HMG-CoA reductase inhibitor","INHIBITOR","ENSG00000113161","3-hydroxy-3-methylglutaryl-CoA reductase","HMGCR","Small molecule","NCT00416403"
"255",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03094052","EFO_0000304","breast adenocarcinoma","CHEMBL1201294","DIPHENOXYLATE","Mu opioid receptor agonist","AGONIST","ENSG00000112038","opioid receptor mu 1","OPRM1","Small molecule","NCT03094052"
"256",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02408770","MONDO_0007254","breast cancer","CHEMBL260538","ULIPRISTAL ACETATE","Progesterone receptor modulator","MODULATOR","ENSG00000082175","progesterone receptor","PGR","Small molecule","NCT02408770"
"257",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02400476","MONDO_0007254","breast cancer","CHEMBL1370","BUDESONIDE","Glucocorticoid receptor agonist","AGONIST","ENSG00000113580","nuclear receptor subfamily 3 group C member 1","NR3C1","Small molecule","NCT02400476"
"258",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02299999","MONDO_0007254","breast cancer","CHEMBL2408045","SAPITINIB","Receptor tyrosine-protein kinase erbB-3 inhibitor","INHIBITOR","ENSG00000065361","erb-b2 receptor tyrosine kinase 3","ERBB3","Small molecule","NCT02299999"
"259",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04355858","MONDO_0007254","breast cancer","CHEMBL4650276","SHR3680","Androgen Receptor antagonist","ANTAGONIST","ENSG00000169083","androgen receptor","AR","Small molecule","NCT04355858"
"260",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00499122","MONDO_0007254","breast cancer","CHEMBL1372","OXIGLUTATIONE","Glutathione reductase","OTHER","ENSG00000104687","glutathione-disulfide reductase","GSR","Small molecule","NCT00499122"
"261",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04862585","MONDO_0004658","breast carcinoma in situ","CHEMBL30","CIMETIDINE","Histamine H2 receptor antagonist","ANTAGONIST","ENSG00000113749","histamine receptor H2","HRH2","Small molecule","NCT04862585"
"262",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02957968","EFO_0000304","breast adenocarcinoma","CHEMBL1201129","DECITABINE","DNA (cytosine-5)-methyltransferase 3A inhibitor","INHIBITOR","ENSG00000130816","DNA methyltransferase 3 alpha","DNMT3A","Small molecule","NCT02957968"
"263",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00004046","MONDO_0007254","breast cancer","CHEMBL1614650","EXATECAN","DNA topoisomerase I inhibitor","INHIBITOR","ENSG00000198900","DNA topoisomerase I","TOP1","Small molecule","NCT00004046"
"264",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00951054","MONDO_0007254","breast cancer","CHEMBL837","7-ETHYL-10-HYDROXYCAMPTOTHECIN","DNA topoisomerase I inhibitor","INHIBITOR","ENSG00000198900","DNA topoisomerase I","TOP1","Small molecule","NCT00951054"
"265",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01416389","MONDO_0007254","breast cancer","CHEMBL2105661","LITRONESIB","Kinesin-like protein 1 inhibitor","INHIBITOR","ENSG00000138160","kinesin family member 11","KIF11","Small molecule","NCT01416389"
"266",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01712009","MONDO_0007254","breast cancer","CHEMBL154","NAPROXEN","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 2","PTGS2","Small molecule","NCT01712009"
"267",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03084536","MONDO_0007254","breast cancer","CHEMBL596","FENTANYL","Mu opioid receptor agonist","AGONIST","ENSG00000112038","opioid receptor mu 1","OPRM1","Small molecule","NCT03084536"
"268",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00200174","MONDO_0007254","breast cancer","CHEMBL1116","RALOXIFENE HYDROCHLORIDE","Estrogen receptor beta modulator","MODULATOR","ENSG00000140009","estrogen receptor 2","ESR2","Small molecule","NCT00200174"
"269",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00005873","MONDO_0007254","breast cancer","CHEMBL77305","RUBITECAN","DNA topoisomerase I inhibitor","INHIBITOR","ENSG00000198900","DNA topoisomerase I","TOP1","Small molecule","NCT00005873"
"270",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01293682","MONDO_0007254","breast cancer","CHEMBL846","CALCITRIOL","Vitamin D receptor agonist","AGONIST","ENSG00000111424","vitamin D receptor","VDR","Small molecule","NCT01293682"
"271",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01575522","EFO_0005537","triple-negative breast cancer","CHEMBL2103882","TIVANTINIB","Hepatocyte growth factor receptor inhibitor","INHIBITOR","ENSG00000105976","MET proto-oncogene, receptor tyrosine kinase","MET","Small molecule","NCT01575522"
"272",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01712009","MONDO_0007254","breast cancer","CHEMBL998","LORATADINE","Histamine H1 receptor antagonist","ANTAGONIST","ENSG00000196639","histamine receptor H1","HRH1","Small molecule","NCT01712009"
"273",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01785992","MONDO_0007254","breast cancer","CHEMBL286738","IROSUSTAT","Steryl-sulfatase inhibitor","INHIBITOR","ENSG00000101846","steroid sulfatase","STS","Small molecule","NCT01785992"
"274",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03057600","EFO_0005537","triple-negative breast cancer","CHEMBL3639788","TELAGLENASTAT","Glutaminase kidney isoform, mitochondrial inhibitor","INHIBITOR","ENSG00000115419","glutaminase","GLS","Small molecule","NCT03057600"
