"","NCT_ID","Phase","Status","Disease Name","Drug Name","Mechanism of Action","Action Type","Target ID","Target Approved Name","Target Approved Symbol","Drug Type","trial_summary"
"437","NCT02824575",1,"Terminated","breast adenocarcinoma","REBASTINIB","Tyrosine-protein kinase ABL inhibitor","INHIBITOR","ENSG00000097007","ABL proto-oncogene 1, non-receptor tyrosine kinase","ABL1","Small molecule","The purpose of this study is to determine the safety and tolerability of rebastinib when combined with antitubulin therapy with paclitaxel or eribulin in patients with advanced breast cancer."
"438","NCT02834403",2,"Completed","breast cancer","TILARGININE","Nitric oxide synthase inhibitor","INHIBITOR","ENSG00000089250","nitric oxide synthase 1","NOS1","Small molecule","This is a Phase Ib/II study assessing the maximum tolerated dose (MTD), dose-limiting toxicities (DLTs), recommended Phase 2 dose (RP2D), and efficacy of L-NMMA when combined with docetaxel in refractory locally advanced or metastatic triple negative breast cancer patients. The Phase Ib portion of the study is designed to investigate the combination at two dose levels of docetaxel (75 and 100 mg/m2) and 7 dose levels of L-NMMA (5, 7.5, 10, 12.5, 15, 17.5, and 20 mg/kg). The starting dose of L-NMMA will be 7.5 mg/kg. In the Phase II portion of the study, the starting dose will be the RP2D determined in the Phase Ib portion of the study."
"440","NCT02834403",2,"Completed","breast cancer","AMLODIPINE","Voltage-gated L-type calcium channel blocker","BLOCKER","ENSG00000151067","calcium voltage-gated channel subunit alpha1 F","CACNA1F","Small molecule","This is a Phase Ib/II study assessing the maximum tolerated dose (MTD), dose-limiting toxicities (DLTs), recommended Phase 2 dose (RP2D), and efficacy of L-NMMA when combined with docetaxel in refractory locally advanced or metastatic triple negative breast cancer patients. The Phase Ib portion of the study is designed to investigate the combination at two dose levels of docetaxel (75 and 100 mg/m2) and 7 dose levels of L-NMMA (5, 7.5, 10, 12.5, 15, 17.5, and 20 mg/kg). The starting dose of L-NMMA will be 7.5 mg/kg. In the Phase II portion of the study, the starting dose will be the RP2D determined in the Phase Ib portion of the study."
"442","NCT02839668",2,"Completed","breast cancer","ATROPINE","Muscarinic acetylcholine receptor M2 antagonist","ANTAGONIST","ENSG00000168539","cholinergic receptor muscarinic 2","CHRM2","Small molecule","Because neoplastic disease is one of the leading causes of death worldwide and breast cancer is one of the most frequent neoplasia among women, the possibility of influencing the evolution of patients starting from the moment of surgical intervention using a perianesthesic intervention is a scientific topic of high interest. The study will compare two anesthetic techniques and their efficiency in lowering the factors that can favorize the dissemination of neoplasia and their role in the prevention of postoperative pain. The serum level of vascular endothelial growth factor A (VEGF-A) will be determined before and after the surgical intervention after using two different types of anesthesia (inhalational and intravenous), and the immunohistochemical expression of vascular endothelial growth factor receptors (VEGFR) will be determined on the excised tissue. For the two different types of anesthesia a continuous infusion of lidocaine 1% will be associated. The study will compare the short-term and long term-outcome of the patients assigned the two different types of anesthesia and their immediate postoperative evolution ."
"446","NCT02839668",2,"Completed","breast cancer","NEOSTIGMINE","Acetylcholinesterase inhibitor","INHIBITOR","ENSG00000087085","acetylcholinesterase (Yt blood group)","ACHE","Small molecule","Because neoplastic disease is one of the leading causes of death worldwide and breast cancer is one of the most frequent neoplasia among women, the possibility of influencing the evolution of patients starting from the moment of surgical intervention using a perianesthesic intervention is a scientific topic of high interest. The study will compare two anesthetic techniques and their efficiency in lowering the factors that can favorize the dissemination of neoplasia and their role in the prevention of postoperative pain. The serum level of vascular endothelial growth factor A (VEGF-A) will be determined before and after the surgical intervention after using two different types of anesthesia (inhalational and intravenous), and the immunohistochemical expression of vascular endothelial growth factor receptors (VEGFR) will be determined on the excised tissue. For the two different types of anesthesia a continuous infusion of lidocaine 1% will be associated. The study will compare the short-term and long term-outcome of the patients assigned the two different types of anesthesia and their immediate postoperative evolution ."
"450","NCT02839668",2,"Completed","breast cancer","TRAMADOL","Mu opioid receptor agonist","AGONIST","ENSG00000112038","opioid receptor mu 1","OPRM1","Small molecule","Because neoplastic disease is one of the leading causes of death worldwide and breast cancer is one of the most frequent neoplasia among women, the possibility of influencing the evolution of patients starting from the moment of surgical intervention using a perianesthesic intervention is a scientific topic of high interest. The study will compare two anesthetic techniques and their efficiency in lowering the factors that can favorize the dissemination of neoplasia and their role in the prevention of postoperative pain. The serum level of vascular endothelial growth factor A (VEGF-A) will be determined before and after the surgical intervention after using two different types of anesthesia (inhalational and intravenous), and the immunohistochemical expression of vascular endothelial growth factor receptors (VEGFR) will be determined on the excised tissue. For the two different types of anesthesia a continuous infusion of lidocaine 1% will be associated. The study will compare the short-term and long term-outcome of the patients assigned the two different types of anesthesia and their immediate postoperative evolution ."
"454","NCT02839668",2,"Completed","breast cancer","ACETAMINOPHEN","Vanilloid receptor opener","INHIBITOR","ENSG00000117480","transient receptor potential cation channel subfamily V member 1","TRPV1","Small molecule","Because neoplastic disease is one of the leading causes of death worldwide and breast cancer is one of the most frequent neoplasia among women, the possibility of influencing the evolution of patients starting from the moment of surgical intervention using a perianesthesic intervention is a scientific topic of high interest. The study will compare two anesthetic techniques and their efficiency in lowering the factors that can favorize the dissemination of neoplasia and their role in the prevention of postoperative pain. The serum level of vascular endothelial growth factor A (VEGF-A) will be determined before and after the surgical intervention after using two different types of anesthesia (inhalational and intravenous), and the immunohistochemical expression of vascular endothelial growth factor receptors (VEGFR) will be determined on the excised tissue. For the two different types of anesthesia a continuous infusion of lidocaine 1% will be associated. The study will compare the short-term and long term-outcome of the patients assigned the two different types of anesthesia and their immediate postoperative evolution ."
"458","NCT02864030",4,"Completed","breast cancer","ERIBULIN MESYLATE","Tubulin inhibitor","INHIBITOR","ENSG00000188229","tubulin beta 6 class V","TUBB6","Small molecule","On March 17th, 2011, the European Commission issued a marketing authorization valid throughout the European Union for Eribulin mesylate (Halaven; Eisai Limited), for the treatment of patients with locally advanced or metastatic breast cancer who have progressed after at least two chemotherapic regimens for advanced disease.

As the use of Eribulin will be widespread in this tumor setting, a better knowledge of its safety profile outside clinical trials is warranted.

Indeed the possibility to select patients at risk for developing Eribulin-induced neuropathy, will allow the exclusion from these treatment of those patients harbouring the specific single nucleotide polymorphism (SNP). Given that Eribulin toxicity often results in treatment discontinuation, the ability to anticipate which patients will experience severe toxicity could allow for either early intervention or even possibly for prophylactic therapy, or for selection of the patients to be treated."
"459","NCT02876302",2,"Active, not recruiting","inflammatory breast carcinoma","RUXOLITINIB","Tyrosine-protein kinase JAK2 inhibitor","INHIBITOR","ENSG00000162434","Janus kinase 2","JAK2","Small molecule","This research study is studying Ruxolitinib as possible treatment for Inflammatory Breast Cancer (IBC).

The Following drugs will be use in combination with Ruxolinitinib.

* Paclitaxel (also called Taxol)
* Doxorubicin also called Adriamycin
* Cyclophosphamide, also called Cytoxan"
"460","NCT02910219",2,"Completed","breast cancer","CROFELEMER","Anoctamin-1 blocker","INHIBITOR","ENSG00000001626","anoctamin 1","ANO1","Small molecule","Chemotherapy induced diarrhea is seen in up to 40-80% of patients receiving this treatment for HER2 positive locally advanced or metastatic breast cancer. This diarrhea can significantly impact a patient's quality of life and ability to tolerate chemo/anti-HER2 therapy. This study will look at the efficacy of the drug crofelemer in preventing diarrhea in breast cancer patients."
"461","NCT02927249",3,"Terminated","breast cancer","ASPIRIN","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 1","PTGS1","Small molecule","This randomized phase III trial studies how well aspirin works in preventing the cancer from coming back (recurrence) in patients with human epidermal growth factor receptor 2 (HER2) negative breast cancer after chemotherapy, surgery, and/or radiation therapy. Aspirin is a drug that reduces pain, fever, inflammation, and blood clotting. It is also being studied in cancer prevention. Giving aspirin may reduce the rate of cancer recurrence in patients with breast cancer."
"462","NCT02929576",3,"Withdrawn","breast cancer","ENZALUTAMIDE","Androgen Receptor antagonist","ANTAGONIST","ENSG00000169083","androgen receptor","AR","Small molecule","The purpose of this study is to evaluate and compare the clinical benefit and safety of treatment with enzalutamide in combination with paclitaxel chemotherapy or as monotherapy versus placebo with paclitaxel in patients with locally advanced or metastatic, diagnostic-positive, triple-negative breast cancer (TNBC)."
"463","NCT02950259",1,"Active, not recruiting","breast cancer","INDOMETHACIN","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 1","PTGS1","Small molecule","The goal of this study is assess the safety and tolerability of the IRX-2 regimen in patients with early stage breast cancer (ESBC) and to estimate the pathologic complete response rate to neoadjuvant anthracycline-based and non-platinum containing chemotherapy in patients with triple-negative breast cancer who have received the IRX-2 Regimen before chemotherapy."
"464","NCT02950480",2,"Terminated","breast cancer","ZAFIRLUKAST","Cysteinyl leukotriene receptor 1 antagonist","ANTAGONIST","ENSG00000173198","cysteinyl leukotriene receptor 1","CYSLTR1","Small molecule","A 2 arm, 90 patient (45 per cohort) trial in patients with breast cancer who will be undergoing mastectomy with immediate tissue-expander reconstruction to determine whether treatment with zafirlukast (20mg PO BID) can reduce or prevent the development of capsular contracture."
"465","NCT02957968",2,"Active, not recruiting","breast adenocarcinoma","DECITABINE","DNA (cytosine-5)-methyltransferase 3A inhibitor","INHIBITOR","ENSG00000130816","DNA methyltransferase 3 alpha","DNMT3A","Small molecule","This study is a 2-cohort, open-label, multicenter, phase 2 study of a short course of immunotherapy consisting of sequential decitabine followed by pembrolizumab administered prior to a standard neoadjuvant chemotherapy regimen for patients with locally advanced HER2-negative breast cancer. The primary efficacy objective is to determine if the immunotherapy increases the presence and percentage of tumor and/or stromal area of infiltrating lymphocytes prior to initiation of standard neoadjuvant chemotherapy. At enrollment, patients will be assigned to one of 2 cohorts based on hormone receptor status.

* Cohort A - patients with HER2-negative, hormone receptor-negative breast cancer (defined as both ER and PgR with \< 10% positive staining on IHC) Note: before beginning standard neoadjuvant chemotherapy, patients in Cohort A may be reassigned to Cohort A2 to receive extended pembrolizumab as part of new standard neoadjuvant and postoperative adjuvant therapy.
* Cohort B - patients with HER2-negative, hormone receptor-positive breast cancer (defined as either ER or PgR with ≥ 10% positive staining on IHC)"
"466","NCT02980341",2,"Completed","breast cancer","PATRITUMAB DERUXTECAN","DNA topoisomerase I inhibitor","BINDING AGENT","ENSG00000065361","DNA topoisomerase I","TOP1","Antibody drug conjugate","This is an open-label, three-part, multiple-dose study to evaluate safety, tolerability, and efficacy of U3-1402 in patients with HER3-positive metastatic breast cancer. HER3 is a unique member of the human epidermal growth factor receptor, which defines a certain type of cancer.

The number of patients and treatment cycles are not fixed in this study. Subjects who continue to derive clinical benefit from the study treatment in the absence of withdrawal of consent, progressive disease (PD), unacceptable toxicity, or death may continue the study treatment until the end of the trial."
"467","NCT02984683",2,"Terminated","breast cancer","SAR-566658","Mucin-1 binding agent","BINDING AGENT","ENSG00000185499","mucin 1, cell surface associated","MUC1","Antibody drug conjugate","Primary Objective:

To evaluate the tumor Objective Response Rate (ORR), according to the Response Evaluation Criteria in Solid Tumors (RECIST 1.1) of SAR566658 in participants with anti-carbonic anhydrase 6 (CA6)-positive metastatic triple negative breast cancer (TNBC). Part 1: To select the SAR566658 dose based on ORR and safety of 2 dose levels of SAR566658. Part 2: Part 2a: To demonstrate the activity of SAR566658 based on ORR in participants overexpressing CA6 (membrane intensity of 2+, 3+ in greater than or equal to (\>=) 30% of tumor cells) treated at the selected dose in an expanded cohort, in addition to the participants treated in Part 1. - Part 2b: To assess the efficacy in participants with metastatic TNBC and mild CA6 expression.

Secondary Objectives:

To assess:

* Disease Control Rate (DCR), Duration of Response (DOR), Progression-Free Survival (PFS), and Time To Progression (TTP).
* The impact of ocular primary prophylaxis on the incidence of keratopathies.
* The potential immunogenicity of SAR566658.
* To evaluate the global safety profile."
"468","NCT02993094",1,"Terminated","triple-negative breast cancer","IXAZOMIB","26S proteasome inhibitor","INHIBITOR","ENSG00000173692","proteasome 20S subunit beta 5","PSMB5","Small molecule","This is an open-label phase I/II study for patients with advanced (locally advanced inoperable or metastatic) triple-negative breast cancer progressing after first-line therapy receiving ixazomib on days 1, 8, and 15 in combination with carboplatin on days 1, 8, and 15. Cycles will be repeated every four weeks."
"469","NCT03007381",4,"Withdrawn","breast cancer","KETOROLAC","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 1","PTGS1","Small molecule","Background: Ketorolac tromethamine is a nonsteroidal anti-inflammatory drug that has been shown to reduce breakthrough narcotic consumption following orthopaedic, neurosurgical, and obstetrical procedures. The morphine-sparing effect of ketorolac may reduce respiratory and central nervous system depression post operatively, while still providing adequate pain control for patients. Patients undergoing abdominally based microsurgical breast reconstruction may particularly benefit from ketorolac postoperatively, and ultimately be safely discharged from hospital sooner than their counterparts receiving standard of care.

Research Question: In adult women post-mastectomy, undergoing abdominally based microsurgical breast reconstruction, does a postoperative regimen of intravenous ketorolac tromethamine, in addition to standard of care, reduce the length of postoperative hospital stay compared with an intravenous sham saline regimen?

Study Design: A single center, explanatory, placebo-controlled, 1:1 allocation, 2-arm, parallel group, superiority, randomized, and double blinded, controlled trial.

Population: The study population includes all females \>18 years old post mastectomy consenting to abdominally based microsurgical breast reconstruction.

Intervention and Comparator: The intervention will be ketorolac 30 mg IV every 6 hours postoperatively for 72 hours. The comparator will be a sham intravenous administration of normal saline.

Outcomes: The primary outcome is hospital length of stay postoperatively. Secondary outcomes include visual analog scale for pain, breakthrough narcotic consumption, surgical drain outputs, hematoma, and other complications.

Sample Size: Available data provided estimates for average length of hospital stay and standard deviation. A minimally clinically significant difference of 1 day was decided on due to expert opinion. Based on a power of 80% and alpha of 0.05, and inflated to account for attrition and efficiency losses, a total of 50 patients (25 per group) will be required for this study."
"471","NCT03007381",4,"Withdrawn","breast cancer","KETOROLAC TROMETHAMINE","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 2","PTGS2","Small molecule","Background: Ketorolac tromethamine is a nonsteroidal anti-inflammatory drug that has been shown to reduce breakthrough narcotic consumption following orthopaedic, neurosurgical, and obstetrical procedures. The morphine-sparing effect of ketorolac may reduce respiratory and central nervous system depression post operatively, while still providing adequate pain control for patients. Patients undergoing abdominally based microsurgical breast reconstruction may particularly benefit from ketorolac postoperatively, and ultimately be safely discharged from hospital sooner than their counterparts receiving standard of care.

Research Question: In adult women post-mastectomy, undergoing abdominally based microsurgical breast reconstruction, does a postoperative regimen of intravenous ketorolac tromethamine, in addition to standard of care, reduce the length of postoperative hospital stay compared with an intravenous sham saline regimen?

Study Design: A single center, explanatory, placebo-controlled, 1:1 allocation, 2-arm, parallel group, superiority, randomized, and double blinded, controlled trial.

Population: The study population includes all females \>18 years old post mastectomy consenting to abdominally based microsurgical breast reconstruction.

Intervention and Comparator: The intervention will be ketorolac 30 mg IV every 6 hours postoperatively for 72 hours. The comparator will be a sham intravenous administration of normal saline.

Outcomes: The primary outcome is hospital length of stay postoperatively. Secondary outcomes include visual analog scale for pain, breakthrough narcotic consumption, surgical drain outputs, hematoma, and other complications.

Sample Size: Available data provided estimates for average length of hospital stay and standard deviation. A minimally clinically significant difference of 1 day was decided on due to expert opinion. Based on a power of 80% and alpha of 0.05, and inflated to account for attrition and efficiency losses, a total of 50 patients (25 per group) will be required for this study."
"473","NCT03012230",1,"Completed","triple-negative breast cancer","RUXOLITINIB PHOSPHATE","Tyrosine-protein kinase JAK2 inhibitor","INHIBITOR","ENSG00000162434","Janus kinase 2","JAK2","Small molecule","This phase I trial studies the side effects and best dose of ruxolitinib phosphate when given together with pembrolizumab in treating patients with stage IV triple negative breast cancer that has spread to other places in the body. Immunotherapy with monoclonal antibodies, such as pembrolizumab, may help the body's immune system attack the cancer, and may interfere with the ability of tumor cells to grow and spread. Ruxolitinib phosphate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Giving pembrolizumab and ruxolitinib phosphate together may work better in treating patients with stage IV triple negative breast cancer."
"474","NCT03012477",2,"Completed","breast cancer","ADAVOSERTIB","Serine/threonine-protein kinase WEE1 inhibitor","INHIBITOR","ENSG00000166483","WEE1 G2 checkpoint kinase","WEE1","Small molecule","This research study is studying a combination of drugs as a possible treatment for triple-negative breast cancer that has spread to other areas of the body. The names of the study interventions involved in this study are:

* Cisplatin
* AZD1775"
"475","NCT03051503",4,"Unknown status","breast cancer","MORPHINE","Mu opioid receptor agonist","AGONIST","ENSG00000112038","opioid receptor mu 1","OPRM1","Small molecule","to determine the safety, efficacy and tolerability of transdermal fentanyl in patients undergoing mastectomy, as well as the postoperative consumption of analgesic."
"477","NCT03051503",4,"Unknown status","breast cancer","FENTANYL","Mu opioid receptor agonist","AGONIST","ENSG00000112038","opioid receptor mu 1","OPRM1","Small molecule","to determine the safety, efficacy and tolerability of transdermal fentanyl in patients undergoing mastectomy, as well as the postoperative consumption of analgesic."
"479","NCT03055312",3,"Terminated","breast cancer","BICALUTAMIDE","Androgen Receptor antagonist","ANTAGONIST","ENSG00000169083","androgen receptor","AR","Small molecule","Compare the efficacy of bicalutamide with conventional chemotherapy (Treatment of Physician's Choice,TPC) in first-line treatment of AR positive metastatic triple negative breast"
"480","NCT03057600",2,"Completed","triple-negative breast cancer","TELAGLENASTAT","Glutaminase kidney isoform, mitochondrial inhibitor","INHIBITOR","ENSG00000115419","glutaminase","GLS","Small molecule","CX-839-007 is an open-label Phase 2 study of the combination of CB-839 with paclitaxel in participants of African ancestry and non-African ancestry with advanced triple negative breast cancer. Multiple single-arm cohorts will be enrolled in which 800 mg twice daily (BID) CB-839 will be administered in combination with the full approved dose of paclitaxel."
"481","NCT03084536",2,"Completed","breast cancer","MIDAZOLAM","GABA-A receptor; anion channel positive allosteric modulator","POSITIVE ALLOSTERIC MODULATOR","ENSG00000022355","gamma-aminobutyric acid type A receptor subunit alpha1","GABRA1","Small molecule","In this double blinded randomized placebo-controlled trial, 160 subjects scheduled for breast surgery involving the axilla will be administered a multimodal pain regimen including acetaminophen, dexamethasone, celecoxib, and gabapentin. 80 subjects will also receive a Pectoral Nerve blocks I and II (PECS I and II block) preoperatively."
"483","NCT03084536",2,"Completed","breast cancer","GABAPENTIN","Voltage-gated calcium channel modulator","MODULATOR","ENSG00000196557","calcium voltage-gated channel auxiliary subunit alpha2delta 1","CACNA2D1","Small molecule","In this double blinded randomized placebo-controlled trial, 160 subjects scheduled for breast surgery involving the axilla will be administered a multimodal pain regimen including acetaminophen, dexamethasone, celecoxib, and gabapentin. 80 subjects will also receive a Pectoral Nerve blocks I and II (PECS I and II block) preoperatively."
"485","NCT03094052",2,"Completed","breast adenocarcinoma","ATROPINE SULFATE","Muscarinic acetylcholine receptor M2 antagonist","ANTAGONIST","ENSG00000168539","cholinergic receptor muscarinic 2","CHRM2","Small molecule","This phase II trial studies the incidence and severity of diarrhea in patients with stage II-IIIC HER2 Positive breast cancer treated with trastuzumab and neratinib. Trastuzumab is a form of targeted therapy because it attaches itself to specific molecules (receptors) on the surface of cancer cells, known as HER2 receptors. When trastuzumab attaches to HER2 receptors, the signals that tell the cells to grow are blocked and the cancer cell may be marked for destruction by the body's immune system. Neratinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Giving trastuzumab and neratinib may work better in treating patients with stage II-IIIC HER2 positive breast cancer."
"488","NCT03094052",2,"Completed","breast adenocarcinoma","DIPHENOXYLATE","Mu opioid receptor agonist","AGONIST","ENSG00000112038","opioid receptor mu 1","OPRM1","Small molecule","This phase II trial studies the incidence and severity of diarrhea in patients with stage II-IIIC HER2 Positive breast cancer treated with trastuzumab and neratinib. Trastuzumab is a form of targeted therapy because it attaches itself to specific molecules (receptors) on the surface of cancer cells, known as HER2 receptors. When trastuzumab attaches to HER2 receptors, the signals that tell the cells to grow are blocked and the cancer cell may be marked for destruction by the body's immune system. Neratinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Giving trastuzumab and neratinib may work better in treating patients with stage II-IIIC HER2 positive breast cancer."
"491","NCT03094052",2,"Completed","breast adenocarcinoma","DIPHENOXYLATE HYDROCHLORIDE","Mu opioid receptor agonist","AGONIST","ENSG00000112038","opioid receptor mu 1","OPRM1","Small molecule","This phase II trial studies the incidence and severity of diarrhea in patients with stage II-IIIC HER2 Positive breast cancer treated with trastuzumab and neratinib. Trastuzumab is a form of targeted therapy because it attaches itself to specific molecules (receptors) on the surface of cancer cells, known as HER2 receptors. When trastuzumab attaches to HER2 receptors, the signals that tell the cells to grow are blocked and the cancer cell may be marked for destruction by the body's immune system. Neratinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Giving trastuzumab and neratinib may work better in treating patients with stage II-IIIC HER2 positive breast cancer."
"494","NCT03106077",2,"Completed","triple-negative breast cancer","MIRVETUXIMAB SORAVTANSINE","Tubulin inhibitor","INHIBITOR","ENSG00000188229","tubulin beta 4B class IVb","TUBB4B","Antibody drug conjugate","This phase II trial studies how well mirvetuximab soravtansine works as first line in treating patients with triple negative breast cancer. Drugs used in chemotherapy, such as mirvetuximab soravtansine, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading."
"495","NCT03106415",2,"Completed","triple-negative breast cancer","BINIMETINIB","Dual specificity mitogen-activated protein kinase kinase 1 inhibitor","INHIBITOR","ENSG00000169032","mitogen-activated protein kinase kinase 1","MAP2K1","Small molecule","This phase I/II trial studies the best dose of pembrolizumab and binimetinib and how well it works when given together with pembrolizumab in treating patients with triple negative breast cancer that has spread to other parts of the body (metastatic). Immunotherapy with monoclonal antibodies, such as pembrolizumab, may help the body's immune system attack the cancer, and may interfere with the ability of tumor cells to grow and spread. Binimetinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Giving pembrolizumab and binimetinib may work better in treating patients with triple negative breast cancer."
"496","NCT03122444",0.5,"Completed","breast cancer","IMIPRAMINE","Serotonin transporter inhibitor","INHIBITOR","ENSG00000103546","solute carrier family 6 member 4","SLC6A4","Small molecule","Comparing changes in biomarkers from a diagnostic core needle biopsy to surgical pathology specimen or repeat core needle biopsy."
"497","NCT03123770",4,"Unknown status","breast cancer","DOXORUBICIN","DNA topoisomerase II alpha inhibitor","INHIBITOR","ENSG00000131747","DNA topoisomerase II alpha","TOP2A","Small molecule","This is a multicentric, open-label,non-randomized concurrent control, 1:1 match,non-inferiority trial that assesses the efficacy and safety of neoadjuvant chemotherapy regimen DC-T and EC-T in breast cancer patients."
"498","NCT03135951",1,"Completed","breast cancer","EFLAPEGRASTIM","Granulocyte colony stimulating factor receptor agonist","AGONIST","ENSG00000119535","colony stimulating factor 3 receptor","CSF3R","Protein","The purpose of this study is to evaluate the pharmacokinetic (PK) profile of a fixed dose of SPI-2012 in patients with early-stage breast cancer receiving docetaxel and cyclophosphamide (TC) chemotherapy, as measured by the serum concentration of SPI-2012 on specific days following drug administration."
"499","NCT03184558",2,"Terminated","inflammatory breast carcinoma","BEMCENTINIB","Tyrosine-protein kinase receptor UFO inhibitor","INHIBITOR","ENSG00000167601","AXL receptor tyrosine kinase","AXL","Small molecule","This is an open label, single arm, multi-centre phase II study to assess the anti-tumour activity and safety of bemcentinib (BGB324) in combination with pembrolizumab in participants with previously treated, locally advanced and unresectable, or metastatic TNBC or TN-IBC. The primary objective is objective response rate."
"500","NCT03202316",2,"Active, not recruiting","breast carcinoma","COBIMETINIB","Dual specificity mitogen-activated protein kinase kinase 1 inhibitor","INHIBITOR","ENSG00000126934","mitogen-activated protein kinase kinase 1","MAP2K1","Small molecule","This phase II trial studies how well atezolizumab, cobimetinib, and eribulin work in treating patients with inflammatory breast cancer that has spread to other places in the body (metastatic). Immunotherapy with monoclonal antibodies, such as atezolizumab, may help the body's immune system attack the cancer, and may interfere with the ability of tumor cells to grow and spread. Cobimetinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Drugs used in chemotherapy, such as eribulin, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Giving atezolizumab, cobimetinib, and eribulin may work better in treating patients with inflammatory breast cancer."
"501","NCT03218826",1,"Active, not recruiting","breast carcinoma","AZD-8186","PI3-kinase p110-delta subunit inhibitor","INHIBITOR","ENSG00000171608","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","PIK3CD","Small molecule","This phase I trial studies the side effects and best dose of PI3Kbeta inhibitor AZD8186 when given together with docetaxel in treating patients with solid tumors with PTEN or PIK3CB mutations that have spread to other places in the body (metastatic) or cannot be removed by surgery. PI3Kbeta inhibitor AZD8186 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Drugs used in chemotherapy, such as docetaxel, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Giving PI3Kbeta inhibitor AZD8186 and docetaxel may work better in treating patients with solid tumors."
"502","NCT03238196",1,"Active, not recruiting","breast cancer","ERDAFITINIB","Fibroblast growth factor receptor inhibitor","INHIBITOR","ENSG00000068078","fibroblast growth factor receptor 4","FGFR4","Small molecule","This is an open-label, multi-institution, phase Ib trial that evaluates the safety and tolerability and preliminary anti-tumor activity of fulvestrant, palbociclib and erdafitinib in patients with ER+/HER2-/FGFR-amplified metastatic breast cancer."
"503","NCT03238703",4,"Withdrawn","breast carcinoma in situ","ANASTROZOLE","Cytochrome P450 19A1 inhibitor","INHIBITOR","ENSG00000137869","cytochrome P450 family 19 subfamily A member 1","CYP19A1","Small molecule","This pilot clinical trial studies how well endocrine therapy works in treating patients with HER2 negative, low risk breast cancer. Estrogen can cause the growth of breast cancer cells. Endocrine therapies such as aromatase inhibitors and selective estrogen receptor modulators may lessen the amount of estrogen made by the body."
"506","NCT03238703",4,"Withdrawn","breast carcinoma in situ","TOREMIFENE CITRATE","Estrogen receptor modulator","MODULATOR","ENSG00000140009","estrogen receptor 2","ESR2","Small molecule","This pilot clinical trial studies how well endocrine therapy works in treating patients with HER2 negative, low risk breast cancer. Estrogen can cause the growth of breast cancer cells. Endocrine therapies such as aromatase inhibitors and selective estrogen receptor modulators may lessen the amount of estrogen made by the body."
"509","NCT03238703",4,"Withdrawn","breast carcinoma in situ","TOREMIFENE","Estrogen receptor modulator","MODULATOR","ENSG00000140009","estrogen receptor 2","ESR2","Small molecule","This pilot clinical trial studies how well endocrine therapy works in treating patients with HER2 negative, low risk breast cancer. Estrogen can cause the growth of breast cancer cells. Endocrine therapies such as aromatase inhibitors and selective estrogen receptor modulators may lessen the amount of estrogen made by the body."
"512","NCT03241810",2,"Terminated","breast cancer","SERIBANTUMAB","Receptor tyrosine-protein kinase erbB-3 inhibitor","INHIBITOR","ENSG00000065361","erb-b2 receptor tyrosine kinase 3","ERBB3","Antibody","This study is a multi-center, randomized, double-blind, placebo-controlled, Phase 2 study in postmenopausal women with heregulin positive, hormone receptor positive, HER2 negative metastatic, unresectable breast cancer."
"513","NCT03244358",2,"Terminated","breast cancer","EPALRESTAT","Aldose reductase inhibitor","INHIBITOR","ENSG00000085662","aldo-keto reductase family 1 member B","AKR1B1","Small molecule","To evaluate the efficacy and safety of Epalrestat in the treatment of metastatic triple negative breast"
"514","NCT03262935",3,"Completed","breast cancer","TRASTUZUMAB DUOCARMAZINE","Receptor protein-tyrosine kinase erbB-2 binding agent","BINDING AGENT","ENSG00000141736","erb-b2 receptor tyrosine kinase 2","ERBB2","Antibody drug conjugate","The purpose of this study is to demonstrate that SYD985 \[(vic-)trastuzumab duocarmazine\] is superior to physician's choice in prolonging progression free survival."
