NCT ID,Brief Summary
NCT04947189,To facilitate the clinical testing of seviteronel and dexamethasone (SEVI-D) in combination with docetaxel in androgen receptor (AR) positive triple-negative breast cancer.
NCT02338531,This is a phase II open label Biomarker Research Study off PF-03084014 in non-metastatic triple-negative breast cancer patients with residual disease (cHEmoresistant) after completion of standard neoadjuvant chemotherapy.
NCT01042379,The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.
NCT02402764,The main purpose of this study is to see whether the combination of selinexor (KPT-330) can help people with triple negative breast cancer (TNBC). Researchers also want to study the safety and tolerability of Selinexor in TNBC patients.
NCT00049114,"Drugs used in chemotherapy, such as doxorubicin and cyclophosphamide, work in different ways to stop tumor cells from dividing so they stop growing or die. Tipifarnib may stop the growth of tumor cells by blocking the enzymes necessary for their growth. Combining tipifarnib with doxorubicin and cyclophosphamide may kill more tumor cells. Phase II trial to study the effectiveness of combining tipifarnib with doxorubicin and cyclophosphamide in treating women who have locally advanced breast cancer."
NCT01288092,"This is a prospective, multi-center, open-label, single arm, phase II study with a 2-stage design and Bayesian interim monitoring to investigate the safety and efficacy of BEZ235 in patients with progressive metastatic HR+ HER2- breast cancer who have received at least one prior line of endocrine therapy and two to three prior lines of chemotherapy for metastatic disease. Patients will be stratified into 3 groups according to their PI3K (phosphatidylinositol 3-Kinase) pathway activation status."
NCT00006007,"RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combining LY231514 plus gemcitabine in treating women who have metastatic breast cancer."
NCT03424005,"This is an umbrella study evaluating the efficacy and safety of multiple treatment combinations in participants with metastatic or inoperable locally advanced breast cancer.

The study will be performed in two stages. During Stage 1, four cohorts will be enrolled in parallel in this study:

Cohort 1 will consist of Programmed death-ligand 1 (PD-L1)-positive participants who have received no prior systemic therapy for metastatic or inoperable locally advanced triple-negative breast cancer (TNBC) (first-line \[1L\] PD-L1+ cohort).

Cohort 2 will consist of participants who had disease progression during or following 1L treatment with chemotherapy for metastatic or inoperable locally-advanced TNBC and have not received cancer immunotherapy (CIT) (second-line \[2L\] CIT-naive cohort).

Cohort 3 will consist of participants with locally-advanced or metastatic HR+, HER2-negative disease with PIK3CA mutation who may or may not have had disease progression during or following previous lines of treatment for metastatic disease (HR+cohort).

Cohort 4 will consist of participants with locally-advanced or metastatic HER2+ /HER2-low disease with PIK3CA mutation who had disease progression on standard-of-care therapies (HER2+ /HER2-low cohort).

In each cohort, eligible participants will initially be assigned to one of several treatment arms (Stage 1). In addition, participants in the 2L CIT-naïve cohort who experience disease progression, loss of clinical benefit, or unacceptable toxicity during Stage 1 may be eligible to continue treatment with a different treatment combination (Stage 2), provided Stage 2 is open for enrollment."
NCT04705909,"Different modalities for breast cancer treatments have exhausting and distressing side effects and toxicities leading to decreased compliance. Thus, repurposing drugs with accepted safety profile and possible antitumor activity becomes an eminent constraint.

Statins have been reported to have possible advantages as anticancer, and control of cancer progression. Moreover, they can sensitize cancer cells for radiotherapy. Therefore, the investigators aim to investigate the effect of (pitavastatin) added to conventional chemotherapy protocols for breast cancer patients."
NCT00379197,"RATIONALE: Estrogen can cause the growth of breast cancer cells. Naltrexone may fight breast cancer by blocking the use of estrogen by the tumor cells. Naltrexone may also stop the growth of breast cancer by impairing blood flow to the tumor.

PURPOSE: This phase II trial is studying how well naltrexone works in treating women with metastatic breast cancer that is no longer responsive to previous hormone therapy."
NCT04588935,To develop a method of medical prevention of cardiovascular diseases caused by cardiotoxicity against the background of complex treatment of patients with primary resectable breast cancer to reduce the risk of cardiovascular complications
NCT04024436,"The purpose of the trial is to evaluate a patient's response to a Fibroblast Growth Factor Receptor (FGFR) inhibitor, futibatinib (TAS-120), used either alone or in combination with the hormonal therapy, fulvestrant. This study will be conducted in patients with metastatic breast cancer who have specific Fibroblast Growth Factor Receptor gene abnormalities and who have previously received conventional therapies to treat their breast cancer, or who are not able to tolerate certain cancer therapies. This study will also evaluate the safety of taking futibatinib, or futibatinib and fulvestrant, by learning about the potential side effects."
NCT01446159,"Study to evaluate the safety, tolerability, antitumor activity, and pharmacology of MEDI-573 in combination with an aromatase inhibitor (AI) in adult subjects with HR+, HER2-negative MBC."
NCT00063102,"The purpose of the study is to determine if ABT-751 will decrease tumors, and determine how long the tumor shrinkage can be maintained in patients with breast cancer after having had taxol or taxotere. Patients will receive ABT-751 by mouth daily for 21 days. Patients will be off drug for 7 days before starting the next cycle of drug."
NCT00227656,"RATIONALE: Drugs used in chemotherapy, such as capecitabine, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Pegylated interferon alfa-2a may interfere with the growth of tumor cells. Giving capecitabine together with pegylated interferon alfa-2a may kill more tumor cells.

PURPOSE: This phase II trial is studying how well giving capecitabine together with pegylated interferon alfa-2a works in treating patients with recurrent or progressive brain metastases due to breast cancer."
NCT01225172,The purpose of this study is to evaluate oral doses of BMS-754807 in combination with letrozole or BMS-754807 alone are safe and efficacious in locally advanced or metastatic hormone receptor positive breast cancer subjects who have progressed with prior non-steroidal aromatase inhibitor treatment.
NCT03432676,"This phase II trial studies how well epacadostat and pembrolizumab work in treating participants with pancreatic cancer that has spread to other places in the body. Epacadostat may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Immunotherapy with monoclonal antibodies, such as pembrolizumab, may help the body's immune system attack the cancer, and may interfere with the ability of tumor cells to grow and spread. Giving epacadostat and pembrolizumab may work better in treating participants with pancreatic cancer."
NCT04551495,"Despite different clinical characteristics including the response to treatment and the patterns of metastatic relapse, invasive lobular breast carcinoma (ILBC) is treated like invasive ductal breast carcinoma (IDBC) carcinoma both in the clinics and in clinical trials. A large majority of ILBC are ER+/HER2- and almost 90% have loss of E-cadherin (CDH1) expression. A non-clinical study of CDH1 synthetic lethality interactions has identified ROS1 as a potential target. In vivo, ROS1 inhibitors produced profound antitumor effects in multiple models of E-cadherin-defective breast cancer, providing the preclinical rationale for assessing ROS1 inhibitors in this setting. Endocrine therapy being the mainstay of therapy for ER+/HER2- ILBC and the pre-operative setting offering a platform for rapid drug evaluation and biomarker research, the ROSALINE phase 2 study will evaluate the efficacy of Entrectinib (a potent inhibitor of ROS1 among other targets) in combination with letrozole (+ goserelin in premenopausal women) in the early setting of ILBC (stages 1 to 3). The neoadjuvant therapy will last 4 months and post-operative therapy will follow local practice. Biomarker research will include RNA sequencing of initial biopsies and surgical specimens, as well as liquid biopsies."
NCT01745367,"This is a phase 2 multicenter, double-blind, randomized, placebo-controlled, two-arm study for subjects with locally recurrent or metastatic triple negative breast cancer."
NCT00452140,"The purpose of the study is to demonstrate clinical efficacy of the investigational trifunctional bispecific antibody ertumaxomab for treatment of patients with HER-2/neu 1+ or 2+ (FISH-) expressing advanced or metastatic breast cancer (stage III b/IV) which has progressed after endocrine therapy.

Ertumaxomab is a trifunctional bispecific antibody targeting Her-2/neu and CD3 on T cells. Trifunctional antibodies represent a new concept for targeted anticancer therapy. This new antibody class has the capability to redirect T cells and accessory cells (e.g. macrophages, dendritic cells \[DCs\] and natural killer \[NK\] cells) to the tumor site. According to preclinical data, trifunctional antibodies activate these immune cells, which can trigger a complex anti-tumor immune response."
NCT04034823,"This is an open-label, single arm phase II trial to evaluate the efficacy, safety and tolerability of KN035 in combination with trastuzumab and docetaxel. Eligible patient will be enrolled and receive protocol defined therapies until progressive disease, unacceptable toxicity or withdrawal of informed consent. Tumor assessment will be performed according to RECIST 1.1 criteria."
NCT03606967,"This phase II trial studies how well nab-paclitaxel, durvalumab, and tremelimumab with or without personalized synthetic long peptide vaccine (neoantigen vaccine) works in treating patients with triple negative breast cancer that has spread from where it first started (primary site) to other places in the body (metastatic). Chemotherapy drugs, such as nab-paclitaxel, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Immunotherapy with monoclonal antibodies, such as durvalumab and tremelimumab, may induce changes in body's immune system and may interfere with the ability of tumor cells to grow and spread. Vaccines made from peptides may help the body build an effective immune response to kill tumor cells. It is not yet known whether giving nab-paclitaxel, durvalumab, and tremelimumab with or without neoantigen vaccine will work better in treating patients with triple negative breast cancer."
NCT03787303,"Up to one third of breast cancer patients have hypothyroidism or hyperthyroidism. L-thyroxine (T4), or Synthroid, is the most commonly prescribed agent for the management of hypothyroidism in the US. However, there are data suggesting that triiodothyronine (T3) may have benefits in preventing disease progression over l-thyroxine (T4)."
NCT01800422,"The purpose of this study is to determine whether or not the medication that blocks the effects of the hormone progesterone (CDB-4124 or Proellex) will decrease the growth rate of breast cancer cells as compared to a placebo. CDB-4124 (also called Proellex) is a medication that works against the hormone, progesterone. The researchers in this study would like to compare changes in breast cancer cells of women who have taken CDB-4124 prior to surgery to those from women who have taken a placebo pill prior to surgery."
NCT01042379,The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.
NCT00096109,"This phase II trial is studying how well tanespimycin works in treating women with refractory locally advanced or metastatic breast cancer. Drugs used in chemotherapy, such as tanespimycin, work in different ways to stop tumor cells from dividing so they stop growing or die"
NCT00025584,PS-341 may stop the growth of tumor cells by blocking the enzymes necessary for cancer cell growth. Phase II trial to study the effectiveness of PS-341 in treating women who have metastatic breast cancer
NCT03971409,"This phase II trial studies how well the combination of avelumab with liposomal doxorubicin with or without binimetinib, or the combination of avelumab with sacituzumab govitecan works in treating patients with triple negative breast cancer that is stage IV or is not able to be removed by surgery (unresectable) and has come back (recurrent). Immunotherapy with checkpoint inhibitors like avelumab require activation of the patient's immune system.

This trial includes a two week induction or lead-in of medications that can stimulate the immune system. It is our hope that this induction will improve the response to immunotherapy with avelumab. One treatment, sacituzumab Govitecan, is a monoclonal antibody called sacituzumab linked to a chemotherapy drug called SN-38. Sacituzumab govitecan is a form of targeted therapy because it attaches to specific molecules (receptors) on the surface of tumor cells, known as Tumor-associated calcium signal transducer 2 (TROP2) receptors, and delivers SN-38 to kill them. Another treatment, liposomal doxorubicin, is a form of the anticancer drug doxorubicin that is contained in very tiny, fat-like particles. It may have fewer side effects and work better than doxorubicin, and may enhance factors associated with immune response. The third medication is called binimetinib, which may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth, and may help activate the immune system. It is not yet known whether giving avelumab in combination with liposomal doxorubicin with or without binimetinib, or the combination of avelumab with sacituzumab govitecan will work better in treating patients with triple negative breast cancer."
NCT00687648,"RATIONALE: Drugs used in chemotherapy, such as cyclophosphamide, methotrexate, and prednisolone, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Estrogen can cause the growth of breast cancer cells. Hormone therapy using anastrozole, letrozole, or exemestane may fight breast cancer by lowering the amount of estrogen the body makes. It is not yet known whether giving combination chemotherapy together with aromatase inhibitor therapy is more effective than combination chemotherapy alone in treating breast cancer.

PURPOSE: This randomized phase II trial is studying giving cyclophosphamide, methotrexate, and prednisolone together with aromatase inhibitor therapy to see how well it works compared with cyclophosphamide, methotrexate, and prednisolone in treating postmenopausal women with metastatic breast cancer."
NCT03379428,"This is a Phase I/II, open-label dose-escalation study designed to evaluate the maximum tolerated dose (MTD) and dose-limiting side effects of ibrutinib (560 or 840 or 420 mg daily oral dose), given in combination with trastuzumab administered through the vein, in patients with HER2-amplified Metastatic Breast Cancer that has gotten worse after prior therapy with ado-trastuzumab emtansine (T-DM1)."
NCT01029925,The purpose of this study is to determine the response rate by RECIST criteria of oral dichloroacetate in patients with recurrent and/or metastatic and pretreated breast and non-small cell lung cancer.
NCT03321981,"A Phase 2, open-label, multicenter international study will be performed to evaluate the efficacy of MCLA-128-based combinations. Three combination treatments will be evaluated, two in Cohort 1 and one in Cohort 2.

MCLA-128 (zenocutuzumab) is given in combinations in two metastatic breast cancer (MBC) populations, Human Epidermal Growth Factor Receptor (HER) 2-positive/amplified (Cohort 1) and Estrogen Receptor-positive/low HER2 expression (Cohort2).

Two combinations treatments will be evaluated in Cohort 1, the doublet and triplet. Initially zenocutuzumab is given in combination with trastuzumab in the doublet. After the safety of the doublet has been assessed in 4-6 patients, MCLA-128 is given in combination with trastuzumab and vinorelbine in the triplet, in parallel to the efficacy expansion of the doublet.

The doublet and triplet combinations are both evaluated in two steps with an initial safety run-in followed by a cohort efficacy expansion. In total up to 40 patients evaluable for efficacy are included in both the doublet and triplet.

In Cohort 2 zenocutuzumab is administered in combination with the same previous endocrine therapy on which progressive disease is radiologically documented. A total of up to 40 patients evaluable for efficacy are included in the Cohort 2."
NCT02322853,"Metastatic breast cancer (MBC) remains an incurable disease and despite an improvement of the effect of systemic treatments. After relapse on first-line non-steroidal aromatase inhibitor, current clinical practice and treatment guidelines include tamoxifen, fulvestrant (an ER antagonist) and exemestane as available options (NCCN treatment guidelines 2012), but in this context of resistance, their efficacy are poor.

Some results confirm the possibility to improve the efficacy of tamoxifen in metastatic setting by a combination with therapy targeting signal transduction pathways. Other transduction pathways seem to be involved in endocrine sensitivity/resistance, such as RAS/RAF/MEK/MAK pathway.

LY2228820 inhibits the activity of p38 MAPK (selective inhibitor of the α and β isoforms of p38 MAPK in vitro) and reduces phosphorylation of its cellular target, MAPK-activated protein kinase 2 (MAPKAP-K2)."
NCT03575065,"This is a Phase 2, open-label, multi-center study of BGB-290 administered orally (PO) twice daily (BID) in adult Chinese patients with advanced HER2(-) breast cancer harboring germline BRCA mutation, which have progressed despite standard therapy, or for which no standard therapy exists."
NCT00664781,"RATIONALE: rucaparib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.

PURPOSE: This phase II trial is studying the side effects and best dose of rucaparib and to see how well it works in treating patients with locally advanced or metastatic breast cancer or advanced ovarian cancer."
NCT00559507,This phase II trial is studying saracatinib to see how well it works in treating patients with metastatic or locally advanced breast cancer that cannot be removed by surgery. Saracatinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth
NCT00166543,This study is being done to find out how safe TAS-108 is and how well TAS-108 works on recurrent or recurrent inoperable breast cancer.
NCT00006032,"RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining chemotherapy with peripheral stem cell transplantation may allow the doctor to give higher doses of chemotherapy drugs and kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy followed by autologous peripheral stem cell transplantation in treating women who have metastatic breast cancer."
NCT06214793,The purpose of this study is to evaluate the safety and tolerability of talectrectinib as treatment for Stage IV ILC with CDH1 mutation
NCT06202313,"The purpose of this study is to assess the efficacy and safety of Cadonilimab (AK104) plus Eribulin compared to the efficacy and safety of Eribulin monotherapy in the treatment of adult patients with recurrent, or metastatic triple negative breast cancer.

The primary study hypothes is that the combination of Cadonilimab (AK104) plus Eribulin is superior to Eribulin monotherapy with respect to Progression-free Survival (PFS) per Response Evaluation Criteria in Solid Tumors (RECIST 1.1) as assessed by the Investigator."
NCT04899349,"This study was designed to assess the safety and efficacy of the combination of dapagliflozin plus metformin extended release (XR) compared with metformin XR during treatment with alpelisib plus fulvestrant in participants with Hormone Receptor (HR)-positive, Human Epidermal growth factor Receptor-2 (HER2)-negative advanced breast cancer with a Phosphoinositide-3-Kinase Catalytic subunit Alpha (PIK3CA) mutation following progression on or after endocrine-based therapy."
NCT03971409,"This phase II trial studies how well the combination of avelumab with liposomal doxorubicin with or without binimetinib, or the combination of avelumab with sacituzumab govitecan works in treating patients with triple negative breast cancer that is stage IV or is not able to be removed by surgery (unresectable) and has come back (recurrent). Immunotherapy with checkpoint inhibitors like avelumab require activation of the patient's immune system.

This trial includes a two week induction or lead-in of medications that can stimulate the immune system. It is our hope that this induction will improve the response to immunotherapy with avelumab. One treatment, sacituzumab Govitecan, is a monoclonal antibody called sacituzumab linked to a chemotherapy drug called SN-38. Sacituzumab govitecan is a form of targeted therapy because it attaches to specific molecules (receptors) on the surface of tumor cells, known as Tumor-associated calcium signal transducer 2 (TROP2) receptors, and delivers SN-38 to kill them. Another treatment, liposomal doxorubicin, is a form of the anticancer drug doxorubicin that is contained in very tiny, fat-like particles. It may have fewer side effects and work better than doxorubicin, and may enhance factors associated with immune response. The third medication is called binimetinib, which may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth, and may help activate the immune system. It is not yet known whether giving avelumab in combination with liposomal doxorubicin with or without binimetinib, or the combination of avelumab with sacituzumab govitecan will work better in treating patients with triple negative breast cancer."
NCT00285857,The study evaluates if a 6-month course of oral lovastatin at 80 mg/day would decrease abnormal breast duct cytology in women with a high inherited breast cancer risk.
NCT01441947,"The study drug cabozantinib works by inhibiting several different proteins which are believed to be involved in breast cancer tumor growth, its ability to spread, and its ability to form new blood vessels. This drug has been used in other research studies and information from those other research studies suggests that this drug may help to prevent cancer growth.

The single agent portion of this study is now closed to accrual. This research study is now examining the efficacy of cabozantinib in combination with fulvestrant for treatment of hormone-receptor-positive breast cancer that has spread to bone."
NCT04821141,Women at risk for development of breast cancer and experiencing vasomotor menopausal symptoms (hot flashes) will be randomized to bazedoxifene (BZA) plus conjugated estrogens (CE) for 6 months versus a wait list control. Two risk factors for development of breast cancer will be studied pre-study and after 6 months: fibroglandular volume (FGV) on mammogram as assessed by Volpara software and proliferation by Ki-67 immunocytochemistry in benign breast tissue acquired by random periareolar fine needle aspiration (RPFNA). Change in biomarkers will be compared between groups.
NCT00416403,"RATIONALE: Collecting samples of blood and tissue from patients with cancer to study in the laboratory may help doctors learn how fluvastatin effects biomarkers related to breast cancer.

PURPOSE: This randomized phase II trial is studying how fluvastatin effects biomarkers in women undergoing surgery for ductal carcinoma in situ or stage I breast cancer."
NCT00036621,This clinical trial will assess whether BMS-275291 can be administered safely in combination with standard adjuvant therapy for early breast cancer and whether plasma concentrations at trough exceed a target minimum.
NCT05243641,This study is to learn if the combination therapy of capmatinib and neritinib can help to control metastatic or locally advanced breast cancer. Researchers also want to find the highest tolerable dose of the combination therapy of capmatinib and neritinib that can be used in this study drug combinations. The safety of this drug combination and the CELsignia MP test methodology will also be studied.
NCT05090358,"The purpose of this study to find out whether a very low carbohydrate diet (ketogenic diet), a low carbohydrate diet, or the study drug canagliflozin can prevent high blood sugar and may improve the effectiveness of cancer therapy in people who are receiving standard treatment with alpelisib and fulvestrant for their metastatic PIK3CA-mutant breast cancer."
NCT01964924,"This phase II trial studies how well trametinib and v-akt murine thymoma viral oncogene homolog 1 (Akt) inhibitor GSK2141795 work in treating patients with triple-negative breast cancer (breast cancer cells that do not have estrogen receptors, progesterone receptors, or large amounts of human epidermal growth factor receptor 2 \[HER2/neu\] protein) that has spread to other places in the body. Trametinib and Akt inhibitor GSK2141795 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth."
NCT01042379,The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.
NCT00380835,The purpose of the study is to evaluate the incidence of cardiac toxicity of amrubicin when administered to patients with metastatic breast cancer.
NCT00773474,A published phase 2 study reported that lonafarnib was administered as a single agent via continuous or intermittent oral dosing to 76 women with advanced breast cancer who were previously treated with chemotherapy and/or with endocrine therapy. Objective response rates of approximately 10% were observed. This study will determine the rate of progression-free survival of patients with metastatic breast cancer who receive lonafarnib.
NCT03084536,"In this double blinded randomized placebo-controlled trial, 160 subjects scheduled for breast surgery involving the axilla will be administered a multimodal pain regimen including acetaminophen, dexamethasone, celecoxib, and gabapentin. 80 subjects will also receive a Pectoral Nerve blocks I and II (PECS I and II block) preoperatively."
NCT06342037,"This is a single center, non-blinded, multi-cohort, non-comparative phase II trial to study the safety and efficacy of tiragolumab with atezolizumab and/or ipilimumab in advanced triple-negative breast cancer."
NCT01151046,To determine whether the combination MM-121 + Exemestane in ER+ and/or PR+ breast cancer patients is more effective than Exemestane alone
NCT01009983,"RATIONALE: Drugs used in chemotherapy, such as paclitaxel and carboplatin, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Monoclonal antibodies, such as panitumumab, can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Other find tumor cells and help kill them or carry tumor-killing substances to them. Giving panitumumab together with paclitaxel and carboplatin may be a better way to block tumor growth.

PURPOSE: This phase II trial is studying the side effects and how well paclitaxel and carboplatin together with panitumumab works in treating patients with metastatic triple negative breast cancer."
NCT05186545,"This is a prospective, single center, single arm phase II study designed to explore the efficacy and safety of surufatinib + fulvastrant + chidamide combinational treatment in HR positive breast cancer refractory to endocrine therapy."
NCT01964924,"This phase II trial studies how well trametinib and v-akt murine thymoma viral oncogene homolog 1 (Akt) inhibitor GSK2141795 work in treating patients with triple-negative breast cancer (breast cancer cells that do not have estrogen receptors, progesterone receptors, or large amounts of human epidermal growth factor receptor 2 \[HER2/neu\] protein) that has spread to other places in the body. Trametinib and Akt inhibitor GSK2141795 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth."
NCT01256762,The purpose of this study is to evaluate the efficacy and safety of treatment with imetelstat + paclitaxel (with or without bevacizumab) versus paclitaxel (with or without bevacizumab) alone for patients with locally recurrent or metastatic breast cancer who have not received chemotherapy or have received one non-taxane based chemotherapy for metastatic breast cancer.
NCT00005817,Randomized phase II trial to compare the effectiveness of two regimens of rebeccamycin analogue in treating women who have stage IIIB or stage IV breast cancer. Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. The best way to give rebeccamycin analog in breast cancer patients is not yet known
NCT04596150,"A Phase 2, clinical study in advanced, metastatic breast cancer that will evaluate CX-2009 monotherapy in both Hormone Receptor(HR) positive/HER2 negative breast cancer and in TNBC, and evaluate CX-2009+CX-072 in TNBC"
NCT02839668,"Because neoplastic disease is one of the leading causes of death worldwide and breast cancer is one of the most frequent neoplasia among women, the possibility of influencing the evolution of patients starting from the moment of surgical intervention using a perianesthesic intervention is a scientific topic of high interest. The study will compare two anesthetic techniques and their efficiency in lowering the factors that can favorize the dissemination of neoplasia and their role in the prevention of postoperative pain. The serum level of vascular endothelial growth factor A (VEGF-A) will be determined before and after the surgical intervention after using two different types of anesthesia (inhalational and intravenous), and the immunohistochemical expression of vascular endothelial growth factor receptors (VEGFR) will be determined on the excised tissue. For the two different types of anesthesia a continuous infusion of lidocaine 1% will be associated. The study will compare the short-term and long term-outcome of the patients assigned the two different types of anesthesia and their immediate postoperative evolution ."
NCT03414658,"This research study is studying a combination of drugs as a possible treatment for breast cancer.

The drugs involved in this study are:

* Group A: Trastuzumab (Herceptin) + Vinorelbine (Navelbine)
* Group B: Trastuzumab + Vinorelbine + Avelumab
* Group C: Trastuzumab + Vinorelbine + Avelumab + Utomilumab (PF-05082566)"
NCT01004081,"The purpose of this study is to assess the efficacy, safety and tolerability of 2 dosing regimens of BIIB021 in combination with exemestane in women whose HR+ breast cancer had progressed following treatment with a nonsteroidal aromatase inhibitor (AI)."
NCT02984683,"Primary Objective:

To evaluate the tumor Objective Response Rate (ORR), according to the Response Evaluation Criteria in Solid Tumors (RECIST 1.1) of SAR566658 in participants with anti-carbonic anhydrase 6 (CA6)-positive metastatic triple negative breast cancer (TNBC). Part 1: To select the SAR566658 dose based on ORR and safety of 2 dose levels of SAR566658. Part 2: Part 2a: To demonstrate the activity of SAR566658 based on ORR in participants overexpressing CA6 (membrane intensity of 2+, 3+ in greater than or equal to (\>=) 30% of tumor cells) treated at the selected dose in an expanded cohort, in addition to the participants treated in Part 1. - Part 2b: To assess the efficacy in participants with metastatic TNBC and mild CA6 expression.

Secondary Objectives:

To assess:

* Disease Control Rate (DCR), Duration of Response (DOR), Progression-Free Survival (PFS), and Time To Progression (TTP).
* The impact of ocular primary prophylaxis on the incidence of keratopathies.
* The potential immunogenicity of SAR566658.
* To evaluate the global safety profile."
NCT00780000,The purpose of this study is to determine the anti-tumor activity (via objective response rate) of alvespimycin in patients with breast cancer who have not previously received trastuzumab (except as adjuvant therapy).
NCT00555919,"Randomized phase II study to investigate the efficacy, safety and tolerability of ZK 230211 (100 mg vs. 25 mg) as second-line endocrine therapy for postmenopausal women with hormone receptor-positive metastatic breast cancer.Once the cancer has spread beyond the lymph nodes to areas such as e.g. the skin, soft tissues, lung, and liver it is called metastatic breast cancer. Patients who have been diagnosed with metastatic breast cancer that has progressed since their previous cancer treatment and that cannot be removed completely by surgery are eligible to be treated within this trial.Treatment with a new drug called Progesterone Receptor Antagonist ZK 230211 (ZK PRA) targets the progesterone receptor which may be expressed on breast cancer tumour cells. Therefore only patients with this progesterone receptor on their tumour cells can be included in this study.Progesterone receptor antagonists (including onapristone) have already shown efficacy in postmenopausal women with advanced breast cancer (Klijn et al. 2000). This phase II study investigates the efficacy (proof of concept), safety and tolerability of ZK PRA at two dose levels (25 mg and 100 mg) before initiating pivotal phase III trials."
NCT04356209,"Conserving surgery followed by adjuvant radiotherapy is currently the therapeutic standard for patient with Breast Cancer. Symptoms are common among patients receiving this treatment. Ten percent of them will develop severe and chronic radio-induced toxicities, such as breast radio-induced-fibrosis impairing their quality of life (QoL). Yet, paying attention to symptom improves the empowerment and psychological adjustment to the disease. Web-based systems that can provide electronic-Patient reported Outcomes (e-PRO) have been shown to prompt clinicians to intensify symptom management, to improve symptom control, and to enhance patient-clinician communication patient satisfaction, as well as well-being.Benefits of systems to elicit e-PRO improve reliable measure of health-related quality of life (QoL) remains discussed.

To date, there are few specific treatments for these severe radio-induced fibrosis except the antifibrotic combinaison Pentoxifylline/Vitamin E with inconsistent result.

Since 2000, we and others have developed a mechanistic approach modulating the severity of RIF by targeting the Rho/ROCK/CTGF pathway, especially by inhibiting Rho activation by pravastatin. Our preclinical data, then followed by the Phase II PRAVACUR-01 trial, concluded that the use of pravastatin has an anti-fibrotic action on different experimental models and reduces the severity of the grade of fibrosis in 50% of patients.

Patients can now benefit from this new anti-fibrotic agent.

Taken as a whole, these data encourage combining both drug (pravastatin) and non-pharmacological intervention , in particular e-PRO, in the RIF management."
NCT00611715,"RATIONALE: Estrogen can cause the growth of breast cancer cells. Hormone therapy using letrozole may fight breast cancer by blocking the use of estrogen by the tumor cells. Erlotinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Giving letrozole together with erlotinib may kill more tumor cells.

PURPOSE: This phase II clinical trial is studying how well giving letrozole together with erlotinib works in treating postmenopausal women with estrogen receptor-positive and/or progesterone receptor-positive locally recurrent or metastatic breast cancer."
NCT01234857,"This is a two-part study that will determine, if: 1) the combination of ridaforolimus and dalotuzumab will improve progression-free survival compared to exemestane; and 2) the combination of ridaforolimus and dalotuzumab will improve progression-free survival compared to both ridaforolimus and dalotuzumab as single agents, in participants with breast cancer."
NCT01422408,This phase II trial studies how well giving fluocinonide cream works in treating symptoms of vaginal dryness and painful sexual intercourse in patients with breast cancer undergoing hormone therapy. Fluocinonide cream may prevent or lessen vaginal dryness and painful sexual intercourse in patients undergoing hormone therapy.
