"","GAMuT_60259"
"ENSG00000154229",1850
"ENSG00000154237",800
"ENSG00000154240",339
"ENSG00000154258",82
"ENSG00000154262",225
"ENSG00000154263",149
"ENSG00000154265",1519
"ENSG00000154274",1152
"ENSG00000154277",79
"ENSG00000154305",4718
"ENSG00000154309",69
"ENSG00000154310",1479
"ENSG00000154319",3
"ENSG00000154328",154
"ENSG00000154330",14
"ENSG00000154358",501
"ENSG00000154359",589
"ENSG00000154370",873
"ENSG00000154380",9837
"ENSG00000154429",1572
"ENSG00000154447",2277
"ENSG00000154451",2883
"ENSG00000154473",4050
"ENSG00000154511",25
"ENSG00000154518",1785
"ENSG00000154553",738
"ENSG00000154556",923
"ENSG00000154582",730
"ENSG00000154639",2485
"ENSG00000154640",1292
"ENSG00000154642",1238
"ENSG00000154655",50
"ENSG00000154678",4
"ENSG00000154710",65
"ENSG00000154719",1040
"ENSG00000154721",50
"ENSG00000154723",989
"ENSG00000154727",1035
"ENSG00000154734",1624
"ENSG00000154736",216
"ENSG00000154743",582
"ENSG00000154760",2350
"ENSG00000154764",185
"ENSG00000154767",712
"ENSG00000154781",409
"ENSG00000154783",134
"ENSG00000154803",451
"ENSG00000154813",740
"ENSG00000154814",550
"ENSG00000154822",175
"ENSG00000154832",440
"ENSG00000154839",642
"ENSG00000154845",5712
"ENSG00000154856",113
"ENSG00000154864",57
"ENSG00000154874",13
"ENSG00000154889",336
"ENSG00000154898",60
"ENSG00000154914",390
"ENSG00000154917",26
"ENSG00000154920",223
"ENSG00000154928",89
"ENSG00000154930",195
"ENSG00000154945",1623
"ENSG00000154957",231
"ENSG00000154978",552
"ENSG00000155008",1108
"ENSG00000155016",174
"ENSG00000155034",164
"ENSG00000155066",802
"ENSG00000155085",192
"ENSG00000155090",1171
"ENSG00000155093",43
"ENSG00000155096",4302
"ENSG00000155097",1829
"ENSG00000155099",166
"ENSG00000155100",877
"ENSG00000155111",812
"ENSG00000155115",690
"ENSG00000155158",818
"ENSG00000155189",2048
"ENSG00000155229",1361
"ENSG00000155252",408
"ENSG00000155254",302
"ENSG00000155256",550
"ENSG00000155265",1
"ENSG00000155275",276
"ENSG00000155287",415
"ENSG00000155304",2061
"ENSG00000155307",440
"ENSG00000155313",4797
"ENSG00000155324",1360
"ENSG00000155329",429
"ENSG00000155330",529
"ENSG00000155363",1584
"ENSG00000155366",1701
"ENSG00000155368",2003
"ENSG00000155380",8125
"ENSG00000155393",960
"ENSG00000155438",1735
"ENSG00000155463",1914
"ENSG00000155465",986
"ENSG00000155506",6098
"ENSG00000155508",2022
"ENSG00000155530",39
"ENSG00000155542",95
"ENSG00000155545",1176
"ENSG00000155561",5004
"ENSG00000155592",365
"ENSG00000155621",214
"ENSG00000155629",7691
"ENSG00000155636",536
"ENSG00000155640",1319
"ENSG00000155657",885
"ENSG00000155659",610
"ENSG00000155660",5163
"ENSG00000155666",46
"ENSG00000155729",292
"ENSG00000155744",2214
"ENSG00000155749",101
"ENSG00000155754",24
"ENSG00000155755",795
"ENSG00000155760",772
"ENSG00000155761",11
"ENSG00000155792",273
"ENSG00000155827",1283
"ENSG00000155846",263
"ENSG00000155849",222
"ENSG00000155850",777
"ENSG00000155858",410
"ENSG00000155868",475
"ENSG00000155876",969
"ENSG00000155893",614
"ENSG00000155903",2243
"ENSG00000155906",486
"ENSG00000155926",807
"ENSG00000155957",460
"ENSG00000155959",1775
"ENSG00000155962",97
"ENSG00000155966",61
"ENSG00000155970",129
"ENSG00000155974",27
"ENSG00000155975",1321
"ENSG00000156011",8145
"ENSG00000156017",1896
"ENSG00000156026",2524
"ENSG00000156030",1625
"ENSG00000156042",144
"ENSG00000156049",33
"ENSG00000156050",142
"ENSG00000156052",2176
"ENSG00000156103",59
"ENSG00000156110",1473
"ENSG00000156113",256
"ENSG00000156127",108
"ENSG00000156136",840
"ENSG00000156162",1963
"ENSG00000156170",291
"ENSG00000156171",1674
"ENSG00000156172",139
"ENSG00000156218",13
"ENSG00000156232",298
"ENSG00000156239",599
"ENSG00000156253",724
"ENSG00000156256",3034
"ENSG00000156261",7060
"ENSG00000156265",189
"ENSG00000156273",7805
"ENSG00000156298",4
"ENSG00000156299",1422
"ENSG00000156304",1125
"ENSG00000156313",523
"ENSG00000156345",101
"ENSG00000156374",204
"ENSG00000156381",316
"ENSG00000156384",312
"ENSG00000156398",408
"ENSG00000156411",1537
"ENSG00000156413",81
"ENSG00000156453",1938
"ENSG00000156463",541
"ENSG00000156467",15728
"ENSG00000156469",4665
"ENSG00000156471",19987
"ENSG00000156482",6308
"ENSG00000156500",89
"ENSG00000156502",713
"ENSG00000156504",1218
"ENSG00000156508",5658
"ENSG00000156510",1018
"ENSG00000156515",3481
"ENSG00000156521",258
"ENSG00000156531",2593
"ENSG00000156535",1222
"ENSG00000156587",2780
"ENSG00000156599",2700
"ENSG00000156603",281
"ENSG00000156639",593
"ENSG00000156642",2007
"ENSG00000156650",934
"ENSG00000156671",1445
"ENSG00000156675",8805
"ENSG00000156697",1187
"ENSG00000156709",928
"ENSG00000156711",1152
"ENSG00000156735",1480
"ENSG00000156787",757
"ENSG00000156795",310
"ENSG00000156802",5657
"ENSG00000156804",2068
"ENSG00000156831",649
"ENSG00000156853",270
"ENSG00000156858",179
"ENSG00000156860",556
"ENSG00000156869",767
"ENSG00000156873",293
"ENSG00000156875",2483
"ENSG00000156876",1164
"ENSG00000156928",474
"ENSG00000156931",2933
"ENSG00000156958",1386
"ENSG00000156966",268
"ENSG00000156968",82
"ENSG00000156970",1477
"ENSG00000156973",264
"ENSG00000156976",11207
"ENSG00000156983",476
"ENSG00000156990",235
"ENSG00000157014",422
"ENSG00000157020",1334
"ENSG00000157036",358
"ENSG00000157045",463
"ENSG00000157077",1649
"ENSG00000157106",15075
"ENSG00000157107",2809
"ENSG00000157110",2030
"ENSG00000157111",2
"ENSG00000157152",5
"ENSG00000157181",1523
"ENSG00000157184",485
"ENSG00000157191",1925
"ENSG00000157193",784
"ENSG00000157212",721
"ENSG00000157214",1020
"ENSG00000157216",206
"ENSG00000157224",1232
"ENSG00000157227",3658
"ENSG00000157240",296
"ENSG00000157259",960
"ENSG00000157303",15
"ENSG00000157326",57
"ENSG00000157349",215
"ENSG00000157350",328
"ENSG00000157353",212
"ENSG00000157379",242
"ENSG00000157388",928
"ENSG00000157399",861
"ENSG00000157404",27
"ENSG00000157426",690
"ENSG00000157429",109
"ENSG00000157445",11
"ENSG00000157450",1442
"ENSG00000157456",1223
"ENSG00000157470",201
"ENSG00000157483",10482
"ENSG00000157500",4079
"ENSG00000157502",101
"ENSG00000157510",271
"ENSG00000157514",539
"ENSG00000157538",1557
"ENSG00000157540",4755
"ENSG00000157551",9176
"ENSG00000157554",81
"ENSG00000157557",7259
"ENSG00000157570",74
"ENSG00000157578",61
"ENSG00000157593",669
"ENSG00000157600",877
"ENSG00000157601",13421
"ENSG00000157613",57
"ENSG00000157617",1756
"ENSG00000157625",1753
"ENSG00000157637",795
"ENSG00000157657",589
"ENSG00000157680",45
"ENSG00000157693",401
"ENSG00000157741",1786
"ENSG00000157764",1649
"ENSG00000157765",2
"ENSG00000157778",457
"ENSG00000157796",965
"ENSG00000157800",1467
"ENSG00000157823",271
"ENSG00000157827",5682
"ENSG00000157833",92
"ENSG00000157837",1346
"ENSG00000157869",619
"ENSG00000157870",545
"ENSG00000157873",600
"ENSG00000157881",265
"ENSG00000157895",402
"ENSG00000157911",333
"ENSG00000157916",2510
"ENSG00000157933",1075
"ENSG00000157954",1242
"ENSG00000157978",233
"ENSG00000157985",1428
"ENSG00000157992",395
"ENSG00000158006",564
"ENSG00000158019",826
"ENSG00000158023",265
"ENSG00000158042",961
"ENSG00000158055",140
"ENSG00000158062",384
"ENSG00000158079",647
"ENSG00000158089",1865
"ENSG00000158092",1062
"ENSG00000158106",86
"ENSG00000158109",959
"ENSG00000158122",491
"ENSG00000158125",153
"ENSG00000158156",114
"ENSG00000158158",604
"ENSG00000158161",1994
"ENSG00000158163",228
"ENSG00000158169",454
"ENSG00000158186",205
"ENSG00000158195",3067
"ENSG00000158201",1232
"ENSG00000158220",177
"ENSG00000158234",872
"ENSG00000158258",13
"ENSG00000158270",237
"ENSG00000158286",441
"ENSG00000158290",3607
"ENSG00000158292",35
"ENSG00000158296",32
"ENSG00000158301",33
"ENSG00000158315",166
"ENSG00000158321",81
"ENSG00000158352",1487
"ENSG00000158373",1679
"ENSG00000158402",329
"ENSG00000158406",1287
"ENSG00000158411",664
"ENSG00000158417",3718
"ENSG00000158435",1601
"ENSG00000158457",295
"ENSG00000158467",197
"ENSG00000158470",3680
"ENSG00000158480",181
"ENSG00000158483",218
"ENSG00000158486",107
"ENSG00000158526",399
"ENSG00000158528",2955
"ENSG00000158545",422
"ENSG00000158552",191
"ENSG00000158555",183
"ENSG00000158560",32
"ENSG00000158604",2450
"ENSG00000158615",4987
"ENSG00000158623",1470
"ENSG00000158636",1974
"ENSG00000158669",2011
"ENSG00000158683",14
"ENSG00000158691",628
"ENSG00000158710",3951
"ENSG00000158711",4518
"ENSG00000158714",267
"ENSG00000158715",50
"ENSG00000158716",166
"ENSG00000158717",136
"ENSG00000158747",484
"ENSG00000158769",1637
"ENSG00000158773",606
"ENSG00000158792",94
"ENSG00000158793",339
"ENSG00000158796",526
"ENSG00000158805",426
"ENSG00000158813",5
"ENSG00000158828",465
"ENSG00000158850",484
"ENSG00000158856",443
"ENSG00000158859",93
"ENSG00000158863",331
"ENSG00000158864",1046
"ENSG00000158869",448
"ENSG00000158882",342
"ENSG00000158941",1325
"ENSG00000158966",64
"ENSG00000158985",3090
"ENSG00000158987",641
"ENSG00000159023",2124
"ENSG00000159055",494
"ENSG00000159063",2093
"ENSG00000159069",907
"ENSG00000159079",396
"ENSG00000159082",868
"ENSG00000159086",3565
"ENSG00000159110",1910
"ENSG00000159111",424
"ENSG00000159128",2487
"ENSG00000159131",5186
"ENSG00000159140",16033
"ENSG00000159147",611
"ENSG00000159164",126
"ENSG00000159166",3353
"ENSG00000159167",210
"ENSG00000159176",1993
"ENSG00000159189",597
"ENSG00000159199",417
"ENSG00000159200",662
"ENSG00000159202",2821
"ENSG00000159208",42
"ENSG00000159210",870
"ENSG00000159212",20
"ENSG00000159214",58
"ENSG00000159216",3928
"ENSG00000159228",1121
"ENSG00000159231",78
"ENSG00000159239",29
"ENSG00000159256",2903
"ENSG00000159259",450
"ENSG00000159263",213
"ENSG00000159267",1479
"ENSG00000159307",10
"ENSG00000159314",848
"ENSG00000159322",1928
"ENSG00000159335",709
"ENSG00000159346",2186
"ENSG00000159348",451
"ENSG00000159352",1276
"ENSG00000159363",621
"ENSG00000159377",2584
"ENSG00000159388",1224
"ENSG00000159399",3256
"ENSG00000159403",821
"ENSG00000159423",96
"ENSG00000159433",180
"ENSG00000159445",286
"ENSG00000159459",3085
"ENSG00000159461",2604
"ENSG00000159479",1133
"ENSG00000159579",1836
"ENSG00000159588",49
"ENSG00000159592",3569
"ENSG00000159593",1688
"ENSG00000159596",830
"ENSG00000159640",281
"ENSG00000159658",5603
"ENSG00000159674",108
"ENSG00000159685",87
"ENSG00000159692",1494
"ENSG00000159713",88
"ENSG00000159714",34
"ENSG00000159720",1050
"ENSG00000159733",50
"ENSG00000159788",377
"ENSG00000159792",394
"ENSG00000159840",634
"ENSG00000159842",1874
"ENSG00000159873",837
"ENSG00000159882",255
"ENSG00000159884",88
"ENSG00000159885",96
"ENSG00000159899",140
"ENSG00000159905",235
"ENSG00000159915",43
"ENSG00000159917",416
"ENSG00000159921",1597
"ENSG00000160007",3190
"ENSG00000160014",3252
"ENSG00000160049",1567
"ENSG00000160050",66
"ENSG00000160051",85
"ENSG00000160055",406
"ENSG00000160058",1003
"ENSG00000160062",270
"ENSG00000160072",622
"ENSG00000160075",1601
"ENSG00000160087",377
"ENSG00000160094",268
"ENSG00000160111",3
"ENSG00000160113",435
"ENSG00000160124",394
"ENSG00000160131",3657
"ENSG00000160145",270
"ENSG00000160172",81
"ENSG00000160179",446
"ENSG00000160180",528
"ENSG00000160181",8
"ENSG00000160182",1856
"ENSG00000160183",519
"ENSG00000160188",37
"ENSG00000160190",1181
"ENSG00000160191",75
"ENSG00000160193",454
"ENSG00000160194",704
"ENSG00000160199",543
"ENSG00000160201",27
"ENSG00000160208",2832
"ENSG00000160209",9601
"ENSG00000160211",505
"ENSG00000160213",2883
"ENSG00000160214",968
"ENSG00000160216",2472
"ENSG00000160218",2075
"ENSG00000160219",203
"ENSG00000160226",40
"ENSG00000160229",269
"ENSG00000160233",14
"ENSG00000160255",1023
"ENSG00000160256",113
"ENSG00000160271",780
"ENSG00000160285",716
"ENSG00000160293",1493
"ENSG00000160294",2900
"ENSG00000160298",126
"ENSG00000160299",1769
"ENSG00000160305",1382
"ENSG00000160310",1652
"ENSG00000160321",46
"ENSG00000160323",12
"ENSG00000160325",193
"ENSG00000160326",132
"ENSG00000160336",946
"ENSG00000160352",1010
"ENSG00000160360",90
"ENSG00000160392",148
"ENSG00000160404",67
"ENSG00000160408",212
"ENSG00000160410",987
"ENSG00000160439",1046
"ENSG00000160445",366
"ENSG00000160446",234
"ENSG00000160447",195
"ENSG00000160469",8
"ENSG00000160551",10148
"ENSG00000160563",156
"ENSG00000160570",320
"ENSG00000160584",810
"ENSG00000160588",2153
"ENSG00000160593",388
"ENSG00000160602",101
"ENSG00000160606",187
"ENSG00000160613",482
"ENSG00000160633",1295
"ENSG00000160679",1588
"ENSG00000160685",314
"ENSG00000160688",656
"ENSG00000160691",1077
"ENSG00000160695",1335
"ENSG00000160703",298
"ENSG00000160710",17885
"ENSG00000160712",438
"ENSG00000160714",1110
"ENSG00000160741",239
"ENSG00000160746",674
"ENSG00000160752",1619
"ENSG00000160753",437
"ENSG00000160766",26
"ENSG00000160767",212
"ENSG00000160783",238
"ENSG00000160785",771
"ENSG00000160789",3369
"ENSG00000160791",264
"ENSG00000160796",1460
"ENSG00000160799",383
"ENSG00000160803",518
"ENSG00000160813",94
"ENSG00000160818",750
"ENSG00000160862",1
"ENSG00000160867",575
"ENSG00000160868",5
"ENSG00000160877",531
"ENSG00000160888",596
"ENSG00000160908",385
"ENSG00000160917",344
"ENSG00000160932",3256
"ENSG00000160948",345
"ENSG00000160949",227
"ENSG00000160953",711
"ENSG00000160957",241
"ENSG00000160959",232
"ENSG00000160961",315
"ENSG00000160972",188
"ENSG00000160991",761
"ENSG00000160993",40
"ENSG00000161010",346
"ENSG00000161011",4110
"ENSG00000161013",1734
"ENSG00000161016",4777
"ENSG00000161021",1223
"ENSG00000161036",162
"ENSG00000161040",192
"ENSG00000161048",939
"ENSG00000161057",2023
"ENSG00000161091",682
"ENSG00000161179",139
"ENSG00000161202",1297
"ENSG00000161203",4093
"ENSG00000161204",826
"ENSG00000161217",2337
"ENSG00000161249",853
"ENSG00000161265",21
"ENSG00000161267",502
"ENSG00000161277",21
"ENSG00000161298",102
"ENSG00000161328",10
"ENSG00000161381",28
"ENSG00000161395",331
"ENSG00000161405",1517
"ENSG00000161513",118
"ENSG00000161526",1168
"ENSG00000161533",4815
"ENSG00000161542",839
"ENSG00000161544",8
"ENSG00000161547",4786
"ENSG00000161551",455
"ENSG00000161558",70
"ENSG00000161618",314
"ENSG00000161638",1309
"ENSG00000161640",17
"ENSG00000161642",97
"ENSG00000161647",120
"ENSG00000161653",14
"ENSG00000161654",112
"ENSG00000161671",1661
"ENSG00000161677",97
"ENSG00000161692",155
"ENSG00000161714",392
"ENSG00000161791",908
"ENSG00000161798",8
"ENSG00000161800",3055
"ENSG00000161813",4199
"ENSG00000161835",33
"ENSG00000161847",162
"ENSG00000161888",356
"ENSG00000161904",569
"ENSG00000161912",88
"ENSG00000161914",43
"ENSG00000161920",195
"ENSG00000161921",981
"ENSG00000161940",41
"ENSG00000161955",45
"ENSG00000161956",207
"ENSG00000161960",295
"ENSG00000161970",2643
"ENSG00000161980",328
"ENSG00000161981",559
"ENSG00000161996",390
"ENSG00000161999",528
"ENSG00000162032",183
"ENSG00000162063",874
"ENSG00000162065",253
"ENSG00000162066",141
"ENSG00000162069",232
"ENSG00000162073",379
"ENSG00000162076",84
"ENSG00000162078",92
"ENSG00000162086",740
"ENSG00000162104",753
"ENSG00000162105",3385
"ENSG00000162129",1245
"ENSG00000162139",1503
"ENSG00000162144",434
"ENSG00000162174",1628
"ENSG00000162191",452
"ENSG00000162194",79
"ENSG00000162222",397
"ENSG00000162227",118
"ENSG00000162231",967
"ENSG00000162236",430
"ENSG00000162241",45
"ENSG00000162244",1100
"ENSG00000162267",6
"ENSG00000162298",879
"ENSG00000162300",394
"ENSG00000162302",379
"ENSG00000162337",2264
"ENSG00000162341",591
"ENSG00000162366",300
"ENSG00000162368",6219
"ENSG00000162377",1332
"ENSG00000162378",2492
"ENSG00000162384",664
"ENSG00000162385",428
"ENSG00000162390",282
"ENSG00000162396",132
"ENSG00000162402",9447
"ENSG00000162407",889
"ENSG00000162408",1711
"ENSG00000162409",1403
"ENSG00000162413",798
"ENSG00000162415",18
"ENSG00000162419",680
"ENSG00000162430",1038
"ENSG00000162433",2028
"ENSG00000162434",11018
"ENSG00000162437",576
"ENSG00000162441",1421
"ENSG00000162444",16
"ENSG00000162458",900
"ENSG00000162461",14
"ENSG00000162482",11
"ENSG00000162493",84
"ENSG00000162496",533
"ENSG00000162511",2498
"ENSG00000162512",502
"ENSG00000162517",1184
"ENSG00000162520",36
"ENSG00000162521",4843
"ENSG00000162522",3303
"ENSG00000162542",518
"ENSG00000162543",354
"ENSG00000162545",2396
"ENSG00000162551",58
"ENSG00000162552",78
"ENSG00000162576",1509
"ENSG00000162585",174
"ENSG00000162591",37
"ENSG00000162595",17
"ENSG00000162599",717
"ENSG00000162600",456
"ENSG00000162601",3171
"ENSG00000162604",838
"ENSG00000162607",4409
"ENSG00000162613",8304
"ENSG00000162614",192
"ENSG00000162616",568
"ENSG00000162618",122
"ENSG00000162620",85
"ENSG00000162623",1276
"ENSG00000162627",1108
"ENSG00000162636",1564
"ENSG00000162639",610
"ENSG00000162642",679
"ENSG00000162645",4517
"ENSG00000162650",94
"ENSG00000162654",5425
"ENSG00000162664",1699
"ENSG00000162669",8
"ENSG00000162676",24
"ENSG00000162687",71
"ENSG00000162688",3001
"ENSG00000162692",568
"ENSG00000162694",733
"ENSG00000162695",5277
"ENSG00000162702",1469
"ENSG00000162704",3811
"ENSG00000162711",152
"ENSG00000162714",1615
"ENSG00000162729",225
"ENSG00000162733",887
"ENSG00000162734",1830
"ENSG00000162735",743
"ENSG00000162736",1559
"ENSG00000162738",268
"ENSG00000162739",37
"ENSG00000162745",189
"ENSG00000162753",3
"ENSG00000162755",23
"ENSG00000162757",332
"ENSG00000162769",892
"ENSG00000162772",1554
"ENSG00000162775",1711
"ENSG00000162777",1291
"ENSG00000162779",5
"ENSG00000162782",0
"ENSG00000162783",501
"ENSG00000162804",79
"ENSG00000162813",1974
"ENSG00000162814",176
"ENSG00000162817",623
"ENSG00000162819",4889
"ENSG00000162825",60
"ENSG00000162836",615
"ENSG00000162849",378
"ENSG00000162851",927
"ENSG00000162852",2008
"ENSG00000162869",1538
"ENSG00000162873",52
"ENSG00000162878",248
"ENSG00000162882",79
"ENSG00000162885",1551
"ENSG00000162889",1316
"ENSG00000162896",1865
"ENSG00000162909",16760
"ENSG00000162910",447
"ENSG00000162923",6405
"ENSG00000162924",1194
"ENSG00000162927",297
"ENSG00000162928",1461
"ENSG00000162929",956
"ENSG00000162944",61
"ENSG00000162946",111
"ENSG00000162949",135
"ENSG00000162959",231
"ENSG00000162961",895
"ENSG00000162971",678
"ENSG00000162972",342
"ENSG00000162976",586
"ENSG00000162980",2131
"ENSG00000162981",42
"ENSG00000162989",1
"ENSG00000162994",76
"ENSG00000162997",26
"ENSG00000162998",12
"ENSG00000162999",70
"ENSG00000163001",771
"ENSG00000163002",1052
"ENSG00000163006",836
"ENSG00000163013",444
"ENSG00000163017",89
"ENSG00000163026",502
"ENSG00000163029",2988
"ENSG00000163041",600
"ENSG00000163050",452
"ENSG00000163053",78
"ENSG00000163069",591
"ENSG00000163071",18
"ENSG00000163072",206
"ENSG00000163075",614
"ENSG00000163082",1542
"ENSG00000163083",36
"ENSG00000163093",54
"ENSG00000163104",2596
"ENSG00000163106",22
"ENSG00000163110",5177
"ENSG00000163116",7
"ENSG00000163125",1455
"ENSG00000163131",3575
"ENSG00000163138",683
"ENSG00000163145",5
"ENSG00000163155",182
"ENSG00000163156",317
"ENSG00000163159",530
"ENSG00000163161",2887
"ENSG00000163162",3581
"ENSG00000163166",4090
"ENSG00000163170",433
"ENSG00000163171",2901
"ENSG00000163191",3939
"ENSG00000163214",1390
"ENSG00000163219",323
"ENSG00000163220",701
"ENSG00000163235",3362
"ENSG00000163249",937
"ENSG00000163251",2323
"ENSG00000163257",1148
"ENSG00000163281",666
"ENSG00000163291",737
"ENSG00000163293",1501
"ENSG00000163297",830
"ENSG00000163312",440
"ENSG00000163319",411
"ENSG00000163320",4053
"ENSG00000163322",302
"ENSG00000163328",97
"ENSG00000163344",119
"ENSG00000163346",534
"ENSG00000163347",15671
"ENSG00000163348",484
"ENSG00000163349",5158
"ENSG00000163359",5372
"ENSG00000163362",956
"ENSG00000163364",23
"ENSG00000163374",813
"ENSG00000163376",275
"ENSG00000163378",1500
"ENSG00000163382",916
"ENSG00000163389",795
"ENSG00000163393",118
"ENSG00000163399",12099
"ENSG00000163406",197
"ENSG00000163412",1327
"ENSG00000163428",3973
"ENSG00000163430",9883
"ENSG00000163431",61
"ENSG00000163435",2771
"ENSG00000163444",441
"ENSG00000163453",6082
"ENSG00000163463",94
"ENSG00000163466",6893
"ENSG00000163468",9242
"ENSG00000163472",100
"ENSG00000163479",2272
"ENSG00000163481",301
"ENSG00000163482",837
"ENSG00000163491",166
"ENSG00000163492",100
"ENSG00000163501",6
"ENSG00000163507",2396
"ENSG00000163510",1173
"ENSG00000163512",1078
"ENSG00000163513",3501
"ENSG00000163516",767
"ENSG00000163517",90
"ENSG00000163520",79
"ENSG00000163521",114
"ENSG00000163527",7850
"ENSG00000163528",223
"ENSG00000163531",22
"ENSG00000163535",1431
"ENSG00000163536",13
"ENSG00000163539",2439
"ENSG00000163541",1193
"ENSG00000163545",708
"ENSG00000163558",4594
"ENSG00000163563",420
"ENSG00000163565",3678
"ENSG00000163577",331
"ENSG00000163584",490
"ENSG00000163586",0
"ENSG00000163590",795
"ENSG00000163596",219
"ENSG00000163597",1633
"ENSG00000163602",2987
"ENSG00000163605",3194
"ENSG00000163606",105
"ENSG00000163607",244
"ENSG00000163608",1020
"ENSG00000163611",1150
"ENSG00000163617",376
"ENSG00000163618",111
"ENSG00000163624",2003
"ENSG00000163625",5924
"ENSG00000163626",443
"ENSG00000163629",8402
"ENSG00000163633",78
"ENSG00000163634",1008
"ENSG00000163635",2064
"ENSG00000163636",2083
"ENSG00000163637",739
"ENSG00000163638",5610
"ENSG00000163644",1208
"ENSG00000163655",3973
"ENSG00000163659",835
"ENSG00000163660",6576
"ENSG00000163681",5034
"ENSG00000163682",827
"ENSG00000163683",1558
"ENSG00000163684",495
"ENSG00000163686",129
"ENSG00000163689",469
"ENSG00000163694",3644
"ENSG00000163697",956
"ENSG00000163701",166
"ENSG00000163702",191
"ENSG00000163703",126
"ENSG00000163704",27
"ENSG00000163710",36
"ENSG00000163714",6938
"ENSG00000163719",668
"ENSG00000163728",2676
"ENSG00000163734",1374
"ENSG00000163735",28391
"ENSG00000163738",508
"ENSG00000163739",3985
"ENSG00000163743",551
"ENSG00000163754",1075
"ENSG00000163755",2409
"ENSG00000163762",472
"ENSG00000163781",3351
"ENSG00000163785",2222
"ENSG00000163788",1486
"ENSG00000163792",29
"ENSG00000163795",132
"ENSG00000163798",793
"ENSG00000163803",171
"ENSG00000163806",152
"ENSG00000163807",603
"ENSG00000163808",1604
"ENSG00000163811",4064
"ENSG00000163812",1695
"ENSG00000163814",4913
"ENSG00000163817",67
"ENSG00000163818",582
"ENSG00000163820",1188
"ENSG00000163823",666
"ENSG00000163827",2
"ENSG00000163832",257
"ENSG00000163840",9472
"ENSG00000163848",3547
"ENSG00000163864",33
"ENSG00000163866",586
"ENSG00000163867",474
"ENSG00000163870",302
"ENSG00000163872",3171
"ENSG00000163874",500
"ENSG00000163875",1224
"ENSG00000163877",703
"ENSG00000163879",566
"ENSG00000163882",965
"ENSG00000163884",1
"ENSG00000163898",2510
"ENSG00000163900",2092
"ENSG00000163902",8352
"ENSG00000163904",1368
"ENSG00000163909",45
"ENSG00000163913",439
"ENSG00000163918",978
"ENSG00000163923",313
"ENSG00000163930",742
"ENSG00000163931",4280
"ENSG00000163932",542
"ENSG00000163933",685
"ENSG00000163935",1298
"ENSG00000163938",3978
"ENSG00000163939",4763
"ENSG00000163945",440
"ENSG00000163946",6361
"ENSG00000163947",933
"ENSG00000163950",1822
"ENSG00000163956",1515
"ENSG00000163960",2895
"ENSG00000163961",1793
"ENSG00000163964",565
"ENSG00000163975",151
"ENSG00000163993",1219
"ENSG00000163995",3
"ENSG00000164002",258
"ENSG00000164008",129
"ENSG00000164010",254
"ENSG00000164011",171
"ENSG00000164022",1627
"ENSG00000164023",5997
"ENSG00000164024",1983
"ENSG00000164031",2471
"ENSG00000164032",3381
"ENSG00000164035",32
"ENSG00000164038",387
"ENSG00000164039",403
"ENSG00000164040",2235
"ENSG00000164045",861
"ENSG00000164048",556
"ENSG00000164050",2269
"ENSG00000164051",418
"ENSG00000164054",3230
"ENSG00000164056",491
"ENSG00000164061",8
"ENSG00000164062",1958
"ENSG00000164066",890
"ENSG00000164068",530
"ENSG00000164070",2124
"ENSG00000164073",767
"ENSG00000164074",552
"ENSG00000164077",99
"ENSG00000164078",1117
"ENSG00000164080",1599
"ENSG00000164081",533
"ENSG00000164086",218
"ENSG00000164087",267
"ENSG00000164088",160
"ENSG00000164091",3480
"ENSG00000164096",1561
"ENSG00000164099",179
"ENSG00000164104",2538
"ENSG00000164105",263
"ENSG00000164109",1248
"ENSG00000164111",6639
"ENSG00000164114",1338
"ENSG00000164116",1377
"ENSG00000164117",827
"ENSG00000164118",3732
"ENSG00000164120",8456
"ENSG00000164124",579
"ENSG00000164125",1720
"ENSG00000164134",4602
"ENSG00000164136",391
"ENSG00000164142",646
"ENSG00000164144",1866
"ENSG00000164151",3736
"ENSG00000164161",27
"ENSG00000164162",343
"ENSG00000164163",3690
"ENSG00000164164",3167
"ENSG00000164167",284
"ENSG00000164168",1777
"ENSG00000164169",401
"ENSG00000164171",13796
"ENSG00000164172",534
"ENSG00000164176",121
"ENSG00000164180",1721
"ENSG00000164181",2360
"ENSG00000164182",211
"ENSG00000164187",2160
"ENSG00000164190",6749
"ENSG00000164197",57
"ENSG00000164209",2420
"ENSG00000164211",2056
"ENSG00000164219",1487
"ENSG00000164221",506
"ENSG00000164237",183
"ENSG00000164241",334
"ENSG00000164244",3414
"ENSG00000164251",1786
"ENSG00000164252",1679
"ENSG00000164253",1021
"ENSG00000164258",823
"ENSG00000164266",5192
"ENSG00000164283",73
"ENSG00000164284",953
"ENSG00000164291",350
"ENSG00000164292",4755
"ENSG00000164294",1092
"ENSG00000164296",108
"ENSG00000164300",3872
"ENSG00000164303",8
"ENSG00000164305",1846
"ENSG00000164306",415
"ENSG00000164307",5110
"ENSG00000164308",5285
"ENSG00000164309",189
"ENSG00000164318",23
"ENSG00000164323",2501
"ENSG00000164327",4625
"ENSG00000164329",2307
"ENSG00000164330",24
"ENSG00000164331",389
"ENSG00000164332",852
"ENSG00000164338",1061
"ENSG00000164342",524
"ENSG00000164346",1262
"ENSG00000164347",1474
"ENSG00000164366",365
"ENSG00000164379",53
"ENSG00000164402",2735
"ENSG00000164403",151
"ENSG00000164405",1680
