"","node_1","node_2","score"
"2583","CDH6","CTNND1",0.546
"1516","VCAN","MMP9",0.515
"4670","VCAN","SELL",0.9
"1742","VCAN","OGN",0.535
"2512","VCAN","ITGA4",0.477
"704","VCAN","FBN1",0.789
"3143","VCAN","TNXB",0.688
"1933","VCAN","NRCAM",0.454
"1815","RASGRF2","DLG2",0.4
"766","RASGRF2","GRIN2A",0.662
"1266","CENPE","CENPF",0.881
"404","CENPE","BIRC5",0.721
"274","CENPE","CCNB2",0.56
"833","CENPE","CENPA",0.655
"2313","CENPE","KIF20A",0.413
"542","CENPE","AURKB",0.674
"1503","CENPE","KIF2C",0.89
"1649","CENPE","ZWINT",0.453
"414","CENPE","BUB1",0.781
"197","CENPE","NUF2",0.712
"2285","CENPE","PRC1",0.662
"257","CENPE","BUB1B",0.989
"907","CENPE","SMC4",0.454
"1347","LEF1","VENTX",0.7
"408","LEF1","PYGO1",0.696
"322","STC2","CLDN1",0.424
"862","LEF1","MYB",0.521
"1136","STC2","CLDN7",0.424
"2609","LEF1","RUNX3",0.7
"968","LEF1","E2F1",0.565
"344","LEF1","SOX17",0.695
"2887","LEF1","MITF",0.746
"1120","LEF1","TEAD4",0.8
"1611","PITX1","NR5A1",0.561
"3287","SEMA3A","SLC2A1",0.414
"1052","LEF1","NRARP",0.42
"1152","SEMA3A","PAK3",0.499
"869","LEF1","TCF7",0.764
"2250","LEF1","JUP",0.956
"2129","LEF1","MSX1",0.434
"2827","LEF1","FHL2",0.982
"2124","PITX1","CD9",0.487
"2177","ANLN","CIT",0.509
"675","WNT2","FZD2",0.812
"3125","WNT2","ADGRA2",0.54
"355","WNT2","LRRK2",0.54
"4398","WNT2","MUC1",0.553
"3509","PRKAR2B","SPA17",0.407
"3390","SEMA3A","CDK5",0.499
"163","ADAM22","ADAM28",0.858
"1027","ANLN","SVIL",0.404
"524","ADAM22","LGI4",0.828
"1817","ADAM22","DLG2",0.816
"3074","ANLN","RACGAP1",0.941
"3491","ANLN","LYN",0.431
"1189","ANLN","IQGAP3",0.457
"716","ANLN","PPP1CA",0.42
"2189","ANLN","ECT2",0.831
"778","ANLN","NEXN",0.4
"2619","ANLN","DIAPH3",0.911
"203","ANLN","RHOB",0.603
"483","ANLN","DST",0.42
"1823","ADAM28","DLG2",0.424
"2168","ANLN","PPP1R12B",0.41
"314","SLC5A1","PDZK1IP1",0.9
"4542","ANLN","TPM2",0.42
"573","ITGB7","ITGA3",0.907
"444","AMIGO2","RAC3",0.563
"3647","ERBB3","PTK6",0.716
"3058","ERBB3","GRB7",0.914
"4394","ERBB3","MUC1",0.5
"2429","ERBB3","BTC",0.913
"930","ERBB3","ERBB4",0.998
"1222","ERBB3","NRG2",0.998
"2340","ERBB3","MATK",0.578
"1024","ERBB3","RET",0.407
"3376","ERBB3","PIK3CG",0.449
"606","TEF","COX5A",0.412
"2674","BMAL2","BMAL1",0.902
"1051","LGR5","RSPO1",0.999
"287","LGR5","WNT4",0.443
"1290","LGR5","LGR6",0.911
"3807","LGR5","RNF43",0.991
"249","ITGB7","ITGB6",0.9
"2039","ITGB7","EMILIN1",0.54
"2505","ITGB7","ITGA4",0.999
"1388","ITGB7","ITGA10",0.911
"1358","ERBB3","S100A4",0.405
"598","ERBB3","MET",0.954
"2539","ITGB7","ITGB2",0.937
"2134","ERBB3","CSPG5",0.561
"3068","ERBB3","TGFA",0.94
"2329","ERBB3","NRG4",0.855
"1764","ERBB3","SYK",0.613
"1422","ERBB3","L1CAM",0.58
"1892","ITGB7","ITGA8",0.741
"3303","ERBB3","MUC4",0.819
"2892","ERBB3","HLA-DPA1",0.404
"1118","FAM181A","TEAD4",0.9
"624","BCL2A1","BID",0.964
"856","FGF7","FGFR3",0.795
"600","FGF7","MET",0.41
"2070","FGF7","SDC1",0.63
"187","FGF7","CDH2",0.764
"294","FGF7","FGFR4",0.939
"326","FGF7","PTX3",0.489
"207","FGF7","FGF18",0.4
"3671","BCL2A1","FKBP5",0.739
"303","BCL2A1","STAT5B",0.658
"2559","BCL2A1","BCL2",0.569
"1642","TTBK2","ZWINT",0.724
"2855","WDR93","NDUFA11",0.54
"3638","BCL2A1","NR4A1",0.691
"718","BCL2A1","PMAIP1",0.998
"1680","BCL2A1","BAK1",0.961
"2683","CDH11","CTNNA2",0.582
"211","WDR93","NDUFB11",0.54
"3133","WDR93","NDUFB3",0.54
"3411","WDR93","NDUFA13",0.54
"3327","WDR93","NDUFA3",0.54
"188","CDH11","CDH2",0.942
"2587","CDH11","CTNND1",0.83
"2262","CDH11","JUP",0.704
"362","WDR93","NDUFB8",0.54
"220","WDR93","NDUFB9",0.54
"580","WDR93","NDUFS8",0.54
"2570","CDH11","BCL2",0.402
"950","LRRC46","LRRC43",0.54
"1289","CDH11","RABIF",0.411
"715","LRRC46","PPP1CA",0.451
"775","CDH2","MAPK11",0.499
"2259","CDH2","JUP",0.908
"328","CDH2","SHROOM3",0.414
"1568","CDH2","PCDH19",0.881
"205","CDH2","FGF18",0.765
"4195","CDH2","NCAM1",0.903
"329","CDH2","CDCP1",0.45
"951","CDH2","NFASC",0.459
"2690","CDH2","CTNNA2",0.868
"2588","CDH2","CTNND1",0.998
"2626","CDH2","JAM2",0.406
"1199","CDH2","PPT2",0.549
"2000","CDH2","DSP",0.509
"2195","CDH2","CDON",0.63
"1206","ASXL3","PCGF3",0.54
"2678","BCAM","BMAL1",0.42
"635","GATA6","NQO1",0.432
"3559","GATA6","GATA4",0.406
"2666","GATA6","ZFPM2",0.683
"519","SECTM1","CD7",0.593
"3096","ASXL3","EZH1",0.54
"2985","IGFBP4","TNF",0.426
"214","SIK1","GINS4",0.457
"712","LMTK3","PPP1CA",0.465
"1484","PLK4","STIL",0.994
"394","PRDM16","RCOR2",0.422
"1656","PRDM16","SPDEF",0.465
"530","PRDM16","PPARGC1B",0.6
"269","PRDM16","PPARG",0.981
"2922","PRDM16","ZNF516",0.991
"742","SH3BGRL3","PCP4",0.432
"288","IL22RA1","IL10RB",0.997
"3424","FBN3","FBN2",0.459
"3085","PLK4","RACGAP1",0.445
"264","PLK4","BUB1B",0.447
"379","PLK4","PLK1",0.496
"226","PLK4","ATM",0.456
"2365","PLK4","CDK1",0.582
"2191","PLK4","ECT2",0.658
"2178","RHOB","CIT",0.731
"667","ILDR2","MARVELD2",0.66
"549","NUF2","AURKB",0.581
"827","NUF2","CENPA",0.474
"805","NUF2","KNL1",0.889
"1647","NUF2","ZWINT",0.868
"3860","NUF2","SPC24",0.999
"639","CGN","MPDZ",0.692
"3073","CGN","RACGAP1",0.894
"412","NUF2","BUB1",0.725
"244","NUF2","SPC25",0.987
"669","CGN","MARVELD2",0.959
"994","CGN","OCLN",0.983
"3869","CGN","TJP3",0.973
"3578","CGN","TJP2",0.988
"1910","CGN","PRKCZ",0.499
"983","S100A11","ANXA6",0.424
"677","WNT9A","FZD2",0.544
"1305","RHOB","KIF14",0.559
"204","RHOB","RTKN",0.793
"3579","RHOB","TJP2",0.601
"1013","RHOB","VANGL1",0.563
"1188","RHOB","IQGAP3",0.572
"3644","RHOB","PCDH7",0.563
"2254","RHOB","JUP",0.563
"2278","RHOB","PRC1",0.499
"2614","RHOB","DIAPH3",0.885
"2155","ALDH1L1","CCDC88C",0.414
"1353","RTKN","S100A4",0.436
"3046","PTH2R","PTH1R",0.9
"3978","PNKD","PET100",0.768
"422","FTH1","SH3D19",0.499
"544","FTH1","AURKB",0.408
"3564","GZMA","GNLY",0.622
"1953","SHPRH","PCNA",0.716
"2069","FGF18","SDC1",0.632
"857","FGF18","FGFR3",0.99
"327","FGF18","PTX3",0.49
"293","FGF18","FGFR4",0.982
"2084","ATP10D","ATP8A1",0.9
"4726","ATP10D","ATP8B2",0.54
"541","ATP10D","ATP10B",0.925
"3749","ATP10D","TMEM30B",0.668
"4601","KCNMB1","KCNN4",0.9
"3142","KCNMB1","KCNMB2",0.9
"1273","SHPRH","DTL",0.457
"4096","EPHA1","LCK",0.416
"1138","EPHA1","CLDN7",0.408
"1576","CDCA5","CDCA8",0.448
"2403","CDCA5","CDK1",0.826
"552","CDCA5","AURKB",0.787
"280","CDCA5","CCNB2",0.568
"402","CDCA5","BIRC5",0.566
"221","EPHA1","NTRK2",0.525
"3107","GINS4","CDC45",0.999
"1594","CHST7","CHST3",0.9
"3328","NDUFB11","NDUFA3",0.998
"363","NDUFB11","NDUFB8",0.998
"465","NDUFB11","UQCRFS1",0.83
"301","NDUFB11","COX7A1",0.807
"3923","NDUFB11","COX6B1",0.818
"4617","NDUFB11","COX7B",0.848
"846","NDUFB11","PWWP3B",0.459
"591","NDUFB11","CYC1",0.83
"603","NDUFB11","COX5A",0.807
"319","EPHA1","CLDN1",0.408
"840","EPHA1","EPHA3",0.51
"3176","EPHA1","CLDN4",0.402
"4697","NDUFB11","PWWP3A",0.459
"2853","NDUFB11","NDUFA11",0.997
"3137","NDUFB11","NDUFB3",0.998
"3413","NDUFB11","NDUFA13",0.998
"3028","GINS4","GINS3",0.999
"218","NDUFB11","NDUFB9",0.999
"577","NDUFB11","NDUFS8",0.998
"3739","GINS4","TIMELESS",0.875
"3325","GINS4","MCM10",0.569
"466","NDUFB9","UQCRFS1",0.966
"1613","STAR","NR5A1",0.457
"3333","NDUFB9","NDUFA3",0.995
"2244","NDUFB9","NDUFA4L2",0.469
"3933","NDUFB9","COX6B1",0.932
"4703","NDUFB9","PWWP3A",0.586
"3135","NDUFB9","NDUFB3",0.999
"3777","NDUFB9","PRRT2",0.566
"537","GINS4","CLSPN",0.8
"612","NDUFB9","COX5A",0.866
"3416","NDUFB9","NDUFA13",0.999
"3354","CDKN2B","CDKN2A",0.941
"578","NDUFB9","NDUFS8",0.999
"2848","NDUFB9","NDUFA11",0.996
"361","NDUFB9","NDUFB8",0.999
"299","NDUFB9","COX7A1",0.807
"594","NDUFB9","CYC1",0.903
"845","NDUFB9","PWWP3B",0.586
"4627","NDUFB9","COX7B",0.873
"2635","CDKN2B","CCNL2",0.625
"1635","CDKN2B","TRAF1",0.607
"1402","NTRK2","NGF",0.982
"924","NTRK2","ERBB4",0.591
"421","NTRK2","NRTN",0.631
"1021","NTRK2","RET",0.407
"1121","NTRK2","PTPRF",0.448
"2344","NTRK2","MATK",0.9
"4194","NTRK2","NCAM1",0.588
"3387","NTRK2","CDK5",0.499
"1399","NTRK2","CNR1",0.418
"3527","ATM","H2AX",0.896
"452","NTRK2","IRS1",0.648
"1159","NTRK2","NTRK3",0.957
"3448","ATM","WWC1",0.424
"4129","ATM","CRY2",0.4
"4069","ATM","H2BC11",0.499
"4083","ATM","APBB1",0.499
"499","ATM","RMI2",0.499
"1109","ATM","XRCC2",0.499
"655","ATM","H2BC4",0.499
"2030","ATM","BRCA2",0.924
"1247","ATM","EXO1",0.63
"802","ATM","UPK3B",0.54
"4485","ATM","RAD51",0.907
"988","ATM","BLM",0.928
"3744","ATM","TIMELESS",0.59
"1930","ATM","RAD50",0.675
"531","ATM","CLSPN",0.527
"1986","ATM","FOXO1",0.523
"2596","ATM","RBBP8",0.716
"1057","ATM","H2BC12",0.499
"1749","ATM","MSH5",0.499
"4148","ATM","H2BC9",0.499
"1054","ATM","NHEJ1",0.926
"3272","NINL","MICAL3",0.545
"921","ST14","SPINT1",0.926
"2528","NINL","BICDL1",0.487
"229","MPZL2","MPZL3",0.405
"4362","IL18","CD48",0.431
"3852","PPP4C","MAP4K1",0.457
"2288","PPP4C","PPP2R2B",0.835
"4528","PPP4C","ALDOA",0.446
"839","PPP4C","CDCA4",0.456
"3239","CENPU","HJURP",0.499
"1997","DSC2","DSP",0.973
"2253","DSC2","JUP",0.72
"2946","DSC2","PERP",0.499
"759","DSC2","PKP3",0.725
"719","MYCN","PMAIP1",0.526
"3980","MYCN","IL12RB1",0.426
"967","MYCN","E2F1",0.629
"1344","CENPU","CENPW",0.987
"1876","CENPU","H4C3",0.8
"1652","FAM124A","PRKG1",0.468
"2527","SLC7A11","SLC7A7",0.499
"4399","SLC7A11","MUC1",0.489
"1031","CENPU","CENPL",0.987
"2471","CENPU","CENPK",0.994
"4418","CENPU","H4C8",0.8
"806","CENPU","KNL1",0.614
"656","CENPU","H2BC4",0.8
"2202","CENPU","MLF1",0.708
"822","CENPU","CENPA",0.962
"380","CENPU","PLK1",0.962
"2223","CENPU","CENPN",0.999
"4252","CENPU","H4C9",0.8
"3857","SPC25","SPC24",0.982
"418","SPC25","BUB1",0.725
"809","SPC25","KNL1",0.834
"1640","SPC25","ZWINT",0.868
"2397","CCNO","CDK1",0.546
"1945","CCNO","PCNA",0.605
"511","CCNO","CKS1B",0.507
"2711","CCNO","CDKN1A",0.614
"1783","CCNO","CKS2",0.504
"3392","CCNO","CDK5",0.494
"1543","THY1","SDC4",0.919
"2503","ITGB6","ITGA4",0.907
"2041","ITGB6","EMILIN1",0.54
"2622","PLA2R1","PLA2G2A",0.684
"1894","ITGB6","ITGA8",0.741
"2534","ITGB6","ITGB2",0.917
"572","ITGB6","ITGA3",0.927
"3476","ITGB6","LYN",0.41
"1387","ITGB6","ITGA10",0.905
"1327","CD96","NECTIN4",0.404
"2548","THY1","ITGB2",0.964
"637","THY1","ADGRE2",0.408
"4094","THY1","LCK",0.679
"1759","UBASH3B","SYK",0.457
"4311","UBASH3B","DOC2A",0.459
"1898","DDAH1","TP73",0.437
"993","CXADR","OCLN",0.472
"433","FAM167A","MZB1",0.54
"1549","ADAMTS5","SDC4",0.666
"678","WNT7A","FZD2",0.773
"2830","WNT7A","NOTUM",0.487
"1547","WNT7A","SDC4",0.457
"267","SKA1","BUB1B",0.9
"1164","MYO5B","RAB25",0.773
"1338","FLCN","LAMTOR2",0.8
"373","SKA1","PLK1",0.72
"629","SKA1","SKA3",0.999
"1946","USP43","PCNA",0.499
"4580","USP43","ISG15",0.499
"2290","SKA1","PPP2R2B",0.617
"1269","SKA1","CENPF",0.9
"2320","RAB6B","KIF20A",0.592
"642","RAB6B","DYNC1I1",0.499
"646","CD109","PKM",0.404
"1698","CD109","ALPL",0.403
"565","AIFM1","CLU",0.407
"3245","KIF6","KLC1",0.54
"780","KIF6","KIF9",0.54
"2314","KIF6","KIF20A",0.54
"1304","KIF6","KIF14",0.54
"3538","AIFM1","H2AX",0.744
"690","KIF6","KIF15",0.54
"1495","KIF6","KIF2C",0.54
"3594","KIF6","KIF1A",0.54
"3912","KIF6","KIF18B",0.54
"357","AIFM1","LRRK2",0.457
"1666","KIF6","KIF12",0.54
"426","AIFM1","H2AC8",0.651
"602","AIFM1","PIPOX",0.437
"2914","KIF6","KIFC1",0.54
"2748","KIF6","KIF26B",0.54
"2838","KIF6","KIF26A",0.54
"1494","BUB1B","KIF2C",0.575
"1643","BUB1B","ZWINT",0.863
"4472","BUB1B","RAD51",0.72
"403","BUB1B","BIRC5",0.592
"275","BUB1B","CCNB2",0.72
"2882","KIT","PTPN6",0.716
"627","BUB1B","SKA3",0.9
"337","BUB1B","MAD2L1",0.999
"807","BUB1B","KNL1",0.997
"1536","BUB1B","CDC20",0.999
"2037","BUB1B","BRCA2",0.841
"382","BUB1B","PLK1",0.947
"829","BUB1B","CENPA",0.535
"557","BUB1B","AURKB",0.953
"4663","NMNAT2","ENPP1",0.9
"343","PPARG","FABP5",0.513
"3008","PPARG","HMGA1",0.457
"1989","PPARG","FOXO1",0.544
"1754","PPARG","SYK",0.4
"1272","PPARG","PROX1",0.545
"1176","PPARG","STAT1",0.523
"1826","PPARG","FOXP3",0.739
"2343","KIT","MATK",0.457
"453","KIT","IRS1",0.439
"3365","KIT","PIK3CG",0.711
"1175","KIT","STAT1",0.761
"2286","KIT","FAT4",0.431
"4222","KIT","SOCS2",0.461
"369","KIT","ANPEP",0.658
"1758","KIT","SYK",0.415
"3616","KIT","SH2B2",0.561
"3057","KIT","GRB7",0.852
"1571","BUB1B","CDCA8",0.576
"1265","BUB1B","CENPF",0.972
"2388","BUB1B","CDK1",0.979
"734","BUB1B","CDCA2",0.439
"1278","BUB1B","NEK2",0.861
"2187","BUB1B","ECT2",0.426
"1207","BUB1B","PCGF3",0.54
"787","BUB1B","INTU",0.409
"1042","BUB1B","UBE2C",0.826
"417","BUB1B","BUB1",0.994
"2266","BUB1B","PTTG1",0.423
"4174","PPARG","DPF3",0.9
"686","PPARG","SMARCE1",0.9
"528","PPARG","PPARGC1B",0.688
"2649","PPARG","TRAC",0.994
"2117","PPARG","SMARCA2",0.9
"1316","PPARG","XPR1",0.979
"3393","PPARG","CDK5",0.609
"4120","KIT","LCK",0.609
"1420","KIT","VAV3",0.408
"3489","KIT","LYN",0.879
"560","KIT","IL1RAP",0.896
"304","KIT","STAT5B",0.63
"2081","KIT","TEC",0.716
"2802","KIT","CXCR4",0.433
"2917","KIT","CSF2RA",0.628
"2371","CCNB2","CDK1",0.999
"3282","CCNB2","SERPINA1",0.418
"823","CCNB2","CENPA",0.477
"543","CCNB2","AURKB",0.726
"400","CCNB2","BIRC5",0.698
"383","CCNB2","PLK1",0.542
"1638","CCNB2","ZWINT",0.512
"2618","CCNB2","DIAPH3",0.622
"507","CCNB2","CKS1B",0.649
"1149","CCNB2","RRM2",0.555
"409","CCNB2","BUB1",0.831
"1780","CCNB2","CKS2",0.693
"963","CCNB2","E2F1",0.427
"2703","CCNB2","CDKN1A",0.75
"1570","CCNB2","CDCA8",0.602
"351","CCNB2","MELK",0.587
"710","MRAS","PPP1CA",0.542
"4568","MRAS","LZTR1",0.457
"1492","MRAS","RALGDS",0.701
"1319","FCER1G","FCGR3A",0.998
"1360","NCF1","S100A9",0.499
"437","NCF1","RAC3",0.809
"1912","NCF1","CYBB",0.996
"546","NBL1","AURKB",0.766
"1904","NCF1","PRKCZ",0.457
"1768","FCER1G","SYK",0.999
"1478","FCER1G","CARD9",0.406
"1384","FCER1G","FCGR1A",0.887
"1590","FCER1G","TREM2",0.977
"3731","FCER1G","CLEC5A",0.576
"3484","FCER1G","LYN",0.679
"312","TNFRSF13C","TNFSF12",0.64
"682","WNT4","FZD2",0.887
"894","WNT4","WNT7B",0.42
"305","IL10RB","STAT5B",0.499
"1178","IL10RB","STAT1",0.499
"3183","TNFRSF13C","LTB",0.613
"1795","TNFRSF13C","TNFSF13B",0.999
"2980","TNFRSF13C","TNF",0.628
"725","TNFRSF13C","TNFRSF12A",0.499
"3552","S100A1","RPS6KA1",0.402
"2662","NR2F6","TRAC",0.525
"1080","NR2F6","MPPED2",0.68
"2276","NR2F6","NR2F2",0.545
"1354","S100A1","S100A4",0.637
"1359","S100A1","S100A9",0.499
"4719","S100A1","S100A2",0.637
"1252","S100A1","RYR2",0.818
"1117","S100A1","RYR1",0.686
"1214","CCR5","CXCL9",0.993
"2804","CCR5","CXCR4",0.989
"1397","CCR5","CD2",0.468
"311","CCR5","CXCL16",0.868
"3295","CCR5","ACKR2",0.619
"478","CCR5","CXCL11",0.951
"4021","CCR5","CCL5",0.999
"460","CCR5","CXCL10",0.995
"1087","CCR5","CX3CR1",0.565
"332","CCR5","CCR1",0.998
"2293","CCR5","CCL8",0.995
"1629","CCR5","CXCR3",0.954
"1181","CCR5","CCL28",0.677
"4322","CCR5","CCL4L2",0.983
"838","CCR5","CXCL14",0.65
"2430","CCR5","CXCL1",0.938
"1094","CCR5","CCL20",0.984
"4651","MRNIP","RPS17",0.497
"4289","CCR5","CCL4",0.998
"860","FGFR4","FGFR3",0.632
"4199","FGFR4","NCAM1",0.635
"4499","FGFR4","CBLC",0.701
"3730","ATP5MF","RNASEK",0.54
"2233","ATP5MF","ATP5MC1",0.947
"3209","ATP5MF","ATP6V0E2",0.54
"340","MRNIP","RPS23",0.489
"3311","MRNIP","MRPL47",0.404
"3139","COX7A1","NDUFB3",0.807
"3935","COX7A1","COX6B1",0.993
"2850","COX7A1","NDUFA11",0.803
"364","COX7A1","NDUFB8",0.878
"3330","COX7A1","NDUFA3",0.807
"469","COX7A1","UQCRFS1",0.93
"4619","COX7A1","COX7B",0.906
"583","COX7A1","NDUFS8",0.807
"607","COX7A1","COX5A",0.945
"593","COX7A1","CYC1",0.93
"3421","COX7A1","NDUFA13",0.807
"754","STAT5B","LEPR",0.68
"1757","STAT5B","SYK",0.52
"694","STAT5B","PGR",0.82
"4340","STAT5B","GHR",0.771
"1165","STAT5B","STAT1",0.899
"4316","STAT5B","PRLR",0.66
"2880","STAT5B","PTPN6",0.459
"4114","STAT5B","LCK",0.518
"2004","STAT5B","IL2RA",0.725
"828","STAT5B","CENPA",0.451
"455","SHANK1","NLGN2",0.642
"2489","STAT5B","IRF9",0.916
"2059","SHANK1","NLGN4X",0.67
"458","SHANK1","HOMER2",0.509
"1604","SHANK1","DLGAP3",0.659
"3472","STAT5B","LYN",0.518
"926","STAT5B","ERBB4",0.903
"2918","STAT5B","CSF2RA",0.499
"959","SHANK1","SHANK2",0.957
"1816","SHANK1","DLG2",0.544
"1623","CXCL16","CXCR3",0.951
"2654","STAT5B","TRAC",0.583
"2433","CXCL16","CXCL1",0.463
"2807","CXCL16","CXCR4",0.847
"1667","STAT5B","IL2RG",0.508
"430","STAT5B","INSR",0.47
"1082","CXCL16","CX3CR1",0.939
"330","CXCL16","CCR1",0.65
"2992","TNFSF12","TNF",0.572
"724","TNFSF12","TNFRSF12A",0.996
"1792","TNFSF12","TNFSF13B",0.772
"4267","EIF4A1","RPS10",0.8
"620","EIF4A1","RPS15A",0.803
"2829","EIF4A1","RBM4",0.468
"3185","TNFSF12","LTB",0.499
"492","EIF4A1","EIF4EBP3",0.907
"4658","EIF4A1","RPS17",0.8
"876","EIF4A1","EIF4EBP1",0.465
"4135","CLPB","ABCB1",0.414
"2956","CLDN1","CLDN9",0.699
"339","EIF4A1","RPS23",0.8
"3605","PDZK1IP1","KPNA2",0.41
"3044","LAPTM5","LAPTM4B",0.9
"4390","CHAC2","CHAC1",0.9
"368","CLDN1","CLDN10",0.65
"2492","CLDN1","CLDN6",0.702
"2062","CLDN1","SDC1",0.4
"2126","CLDN1","CD9",0.762
"1144","CLDN1","CLDN7",0.672
"1148","KRTCAP2","PLAGL1",0.443
"2741","CLDN1","CLDN5",0.859
"2360","CLDN1","CLDN3",0.81
"638","CLDN1","MPDZ",0.414
"671","CLDN1","MARVELD2",0.64
"995","CLDN1","OCLN",0.993
"3178","CLDN1","CLDN4",0.937
"3874","CLDN1","TJP3",0.959
"4210","KRTCAP2","NCAM1",0.407
"3583","CLDN1","TJP2",0.984
"333","KRTCAP2","RPN1",0.783
"1905","PRKCI","PRKCZ",0.969
"1439","CLDN1","TACSTD2",0.797
"1473","PRKCI","PARD6B",0.977
"586","PRKCI","RHOJ",0.682
"2488","PRKCI","GAPDH",0.487
"2181","PRKCI","LLGL2",0.783
"3445","PRKCI","WWC1",0.457
"1404","PRKCI","NGF",0.499
"673","CDCP1","CD6",0.611
"1310","PTX3","CFH",0.657
"558","PTX3","C1QB",0.549
"890","SHROOM3","SFN",0.902
"2434","CCR1","CXCL1",0.947
"1098","CCR1","CCL20",0.937
"2295","CCR1","CCL8",0.995
"1625","CCR1","CXCR3",0.918
"4324","CCR1","CCL4L2",0.763
"476","CCR1","CXCL11",0.811
"459","CCR1","CXCL10",0.983
"3297","CCR1","ACKR2",0.806
"1216","CCR1","CXCL9",0.889
"2809","CCR1","CXCR4",0.847
"4285","CCR1","CCL4",0.995
"835","CCR1","CXCL14",0.65
"1185","CCR1","CCL28",0.65
"4038","CCR1","CCL5",0.997
"4591","MELTF","LRP2",0.424
"1531","MAD2L1","CDC20",0.999
"497","HSPA4L","HSPA6",0.546
"3077","MAD2L1","RACGAP1",0.445
"4085","RPN1","APBB1",0.457
"1276","MAD2L1","NEK2",0.861
"431","MAD2L1","INSR",0.483
"2312","MAD2L1","KIF20A",0.615
"1044","MAD2L1","UBE2C",0.628
"786","MAD2L1","INTU",0.502
"410","MAD2L1","BUB1",0.804
"2381","MAD2L1","CDK1",0.691
"1413","MAD2L1","TTK",0.485
"3310","RPS23","MRPL47",0.489
"4573","RPS23","ISG15",0.679
"977","RPS23","RPL22",0.952
"493","RPS23","DAPL1",0.459
"3089","RPS23","RPL36A",0.987
"3823","RPS23","RPL26",0.895
"2858","RPS23","RPL39L",0.499
"1776","RPS23","SECISBP2",0.8
"634","FOXQ1","NQO1",0.435
"4264","RPS23","RPS10",0.993
"622","RPS23","RPS15A",0.996
"790","F2RL1","F3",0.586
"3065","NKD2","TGFA",0.659
"2986","TNFRSF21","TNF",0.493
"2207","FABP5","TAGLN",0.47
"353","RPS23","LRRK2",0.457
"3833","RPS23","RPL17",0.937
"4652","RPS23","RPS17",0.997
"1657","TNFRSF21","TNFSF15",0.627
"608","NFIL3","COX5A",0.412
"1569","CHMP4C","CDCA8",0.714
"4076","CHMP4C","CHMP4A",0.919
"867","SOX17","TCF7",0.506
"1694","ALDH1A1","AOX1",0.9
"617","COL14A1","COL26A1",0.4
"728","COL14A1","COL10A1",0.4
"1745","COL14A1","OGN",0.4
"1553","COL14A1","COL9A2",0.72
"644","LRRK2","PKM",0.457
"423","COL14A1","COL22A1",0.4
"1616","COL14A1","COL16A1",0.726
"401","MELK","BIRC5",0.436
"935","MELK","FOXM1",0.705
"545","TMEM63C","AURKB",0.711
"3388","LRRK2","CDK5",0.457
"3757","LRRK2","PAK6",0.694
"2586","COL14A1","CTNND1",0.583
"525","WNK2","KLHL3",0.457
"4738","LRRK2","SNCA",0.772
"1448","JAM3","PDLIM1",0.54
"3088","LRRK2","RPL36A",0.457
"2592","LRRK2","NEURL4",0.56
"4678","LRRK2","TPM3",0.457
"3677","LRRK2","LDHA",0.457
"888","LRRK2","SFN",0.96
"1950","LRRK2","PCNA",0.457
"3653","LRRK2","PTK6",0.918
"621","LRRK2","RPS15A",0.457
"3695","LRRK2","VIM",0.457
"3656","LRRK2","TUBA1C",0.457
"3126","LRRK2","ADGRA2",0.72
"875","LRRK2","EIF4EBP1",0.457
"3952","LRRK2","MAP2K6",0.604
"4558","JAM3","ESPN",0.72
"744","JAM3","CADM1",0.444
"2861","LRRK2","ARPC1B",0.457
"3034","JAM3","LDB3",0.54
"443","JAM3","RAC3",0.72
"1884","AMN","CUBN",0.999
"900","LRRK2","TUBB4B",0.457
"3921","NDUFB8","COX6B1",0.896
"1035","NDUFB8","GALNT6",0.436
"611","NDUFB8","COX5A",0.83
"3335","NDUFB8","NDUFA3",0.995
"467","NDUFB8","UQCRFS1",0.867
"3414","NDUFB8","NDUFA13",0.998
"3776","NDUFB8","PRRT2",0.564
"576","NDUFB8","NDUFS8",0.999
"4696","NDUFB8","PWWP3A",0.584
"2243","NDUFB8","NDUFA4L2",0.542
"3132","NDUFB8","NDUFB3",0.999
"2507","JAM3","ITGA4",0.499
"2627","JAM3","JAM2",0.984
"2540","JAM3","ITGB2",0.995
"4586","AMN","LRP2",0.982
"847","NDUFB8","PWWP3B",0.584
"4624","NDUFB8","COX7B",0.814
"590","NDUFB8","CYC1",0.83
"3866","CLDN10","TJP3",0.65
"3168","CLDN10","CLDN4",0.683
"997","CLDN10","OCLN",0.65
"2742","CLDN10","CLDN5",0.65
"2353","CLDN10","CLDN3",0.674
"2496","CLDN10","CLDN6",0.671
"1145","CLDN10","CLDN7",0.65
"2950","CLDN10","CLDN9",0.65
"2354","MARVELD3","CLDN3",0.655
"3505","PCBD1","TFF3",0.502
"604","MSS51","COX5A",0.428
"2522","BMERB1","RAPGEF4",0.477
"2715","PCLAF","CDKN1A",0.454
"4182","PCLAF","UHRF1",0.487
"1955","PCLAF","PCNA",0.966
"2854","NDUFB8","NDUFA11",0.998
"709","PPP1R16B","PPP1CA",0.521
"1324","ANPEP","FCGR3A",0.881
"1511","ANPEP","MMP9",0.422
"434","ANPEP","TM4SF1",0.585
"889","ANPEP","SFN",0.945
"521","ANPEP","CD7",0.804
