"","external_gene_name","uniprot_gn_id","cluster","betweenness","degree_centrality","pocket","druggability","num_drug_pockets","struct_score"
"6","ZNF726","A6NNF4",56,0,1,0.407,0.377,0,70.9869224353628
"340","RRM2","P31350",2,0,1,0.276,0.377,0,80.1260056925996
"839","CDCA5","Q96FF9",2,0,1,0.258,0.376,0,63.5050515995872
"29","RFXANK","O14593",2,0,1,0.338,0.374,0,79.7051743304699
"547","KIF1A","Q12756",2,0,11,0.106,0.373,0,71.0182512847248
"735","SPC24","Q8NBT2",2,0,1,0.345,0.372,0,91.3933649588868
"96","DDAH1","O94760",2,0,1,0.378,0.37,0,95.8964784205693
"459","EPPK1","P58107",2,0,1,0.118,0.37,0,82.671392666229
"923","PIF1","Q9H611",2,0,1,0.062,0.368,0,77.9793572740257
"270","TNNI1","P19237",2,1141,3,0.252,0.365,0,78.0849108910891
"629","PIERCE1","Q5BN46",2,0,6,0.223,0.365,0,76.8941324626866
"580","SEMA3A","Q14563",2,3032,2,0.234,0.363,0,84.4766714559387
"968","GNL3L","Q9NVN8",13,0,1,0.138,0.362,0,72.8466702937976
"73","TYROBP","O43914",2,4887,4,0.285,0.361,0,64.5492966002345
"26","CLDN4","O14493",2,2764,6,0.511,0.36,0,84.5215399610136
"578","GRB7","Q14451",2,0,1,0.214,0.36,0,78.8887791527844
"722","ASPM","Q8IZT6",2,8922,4,0.161,0.36,0,63.085167830403
"712","ASPM","Q8IZT6",2,8922,4,0.271,0.359,0,70.4000076936228
"436","BID","P55957",2,0,1,0.136,0.357,0,62.4527255029202
"312","COX7B","P24311",2,0,2,0.404,0.355,0,90.2763777089783
"345","FCGR2B","P31994",2,0,1,0.421,0.355,0,79.0306007509387
"120","NUDT14","O95848",2,0,1,0.254,0.354,0,94.6694349617422
"631","CENPW","Q5EE01",2,0,4,0.31,0.353,0,89.6991914893617
"702","MISP","Q8IVT2",2,1139,2,0.227,0.353,0,54.6958236179015
"887","KIFC1","Q9BW19",2,2554,7,0.202,0.353,0,77.8832572975063
"565","RUNX3","Q13761",2,9057,5,0.403,0.35,0,62.2155708787684
"724","CADM3","Q8N126",2,0,1,0.379,0.35,0,84.610085413929
"883","VAMP8","Q9BV40",2,3785,5,0.286,0.35,0,90.4586815920398
"893","CADM1","Q9BY67",2,1434,3,0.332,0.349,0,81.6101468428781
"316","CTSS","P25774",2,0,1,0.287,0.348,0,94.5417363221885
"386","RABIF","P47224",2,0,1,0.33,0.348,0,89.0372783505155
"154","FTH1","P02794",2,0,1,0.354,0.347,0,95.7672654155496
"79","GREM1","O60565",12,0,1,0.032,0.346,0,73.2447404844291
"752","ENKUR","Q8TC29",2,0,5,0.369,0.346,0,87.2170647969052
"969","ASF1B","Q9NVP2",2,750,3,0.391,0.346,0,85.6471954314721
"776","DNAH5","Q8TE73",24,0,1,0.497,0.345,0,84.076409754361
"627","ESCO2","Q56NI9",2,0,1,0.462,0.344,0,58.41526875
"803","MUC16","Q8WXI7",2,1521,3,0.102,0.344,0,76.3068718298868
"858","PPP1R16B","Q96T49",2,0,1,0.19,0.344,0,70.8471591928251
"837","RPL39L","Q96EH5",2,0,1,0.319,0.343,0,94.0994144144144
"556","SEMA3F","Q13275",2,0,1,0.253,0.342,0,84.1191994856133
"185","FCGR3A","P08637",2,622,3,0.351,0.341,0,85.6387159533074
"372","PRKCI","P41743",2,38,2,0.145,0.34,0,82.4818785222292
"138","JCHAIN","P01591",35,0,1,0.32,0.338,0,87.0708458498024
"251","DSP","P15924",2,2832,2,0.165,0.337,0,77.4238286211396
"283","RYR1","P21817",2,1899,4,0.093,0.337,0,82.1318734200072
"11","PDLIM1","O00151",2,3755,2,0.426,0.336,0,70.208261556697
"132","SERPINA1","P01009",2,20309,6,0.431,0.336,0,89.0052049802612
"403","CENPF","P49454",2,10672,3,0.173,0.336,0,71.950278588485
"447","EPPK1","P58107",2,0,1,0.491,0.336,0,81.5679687645254
"845","TONSL","Q96HA7",2,0,3,0.187,0.335,0,76.4887099820568
"1020","LAMTOR2","Q9Y2Q5",2,0,1,0.338,0.335,0,91.4897248677249
"502","LRP2","P98164",2,761,2,0.423,0.334,0,79.9103796313196
"462","EPPK1","P58107",2,0,1,0.203,0.333,0,82.9678756035217
"189","HOXB5","P09067",2,3032,4,0.277,0.33,0,63.733368777187
"409","PSMB3","P49720",2,0,1,0.327,0.33,0,97.3788868042527
"444","EPPK1","P58107",2,0,1,0.151,0.33,0,82.028489201965
"619","HLA-DRB5","Q30154",2,206,6,0.385,0.33,0,88.2778386031147
"157","MYCN","P04198",2,6049,4,0.286,0.329,0,61.8170166379805
"493","TNFAIP6","P98066",2,1198,2,0.207,0.328,0,82.6491016333938
"558","MFAP5","Q13361",12,0,1,-0.012,0.327,0,65.7110138584975
"607","BCL2A1","Q16548",2,0,1,0.333,0.327,0,87.4124381625442
"218","CKMT1B","P12532",8,0,1,0.049,0.325,0,90.0594288304624
"219","CKMT1A","P12532",8,0,1,0.049,0.325,0,90.0594288304624
"930","CLSPN","Q9HAW4",2,7028,7,0.285,0.322,0,51.8103624351109
"939","MUC5B","Q9HC84",2,1020,3,0.121,0.321,0,61.0455455875183
"105","ZWINT","O95229",2,4,2,0.268,0.32,0,79.4582673942701
"111","CLDN9","O95484",2,0,6,0.387,0.32,0,81.1808573216521
"1017","GINS2","Q9Y248",2,0,2,0.258,0.318,0,93.4044784053156
"1026","RIPK3","Q9Y572",2,0,1,0.217,0.318,0,67.6172447447447
"291","RYR1","P21817",2,1899,4,0.089,0.315,0,81.6991326714801
"456","EPPK1","P58107",2,0,1,0.246,0.315,0,79.7224021252796
"829","EME1","Q96AY2",2,1520,2,0.155,0.315,0,67.9034920993228
"1018","TNFSF13B","Q9Y275",2,761,4,0.316,0.307,0,79.0581332724783
"809","MUC16","Q8WXI7",2,1521,3,0.065,0.305,0,75.3993635103926
"125","WNT11","O96014",2,0,1,0.355,0.304,0,90.3081748071979
"511","LRP2","P98164",2,761,2,0.155,0.303,0,79.5830828689556
"898","RTN4R","Q9BZR6",2,761,2,0.24,0.303,0,77.0629635854342
"982","GMIP","Q9P107",2,0,1,0.172,0.303,0,70.245730651392
"664","KIF6","Q6ZMV9",2,0,12,0.091,0.302,0,71.5656070164641
"849","NOL4L","Q96MY1",2,0,1,0.262,0.302,0,62.4597637079673
"52","TP73","O15350",2,892,3,0.199,0.3,0,66.4142144026187
"184","MELTF","P08582",2,0,1,0.273,0.298,0,89.73720703125
"100","REC8","O95072",2,0,2,0.349,0.297,0,64.693306122449
"515","E2F1","Q01094",2,10918,7,0.159,0.295,0,63.7350409463148
"197","TACSTD2","P09758",2,0,1,0.332,0.294,0,82.2203
"825","MYL11","Q96A32",2,761,2,0.286,0.293,0,84.5763915978995
"634","BEND3","Q5T5X7",2,0,1,0.249,0.292,0,65.3798239277652
"661","CXCL17","Q6UXB2",2,11398,7,0.06,0.292,0,59.5331502590674
"1000","SALL4","Q9UJQ4",2,0,1,0.204,0.29,0,51.4478101169293
"139","CD4","P01730",2,3035,4,0.442,0.289,0,85.5718105849582
"586","GINS1","Q14691",2,0,2,0.241,0.287,0,93.3026906385617
"598","SIX1","Q15475",28,2,2,0.184,0.287,0,74.0130162923822
"678","FBN3","Q75N90",12,0,1,0.095,0.287,0,73.7631811190156
"941","MUC5B","Q9HC84",2,1020,3,0.107,0.287,0,72.6600767680645
"24","UBE2C","O00762",2,23230,6,0.355,0.286,0,89.6987066473989
"992","PPP1R1B","Q9UD71",2,0,1,0.401,0.285,0,66.0413842333954
"63","KCNQ3","O43525",2,0,2,0.045,0.284,0,57.1083648628831
"314","CCNE1","P24864",2,4140,5,0.101,0.284,0,79.9765767949106
"538","CXCL9","Q07325",2,4000,3,0.304,0.283,0,87.9239755351682
"567","PTK6","Q13882",2,5745,4,0.137,0.283,0,89.1669529540481
"331","S100A2","P29034",2,0,1,0.329,0.282,0,87.0577677419355
"693","TTC30A","Q86WT1",55,1,2,0.265,0.28,0,93.5052697405264
"252","DSP","P15924",2,2832,2,0.201,0.279,0,80.8613886260002
"575","SELPLG","Q14242",2,0,1,0.376,0.279,0,51.0854746940126
"815","TFAP2C","Q92754",2,2279,3,0.181,0.278,0,66.8880300838878
"280","EPHA1","P21709",2,4697,4,0.216,0.277,0,80.6423741765481
"77","PPL","O60437",2,7508,3,0.357,0.276,0,75.6007488191164
"324","PSMB9","P28065",2,0,1,0.362,0.276,0,91.1799448867116
"560","MSLN","Q13421",2,0,1,0.171,0.275,0,79.0873356686586
"38","LAMA5","O15230",2,3467,4,0.171,0.274,0,83.8314406137526
"897","ULBP3","Q9BZM4",2,0,1,0.341,0.273,0,82.8701780264497
"550","OVGP1","Q12889",2,0,2,0.067,0.271,0,70.7596315096823
"84","COBL","O75128",2,0,1,0.05,0.27,0,50.2815436312087
"994","CD300A","Q9UGN4",2,0,1,0.291,0.27,0,70.9676955964087
"263","SPI1","P17947",2,0,2,0.383,0.269,0,65.9968795620438
"497","LRP2","P98164",2,761,2,0.148,0.268,0,74.8822931143399
"885","ST6GALNAC5","Q9BVH7",3,0,1,0.187,0.268,0,82.0984048852702
"1037","AP1M2","Q9Y6Q5",2,7501,13,0.188,0.268,0,93.091293078056
"570","IL18","Q14116",2,2672,3,0.438,0.267,0,89.070800256082
"860","MUC4","Q99102",2,0,1,0.254,0.266,0,58.5341996187196
"506","LRP2","P98164",2,761,2,0.249,0.264,0,84.1110041039672
"571","DSG2","Q14126",2,17165,3,0.361,0.262,0,65.8334245140263
"136","IL1B","P01584",2,9795,5,0.104,0.259,0,75.9246709916589
"492","LCN2","P80188",2,0,1,0.14,0.259,0,91.9916917293233
"554","AIMP2","Q13155",4,0,1,0.116,0.258,0,81.7915338164251
"948","SH2D2A","Q9NP31",2,761,2,0.085,0.258,0,62.791502966381
"72","PRICKLE3","O43900",2,0,1,0.183,0.257,0,67.5308519058529
"748","KIF18A","Q8NI77",2,2337,10,0.186,0.256,0,67.7410391061453
"847","FAM167A","Q96KS9",29,0,1,0.247,0.255,0,72.6644876325088
"853","NACC1","Q96RE7",2,0,1,0.205,0.255,0,64.2152070858283
"297","RYR1","P21817",2,1899,4,0.187,0.254,0,79.1197065791872
"743","STXBP6","Q8NFX7",52,0,1,0.123,0.254,0,87.121392251816
"828","E2F7","Q96AV8",2,1521,3,0.108,0.254,0,51.2724935952178
"657","LRFN4","Q6PJG9",2,761,2,0.222,0.253,0,78.0872385204082
"258","EPCAM","P16422",2,77,2,0.289,0.252,0,87.506487704918
"229","TNNT1","P13805",2,0,2,0.147,0.251,0,74.9739308855292
"424","HDGF","P51858",26,0,1,0.359,0.25,0,68.36682952735
"187","KRT7","P08729",2,0,4,0.442,0.249,0,75.6942096505824
"917","KCNK15","Q9H427",36,0,1,0.042,0.249,0,79.7542264003134
"740","BANK1","Q8NDB2",2,0,1,0.1,0.248,0,61.6141832669323
"1027","CLDN16","Q9Y5I7",2,23,6,0.14,0.247,0,69.1026422250316
"415","BRCA2","P51587",2,32217,9,0.072,0.246,0,55.0772757624977
"398","CENPF","P49454",2,10672,3,0.328,0.243,0,70.3329779477147
"830","RAD51AP1","Q96B01",2,333,5,0.122,0.242,0,58.7984421364985
"734","FAM181A","Q8N9Y4",2,0,1,0.33,0.241,0,60.5045831803158
"745","LILRB4","Q8NHJ6",2,0,2,0.423,0.24,0,66.7008059873345
"638","FKBP1C","Q5VVH2",2,0,1,0.363,0.239,0,95.3890887850467
"770","CABLES1","Q8TDN4",2,0,1,0.107,0.239,0,57.8154208754209
"329","TNFRSF8","P28908",2,526,2,0.196,0.238,0,61.2920649233544
"359","FBN2","P35556",12,7,3,0.059,0.237,0,72.5115954139137
"871","VGLL1","Q99990",2,0,1,0.305,0.237,0,58.2235029644269
"112","NTN1","O95631",2,761,2,0.246,0.236,0,88.7174857384323
"147","KRT14","P02533",2,0,4,0.398,0.236,0,75.9289046034387
"673","FBN3","Q75N90",12,0,1,0.244,0.236,0,75.0682173240526
"217","MYCL","P12524",11,0,1,0.386,0.235,0,65.0250794211084
"201","H2AC11","P0C0S8",2,0,1,0.416,0.234,0,91.3035750251762
"912","CDT1","Q9H211",2,761,3,0.393,0.234,0,74.9077927289896
"848","RHOV","Q96L33",2,6094,5,0.401,0.233,0,85.6868963646229
"118","CLDN1","O95832",2,15884,6,0.392,0.231,0,84.7003894472362
"165","H2AC8","P04908",2,12365,8,0.384,0.231,0,91.0890261044177
"152","CXCL10","P02778",2,0,2,0.109,0.23,0,90.0851058201058
"327","GRN","P28799",2,761,2,0.14,0.23,0,76.9841714285714
"69","SYNGR2","O43760",50,0,1,0.192,0.229,0,81.6683229107447
"162","HLA-DPB1","P04440",2,0,4,0.168,0.229,0,87.1375744265495
"891","CDCA4","Q9BXL8",2,2277,2,0.09,0.228,0,63.8040043883708
"375","MATK","P42679",2,3136,3,0.135,0.225,0,83.7821193053108
"938","MUC5B","Q9HC84",2,1020,3,0.071,0.225,0,65.9286524822695
"221","CDH1","P12830",2,23050,9,0.076,0.224,0,79.8905516739447
"603","MPPED2","Q15777",2,0,1,0.12,0.222,0,95.3671483050847
"529","TNFAIP2","Q03169",52,0,1,0.238,0.221,0,85.9486219702893
"617","RSPO1","Q2MKA7",37,8,4,0.111,0.221,0,75.3636517412935
"859","UHRF1","Q96T88",2,16747,6,0.21,0.221,0,81.267136731777
"806","MUC16","Q8WXI7",2,1521,3,0.085,0.22,0,75.5409531293335
"191","CD48","P09326",2,761,2,0.445,0.219,0,83.7272325102881
"461","EPPK1","P58107",2,0,1,0.118,0.219,0,79.6151993752297
"534","PRKCZ","Q05513",2,4419,5,0.054,0.219,0,80.5342322254943
"113","EYA4","O95677",28,0,1,0.371,0.218,0,64.0340073755378
"548","CDC20","Q12834",2,13778,4,0.319,0.217,0,84.8543494038362
"566","PMAIP1","Q13794",2,3032,2,0.317,0.217,0,82.9101421800948
"869","NRTN","Q99748",2,1521,3,0.352,0.216,0,79.0434585987261
"269","CDH2","P19022",2,2326,5,0.099,0.215,0,79.1765300313123
"31","NHERF1","O14745",2,1521,3,0.202,0.212,0,72.4747214076246
"226","ITGA4","P13612",2,7750,3,0.145,0.211,0,84.56352897474
"183","MET","P08581",2,3305,3,0.093,0.209,0,79.587631988288
"645","KRT80","Q6KB66",2,0,5,0.411,0.209,0,76.7673063877897
"498","LRP2","P98164",2,761,2,0.16,0.207,0,84.4168919905127
"940","MUC5B","Q9HC84",2,1020,3,0.067,0.207,0,75.11553673938
"4","CFAP90","A4QMS7",2,0,1,0.256,0.204,0,75.3620233139051
"349","LSP1","P33241",2,563,2,0.145,0.204,0,60.5691034482759
"267","SDC1","P18827",2,4415,6,0.4,0.203,0,55.993032427695
"824","ARL11","Q969Q4",2,0,1,0.147,0.203,0,88.13514
"988","DNMT3B","Q9UBC3",2,56,2,0.077,0.203,0,73.5754261490406
"260","HOXB4","P17483",2,0,3,0.094,0.202,0,68.074049331963
"388","UQCRFS1","P47985",2,0,1,0.381,0.202,0,81.755927168184
"576","MAP7","Q14244",2,0,1,0.366,0.202,0,62.5428796343321
"265","IL1RN","P18510",2,0,1,0.197,0.201,0,87.1319288256228
"857","TRIB1","Q96RU8",2,0,1,0.268,0.201,0,77.9467487001733
"59","SPINT1","O43278",51,0,1,0.107,0.2,0,77.018365901319
"146","HLA-DQB1","P01920",2,13782,6,0.257,0.2,0,87.1120975378788
"19","PLK4","O00444",2,767,3,0.133,0.199,0,66.9229360313316
"186","KRT19","P08727",2,1083,4,0.374,0.199,0,81.4000710135571
"39","LAMA5","O15230",2,3467,4,0.149,0.195,0,79.6042862512922
"471","POLR2F","P61218",2,3038,7,0.081,0.195,0,79.1027739387957
"350","CKS2","P33552",2,0,1,0.368,0.194,0,92.8712195121951
"536","LTB","Q06643",2,1331,3,0.279,0.194,0,78.3980803571429
"680","PARS2","Q7L3T8",2,0,1,0.407,0.194,0,88.4674263524371
"174","S100A9","P06702",2,2897,5,0.328,0.187,0,94.9059482758621
"25","SH2B2","O14492",2,0,2,0.2,0.184,0,64.2378313758389
"422","APLP1","P51693",2,0,1,0.12,0.183,0,69.7225207264114
"959","CCL28","Q9NRJ3",2,7221,4,0.193,0.182,0,73.2239418254764
"259","HMGA1","P17096",2,1520,2,0.159,0.181,0,65.4623716381418
"924","SOX17","Q9H6I2",2,6,2,0.278,0.181,0,59.278843427835
"438","ARL4C","P56559",2,0,1,0.393,0.18,0,93.5208940397351
"472","PCBD1","P61457",2,0,1,0.378,0.18,0,96.5693742621015
"675","FBN3","Q75N90",12,0,1,0.157,0.18,0,75.7985602397989
"981","DOK5","Q9P104",2,0,1,0.2,0.179,0,78.3601885278781
"30","CXCL11","O14625",2,1773,3,0.353,0.178,0,77.9241944444444
"794","CHAC2","Q8WUX2",17,0,1,0.084,0.176,0,93.5245263870095
"704","WWC1","Q8IX03",2,3714,3,0.055,0.175,0,61.5014188267394
"961","NDUFA4L2","Q9NRX3",2,9789,8,0.201,0.175,0,84.6393295292439
"569","LRP8","Q14114",2,1520,2,0.423,0.171,0,73.6217830508475
"662","KSR2","Q6VAB6",2,0,1,0.284,0.169,0,61.4117679704017
"589","PCLAF","Q15004",2,0,1,0.264,0.167,0,66.1263971462545
"628","C4orf48","Q5BLP8",14,0,1,0.365,0.167,0,78.2373870056497
"496","LRP2","P98164",2,761,2,0.183,0.166,0,76.028838808942
"971","CLEC5A","Q9NY25",2,348,2,0.252,0.165,0,85.4513777191826
"392","NMU","P48645",2,0,1,0.141,0.161,0,63.7295382395382
"786","DNAH5","Q8TE73",24,0,1,0.245,0.161,0,81.8147265486726
"951","EXOSC4","Q9NPD3",2,0,1,0.335,0.159,0,89.831854054054
"499","LRP2","P98164",2,761,2,0.221,0.158,0,82.1040018323408
"654","BORA","Q6PGQ7",2,0,1,0.259,0.158,0,50.7324294049008
"66","NDUFB3","O43676",2,0,1,0.294,0.157,0,86.4614074074074
"491","CCL8","P80075",2,0,2,0.258,0.153,0,89.5862929936306
"33","IFIT3","O14879",2,5526,3,0.158,0.152,0,75.7469633774161
"110","CLDN7","O95471",2,1242,6,0.254,0.152,0,82.249462571977
"688","GALNT5","Q7Z7M9",2,0,1,0.076,0.151,0,69.1837631965789
"807","MUC16","Q8WXI7",2,1521,3,0.095,0.146,0,75.5181759078666
"553","PDZK1IP1","Q13113",2,761,2,0.247,0.145,0,65.2075262543757
"8","ESPN","B1AK53",2,3036,5,0.114,0.144,0,68.309967416602
"920","RGCC","Q9H4X1",2,0,1,0.314,0.141,0,71.5815444770283
"75","KLK8","O60259",2,0,1,0.329,0.14,0,88.5364256619145
"568","COL9A2","Q14055",1,0,3,0.053,0.14,0,55.6342726281352
"921","POMK","Q9H5K3",2,761,2,0.236,0.139,0,91.6573646723647
"91","TNFRSF21","O75509",2,2279,3,0.215,0.137,0,69.4073781579471
"237","COX6B1","P14854",2,13,2,0.393,0.135,0,94.9016783216783
"364","CHI3L1","P36222",2,761,3,0.134,0.135,0,94.9914594414894
"487","PITX1","P78337",2,0,1,0.326,0.132,0,63.2664494569758
"901","FOXQ1","Q9C009",2,0,1,0.151,0.132,0,62.1169364754098
"454","EPPK1","P58107",2,0,1,0.162,0.131,0,79.6003888111888
"442","RAB25","P57735",41,0,1,0.148,0.13,0,87.0835269207501
"381","CDKN2B","P42772",2,0,1,0.321,0.128,0,90.7613967022308
"119","CLIC3","O95833",20,0,1,0.143,0.127,0,94.1589930740543
"160","TUBB4A","P04350",2,2031,4,0.19,0.124,0,92.2430899683817
"890","CARD11","Q9BXL7",2,761,2,0.121,0.124,0,72.0489495663347
"935","MUC5B","Q9HC84",2,1020,3,0.184,0.124,0,56.9629171632896
"956","ESM1","Q9NQ30",2,0,1,0.181,0.124,0,73.1434532374101
"318","ITGB7","P26010",2,2752,2,0.268,0.121,0,82.8438634114154
"135","TNF","P01375",2,6688,6,0.273,0.119,0,85.007671460177
"517","POU5F1","Q01860",2,14481,8,0.257,0.119,0,66.3453514906146
"746","LILRB1","Q8NHL6",2,1319,3,0.177,0.118,0,73.0394250801282
"1003","VAV3","Q9UKW4",2,68848,8,0.067,0.117,0,84.4155135292406
"503","LRP2","P98164",2,761,2,0.108,0.115,0,82.2163365437034
"366","FEN1","P39748",2,0,3,0.078,0.113,0,90.0350552024088
"620","TMEM30B","Q3MIR4",9,0,1,0.223,0.113,0,92.3544758795793
"943","MUC5B","Q9HC84",2,1020,3,0.166,0.11,0,54.6158542663477
"188","KRT16","P08779",2,2509,5,0.333,0.106,0,74.4327290448343
"791","SH3RF2","Q8TEC5",2,0,1,0.059,0.105,0,57.5924928212491
"210","CLU","P10909",2,1521,5,0.158,0.104,0,76.870855513308
"925","ESRP2","Q9H6T0",2,0,1,0.052,0.103,0,74.3253738656987
"831","SKA1","Q96BD8",2,3740,3,0.218,0.102,0,85.822417794971
"208","COX5B","P10606",2,41,3,0.105,0.096,0,85.6927063740857
"441","RIPK4","P57078",2,15,2,0.135,0.096,0,74.6051683998137
"166","ISG15","P05161",2,10014,6,0.503,0.095,0,86.5401352426412
"473","LYZ","P61626",2,0,1,0.19,0.093,0,94.4546413137424
"344","SFN","P31947",2,73299,6,0.296,0.091,0,93.3850436569081
"428","HMGA2","P52926",2,761,2,0.202,0.089,0,65.1368231046931
"880","FAAP24","Q9BTP7",2,761,2,0.199,0.087,0,90.1873317450864
"888","CDCA7","Q9BWT1",2,0,1,0.158,0.087,0,66.7129878869448
"913","CARD9","Q9H257",2,0,1,0.125,0.087,0,81.1542614678899
"833","CHMP4C","Q96CF2",2,0,1,0.263,0.083,0,77.3580584099513
"870","GDF15","Q99988",2,0,1,0.062,0.082,0,75.4146035058431
"984","LRFN1","Q9P244",2,1520,3,0.146,0.082,0,70.5854971468096
"244","CSF2RA","P15509",2,0,1,0.11,0.079,0,82.0785437788018
"574","E2F2","Q14209",2,0,1,0.18,0.079,0,64.0825988023952
"255","H2AX","P16104",2,8754,10,0.328,0.078,0,87.3299156513589
"670","ILDR2","Q71H61",2,0,1,0.046,0.075,0,56.5369393878776
"99","CCNB2","O95067",2,21505,5,0.089,0.073,0,80.3833301857098
"205","SPP1","P10451",2,2257,2,0.312,0.072,0,53.139786977492
"301","RYR1","P21817",2,1899,4,0.098,0.071,0,85.545491355778
"689","ILDR1","Q86SU0",2,0,1,0.115,0.071,0,58.9638745471014
"370","CCNF","P41002",2,0,1,0.276,0.059,0,72.4470043909579
"530","COL10A1","Q03692",1,5,4,-0.01,0.058,0,61.4977457264957
"512","PPP2R2B","Q00005",2,3032,3,0.106,0.055,0,90.4117550123592
"509","LRP2","P98164",2,761,2,0.183,0.052,0,82.0804532216964
"632","SGO1","Q5FBB7",2,0,1,0.108,0.05,0,55.1732355555556
"460","EPPK1","P58107",2,0,1,0.207,0.048,0,78.8788004473856
"387","RAP1GAP","P47736",2,2277,2,0.06,0.047,0,70.9969603097774
"821","NKD2","Q969F2",2,0,1,0.151,0.047,0,56.9239235127479
"694","SKAP1","Q86WV1",2,0,1,0.224,0.046,0,71.4392302429011
"827","COL26A1","Q96A83",1,8,5,0.004,0.044,0,60.6550078492936
"306","TGM1","P22735",2,1487,3,0.097,0.042,0,85.1360117162761
"649","WDR93","Q6P2C0",2,3795,6,0.147,0.041,0,76.9917697815311
"494","LRP2","P98164",2,761,2,0.123,0.038,0,71.9996573462125
"742","COL22A1","Q8NFW1",1,0,3,0.106,0.037,0,54.7452308776877
"772","EPS8L1","Q8TE68",2,0,1,0.064,0.026,0,75.6164732932437
"1023","DYRK1B","Q9Y463",25,0,1,0.097,0.022,0,74.5322511799713
"196","HOXB7","P09629",2,761,4,-0.001,0.021,0,66.8695204262877
"239","JUP","P14923",2,14648,4,0.091,0.021,0,81.1056283866457
"811","MUC16","Q8WXI7",2,1521,3,0.186,0.021,0,67.4367753793949
"555","MAD2L1","Q13257",2,3785,3,0.178,0.019,0,93.7585265700483
"900","C15orf48","Q9C002",2,0,2,0.212,0.018,0,89.8482448377581
"708","SYTL1","Q8IYJ3",2,3037,4,0.036,0.011,0,72.7778081248565
"886","DUSP23","Q9BVJ7",2,0,1,0.465,0.001,0,97.6467322497861
