diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
MONDO_0007254	breast cancer	CHEMBL1200694	SEVOFLURANE	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRA1	gamma-aminobutyric acid type A receptor subunit alpha1	2	Completed	https://clinicaltrials.gov/study/NCT02839668
MONDO_0007254	breast cancer	CHEMBL4297522	PEMIGATINIB	Small molecule	Fibroblast growth factor receptor 2 inhibitor		FGFR2	fibroblast growth factor receptor 2	2	Recruiting	https://clinicaltrials.gov/study/NCT05560334
MONDO_0007254	breast cancer	CHEMBL2110725	VINFLUNINE	Small molecule	Tubulin inhibitor		TUBA1C	tubulin alpha 1c	2	Withdrawn	https://clinicaltrials.gov/study/NCT00450515
MONDO_0007254	breast cancer	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Antibody drug conjugate	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	2	Completed	https://clinicaltrials.gov/study/NCT00943670,https://clinicaltrials.gov/study/NCT01196052,https://clinicaltrials.gov/study/NCT00679341,https://clinicaltrials.gov/study/NCT03530696,https://clinicaltrials.gov/study/NCT02924883,https://clinicaltrials.gov/study/NCT01904903,https://clinicaltrials.gov/study/NCT01835236,https://clinicaltrials.gov/study/NCT02073487,https://clinicaltrials.gov/study/NCT00679211,https://clinicaltrials.gov/study/NCT00509769
MONDO_0007254	breast cancer	CHEMBL359744	DOXORUBICIN HYDROCHLORIDE	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	2	Terminated	https://clinicaltrials.gov/study/NCT01147016,https://clinicaltrials.gov/study/NCT00589238,https://clinicaltrials.gov/study/NCT00679029,https://clinicaltrials.gov/study/NCT00448266,https://clinicaltrials.gov/study/NCT00524459,https://clinicaltrials.gov/study/NCT00665457
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB2B	tubulin beta 2B class IIb	2	Unknown status	https://clinicaltrials.gov/study/NCT01647672,https://clinicaltrials.gov/study/NCT00499603,https://clinicaltrials.gov/study/NCT01321775,https://clinicaltrials.gov/study/NCT02041338,https://clinicaltrials.gov/study/NCT00777673,https://clinicaltrials.gov/study/NCT01309607,https://clinicaltrials.gov/study/NCT03735082,https://clinicaltrials.gov/study/NCT01276769,https://clinicaltrials.gov/study/NCT03348098,https://clinicaltrials.gov/study/NCT00533936,https://clinicaltrials.gov/study/NCT01625429,https://clinicaltrials.gov/study/NCT02230319,https://clinicaltrials.gov/study/NCT02423603,https://clinicaltrials.gov/study/NCT02059876,https://clinicaltrials.gov/study/NCT01428414,https://clinicaltrials.gov/study/NCT01830244,https://clinicaltrials.gov/study/NCT00006120,https://clinicaltrials.gov/study/NCT03429972,https://clinicaltrials.gov/study/NCT02694224,https://clinicaltrials.gov/study/NCT00499525,https://clinicaltrials.gov/study/NCT00404404,https://clinicaltrials.gov/study/NCT00154882
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	2	Terminated	https://clinicaltrials.gov/study/NCT01477060,https://clinicaltrials.gov/study/NCT01627067,https://clinicaltrials.gov/study/NCT02472353,https://clinicaltrials.gov/study/NCT04899349,https://clinicaltrials.gov/study/NCT02360059
MONDO_0007254	breast cancer	CHEMBL2107881	REGRAMOSTIM	Protein	Granulocyte colony stimulating factor receptor agonist		CSF3R	colony stimulating factor 3 receptor	2	Completed	https://clinicaltrials.gov/study/NCT00524277
MONDO_0007254	breast cancer	CHEMBL553025	VINORELBINE	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	2	Unknown status	https://clinicaltrials.gov/study/NCT00159094,https://clinicaltrials.gov/study/NCT01730677,https://clinicaltrials.gov/study/NCT01528826,https://clinicaltrials.gov/study/NCT02544243,https://clinicaltrials.gov/study/NCT03423849,https://clinicaltrials.gov/study/NCT02607215,https://clinicaltrials.gov/study/NCT02768415,https://clinicaltrials.gov/study/NCT02144194
EFO_0000305	breast carcinoma	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Antibody drug conjugate	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	2	Recruiting	https://clinicaltrials.gov/study/NCT04266249
EFO_0006861	male breast carcinoma	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD3	DNA polymerase delta 3, accessory subunit	2	Terminated	https://clinicaltrials.gov/study/NCT00095888
EFO_0000305	breast carcinoma	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	2	Recruiting	https://clinicaltrials.gov/study/NCT05023967
EFO_0005537	triple-negative breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD2	DNA polymerase delta 2, accessory subunit	2	Completed	https://clinicaltrials.gov/study/NCT01881230
EFO_0000432	breast ductal carcinoma in situ	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	2	Recruiting	https://clinicaltrials.gov/study/NCT05023967
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor		GPD2	glycerol-3-phosphate dehydrogenase 2	2	Terminated	https://clinicaltrials.gov/study/NCT04899349,https://clinicaltrials.gov/study/NCT01627067,https://clinicaltrials.gov/study/NCT02360059,https://clinicaltrials.gov/study/NCT02472353,https://clinicaltrials.gov/study/NCT01477060
MONDO_0007254	breast cancer	CHEMBL24828	VANDETANIB	Small molecule	Ephrin receptor inhibitor		EPHB1	EPH receptor B1	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02299999
EFO_0005537	triple-negative breast cancer	CHEMBL4298101	LADIRATUZUMAB VEDOTIN	Antibody drug conjugate	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	2	Recruiting	https://clinicaltrials.gov/study/NCT01042379
EFO_0005537	triple-negative breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB3	tubulin beta 3 class III	2	Unknown status	https://clinicaltrials.gov/study/NCT01372579
MONDO_0007254	breast cancer	CHEMBL1336	SORAFENIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	2	Completed	https://clinicaltrials.gov/study/NCT00101400,https://clinicaltrials.gov/study/NCT01320111,https://clinicaltrials.gov/study/NCT00493636,https://clinicaltrials.gov/study/NCT00548899,https://clinicaltrials.gov/study/NCT00634634
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	2	Unknown status	https://clinicaltrials.gov/study/NCT02506777,https://clinicaltrials.gov/study/NCT02506790,https://clinicaltrials.gov/study/NCT03192293
MONDO_0007254	breast cancer	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	2	Unknown status	https://clinicaltrials.gov/study/NCT03412955
MONDO_0007254	breast cancer	CHEMBL3894860	TRILACICLIB	Small molecule	Cyclin-dependent kinase 6 inhibitor		CDK6	cyclin dependent kinase 6	2	Completed	https://clinicaltrials.gov/study/NCT05112536
MONDO_0007254	breast cancer	CHEMBL4297545	LUTETIUM OXODOTREOTIDE LU-177	Protein	Somatostatin receptor binding agent		SSTR3	somatostatin receptor 3	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT04529044
MONDO_0007254	breast cancer	CHEMBL522892	DOVITINIB	Small molecule	Fibroblast growth factor receptor 3 inhibitor		FGFR3	fibroblast growth factor receptor 3	2	Completed	https://clinicaltrials.gov/study/NCT00958971,https://clinicaltrials.gov/study/NCT01262027
MONDO_0007254	breast cancer	CHEMBL1278146	FAMITINIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	2	Recruiting	https://clinicaltrials.gov/study/NCT04355858
MONDO_0007254	breast cancer	CHEMBL1201733	PAZOPANIB HYDROCHLORIDE	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	2	Completed	https://clinicaltrials.gov/study/NCT00509587
MONDO_0007254	breast cancer	CHEMBL679	EPINEPHRINE	Small molecule	Adrenergic receptor agonist		ADRA2C	adrenoceptor alpha 2C	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT04603911
MONDO_0007254	breast cancer	CHEMBL522892	DOVITINIB	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT1	fms related receptor tyrosine kinase 1	2	Terminated	https://clinicaltrials.gov/study/NCT01528345
MONDO_0007254	breast cancer	CHEMBL3264610	SEVITERONEL	Small molecule	Cytochrome P450 17A1 inhibitor		CYP17A1	cytochrome P450 family 17 subfamily A member 1	2	Recruiting	https://clinicaltrials.gov/study/NCT04947189
EFO_0005537	triple-negative breast cancer	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		YES1	YES proto-oncogene 1, Src family tyrosine kinase	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06355037
Orphanet_145	Hereditary breast and ovarian cancer syndrome	CHEMBL521686	OLAPARIB	Small molecule	PARP 1, 2 and 3 inhibitor		PARP3	poly(ADP-ribose) polymerase family member 3	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02208375
MONDO_0007254	breast cancer	CHEMBL1770916	NIROGACESTAT	Small molecule	Gamma-secretase inhibitor		APH1B	aph-1 homolog B, gamma-secretase subunit	2	Withdrawn	https://clinicaltrials.gov/study/NCT02338531
MONDO_0007254	breast cancer	CHEMBL24828	VANDETANIB	Small molecule	Tyrosine-protein kinase SRC inhibitor		SRC	SRC proto-oncogene, non-receptor tyrosine kinase	2	Completed	https://clinicaltrials.gov/study/NCT00494481
MONDO_0007254	breast cancer	CHEMBL4298124	DOSTARLIMAB	Antibody	Programmed cell death protein 1 antagonist		PDCD1	programmed cell death 1	2	Recruiting	https://clinicaltrials.gov/study/NCT01042379,https://clinicaltrials.gov/study/NCT04837209
MONDO_0007254	breast cancer	CHEMBL3545110	RIBOCICLIB	Small molecule	Cyclin-dependent kinase 6 inhibitor		CDK6	cyclin dependent kinase 6	2	Completed	https://clinicaltrials.gov/study/NCT03248427,https://clinicaltrials.gov/study/NCT03839823,https://clinicaltrials.gov/study/NCT03477396,https://clinicaltrials.gov/study/NCT03613220,https://clinicaltrials.gov/study/NCT03555877,https://clinicaltrials.gov/study/NCT03078751
EFO_0000305	breast carcinoma	CHEMBL477772	PAZOPANIB	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT1	fms related receptor tyrosine kinase 1	2	Terminated	https://clinicaltrials.gov/study/NCT01394211
MONDO_0007254	breast cancer	CHEMBL2304041	SAGOPILONE	Small molecule	Tubulin stabiliser		TUBA3E	tubulin alpha 3e	2	Completed	https://clinicaltrials.gov/study/NCT00288249
MONDO_0007254	breast cancer	CHEMBL553025	VINORELBINE	Small molecule	Tubulin inhibitor		TUBB2B	tubulin beta 2B class IIb	2	Terminated	https://clinicaltrials.gov/study/NCT00176488,https://clinicaltrials.gov/study/NCT00088985,https://clinicaltrials.gov/study/NCT00130507,https://clinicaltrials.gov/study/NCT00476827,https://clinicaltrials.gov/study/NCT00694200,https://clinicaltrials.gov/study/NCT02585388,https://clinicaltrials.gov/study/NCT00453635,https://clinicaltrials.gov/study/NCT00169104,https://clinicaltrials.gov/study/NCT03358004,https://clinicaltrials.gov/study/NCT02213744,https://clinicaltrials.gov/study/NCT01185509,https://clinicaltrials.gov/study/NCT01161368,https://clinicaltrials.gov/study/NCT00754702,https://clinicaltrials.gov/study/NCT00049660,https://clinicaltrials.gov/study/NCT02229149,https://clinicaltrials.gov/study/NCT00194792
EFO_0006861	male breast carcinoma	CHEMBL1200485	SORAFENIB TOSYLATE	Small molecule	Platelet-derived growth factor receptor beta inhibitor		PDGFRB	platelet derived growth factor receptor beta	2	Completed	https://clinicaltrials.gov/study/NCT00096434
EFO_0000305	breast carcinoma	CHEMBL477772	PAZOPANIB	Small molecule	Tyrosine-protein kinase ITK/TSK inhibitor		ITK	IL2 inducible T cell kinase	2	Terminated	https://clinicaltrials.gov/study/NCT01394211
EFO_0000305	breast carcinoma	CHEMBL1201733	PAZOPANIB HYDROCHLORIDE	Small molecule	Fibroblast growth factor receptor 1 inhibitor		FGFR1	fibroblast growth factor receptor 1	2	Terminated	https://clinicaltrials.gov/study/NCT01394211
EFO_0000432	breast ductal carcinoma in situ	CHEMBL489	AFIMOXIFENE	Small molecule	Estrogen-related receptor gamma antagonist		ESRRG	estrogen related receptor gamma	2	Completed	https://clinicaltrials.gov/study/NCT00952731
EFO_1000307	Invasive Breast Carcinoma	CHEMBL1773	CAPECITABINE	Small molecule	Thymidylate synthase inhibitor		TYMS	thymidylate synthetase	2	Recruiting	https://clinicaltrials.gov/study/NCT05693766
Orphanet_145	Hereditary breast and ovarian cancer syndrome	CHEMBL2325741	CAPIVASERTIB	Small molecule	Serine/threonine-protein kinase AKT inhibitor		AKT2	AKT serine/threonine kinase 2	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02208375
MONDO_0007254	breast cancer	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB3	tubulin beta 3 class III	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT05833919
MONDO_0007254	breast cancer	CHEMBL491473	CEDIRANIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	2	Completed	https://clinicaltrials.gov/study/NCT00454805
MONDO_0007254	breast cancer	CHEMBL723	CARVEDILOL	Small molecule	Adrenergic receptor alpha-1 antagonist		ADRA1A	adrenoceptor alpha 1A	2	Recruiting	https://clinicaltrials.gov/study/NCT03879629
EFO_0006861	male breast carcinoma	CHEMBL3301610	ABEMACICLIB	Small molecule	Cyclin-dependent kinase 4 inhibitor		CDK4	cyclin dependent kinase 4	2	Recruiting	https://clinicaltrials.gov/study/NCT05501704
EFO_0000432	breast ductal carcinoma in situ	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02779855
EFO_0005537	triple-negative breast cancer	CHEMBL4303201	CATEQUENTINIB	Small molecule	Vascular endothelial growth factor receptor 3 inhibitor		FLT4	fms related receptor tyrosine kinase 4	2	Recruiting	https://clinicaltrials.gov/study/NCT04914390,https://clinicaltrials.gov/study/NCT05089643
EFO_0000305	breast carcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT01463072,https://clinicaltrials.gov/study/NCT02603679,https://clinicaltrials.gov/study/NCT03179904,https://clinicaltrials.gov/study/NCT03101748,https://clinicaltrials.gov/study/NCT04216472,https://clinicaltrials.gov/study/NCT04001829,https://clinicaltrials.gov/study/NCT02530489,https://clinicaltrials.gov/study/NCT02436993,https://clinicaltrials.gov/study/NCT02187991
EFO_1000294	HER2 Positive Breast Carcinoma	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Antibody drug conjugate	Tubulin inhibitor		TUBB1	tubulin beta 1 class VI	2	Completed	https://clinicaltrials.gov/study/NCT03530696
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	2	Terminated	https://clinicaltrials.gov/study/NCT04899349,https://clinicaltrials.gov/study/NCT02472353,https://clinicaltrials.gov/study/NCT01627067,https://clinicaltrials.gov/study/NCT02360059,https://clinicaltrials.gov/study/NCT01477060
MONDO_0007254	breast cancer	CHEMBL3545185	SELINEXOR	Small molecule	Exportin-1 inhibitor		XPO1	exportin 1	2	Completed	https://clinicaltrials.gov/study/NCT02402764
MONDO_0007254	breast cancer	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	2	Recruiting	https://clinicaltrials.gov/study/NCT03879577,https://clinicaltrials.gov/study/NCT05475678,https://clinicaltrials.gov/study/NCT04947189,https://clinicaltrials.gov/study/NCT04872985,https://clinicaltrials.gov/study/NCT05426486,https://clinicaltrials.gov/study/NCT05088057,https://clinicaltrials.gov/study/NCT05189067,https://clinicaltrials.gov/study/NCT05645380,https://clinicaltrials.gov/study/NCT05918328,https://clinicaltrials.gov/study/NCT03367676,https://clinicaltrials.gov/study/NCT05900206,https://clinicaltrials.gov/study/NCT04717531,https://clinicaltrials.gov/study/NCT06107673,https://clinicaltrials.gov/study/NCT05483439,https://clinicaltrials.gov/study/NCT03238495,https://clinicaltrials.gov/study/NCT04576143,https://clinicaltrials.gov/study/NCT03497702,https://clinicaltrials.gov/study/NCT05638594
MONDO_0007254	breast cancer	CHEMBL535	SUNITINIB	Small molecule	Vascular endothelial growth factor receptor 1 inhibitor		FLT1	fms related receptor tyrosine kinase 1	2	Terminated	https://clinicaltrials.gov/study/NCT00434356,https://clinicaltrials.gov/study/NCT00570908,https://clinicaltrials.gov/study/NCT00824538
MONDO_0007254	breast cancer	CHEMBL3647420	PYROTINIB	Small molecule	Epidermal growth factor receptor erbB1 inhibitor		EGFR	epidermal growth factor receptor	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT04659499,https://clinicaltrials.gov/study/NCT04900311,https://clinicaltrials.gov/study/NCT06362096,https://clinicaltrials.gov/study/NCT04858516,https://clinicaltrials.gov/study/NCT05621434,https://clinicaltrials.gov/study/NCT05020964,https://clinicaltrials.gov/study/NCT04088110,https://clinicaltrials.gov/study/NCT04236310,https://clinicaltrials.gov/study/NCT05806671,https://clinicaltrials.gov/study/NCT03997539,https://clinicaltrials.gov/study/NCT05255523,https://clinicaltrials.gov/study/NCT04963595,https://clinicaltrials.gov/study/NCT04246502,https://clinicaltrials.gov/study/NCT05577923,https://clinicaltrials.gov/study/NCT04290793,https://clinicaltrials.gov/study/NCT03993964,https://clinicaltrials.gov/study/NCT04639271,https://clinicaltrials.gov/study/NCT03919253,https://clinicaltrials.gov/study/NCT04255056,https://clinicaltrials.gov/study/NCT04303988,https://clinicaltrials.gov/study/NCT04158856
MONDO_0007254	breast cancer	CHEMBL553025	VINORELBINE	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	2	Completed	https://clinicaltrials.gov/study/NCT00148668,https://clinicaltrials.gov/study/NCT01835236,https://clinicaltrials.gov/study/NCT02954055,https://clinicaltrials.gov/study/NCT00148681,https://clinicaltrials.gov/study/NCT01941771,https://clinicaltrials.gov/study/NCT00480597,https://clinicaltrials.gov/study/NCT03887130,https://clinicaltrials.gov/study/NCT02362958,https://clinicaltrials.gov/study/NCT00041067,https://clinicaltrials.gov/study/NCT00192062,https://clinicaltrials.gov/study/NCT00266110,https://clinicaltrials.gov/study/NCT03321981,https://clinicaltrials.gov/study/NCT00006682,https://clinicaltrials.gov/study/NCT00193089,https://clinicaltrials.gov/study/NCT03254654,https://clinicaltrials.gov/study/NCT03007992,https://clinicaltrials.gov/study/NCT01565083,https://clinicaltrials.gov/study/NCT00022152,https://clinicaltrials.gov/study/NCT00503750,https://clinicaltrials.gov/study/NCT00004237,https://clinicaltrials.gov/study/NCT02628613,https://clinicaltrials.gov/study/NCT00670982,https://clinicaltrials.gov/study/NCT00015938,https://clinicaltrials.gov/study/NCT00325234,https://clinicaltrials.gov/study/NCT01242449,https://clinicaltrials.gov/study/NCT01439191,https://clinicaltrials.gov/study/NCT04903652,https://clinicaltrials.gov/study/NCT01305941,https://clinicaltrials.gov/study/NCT01520103,https://clinicaltrials.gov/study/NCT03839823,https://clinicaltrials.gov/study/NCT00093808,https://clinicaltrials.gov/study/NCT00401427,https://clinicaltrials.gov/study/NCT00194779,https://clinicaltrials.gov/study/NCT00532623
EFO_0000305	breast carcinoma	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB2A	tubulin beta 2A class IIa	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT05041101
EFO_0006861	male breast carcinoma	CHEMBL1201752	IXABEPILONE	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	2	Completed	https://clinicaltrials.gov/study/NCT00077376
EFO_0000305	breast carcinoma	CHEMBL1421	DASATINIB	Small molecule	Platelet-derived growth factor receptor beta inhibitor		PDGFRB	platelet derived growth factor receptor beta	2	Terminated	https://clinicaltrials.gov/study/NCT05198843
EFO_0000305	breast carcinoma	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	2	Recruiting	https://clinicaltrials.gov/study/NCT05023967
EFO_0000305	breast carcinoma	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM2	DNA primase subunit 2	2	Recruiting	https://clinicaltrials.gov/study/NCT03606967,https://clinicaltrials.gov/study/NCT06026657
EFO_0000305	breast carcinoma	CHEMBL4302409	LUTETIUM OXODOTREOTIDE	Protein	Somatostatin receptor binding agent		SSTR3	somatostatin receptor 3	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT04529044
EFO_0006318	breast ductal adenocarcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	2	Terminated	https://clinicaltrials.gov/study/NCT01891357
MONDO_0007254	breast cancer	CHEMBL3301587	DURVALUMAB	Antibody	Programmed cell death 1 ligand 1 inhibitor	Inhibitor	CD274	CD274 molecule	2	Completed	https://clinicaltrials.gov/study/NCT03167619,https://clinicaltrials.gov/study/NCT02685059
MONDO_0003936	invasive tubular breast carcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	2	Completed	https://clinicaltrials.gov/study/NCT02199418
EFO_1000984	inflammatory breast carcinoma	CHEMBL1567	SUNITINIB MALATE	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	2	Completed	https://clinicaltrials.gov/study/NCT00513695
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	2	Terminated	https://clinicaltrials.gov/study/NCT02360059,https://clinicaltrials.gov/study/NCT02472353,https://clinicaltrials.gov/study/NCT04899349,https://clinicaltrials.gov/study/NCT01477060,https://clinicaltrials.gov/study/NCT01627067
EFO_0000305	breast carcinoma	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	2	Recruiting	https://clinicaltrials.gov/study/NCT05023967
EFO_0000305	breast carcinoma	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	2	Completed	https://clinicaltrials.gov/study/NCT01885013
EFO_0000305	breast carcinoma	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB3	tubulin beta 3 class III	2	Unknown status	https://clinicaltrials.gov/study/NCT02175446
EFO_1000294	HER2 Positive Breast Carcinoma	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Antibody drug conjugate	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	2	Withdrawn	https://clinicaltrials.gov/study/NCT04351230
MONDO_0007254	breast cancer	CHEMBL2304041	SAGOPILONE	Small molecule	Tubulin stabiliser		TUBA1B	tubulin alpha 1b	2	Completed	https://clinicaltrials.gov/study/NCT00288249
EFO_0000305	breast carcinoma	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	2	Recruiting	https://clinicaltrials.gov/study/NCT05023967
EFO_0000305	breast carcinoma	CHEMBL1201733	PAZOPANIB HYDROCHLORIDE	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	2	Terminated	https://clinicaltrials.gov/study/NCT01394211
EFO_0000305	breast carcinoma	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		BLK	BLK proto-oncogene, Src family tyrosine kinase	2	Terminated	https://clinicaltrials.gov/study/NCT05198843
MONDO_0007254	breast cancer	CHEMBL1200374	EXEMESTANE	Small molecule	Cytochrome P450 19A1 inhibitor		CYP19A1	cytochrome P450 family 19 subfamily A member 1	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT04858516,https://clinicaltrials.gov/study/NCT06364267
MONDO_0007254	breast cancer	CHEMBL1200485	SORAFENIB TOSYLATE	Small molecule	Serine/threonine-protein kinase RAF inhibitor		RAF1	Raf-1 proto-oncogene, serine/threonine kinase	2	Unknown status	https://clinicaltrials.gov/study/NCT00499525
MONDO_0007254	breast cancer	CHEMBL553025	VINORELBINE	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	2	Unknown status	https://clinicaltrials.gov/study/NCT02768415,https://clinicaltrials.gov/study/NCT03423849,https://clinicaltrials.gov/study/NCT01528826,https://clinicaltrials.gov/study/NCT02544243,https://clinicaltrials.gov/study/NCT02144194,https://clinicaltrials.gov/study/NCT02607215,https://clinicaltrials.gov/study/NCT01730677,https://clinicaltrials.gov/study/NCT00159094
MONDO_0044915	salivary duct carcinoma	CHEMBL3137343	PEMBROLIZUMAB	Antibody	Programmed cell death protein 1 inhibitor		PDCD1	programmed cell death 1	2	Recruiting	https://clinicaltrials.gov/study/NCT02628067
EFO_0005537	triple-negative breast cancer	CHEMBL1278146	FAMITINIB	Small molecule	Vascular endothelial growth factor receptor 2 inhibitor		KDR	kinase insert domain receptor	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT04395989,https://clinicaltrials.gov/study/NCT04129996
EFO_0005537	triple-negative breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT04248998
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	2	Recruiting	https://clinicaltrials.gov/study/NCT04872985,https://clinicaltrials.gov/study/NCT03238495,https://clinicaltrials.gov/study/NCT06107673,https://clinicaltrials.gov/study/NCT05900206,https://clinicaltrials.gov/study/NCT05189067,https://clinicaltrials.gov/study/NCT04947189,https://clinicaltrials.gov/study/NCT05475678,https://clinicaltrials.gov/study/NCT05426486,https://clinicaltrials.gov/study/NCT05088057,https://clinicaltrials.gov/study/NCT05638594,https://clinicaltrials.gov/study/NCT05483439,https://clinicaltrials.gov/study/NCT04576143,https://clinicaltrials.gov/study/NCT05645380,https://clinicaltrials.gov/study/NCT03879577,https://clinicaltrials.gov/study/NCT05918328,https://clinicaltrials.gov/study/NCT04717531,https://clinicaltrials.gov/study/NCT03367676,https://clinicaltrials.gov/study/NCT03497702
