"","node_1","node_2","score"
"1307","CKS1B","CDK1",0.998
"1031","CKS1B","CKS2",0.974
"1481","CKS1B","CDKN1A",0.795
"641","GSTM1","MAP3K5",0.768
"678","GSTM1","GSTM3",0.579
"1272","GSTM1","SPP1",0.97
"471","GSTM1","GSTA1",0.522
"585","CARKD","UBE2C",0.612
"1668","PPP1R14B","AARSD1",0.476
"1167","CKS1B","SMTNL2",0.573
"1639","ADCY6","GNG4",0.499
"1456","ADCY6","ADCY3",0.9
"1133","ADCY6","GNG7",0.499
"350","ADCY6","ADCY4",0.922
"1843","TRIB1","CEBPA",0.845
"1065","AOC3","MAOB",0.932
"506","AOC3","MAOA",0.9
"999","PLA2G1B","PLA2G5",0.499
"1421","PLA2G1B","PLA2G2A",0.63
"738","AURKB","CENPF",0.588
"2525","ADCY4","ADCY7",0.413
"913","AURKB","CDCA8",0.998
"1684","AURKB","RACGAP1",0.777
"479","AURKB","CENPA",0.694
"952","AURKB","ZWINT",0.655
"848","AURKB","KIF2C",0.711
"960","AURKB","DES",0.457
"765","AURKB","ASPM",0.536
"2004","C1QB","IGKV2D-28",0.4
"1186","AURKB","ECT2",0.52
"700","AURKB","MGEA5",0.912
"587","AURKB","UBE2C",0.406
"1310","AURKB","CDK1",0.851
"868","AURKB","CDC20",0.81
"1918","C1QB","C1R",0.97
"1257","AURKB","KIF20A",0.722
"971","C1QB","C1QC",0.999
"1487","C1QB","C1S",0.967
"2175","PER1","CRY2",0.888
"1119","IL1RAP","PTPRD",0.967
"1458","PER1","ARNTL",0.649
"885","EDNRA","EDN2",0.99
"438","SGPP2","PPAP2C",0.936
"629","SYNE4","SYNE2",0.409
"837","SGPP2","PPAP2B",0.9
"2429","NDUFS8","COX7B",0.814
"589","TYMS","UBE2C",0.409
"483","NDUFS8","MUM1L1",0.797
"374","NDUFS8","COX5A",0.885
"755","SYNE4","SYNE1",0.429
"1499","SYNE4","SUN2",0.952
"1432","SYNE4","SUN1",0.951
"684","RHOJ","IQGAP3",0.592
"571","RHOJ","VANGL1",0.543
"841","RHOJ","PARD6B",0.675
"1220","RHOJ","JUP",0.548
"1593","CLK4","CLK1",0.9
"1837","COX5A","CEBPA",0.412
"491","RHOJ","CAV1",0.543
"2425","COX5A","COX7B",0.973
"434","COX5A","APOBEC3B",0.562
"522","COX5A","C15orf48",0.629
"693","COX5A","PTGS1",0.541
"2284","SKA3","NOL4L",0.597
"1392","BID","BCL2",0.985
"742","SKA3","CENPF",0.9
"2049","MPDZ","TJP3",0.798
"2459","BID","FAS",0.657
"1056","MPDZ","GABBR1",0.662
"1144","IGDCC4","CD9",0.42
"402","MPDZ","MARVELD2",0.515
"1948","MPDZ","LIN7A",0.571
"662","MPDZ","CLDN7",0.414
"463","CACNB2","CACNA1H",0.72
"642","CACNB2","CACNA1G",0.54
"931","ARHGAP33","NEK6",0.514
"1850","MPDZ","WWC1",0.416
"2230","CACNB2","NCAM1",0.499
"1916","TUBB3","TUBA1C",0.983
"1915","DYNC1I1","TUBA1C",0.682
"394","DYNC1I1","TUBB3",0.761
"710","CTNNAL1","DMD",0.672
"2420","TUBB3","DYNC2H1",0.666
"2419","DYNC1I1","DYNC2H1",0.92
"1824","CRMP1","CDK5",0.499
"1908","CTNNAL1","ARHGEF28",0.497
"923","B3GNT3","TSPAN15",0.404
"1292","CDC25C","CDK1",0.911
"520","CDC25C","SFN",0.912
"754","CRMP1","PLXNA2",0.499
"427","TACC1","TACC3",0.424
"1787","SERPINF2","SERPINA1",0.634
"563","MARVELD2","ILDR1",0.485
"1400","C7","BCL2",0.72
"2287","C7","TSPAN33",0.72
"661","MARVELD2","CLDN7",0.867
"1912","MARVELD2","TUBA1C",0.9
"2059","MARVELD2","TJP3",0.981
"1491","MARVELD2","CLDN5",0.412
"2357","C7","SPG7",0.9
"1991","STXBP6","TNFAIP2",0.54
"1284","MARVELD2","CLDN3",0.728
"2239","MARVELD2","LSR",0.817
"414","STXBP6","EXOC3L1",0.54
"2279","ULK1","C9orf72",0.964
"1734","ULK1","GABARAPL1",0.778
"1058","PGR","KLF9",0.782
"2317","MYLPF","MYH14",0.727
"892","COL12A1","COL9A2",0.72
"430","COL12A1","COL10A1",0.476
"2488","MYLPF","MYL3",0.763
"1357","MYLPF","MYH11",0.759
"937","COL12A1","COL16A1",0.72
"2191","COL12A1","P3H3",0.499
"1391","COL12A1","MUC16",0.412
"1660","COL12A1","LAMA2",0.531
"1438","PGR","TRAC",0.977
"1922","PGR","FKBP5",0.857
"698","MYLPF","CALD1",0.499
"996","COL12A1","COL15A1",0.4
"557","FBN1","PAPLN",0.494
"2384","MYLPF","TPM2",0.546
"645","FBN1","MFAP5",0.827
"1337","FBN1","MFAP4",0.807
"2111","FBN1","ADAMTS10",0.929
"640","FBN1","ELN",0.989
"760","MYLPF","LMOD1",0.499
"1348","FBN1","BMP7",0.808
"2468","MYLPF","TPM3",0.546
"943","PPP1CA","OGT",0.614
"1441","NR2F1","TRAC",0.525
"2376","NR2F1","BCL11A",0.669
"1393","PPP1CA","BCL2",0.439
"1457","PPP1CA","ARNTL",0.497
"1386","PPP1CA","RASSF7",0.483
"790","PPP1CA","MKI67",0.457
"1992","EXOC3L1","TNFAIP2",0.569
"1718","PPP1CA","PPP1R3E",0.931
"2176","PPP1CA","PLCL2",0.542
"832","PPP1CA","PHACTR3",0.479
"1982","SRRM1","SRSF5",0.461
"539","SRRM1","RBM5",0.8
"1446","RORC","TRAC",0.954
"2147","PAGR1","HIST1H2BJ",0.499
"610","PAGR1","HIST1H2BK",0.499
"2203","PAGR1","HIST1H2BH",0.499
"804","PAGR1","HIST2H2AA4",0.499
"2167","TACC3","CPEB1",0.726
"839","TACC3","CEP55",0.693
"949","TNFRSF12A","TRAF1",0.435
"1460","RORC","ARNTL",0.498
"1342","TNFRSF12A","CXCL1",0.435
"1730","TNFRSF12A","LTB",0.499
"775","COL10A1","ADAMTS4",0.418
"570","MAF","NEIL1",0.901
"936","COL10A1","COL16A1",0.4
"2188","COL10A1","P3H3",0.499
"997","COL10A1","COL15A1",0.4
"1362","COL10A1","COL4A3",0.54
"1248","COL10A1","COL4A6",0.54
"890","COL10A1","COL9A2",0.4
"1963","KRT7","KRT8",0.51
"1243","KRT7","KRT80",0.4
"836","PPAP2C","PPAP2B",0.942
"2038","CASP9","NLRP1",0.664
"1402","PPAP2C","PPAPDC1A",0.917
"1620","PPAP2C","LPIN1",0.929
"2422","CTHRC1","CCBE1",0.412
"1867","LEPR","JAK3",0.77
"1544","CASP9","FHL2",0.456
"1921","RGPD6","ADGRD1",0.412
"555","LEPR","APOD",0.577
"1084","PKP3","DSP",0.676
"519","PKP3","SFN",0.518
"1221","PKP3","JUP",0.663
"1615","PKP3","PERP",0.499
"1155","PKP3","KRT18",0.48
"2166","PKP3","CPEB1",0.54
"1190","MAPK11","CDON",0.499
"2414","MX2","ISG15",0.712
"2307","MAPK11","CDH4",0.499
"510","MAPK11","MEF2C",0.641
"1003","F3","F10",0.986
"921","F3","ENG",0.457
"896","F3","PLAU",0.543
"766","F3","CFH",0.54
"1753","F3","COLEC11",0.54
"656","CACNA1H","SCNN1A",0.54
"2369","CACNA1H","SCN7A",0.558
"2218","CACNA1H","NCAM1",0.499
"644","CACNA1H","CACNA1G",0.935
"1549","WASF3","ARPC1B",0.499
"1987","ANG","RNASE4",0.732
"676","GSTA1","GSTM3",0.506
"1427","CDKN3","CCNL2",0.52
"1319","CDKN3","CDK1",0.462
"1052","ARHGEF25","GNA14",0.499
"518","CDR2L","SFN",0.42
"961","SYNM","DES",0.615
"695","PLS1","DFNB31",0.499
"544","PLS1","EPB41L3",0.499
"2398","PLS1","ESPN",0.499
"600","PLS1","SPTBN1",0.499
"740","CENPA","CENPF",0.489
"1774","CENPA","HJURP",0.995
"2353","PLS1","MYO15A",0.499
"802","CENPA","HIST2H2AA4",0.992
"786","CENPA","CENPW",0.964
"580","PLS1","PLS3",0.582
"1931","CENPA","HIST2H2BF",0.735
"2340","PLS1","EPS8",0.499
"2363","PLS1","DFNB59",0.499
"608","CENPA","HIST1H2BK",0.899
"1209","CENPA","CENPN",0.992
"2026","CENPA","CENPT",0.94
"2204","CENPA","HIST1H2BH",0.861
"1759","ZNF224","DEPDC1",0.593
"982","CENPA","HLA-DQB1",0.416
"2155","CENPA","HIST1H2BJ",0.907
"1839","CCDC183","CEBPA",0.408
"853","CENPA","KIF2C",0.537
"1820","MAPK15","CLIC3",0.734
"1244","MAPK15","TGFB1I1",0.579
"1035","NUDT4","NUDT10",0.653
"1435","ZBTB16","TRAC",0.789
"1034","NUDT4","NUDT11",0.499
"2047","THEM6","TMC6",0.475
"2455","CAV1","FAS",0.457
"1953","NPHP3","CEP290",0.433
"615","CAV1","PTRF",0.981
"1552","ZBTB16","DCUN1D4",0.499
"702","CAV1","GJB1",0.52
"1909","CAV1","PTAFR",0.627
"2031","CAV1","TRPV1",0.483
"547","CAV1","ESR2",0.95
"1597","CAV1","PTPN13",0.67
"1153","CAV1","GJB2",0.574
"2075","HLA-DQA1","AP1M2",0.499
"1537","CAV1","CXCR4",0.431
"1818","CAV1","TRPC1",0.849
"1605","HLA-DQA1","HLA-DQB2",0.691
"985","HLA-DQA1","HLA-DQB1",0.999
"1710","HLA-DQA1","HLA-DPB1",0.878
"1582","HLA-DQA1","HLA-DPA1",0.605
"1591","CAV1","NOSTRIN",0.797
"1323","HLA-DQA1","HLA-DRA",0.581
"988","HLA-DQA1","HLA-DRB5",0.72
"651","HLA-DQA1","HLA-DRB1",0.978
"1645","HLA-DQA1","HLA-DMB",0.559
"975","HLA-DQA1","HLA-DMA",0.689
"1701","RBPMS","ESRP1",0.608
"2119","MAOA","IL4I1",0.422
"866","SGK2","TSC22D3",0.499
"769","SGK2","SGK1",0.9
"1067","MAOA","MAOB",0.948
"1749","MAOA","AOC1",0.9
"1246","C1QTNF1","COL4A6",0.459
"533","MEF2C","FOXM1",0.439
"1297","SFN","CDK1",0.63
"1669","MEF2C","MYOCD",0.436
"1888","MEF2C","GATA4",0.793
"1079","SFN","FOXO1",0.957
"1165","SFN","SMTNL2",0.652
"624","SFN","PLN",0.9
"1389","MEF2C","NAV3",0.566
"1060","SFN","TBC1D4",0.499
"1851","SFN","DMTN",0.497
"1236","MEF2C","NR2F2",0.625
"883","TNNI3","TNNC2",0.976
"2427","C15orf48","COX7B",0.54
"2255","VWC2","GRIA3",0.54
"2096","TNNI3","TNNT1",0.957
"2381","TNNI3","TPM2",0.9
"2445","VWC2","DLG4",0.54
"2308","TNNI3","RASSF10",0.577
"2470","TNNI3","TPM3",0.989
"712","TNNI3","DMD",0.499
"1546","OAS2","OAS1",0.925
"576","VWC2","HTR3A",0.54
"1064","OAS2","CKAP2",0.422
"1900","PLD1","PLD4",0.9
"2101","FOXM1","TK1",0.459
"1317","FOXM1","CDK1",0.85
"1758","FOXM1","DEPDC1",0.441
"696","EPB41L3","DFNB31",0.499
"1426","FOXM1","CCNL2",0.55
"2511","EPB41L3","NINJ2",0.436
"2392","EPB41L3","ESPN",0.499
"2350","EPB41L3","MYO15A",0.499
"783","EPB41L3","EPB41L2",0.583
"2341","EPB41L3","EPS8",0.499
"602","EPB41L3","SPTBN1",0.852
"1002","PRELP","OMD",0.431
"1101","EPB41L3","NLGN4X",0.499
"1924","ESR2","FKBP5",0.499
"2364","EPB41L3","DFNB59",0.499
"1062","ESR2","KLF5",0.847
"1131","ESR2","GNG7",0.499
"583","TMEM189-UBE2V1","UBE2C",0.465
"1638","ESR2","GNG4",0.499
"1436","ESR2","TRAC",0.833
"701","DNAJB13","SEP4",0.598
"1804","E2F1","CDKN2A",0.742
"1073","DOK7","AGRN",0.81
"1440","NR4A2","TRAC",0.63
"604","NFASC","SPTBN1",0.499
"1875","NFASC","SPTBN2",0.499
"1945","NFASC","CNTN1",0.992
"616","NFASC","ANK2",0.9
"2109","NFASC","SPTBN4",0.76
"2088","SDC3","APOC4-APOC2",0.499
"1118","SDC3","SDC1",0.578
"1040","SDC3","CTTN",0.856
"1895","E2F1","KPNA2",0.453
"1477","E2F1","CDKN1A",0.71
"1841","E2F1","CEBPA",0.836
"2366","NFASC","SCN7A",0.499
"874","E2F1","CDC20",0.457
"1025","DMPK","SECISBP2",0.405
"1563","TNFRSF14","PTPN6",0.499
"1799","BZRAP1","VAMP2",0.499
"2379","BZRAP1","SLC18A2",0.499
"1781","ANXA6","SERPINE2",0.433
"2258","HTR3A","GRIA3",0.722
"2450","HTR3A","DLG4",0.54
"2452","E2F1","NDN",0.943
"1140","E2F1","SMARCA2",0.43
"1179","LINGO1","MAG",0.664
"2128","PRPF39","SNRNP70",0.797
"1331","TNFRSF14","LGALS9",0.497
"947","TNFRSF14","TRAF1",0.553
"1955","PRPF39","PRPF40B",0.791
"777","TNFRSF14","ACKR1",0.982
"1201","PRPF39","LUC7L3",0.752
"1042","SVIL","CTTN",0.591
"941","COL27A1","COL16A1",0.524
"1404","PLS3","LCP1",0.657
"1747","UBE2C","TOP2A",0.47
"2179","COL27A1","P3H3",0.499
"1059","CDAN1","MAMDC2",0.481
"1041","SH3PXD2A","CTTN",0.908
"2327","UBE2C","RAD51",0.72
"1230","UBE2C","PTTG1",0.422
"747","UBE2C","NEK2",0.499
"877","UBE2C","CDC20",0.97
"1502","HNRNPH1","SUN2",0.457
"1291","UBE2C","CDK1",0.659
"2313","HNRNPH1","XIST",0.814
"2121","HNRNPH1","SNRNP70",0.457
"1802","HNRNPH1","ESRP2",0.499
"1983","HNRNPH1","SRSF5",0.557
"2282","HNRNPH1","C9orf72",0.483
"1702","HNRNPH1","ESRP1",0.499
"828","HNRNPH1","SRSF11",0.4
"957","HNRNPH1","ZWINT",0.724
"614","HNRNPH1","PTRF",0.457
"1369","HNRNPH1","DDX17",0.457
"2349","SPTBN1","MYO15A",0.499
"2523","SPTBN1","SNCA",0.479
"840","CRB3","PARD6B",0.926
"1561","SPTBN1","AGR2",0.487
"2107","SPTBN1","SPTBN4",0.72
"2346","SPTBN1","EPS8",0.499
"2228","SPTBN1","NCAM1",0.4
"617","SPTBN1","ANK2",0.991
"2393","SPTBN1","ESPN",0.499
"820","SPTBN1","L1CAM",0.499
"2372","SPTBN1","SCN7A",0.499
"2362","SPTBN1","DFNB59",0.8
"1874","SPTBN1","SPTBN2",0.72
"780","SPTBN1","EPB41L2",0.72
"694","SPTBN1","DFNB31",0.499
"2196","HIST1H2BK","HIST1H2BH",0.481
"2329","HIST1H2BK","RAD51",0.499
"801","HIST1H2BK","HIST2H2AA4",0.974
"2160","HIST1H2BK","APBB1",0.499
"2149","HIST1H2BK","HIST1H2BJ",0.946
"2508","HIST1H2BK","HIST2H3PS2",0.769
"728","ANK2","CD47",0.665
"2275","HIST1H2BK","REC8",0.499
"711","PTRF","DMD",0.5
"2018","PTRF","TAF1C",0.499
"2212","HIST1H2BK","UHRF1",0.499
"2371","ANK2","SCN7A",0.499
"1871","ANK2","SPTBN2",0.605
"969","HIST1H2BK","PHF1",0.499
"2235","ANK2","NCAM1",0.414
"1430","SYNE2","SUN1",0.998
"1812","ANK2","TRPC1",0.402
"2106","ANK2","SPTBN4",0.849
"715","ANK2","DMD",0.593
"822","ANK2","L1CAM",0.982
"687","PLN","ATP1A2",0.751
"2480","PLN","KCNJ8",0.54
"758","SYNE2","SYNE1",0.949
"1500","SYNE2","SUN2",0.999
"2250","PLN","FXYD1",0.72
"2170","CCL20","CCL3",0.605
"1336","ELN","MFAP4",0.928
"2271","CCL20","CCL4",0.532
"2115","CCL20","CXCL17",0.802
"2145","CCL20","CCL5",0.761
"1538","CCL20","CXCR4",0.903
"1347","CCL20","CXCL1",0.67
"1371","ELN","GAPDH",0.422
"646","ELN","MFAP5",0.667
"860","ELN","MMP9",0.858
"1096","ELN","EMILIN1",0.407
"2186","ELN","P3H3",0.508
"2221","CACNA1G","NCAM1",0.499
"2261","MAP3K5","MAPK8IP3",0.676
"2260","MAP3K5","TNFAIP3",0.584
"1474","MAP3K5","CDKN1A",0.445
"948","MAP3K5","TRAF1",0.684
"2456","MAP3K5","FAS",0.657
"1387","KLHL14","ALG3",0.414
"1338","MFAP5","MFAP4",0.499
"1240","MFAP5","EFEMP1",0.499
"1881","HAND2","GATA4",0.916
"1926","ZSWIM5","PRAME",0.54
"1406","ZSWIM5","ZSWIM8",0.54
"2367","CACNA1G","SCN7A",0.558
"655","CACNA1G","SCNN1A",0.54
"1416","TEAD4","RUNX3",0.631
"978","HLA-DRB1","HLA-DMA",0.991
"825","TEAD4","VGLL1",0.824
"984","HLA-DRB1","HLA-DQB1",0.618
"1444","HLA-DRB1","TRAC",0.487
"1008","HLA-DRB1","OGN",0.583
"1653","HLA-DRB1","HLA-DMB",0.994
"992","HLA-DRB1","HLA-DRB5",0.907
"2067","HLA-DRB1","AP1M2",0.499
"833","CLDN7","TACSTD2",0.926
"2368","SCNN1A","SCN7A",0.54
"1324","HLA-DRB1","HLA-DRA",0.999
"1935","HLA-DRB1","VIM",0.906
"1708","HLA-DRB1","HLA-DPB1",0.909
"1632","CLDN7","CLDN9",0.65
"1205","CLDN7","TSPAN8",0.87
"1580","HLA-DRB1","HLA-DPA1",0.936
"1376","CLDN7","CLDN6",0.65
"1114","CLDN7","SDC1",0.402
"1147","CLDN7","CD9",0.656
"1493","CLDN7","CLDN5",0.864
"1603","HLA-DRB1","HLA-DQB2",0.639
"1115","MMP17","SDC1",0.412
"1264","DCLK1","CCL26",0.418
"1285","CLDN7","CLDN3",0.731
"1722","CLDN7","CLDN4",0.924
"2057","CLDN7","TJP3",0.957
"2131","ATP1A2","FXYD3",0.499
"2116","CCL28","CXCL17",0.734
"1290","RRM2","CDK1",0.661
"1782","CTRB1","SERPINA1",0.829
"692","CTRB1","AMY2B",0.454
"1969","CTRB1","SERPINA3",0.869
"2281","RAB25","C9orf72",0.482
"2137","CCL28","CCL5",0.734
"1269","CCL28","CCL26",0.734
"1532","CCL28","CXCR4",0.65
"2248","ATP1A2","FXYD1",0.9
"704","CCL28","CXCL9",0.734
"2485","ATP1A2","KCNJ8",0.54
"1339","PNP","TYMP",0.9
"1910","ATP1A2","FXYD6",0.577
"2348","DFNB31","MYO15A",0.999
"2359","DFNB31","DFNB59",0.499
"1555","ZNF521","GLI2",0.554
"2344","DFNB31","EPS8",0.959
"2397","DFNB31","ESPN",0.8
"2386","CALD1","TPM2",0.499
"1356","CALD1","MYH11",0.829
"1152","GJB1","GJB2",0.998
"759","CALD1","LMOD1",0.832
"2466","CALD1","TPM3",0.499
"945","MGEA5","OGT",0.457
"2517","GJB1","SNCA",0.418
"2521","SEP4","SNCA",0.569
"1678","NRG2","GRB7",0.499
"924","GJB1","GJB3",0.558
"2140","CXCL9","CCL5",0.882
"2118","CXCL9","CXCL17",0.734
"1533","CXCL9","CXCR4",0.985
"1344","CXCL9","CXCL1",0.664
"1268","CXCL9","CCL26",0.734
"823","SMC5","FAM178A",0.893
"1076","DMD","AGRN",0.634
"2462","DMD","TPM3",0.499
"1173","DMD","LAMB3",0.499
"2097","DMD","TNNT1",0.499
"884","DMD","TNNC2",0.499
"2274","SMC5","REC8",0.434
"1087","KRT19","DSP",0.696
"1157","KRT19","KRT18",0.858
"1242","KRT19","KRT80",0.591
"1664","DMD","LAMA2",0.676
"2220","COL6A1","NCAM1",0.499
"1360","DMD","PGM5",0.723
"862","COL6A1","MMP9",0.49
"1564","CD47","PTPN6",0.499
"2181","COL6A1","P3H3",0.499
"1148","CD47","CD9",0.426
"2382","DMD","TPM2",0.499
"917","CD47","TREM2",0.539
"788","CENPF","MKI67",0.448
"720","DMD","KRT19",0.556
"1332","CD47","LGALS9",0.576
"1994","CD47","IGKV2D-28",0.9
"1557","RYR2","PRKD1",0.459
"955","CENPF","ZWINT",0.584
"845","CENPF","KIF2C",0.47
"1235","PROX1","NR2F2",0.446
"1429","SYNE1","SUN1",0.999
"1553","DTL","DCUN1D4",0.499
"878","NEK2","CDC20",0.861
"1823","PLXNA2","CDK5",0.708
"2492","MPHOSPH8","HIST2H3PS2",0.964
"1470","DTL","CDKN1A",0.457
"1127","HSD11B1","VLDLR",0.418
"1401","G0S2","BCL2",0.685
"1503","SYNE1","SUN2",0.999
"2039","LGR6","RNF43",0.499
"2389","LMOD1","TPM2",0.539
"1946","XPR1","NR1H4",0.886
"2469","LMOD1","TPM3",0.539
"1743","ASPM","TOP2A",0.477
"1755","CFH","COLEC11",0.54
"1358","LMOD1","MYH11",0.8
"1005","CFH","F10",0.54
"1965","SGK1","ASPG",0.537
"1183","CFH","STX2",0.679
"809","FCGR3A","FCGR1A",0.967
"865","SGK1","TSC22D3",0.899
"1792","CFH","CFB",0.601
"1276","CFH","SPP1",0.619
"2000","FCGR3A","IGKV2D-28",0.499
"899","CFH","PLAU",0.54
"791","FCGR3A","S100A4",0.576
"1016","FCGR3A","SYK",0.948
"2231","FCGR3A","NCAM1",0.765
"1598","CFAP126","C9orf116",0.802
"1102","EPB41L2","NLGN4X",0.499
"2143","ACKR1","CCL5",0.981
"807","EPB41L2","FCGR1A",0.483
"1340","ACKR1","CXCL1",0.987
"2193","ACKR1","CCL14",0.418
"2104","EPB41L2","SPTBN4",0.72
"2027","CENPW","CENPT",0.999
"1873","EPB41L2","SPTBN2",0.72
"1773","CENPW","HJURP",0.499
"819","CFAP126","C1orf194",0.8
"1741","MKI67","TOP2A",0.474
"1206","CENPW","CENPN",0.994
"2208","HIST2H2AA4","HIST1H2BH",0.705
"2153","HIST2H2AA4","HIST1H2BJ",0.756
"970","HIST2H2AA4","PHF1",0.499
"932","HIST2H2AA4","CRB2",0.613
"2507","HIST2H2AA4","HIST2H3PS2",0.983
"2214","HIST2H2AA4","UHRF1",0.499
"1928","HIST2H2AA4","HIST2H2BF",0.677
"888","PRSS35","WFDC2",0.435
"2238","FCGR1A","NCAM1",0.475
"2007","FCGR1A","IGKV2D-28",0.499
"1616","NGF","NTF3",0.784
"1013","FCGR1A","SYK",0.964
"893","ITGA10","COL9A2",0.499
"1068","SLC16A4","CA9",0.646
"1094","ITGA10","EMILIN1",0.54
"1599","C1orf194","C9orf116",0.802
"1974","ITGA10","ITGA7",0.54
"939","ITGA10","COL16A1",0.499
"1944","L1CAM","CNTN1",0.924
"1731","FAM178A","SIMC1",0.533
"1880","L1CAM","RPS6KA1",0.499
"1876","L1CAM","SPTBN2",0.499
"1009","LPAR3","OGN",0.445
"2229","L1CAM","NCAM1",0.974
"2263","L1CAM","CD24",0.975
"1139","SMARCA1","SMARCA2",0.908
"2105","L1CAM","SPTBN4",0.615
"966","L1CAM","KIF4A",0.499
"1594","SRSF11","CLK1",0.479
"2310","SRSF11","XIST",0.502
"1418","SRSF11","ARGLU1",0.483
"2415","SRSF11","PNISR",0.483
"1690","CEP55","RACGAP1",0.526
"1986","SRSF11","SRSF5",0.867
"1403","PPAP2B","PPAPDC1A",0.9
"1622","PPAP2B","LPIN1",0.909
"2512","SLC25A27","UCP2",0.484
"1988","PARD6B","PTPN21",0.633
"1849","PARD6B","WWC1",0.554
"1696","CEP55","CDC45",0.405
"1304","RAD54L","CDK1",0.408
"1779","STAMBPL1","GTSE1",0.473
"2325","RAD54L","RAD51",0.732
"1278","MMP9","SPP1",0.791
"1262","KIF2C","KIF20A",0.549
"912","KIF2C","CDCA8",0.415
"2408","IFIT1","ISG15",0.719
"1193","PTCH2","CDON",0.944
"1892","KIF2C","KIF1A",0.54
"2083","KIF2C","KIF18B",0.926
"904","MMP9","LCN2",0.992
"1359","ASS1","PGM5",0.405
"1588","KIF2C","KIFC1",0.548
"963","KIF2C","KIF12",0.54
"1097","ASS1","SLC7A1",0.414
"1232","CDC20","PTTG1",0.834
"2335","CDC20","RAD51",0.54
"2103","CDC20","TK1",0.41
"1471","CDC20","CDKN1A",0.457
"1294","CDC20","CDK1",0.972
"2095","TNNC2","TNNT1",0.937
"2460","TNNC2","TPM3",0.896
"2383","TNNC2","TPM2",0.504
"2528","CITED4","TFAP2A",0.63
"902","TCEAL1","TCEAL2",0.624
"886","TCEAL1","TCEAL4",0.624
"1780","PLAU","SERPINE2",0.734
"901","TCEAL4","TCEAL2",0.688
"1515","WFDC2","WDR81",0.414
"2237","COL9A2","NCAM1",0.499
"998","COL9A2","COL15A1",0.4
"1253","CDC20","KIF20A",0.463
"1032","CDC20","CKS2",0.67
"1754","PLAU","COLEC11",0.54
"2178","COL9A2","P3H3",0.499
"942","COL9A2","COL16A1",0.72
"1093","PLAU","EMILIN1",0.54
"1170","PLAU","KLK8",0.54
"1661","PLAU","LAMA2",0.54
"1126","PLAU","VLDLR",0.507
"1004","PLAU","F10",0.54
"1349","ENG","BMP7",0.706
"1762","SYTL4","STXBP2",0.416
"1954","C9orf16","CEP290",0.515
"1320","CDCA8","CDK1",0.41
"1261","CDCA8","KIF20A",0.434
"1150","TSPAN15","CD9",0.518
"1151","GJB3","GJB2",0.817
"2008","PBX3","MEIS2",0.752
"1384","LCN2","SLC22A17",0.981
"2495","CDCA8","HIST2H3PS2",0.601
"1882","NR5A1","GATA4",0.852
"1020","TREM2","SYK",0.929
"1449","NR5A1","TRAC",0.499
"1452","NR5A1","ZFPM2",0.499
"1586","KIF12","KIFC1",0.54
"1083","DES","DSP",0.472
"1937","DES","VIM",0.929
"2180","COL16A1","P3H3",0.499
"995","COL16A1","COL15A1",0.4
"1896","TRAF1","KPNA2",0.481
"1353","TRAF1","EDA2R",0.602
"2259","TRAF1","TNFAIP3",0.599
"2043","ZWINT","SPC24",0.868
"1365","ZWINT","DDX17",0.724
"1022","IL2RG","SYK",0.499
"1889","KIF12","KIF1A",0.54
"1870","IL2RG","JAK3",0.998
"2079","KIF12","KIF18B",0.54
"1256","KIF12","KIF20A",0.54
"1566","IL2RG","PTPN6",0.499
"2198","PHF1","HIST1H2BH",0.499
"1258","KIF4A","KIF20A",0.76
"2151","PHF1","HIST1H2BJ",0.499
"1692","PHF1","EZH1",0.75
"2494","PHF1","HIST2H3PS2",0.938
"1919","C1QC","C1R",0.952
"1488","C1QC","C1S",0.939
"1997","C1QC","IGKV2D-28",0.4
"1329","HLA-DQB1","HLA-DRA",0.758
"1066","AOX1","MAOB",0.403
"1581","HLA-DMA","HLA-DPA1",0.9
"981","HLA-DMA","HLA-DQB1",0.582
"1604","HLA-DMA","HLA-DQB2",0.582
"2516","KLF4","AKT3",0.412
"1495","KLF4","CLDN5",0.404
"1611","HLA-DQB1","HLA-DQB2",0.54
"1577","HLA-DQB1","HLA-DPA1",0.646
"2077","HLA-DQB1","AP1M2",0.499
"987","HLA-DMA","HLA-DRB5",0.582
"991","HLA-DQB1","HLA-DRB5",0.706
"1326","HLA-DMA","HLA-DRA",0.995
"1649","HLA-DMA","HLA-DMB",0.997
"1714","HLA-DMA","HLA-DPB1",0.91
"2184","COL15A1","P3H3",0.499
"1705","HLA-DQB1","HLA-DPB1",0.54
"1646","HLA-DQB1","HLA-DMB",0.673
"1607","HLA-DRB5","HLA-DQB2",0.547
"2423","COL15A1","CCBE1",0.41
"1325","HLA-DRB5","HLA-DRA",0.995
"1361","COL15A1","COL4A3",0.9
"1247","COL15A1","COL4A6",0.54
"2068","HLA-DRB5","AP1M2",0.499
"1647","HLA-DRB5","HLA-DMB",0.638
"1518","HABP4","RPL31",0.491
"1583","HLA-DRB5","HLA-DPA1",0.735
"1712","HLA-DRB5","HLA-DPB1",0.54
"1936","HLA-DRB5","VIM",0.422
"1419","PLA2G5","PLA2G2A",0.499
"1010","OMD","OGN",0.432
"1756","F10","COLEC11",0.54
"1784","F10","SERPINA1",0.416
"1996","SYK","IGKV2D-28",0.4
"1044","SYK","CTTN",0.549
"1168","SYK","LILRB4",0.9
"1568","SYK","PTPN6",0.825
"1868","SYK","JAK3",0.499
