name	name-2	source_db_name	source_db_version
NCBIGENE:50834	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:50831	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:54429	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:50835	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:50839	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:50840	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:259293	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:5726	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:259286	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:353164	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:259289	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:338398	G PROTEIN COUPLED RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:7067	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:9572	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:6097	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:3172	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:6257	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:7182	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:10002	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:7025	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:2063	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:2099	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:367	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:2649	NUCLEAR HORMONE RECEPTOR	GuideToPharmacology	2024.1
NCBIGENE:3782	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:3783	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:1260	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:1261	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:1262	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:610	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:3758	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:3761	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:3760	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:3763	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:3764	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:6263	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:8989	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:7221	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:57113	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:80036	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:54795	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:54822	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:79054	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:8645	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:3739	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:3743	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:3755	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:26251	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:3784	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:3790	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:23416	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:6326	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:6331	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:6334	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:41	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:6339	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:2562	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:2565	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:2566	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:2569	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:200959	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:2741	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:2890	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:2902	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:2906	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:1135	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:1143	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:1144	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:22953	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:5024	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:5027	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:353174	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:366	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:89872	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:282679	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:1080	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:1183	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:1184	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:1185	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:10804	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:2707	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:2703	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:81025	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:63895	ION CHANNEL	GuideToPharmacology	2024.1
NCBIGENE:221656	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:84678	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23030	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55693	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7403	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23135	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23133	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8639	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2936	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3242	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3615	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6697	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7299	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:79001	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55870	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9757	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:51111	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:84787	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7799	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:80854	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:79723	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7298	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1788	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3276	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:80204	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:26267	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9329	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8850	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23522	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:84148	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7052	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4860	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11057	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:57406	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1056	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10741	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2588	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2548	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8972	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1675	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8841	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10014	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10013	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23411	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:22933	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23408	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:29943	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2531	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:25825	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5222	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5664	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:57143	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:56997	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:25	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10188	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55902	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:132	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4907	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:191	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:196883	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:111	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:112	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:113	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:208	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:125981	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:340485	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5582	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7166	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5562	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9212	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:613	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2159	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:462	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8019	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23476	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9024	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:112858	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:835	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:836	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:838	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7398	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:27005	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8722	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1513	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:824	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:57337	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23192	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55611	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:57118	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:57172	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:817	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:79012	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:768	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:32	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5095	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1454	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1644	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8558	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1019	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:64781	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:29956	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:91012	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:253782	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:54822	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1195	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1196	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:344387	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1583	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1586	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1588	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1543	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1591	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:56603	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:340665	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1549	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1573	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10858	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1595	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1576	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4051	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:285440	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1581	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:85443	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9262	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2571	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:113451	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23417	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23761	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5580	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23576	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5423	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:116447	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7153	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11156	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8444	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:868	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9730	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:26273	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7428	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:29904	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11069	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2241	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7915	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2931	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3163	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:51086	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:147746	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:30811	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:875	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1491	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:953	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2053	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:283927	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4758	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10724	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7941	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:29110	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3611	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:56623	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8871	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10595	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3716	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5602	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11183	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4597	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4056	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23175	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:247	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:59344	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6794	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7786	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4321	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4323	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4325	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:64066	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8756	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4185	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8038	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8748	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11086	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:56999	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1359	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:57094	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1360	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1361	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1362	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6051	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4012	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:29953	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10988	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5184	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7512	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:25797	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10003	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10213	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8550	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10645	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4294	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4296	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8986	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9448	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:85366	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:22848	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8576	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:26524	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23012	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:653308	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:167359	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4751	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4752	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:53904	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:140469	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:100130827	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:149420	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:51701	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:29959	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55589	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:127933	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5600	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6300	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6199	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5058	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5444	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9451	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2280	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5478	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5481	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5337	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5290	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5291	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5286	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55361	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5296	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5305	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8396	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5136	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5137	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5144	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5147	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5150	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:27115	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5152	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:50940	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:201626	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5331	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5332	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5333	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5319	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:100137049	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:123745	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8398	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11040	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:415116	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10769	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1263	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5730	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5573	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5576	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5566	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:29941	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5499	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5770	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10295	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5315	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5313	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:369	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5894	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3265	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8780	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6195	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6196	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:715	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2155	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2158	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3003	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3818	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:25818	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5653	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5650	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5340	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5327	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5652	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5657	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:25823	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8720	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5126	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1803	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:57410	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2879	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:165679	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10110	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:54861	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:123099	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6609	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55627	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10924	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8879	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:81537	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8877	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3055	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3932	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6725	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7525	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:26576	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5605	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5607	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5609	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1326	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55437	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3795	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6850	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5689	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5128	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:93627	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7016	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:283629	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:389434	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55872	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:28951	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8997	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7204	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8295	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7272	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5756	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:54658	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:25989	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:54986	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:65125	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55351	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23461	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10350	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10349	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6890	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:340273	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:23456	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10257	TRANSPORTER	GuideToPharmacology	2024.1
