"","gene_id"
"6170","ALDOA"
"6171","HIRIP3"
"6172","TAOK2"
"6173","TMEM219"
"6174","HMGA2"
"6175","MKX"
"6176","MPP7"
"6177","ITGB1"
"6178","CWC15"
"6179","ARID5B"
"6180","DCUN1D2"
"6181","TMCO3"
"6182","TMEM218"
"6183","TIRAP"
"6184","EEF1AKMT1"
"6185","LATS2"
"6186","SAP18"
"6187","KIAA1328"
"6188","MIA2"
"6189","HNMT"
"6190","ADRA2A"
"6191","VEGFC"
"6192","CCDC102B"
"6193","CD226"
"6194","DLG2"
"6195","PRSS23"
"6196","MTMR12"
"6197","PPP1R1C"
"6198","CCT5"
"6199","ATPSCKMT"
"6200","DOCK1"
"6201","DIXDC1"
"6202","DLAT"
"6203","PIH1D2"
"6204","NKAPD1"
"6205","TIMM8B"
"6206","IL18"
"6207","PTS"
"6208","PIP4K2A"
"6209","FOXO1"
"6210","CRIM1"
"6211","SEC24D"
"6212","ABCB9"
"6213","RILPL2"
"6214","DHX37"
"6215","UBC"
"6216","SLC7A11"
"6217","DCP1B"
"6218","THRB"
"6219","NGLY1"
"6220","OXSM"
"6221","UEVLD"
"6222","TMEM86A"
"6223","NOPCHAP1"
"6224","TMEM263"
"6225","UBE3B"
"6226","ANK3"
"6227","IPMK"
"6228","PLBD2"
"6229","DLG5"
"6230","SLC2A13"
"6231","GXYLT1"
"6232","TWF1"
"6233","DIP2C"
"6234","EIF4E"
"6235","MAGI1"
"6236","CSNK1G3"
"6237","SRFBP1"
"6238","AKAP6"
"6239","FAM177A1"
"6240","MBIP"
"6241","MIPOL1"
"6242","EXT2"
"6243","TMEM18"
"6244","KCTD14"
"6245","NDUFC2"
"6246","ME3"
"6247","NUBPL"
"6248","NEK7"
"6249","FER"
"6250","VIPAS39"
"6251","ANKRD50"
"6252","UPF2"
"6253","CDC123"
"6254","SCLT1"
"6255","C4orf33"
"6256","PTPRO"
"6257","EPS8"
"6258","ACAD8"
"6259","THYN1"
"6260","VPS26B"
"6261","NCAPD3"
"6262","VTI1A"
"6263","QDPR"
"6264","FHIP2A"
"6265","TEX9"
"6266","QTRT2"
"6267","MMAA"
"6268","ZNF827"
"6269","EDNRA"
"6270","AKR1C2"
"6271","ADAM8"
"6272","KIN"
"6273","PIGF"
"6274","ANKAR"
"6275","INPP1"
"6276","MFSD6"
"6277","RNF144A"
"6278","ASAP2"
"6279","ADAM17"
"6280","FLI1"
"6281","TMEM45B"
"6282","WWC2"
"6283","ACSL1"
"6284","SLC25A4"
"6285","AMN1"
"6286","BICD1"
"6287","SAV1"
"6288","CCDC122"
"6289","SERP2"
"6290","NBAS"
"6291","TDO2"
"6292","GUF1"
"6293","SACS"
"6294","FBXO4"
"6295","TMEM267"
"6296","PARP8"
"6297","GFRA1"
"6298","CACUL1"
"6299","DST"
"6300","TIAL1"
"6301","BAG3"
"6302","AP1S3"
"6303","RABGAP1L"
"6304","FAM168B"
"6305","PTPN14"
"6306","SMPD4BP"
"6307","MGAT5"
"6308","GPATCH11"
"6309","GEMIN6"
"6310","OBI1"
"6311","SETBP1"
"6312","ARL14EP"
"6313","EPG5"
"6314","PSTPIP2"
"6315","ATP5F1A"
"6316","HAUS1"
"6317","C18orf25"
"6318","TCF7L1"
"6319","TGOLN2"
"6320","UHMK1"
"6321","ATG10"
"6322","POC5"
"6323","SPOCK1"
"6324","FAM151B"
"6325","TADA1"
"6326","GUCY1A2"
"6327","CWF19L2"
"6328","JMY"
"6329","XRCC4"
"6330","ZNF547"
"6331","ZNF773"
"6332","ZNF776"
"6333","ZNF256"
"6334","DCLRE1C"
"6335","RPP38"
"6336","NMT2"
"6337","USP12"
"6338","CCDC50"
"6339","ZFP36L2"
"6340","PAN3"
"6341","PLEKHH2"
"6342","PFKM"
"6343","TMEM123"
"6344","IGSF10"
"6345","SPEF2"
"6346","MBNL1"
"6347","NADK2"
"6348","GJA1"
"6349","CCNO"
"6350","SLC30A6"
"6351","PELO"
"6352","SAR1B"
"6353","GPR180"
"6354","DNAI4"
"6355","FARP1"
"6356","IFIT5"
"6357","BMP3"
"6358","HNRNPDL"
"6359","HHEX"
"6360","UTRN"
"6361","PTPRK"
"6362","GGPS1"
"6363","MARVELD2"
"6364","RAD17"
"6365","MED21"
"6366","ADGRA3"
"6367","SREK1IP1"
"6368","CWC27"
"6369","SRP19"
"6370","CDYL"
"6371","CARHSP1"
"6372","TXNDC11"
"6373","DAB2"
"6374","ANAPC1"
"6375","CAST"
"6376","SCOC"
"6377","CETN3"
"6378","SMARCA5"
"6379","RASSF3"
"6380","HNRNPU"
"6381","RANBP2"
"6382","AHCTF1"
"6383","MERTK"
"6384","TMEM87B"
"6385","PTPRR"
"6386","NR4A2"
"6387","CCDC148"
"6388","RBMS1"
"6389","SLC25A27"
"6390","ADGRF1"
"6391","CYRIB"
"6392","ASAP1"
"6393","TRAPPC8"
"6394","LINC00467"
"6395","INO80C"
"6396","LPCAT1"
"6397","NMRAL1"
"6398","UBALD1"
"6399","LYSET"
"6400","ING1"
"6401","ADPRHL1"
"6402","FBXL2"
"6403","UBP1"
"6404","RMND5A"
"6405","RPIA"
"6406","PTPRD"
"6407","LURAP1L"
"6408","CNKSR3"
"6409","GTF2E1"
"6410","CFDP1"
"6411","C7orf31"
"6412","JAZF1"
"6413","CMIP"
"6414","KCNJ16"
"6415","PID1"
"6416","TRIP12"
"6417","FBXO36"
"6418","CEBPG"
"6419","KCTD15"
"6420","ZNF599"
"6421","MCOLN2"
"6422","DDAH1"
"6423","SREK1"
"6424","CHD1"
"6425","DGKE"
"6426","HS2ST1"
"6427","MSI2"
"6428","CACNA2D1"
"6429","ZUP1"
"6430","NUS1"
"6431","SEMA3D"
"6432","PPP2R5E"
"6433","IMPACT"
"6434","SDHAF4"
"6435","THY1"
"6436","TBCEL"
"6437","ANKH"
"6438","OTULIN"
"6439","UBASH3B"
"6440","ROBO4"
"6441","ROBO3"
"6442","TBRG1"
"6443","RETREG1"
"6444","TOMM70"
"6445","ANGPT1"
"6446","PITPNC1"
"6447","CC2D1B"
"6448","PRKCA"
"6449","LRRK1"
"6450","CEP112"
"6451","ABCA10"
"6452","ABCA5"
"6453","C4orf19"
"6454","UCHL1"
"6455","TNIK"
"6456","NEIL2"
"6457","PGM5"
"6458","LONRF1"
"6459","TRIM11"
"6460","ENAH"
"6461","SH3RF1"
"6462","GBP5"
"6463","BUB3"
"6464","DIPK1A"
"6465","PDLIM3"
"6466","SORBS2"
"6467","ELOC"
"6468","CXADR"
"6469","BTG3"
"6470","C21orf91"
"6471","L3MBTL4"
"6472","RABGEF1"
"6473","MRPL39"
"6474","ATP5PF"
"6475","GABPA"
"6476","ADAMTS1"
"6477","TSEN2"
"6478","SLFN13"
"6479","XPC"
"6480","CCDC174"
"6481","FLCN"
"6482","DPH3"
"6483","OXNAD1"
"6484","PLCL2"
"6485","CXXC1"
"6486","PPP4R1"
"6487","APCDD1"
"6488","CCDC144BP"
"6489","MPPE1"
"6490","CCDC144CP"
"6491","USP43"
"6492","ACSS1"
"6493","ANKRD40"
"6494","ZNF18"
"6495","VOPP1"
"6496","APOOL"
"6497","CYP2U1"
"6498","PROM2"
"6499","AK9"
"6500","KLF10"
"6501","AZIN1"
"6502","ATP6V1C1"
"6503","PIP4P2"
"6504","OTUD6B"
"6505","CDK19"
"6506","GTF3C6"
"6507","TTC39B"
"6508","AGPAT5"
"6509","MMS19"
"6510","PI4K2A"
"6511","MARVELD1"
"6512","ZFYVE27"
"6513","GOLGA7B"
"6514","TRMT44"
"6515","SLC25A28"
"6516","HSPA13"
"6517","SAMSN1"
"6518","USP25"
"6519","GRAMD2B"
"6520","ZCCHC10"
"6521","C16orf87"
"6522","MOV10"
"6523","RHOC"
"6524","DBI"
"6525","SLC16A1"
"6526","HEATR3"
"6527","NIFK"
"6528","OXA1L"
"6529","LARP1"
"6530","CNOT8"
"6531","LRGUK"
"6532","MIER3"
"6533","ZKSCAN2"
"6534","C9orf85"
"6535","PIK3AP1"
"6536","RBM45"
"6537","TTN"
"6538","VSIG4"
"6539","PDIA4"
"6540","KDM8"
"6541","KCTD18"
"6542","HYCC2"
"6543","FLACC1"
"6544","TMEM237"
"6545","FZD7"
"6546","SPAG17"
"6547","DEPTOR"
"6548","RNF20"
"6549","PPARGC1B"
"6550","ELMO1"
"6551","LSM11"
"6552","MED7"
"6553","RRAGA"
"6554","PXYLP1"
"6555","RASA2"
"6556","RMND1"
"6557","SLA"
"6558","VBP1"
"6559","CLIC2"
"6560","AFF2"
"6561","MICU3"
"6562","GRIP1"
"6563","VPS37A"
"6564","PSD3"
"6565","CARNMT1"
"6566","MCU"
"6567","MIDEAS"
"6568","GNA14"
"6569","GNAQ"
"6570","MMP16"
"6571","ADK"
"6572","KCNMA1"
"6573","BATF"
"6574","DCK"
"6575","DPY19L4"
"6576","NDUFAF6"
"6577","DRAM2"
"6578","CFAP418"
"6579","ADAMTSL3"
"6580","WHAMM"
"6581","N6AMT1"
"6582","RWDD2B"
"6583","USP16"
"6584","CCT8"
"6585","MAP3K7CL"
"6586","BACH1"
"6587","TSPAN7"
"6588","TIAM1"
"6589","SCAF4"
"6590","RPGR"
"6591","CDK20"
"6592","PCGF6"
"6593","ANKRD9"
"6594","SFR1"
"6595","SFXN2"
"6596","ATP5MJ"
"6597","FUT6"
"6598","PCDH1"
"6599","RPL30"
"6600","SUPV3L1"
"6601","PABIR2"
"6602","EEF1A1"
"6603","HKDC1"
"6604","HK1"
"6605","TYSND1"
"6606","PHF6"
"6607","UBE2L6"
"6608","ZDHHC5"
"6609","MED19"
"6610","ZFAND3"
"6611","NPTN"
"6612","KAT6B"
"6613","SAMD8"
"6614","RAB11FIP1"
"6615","UTP14A"
"6616","AIFM1"
"6617","MAPK13"
"6618","BAG4"
"6619","NTAQ1"
"6620","FBXO32"
"6621","NSMCE2"
"6622","ZNF689"
"6623","PRR14"
"6624","FBRS"
"6625","FRRS1"
"6626","PHKG2"
"6627","MFSD14A"
"6628","MALSU1"
"6629","VPS8"
"6630","GALK2"
"6631","B3GNT7"
"6632","MPV17L"
"6633","PDE6D"
"6634","EIF4A2"
"6635","BRPF1"
"6636","RPUSD3"
"6637","TATDN2"
"6638","SEC13"
"6639","EXOG"
"6640","NTAN1"
"6641","ZFYVE9"
"6642","SMG1"
"6643","FCHO2"
"6644","RBPMS"
"6645","TMEM171"
"6646","ODR4"
"6647","CPT2"
"6648","NECAP2"
"6649","PAXIP1"
"6650","STEAP2"
"6651","SSBP3"
"6652","CLDN12"
"6653","MMP14"
"6654","FZD1"
"6655","GATAD1"
"6656","SUSD3"
"6657","DHRS4"
"6658","DDX19B"
"6659","ST3GAL2"
"6660","FCSK"
"6661","DHRS1"
"6662","CACNA1D"
"6663","KIT"
"6664","AASDH"
"6665","ZNF19"
"6666","RNF111"
"6667","FAM81A"
"6668","MYO1E"
"6669","APPL1"
"6670","AFAP1L1"
"6671","VPS26C"
"6672","DYRK1A"
"6673","ERG"
"6674","TSPAN18"
"6675","LCA5L"
"6676","SLC35B2"
"6677","TMEM164"
"6678","MX1"
"6679","C2CD2"
"6680","TAB3"
"6681","SLC38A10"
"6682","ZNF618"
"6683","DGKI"
"6684","TMEM268"
"6685","UBN2"
"6686","BRAF"
"6687","SLC34A2"
"6688","PSMG3"
"6689","WDR19"
"6690","SLC37A3"
"6691","AP3S2"
"6692","FMNL2"
"6693","GAREM2"
"6694","SPPL3"
"6695","RAB28"
"6696","TNFRSF14"
"6697","PANK4"
"6698","C12orf43"
"6699","PEX10"
"6700","RER1"
"6701","SKI"
"6702","WIPI2"
"6703","LDLRAP1"
"6704","AGAP1"
"6705","KRTCAP3"
"6706","PAFAH2"
"6707","BABAM2"
"6708","CFAP251"
"6709","MRPL17"
"6710","UBXN11"
"6711","PTPDC1"
"6712","NCK1"
"6713","TPRG1L"
"6714","XDH"
"6715","XKR8"
"6716","CNNM4"
"6717","EYA3"
"6718","DZIP1L"
"6719","FANCC"
"6720","WASF2"
"6721","ABHD3"
"6722","FAIM"
"6723","CLSTN2"
"6724","COLEC12"
"6725","RNF207"
"6726","CUL4B"
"6727","GPR153"
"6728","SLC13A3"
"6729","RHBDL2"
"6730","MITD1"
"6731","EIF5B"
"6732","CNOT11"
"6733","TSPAN33"
"6734","AHCYL2"
"6735","B4GALT5"
"6736","SPATA2"
"6737","TSR2"
"6738","PPP1R9A"
"6739","ZC3H18"
"6740","ZFAND2B"
"6741","DYNC1I1"
"6742","TMED4"
"6743","PPP1R15B"
"6744","COPG2"
"6745","EMSY"
"6746","GPAT4"
"6747","ZSCAN12"
"6748","TAGLN2"
"6749","ELK4"
"6750","SLAMF8"
"6751","DUSP23"
"6752","RNF166"
"6753","NBL1"
"6754","F11R"
"6755","USF1"
"6756","SPATA2L"
"6757","NIT1"
"6758","DEDD"
"6759","ZNF276"
"6760","EDA"
"6761","PINK1"
"6762","B4GALT3"
"6763","DMTN"
"6764","FHIP2B"
"6765","NDUFS2"
"6766","FCER1G"
"6767","TOMM40L"
"6768","CCAR2"
"6769","CACHD1"
"6770","CDC42SE2"
"6771","RAPGEF6"
"6772","EPB41"
"6773","ALG8"
"6774","FBXW5"
"6775","CFAP298"
"6776","SYNJ1"
"6777","PAXBP1"
"6778","IFNAR2"
"6779","MRPL10"
"6780","IFNGR2"
"6781","GART"
"6782","SON"
"6783","SV2A"
"6784","LAD1"
"6785","STC1"
"6786","CSRP1"
"6787","C1QC"
"6788","RCAN1"
"6789","UBE2Z"
"6790","SNF8"
"6791","CLIC6"
"6792","CCDC24"
"6793","CBR1"
"6794","CBR3"
"6795","MORC3"
"6796","SIM2"
"6797","HLCS"
"6798","ARHGAP27"
"6799","ADPGK"
"6800","PTMS"
"6801","ADIPOR1"
"6802","CYB5R1"
"6803","PSMD4"
"6804","ATP13A2"
"6805","PSMB4"
"6806","BTG2"
"6807","HK2"
"6808","C1R"
"6809","ALDH4A1"
"6810","THEM4"
"6811","UBR1"
"6812","AMFR"
"6813","MED8"
"6814","RSPRY1"
"6815","CCDC17"
"6816","GPBP1L1"
"6817","NAE1"
"6818","TMEM69"
"6819","ACE"
"6820","EFCAB14"
"6821","SPON2"
"6822","CHCHD6"
"6823","CTBP1"
"6824","TPPP3"
"6825","ZDHHC1"
"6826","ATP6V0D1"
"6827","RGS12"
"6828","PSKH1"
"6829","ZYX"
"6830","ABR"
"6831","CCDC117"
"6832","ZNF230"
"6833","CCDC107"
"6834","ZNF222"
"6835","NPR2"
"6836","ZNF221"
"6837","ZNF233"
"6838","ZNF235"
"6839","GNE"
"6840","ARHGAP35"
"6841","CALM3"
"6842","DFFA"
"6843","CCDC28B"
"6844","IQCC"
"6845","TMEM234"
"6846","BSDC1"
"6847","ZBTB8A"
"6848","ATAD3B"
"6849","SSU72"
"6850","UBE2J2"
"6851","ZNF362"
"6852","NR2F6"
"6853","MIX23"
"6854","VMA21"
"6855","KALRN"
"6856","FAM86C2P"
"6857","ABCG1"
"6858","TFF3"
"6859","TFF1"
"6860","TMPRSS3"
"6861","RSPH1"
"6862","SLC37A1"
"6863","WDR4"
"6864","NDUFV3"
"6865","PKNOX1"
"6866","U2AF1"
"6867","RRP1B"
"6868","PDXK"
"6869","G6PD"
"6870","CSTB"
"6871","RRP1"
"6872","AGPAT3"
"6873","TRAPPC10"
"6874","GAB3"
"6875","CFAP410"
"6876","ZNF66"
"6877","LRRC3"
"6878","ITGB2"
"6879","RALGDS"
"6880","LSS"
"6881","VAV2"
"6882","MCM3AP"
"6883","PCNT"
"6884","DIP2A"
"6885","PRMT2"
"6886","ADAMTS13"
"6887","CACFD1"
"6888","SLC2A6"
"6889","ZNF761"
"6890","ZNF714"
"6891","GPSM1"
"6892","C19orf47"
"6893","TOR2A"
"6894","ST6GALNAC6"
"6895","SHKBP1"
"6896","RDH13"
"6897","ZER1"
"6898","ZDHHC12"
"6899","PKN3"
"6900","TAOK1"
"6901","MED27"
"6902","DEDD2"
"6903","SIK3"
"6904","MPZL3"
"6905","JAML"
"6906","NEK8"
"6907","TLCD1"
"6908","SAFB"
"6909","CHTOP"
"6910","ZBTB7B"
"6911","FLAD1"
"6912","SHC1"
"6913","VPS11"
"6914","NLRX1"
"6915","ADAR"
"6916","IL6R"
"6917","UBE2Q1"
"6918","CRTC2"
"6919","ANO10"
"6920","FDPS"
"6921","RUSC1"
"6922","GBAP1"
"6923","ENTREP3"
"6924","PMF1"
"6925","SLC25A44"
"6926","LMNA"
"6927","CCR5"
"6928","NBEAL2"
"6929","CCDC12"
"6930","UBQLN4"
"6931","PPP1R35"
"6932","GPATCH4"
"6933","AZGP1"
"6934","NACC1"
"6935","IER2"
"6936","ZNF394"
"6937","CPSF4"
"6938","LY6E"
"6939","VPS28"
"6940","PWWP3A"
"6941","LRRC14"
"6942","ZNF333"
"6943","ORAI2"
"6944","ALKBH4"
"6945","MRNIP"
"6946","SQSTM1"
"6947","MGAT4B"
"6948","MAML1"
"6949","LRWD1"
"6950","NAPEPLD"
"6951","PSMC2"
"6952","MFSD12"
"6953","DVL3"
"6954","AP2M1"
"6955","ABCF3"
"6956","PCYT1A"
"6957","U2AF1L4"
"6958","BDH1"
"6959","THAP8"
"6960","ZNF382"
"6961","LRRC56"
"6962","PLXDC1"
"6963","IKZF3"
"6964","FDXR"
"6965","SAP30BP"
"6966","ACOX1"
"6967","PRPSAP1"
"6968","CYGB"
"6969","SRSF2"
"6970","ZNF577"
"6971","TMEM143"
"6972","ITGA5"
"6973","ZNF385A"
"6974","LSM12"
"6975","EMC10"
"6976","JOSD2"
"6977","DBF4B"
"6978","PLCD3"
"6979","FMNL3"
"6980","AQP5"
"6981","LARP4"
"6982","TAMALIN"
"6983","LEMD2"
"6984","ADCY10P1"
"6985","ZNF653"
"6986","MED11"
"6987","CXCL16"
"6988","BCL6B"
"6989","SENP3"
"6990","EIF4A1"
"6991","RPL26"
"6992","POLR3K"
"6993","SNRNP25"
"6994","WDR90"
"6995","JMJD8"
"6996","SPSB3"
"6997","TBC1D24"
"6998","AMDHD2"
"6999","BICDL2"
"7000","FLYWCH2"
"7001","ZG16B"
"7002","ZNF75A"
"7003","ADCY9"
"7004","SHANK2"
"7005","CLPB"
"7006","NEU3"
"7007","CYB561A3"
"7008","UBXN1"
"7009","LBHD1"
"7010","TTC9C"
"7011","TAF6L"
"7012","NXF1"
"7013","STX5"
"7014","SLC25A45"
"7015","SYVN1"
"7016","ZFPL1"
"7017","RPS6KA4"
"7018","LRP5"
"7019","TPCN2"
"7020","PDZK1IP1"
"7021","CMPK1"
"7022","COA7"
"7023","ZYG11B"
"7024","CZIB"
"7025","MAGOH"
"7026","ACOT11"
"7027","PARS2"
"7028","USP24"
"7029","PLPP3"
"7030","NOL9"
"7031","PRKAA2"
"7032","KLHL21"
"7033","ZSWIM5"
"7034","GMEB1"
"7035","SELENON"
"7036","AK4"
"7037","JAK1"
"7038","RAVER2"
"7039","LZIC"
"7040","RBP7"
"7041","FBLIM1"
"7042","SLC25A34"
"7043","AKR7A3"
"7044","LAPTM5"
"7045","SDC3"
"7046","PEF1"
"7047","SYNC"
"7048","RBBP4"
"7049","KIAA1522"
"7050","TMCO4"
"7051","UBXN10"
"7052","CAMK2N1"
"7053","ALPL"
"7054","WNT4"
"7055","MXRA8"
"7056","FAAP20"
"7057","MEGF6"
"7058","DIRAS3"
"7059","NFIA"
"7060","OMA1"
"7061","MYSM1"
"7062","TM2D1"
"7063","USP1"
"7064","FUBP1"
"7065","NEXN"
"7066","DNAJB4"
"7067","ADGRL4"
"7068","LRRIQ3"
"7069","TYW3"
"7070","SNX7"
"7071","EEIG2"
"7072","HENMT1"
"7073","C1orf52"
"7074","GBP2"
"7075","ATXN7L2"
"7076","GBP4"
"7077","ZNF326"
"7078","GFI1"
"7079","AGL"
"7080","EXTL2"
"7081","SLC30A7"
"7082","ZNF281"
"7083","ARPC5"
"7084","NLRP3"
"7085","ZNF496"
"7086","IGSF8"
"7087","PEA15"
"7088","PEX19"
"7089","NCSTN"
"7090","VANGL2"
"7091","OLFML2B"
"7092","KLHDC9"
"7093","C1orf74"
"7094","FLVCR1"
"7095","RBM15"
"7096","DENND2D"
"7097","AXDND1"
"7098","TDRD5"
"7099","IER5"
"7100","BPNT1"
"7101","SPATA17"
"7102","C1orf115"
"7103","BROX"
"7104","NBPF20"
"7105","ACP6"
"7106","TFB2M"
"7107","CNST"
"7108","PPP1R21"
"7109","PKDCC"
"7110","B3GALNT2"
"7111","MAPKAPK2"
"7112","PIGR"
"7113","CAPN2"
"7114","MRPL55"
"7115","WDR26"
"7116","REL"
"7117","PUS10"
"7118","PEX13"
"7119","SANBR"
"7120","RFTN2"
"7121","DISC1"
"7122","CAPN13"
"7123","MEMO1"
"7124","DPY30"
"7125","TYW5"
"7126","MAIP1"
"7127","SLC66A3"
"7128","ARL5A"
"7129","CLHC1"
"7130","PRORSD1P"
"7131","DUSP19"
"7132","CFAP36"
"7133","NUP35"
"7134","CCDC138"
"7135","FBXO41"
"7136","WDCP"
"7137","SMC6"
"7138","H3-3A"
"7139","COQ8A"
"7140","SLC16A14"
"7141","SGCB"
"7142","SPATA18"
"7143","NOSTRIN"
"7144","SGPP2"
"7145","INHBB"
"7146","BBS5"
"7147","SMARCAD1"
"7148","HPGDS"
"7149","PDLIM5"
"7150","RPRD2"
"7151","CTSS"
"7152","PACRGL"
"7153","LYSMD1"
"7154","SCNM1"
"7155","VPS72"
"7156","ERCC3"
"7157","RNF149"
"7158","IWS1"
"7159","BOLA3"
"7160","CDC42EP3"
"7161","S100A11"
"7162","DHX57"
"7163","TGFA"
"7164","CCNYL1"
"7165","FZD5"
"7166","DCAF16"
"7167","GNPDA2"
"7168","PAQR3"
"7169","NIPAL1"
"7170","ANTXR2"
"7171","HELQ"
"7172","MRPS18C"
"7173","CGGBP1"
"7174","ABRAXAS1"
"7175","GPR155"
"7176","PMVK"
"7177","PBXIP1"
"7178","CLDN1"
"7179","PYGO2"
"7180","HIPK1"
"7181","INAVA"
"7182","YY1AP1"
"7183","KBTBD8"
"7184","EOGT"
"7185","NAXE"
"7186","POGLUT1"
"7187","SLC22A15"
"7188","SLC15A2"
"7189","EIF4E3"
"7190","LRRC58"
"7191","FSTL1"
"7192","ELF3"
"7193","TMEM183A"
"7194","IGFBP7"
"7195","KRTCAP2"
"7196","ARPC2"
"7197","CCT3"
"7198","TMEM79"
"7199","SSR2"
"7200","RNF25"
"7201","STK36"
"7202","NEK10"
"7203","CCDC141"
"7204","IHH"
"7205","CWC22"
"7206","AZI2"
"7207","TGFBR2"
"7208","ANKZF1"
"7209","HDAC11"
"7210","GLB1L"
"7211","STT3B"
"7212","CHCHD4"
"7213","NFASC"
"7214","SERPINI1"
"7215","CLASP2"
"7216","SUCLG1"
"7217","PRKCI"
"7218","MNDA"
"7219","IFI16"
"7220","EIF5A2"
"7221","RPL22L1"
"7222","PPM1L"
"7223","ICA1L"
"7224","SNHG16"
"7225","RYBP"
"7226","PPP4R2"
"7227","GTPBP8"
"7228","NEPRO"
"7229","SPICE1"
"7230","CCDC191"
"7231","CADPS"
"7232","CDS1"
"7233","WDFY3"
"7234","COX18"
"7235","PTPN13"
"7236","C4orf36"
"7237","THOC7"
"7238","ATXN7"
"7239","PSMD6"
"7240","ADAMTS9"
"7241","PPM1K"
"7242","GMPS"
"7243","TIPARP"
"7244","CCNL1"
"7245","SLMAP"
"7246","RPL9"
"7247","RPP14"
"7248","RBM47"
"7249","APBB2"
"7250","IL17RE"
"7251","IL17RC"
"7252","CRELD1"
"7253","PRRT3"
"7254","PCOLCE2"
"7255","U2SURP"
"7256","MTMR14"
"7257","TTC14"
"7258","CXCL3"
"7259","CXCL5"
"7260","MTHFD2L"
"7261","CXCL1"
"7262","RCHY1"
"7263","GYG1"
"7264","HPS3"
"7265","TM4SF18"
"7266","TOPBP1"
"7267","RYK"
"7268","SNRK"
"7269","TCF23"
"7270","ZNF513"
"7271","SLC4A1AP"
"7272","PLB1"
"7273","SPDYA"
"7274","KIAA1143"
"7275","WDR43"
"7276","ZDHHC3"
"7277","CDCP1"
"7278","SLC6A20"
"7279","LZTFL1"
"7280","FYCO1"
"7281","CCR1"
"7282","ELP6"
"7283","DTX3L"
"7284","ZNF148"
"7285","NMNAT3"
"7286","SMIM12"
"7287","ZMYM6"
"7288","TPRA1"
"7289","YEATS2"
"7290","ZC3H12A"
"7291","MEAF6"
"7292","SNIP1"
"7293","DNALI1"
"7294","POLR2H"
"7295","LIPH"
"7296","TMEM41A"
"7297","RPN1"
"7298","SENP2"
"7299","HEYL"
"7300","IFT122"
"7301","BAP1"
"7302","PRKCD"
"7303","RFT1"
"7304","SFMBT1"
"7305","GNL3"
"7306","PBRM1"
"7307","UVSSA"
"7308","TASOR"
"7309","ARHGEF3"
"7310","SLBP"
"7311","LRPAP1"
"7312","UBXN7"
"7313","RNF168"
"7314","PIGX"
"7315","S100P"
"7316","ABLIM2"
"7317","EXO5"
"7318","C1orf50"
"7319","ERMAP"
"7320","ZNF691"
"7321","AIMP1"
"7322","SGMS2"
"7323","METAP1"
"7324","DNAJB14"
"7325","EMCN"
"7326","PGRMC2"
"7327","ZNF589"
"7328","PLXNB1"
"7329","CCDC51"
"7330","SHISA5"
"7331","SPRY1"
"7332","BSN"
"7333","APEH"
"7334","INTU"
"7335","RNF123"
"7336","MFSD8"
"7337","ABHD18"
"7338","MON1A"
"7339","MST1R"
"7340","RAD54L2"
"7341","TEX264"
"7342","DUSP7"
"7343","PPM1M"
"7344","WDR82"
"7345","C4orf3"
"7346","PRSS12"
"7347","SAP30"
"7348","MAP9"
"7349","FBXO8"
"7350","CEP44"
"7351","HPGD"
"7352","TMEM144"
"7353","GASK1B"
"7354","NAA15"
"7355","IL15"
"7356","FHIP1A"
"7357","ARFIP1"
"7358","ICE1"
"7359","HHIP"
"7360","ANAPC10"
"7361","ABCE1"
"7362","OTUD4"
"7363","LSM6"
"7364","TMEM184C"
"7365","PRMT9"
"7366","ITGA2"
"7367","MOCS2"
"7368","TMEM161B"
"7369","NDUFAF2"
"7370","LMBRD2"
"7371","NIPBL"
"7372","RNF180"
"7373","SLC25A46"
"7374","STARD4"
"7375","PGGT1B"
"7376","CCDC112"
"7377","CMBL"
"7378","C5orf63"
"7379","PRRC1"
"7380","F2RL1"
"7381","AGGF1"
"7382","WDR41"
"7383","NDUFS4"
"7384","ESM1"
"7385","GRPEL2"
"7386","ARSK"
"7387","RHOBTB3"
"7388","TIGD6"
"7389","SERINC5"
"7390","CASP3"
"7391","PRIMPOL"
"7392","ERAP1"
"7393","ERAP2"
"7394","CMYA5"
"7395","CFAP97"
"7396","RICTOR"
"7397","TENT2"
"7398","EBF1"
"7399","ANKRA2"
"7400","UBLCP1"
"7401","UTP15"
"7402","TLR3"
"7403","NSA2"
"7404","GFM2"
"7405","CCDC127"
"7406","FOXQ1"
"7407","SEPTIN8"
"7408","SHROOM1"
"7409","UQCRQ"
"7410","SLC35A1"
"7411","CITED2"
"7412","CREBRF"
"7413","DCBLD1"
"7414","SFXN1"
"7415","TMEM200A"
"7416","DACT2"
"7417","PDSS2"
"7418","STXBP5"
"7419","DAGLB"
"7420","MATCAP2"
"7421","STK17A"
"7422","TRA2A"
"7423","SAP30L"
"7424","RPS14"
"7425","COG5"
"7426","BMT2"
"7427","SLU7"
"7428","RP9"
"7429","CAMLG"
"7430","KCNK5"
"7431","ZNF12"
"7432","SLC29A4"
"7433","STEAP1"
"7434","CDCA7L"
"7435","MIOS"
"7436","USP49"
"7437","SYTL3"
"7438","HEY1"
"7439","ZNF704"
"7440","TAGAP"
"7441","COL1A2"
"7442","FNDC1"
"7443","CHMP4C"
"7444","BRI3"
"7445","LMTK2"
"7446","CTSB"
"7447","DLC1"
